filename,project,year,season,state,operator_affiliation,agent,apparatus,purpose,target_area,control_area,start_date,end_date,state_title,season_normalized,purpose_tokens,purpose_combo_normalized,agent_tokens,agent_combo_normalized,apparatus_tokens,apparatus_combo_normalized,start_date_inferred,end_date_inferred,duration_days_inferred,date_anomaly_flag
2025COCCMRB-1.pdf,central colorado mountain river basin program,2025,winter,colorado,western weather consultants llc,"silver iodide, sodium iodide",ground,"augment snowpack, increase precipitation",eastern central colorado division,northern colorado continental division,11/1/24,4/15/25,Colorado,winter,"['augment snowpack', 'increase precipitation']",augment snowpack | increase precipitation,"['silver iodide', 'sodium iodide']",silver iodide | sodium iodide,['ground'],ground,2024-11-01,2025-04-15,166.0,False
2025COG-1.pdf,gunnison river basin cloud seeding program,2025,winter,colorado,north american weather consultants,silver iodide,ground,augment snowpack,"gunnison river basin, colorado",various sites in colorado,11/1/24,4/30/25,Colorado,winter,['augment snowpack'],augment snowpack,['silver iodide'],silver iodide,['ground'],ground,2024-11-01,2025-04-30,181.0,False
2025COSJM-1.pdf,san juan mountains (sjm) program,2025,winter,colorado,western weather consultants llc,"silver iodide, sodium iodide",ground,"augment snowpack, increase precipitation",western san juan mountains and purgatory ski area,se utah mountains and northern new mexico mountains,11/1/24,4/15/25,Colorado,winter,"['augment snowpack', 'increase precipitation']",augment snowpack | increase precipitation,"['silver iodide', 'sodium iodide']",silver iodide | sodium iodide,['ground'],ground,2024-11-01,2025-04-15,166.0,False
2025COSV-1.pdf,st. vrain cloud seeding program,2025,winter,colorado,north american weather consultants,silver iodide,ground,augment snowpack,portions of boulder county,various sites in colorado,11/1/24,4/30/25,Colorado,winter,['augment snowpack'],augment snowpack,['silver iodide'],silver iodide,['ground'],ground,2024-11-01,2025-04-30,181.0,False
2025COVBC-1.pdf,central colorado program,2025,winter,colorado,western weather consultants llc,"silver iodide, sodium iodide",ground,"augment snowpack, increase precipitation","vail and beaver creek ski area, central colorado mountains",flat top mountains of colorado,11/1/24,4/15/25,Colorado,winter,"['augment snowpack', 'increase precipitation']",augment snowpack | increase precipitation,"['silver iodide', 'sodium iodide']",silver iodide | sodium iodide,['ground'],ground,2024-11-01,2025-04-15,166.0,False
2025IDEI-1.pdf,clark county idaho cloud seeding program,2025,"winter, spring",idaho,clark county,silver iodide,ground,augment snowpack,eastern idaho,,11/1/24,5/31/25,Idaho,"winter, spring",['augment snowpack'],augment snowpack,['silver iodide'],silver iodide,['ground'],ground,2024-11-01,2025-05-31,212.0,False
2025ORBM-1.pdf,umatilla county precipitation enhancement project,2025,"winter, spring",oregon,rainmaker technology corporation,silver iodide,airborne,increase precipitation,blue mountains south region,,12/13/24,4/30/25,Oregon,"winter, spring",['increase precipitation'],increase precipitation,['silver iodide'],silver iodide,['airborne'],airborne,2024-12-13,2025-04-30,139.0,False
2025TXGU-1.pdf,precipitation enhancement,2025,"winter, spring, summer, fall",texas,rainmaker technology corporation,water,airborne,increase precipitation,gulf of mexico coastline,,1/24/25,12/27/25,Texas,"winter, spring, summer, fall",['increase precipitation'],increase precipitation,['water'],water,['airborne'],airborne,2025-01-24,2025-12-27,338.0,False
2025UTBC-1.pdf,book cliffs cloud seeding program,2025,winter,utah,north american weather consultants,silver iodide,ground,augment snowpack,"book cliffs range, utah",wasatch range in salt lake county,11/1/24,4/30/25,Utah,winter,['augment snowpack'],augment snowpack,['silver iodide'],silver iodide,['ground'],ground,2024-11-01,2025-04-30,181.0,False
2025UTCS-1.pdf,southern and central utah cloud seeding program,2025,winter,utah,north american weather consultants,silver iodide,"ground, airborne",augment snowpack,major watersheds of central and southern utah,"various sites in utah, nevada, arizona",11/1/24,4/30/25,Utah,winter,['augment snowpack'],augment snowpack,['silver iodide'],silver iodide,"['ground', 'airborne']",ground | airborne,2024-11-01,2025-04-30,181.0,False
2025UTGSL-1.pdf,utah seeding for great salt lake,2025,winter,utah,north american weather consultants,silver iodide,"ground, airborne","augment snowpack, increase runoff",watersheds across utah,various sites in utah and idaho,11/1/24,4/30/25,Utah,winter,"['augment snowpack', 'increase runoff']",augment snowpack | increase runoff,['silver iodide'],silver iodide,"['ground', 'airborne']",ground | airborne,2024-11-01,2025-04-30,181.0,False
2025UTHU-1.pdf,high uintas cloud seeding program,2025,winter,utah,north american weather consultants,silver iodide,"ground, airborne",augment snowpack,"portions of duchesne and uinta counties, utah",various sites in utah,11/1/24,4/30/25,Utah,winter,['augment snowpack'],augment snowpack,['silver iodide'],silver iodide,"['ground', 'airborne']",ground | airborne,2024-11-01,2025-04-30,181.0,False
2025UTNU-1.pdf,northern utah cloud seeding program,2025,winter,utah,north american weather consultants,silver iodide,"ground, airborne",augment snowpack,"portions of box elder and cache counties, utah","various sites in utah, nevada and idaho",11/1/24,4/30/25,Utah,winter,['augment snowpack'],augment snowpack,['silver iodide'],silver iodide,"['ground', 'airborne']",ground | airborne,2024-11-01,2025-04-30,181.0,False
2025UTS-1.pdf,snowbird ski resort cloud seeding program,2024,winter,utah,north american weather consultants,silver iodide,ground,augment snowpack,snowbird ski resort,,11/1/24,12/24/24,Utah,winter,['augment snowpack'],augment snowpack,['silver iodide'],silver iodide,['ground'],ground,2024-11-01,2024-12-24,54.0,False
2025UTSCS-1.pdf,six creeks watershed cloud seeding program,2025,winter,utah,north american weather consultants,silver iodide,ground,augment snowpack,"six creeks watershed, wasatch range, salt lake county",,11/1/24,4/30/25,Utah,winter,['augment snowpack'],augment snowpack,['silver iodide'],silver iodide,['ground'],ground,2024-11-01,2025-04-30,181.0,False
2025UTWU-1.pdf,western uintas cloud seeding program,2025,winter,utah,north american weather consultants,silver iodide,"ground, airborne",augment snowpack,"weber and provo river basins above 7,000 feet elevation",various sites in utah,11/1/24,4/30/25,Utah,winter,['augment snowpack'],augment snowpack,['silver iodide'],silver iodide,"['ground', 'airborne']",ground | airborne,2024-11-01,2025-04-30,181.0,False
2025WYMBSM-1.pdf,medicine bow / sierra madre weather modification project,2025,winter,wyoming,weather modification inc,silver iodide,airborne,augment snowpack,"medicine bow range and sierra madre range, wyoming",,11/8/24,4/30/25,Wyoming,winter,['augment snowpack'],augment snowpack,['silver iodide'],silver iodide,['airborne'],airborne,2024-11-08,2025-04-30,174.0,False
2025WYUT-1.pdf,upper tuolumne river weather modification project,2025,winter,california,weather modification inc,silver iodide,airborne,increase precipitation,"upper tuolumne river watershed, east-central california",,11/15/24,4/30/25,California,winter,['increase precipitation'],increase precipitation,['silver iodide'],silver iodide,['airborne'],airborne,2024-11-15,2025-04-30,167.0,False
2025WYWRR-1.pdf,wind river range weather modification project,2025,winter,wyoming,weather modification inc,silver iodide,ground,augment snowpack,west-central wyoming,,11/8/24,4/30/25,Wyoming,winter,['augment snowpack'],augment snowpack,['silver iodide'],silver iodide,['ground'],ground,2024-11-08,2025-04-30,174.0,False
Alta - Snowbird_05-1260_10.15.2004-12.24.2004.pdf,alta/snowbird,2004,winter,utah,north american weather consultants,silver iodide,ground,augment snowpack,alta and snowbird ski resorts,,10/15/04,12/24/04,Utah,winter,['augment snowpack'],augment snowpack,['silver iodide'],silver iodide,['ground'],ground,2004-10-15,2004-12-24,71.0,False
Alta - Snowbird_06-1307_10.15.2005-12.24.2005.pdf,alta/snowbird,2005,winter,utah,north american weather consultants,silver iodide,ground,augment snowpack,alta and snowbird ski resorts,,10/15/05,12/24/05,Utah,winter,['augment snowpack'],augment snowpack,['silver iodide'],silver iodide,['ground'],ground,2005-10-15,2005-12-24,71.0,False
Alta - Snowbird_07-1346_10.17.2006-12.24.2006.pdf,alta snowbird,2006,winter,utah,north american weather consultants,silver iodide,ground,augment snowpack,alta and snowbird ski resorts,,10/17/06,12/24/06,Utah,winter,['augment snowpack'],augment snowpack,['silver iodide'],silver iodide,['ground'],ground,2006-10-17,2006-12-24,69.0,False
"Alta - Snowbird, Utah_07-1384_10.15.2007-12.24.2007.pdf",alta/snowbird cloud seeding program,2007,winter,utah,north american weather consultants,silver iodide,ground,augment snowpack,alta and snowbird ski resorts,,10/15/07,12/24/07,Utah,winter,['augment snowpack'],augment snowpack,['silver iodide'],silver iodide,['ground'],ground,2007-10-15,2007-12-24,71.0,False
"Alta - Snowbird, Utah_08-1422_10.15.2008-12.24.2008.pdf","alta/snowbird, utah",2008,winter,utah,north american weather consultants,silver iodide,ground,augment snowpack,alta and snowbird ski resorts,,10/10/08,12/24/08,Utah,winter,['augment snowpack'],augment snowpack,['silver iodide'],silver iodide,['ground'],ground,2008-10-10,2008-12-24,76.0,False
"Alta - Snowbird, Utah_10-1485_10.15.2009-12.24.2009.pdf","alta/snowbird, utah",2009,winter,utah,north american weather consultants,silver iodide,ground,augment snowpack,alta and snowbird ski resorts,,10/15/09,12/24/09,Utah,winter,['augment snowpack'],augment snowpack,['silver iodide'],silver iodide,['ground'],ground,2009-10-15,2009-12-24,71.0,False
"Alta and Smowbird, Utah_15-1661_10.15.2015-12.24.2015.pdf",alta and snowbird cloud seeding program,2015,"fall, winter",utah,north american weather consultants,silver iodide,ground,augment snowpack,alta and snowbird ski resorts,,10/15/15,12/24/15,Utah,"fall, winter",['augment snowpack'],augment snowpack,['silver iodide'],silver iodide,['ground'],ground,2015-10-15,2015-12-24,71.0,False
"Alta and Smowbird, Utah_16-1688_10.15.2016-12.24.2016.pdf",alta and snowbird cloud seeding program,2016,winter,utah,north american weather consultants,silver iodide,ground,augment snowpack,alta and snowbird ski resorts,,10/15/16,12/24/16,Utah,winter,['augment snowpack'],augment snowpack,['silver iodide'],silver iodide,['ground'],ground,2016-10-15,2016-12-24,71.0,False
"Alta and Snowbird, Utah_11-1501_10.15.2010-12.24.2010.pdf","alta and snowbird, utah",2010,"fall,winter",utah,north american weather consultants,silver iodide,ground,augment snowpack,alta and snowbird ski resorts,,10/15/10,12/24/10,Utah,"fall, winter",['augment snowpack'],augment snowpack,['silver iodide'],silver iodide,['ground'],ground,2010-10-15,2010-12-24,71.0,False
"Alta and Snowbird, Utah_11-1533_10.15.2011-12.24.2011.pdf","alta and snowbird, utah",2011,winter,utah,north american weather consultants,silver iodide,ground,augment snowpack,alta and snowbird ski resorts,,10/15/11,12/24/11,Utah,winter,['augment snowpack'],augment snowpack,['silver iodide'],silver iodide,['ground'],ground,2011-10-15,2011-12-24,71.0,False
"Alta and Snowbird, Utah_12-1562_10.15.2012-12.24.2012.pdf","alta and snowbird, utah",2012,"fall,winter",utah,north american weather consultants,silver iodide,ground,augment snowpack,alta and snowbird ski resorts,,10/15/12,12/24/12,Utah,"fall, winter",['augment snowpack'],augment snowpack,['silver iodide'],silver iodide,['ground'],ground,2012-10-15,2012-12-24,71.0,False
"Alta and Snowbird, Utah_13-1610_10.15.2013-12.24.2013.pdf","alta and snowbird, utah",2013,"fall, winter",utah,north american weather consultants,silver iodide,ground,augment snowpack,alta and snowbird ski resorts,,10/15/13,12/24/13,Utah,"fall, winter",['augment snowpack'],augment snowpack,['silver iodide'],silver iodide,['ground'],ground,2013-10-15,2013-12-24,71.0,False
"Alta and Snowbird, Utah_14-1634_10.15.2014-12.24.2014.pdf","alta and snowbird, utah",2014,"fall, winter",utah,north american weather consultants,silver iodide,ground,augment snowpack,alta and snowbird ski resorts,,10/15/14,12/24/14,Utah,"fall, winter",['augment snowpack'],augment snowpack,['silver iodide'],silver iodide,['ground'],ground,2014-10-15,2014-12-24,71.0,False
"Alta and Snowbird, Utah_17-1717_10.15.2017-12.24.2017.pdf","alta and snowbird, utah",2017,"fall, winter",utah,north american weather consultants,silver iodide,ground,augment snowpack,alta and snowbird ski resorts,,10/15/17,12/24/17,Utah,"fall, winter",['augment snowpack'],augment snowpack,['silver iodide'],silver iodide,['ground'],ground,2017-10-15,2017-12-24,71.0,False
Augment Winter Rainfall_02-1128_12.15.2001-03.31.2002.pdf,augment winter rainfall,2002,winter,california,north american weather consultants,silver iodide,"ground, airborne",increase precipitation,santa barbara and southern san luis obispo counties,,12/15/01,3/31/02,California,winter,['increase precipitation'],increase precipitation,['silver iodide'],silver iodide,"['ground', 'airborne']",ground | airborne,2001-12-15,2002-03-31,107.0,False
Belding Farms Hail Suppression_01-1142_02.01.2001-12.31.2001.pdf,belding farms hail suppression,2001,"spring, summer",texas,belding farms,ionized air,ground,suppress hail,"area around 705 south fm road 2037, fort stockton, pecos county",,2/1/01,12/31/01,Texas,"spring, summer",['suppress hail'],suppress hail,['ionized air'],ionized air,['ground'],ground,2001-02-01,2001-12-31,334.0,False
Belding Farms Hail Suppression_03-1184_02.01.2003-12.31.2003.pdf,belding farms hail suppression,2003,"spring, summer",texas,belding farms,ionized air,ground,suppress hail,"belding farms property near fort stockton, pecos county",,2/1/03,12/31/03,Texas,"spring, summer",['suppress hail'],suppress hail,['ionized air'],ionized air,['ground'],ground,2003-02-01,2003-12-31,334.0,False
Belding Farms Hail Suppression_04-1237_02.01.2004-12.31.2004.pdf,belding farms hail suppression,2004,"spring, summer, fall",texas,belding farms,ionized air,ground,suppress hail,"705 south fm road 2037, fort stockton, texas",,2/1/04,12/31/04,Texas,"spring, summer, fall",['suppress hail'],suppress hail,['ionized air'],ionized air,['ground'],ground,2004-02-01,2004-12-31,335.0,False
Belding Farms Hail Suppression_05-1285_02.15.2005-12.31.2005.pdf,belding farms hail suppression,2005,"spring, summer, fall",texas,belding farms,ionized air,ground,suppress hail,"fort stockton, texas",,2/15/05,12/31/05,Texas,"spring, summer, fall",['suppress hail'],suppress hail,['ionized air'],ionized air,['ground'],ground,2005-02-15,2005-12-31,320.0,False
Belding Farms_02-1145_04.01.2002-01.21.2003.pdf,belding farms,2003,"spring, summer, fall, winter",texas,belding farms,ionized air,ground,suppress hail,"fort stockton area, texas",,4/1/02,1/21/03,Texas,"spring, summer, fall, winter",['suppress hail'],suppress hail,['ionized air'],ionized air,['ground'],ground,2002-04-01,2003-01-21,296.0,False
Big Bear Lake_05-1253_12.01.2004-12.31.2004.pdf,big bear lake,2004,winter,california,atmospherics inc,silver iodide,"ground, airborne",increase precipitation,big bear lake area,adjacent areas,12/1/04,12/31/04,California,winter,['increase precipitation'],increase precipitation,['silver iodide'],silver iodide,"['ground', 'airborne']",ground | airborne,2004-12-01,2004-12-31,31.0,False
Big Bear Lake_05-1282_01.01.2005-12.31.2005.pdf,big bear lake,2005,winter,california,atmospherics inc,silver iodide,"ground, airborne",increase precipitation,big bear lake area,adjacent areas,1/1/05,12/31/05,California,winter,['increase precipitation'],increase precipitation,['silver iodide'],silver iodide,"['ground', 'airborne']",ground | airborne,2005-01-01,2005-12-31,365.0,False
Boise River_02-1119_11.15.2001-04.15.2002.pdf,boise river,2002,winter,idaho,north american weather consultants,silver iodide,ground,augment snowpack,boise river drainage above lucky peak dam,,11/15/01,4/15/02,Idaho,winter,['augment snowpack'],augment snowpack,['silver iodide'],silver iodide,['ground'],ground,2001-11-15,2002-04-15,152.0,False
Boise River_03-1161_11.01.2002-04.01.2003.pdf,boise river cloud seeding program,2003,winter,idaho,north american weather consultants,silver iodide,ground,augment snowpack,boise river drainage above lucky peak dam,,11/1/02,4/1/03,Idaho,winter,['augment snowpack'],augment snowpack,['silver iodide'],silver iodide,['ground'],ground,2002-11-01,2003-04-01,152.0,False
Boise River_03-1208_11.01.2003-04.01.2004.pdf,boise river cloud seeding program,2004,winter,idaho,north american weather consultants,silver iodide,ground,augment snowpack,boise river drainage above lucky peak dam,,11/1/03,4/1/04,Idaho,winter,['augment snowpack'],augment snowpack,['silver iodide'],silver iodide,['ground'],ground,2003-11-01,2004-04-01,153.0,False
Boise River_05-1261_11.01.2004-04.01.2005.pdf,boise river cloud seeding program,2005,winter,idaho,north american weather consultants,silver iodide,ground,augment snowpack,boise river drainage above lucky peak dam,,11/1/04,4/1/05,Idaho,winter,['augment snowpack'],augment snowpack,['silver iodide'],silver iodide,['ground'],ground,2004-11-01,2005-04-01,152.0,False
"Boise River, Idaho_07-1382_11.01.2007-03.31.2008.pdf","boise river, idaho",2008,winter,idaho,north american weather consultants,silver iodide,ground,augment snowpack,boise river drainage above lucky peak dam,,11/1/07,3/31/08,Idaho,winter,['augment snowpack'],augment snowpack,['silver iodide'],silver iodide,['ground'],ground,2007-11-01,2008-03-31,152.0,False
"Boise River, Idaho_08-1435_11.01.2008-03.31.2009.pdf",boise river cloud seeding program,2009,winter,idaho,north american weather consultants,silver iodide,ground,augment snowpack,boise river drainage above lucky peak dam,,11/1/08,3/31/09,Idaho,winter,['augment snowpack'],augment snowpack,['silver iodide'],silver iodide,['ground'],ground,2008-11-01,2009-03-31,151.0,False
"Boise River, Idaho_13-1602_11.15.2013-04.15.2014.pdf","boise river, idaho",2014,winter,idaho,north american weather consultants,silver iodide,ground,augment snowpack,boise river drainage above lucky peak dam,various sites in idaho and eastern oregon,11/15/13,4/15/14,Idaho,winter,['augment snowpack'],augment snowpack,['silver iodide'],silver iodide,['ground'],ground,2013-11-15,2014-04-15,152.0,False
Border Weather Mod. Assn._03-1183_01.01.2003-12.31.2003.pdf,texas border weather modification association,2003,summer,texas,texas border weather modification association,"silver iodide, sodium chloride",airborne,increase precipitation,south central texas,,1/1/03,12/31/03,Texas,summer,['increase precipitation'],increase precipitation,"['silver iodide', 'sodium chloride']",silver iodide | sodium chloride,['airborne'],airborne,2003-01-01,2003-12-31,365.0,False
Cache County_02-1126_12.01.2001-03.31.2002.pdf,cache county cloud seeding program,2002,winter,utah,north american weather consultants,silver iodide,ground,augment snowpack,"cache county, utah",,12/1/01,3/31/02,Utah,winter,['augment snowpack'],augment snowpack,['silver iodide'],silver iodide,['ground'],ground,2001-12-01,2002-03-31,121.0,False
Cache County_03-1177_12.01.2002-03.31.2003.pdf,cache county cloud seeding program,2003,winter,utah,north american weather consultants,silver iodide,ground,augment snowpack,"cache county, utah",,12/1/02,3/31/03,Utah,winter,['augment snowpack'],augment snowpack,['silver iodide'],silver iodide,['ground'],ground,2002-12-01,2003-03-31,121.0,False
Carson - Walker Project  Previous File No. 02-1101_03-1168_11.07.2002-09.30.2003.pdf,carson-walker project,2003,winter,nevada,desert research institute,silver iodide,"ground, airborne",augment snowpack,"western nevada, carson and walker river basins",,11/7/02,9/30/03,Nevada,winter,['augment snowpack'],augment snowpack,['silver iodide'],silver iodide,"['ground', 'airborne']",ground | airborne,2002-11-07,2003-09-30,328.0,False
Carson - Walker Project  Previous File No. 03-1168_03-1198_10.15.2003-09.30-2004.pdf,carson-walker project,2004,winter,nevada,desert research institute,silver iodide,"ground, airborne",augment snowpack,"western nevada, carson and walker river basins",,10/15/03,9/30/04,Nevada,winter,['augment snowpack'],augment snowpack,['silver iodide'],silver iodide,"['ground', 'airborne']",ground | airborne,2003-10-15,2004-09-30,352.0,False
Carson - Walker Project  Previous File No. 03-1198_05-1249_10.15.2004-09.30.2005.pdf,carson-walker project,2005,winter,nevada,desert research institute,silver iodide,"ground, airborne",augment snowpack,"western nevada, carson and walker river basins",,10/15/04,9/30/05,Nevada,winter,['augment snowpack'],augment snowpack,['silver iodide'],silver iodide,"['ground', 'airborne']",ground | airborne,2004-10-15,2005-09-30,351.0,False
Carson - Walker Project  Previous File No. 05-1249_05-1295_10.15.2005-09.30.2006.pdf,carson-walker project,2006,winter,nevada,desert research institute,silver iodide,"ground, airborne",augment snowpack,"western nevada, carson and walker river basins",,10/15/05,9/30/06,Nevada,winter,['augment snowpack'],augment snowpack,['silver iodide'],silver iodide,"['ground', 'airborne']",ground | airborne,2005-10-15,2006-09-30,351.0,False
Carson - Walker Project  Previous File No. 05-1295_06-1337_10.15.2006-09.30.2007.pdf,carson-walker project,2007,winter,nevada,desert research institute,silver iodide,"ground, airborne",augment snowpack,"western nevada, carson and walker river basins",,10/15/06,9/30/07,Nevada,winter,['augment snowpack'],augment snowpack,['silver iodide'],silver iodide,"['ground', 'airborne']",ground | airborne,2006-10-15,2007-09-30,351.0,False
Carson - Walker Project  Previous File No. 06-1337_07-1386_10.26.2007-09.30.2008.pdf,carson-walker project,2008,winter,nevada,desert research institute,silver iodide,"ground, airborne",augment snowpack,"western nevada, carson and walker river basins",,10/26/07,9/30/08,Nevada,winter,['augment snowpack'],augment snowpack,['silver iodide'],silver iodide,"['ground', 'airborne']",ground | airborne,2007-10-26,2008-09-30,341.0,False
Carson - Walker Project  Previous File No. 07-1386_08-1425_10.20.2008-09.30.2009.pdf,carson-walker project,2009,winter,nevada,desert research institute,silver iodide,"ground, airborne",augment snowpack,"western nevada, carson and walker river basins",,10/20/08,9/30/09,Nevada,winter,['augment snowpack'],augment snowpack,['silver iodide'],silver iodide,"['ground', 'airborne']",ground | airborne,2008-10-20,2009-09-30,346.0,False
Carson - Walker Project Previous NOAA file # 99-1027_01-1070_10.20.2000-09.30.2001.pdf,carson-walker project,2001,winter,nevada,desert research institute,silver iodide,ground,augment snowpack,carson-walker catchment,,10/20/00,9/30/01,Nevada,winter,['augment snowpack'],augment snowpack,['silver iodide'],silver iodide,['ground'],ground,2000-10-20,2001-09-30,346.0,False
Carson Walker Project Previous File No. 01-1070_02-1101_10.18.2001-09.30.2002.pdf,carson-walker project,2002,winter,nevada,desert research institute,silver iodide,"ground, airborne",augment snowpack,"western nevada, carson and walker river basins",,10/18/01,9/30/02,Nevada,winter,['augment snowpack'],augment snowpack,['silver iodide'],silver iodide,"['ground', 'airborne']",ground | airborne,2001-10-18,2002-09-30,348.0,False
Central and Southern Utah_02-1120_11.15.2001-04.15.2002.pdf,central and southern utah,2002,winter,utah,north american weather consultants,silver iodide,ground,augment snowpack,central and southern utah,,11/15/01,4/15/02,Utah,winter,['augment snowpack'],augment snowpack,['silver iodide'],silver iodide,['ground'],ground,2001-11-15,2002-04-15,152.0,False
Central and Southern Utah_03-1160_11.15.2002-04.15.2003.pdf,central and southern utah,2003,winter,utah,north american weather consultants,silver iodide,ground,augment snowpack,central and southern utah,,11/15/02,4/15/03,Utah,winter,['augment snowpack'],augment snowpack,['silver iodide'],silver iodide,['ground'],ground,2002-11-15,2003-04-15,152.0,False
Central and Southern Utah_03-1207_11.15.2003-04.15.2004.pdf,central and southern utah,2004,"winter, spring",utah,north american weather consultants,silver iodide,ground,augment snowpack,central and southern utah,,11/15/03,4/15/04,Utah,"winter, spring",['augment snowpack'],augment snowpack,['silver iodide'],silver iodide,['ground'],ground,2003-11-15,2004-04-15,153.0,False
Central Colorado Mountain River Basin Program_12-1574_11.01.2012-03.31.2013.pdf,central colorado mountain river basin program,2013,winter,colorado,western weather consultants llc,"silver iodide, sodium iodide",ground,"augment snowpack, increase precipitation",eastern central continental divide mountains of colorado,northern colorado continental divide and sangre de cristo mountains,11/1/12,3/31/13,Colorado,winter,"['augment snowpack', 'increase precipitation']",augment snowpack | increase precipitation,"['silver iodide', 'sodium iodide']",silver iodide | sodium iodide,['ground'],ground,2012-11-01,2013-03-31,151.0,False
Central Colorado Mountain River Basin Program_13-1594_11.01.2013-03.31.2014.pdf,central colorado mountain river basin program,2014,winter,colorado,western weather consultants llc,"silver iodide, sodium iodide",ground,"augment snowpack, increase precipitation",eastern central continental divide mountains of colorado,"northern colorado continental divide, sangre de cristo mountains",11/1/13,3/31/14,Colorado,winter,"['augment snowpack', 'increase precipitation']",augment snowpack | increase precipitation,"['silver iodide', 'sodium iodide']",silver iodide | sodium iodide,['ground'],ground,2013-11-01,2014-03-31,151.0,False
Central Colorado Mountain River Basin Program_14-1630_11.01.2014-03.31.2015.pdf,central colorado mountain river basin program,2015,winter,colorado,western weather consultants llc,silver iodide,ground,"augment snowpack, increase precipitation",central colorado mountain river basin,,11/1/14,3/31/15,Colorado,winter,"['augment snowpack', 'increase precipitation']",augment snowpack | increase precipitation,['silver iodide'],silver iodide,['ground'],ground,2014-11-01,2015-03-31,151.0,False
Central Colorado Mountain River Basin Program_16-1700_11.01.2016-03.31.2017.pdf,central colorado mountain river basin program,2017,winter,colorado,western weather consultants llc,"silver iodide, sodium iodide",ground,"augment snowpack, increase precipitation",eastern central colorado continental divide and sangre de cristo mountains,northern colorado continental divide mountains,11/1/16,3/31/17,Colorado,winter,"['augment snowpack', 'increase precipitation']",augment snowpack | increase precipitation,"['silver iodide', 'sodium iodide']",silver iodide | sodium iodide,['ground'],ground,2016-11-01,2017-03-31,151.0,False
Central Colorado Mountain River Basin Program_17-1722_11.01.2017-03.31.2018.pdf,central colorado mountain river basin program,2018,winter,colorado,western weather consultants llc,"silver iodide, sodium iodide",ground,"augment snowpack, increase precipitation",eastern central colorado continental divide mountains,northern colorado continental divide and sangre de cristo mountains,11/1/17,3/31/18,Colorado,winter,"['augment snowpack', 'increase precipitation']",augment snowpack | increase precipitation,"['silver iodide', 'sodium iodide']",silver iodide | sodium iodide,['ground'],ground,2017-11-01,2018-03-31,151.0,False
Central Colorado Mountains River Basins Program_15-1674_11.01.2015-03.31.2016.pdf,central colorado mountains river basins program,2016,winter,colorado,western weather consultants llc,silver iodide,ground,"augment snowpack, increase precipitation",central colorado mountains river basins,,11/1/15,3/31/16,Colorado,winter,"['augment snowpack', 'increase precipitation']",augment snowpack | increase precipitation,['silver iodide'],silver iodide,['ground'],ground,2015-11-01,2016-03-31,152.0,False
Central Colorado Program_02-1116_11.01.2001-03.31.2002.pdf,central colorado program,2002,winter,colorado,western weather consultants llc,"silver iodide, sodium iodide",ground,"augment snowpack, increase precipitation",vail and beaver creek ski areas,flat top mountains,11/1/01,3/31/02,Colorado,winter,"['augment snowpack', 'increase precipitation']",augment snowpack | increase precipitation,"['silver iodide', 'sodium iodide']",silver iodide | sodium iodide,['ground'],ground,2001-11-01,2002-03-31,151.0,False
Central Colorado Program_03-1163_11.01.2002-03.31.2003.pdf,central colorado program,2003,winter,colorado,western weather consultants llc,"silver iodide, sodium iodide",ground,"augment snowpack, increase precipitation",vail and beaver creek ski areas,"flat tops mountains, colorado",11/1/02,3/31/03,Colorado,winter,"['augment snowpack', 'increase precipitation']",augment snowpack | increase precipitation,"['silver iodide', 'sodium iodide']",silver iodide | sodium iodide,['ground'],ground,2002-11-01,2003-03-31,151.0,False
Central Colorado Program_04-1214_11.01.2003-03.31.2004.pdf,central colorado program,2004,winter,colorado,western weather consultants llc,"silver iodide, sodium iodide",ground,"augment snowpack, increase precipitation",vail and beaver creek ski areas,flat tops of colorado,11/1/03,3/31/04,Colorado,winter,"['augment snowpack', 'increase precipitation']",augment snowpack | increase precipitation,"['silver iodide', 'sodium iodide']",silver iodide | sodium iodide,['ground'],ground,2003-11-01,2004-03-31,152.0,False
Central Colorado Program_05-1258_11.01.2004-03.31.2005.pdf,central colorado program,2005,winter,colorado,western weather consultants llc,"silver iodide, sodium iodide",ground,"augment snowpack, increase precipitation",vail and beaver creek ski areas,flat tops region of colorado,11/1/04,3/31/05,Colorado,winter,"['augment snowpack', 'increase precipitation']",augment snowpack | increase precipitation,"['silver iodide', 'sodium iodide']",silver iodide | sodium iodide,['ground'],ground,2004-11-01,2005-03-31,151.0,False
Central Colorado Program_05-1303_11.01.2005-03.13.200.pdf,central colorado program,2006,winter,colorado,western weather consultants llc,"silver iodide, sodium iodide",ground,"augment snowpack, increase precipitation",vail and beaver creek ski areas,,11/1/05,3/31/06,Colorado,winter,"['augment snowpack', 'increase precipitation']",augment snowpack | increase precipitation,"['silver iodide', 'sodium iodide']",silver iodide | sodium iodide,['ground'],ground,2005-11-01,2006-03-31,151.0,False
Central Colorado Program_07-1353_11.01.2006-03.31.2007.pdf,central colorado program,2007,winter,colorado,western weather consultants llc,"silver iodide, sodium iodide",ground,"augment snowpack, increase precipitation",vail and beaver creek ski areas,top of colorado,11/1/06,3/31/07,Colorado,winter,"['augment snowpack', 'increase precipitation']",augment snowpack | increase precipitation,"['silver iodide', 'sodium iodide']",silver iodide | sodium iodide,['ground'],ground,2006-11-01,2007-03-31,151.0,False
