hour,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
77,162222.15629956976,334611.0621452824,259985.43901298332,131537.15648694598,-156435.61168947237,-312023.2737764297,-225413.36885495033,-81569.0500823913,63149.914353548615,55972.0989205574,48364.295067492334,41259.20007516548,34262.08127360895,27982.66886456944,20920.174742892865,15872.05670889042,10564.12255100049,5620.581336157981,-150000.0,-150000.0,92701.18885576297,150000.0,150000.0
78,150800.61032816314,305828.94598244346,249627.4773801837,124970.89968321467,-155410.83019858494,-310108.73495394096,-238946.93815137347,-94122.41291359157,51437.48285256207,45402.63451511022,40662.95496239242,34689.247348680125,28806.322221845337,23526.81874468857,17588.928406555166,13344.652831463536,8881.93323006289,4725.582072802153,-150000.0,-150000.0,76283.12864328321,150000.0,150000.0
79,148185.80445848498,297614.82394377724,252256.58224926906,135900.75512146138,-154571.77006200395,-308541.16838470486,-246754.0303402792,-101126.94165077523,45121.483292631,40022.46189567199,34357.33026297839,29309.968467245613,24339.311472888683,19878.50323214528,14861.404509209904,11275.290863623137,7504.607415797087,3992.783704731554,-150000.0,-150000.0,66114.3024032508,150000.0,150000.0
80,148177.4794598574,297596.258838177,260076.87211389205,134033.90740766228,-154653.76132664975,-308694.3478289719,-245815.24466354944,-100266.58085623966,45914.5624043321,40724.09388577193,34973.50319379287,29835.620752632978,24775.818755889562,20235.009267480476,15127.932644614153,11477.504742409605,7639.196917094474,4064.3912836272816,-150000.0,-150000.0,67283.87196919965,150000.0,150000.0
81,151182.0032893399,323315.6995196435,269446.7505073444,136528.91895181328,-155693.39719467278,-310636.6382082198,-235711.5953402854,-91157.34625296756,54170.67623872943,47820.67312761542,42786.475496964544,36500.80603008688,30310.65993709905,24755.447671526486,18507.465947345867,14041.543756890804,9345.769850352313,4972.363709274026,-150000.0,-150000.0,80313.82338123611,150000.0,150000.0
82,150771.99513059107,328902.3354256714,258010.34027399778,129330.93401530058,-157000.10995697178,-313077.8925980668,-218949.96216941436,-75645.58762528872,68610.15193470175,60802.7359956728,52606.55859919223,44878.24175832712,37267.37221611798,30437.162525195265,22755.183281003767,17264.270681103488,11490.752243007315,6113.589395017553,-150000.0,-150000.0,100753.5099969276,150000.0,150000.0
83,172935.58606473007,348502.6101346568,266260.32764136244,136060.88814390972,-157681.42687604015,-314350.7568169993,-211149.0023025538,-68496.30936555617,75200.34443015771,66633.03691711619,57726.726517682495,49246.21677528186,40894.585413643756,33399.59510472865,24969.932972243798,18944.59281642894,12609.140948914217,6708.621746889966,-150000.0,-150000.0,110472.19816146325,150000.0,150000.0
84,156920.0976711068,333193.4453740411,275540.6051978192,133147.00672152033,-157068.903181502,-313133.3603769631,-222864.27722958988,-79633.07283690885,64873.73200783138,57649.35967455202,49944.46499979203,42530.18446069442,35271.80301515014,28586.592458185605,21032.18862290871,15787.192832746658,10654.942669312675,5280.794040094608,-150000.0,-150000.0,96324.57678619237,150000.0,150000.0
85,151926.2646665665,334803.56619089714,276784.47793654853,145083.6786136814,-156299.10221701887,-311768.24117975065,-226976.37850031795,-83001.48802183633,61829.495506249456,54803.932857516345,47338.412101923015,40384.02737863261,33535.32850083522,27389.11233119563,20476.424846910348,15535.385356946219,10340.040852794522,5501.359942745447,-150000.0,-150000.0,90753.94087593167,150000.0,150000.0
86,150201.4288842908,324757.2456411583,271359.9872856437,137649.5395254959,-155495.10092166212,-310266.17297596333,-237813.3030732585,-93069.38302626484,52421.36054316635,46292.52274117889,41296.258261769915,35229.51341687806,29254.964946480046,23893.2360881563,17862.86635333469,13552.488505851426,9020.264485739017,4799.1804308396495,-150000.0,-150000.0,77653.96368779795,150000.0,150000.0
87,148078.898231138,327714.84989393875,266057.8271382107,135211.24863712286,-155624.66834713495,-310508.23615567863,-234698.528654772,-90078.54022565015,55305.88086584394,49032.53293629656,42269.971018080796,36060.18011784636,29944.75946426051,24456.60792250292,18284.049810738146,13872.038786999306,9232.950742672689,4912.3389445172,-150000.0,-150000.0,81133.43640061989,150000.0,150000.0
88,162953.4578306932,347191.62733152474,266142.9093284388,139110.71657033963,-156690.2018496054,-312498.9095580403,-222498.35593495553,-78897.55338821006,65612.49544579546,58150.72857684674,50277.56675324309,42891.3971157794,35617.47516292768,29089.651773254594,21747.768279419728,16499.94876548656,10982.034908317479,5842.929229638562,-150000.0,-150000.0,96332.80625266454,150000.0,150000.0
89,168067.93704795814,346120.4628757584,266359.8619803998,134774.03288398415,-157439.7338516391,-313378.3467370226,-218072.7311061154,-74758.18853505963,69618.06867392513,62020.78237847434,53469.152845434626,45489.870066432275,37808.07635521694,30596.49107742428,22050.263962729972,16731.984862442965,11160.426642343173,5584.623682021555,-150000.0,-150000.0,101813.43568559119,150000.0,150000.0
90,180540.36610664477,362396.518595095,280648.8293127131,141709.25493539433,-158319.17501565497,-315136.86406551517,-216612.61946416314,-74619.57636661179,69332.2042249109,60671.71732249441,52988.095097825775,44464.39514414378,41164.75068841854,33351.606079546225,24562.416248356563,19251.96460633313,12815.504688603633,6359.872812309093,-150000.0,-150000.0,100356.23783613433,150000.0,150000.0
91,180239.78497577528,356567.40795575647,276014.9937124569,132540.66990926818,-157841.93783600538,-313589.7634475287,-220668.19115386278,-78117.6743610712,65904.33075098487,57707.04738942972,50242.50250903163,41647.44372956953,39046.644435802235,31695.224251126267,23429.284804201132,18381.159013073266,11819.557980529891,6196.916368434852,-150000.0,-150000.0,94856.66880604744,150000.0,150000.0
92,165884.9510355659,343537.49892816984,255196.92025020393,127782.66920207652,-157132.10137807092,-313324.4843858546,-217438.68342387534,-74260.5590564613,69886.86890509704,61932.23928924892,53598.4879362059,45724.448881146986,37970.07166650825,31011.074129530054,23184.24639531091,17589.799227861433,11707.41751360667,6228.864920291445,-150000.0,-150000.0,102636.30994824893,150000.0,150000.0
93,173611.67903467186,348365.1144724284,277942.20772678254,138861.566972616,-156215.21787716728,-310850.78412284685,-234588.7915271995,-89848.56342534037,55682.178947455686,49531.86151080318,42209.35832736489,35714.18534293627,29891.151904925755,23945.467223637388,17811.983356253346,13792.635830088593,8686.189833603104,4241.401450873993,-150000.0,-150000.0,81515.87076167512,150000.0,150000.0
94,174098.22441854575,348768.0962396993,277869.7701624936,138285.39023559575,-156468.6195640691,-312084.9404418849,-225035.4344490772,-81222.68780420654,63469.19051031242,56254.56048328997,48612.35269799829,41470.816090511806,34437.8094773401,28126.190330644593,21027.47309117336,15953.463556089768,10618.305315469996,5649.408967913343,-150000.0,-150000.0,93172.03176484306,150000.0,150000.0
95,173332.37792899305,348915.86015376536,268752.974827492,128761.29321703195,-157251.99502161483,-312283.4899630614,-221069.75263892845,-77622.45689361807,67134.25454581258,59569.92686535298,51138.3039897147,43802.399466508,36483.56229502326,29296.940068831387,21699.15818522621,16380.007041481222,10432.876345849956,5226.736118357494,-150000.0,-150000.0,97532.11621807856,150000.0,150000.0
96,180599.42928324395,353790.7472292257,266179.1213052575,127127.47661164695,-158522.56306418593,-315438.31115033163,-216448.5134514253,-74198.8358057123,69353.65324740106,60159.15365425519,52106.34416880126,43563.398356057995,40246.46582527621,32701.687794033518,23689.397696672684,18037.66152065729,11140.448087748835,5368.033499998513,-150000.0,-150000.0,100918.55984723812,150000.0,150000.0
97,175502.2096928967,360393.79881607357,275713.33242813614,135366.25815192112,-158858.6071438226,-316291.4330580858,-214022.52584381687,-72354.40533804212,70889.13678283349,61261.05591598215,51874.16847089818,42530.559578720946,38428.414578328426,29979.124864398684,20203.346961160387,14832.928202615725,9317.831773663233,5232.9941468688385,-150000.0,-150000.0,104827.92943090037,150000.0,150000.0
98,186473.22269020812,356133.1912005724,275197.9906647688,133515.97335445383,-157836.40821301544,-314225.4816127021,-222621.9336552017,-80387.76713122582,63591.80852400602,54142.336610238184,45993.70112080849,37185.66412340993,33892.691740110604,25429.128823940067,17156.165228953898,14194.58884503752,8574.415919644664,5031.2719208018025,-150000.0,-150000.0,94049.81821898976,150000.0,150000.0
99,179465.2581350943,346984.084722013,272108.3397760364,131417.24693021938,-156929.46692417946,-312034.2969185553,-230927.10530633113,-87879.76059593612,56960.077091037325,48991.34170150972,42377.287399926136,34932.54049058361,32742.8258737738,25370.995517105144,17544.092320448428,12030.674429067454,7023.310117127451,4280.021091773615,-150000.0,-150000.0,82154.27396868425,150000.0,150000.0
100,168351.62651512233,339944.2979645115,272149.8786100248,134764.92720506366,-156319.60361409961,-310952.7132669661,-232600.56537644478,-88771.17293398397,56575.63321859535,49457.059799340284,41900.94214463263,35167.984133198435,32764.12933177088,26604.37281629839,20092.30870759806,15296.095667268324,9883.46470143438,5295.798873828384,-150000.0,-150000.0,84352.0859575739,150000.0,150000.0
101,175524.759500012,344215.48128463945,270249.11137046496,131560.35021889448,-156136.5431538834,-311083.53931575734,-231469.0414070451,-87527.29478012945,57681.15358642736,50340.98657901215,42513.0390926122,36307.43727565819,32963.56830536912,26729.735826007836,20020.811333765545,15019.892075557938,9890.244422246951,5413.569451768102,-150000.0,-150000.0,85875.54252064758,150000.0,150000.0
102,169552.44476028622,341620.999126413,269293.0749252066,130824.63845318892,-156917.41111072764,-312768.0316630576,-236514.32155306276,-93532.74350610768,50821.00856432019,42326.098920270524,35616.44102001679,27455.765780373436,24291.801753871892,20017.52401789648,15408.667449277513,12696.720881209112,7743.955142091209,4568.402110427013,-150000.0,-150000.0,78167.00430996309,150000.0,150000.0
103,174713.25341229237,345637.052463655,262476.50160110486,128753.7983251337,-158132.63352981445,-314963.1480474946,-223899.40915383247,-82037.43934288376,61225.92318491172,51147.4703135675,42443.370359656605,33400.757220470085,30443.690102850494,24930.111033319605,18837.238215542307,15184.763451631487,9277.73996050865,5708.613876630709,-150000.0,-150000.0,94022.82236453705,150000.0,150000.0
104,174999.88033891786,342112.94579282554,258601.8655444797,124490.87553669377,-158711.8837949268,-315976.27473345125,-227730.61477944907,-85971.62321601267,57666.473984873344,50334.646396264936,42456.69959101546,34699.71297940149,33204.7056033523,27346.872180209488,20774.268360901944,16736.44259738063,10740.941262905077,6285.545079753301,-150000.0,-150000.0,91644.93408992415,150000.0,150000.0
105,164802.8373474479,327300.8516336662,247107.39100267395,122347.81857047872,-158211.78880081399,-315091.2727491575,-231096.41678765073,-88640.67369314015,54848.36980133783,45241.692890061466,37350.566632137314,29418.952673170188,28476.321856227194,23371.63079535232,17706.178895209472,14421.40936787345,9204.021982723087,5698.498247193131,-150000.0,-150000.0,86690.42996270239,150000.0,150000.0
106,170268.66785066706,331575.4208710297,257517.52437121986,115593.60523130847,-156676.1598709544,-312604.15050634753,-224596.12567500008,-81146.35258432897,63630.769702970196,55360.1063625509,46963.69710295514,39296.1103089447,36792.981352626164,29910.509463970826,22461.46159744704,16556.100168760182,11001.140682235782,6255.265730190844,-150000.0,-150000.0,89572.50393975154,150000.0,150000.0
107,160688.65314044664,318170.5034263093,250069.0970448114,126449.68007199786,-155840.35859609366,-311097.43714289577,-228216.4045844027,-83577.86981412346,61939.97286906302,54376.404847145415,46899.13701246154,40122.40814504819,32904.809093224765,26405.807727642332,19886.94228262895,14932.899691672448,9772.708381006792,5898.237537324754,-150000.0,-150000.0,89045.8009704205,150000.0,150000.0
108,156187.86406249387,320956.9352874156,238871.9741081943,117214.06113829852,-155800.37151945688,-311348.9043721426,-228298.98943051373,-84307.14478508843,60965.183492124,53804.35651211194,46667.72616471433,39782.249488769805,32772.68699129815,26675.14024744055,20053.10521568573,15221.284767715533,10042.174287384616,5571.299446370336,-150000.0,-150000.0,89193.5453505649,150000.0,150000.0
109,170857.60117502025,334433.0852432117,258130.63420715698,122589.51204268323,-156810.57301932792,-313145.7153396172,-221295.9885553494,-77987.87517717206,66117.09474534156,57404.5256732945,49067.35606741556,41415.91195058071,38647.56727991117,31511.16512179748,23337.72528027984,17337.1522188682,11760.626208647256,6772.892070229473,-150000.0,-150000.0,93318.53670228552,150000.0,150000.0
110,162838.72035814926,324987.10149242554,248867.74209433357,122046.79701150904,-157777.77678433483,-315410.88112605887,-226835.54307499097,-84645.5897632502,58717.2916776225,49239.85955823593,41605.80101297558,31917.11678626264,29726.11926050048,24760.02777928031,18875.953919506137,15063.163406798361,9488.574771476968,6156.812263318406,-150000.0,-150000.0,91082.7136076609,150000.0,150000.0
111,159700.99210433566,324543.4026596601,245140.33034513335,119103.83001457549,-158448.7315490807,-316046.82344911585,-222974.87328171518,-81330.1547789376,61624.78471550418,51694.92900107497,43368.2548401785,34121.43108500421,31025.588282193625,26421.834969147,20111.509183147144,16155.55611459906,10699.280633320619,6434.643014077421,-150000.0,-150000.0,96392.32185847839,150000.0,150000.0
112,158347.747417513,327235.4980709283,257371.05087496556,127589.62971045518,-157311.9467835776,-314526.27261617524,-229510.88762444584,-86762.05101096988,56539.481947723834,47206.20347366574,40139.17995232479,30975.422136235924,27891.380018939642,23440.318947207783,17509.995595426313,14443.461334272171,9758.615381670967,5802.480074557921,-150000.0,-150000.0,87658.81837051822,150000.0,150000.0
113,157165.38506349814,317237.5538986949,247458.2693902848,121338.03037290364,-156307.74009748403,-312487.5654911618,-228881.90824514808,-84926.56812736143,59644.20713178783,52306.040935610414,45367.80106435859,37813.35356645213,35676.92325838604,29398.61186736948,21993.121929064935,16625.63572870737,11567.819253562304,6306.127289593463,-150000.0,-150000.0,86837.56965867808,150000.0,150000.0
114,151600.18363853777,311595.2754202138,250071.6528225896,123040.73072641547,-154998.31164010323,-310138.11684873427,-232988.97037702356,-87804.2254180513,57127.52960682993,50172.82908169903,43580.39774295727,36939.96651853925,30277.856109924847,25184.24633724351,18768.020067079415,13966.87623624352,9475.02800848747,5444.316965103128,-150000.0,-150000.0,82967.22915024258,150000.0,150000.0
115,147987.59957461996,311696.4407953554,236470.40429868078,122563.93391429252,-156523.8507546354,-312188.12561793637,-224403.04695223356,-80643.12910116574,64003.42673342431,56727.19583438561,49027.42087276845,41824.9074888001,34731.850763752285,28366.34094742928,21207.01253725208,16089.679448388295,10708.967880884691,5697.645470339166,-150000.0,-150000.0,93959.88056625574,150000.0,150000.0
116,157387.26382038102,324369.23634125444,242361.74851942476,124691.42911608574,-157457.2014436964,-313931.8496655443,-213716.34438652106,-70849.17917381864,73031.47305743032,64714.2503609384,56041.648937683465,47808.690333134124,39700.84807253923,32424.641001367465,24241.045734670784,18391.588852010544,12241.072603490982,6512.79307652676,-150000.0,-150000.0,107273.72033929641,150000.0,150000.0
117,155050.6555752206,319810.11226404976,232728.5253314387,116267.27107781635,-157527.9113382478,-314757.3105582058,-211068.72000804992,-67790.35668085665,75698.0656807414,66760.17925522239,57745.3844771045,48954.36386440082,40404.052097315354,33301.76206401978,24861.997147992417,18851.073331234355,12732.358204106906,6942.849640302117,-150000.0,-150000.0,111358.25197616161,150000.0,150000.0
118,162793.21899502946,329021.0524577504,250820.69609850392,131499.89941032985,-157982.9266206806,-315401.28604098444,-216117.5561639148,-73226.32065079352,70076.7390417218,61406.424721493306,53555.180707381034,44837.01204257009,41170.50354275483,34171.41057504441,25366.588285137983,19162.71085946953,13118.957194092982,7053.532783022285,-150000.0,-150000.0,104766.0930070488,150000.0,150000.0
119,167486.25506943767,338332.24985043745,260337.0859713062,132266.74544860516,-157180.4107188865,-313461.11048062216,-217522.69369073166,-74037.7861729173,69793.81827986722,61708.441067357235,55395.843221960255,46822.817707052774,38615.206048370135,31675.928935304048,23183.66085519812,17500.60796831551,11802.58978266154,6367.787102308759,-150000.0,-150000.0,102379.07439932576,150000.0,150000.0
120,155182.3726281314,319973.1169667168,259764.20381518948,133889.6002581692,-155875.73766661118,-311439.096277667,-232361.96011054004,-87842.37774038964,57252.51370914394,50805.37833890463,44395.46881570265,37564.279606771255,30800.597268675687,25485.679665185897,18840.269988344855,14119.210273039396,9733.81770636079,5222.0550190884705,-150000.0,-150000.0,84529.48676026671,150000.0,150000.0
121,150777.68160399332,307404.4598847772,256884.49256566743,134823.75331375963,-155636.65066721188,-310530.6220176158,-234561.33318021984,-89952.805874969,55421.78257566367,49135.0704336496,42360.0194069141,36136.99969075929,30008.551259684362,24508.70822176282,18323.00061167673,13901.590610965974,9252.61984389349,4922.803777984146,-150000.0,-150000.0,81304.35896111434,150000.0,150000.0
122,149337.09720758002,320039.79383998417,267302.50564959244,136497.06619776928,-155724.00904005184,-310693.8285135945,-233561.09505096462,-89036.12628244626,56266.776259208855,49882.63091161504,43016.52671725415,36697.06091837212,30473.632096533114,24888.55096829264,18606.975548830975,14117.04131163218,9396.019508302566,4999.098754069277,-150000.0,-150000.0,82550.48798041692,150000.0,150000.0
123,150394.9226236528,324382.19466433773,252987.74030812908,129601.48259825108,-156646.5955562782,-312417.4424919173,-222997.64038638695,-79355.12829372972,65190.703679002836,57777.5721131647,49949.86089729062,42611.833825180875,35385.32281469615,28900.04734628422,21606.01776364714,16392.40319034162,10910.454730871883,5804.84540323014,-150000.0,-150000.0,95710.78153113287,150000.0,150000.0
124,153802.49193164907,331032.5804962777,258849.20991533512,129785.4056049089,-157058.3275596168,-313189.79065363266,-219956.46192066325,-76162.28108820542,68013.60285575768,60667.08456872684,52761.96922274293,44574.52435492535,37077.383323708156,30393.08149415058,22842.74338377633,17542.706009105095,11961.409863462255,6303.509935368127,-150000.0,-150000.0,99765.07160693238,150000.0,150000.0
125,167116.66178506656,350422.0087647006,270759.5948200932,139757.4249836657,-157756.45386204214,-314490.9253101975,-212089.9564013697,-69509.02699386525,74126.05997643112,65475.07279407442,58290.56216596451,49727.22053620744,41294.016084129864,33725.819775591684,25213.822400837173,19129.63079478751,12732.298515436418,6774.147029889998,-150000.0,-150000.0,109742.42533544183,150000.0,150000.0
126,157794.62904995732,339116.04380434076,269016.5863963588,141684.88147743104,-156042.9597467755,-311635.32773911953,-228390.03611657556,-84550.50635131254,60016.86423188501,53619.814375318136,46277.183863672806,39461.282535053826,32671.70452394088,26895.482213706702,19737.409340293958,14753.098598935623,10025.951603302396,5271.716234852676,-150000.0,-150000.0,88759.89484093912,150000.0,150000.0
127,150785.22439438247,318314.19592411036,266031.84287126095,136348.8664303797,-155562.36321677128,-310391.8351550925,-235411.91152823874,-90732.32806140195,54703.220354913836,48499.36305778147,41801.74144573782,35660.73714903127,29613.057748357598,24185.699123828443,18081.515183498457,13718.376538544406,9130.676232575293,4857.924372947913,-150000.0,-150000.0,80244.68093879573,150000.0,150000.0
128,148175.2177443666,317722.5507777231,275851.58785684087,141351.74942126058,-154676.03651511023,-308735.9632498837,-247360.1976416076,-101832.84011660013,44330.024219118495,39114.7115677518,35140.903565252374,29978.428694091985,24894.407998721985,20331.863964852168,15200.34236376897,11532.441719888273,7675.761867265117,4083.8454574589928,-150000.0,-150000.0,65801.61779995007,150000.0,150000.0
129,148162.01928559146,308596.2898293087,265282.8967081675,136332.49610678383,-154806.02552468947,-308978.81405032193,-244071.84615864817,-98668.82349793176,47387.37240972614,42027.07942640381,36117.78457022454,30811.79820309711,25586.44695722006,20897.068888113776,15622.896260161162,11853.031747864878,7889.140158830602,4197.372164227521,-150000.0,-150000.0,69455.85422584877,150000.0,150000.0
130,164576.47601800246,342931.46605561866,278833.93395647046,138470.16723079144,-155752.74995559268,-310747.5234710914,-233232.0165819058,-88734.53858237583,56544.7792863005,50128.5784019401,43232.51770409396,36881.321131986726,30626.643749760882,25013.519279192973,18700.403338510798,14187.924618975885,9443.198015747017,5024.199810700332,-150000.0,-150000.0,82960.46458291574,150000.0,150000.0
131,170955.10965158898,347682.1408589523,280151.19489849935,146203.0630304989,-156584.40420073344,-311500.2123434069,-234352.13027641614,-90425.01676169393,54869.929155886755,48287.88534455147,42509.348035377385,35807.89686885035,31605.965155218917,25275.382087423586,18776.338264034817,14383.028085717558,8972.086294265422,4595.653701363215,-150000.0,-150000.0,82595.44246795215,150000.0,150000.0
132,163375.31217627457,342348.60459567234,267140.058091276,132126.28637418465,-156544.20914590062,-311596.9503579249,-229688.54196845114,-85971.35270958973,59302.68600689539,52397.460190184065,44765.811115280645,38201.63267406845,32029.97033465703,25769.94707714261,18640.775705876138,14366.207629958,9524.514491460672,4910.172977748397,-150000.0,-150000.0,87482.9374349266,150000.0,150000.0
133,161805.14534614628,335040.7708066694,270142.249997002,130411.50803266602,-155944.5380047334,-311105.82977251697,-231036.07687687717,-86722.04470203455,58399.892709717926,51769.78531803403,44673.824956088785,38110.889022862735,31647.690084441783,25847.432468838164,19323.846718133158,14660.928730928155,9758.020064170776,5191.699091500896,-150000.0,-150000.0,85696.23730646964,150000.0,150000.0
134,148178.89332750614,324717.2015443953,277710.94074001606,140423.7234535813,-154639.83642386622,-308668.33275432873,-247774.68237120647,-102212.69935403838,43979.87062249672,38804.9329325392,34868.85609270844,29746.347133015377,24701.68498680642,20174.462428677256,15082.66711065013,11443.161954604773,7616.339046450021,4052.229883519673,-150000.0,-150000.0,65285.23931516317,150000.0,150000.0
135,148262.24934743927,326722.91348319245,283156.9707185748,138469.899314759,-153818.87947289186,-307134.5872991182,-255374.49624303624,-109027.26552363079,37838.97823309059,33579.676500809735,28699.278726879522,24483.12916280159,20331.052460541654,16604.861337181712,12413.991046979143,9418.447613505194,6268.7297969087585,3335.242044743783,-150000.0,-150000.0,55374.647108033416,150000.0,150000.0
136,150941.09631643345,310482.56635916536,269622.0968576713,134463.05642343292,-154027.21149081123,-307523.80172172515,-252989.13098160503,-106841.17044095806,39854.1169484666,35362.4567636312,30264.915634889458,25818.761706240926,21440.176017751386,17510.709320654903,13091.213730650703,9932.253878122254,6610.708939652502,3517.1901031633392,-150000.0,-150000.0,58346.41231770307,150000.0,150000.0
137,161587.16164404227,336298.39117201907,273557.54586357606,133230.67176248063,-155031.85520327376,-309400.718320417,-243286.1357350894,-98099.11981625494,47771.761218230175,42159.59415822585,37814.91822853928,32259.60959091925,26788.725027275927,21878.99841098316,16356.998403993573,12409.992241752934,8259.841890900618,4394.601912982836,-150000.0,-150000.0,70877.21591969763,150000.0,150000.0
138,172410.65191727824,347005.48959725915,272470.2035090958,130654.25595971997,-155999.13134682362,-311207.823293878,-230410.99263381123,-86149.179148856,58927.95919871252,52236.962345031556,45084.099632836726,38460.8911256556,31938.33557611338,26084.809658083548,19501.312716927787,14795.5715066882,9847.635594774272,5239.378525008812,-150000.0,-150000.0,86474.98747806458,150000.0,150000.0
139,171802.20797315668,340131.09788122406,257675.8867392856,123289.15836384437,-156129.84655766303,-311452.03081330255,-228914.32627311003,-84777.54226605527,60192.331735789056,53355.54459783342,46066.4381162457,39298.91636663028,32634.240704261818,26653.172175428146,19926.2272680632,15117.952554406034,10062.205953151552,5353.539464146522,-150000.0,-150000.0,88339.5828476417,150000.0,150000.0
140,167621.83467894647,337519.0723926448,273276.369797218,131696.27705686417,-155268.1880783507,-309842.2450930887,-240580.16554398375,-95619.2027049083,50057.74457806111,44181.98893628679,39590.98450722225,33774.75777692453,28046.920295141063,22906.596859147423,17125.243177398344,12992.856618348625,8647.78472766735,4601.0046934599295,-150000.0,-150000.0,74248.40112238075,150000.0,150000.0
141,156833.50786503206,324597.5210314784,276817.8083660553,133001.92251552592,-154020.68478331776,-307511.60825903056,-253063.86064381394,-106909.65728853908,39790.985889278694,35306.60512154203,30215.86674532559,25776.91848398045,21405.42895820524,17482.330558327754,13069.99743174282,9916.157153139922,6599.995282405558,3511.489962742452,-150000.0,-150000.0,58253.31168700571,150000.0,150000.0
142,151015.4770150643,315414.1522226253,277668.7686396769,134201.2051507324,-153294.65070386013,-306155.201606557,-263176.8241961746,-116328.16714029651,30968.256513308443,27293.641603405224,24759.644688705048,21122.258322502155,17540.149348734783,14325.463393223656,10709.886140939583,8125.549727183901,5408.202899384685,2877.4036018313923,-150000.0,-150000.0,46096.75276766636,150000.0,150000.0
143,150983.70588078172,307071.8385448359,262767.19301675685,130030.40980415737,-153607.5583204972,-306739.7884528566,-257794.0865727519,-111244.72655880172,35794.92643624582,31771.317020743067,27111.178160598138,23128.333049010434,19206.015269434745,15686.016304748751,11727.051615534301,8897.269289448912,5921.843959286238,3150.6834072132087,-150000.0,-150000.0,52360.24320110804,150000.0,150000.0
144,153252.5095596322,317366.14067100664,266025.8539520186,125799.32292640254,-154693.21299424785,-308768.05305286613,-245363.5299519371,-99852.60177899168,46296.16761104531,41061.69755817781,35269.98660278116,30088.54841907253,24985.85259678102,20406.548975564307,15256.177762541498,11574.80382376994,7703.957233822337,4098.846641918239,-150000.0,-150000.0,67846.6327699754,150000.0,150000.0
145,149654.3801380324,314787.3218241579,242046.96980629506,116579.95210729785,-155704.60304889956,-310657.5734448015,-233783.29026426224,-89239.75960898004,56079.06740642772,49716.56609665136,42870.68866370879,36572.64762088884,30370.317962906574,24804.171821351316,18543.892698970867,14069.180594279513,9364.164374921575,4982.150411480704,-150000.0,-150000.0,82273.66999563714,150000.0,150000.0
146,158264.14142546567,326832.11875590705,267464.7077132943,126024.93570829871,-155044.55935294137,-309431.7768684535,-241045.53803661483,-95711.21747926583,50488.241103298016,44317.15964368719,37833.95283262419,32268.135970212858,26520.05909953445,20915.79668574752,15937.081584511709,12008.355941078944,7738.530956229664,4422.149828302792,-150000.0,-150000.0,73437.5989292459,150000.0,150000.0
147,148138.8831793435,307456.2490595141,244736.7994871313,121772.47690722856,-155033.88845838016,-309404.5169310202,-243262.8553188247,-98077.78421439065,47791.4283396072,42176.99353403554,37830.19835336009,32272.64494533257,26799.549725077282,21887.83920298629,16363.607884828523,12415.006829628892,8263.179499997912,4396.377668925563,-150000.0,-150000.0,70906.2194154057,150000.0,150000.0
148,150958.01878141484,300475.864995075,250190.56936372674,122069.02553313685,-153860.54548078318,-307212.4294443906,-256697.42772136044,-110390.05065922564,36442.00214874,32136.229167275047,29012.403134810746,24750.253134674294,20552.875065385142,16786.029213366535,12549.434297439937,9521.207890537798,6337.124975924162,3371.631310847171,-150000.0,-150000.0,54168.99450558625,150000.0,150000.0
149,151020.71332323528,300615.67652436404,252018.0736347945,116109.06802850054,-153243.07934052174,-306058.85386987554,-261967.3073097191,-115069.32209538558,32269.42079950031,28652.324855241983,24372.08049840276,20791.630357236936,17265.592348196536,14101.226063063885,10542.243656460132,7998.360014230807,5323.547977876596,2832.363432186898,-150000.0,-150000.0,47161.10980258178,150000.0,150000.0
150,148277.3570370863,297818.9901383603,244889.29858543593,109904.05766607556,-153670.08682613572,-306856.6067722951,-258878.1460913559,-112388.5947742183,34599.74759520761,30506.3984106774,27581.086421498796,23529.20809384294,19538.906196587744,15957.896360958795,11930.312366413691,9051.482445137075,6024.485142186861,3205.293064962567,-150000.0,-150000.0,51452.18501362947,150000.0,150000.0
151,150858.31824989346,304007.87204012513,247335.5539857705,123674.07818988287,-154842.47629314632,-309046.9128713299,-245454.49121869312,-100086.3338236177,45939.9507385697,40539.0032066204,36391.71590824607,31045.486875009232,25780.50453117177,21055.560393320004,15741.386387040253,11942.929754759272,7948.974468859945,4229.2066686635735,-150000.0,-150000.0,68175.80851154929,150000.0,150000.0
152,148050.83460880513,312420.70660496486,248458.29921908997,123734.60284988176,-155901.06141199326,-311024.6050183517,-231533.87627921294,-87178.25861744587,57979.35550128385,51397.73875406416,44347.09381361604,37832.15725267446,31416.228239657357,25658.391992701825,19182.517818685,14553.703034478927,9686.652791568256,5153.728539903667,-150000.0,-150000.0,85076.06270714302,150000.0,150000.0
153,150732.60586540544,305045.5992773212,235875.27053482196,117184.04009884893,-156080.59269975746,-311360.0127353454,-231278.27435373986,-87094.37888889096,57915.9126191388,51134.05966902224,45696.290221702395,38983.14610641969,32372.02170099918,26439.011585483255,19766.118273943597,14996.478471827777,9981.355240565057,5310.52330222821,-150000.0,-150000.0,85836.99808497512,150000.0,150000.0
