ISO3,Country,sample_count,estimated_mangrove_area_ha,mean_composite_risk,mean_hazard_index,mean_tc_hazard,mean_slr_cm_2100,mean_service_index,p90_composite_risk,high_risk_area_ha,high_risk_area_share,scenario
USA,United States,1878.0,2794366.5318000005,0.38148099716248124,0.29594811251119685,0.2649132249829506,6.092225772097976,0.7783564696896095,0.4088592033737222,0.0,0.0,ssp370
PNG,Papua New Guinea,3382.0,5032240.4742,0.3788889843113672,0.4621415229242504,0.303655321731717,6.8756948551153165,0.4927274094974734,0.4628852521722238,0.0,0.0,ssp370
COM,Comoros,12.0,17855.3772,0.37741822870179553,0.7548364574035911,0.6084383469059473,7.633333333333335,0.0,0.380821339431504,0.0,0.0,ssp370
FSM,"Micronesia, Federated States of",168.0,249975.28079999995,0.37487175698736097,0.741696456744073,0.5356415907368229,7.877976190476193,0.013411762051081435,0.45714289793718615,0.0,0.0,ssp370
KEN,Kenya,289.0,430017.0008999999,0.37306927148804087,0.4334711041248478,0.09275279392187245,7.290311418685124,0.5211123980853898,0.41037256741546985,0.0,0.0,ssp370
BRN,Brunei Darussalam,89.0,132427.3809,0.3717773712710297,0.541407120550014,0.19226076627688957,7.604494382022472,0.3369127033200758,0.37571519539393905,0.0,0.0,ssp370
WLF,Wallis and Futuna,11.0,16367.4291,0.36672382867917364,0.7334476573583473,0.8002286480500277,7.000000000000001,0.0,0.3668643780267691,0.0,0.0,ssp370
GUY,Guyana,247.0,367523.18070000014,0.36539261742964174,0.38505099446332725,0.14766984017871626,6.880566801619431,0.5762237339932602,0.3853141961843253,0.0,0.0,ssp370
PAN,Panama,1137.0,1691796.9896999998,0.3640126082898014,0.4816059211796889,0.16575915660414128,7.35312225153914,0.4106988256665231,0.40187122009906623,0.0,0.0,ssp370
CRI,Costa Rica,336.0,499950.5615999999,0.36036807598517,0.5053626692073424,0.06771387456988712,7.746130952380954,0.35895580460499577,0.3781480681367298,0.0,0.0,ssp370
WSM,Samoa,18.0,26783.065800000004,0.3577471023029121,0.6952674897119341,0.7999999999999998,6.794444444444443,0.033711191489817,0.36752076485435253,0.0,0.0,ssp370
VCT,Saint Vincent and the Grenadines,5.0,7439.7405,0.3549665768555883,0.522315309032337,0.26685284028689576,7.300000000000001,0.3126964077980662,0.35507341831754796,0.0,0.0,ssp370
PER,Peru,52.0,77373.30119999997,0.3529690418029995,0.498931623931624,0.0,8.111538461538464,0.3450107661239583,0.3535032298371874,0.0,0.0,ssp370
NZL,New Zealand,424.0,630889.9944,0.3511784523926308,0.43391858839972064,0.0,7.54316037735849,0.44739719397590183,0.3629228618964741,0.0,0.0,ssp370
SGP,Singapore,17.0,25295.117700000003,0.3476915381234446,0.5114152440704287,0.2036583748510968,7.411764705882353,0.3066130536274342,0.3510224843212989,0.0,0.0,ssp370
GRD,Grenada,66.0,98204.57459999998,0.3394660998516525,0.5027056107930704,0.2607423102505622,7.2106060606060645,0.2937109815170576,0.348174372480927,0.0,0.0,ssp370
ASM,American Samoa,6.0,8927.6886,0.3388888888888889,0.6777777777777778,0.8,6.7,0.0,0.3388888888888889,0.0,0.0,ssp370
CYM,Cayman Islands,43.0,63981.7683,0.33879590725956926,0.6775918145191385,0.6144428882975359,7.200000000000001,0.0,0.34125272922307204,0.0,0.0,ssp370
LCA,Saint Lucia,18.0,26783.065800000004,0.3380904188497047,0.4863395227606547,0.23193830478056812,7.200000000000001,0.3164021915645914,0.34368506299788976,0.0,0.0,ssp370
SUR,Suriname,447.0,665112.8007000001,0.3365519163645257,0.35306772060643166,0.11354284862027063,6.799999999999999,0.5333935202043664,0.3494498156281826,0.0,0.0,ssp370
NGA,Nigeria,3549.0,5280727.8069,0.3364598843918552,0.25987497782369573,0.0,6.603324880247959,0.6884079849333579,0.3546705436281555,0.0,0.0,ssp370
GTM,Guatemala,175.0,260390.91750000004,0.334247330810792,0.5075595764061888,0.17490751260073742,7.468571428571429,0.26822514202565845,0.35739826221646653,0.0,0.0,ssp370
PYF,French Polynesia,75.0,111596.10749999997,0.33067609425215166,0.6613521885043033,0.5799883276258899,7.2053333333333365,0.0,0.3704608096468563,0.0,0.0,ssp370
SLV,El Salvador,198.0,294613.72380000004,0.32894230236995825,0.4946824195401472,0.025840708889497504,7.801515151515152,0.27200364199961513,0.3383614615282481,0.0,0.0,ssp370
ZAF,South Africa,158.0,235095.79979999992,0.3141540436322002,0.40268745544336026,0.0025150890395564426,7.367721518987345,0.3760343863684002,0.32816878430419705,0.0,0.0,ssp370
ATG,Antigua and Barbuda,80.0,119035.84799999998,0.31201179296592463,0.44917476378566296,0.18307174979354812,7.1312500000000005,0.2914147035769772,0.31757463775339995,0.0,0.0,ssp370
MHL,Marshall Islands,24.0,35710.754400000005,0.31189968897431597,0.6237993779486319,0.3170432003417084,7.904166666666665,0.0,0.4458460182328307,0.0,0.0,ssp370
CMR,Cameroon,1032.0,1535562.4392000004,0.30732033418972243,0.26769308067757674,0.0,6.645542635658915,0.5782459795031137,0.32162194199908234,0.0,0.0,ssp370
BHS,Bahamas,1484.0,2208114.9804,0.3048823754994125,0.36288264085464556,0.23519924397344208,6.524528301886795,0.4114701835736323,0.33702971291716927,0.0,0.0,ssp370
CIV,Côte d'Ivoire,349.0,519293.8868999999,0.3046203311307516,0.25013265414411545,0.0,6.550716332378224,0.5985133468623128,0.3091836336883234,0.0,0.0,ssp370
KIR,Kiribati,56.0,83325.0936,0.3025056136019316,0.423786891775505,0.08633039730762339,7.255357142857145,0.3020405590472639,0.32816698442170034,0.0,0.0,ssp370
AGO,Angola,332.0,493998.7692,0.30129326339209267,0.33257783718546174,0.014330150051423135,6.95722891566265,0.4500144826645394,0.3109302707252877,0.0,0.0,ssp370
LKA,Sri Lanka,517.0,769269.1677000001,0.29732919431958454,0.30113307085205737,0.07006469460905058,6.636943907156675,0.4892088629785195,0.3141114676490535,0.0,0.0,ssp370
GHA,Ghana,197.0,293125.7757,0.2953547282986069,0.23895469073134046,0.0,6.490355329949239,0.5862579431097886,0.3055070125625663,0.0,0.0,ssp370
TTO,Trinidad and Tobago,113.0,168138.13530000002,0.29429283695145275,0.41321075013333575,0.1794205169825022,6.946902654867257,0.29229153961594956,0.3041233502499805,0.0,0.0,ssp370
SEN,Senegal,762.0,1133816.4522,0.289649147998463,0.24399169546055086,0.004703523126798157,6.504855643044619,0.5588443342272916,0.29052506427964736,0.0,0.0,ssp370
BEN,Benin,45.0,66957.6645,0.28647602746946027,0.25925925925925924,0.0,6.600000000000001,0.5228213261327685,0.2864760274694602,0.0,0.0,ssp370
SOM,Somalia,74.0,110108.15939999997,0.2834075457780899,0.3377978094602978,0.03995998328495958,6.916216216216219,0.38169547015980376,0.29043456697386705,0.0,0.0,ssp370
NCL,New Caledonia,680.0,1011804.7079999999,0.2813838164087043,0.5351997568322078,0.07061737858816258,8.352352941176473,0.045946459975334926,0.294996133098624,0.0,0.0,ssp370
TCA,Turks and Caicos Islands,224.0,333300.37440000003,0.27636621403485934,0.36023721062179564,0.1854215111906814,6.644642857142857,0.32082536241320514,0.2942065370451015,0.0,0.0,ssp370
GIN,Guinea,963.0,1432894.0203000004,0.26783851074434484,0.2553705815746999,0.01526022010874734,6.5377985462097605,0.46717739985664963,0.2916039768607761,0.0,0.0,ssp370
ARE,United Arab Emirates,447.0,665112.8007000001,0.2644463116378589,0.0826763095208526,0.15491264887019135,5.152796420581655,0.7436938562581088,0.273354527100923,0.0,0.0,ssp370
MAC,Macao,2.0,2975.8962,0.26357569990683505,0.5271513998136701,0.23948798481252517,7.4,0.0,0.2647341329789091,0.0,0.0,ssp370
BRB,Barbados,5.0,7439.7405,0.2632266740115031,0.5264533480230063,0.31216595530527125,7.200000000000001,0.0,0.26604884326185263,0.0,0.0,ssp370
LBR,Liberia,329.0,489534.9249,0.25311551335170146,0.2606664415175054,0.0,6.607598784194529,0.40927430864316267,0.26167118148183777,0.0,0.0,ssp370
SLE,Sierra Leone,753.0,1120424.9193,0.25272696257720284,0.2599724558555901,0.0,6.603851261620186,0.409135782164693,0.2616296235382967,0.0,0.0,ssp370
ANT,ANT,42.0,62493.8202,0.2510146674050547,0.4576091623147436,0.21327828935611873,7.095238095238097,0.07403362082560944,0.25448843343156846,0.0,0.0,ssp370
TUV,Tuvalu,15.0,22319.221500000003,0.24649606856900144,0.4929921371380029,0.5736385952636601,6.313333333333333,0.0,0.30525319455483146,0.0,0.0,ssp370
COG,Congo,102.0,151770.70620000004,0.24449303433571554,0.32498184458968765,0.0,6.954901960784314,0.2733403734695724,0.2486687787075384,0.0,0.0,ssp370
YEM,Yemen,144.0,214264.52639999997,0.24056842706894088,0.1654912023168919,0.017710799695512393,6.045833333333335,0.5260760863683165,0.30650108005494725,0.0,0.0,ssp370
GNQ,Equatorial Guinea,109.0,162186.34290000005,0.24015346815349908,0.2966360856269111,0.0,6.801834862385319,0.30611808446681105,0.2399835734881915,0.0,0.0,ssp370
ABW,Aruba,15.0,22319.221500000003,0.23904981722145444,0.47809963444290887,0.27224865160186734,7.046666666666665,0.0,0.2447713693554226,0.0,0.0,ssp370
GAB,Gabon,938.0,1395695.3178000003,0.2386716673812066,0.31299849956566367,0.0,6.890191897654582,0.2739080586612492,0.24883908426504148,0.0,0.0,ssp370
MRT,Mauritania,21.0,31246.91010000001,0.23727795979897204,0.20194003527336854,0.0,6.29047619047619,0.45435980720762603,0.2566783125326582,0.0,0.0,ssp370
MUS,Mauritius,56.0,83325.0936,0.2371570918133736,0.4743141836267472,0.19928974291487,7.2232142857142865,0.0,0.31459546588181836,0.0,0.0,ssp370
KNA,Saint Kitts and Nevis,5.0,7439.7405,0.2326158534369549,0.4652317068739098,0.18972267300707873,7.200000000000001,0.0,0.23330816948167551,0.0,0.0,ssp370
VGB,"Virgin Islands, British",16.0,23807.1696,0.22871792273177857,0.45743584546355714,0.13709391314933647,7.300000000000001,0.0,0.22988870570873493,0.0,0.0,ssp370
VIR,"Virgin Islands, U.S.",22.0,32734.85820000001,0.227608274191156,0.455216548382312,0.1528573391888667,7.245454545454543,0.0,0.2300823973606525,0.0,0.0,ssp370
TGO,Togo,32.0,47614.3392,0.2268293129222399,0.23958333333333331,0.0,6.493749999999999,0.3567921541852442,0.23666727588520292,0.0,0.0,ssp370
ERI,Eritrea,377.0,560956.4336999999,0.22681705260100085,0.2275045745140128,0.14574497769488864,6.03501326259947,0.37688255114664815,0.2331770570566341,0.0,0.0,ssp370
SAU,Saudi Arabia,958.0,1425454.2798000004,0.22638801276994228,0.08968947662536099,0.057404160085949806,5.477139874739039,0.6051442481908726,0.24864235845577812,0.0,0.0,ssp370
MAF,Saint Martin (French part),17.0,25295.117700000003,0.22442987000478054,0.4488597400095611,0.156978739278381,7.200000000000001,0.0,0.22550206206669732,0.0,0.0,ssp370
MTQ,Martinique,95.0,141355.06950000004,0.2232865682259806,0.4440748645834391,0.1770386180557666,7.12,0.0041637864475369026,0.23537957014066044,0.0,0.0,ssp370
AIA,Anguilla,15.0,22319.221500000003,0.22142463237335586,0.4428492647467117,0.14495778875268225,7.200000000000002,0.0,0.2222802324266868,0.0,0.0,ssp370
GNB,Guinea-Bissau,1409.0,2096518.8728999996,0.21951481303536777,0.2662441050568644,0.026218988443513145,6.5669268985095846,0.28797586835645206,0.23511866747370205,0.0,0.0,ssp370
TLS,Timor-Leste,55.0,81837.14549999996,0.21932510652672113,0.40856780498842044,0.21511540795663806,6.825454545454551,0.050137346775036604,0.2366140896064007,0.0,0.0,ssp370
GLP,Guadeloupe,134.0,199385.04539999994,0.21807294800885646,0.43112782453908,0.1900610664358158,7.014925373134332,0.008363452464388294,0.22266862628440925,0.0,0.0,ssp370
DJI,Djibouti,41.0,61005.8721,0.21724012057931574,0.23054766094542534,0.08711158205345249,6.209756097560976,0.3398876336886769,0.2322869781190075,0.0,0.0,ssp370
DMA,Dominica,9.0,13391.5329,0.21712765794286468,0.43425531588572935,0.16480692806775502,7.1,0.0,0.2187534597837246,0.0,0.0,ssp370
MDV,Maldives,24.0,35710.754400000005,0.21265222465905273,0.42530444931810546,0.16542371345102558,7.050000000000001,0.0,0.26537940701987595,0.0,0.0,ssp370
SDN,Sudan,91.0,135403.2771,0.21054467787669867,0.21356271125952928,0.1450741404677764,5.961538461538462,0.3458777408231133,0.22632743727941204,0.0,0.0,ssp370
OMN,Oman,155.0,230631.95549999995,0.20814111239308342,0.08997777924847297,0.03778112599993286,5.583870967741937,0.5438407425628231,0.2187077783244024,0.0,0.0,ssp370
GMB,Gambia,318.0,473167.4957999999,0.20013657214784047,0.23778175513498426,0.002118367013504456,6.478301886792454,0.27081898193449455,0.2025469155547058,0.0,0.0,ssp370
GUF,French Guiana,460.0,684456.1260000002,0.19320317112980692,0.3314362004408493,0.06335549266913815,6.818695652173913,0.09161690303127416,0.2044030983548547,0.0,0.0,ssp370
EGY,Egypt,146.0,217240.42259999996,0.19073623658600355,0.1293011539544976,0.05946481425095377,5.737671232876714,0.42028553202918256,0.2156563454432467,0.0,0.0,ssp370
PAK,Pakistan,82.0,122011.74419999997,0.18535811680481035,0.04461119157288821,0.0567020579425244,4.984146341463417,0.5435084033945541,0.20545048395937116,0.0,0.0,ssp370
IRN,"Iran, Islamic Republic of",320.0,476143.39199999993,0.1670007156805002,0.03723786148555023,0.03767016741554489,5.296875000000001,0.494605949792417,0.1814308141149783,0.0,0.0,ssp370
COD,"Congo, The Democratic Republic of the",106.0,157722.49860000002,0.16213841389260997,0.3148148148148148,0.0,6.8999999999999995,0.01577002161734172,0.16213841389260997,0.0,0.0,ssp370
STP,Sao Tome and Principe,5.0,7439.7405,0.15925925925925924,0.3185185185185185,0.0,6.92,0.0,0.16296296296296298,0.0,0.0,ssp370
QAT,Qatar,167.0,248487.3326999999,0.13888666334090932,0.039054587629140554,0.07810917525828111,5.200000000000004,0.3978645650877966,0.14508736749013557,0.0,0.0,ssp370
BMU,Bermuda,25.0,37198.70250000001,0.0953716518248714,0.1907433036497428,0.011116236929115732,6.199999999999999,0.0,0.09610277228755132,0.0,0.0,ssp370
BHR,Bahrain,89.0,132427.3809,0.03496904827421648,0.06993809654843296,0.13987619309686591,5.155056179775282,0.0,0.0433143143718376,0.0,0.0,ssp370
PHL,Philippines,4370.0,6502333.196999999,0.5731602767200766,0.634596448801357,0.36744940844503676,9.497734553775746,0.8528735077313268,0.6733038955522089,724630.7247000001,0.11144164759725404,ssp585
SLB,Solomon Islands,783.0,1165063.3623000002,0.5239696344676884,0.8003769290255046,0.6240464445619862,9.721583652618133,0.41260389984978724,0.5587275492843565,0.0,0.0,ssp585
IDN,Indonesia,19581.0,29135511.746099994,0.5082724076552144,0.4869362488630063,0.12998836320299284,9.376936826515504,0.8826809440790379,0.5672915043458726,0.0,0.0,ssp585
FJI,Fiji,620.0,922527.8219999999,0.5045004562706665,0.7788174980937654,0.7032571160031984,9.394193548387097,0.3836390240792794,0.5531869453190221,0.0,0.0,ssp585
AUS,Australia,5666.0,8430713.9346,0.502921355428937,0.5572098081466652,0.36324720945555083,9.178697493822805,0.7477215045186812,0.637613033313791,0.0,0.0,ssp585
VUT,Vanuatu,18.0,26783.065800000004,0.49172856432777423,0.7744080485728453,0.554107102436696,9.888888888888888,0.3484151334711719,0.5104067283865272,0.0,0.0,ssp585
CHN,China,776.0,1154647.7256,0.4866429049843949,0.38383447358925804,0.17359678223006214,8.847551546391756,0.9824188939658864,0.5181223603394245,0.0,0.0,ssp585
VNM,Viet Nam,1708.0,2541415.3548,0.46740880403293106,0.34235999288825064,0.12299365590028823,8.779625292740048,0.9874293586293525,0.49311302034490345,0.0,0.0,ssp585
GUM,Guam,13.0,19343.3253,0.452843671429991,0.905687342859982,0.8113746857199639,9.846153846153847,0.0,0.4540586402420837,0.0,0.0,ssp585
BGD,Bangladesh,2967.0,4414742.0127,0.4391877837037628,0.35131470968122713,0.06944213703462584,8.92969329288844,0.8784347628771642,0.44831825556133126,0.0,0.0,ssp585
WLF,Wallis and Futuna,11.0,16367.4291,0.4381524001077452,0.8763048002154904,0.8002286480500277,9.600000000000001,0.0,0.43829294945534064,0.0,0.0,ssp585
PLW,Palau,73.0,108620.21129999998,0.4355018276257265,0.871003655251453,0.7446165733861412,9.694520547945206,0.0,0.4412533277749381,0.0,0.0,ssp585
TWN,"Taiwan, Province of China",89.0,132427.3809,0.4298362795150088,0.4047738951831445,0.16428294285424988,8.955056179775285,0.7581644397447883,0.4650563944884513,0.0,0.0,ssp585
WSM,Samoa,18.0,26783.065800000004,0.42902870136228916,0.8378306878306879,0.7999999999999998,9.43888888888889,0.033711191489817,0.4363038336374213,0.0,0.0,ssp585
PNG,Papua New Guinea,3382.0,5032240.4742,0.42813350635305075,0.5606305670076176,0.303655321731717,9.32921348314607,0.4927274094974734,0.49295970931682415,0.0,0.0,ssp585
ASM,American Samoa,6.0,8927.6886,0.4261904761904763,0.8523809523809526,0.8,9.5,0.0,0.42619047619047623,0.0,0.0,ssp585
IND,India,3490.0,5192938.869000001,0.40632605621917556,0.25170655179788004,0.03583226037021759,8.57320916905444,0.9349092677341182,0.4896027177675584,0.0,0.0,ssp585
MMR,Myanmar,3023.0,4498067.1063,0.40198658398344334,0.37152788055842184,0.030518546429446597,9.096328150843535,0.7207421456807748,0.4153784583760707,0.0,0.0,ssp585
JPN,Japan,154.0,229144.00739999994,0.3976078846951815,0.49571748217566136,0.4255722556314706,8.788311688311692,0.499163812024503,0.4137123400320584,0.0,0.0,ssp585
THA,Thailand,1580.0,2350957.9979999997,0.3886377184414611,0.3905938119273295,0.06666080046707545,9.100506329113927,0.644469374925988,0.4171909187476382,0.0,0.0,ssp585
MYS,Malaysia,2998.0,4460868.4037999995,0.3859763791572217,0.3985483069532457,0.09359586737705868,9.07735156771181,0.6223407522686628,0.4165916878414886,0.0,0.0,ssp585
JAM,Jamaica,136.0,202360.94159999996,0.38216634413384615,0.5147981522722136,0.4735738955808412,8.767647058823533,0.4158908933257978,0.39397528969109497,0.0,0.0,ssp585
HKG,Hong Kong,29.0,43150.49490000001,0.372260525370606,0.397321131260984,0.24127608846613885,8.76206896551724,0.5786665324670467,0.3812536676350895,0.0,0.0,ssp585
FSM,"Micronesia, Federated States of",168.0,249975.28079999995,0.3710688469344509,0.734090636638253,0.5356415907368229,9.66964285714286,0.013411762051081435,0.41018016532496854,0.0,0.0,ssp585
BRA,Brazil,7369.0,10964689.5489,0.35855159724882474,0.22709732366646262,0.029080430116658753,8.492739856154161,0.8166764513853114,0.38211205818195865,0.0,0.0,ssp585
BLZ,Belize,398.0,592203.3438,0.35307107319105224,0.48170784215567375,0.677342461052195,8.200753768844221,0.37405717371071767,0.3995585461064784,0.0,0.0,ssp585
TON,Tonga,30.0,44638.443000000014,0.3523746636730769,0.5304762270640644,0.3704762636519383,9.049999999999995,0.2904551671368157,0.4291247547268618,0.0,0.0,ssp585
HTI,Haiti,209.0,310981.1529,0.3498822517546894,0.35801949083755924,0.18698908420416824,8.711004784688996,0.5695750211196989,0.3799032961001546,0.0,0.0,ssp585
PRI,Puerto Rico,122.0,181529.66820000004,0.34571082073298154,0.3603746841459592,0.1450272761763833,8.809016393442622,0.5517449288666733,0.35351674773335195,0.0,0.0,ssp585
TUV,Tuvalu,15.0,22319.221500000003,0.34261599802226433,0.6852319960445287,0.5736385952636601,9.273333333333332,0.0,0.3965230358246729,0.0,0.0,ssp585
KHM,Cambodia,395.0,587739.4994999999,0.34209110783424274,0.28939607737762857,0.05462096729293009,8.700759493670887,0.6579768971514282,0.3469317087648432,0.0,0.0,ssp585
MEX,Mexico,4583.0,6819266.142299999,0.34110158790156303,0.23759403227138673,0.3375884469082442,7.880165830242202,0.7410152392195658,0.4818283812896791,0.0,0.0,ssp585
LKA,Sri Lanka,517.0,769269.1677000001,0.3385673100257854,0.3836093022644592,0.07006469460905058,9.064023210831722,0.4892088629785195,0.35351259192189655,0.0,0.0,ssp585
MOZ,Mozambique,1751.0,2605397.1231000004,0.333775947341803,0.3331774060070931,0.20525775183088957,8.568303826384922,0.5572908144608549,0.3538337665813579,0.0,0.0,ssp585
NZL,New Zealand,424.0,630889.9944,0.3305354205467688,0.39263252470799664,0.0,9.249056603773587,0.44739719397590183,0.336600110573723,0.0,0.0,ssp585
MHL,Marshall Islands,24.0,35710.754400000005,0.3292608000854271,0.6585216001708541,0.3170432003417084,9.7875,0.0,0.4458460182328307,0.0,0.0,ssp585
CUB,Cuba,1815.0,2700625.8015000005,0.32811522150645356,0.34070676074795125,0.33719208636537634,8.322865013774106,0.5258728037749264,0.4012487337319247,0.0,0.0,ssp585
MDG,Madagascar,1226.0,1824224.3705999998,0.31828073760331754,0.28958243306377435,0.2713500599440639,8.24641109298532,0.5782984035714345,0.3638204717644289,0.0,0.0,ssp585
DOM,Dominican Republic,180.0,267830.658,0.3175075143600723,0.3299118787081294,0.14395074154324236,8.683333333333334,0.5085052500200253,0.32889002179542814,0.0,0.0,ssp585
PYF,French Polynesia,75.0,111596.10749999997,0.3161081930175838,0.6322163860351676,0.5799883276258899,9.037333333333336,0.0,0.38349944629014393,0.0,0.0,ssp585
BRN,Brunei Darussalam,89.0,132427.3809,0.31580566923191183,0.42946371647177833,0.19226076627688957,9.000000000000002,0.3369127033200758,0.3201596398383834,0.0,0.0,ssp585
VEN,"Venezuela, Bolivarian Republic of",1894.0,2818173.7014000006,0.31485522431208784,0.2511839844075726,0.160838326335133,8.317212249208024,0.6308774403610051,0.33059472958845243,0.0,0.0,ssp585
USA,United States,1878.0,2794366.5318000005,0.3140425142554148,0.16107114669706382,0.2649132249829506,7.613365282215121,0.7783564696896095,0.3377145255357893,0.0,0.0,ssp585
TLS,Timor-Leste,55.0,81837.14549999996,0.30843044563206024,0.5867784831990985,0.21511540795663806,9.625454545454545,0.050137346775036604,0.32879291212833955,0.0,0.0,ssp585
ARE,United Arab Emirates,447.0,665112.8007000001,0.30828353332742947,0.17035075289999388,0.15491264887019135,7.990156599552571,0.7436938562581088,0.3264551848624991,0.0,0.0,ssp585
TCA,Turks and Caicos Islands,224.0,333300.37440000003,0.3076221191746932,0.42274902090146327,0.1854215111906814,8.986160714285713,0.32082536241320514,0.31051203271960204,0.0,0.0,ssp585
SGP,Singapore,17.0,25295.117700000003,0.30536349579540223,0.426759159414344,0.2036583748510968,8.964705882352941,0.3066130536274342,0.3092217439562679,0.0,0.0,ssp585
GUY,Guyana,247.0,367523.18070000014,0.30478168839766007,0.2638291363993639,0.14766984017871626,8.39797570850202,0.5762237339932602,0.3177379996245795,0.0,0.0,ssp585
SUR,Suriname,447.0,665112.8007000001,0.3005801824062145,0.28112425268980923,0.11354284862027063,8.542281879194627,0.5333935202043664,0.30844452462289157,0.0,0.0,ssp585
ATG,Antigua and Barbuda,80.0,119035.84799999998,0.29911496756909933,0.4233811129920123,0.18307174979354812,8.99375,0.2914147035769772,0.3142530446038499,0.0,0.0,ssp585
NGA,Nigeria,3549.0,5280727.8069,0.29362607324302575,0.174207355526037,0.0,8.331670893209354,0.6884079849333579,0.30176049071810274,0.0,0.0,ssp585
CIV,Côte d'Ivoire,349.0,519293.8868999999,0.2910971886677811,0.2230863692181744,0.0,8.536962750716334,0.5985133468623128,0.2986016231063129,0.0,0.0,ssp585
CYM,Cayman Islands,43.0,63981.7683,0.2867779424509066,0.5735558849018132,0.6144428882975359,8.71860465116279,0.0,0.28979415992665347,0.0,0.0,ssp585
SYC,Seychelles,121.0,180041.72010000004,0.28609500655821296,0.3751888759718145,0.46545055792552614,8.198347107438014,0.32833522857435243,0.310583348492838,0.0,0.0,ssp585
GHA,Ghana,197.0,293125.7757,0.2795152847941889,0.20727580372250431,0.0,8.47055837563452,0.5862579431097886,0.2949250019805559,0.0,0.0,ssp585
MYT,Mayotte,64.0,95228.67839999999,0.2741934382101898,0.5452299649099713,0.6618885012485141,8.500000000000002,0.005261519184013881,0.27782683005855935,0.0,0.0,ssp585
HND,Honduras,403.0,599643.0843,0.27383895965810334,0.3275854754753859,0.41967526384218135,8.094540942928042,0.3668207397347014,0.34677490137108724,0.0,0.0,ssp585
CMR,Cameroon,1032.0,1535562.4392000004,0.25956414084244406,0.17218069398301974,0.0,8.323158914728682,0.5782459795031137,0.2687118890890297,0.0,0.0,ssp585
COM,Comoros,12.0,17855.3772,0.259252443869344,0.518504887738688,0.6084383469059473,8.500000000000002,0.0,0.26258869821930125,0.0,0.0,ssp585
GRD,Grenada,66.0,98204.57459999998,0.25917910289798873,0.3421316168857429,0.2607423102505622,8.489393939393944,0.2937109815170576,0.2647488024198898,0.0,0.0,ssp585
AGO,Angola,332.0,493998.7692,0.258889521440158,0.24777035328159236,0.014330150051423135,8.6105421686747,0.4500144826645394,0.27786148765650476,0.0,0.0,ssp585
ZAF,South Africa,158.0,235095.79979999992,0.2562962310275522,0.2869718302340643,0.0025150890395564426,8.800000000000006,0.3760343863684002,0.27947698257718673,0.0,0.0,ssp585
VCT,Saint Vincent and the Grenadines,5.0,7439.7405,0.25576022764923906,0.32390261061963843,0.26685284028689576,8.400000000000002,0.3126964077980662,0.25586706911119866,0.0,0.0,ssp585
NIC,Nicaragua,450.0,669576.645,0.25444433427844304,0.2632189851325716,0.29151733534450824,8.093333333333334,0.4094494723738575,0.33575798355449565,0.0,0.0,ssp585
TZA,"Tanzania, United Republic of",617.0,918063.9776999999,0.2531145486216443,0.21817713773064912,0.19463165448422015,8.107617504051865,0.4800865991877322,0.2874552310060228,0.0,0.0,ssp585
LCA,Saint Lucia,18.0,26783.065800000004,0.24814332890261467,0.3064453428664746,0.23193830478056812,8.4,0.3164021915645914,0.25373797305079976,0.0,0.0,ssp585
BHS,Bahamas,1484.0,2208114.9804,0.2473319968573897,0.24778188357059996,0.23519924397344208,8.146765498652293,0.4114701835736323,0.2907197080221999,0.0,0.0,ssp585
KIR,Kiribati,56.0,83325.0936,0.24272197792543881,0.30421962042251927,0.08633039730762339,8.696428571428573,0.3020405590472639,0.2949586374529103,0.0,0.0,ssp585
COL,Colombia,1532.0,2279536.4891999997,0.24161898598856685,0.13324922879286444,0.04935311380853132,8.056005221932116,0.5833145719737821,0.2755262787431247,0.0,0.0,ssp585
BEN,Benin,45.0,66957.6645,0.24017973117316388,0.1666666666666668,0.0,8.300000000000002,0.5228213261327685,0.24017973117316394,0.0,0.0,ssp585
SAU,Saudi Arabia,958.0,1425454.2798000004,0.2345537239627934,0.10602089901106314,0.057404160085949806,7.924739039665969,0.6051442481908726,0.2522032008578604,0.0,0.0,ssp585
OMN,Oman,155.0,230631.95549999995,0.2322749236236689,0.13824540170964394,0.03778112599993286,8.101290322580649,0.5438407425628231,0.25353291451071974,0.0,0.0,ssp585
YEM,Yemen,144.0,214264.52639999997,0.23111626657511386,0.14658688132923783,0.017710799695512393,8.178472222222226,0.5260760863683165,0.27735368688879747,0.0,0.0,ssp585
SEN,Senegal,762.0,1133816.4522,0.23063395545308663,0.12596131036979816,0.004703523126798157,8.119160104986877,0.5588443342272916,0.24118473682426383,0.0,0.0,ssp585
LBR,Liberia,329.0,489534.9249,0.22963567224268108,0.2137067592994646,0.0,8.497568389057754,0.40927430864316267,0.241829911640568,0.0,0.0,ssp585
KEN,Kenya,289.0,430017.0008999999,0.2284591398536876,0.14425084085614134,0.09275279392187245,8.011072664359862,0.5211123980853898,0.2546373533679516,0.0,0.0,ssp585
TTO,Trinidad and Tobago,113.0,168138.13530000002,0.22778068636850557,0.28018644896744144,0.1794205169825022,8.4,0.29229153961594956,0.23269477882140882,0.0,0.0,ssp585
PAN,Panama,1137.0,1691796.9896999998,0.2258589690367777,0.20529864267364162,0.16575915660414128,8.1141600703606,0.4106988256665231,0.24734419603909935,0.0,0.0,ssp585
