ML,NO.,Nucleophilic-HEA,Hydrophobic-BA,Acidic-CBEA,Cationic-ATAC,Aromatic-PEA,Amide-AAm,Glass (kPa)_max,source,predicted_by_best,within_1MPa_gap,mahalanobis_to_training
SM-ETR,3,0.0793836888694998,0.5835438893985819,0.07002319449924065,0.06932849173218752,0.07877168339682292,0.1189490521036631,95.96602972399151,PRED,128.65611898601708,871.3438810139829,2.76433354618269
SM-ETR,4,0.020238536735142823,0.6092446188459986,0.03076161661059641,0.07987539447533869,0.08036285436252012,0.17951697897039842,134.12597310686482,PRED,157.569938202128,842.430061797872,3.9235551358484204
SM-ETR,5,0.01011255171544404,0.7193314128847218,0.020744961584032034,0.09996396975865462,0.09024891799467935,0.05959818606247083,171.15357395612173,PRED,172.38314908877402,827.616850911226,3.0793756475879115
SM-ETR,6,0.06887181360860153,0.7223007604181749,0.030024938159594575,0.06983061215783835,0.08917849073531789,0.019793384920473236,133.55980184005662,PRED,137.92739334615518,862.0726066538448,2.97843688919696
SM-ETR,7,0.010289737411595199,0.5995618726228988,0.029523298739557433,0.06032131289233435,0.050057051839546396,0.25024672649406826,146.46850672328378,PRED,132.05468872937263,867.9453112706274,5.145021399933462
SM-ETR,8,0.009847701872140355,0.6528973325652931,0.02961347967694518,0.060113542928981835,0.009590328420616284,0.23793761453602416,176.02264685067232,PRED,115.40791700047365,884.5920829995264,5.0463271514107735
SM-ETR,9,0.17005614873220806,0.5899004163406562,0.010304479893391581,0.03973672982768094,0.04015561214212441,0.1498466130639411,115.04600141542817,PRED,66.84550861510431,933.1544913848957,3.3870194170919325
SM-ETR,10,0.11984733797646936,0.580155385346596,0.04047078757740332,0.16975265789731636,0.07980927902961407,0.009964552172604856,171.380042462845,PRED,117.47982064829769,882.5201793517023,2.2512819676808427
SM-GBM,1,0.1104747490792623,0.5888247985830962,0.03023633637415718,0.08008133529070774,0.18014439007144087,0.010238390601335702,141.54281670205236,PRED,174.41950388048113,825.5804961195189,2.530113124215963
SM-GBM,2,0.08982283256502514,0.579292111529773,0.03083776524513135,0.10005188662743054,0.12008474216573424,0.07991066186690277,192.7246992215145,PRED,154.37581640384434,845.6241835961557,2.451819371045225
SM-GBM,3,0.010972957447198872,0.585991646863022,0.07041509822760118,0.12097938198984741,0.1511248883310362,0.060516027141294546,250.87048832271762,PRED,211.79165715229271,788.2083428477073,2.4683803251305276
SM-GBM,4,0.02976827747699041,0.6188375830090551,0.031476067055885286,0.09979645003273162,0.22012162242533798,0.0,224.0339702760085,PRED,257.08268284616145,742.9173171538386,2.9679619432591586
SM-GBM,5,0.06946658277069218,0.6107117276269584,0.059802954835411905,0.0499025110321438,0.14014367622417273,0.06997254751062079,164.24628450106158,PRED,153.4894075385542,846.5105924614459,2.585554269471562
SM-GBM,6,0.05052879400465998,0.565148691763067,0.0205524784129122,0.0604511984177732,0.24261091989772018,0.06070791750386701,173.3050247699929,PRED,237.811068782689,762.1889312173109,3.0568402795452796
SM-GBM,7,0.13100512743817244,0.534961886171871,0.03018561369260337,0.10113012317166006,0.16218379029180882,0.04053345923388451,144.60014154281671,PRED,151.62653897003753,848.3734610299625,2.1435126978918633
SM-GBM,8,0.05004781404957459,0.54968931973543,0.02013587322310775,0.08995521273401551,0.26988930938040046,0.020282470877471488,183.43949044585986,PRED,265.5358492072309,734.464150792769,3.055583189599888
SM-GBM,9,0.0804710252131081,0.5441322771286901,0.04135511631794169,0.15150811610767745,0.13190329862969777,0.050630166602884503,249.2285916489738,PRED,155.65566845081634,844.3443315491836,2.1664852298165123
SM-GBM,10,0.029717581777783213,0.5492055253073844,0.030660534146412084,0.07018177549934941,0.32023458326907134,0.0,42.1797593772116,PRED,285.78516419323745,714.2148358067625,3.573181381039076
RFR-GP-2rd-pred,1,0.0,0.6192433539426908,0.0,0.17043234953189607,0.21032429652541432,0.0,219.39136588818118,PRED,232.639190353633,767.360809646367,3.051171414331842
RFR-GP-2rd-pred,3,0.0,0.629819080934605,0.0,0.3000342064791126,0.07014671258628262,0.0,101.79759377211606,PRED,90.03061113860738,909.9693888613926,3.6033968600498323
RFR-GP-2rd-pred,4,0.0,0.4598666661957702,0.0,0.19992014642060546,0.34021318738362477,0.0,195.72540693559802,PRED,214.8449832865428,785.1550167134571,3.49555774249231
RFR-GP-2rd-pred,5,0.0,0.21006775997132376,0.0,0.45002433508783557,0.33990790494084083,0.0,131.01203113941966,PRED,13.891851726583724,986.1081482734163,4.650067832377133
RFR-GP-2rd-pred,6,0.0,0.36979769383923783,0.0,0.2502907751507629,0.3799115310099966,0.0,128.40764331210192,PRED,133.6840766462333,866.3159233537667,3.833336639250928
RFR-GP-2rd-pred,7,0.0,0.4749385518910037,0.0,0.2827468472731347,0.24231460083585807,0.0,153.82873319179052,PRED,114.69408420598226,885.3059157940178,3.1585440400798683
RFR-GP-2rd-pred,8,0.0,0.18978944460297642,0.0,0.360253550428691,0.4499570049683317,0.0,152.86624203821657,PRED,25.992233882870057,974.0077661171299,4.85662014944639
RFR-GP-2rd-pred,9,0.0,0.5501050144621554,0.0,0.06018156396831008,0.3098132536408657,0.07990016792866723,221.20311394196744,PRED,292.62284754995494,707.3771524500451,3.739000095808968
RFR-GP-2rd-pred,10,0.0,0.35127093436126383,0.0,0.3193809825462181,0.23922426542260788,0.09012381766990858,157.8485491861288,PRED,69.17102851823421,930.8289714817658,3.5683458421820475
GP-GP-2rd-pred,1,0.0,0.6500774895758523,0.0,0.009903284052116578,0.3400192263720315,0.0,152.9794762915782,PRED,244.72648325588204,755.273516744118,4.322279750424588
GP-GP-2rd-pred,2,0.0,0.6199326361010132,0.0,0.030074186330798912,0.34999317756818826,0.0,177.43807501769285,PRED,272.9243691589858,727.0756308410141,4.228495422151666
GP-GP-2rd-pred,3,0.0,0.6100651329642471,0.0,0.03997199321789556,0.34996287381786156,0.0,196.4614295824487,PRED,284.0013244657878,715.9986755342122,4.161998218282841
GP-GP-2rd-pred,4,0.0,0.6402880697187442,0.0,0.04991790454403562,0.30979402573722414,0.0,241.13234253361642,PRED,290.82351782635664,709.1764821736433,3.896174579005836
GP-GP-2rd-pred,5,0.0,0.610219200084122,0.0,0.050019276625789845,0.3397615232900878,0.0,253.70134465675866,PRED,293.96540230418225,706.0345976958178,4.042574285435242
GP-GP-2rd-pred,7,0.0,0.6060517709231227,0.0,0.04048352420304563,0.3534647048738314,0.0,206.70912951167728,PRED,284.2417073746395,715.7582926253606,4.179236083464109
GP-GP-2rd-pred,10,0.0,0.629477516904649,0.0,0.060727362401018864,0.30979512069433035,0.0,281.6135881104034,PRED,299.9543635226338,700.0456364773662,3.8277828612810407
RFR-GP-3rd-pred,1,0.0,0.6097371466101064,0.0,0.08000005423721657,0.31026279915267724,0.0,229.69568294409058,PRED,309.73524607610756,690.2647539238924,3.707705848747166
RFR-GP-3rd-pred,2,0.0,0.5697701241069648,0.0,0.10015256785522626,0.330077308037806,0.0,206.65251238499647,PRED,310.9429093220202,689.0570906779798,3.7048781121826297
RFR-GP-3rd-pred,4,0.0,0.539657245652324,0.0,0.06001198946971338,0.25011739945820494,0.15021336541975822,101.3446567586695,PRED,265.81262165233153,734.1873783476685,4.0134202721014764
RFR-GP-3rd-pred,5,0.0,0.4255505410460293,0.0,0.1385728403353752,0.38646157877441417,0.04941503984418106,117.310686482661,PRED,261.62585580741006,738.3741441925899,3.9185286250682116
RFR-GP-3rd-pred,6,0.021470921801020653,0.3327401978681413,0.02029533095585027,0.23174235660496248,0.3629444161878205,0.030806776582209573,193.5739561217268,PRED,151.30475584805637,848.6952441519436,3.628578650008932
RFR-GP-3rd-pred,7,0.0,0.29695967595683287,0.0,0.20782084610479792,0.2973125132243898,0.1979069647139796,155.07430997876858,PRED,171.59608019558743,828.4039198044126,4.874669562916119
RFR-GP-3rd-pred,8,0.009970656910408639,0.4098140035643566,0.020126289805429083,0.0,0.39997783426823935,0.16011121545156465,62.22222222222222,PRED,198.27819588831323,801.7218041116868,5.326679807310877
RFR-GP-3rd-pred,9,0.14839909282488428,0.3662071735437376,0.009875221837254046,0.07925387369964097,0.38582840431218046,0.010436233782305002,147.99716914366596,PRED,176.26369784909315,823.7363021509068,3.823202312766198
RFR-GP-3rd-pred,10,0.0,0.3026869124989193,0.0,0.1618195430236925,0.2628894011568846,0.27260414332050337,160.2830856334041,PRED,205.45656768197432,794.5434323180257,5.966335156269212
GP-GP-3rd-pred,1,0.0,0.6097371466101064,0.0,0.08000005423721657,0.31026279915267724,0.0,229.69568294409058,PRED,309.73524607610756,690.2647539238924,3.707705848747166
GP-GP-3rd-pred,2,0.0,0.59987425392149,0.0,0.07018454874162641,0.3299411973368838,0.0,225.3927813163482,PRED,307.43004668984435,692.5699533101556,3.8614270331841505
GP-GP-3rd-pred,3,0.0,0.6063188913985983,0.0,0.08081296353314583,0.31286814506825583,0.0,229.7523000707714,PRED,310.27401702228497,689.725982977715,3.7149583518754024
GP-GP-3rd-pred,4,0.0,0.59987425392149,0.0,0.07018454874162641,0.3299411973368838,0.0,225.3927813163482,PRED,307.43004668984435,692.5699533101556,3.8614270331841505
GP-GP-3rd-pred,5,0.0,0.6398925234534203,0.0,0.07014122615059554,0.28996625039598395,0.0,235.47062986553433,PRED,300.92946666074937,699.0705333392507,3.681724960114957
GP-GP-3rd-pred,6,0.0,0.6502067967256617,0.0,0.08003454420927895,0.2697586590650559,0.0,245.0955414012739,PRED,297.79933270724723,702.2006672927528,3.562140975466338
GP-GP-3rd-pred,7,0.0,0.6664812891286024,0.0,0.08069229982169294,0.25282641104970216,0.0,232.07360226468506,PRED,289.5492005172265,710.4507994827735,3.5094814431418477
GP-GP-3rd-pred,8,0.0,0.6299155888485775,0.0,0.05005227827225272,0.32003213287917,0.0,200.08492569002124,PRED,292.8031449432447,707.1968550567553,3.9407217540495156
GP-GP-3rd-pred,9,0.0,0.6800268403861934,0.0,0.07016794018291524,0.24980521943088732,0.0,250.98372257607926,PRED,282.29355629897213,717.7064437010279,3.5736904981526343
GP-GP-3rd-pred,10,0.0,0.48440376314619743,0.0,0.06082922074785176,0.4547670161059549,0.0,199.1224345364473,PRED,246.62569064371218,753.3743093562878,4.816909638909362
