path,region_slug,region,method,dataset_name,n_rows,start_min,end_max,unit_values,author_label,method_label
data/glambie/input/19_antarctic_and_subantarctic/antarctic_and_subantarctic_demdiff_ETH_Hugonnet_et_al.csv,antarctic_and_subantarctic,Antarctic And Subantarctic,demdiff,antarctic_and_subantarctic_demdiff_ETH_Hugonnet_et_al,4,2000.0,2020.0,m,Hugonnet et al.,DEM differencing
data/glambie/input/19_antarctic_and_subantarctic/antarctic_and_subantarctic_glaciological_UZH_GlaciolSineWave_Zemp_et_al.csv,antarctic_and_subantarctic,Antarctic And Subantarctic,glaciological,antarctic_and_subantarctic_glaciological_UZH_GlaciolSineWave_Zemp_et_al,301,1999.1666666666667,2024.25,mwe,Zemp et al.,Glaciological
data/glambie/input/19_antarctic_and_subantarctic/antarctic_and_subantarctic_glaciological_WGMS-beta_WGMS.csv,antarctic_and_subantarctic,Antarctic And Subantarctic,glaciological,antarctic_and_subantarctic_glaciological_WGMS-beta_WGMS,25,1999.25,2024.25,mwe,WGMS,Glaciological
data/glambie/input/1_alaska/alaska_altimetry_Jakob_Gourmelen_Jakob_et_al.csv,alaska,Alaska,altimetry,alaska_altimetry_Jakob_Gourmelen_Jakob_et_al,120,2010.6666666666667,2020.6666666666667,m,Jakob et al.,Altimetry
data/glambie/input/1_alaska/alaska_combined_ArcticInSituvGRACE_Box_et_al.csv,alaska,Alaska,combined,alaska_combined_ArcticInSituvGRACE_Box_et_al,52,1970.75,2022.75,Gt,Box et al.,Hybrid / combined
data/glambie/input/1_alaska/alaska_combined_Box2018_Box_et_al.csv,alaska,Alaska,combined,alaska_combined_Box2018_Box_et_al,13,2002.75,2015.75,Gt,Box et al.,Hybrid / combined
data/glambie/input/1_alaska/alaska_combined_DUS-combined_Dussaillant_et_al.csv,alaska,Alaska,combined,alaska_combined_DUS-combined_Dussaillant_et_al,25,1999.75,2024.75,mwe,Dussaillant et al.,Hybrid / combined
data/glambie/input/1_alaska/alaska_combined_Huss_Huss_et_al.csv,alaska,Alaska,combined,alaska_combined_Huss_Huss_et_al,31,1990.75,2021.75,mwe,Huss et al.,Hybrid / combined
data/glambie/input/1_alaska/alaska_demdiff_ETH_Hugonnet_et_al.csv,alaska,Alaska,demdiff,alaska_demdiff_ETH_Hugonnet_et_al,4,2000.0,2020.0,m,Hugonnet et al.,DEM differencing
data/glambie/input/1_alaska/alaska_glaciological_UZH_GlaciolSineWave_Zemp_et_al.csv,alaska,Alaska,glaciological,alaska_glaciological_UZH_GlaciolSineWave_Zemp_et_al,301,1999.6666666666667,2024.75,mwe,Zemp et al.,Glaciological
data/glambie/input/1_alaska/alaska_glaciological_WGMS-beta_WGMS.csv,alaska,Alaska,glaciological,alaska_glaciological_WGMS-beta_WGMS,25,1999.75,2024.75,mwe,WGMS,Glaciological
data/glambie/input/1_alaska/alaska_gravimetry_Harig_Group_Harig_et_al.csv,alaska,Alaska,gravimetry,alaska_gravimetry_Harig_Group_Harig_et_al,251,2002.25,2023.1666666666667,Gt,Harig et al.,Gravimetry
data/glambie/input/1_alaska/alaska_gravimetry_Jacob_2012_dmdt_Jacob_et_al.csv,alaska,Alaska,gravimetry,alaska_gravimetry_Jacob_2012_dmdt_Jacob_et_al,1,2003.0,2010.9166666666667,Gt,Jacob et al.,Gravimetry
data/glambie/input/1_alaska/alaska_gravimetry_Sasgen_AWIarc_RL01_2_Sasgen_et_al.csv,alaska,Alaska,gravimetry,alaska_gravimetry_Sasgen_AWIarc_RL01_2_Sasgen_et_al,248,2002.25,2022.9166666666667,Gt,Sasgen et al.,Gravimetry
data/glambie/input/1_alaska/alaska_gravimetry_Velicogna_Sutterley_et_al.csv,alaska,Alaska,gravimetry,alaska_gravimetry_Velicogna_Sutterley_et_al,251,2002.25,2023.1666666666667,gt,Sutterley et al.,Gravimetry
data/glambie/input/1_alaska/alaska_gravimetry_Wouters_Wouters_et_al.csv,alaska,Alaska,gravimetry,alaska_gravimetry_Wouters_Wouters_et_al,236,2002.1666666666667,2021.8333333333333,Gt,Wouters et al.,Gravimetry
data/glambie/input/2_western_canada_us/western_canada_us_altimetry_Menounos_WNA_alt1_Menounos_et_al.csv,western_canada_us,Western Canada Us,altimetry,western_canada_us_altimetry_Menounos_WNA_alt1_Menounos_et_al,1,2013.0,2020.6666666666667,m,Menounos et al.,Altimetry
data/glambie/input/2_western_canada_us/western_canada_us_altimetry_Menounos_WNA_is2gedi_Menounos_et_al.csv,western_canada_us,Western Canada Us,altimetry,western_canada_us_altimetry_Menounos_WNA_is2gedi_Menounos_et_al,1,2019.0,2023.0,m,Menounos et al.,Altimetry
data/glambie/input/2_western_canada_us/western_canada_us_combined_DUS-combined_Dussaillant_et_al.csv,western_canada_us,Western Canada Us,combined,western_canada_us_combined_DUS-combined_Dussaillant_et_al,25,1999.75,2024.75,mwe,Dussaillant et al.,Hybrid / combined
data/glambie/input/2_western_canada_us/western_canada_us_combined_Huss_Huss_et_al.csv,western_canada_us,Western Canada Us,combined,western_canada_us_combined_Huss_Huss_et_al,31,1990.75,2021.75,mwe,Huss et al.,Hybrid / combined
data/glambie/input/2_western_canada_us/western_canada_us_demdiff_ETH_Hugonnet_et_al.csv,western_canada_us,Western Canada Us,demdiff,western_canada_us_demdiff_ETH_Hugonnet_et_al,4,2000.0,2020.0,m,Hugonnet et al.,DEM differencing
data/glambie/input/2_western_canada_us/western_canada_us_glaciological_Menounos_WNA_glac_Menounos_et_al.csv,western_canada_us,Western Canada Us,glaciological,western_canada_us_glaciological_Menounos_WNA_glac_Menounos_et_al,1,2015.75,2016.75,mwe,Menounos et al.,Glaciological
data/glambie/input/2_western_canada_us/western_canada_us_glaciological_UZH_GlaciolSineWave_Zemp_et_al.csv,western_canada_us,Western Canada Us,glaciological,western_canada_us_glaciological_UZH_GlaciolSineWave_Zemp_et_al,301,1999.6666666666667,2024.75,mwe,Zemp et al.,Glaciological
data/glambie/input/2_western_canada_us/western_canada_us_glaciological_WGMS-beta_WGMS.csv,western_canada_us,Western Canada Us,glaciological,western_canada_us_glaciological_WGMS-beta_WGMS,25,1999.75,2024.75,mwe,WGMS,Glaciological
data/glambie/input/2_western_canada_us/western_canada_us_gravimetry_Harig_Group_Harig_et_al.csv,western_canada_us,Western Canada Us,gravimetry,western_canada_us_gravimetry_Harig_Group_Harig_et_al,251,2002.25,2023.1666666666667,Gt,Harig et al.,Gravimetry
data/glambie/input/2_western_canada_us/western_canada_us_gravimetry_Jacob_2012_dmdt_Jacob_et_al.csv,western_canada_us,Western Canada Us,gravimetry,western_canada_us_gravimetry_Jacob_2012_dmdt_Jacob_et_al,1,2003.0,2010.9166666666667,Gt,Jacob et al.,Gravimetry
data/glambie/input/2_western_canada_us/western_canada_us_gravimetry_Sasgen_AWIarc_RL01_2_Sasgen_et_al.csv,western_canada_us,Western Canada Us,gravimetry,western_canada_us_gravimetry_Sasgen_AWIarc_RL01_2_Sasgen_et_al,248,2002.25,2022.9166666666667,Gt,Sasgen et al.,Gravimetry
data/glambie/input/2_western_canada_us/western_canada_us_gravimetry_Wouters_Wouters_et_al.csv,western_canada_us,Western Canada Us,gravimetry,western_canada_us_gravimetry_Wouters_Wouters_et_al,236,2002.1666666666667,2021.8333333333333,Gt,Wouters et al.,Gravimetry
data/glambie/input/3_arctic_canada_north/arctic_canada_north_altimetry_Gardner2013_icesat_Gardner_et_al.csv,arctic_canada_north,Arctic Canada North,altimetry,arctic_canada_north_altimetry_Gardner2013_icesat_Gardner_et_al,1,2003.75,2009.75,m,Gardner et al.,Altimetry
data/glambie/input/3_arctic_canada_north/arctic_canada_north_altimetry_Jakob_Gourmelen_Jakob_et_al.csv,arctic_canada_north,Arctic Canada North,altimetry,arctic_canada_north_altimetry_Jakob_Gourmelen_Jakob_et_al,120,2010.6666666666667,2020.6666666666667,m,Jakob et al.,Altimetry
data/glambie/input/3_arctic_canada_north/arctic_canada_north_altimetry_Khan_Khan_et_al.csv,arctic_canada_north,Arctic Canada North,altimetry,arctic_canada_north_altimetry_Khan_Khan_et_al,3,2003.0833333333333,2023.3333333333333,m,Khan et al.,Altimetry
data/glambie/input/3_arctic_canada_north/arctic_canada_north_altimetry_Tepes_Tepes_et_al.csv,arctic_canada_north,Arctic Canada North,altimetry,arctic_canada_north_altimetry_Tepes_Tepes_et_al,1,2010.75,2017.6666666666667,m,Tepes et al.,Altimetry
data/glambie/input/3_arctic_canada_north/arctic_canada_north_combined_ArcticInSituvGRACE_Box_et_al.csv,arctic_canada_north,Arctic Canada North,combined,arctic_canada_north_combined_ArcticInSituvGRACE_Box_et_al,52,1970.75,2022.75,Gt,Box et al.,Hybrid / combined
data/glambie/input/3_arctic_canada_north/arctic_canada_north_combined_Box2018_Box_et_al.csv,arctic_canada_north,Arctic Canada North,combined,arctic_canada_north_combined_Box2018_Box_et_al,13,2002.75,2015.75,Gt,Box et al.,Hybrid / combined
data/glambie/input/3_arctic_canada_north/arctic_canada_north_combined_Colgan2015_Colgan_et_al.csv,arctic_canada_north,Arctic Canada North,combined,arctic_canada_north_combined_Colgan2015_Colgan_et_al,1,2003.75,2009.75,m,Colgan et al.,Hybrid / combined
data/glambie/input/3_arctic_canada_north/arctic_canada_north_combined_DUS-combined_Dussaillant_et_al.csv,arctic_canada_north,Arctic Canada North,combined,arctic_canada_north_combined_DUS-combined_Dussaillant_et_al,25,1999.75,2024.75,mwe,Dussaillant et al.,Hybrid / combined
data/glambie/input/3_arctic_canada_north/arctic_canada_north_combined_Huss_Huss_et_al.csv,arctic_canada_north,Arctic Canada North,combined,arctic_canada_north_combined_Huss_Huss_et_al,31,1990.75,2021.75,mwe,Huss et al.,Hybrid / combined
data/glambie/input/3_arctic_canada_north/arctic_canada_north_demdiff_ETH_Hugonnet_et_al.csv,arctic_canada_north,Arctic Canada North,demdiff,arctic_canada_north_demdiff_ETH_Hugonnet_et_al,4,2000.0,2020.0,m,Hugonnet et al.,DEM differencing
data/glambie/input/3_arctic_canada_north/arctic_canada_north_demdiff_Zheng et al._Zheng_et_al.csv,arctic_canada_north,Arctic Canada North,demdiff,arctic_canada_north_demdiff_Zheng et al._Zheng_et_al,1,2012.25,2021.5,m,Zheng et al.,DEM differencing
data/glambie/input/3_arctic_canada_north/arctic_canada_north_glaciological_UZH_GlaciolSineWave_Zemp_et_al.csv,arctic_canada_north,Arctic Canada North,glaciological,arctic_canada_north_glaciological_UZH_GlaciolSineWave_Zemp_et_al,301,1999.6666666666667,2024.75,mwe,Zemp et al.,Glaciological
data/glambie/input/3_arctic_canada_north/arctic_canada_north_glaciological_WGMS-beta_WGMS.csv,arctic_canada_north,Arctic Canada North,glaciological,arctic_canada_north_glaciological_WGMS-beta_WGMS,25,1999.75,2024.75,mwe,WGMS,Glaciological
data/glambie/input/3_arctic_canada_north/arctic_canada_north_gravimetry_Harig_Group_Harig_et_al.csv,arctic_canada_north,Arctic Canada North,gravimetry,arctic_canada_north_gravimetry_Harig_Group_Harig_et_al,251,2002.25,2023.1666666666667,Gt,Harig et al.,Gravimetry
data/glambie/input/3_arctic_canada_north/arctic_canada_north_gravimetry_Jacob_2012_dmdt_Jacob_et_al.csv,arctic_canada_north,Arctic Canada North,gravimetry,arctic_canada_north_gravimetry_Jacob_2012_dmdt_Jacob_et_al,1,2003.0,2010.9166666666667,Gt,Jacob et al.,Gravimetry
data/glambie/input/3_arctic_canada_north/arctic_canada_north_gravimetry_LEGOS-MAGELLIUM-bis_Pfeffer_et_al.csv,arctic_canada_north,Arctic Canada North,gravimetry,arctic_canada_north_gravimetry_LEGOS-MAGELLIUM-bis_Pfeffer_et_al,245,2002.25,2022.6666666666667,Gt,Pfeffer et al.,Gravimetry
data/glambie/input/3_arctic_canada_north/arctic_canada_north_gravimetry_LEGOS-MAGELLIUM_Pfeffer_et_al.csv,arctic_canada_north,Arctic Canada North,gravimetry,arctic_canada_north_gravimetry_LEGOS-MAGELLIUM_Pfeffer_et_al,245,2002.25,2022.6666666666667,Gt,Pfeffer et al.,Gravimetry
data/glambie/input/3_arctic_canada_north/arctic_canada_north_gravimetry_Sasgen_AWIarc_RL01_2_Sasgen_et_al.csv,arctic_canada_north,Arctic Canada North,gravimetry,arctic_canada_north_gravimetry_Sasgen_AWIarc_RL01_2_Sasgen_et_al,248,2002.25,2022.9166666666667,Gt,Sasgen et al.,Gravimetry
data/glambie/input/3_arctic_canada_north/arctic_canada_north_gravimetry_Velicogna_Sutterley_et_al.csv,arctic_canada_north,Arctic Canada North,gravimetry,arctic_canada_north_gravimetry_Velicogna_Sutterley_et_al,251,2002.25,2023.1666666666667,gt,Sutterley et al.,Gravimetry
data/glambie/input/3_arctic_canada_north/arctic_canada_north_gravimetry_Wouters_Wouters_et_al.csv,arctic_canada_north,Arctic Canada North,gravimetry,arctic_canada_north_gravimetry_Wouters_Wouters_et_al,236,2002.1666666666667,2021.8333333333333,Gt,Wouters et al.,Gravimetry
data/glambie/input/4_arctic_canada_south/arctic_canada_south_altimetry_Gardner2013_icesat_Gardner_et_al.csv,arctic_canada_south,Arctic Canada South,altimetry,arctic_canada_south_altimetry_Gardner2013_icesat_Gardner_et_al,1,2003.75,2009.75,m,Gardner et al.,Altimetry
data/glambie/input/4_arctic_canada_south/arctic_canada_south_altimetry_Jakob_Gourmelen_Jakob_et_al.csv,arctic_canada_south,Arctic Canada South,altimetry,arctic_canada_south_altimetry_Jakob_Gourmelen_Jakob_et_al,120,2010.6666666666667,2020.6666666666667,m,Jakob et al.,Altimetry
data/glambie/input/4_arctic_canada_south/arctic_canada_south_altimetry_Khan_Khan_et_al.csv,arctic_canada_south,Arctic Canada South,altimetry,arctic_canada_south_altimetry_Khan_Khan_et_al,3,2003.0833333333333,2023.3333333333333,m,Khan et al.,Altimetry
data/glambie/input/4_arctic_canada_south/arctic_canada_south_altimetry_Tepes_Tepes_et_al.csv,arctic_canada_south,Arctic Canada South,altimetry,arctic_canada_south_altimetry_Tepes_Tepes_et_al,1,2010.75,2017.6666666666667,m,Tepes et al.,Altimetry
data/glambie/input/4_arctic_canada_south/arctic_canada_south_combined_ArcticInSituvGRACE_Box_et_al.csv,arctic_canada_south,Arctic Canada South,combined,arctic_canada_south_combined_ArcticInSituvGRACE_Box_et_al,52,1970.75,2022.75,Gt,Box et al.,Hybrid / combined
data/glambie/input/4_arctic_canada_south/arctic_canada_south_combined_Box2018_Box_et_al.csv,arctic_canada_south,Arctic Canada South,combined,arctic_canada_south_combined_Box2018_Box_et_al,13,2002.75,2015.75,Gt,Box et al.,Hybrid / combined
data/glambie/input/4_arctic_canada_south/arctic_canada_south_combined_Colgan2015_Colgan_et_al.csv,arctic_canada_south,Arctic Canada South,combined,arctic_canada_south_combined_Colgan2015_Colgan_et_al,1,2003.75,2009.75,m,Colgan et al.,Hybrid / combined
data/glambie/input/4_arctic_canada_south/arctic_canada_south_combined_DUS-combined_Dussaillant_et_al.csv,arctic_canada_south,Arctic Canada South,combined,arctic_canada_south_combined_DUS-combined_Dussaillant_et_al,25,1999.75,2024.75,mwe,Dussaillant et al.,Hybrid / combined
data/glambie/input/4_arctic_canada_south/arctic_canada_south_combined_Huss_Huss_et_al.csv,arctic_canada_south,Arctic Canada South,combined,arctic_canada_south_combined_Huss_Huss_et_al,31,1990.75,2021.75,mwe,Huss et al.,Hybrid / combined
data/glambie/input/4_arctic_canada_south/arctic_canada_south_demdiff_ETH_Hugonnet_et_al.csv,arctic_canada_south,Arctic Canada South,demdiff,arctic_canada_south_demdiff_ETH_Hugonnet_et_al,4,2000.0,2020.0,m,Hugonnet et al.,DEM differencing
data/glambie/input/4_arctic_canada_south/arctic_canada_south_demdiff_Zheng et al._Zheng_et_al.csv,arctic_canada_south,Arctic Canada South,demdiff,arctic_canada_south_demdiff_Zheng et al._Zheng_et_al,1,2012.25,2021.5,m,Zheng et al.,DEM differencing
data/glambie/input/4_arctic_canada_south/arctic_canada_south_glaciological_UZH_GlaciolSineWave_Zemp_et_al.csv,arctic_canada_south,Arctic Canada South,glaciological,arctic_canada_south_glaciological_UZH_GlaciolSineWave_Zemp_et_al,301,1999.6666666666667,2024.75,mwe,Zemp et al.,Glaciological
data/glambie/input/4_arctic_canada_south/arctic_canada_south_glaciological_WGMS-beta_WGMS.csv,arctic_canada_south,Arctic Canada South,glaciological,arctic_canada_south_glaciological_WGMS-beta_WGMS,25,1999.75,2024.75,mwe,WGMS,Glaciological
data/glambie/input/4_arctic_canada_south/arctic_canada_south_gravimetry_Harig_Group_Harig_et_al.csv,arctic_canada_south,Arctic Canada South,gravimetry,arctic_canada_south_gravimetry_Harig_Group_Harig_et_al,251,2002.25,2023.1666666666667,Gt,Harig et al.,Gravimetry
data/glambie/input/4_arctic_canada_south/arctic_canada_south_gravimetry_Jacob_2012_dmdt_Jacob_et_al.csv,arctic_canada_south,Arctic Canada South,gravimetry,arctic_canada_south_gravimetry_Jacob_2012_dmdt_Jacob_et_al,1,2003.0,2010.9166666666667,Gt,Jacob et al.,Gravimetry
data/glambie/input/4_arctic_canada_south/arctic_canada_south_gravimetry_LEGOS-MAGELLIUM-bis_Pfeffer_et_al.csv,arctic_canada_south,Arctic Canada South,gravimetry,arctic_canada_south_gravimetry_LEGOS-MAGELLIUM-bis_Pfeffer_et_al,245,2002.25,2022.6666666666667,Gt,Pfeffer et al.,Gravimetry
data/glambie/input/4_arctic_canada_south/arctic_canada_south_gravimetry_LEGOS-MAGELLIUM_Pfeffer_et_al.csv,arctic_canada_south,Arctic Canada South,gravimetry,arctic_canada_south_gravimetry_LEGOS-MAGELLIUM_Pfeffer_et_al,245,2002.25,2022.6666666666667,Gt,Pfeffer et al.,Gravimetry
data/glambie/input/4_arctic_canada_south/arctic_canada_south_gravimetry_Sasgen_AWIarc_RL01_2_Sasgen_et_al.csv,arctic_canada_south,Arctic Canada South,gravimetry,arctic_canada_south_gravimetry_Sasgen_AWIarc_RL01_2_Sasgen_et_al,248,2002.25,2022.9166666666667,Gt,Sasgen et al.,Gravimetry
data/glambie/input/4_arctic_canada_south/arctic_canada_south_gravimetry_Velicogna_Sutterley_et_al.csv,arctic_canada_south,Arctic Canada South,gravimetry,arctic_canada_south_gravimetry_Velicogna_Sutterley_et_al,251,2002.25,2023.1666666666667,gt,Sutterley et al.,Gravimetry
data/glambie/input/4_arctic_canada_south/arctic_canada_south_gravimetry_Wouters_Wouters_et_al.csv,arctic_canada_south,Arctic Canada South,gravimetry,arctic_canada_south_gravimetry_Wouters_Wouters_et_al,236,2002.1666666666667,2021.8333333333333,Gt,Wouters et al.,Gravimetry
data/glambie/input/5_greenland_periphery/greenland_periphery_altimetry_Bolch_2013_Bolch_et_al.csv,greenland_periphery,Greenland Periphery,altimetry,greenland_periphery_altimetry_Bolch_2013_Bolch_et_al,1,2003.75,2008.1666666666667,m,Bolch et al.,Altimetry
data/glambie/input/5_greenland_periphery/greenland_periphery_altimetry_Gardner2013_icesat_Gardner_et_al.csv,greenland_periphery,Greenland Periphery,altimetry,greenland_periphery_altimetry_Gardner2013_icesat_Gardner_et_al,1,2003.75,2009.75,m,Gardner et al.,Altimetry
data/glambie/input/5_greenland_periphery/greenland_periphery_altimetry_Jakob_Gourmelen_Jakob_et_al.csv,greenland_periphery,Greenland Periphery,altimetry,greenland_periphery_altimetry_Jakob_Gourmelen_Jakob_et_al,120,2010.6666666666667,2020.6666666666667,m,Jakob et al.,Altimetry
data/glambie/input/5_greenland_periphery/greenland_periphery_altimetry_Khan_Khan_et_al.csv,greenland_periphery,Greenland Periphery,altimetry,greenland_periphery_altimetry_Khan_Khan_et_al,3,2003.0833333333333,2021.9166666666667,m,Khan et al.,Altimetry
data/glambie/input/5_greenland_periphery/greenland_periphery_altimetry_Nilsson_Gardner_Nilsson_et_al.csv,greenland_periphery,Greenland Periphery,altimetry,greenland_periphery_altimetry_Nilsson_Gardner_Nilsson_et_al,359,1992.0,2021.9166666666667,m,Nilsson et al.,Altimetry
data/glambie/input/5_greenland_periphery/greenland_periphery_combined_Colgan2015_Colgan_et_al.csv,greenland_periphery,Greenland Periphery,combined,greenland_periphery_combined_Colgan2015_Colgan_et_al,1,2003.75,2009.75,m,Colgan et al.,Hybrid / combined
data/glambie/input/5_greenland_periphery/greenland_periphery_combined_DUS-combined_Dussaillant_et_al.csv,greenland_periphery,Greenland Periphery,combined,greenland_periphery_combined_DUS-combined_Dussaillant_et_al,25,1999.75,2024.75,mwe,Dussaillant et al.,Hybrid / combined
data/glambie/input/5_greenland_periphery/greenland_periphery_combined_Huss_Huss_et_al.csv,greenland_periphery,Greenland Periphery,combined,greenland_periphery_combined_Huss_Huss_et_al,31,1990.75,2021.75,mwe,Huss et al.,Hybrid / combined
data/glambie/input/5_greenland_periphery/greenland_periphery_demdiff_DLR_Abdullahi_et_al.csv,greenland_periphery,Greenland Periphery,demdiff,greenland_periphery_demdiff_DLR_Abdullahi_et_al,1,2010.9166666666667,2017.75,m,Abdullahi et al.,DEM differencing
data/glambie/input/5_greenland_periphery/greenland_periphery_demdiff_ETH_Hugonnet_et_al.csv,greenland_periphery,Greenland Periphery,demdiff,greenland_periphery_demdiff_ETH_Hugonnet_et_al,4,2000.0,2020.0,m,Hugonnet et al.,DEM differencing
data/glambie/input/5_greenland_periphery/greenland_periphery_demdiff_Zheng et al._Zheng_et_al.csv,greenland_periphery,Greenland Periphery,demdiff,greenland_periphery_demdiff_Zheng et al._Zheng_et_al,1,2012.3333333333333,2021.5833333333333,m,Zheng et al.,DEM differencing
data/glambie/input/5_greenland_periphery/greenland_periphery_glaciological_UZH_GlaciolSineWave_Zemp_et_al.csv,greenland_periphery,Greenland Periphery,glaciological,greenland_periphery_glaciological_UZH_GlaciolSineWave_Zemp_et_al,301,1999.6666666666667,2024.75,mwe,Zemp et al.,Glaciological
data/glambie/input/5_greenland_periphery/greenland_periphery_glaciological_WGMS-beta_WGMS.csv,greenland_periphery,Greenland Periphery,glaciological,greenland_periphery_glaciological_WGMS-beta_WGMS,25,1999.75,2024.75,mwe,WGMS,Glaciological
data/glambie/input/6_iceland/iceland_altimetry_Foresta_Foresta_et_al.csv,iceland,Iceland,altimetry,iceland_altimetry_Foresta_Foresta_et_al,1,2010.75,2015.6666666666667,m,Foresta et al.,Altimetry
data/glambie/input/6_iceland/iceland_altimetry_Jakob_Gourmelen_Jakob_et_al.csv,iceland,Iceland,altimetry,iceland_altimetry_Jakob_Gourmelen_Jakob_et_al,120,2010.6666666666667,2020.6666666666667,m,Jakob et al.,Altimetry
data/glambie/input/6_iceland/iceland_altimetry_Tepes_Tepes_et_al.csv,iceland,Iceland,altimetry,iceland_altimetry_Tepes_Tepes_et_al,1,2010.75,2017.6666666666667,m,Tepes et al.,Altimetry
data/glambie/input/6_iceland/iceland_combined_ArcticInSituvGRACE_Box_et_al.csv,iceland,Iceland,combined,iceland_combined_ArcticInSituvGRACE_Box_et_al,34,1988.75,2022.75,Gt,Box et al.,Hybrid / combined
data/glambie/input/6_iceland/iceland_combined_Box2018_Box_et_al.csv,iceland,Iceland,combined,iceland_combined_Box2018_Box_et_al,13,2002.75,2015.75,Gt,Box et al.,Hybrid / combined
data/glambie/input/6_iceland/iceland_combined_DUS-combined_Dussaillant_et_al.csv,iceland,Iceland,combined,iceland_combined_DUS-combined_Dussaillant_et_al,25,1999.75,2024.75,mwe,Dussaillant et al.,Hybrid / combined
data/glambie/input/6_iceland/iceland_combined_Huss_Huss_et_al.csv,iceland,Iceland,combined,iceland_combined_Huss_Huss_et_al,31,1990.75,2021.75,mwe,Huss et al.,Hybrid / combined
data/glambie/input/6_iceland/iceland_combined_Iceland-mb-group_smb_Palsson_et_al.csv,iceland,Iceland,combined,iceland_combined_Iceland-mb-group_smb_Palsson_et_al,26,1996.75,2022.75,mwe,Palsson et al.,Hybrid / combined
data/glambie/input/6_iceland/iceland_combined_Iceland-mb-group_tot_Palsson_et_al.csv,iceland,Iceland,combined,iceland_combined_Iceland-mb-group_tot_Palsson_et_al,26,1996.75,2022.75,mwe,Palsson et al.,Hybrid / combined
data/glambie/input/6_iceland/iceland_demdiff_ETH_Hugonnet_et_al.csv,iceland,Iceland,demdiff,iceland_demdiff_ETH_Hugonnet_et_al,4,2000.0,2020.0,m,Hugonnet et al.,DEM differencing
data/glambie/input/6_iceland/iceland_demdiff_UIO_ASTER_Piermattei_et_al.csv,iceland,Iceland,demdiff,iceland_demdiff_UIO_ASTER_Piermattei_et_al,2,2003.75,2019.75,m,Piermattei et al.,DEM differencing
data/glambie/input/6_iceland/iceland_demdiff_UIO_SPOT5ArticDEM_Piermattei_et_al.csv,iceland,Iceland,demdiff,iceland_demdiff_UIO_SPOT5ArticDEM_Piermattei_et_al,2,2003.75,2021.75,m,Piermattei et al.,DEM differencing
data/glambie/input/6_iceland/iceland_demdiff_Zheng et al._Zheng_et_al.csv,iceland,Iceland,demdiff,iceland_demdiff_Zheng et al._Zheng_et_al,1,2012.5833333333333,2021.5833333333333,m,Zheng et al.,DEM differencing
data/glambie/input/6_iceland/iceland_glaciological_UZH_GlaciolSineWave_Zemp_et_al.csv,iceland,Iceland,glaciological,iceland_glaciological_UZH_GlaciolSineWave_Zemp_et_al,301,1999.6666666666667,2024.75,mwe,Zemp et al.,Glaciological
data/glambie/input/6_iceland/iceland_glaciological_WGMS-beta_WGMS.csv,iceland,Iceland,glaciological,iceland_glaciological_WGMS-beta_WGMS,25,1999.75,2024.75,mwe,WGMS,Glaciological
data/glambie/input/6_iceland/iceland_gravimetry_Harig_Group_Harig_et_al.csv,iceland,Iceland,gravimetry,iceland_gravimetry_Harig_Group_Harig_et_al,251,2002.25,2023.1666666666667,Gt,Harig et al.,Gravimetry
data/glambie/input/6_iceland/iceland_gravimetry_Jacob_2012_dmdt_Jacob_et_al.csv,iceland,Iceland,gravimetry,iceland_gravimetry_Jacob_2012_dmdt_Jacob_et_al,1,2003.0,2010.9166666666667,Gt,Jacob et al.,Gravimetry
data/glambie/input/6_iceland/iceland_gravimetry_LEGOS-MAGELLIUM-bis_Pfeffer_et_al.csv,iceland,Iceland,gravimetry,iceland_gravimetry_LEGOS-MAGELLIUM-bis_Pfeffer_et_al,245,2002.25,2022.6666666666667,Gt,Pfeffer et al.,Gravimetry
data/glambie/input/6_iceland/iceland_gravimetry_LEGOS-MAGELLIUM_Pfeffer_et_al.csv,iceland,Iceland,gravimetry,iceland_gravimetry_LEGOS-MAGELLIUM_Pfeffer_et_al,245,2002.25,2022.6666666666667,Gt,Pfeffer et al.,Gravimetry
data/glambie/input/6_iceland/iceland_gravimetry_Sasgen_AWIarc_RL01_2_Sasgen_et_al.csv,iceland,Iceland,gravimetry,iceland_gravimetry_Sasgen_AWIarc_RL01_2_Sasgen_et_al,248,2002.25,2022.9166666666667,Gt,Sasgen et al.,Gravimetry
data/glambie/input/6_iceland/iceland_gravimetry_Velicogna_Sutterley_et_al.csv,iceland,Iceland,gravimetry,iceland_gravimetry_Velicogna_Sutterley_et_al,251,2002.25,2023.1666666666667,gt,Sutterley et al.,Gravimetry
data/glambie/input/6_iceland/iceland_gravimetry_Wouters_Wouters_et_al.csv,iceland,Iceland,gravimetry,iceland_gravimetry_Wouters_Wouters_et_al,236,2002.1666666666667,2021.8333333333333,Gt,Wouters et al.,Gravimetry
data/glambie/input/7_svalbard/svalbard_altimetry_Gardner2013_icesat_Gardner_et_al.csv,svalbard,Svalbard,altimetry,svalbard_altimetry_Gardner2013_icesat_Gardner_et_al,1,2003.75,2009.75,m,Gardner et al.,Altimetry
data/glambie/input/7_svalbard/svalbard_altimetry_Jakob_Gourmelen_Jakob_et_al.csv,svalbard,Svalbard,altimetry,svalbard_altimetry_Jakob_Gourmelen_Jakob_et_al,120,2010.6666666666667,2020.6666666666667,m,Jakob et al.,Altimetry
