repetition,cell_ids,unique_presented_mutations,n_unique_mutations,n_presentations,selected_mutation_hits,covered_ge_1,covered_ge_2,covered_ge_3,cell_p_response,num_presented_peptides
2,68,"['mut11', 'mut19', 'mut28', 'mut33']",4,24,4,True,True,True,0.862814006962077,17
2,69,"['mut19', 'mut28', 'mut33', 'mut8']",4,22,3,True,True,True,0.8362392376866596,13
2,70,"['mut11', 'mut15', 'mut19', 'mut28', 'mut33']",5,24,5,True,True,True,0.8722621269289772,15
2,71,"['mut11', 'mut12', 'mut15', 'mut20', 'mut33', 'mut39']",6,31,6,True,True,True,0.9216614261745016,24
2,72,"['mut15', 'mut28']",2,28,2,True,True,False,0.9152125820921388,14
2,73,"['mut15', 'mut33']",2,19,2,True,True,False,0.8054062384408012,10
2,74,"['mut11', 'mut12', 'mut15', 'mut19', 'mut20', 'mut28', 'mut33']",7,19,7,True,True,True,0.7909744029009483,15
2,75,"['mut12', 'mut15', 'mut19', 'mut20', 'mut26']",5,26,5,True,True,True,0.8803202902111867,20
2,76,"['mut11', 'mut15', 'mut19', 'mut26', 'mut28', 'mut33']",6,29,6,True,True,True,0.9059937134462044,24
2,77,"['mut11', 'mut19', 'mut28', 'mut33']",4,30,4,True,True,True,0.9187167894742398,18
2,78,"['mut11', 'mut15', 'mut19', 'mut20', 'mut28']",5,24,5,True,True,True,0.8587483540407391,20
2,79,"['mut19', 'mut28']",2,24,2,True,True,False,0.8699207154844304,12
2,80,"['mut15', 'mut28', 'mut33']",3,30,3,True,True,True,0.9195296213681612,18
2,81,"['mut11', 'mut19', 'mut28', 'mut33']",4,18,4,True,True,True,0.7732542941479772,13
2,82,"['mut28', 'mut33']",2,24,2,True,True,False,0.8787540217112435,13
2,83,"['mut12', 'mut15', 'mut20', 'mut28']",4,39,4,True,True,True,0.96590320430954,21
2,84,"['mut15', 'mut28', 'mut33']",3,29,3,True,True,True,0.9182600230974488,16
2,85,"['mut12', 'mut15', 'mut39']",3,36,3,True,True,True,0.9542088597006516,20
2,86,"['mut11', 'mut15', 'mut19', 'mut33']",4,27,4,True,True,True,0.8952051409045167,17
2,87,"['mut12', 'mut26', 'mut28']",3,27,3,True,True,True,0.9118211027911584,13
2,88,"['mut19', 'mut28']",2,23,2,True,True,False,0.857292875830328,14
2,89,"['mut15', 'mut19', 'mut20', 'mut33']",4,28,4,True,True,True,0.9106180257264072,18
2,90,"['mut12', 'mut15', 'mut19', 'mut20', 'mut28', 'mut33']",6,25,6,True,True,True,0.871418520149869,19
2,91,"['mut11', 'mut19', 'mut28', 'mut33']",4,32,4,True,True,True,0.9324883504503874,21
2,92,"['mut11', 'mut28']",2,31,2,True,True,False,0.9609597469323968,13
2,93,"['mut15', 'mut28', 'mut33']",3,29,3,True,True,True,0.9207750826820356,17
2,94,"['mut19', 'mut26']",2,24,2,True,True,False,0.8863148361337535,12
2,95,"['mut20', 'mut26', 'mut28', 'mut33', 'mut39']",5,34,5,True,True,True,0.94711123349745,20
2,96,"['mut12', 'mut28']",2,20,2,True,True,False,0.8332223605585792,10
2,97,"['mut11', 'mut12', 'mut15', 'mut19', 'mut28', 'mut33']",6,27,6,True,True,True,0.8947969682688035,19
2,98,"['mut15', 'mut28']",2,25,2,True,True,False,0.91811960553777,12
2,99,"['mut12', 'mut28']",2,34,2,True,True,False,0.9999999834325788,10
3,0,"['mut12', 'mut15', 'mut33', 'mut39']",4,34,4,True,True,True,0.9704653703767484,19
3,1,"['mut11', 'mut15', 'mut19', 'mut20']",4,38,4,True,True,True,0.9840747584174626,20
3,2,"['mut11', 'mut28', 'mut33']",3,28,3,True,True,True,0.9571864565076188,12
3,3,"['mut15', 'mut33']",2,36,2,True,True,False,0.9776695495942704,17
3,4,"['mut11', 'mut12', 'mut15', 'mut20', 'mut26']",5,26,5,True,True,True,0.9274819588289004,18
3,5,"['mut12', 'mut15', 'mut19', 'mut20', 'mut28']",5,24,5,True,True,True,0.9065411015090328,17
3,6,"['mut26', 'mut28']",2,22,2,True,True,False,0.9167239550074632,10
3,7,"['mut15', 'mut19', 'mut20', 'mut28', 'mut33']",5,41,5,True,True,True,0.984373994826734,25
3,8,"['mut12', 'mut15', 'mut20', 'mut28', 'mut44']",5,27,5,True,True,True,0.9332504255631494,19
3,9,"['mut11', 'mut12', 'mut19', 'mut20']",4,36,4,True,True,True,0.977477164537774,19
3,10,"['mut19', 'mut20', 'mut28']",3,26,3,True,True,True,0.9311995198956848,14
3,11,"['mut15', 'mut20', 'mut26', 'mut28']",4,32,4,True,True,True,0.9640219835417086,18
3,12,"['mut12', 'mut15', 'mut19', 'mut26', 'mut28']",5,32,5,True,True,True,0.9616997539033676,21
3,13,"['mut19', 'mut28']",2,27,2,True,True,False,0.984455124568228,10
3,14,"['mut19', 'mut28', 'mut33', 'mut44']",4,34,4,True,True,True,0.9767391133077996,17
3,15,"['mut12', 'mut19', 'mut26', 'mut33']",4,26,4,True,True,True,0.9373237153722274,16
3,16,"['mut20', 'mut28', 'mut33']",3,33,3,True,True,True,0.9746689047216536,15
3,17,"['mut12', 'mut15', 'mut33', 'mut39']",4,21,4,True,True,True,0.8688848018200519,18
3,18,"['mut11', 'mut15', 'mut28', 'mut33']",4,30,4,True,True,True,0.9542288607858286,19
3,19,"['mut15', 'mut28']",2,23,2,True,True,False,0.920509214197135,11
3,20,"['mut11', 'mut15', 'mut19', 'mut20']",4,23,4,True,True,True,0.8961567807236756,17
3,21,"['mut11', 'mut12', 'mut19', 'mut20', 'mut28']",5,25,5,True,True,True,0.9152386383366724,19
3,22,"['mut19', 'mut28', 'mut33']",3,24,3,True,True,True,0.9126343137625614,14
3,23,"['mut11', 'mut12', 'mut26', 'mut28', 'mut39']",5,35,5,True,True,True,0.9795789194020084,17
3,24,"['mut11', 'mut15', 'mut19', 'mut33', 'mut39']",5,22,5,True,True,True,0.8834531553928029,18
3,25,"['mut28', 'mut33']",2,29,2,True,True,False,0.9532705456142776,17
3,26,"['mut15', 'mut26', 'mut28', 'mut33', 'mut39']",5,26,5,True,True,True,0.930771182918468,17
3,27,"['mut15', 'mut20', 'mut26']",3,29,3,True,True,True,0.9483091484232672,17
3,28,"['mut12', 'mut19', 'mut20', 'mut28']",4,22,4,True,True,True,0.8978079536186997,13
3,29,"['mut15', 'mut20', 'mut26', 'mut28', 'mut33']",5,26,5,True,True,True,0.927309743079747,17
3,30,"['mut15', 'mut28', 'mut39']",3,26,3,True,True,True,0.927309743079747,17
3,31,"['mut15', 'mut20', 'mut26', 'mut28', 'mut44']",5,18,5,True,True,True,0.8219423652039571,17
3,32,"['mut28', 'mut33', 'mut39']",3,34,3,True,True,True,0.9686594492596508,24
3,33,"['mut12', 'mut15', 'mut19', 'mut28']",4,33,4,True,True,True,0.9627721611353284,21
3,34,"['mut11', 'mut12', 'mut15', 'mut19', 'mut20', 'mut28', 'mut33']",7,35,7,True,True,True,0.9689960241747776,25
3,35,"['mut19', 'mut20', 'mut28']",3,21,3,True,True,True,0.8778400410575682,15
3,36,"['mut12', 'mut15', 'mut28', 'mut33', 'mut39']",5,19,5,True,True,True,0.8498402665717361,13
3,37,"['mut12', 'mut15', 'mut19', 'mut28', 'mut33']",5,31,5,True,True,True,0.9540397062288176,21
3,38,"['mut12', 'mut28', 'mut33']",3,24,3,True,True,True,0.9256709384774509,12
3,39,"['mut11', 'mut15', 'mut19', 'mut33']",4,13,4,True,True,True,0.7161043888376333,11
3,40,"['mut15', 'mut19', 'mut28']",3,31,3,True,True,True,0.9569920246339324,20
3,41,"['mut15', 'mut19', 'mut20', 'mut28']",4,19,4,True,True,True,0.8498402665717361,13
3,42,"['mut15', 'mut19']",2,34,2,True,True,False,0.973993415069537,14
3,43,"['mut11', 'mut12']",2,26,2,True,True,False,0.9668863992192572,11
3,44,"['mut11', 'mut19', 'mut20', 'mut28']",4,36,4,True,True,True,0.9782787936348646,21
3,45,"['mut12', 'mut15', 'mut20', 'mut26', 'mut28', 'mut33']",6,28,6,True,True,True,0.937584800869564,20
3,46,"['mut15', 'mut26', 'mut33']",3,26,3,True,True,True,0.9303395141072324,14
3,47,"['mut20', 'mut28', 'mut33']",3,19,3,True,True,True,0.8464275154534846,14
3,48,"['mut12', 'mut19', 'mut20', 'mut28']",4,30,4,True,True,True,0.9580431296595346,18
3,49,"['mut15', 'mut26', 'mut28', 'mut33']",4,34,4,True,True,True,0.9671745537369504,23
3,50,"['mut11', 'mut15', 'mut28']",3,22,3,True,True,True,0.8900560356080519,15
3,51,"['mut12', 'mut15', 'mut19', 'mut26', 'mut28']",5,37,5,True,True,True,0.976456354850577,25
3,52,"['mut11', 'mut15', 'mut28', 'mut33']",4,31,4,True,True,True,0.9578697381410604,20
3,53,"['mut20', 'mut28']",2,32,2,True,True,False,0.9821297346542393,15
3,54,"['mut26', 'mut28', 'mut33']",3,33,3,True,True,True,0.973831502871071,17
3,55,"['mut26', 'mut28', 'mut33']",3,32,3,True,True,True,0.9700931467258228,17
3,56,"['mut11', 'mut12', 'mut15', 'mut19', 'mut20', 'mut28', 'mut33', 'mut39']",8,27,8,True,True,True,0.9297829020510208,20
3,57,"['mut15', 'mut19', 'mut28']",3,31,3,True,True,True,0.9586262775634088,21
3,58,"['mut12', 'mut19', 'mut28']",3,27,3,True,True,True,0.9378094577453988,16
3,59,"['mut12', 'mut19', 'mut28', 'mut33']",4,25,4,True,True,True,0.9301943028683112,15
3,60,"['mut12', 'mut19', 'mut33', 'mut39']",4,28,4,True,True,True,0.9383553586951614,20
3,61,"['mut11', 'mut26', 'mut28', 'mut44']",4,27,4,True,True,True,0.948265270986726,13
3,62,"['mut26', 'mut33']",2,23,2,True,True,False,0.9116970956133388,11
3,63,"['mut11', 'mut12', 'mut15', 'mut19', 'mut33', 'mut39']",6,28,6,True,True,True,0.9440575089476786,18
3,64,"['mut11', 'mut19', 'mut20', 'mut44']",4,29,4,True,True,True,0.9486028360540212,18
3,65,"['mut11', 'mut12', 'mut15', 'mut19', 'mut20', 'mut28', 'mut33']",7,30,7,True,True,True,0.9456299455089712,26
3,66,"['mut12', 'mut15', 'mut19', 'mut20', 'mut33']",5,28,5,True,True,True,0.9363174943178046,22
3,67,"['mut15', 'mut19', 'mut20', 'mut33']",4,24,4,True,True,True,0.904643469585592,19
3,68,"['mut15', 'mut19', 'mut26', 'mut28', 'mut33']",5,24,5,True,True,True,0.9086179837140542,16
3,69,"['mut12', 'mut20', 'mut33']",3,31,3,True,True,True,0.9564991181601988,18
3,70,['mut44'],1,2,1,True,False,False,0.1735682478069135,2
3,71,"['mut12', 'mut15', 'mut20', 'mut28', 'mut33']",5,31,5,True,True,True,0.9603507577186394,18
3,72,"['mut11', 'mut12', 'mut15', 'mut20', 'mut26', 'mut44']",6,31,6,True,True,True,0.955316380724214,21
3,73,"['mut11', 'mut12', 'mut15', 'mut33']",4,23,4,True,True,True,0.8974387954630882,17
3,74,"['mut12', 'mut15', 'mut20', 'mut33']",4,21,4,True,True,True,0.8714940450950874,16
3,75,"['mut15', 'mut19', 'mut20', 'mut28']",4,25,4,True,True,True,0.91692542229439,17
3,76,"['mut12', 'mut15', 'mut19']",3,29,3,True,True,True,0.9698967239205604,12
3,77,"['mut11', 'mut15', 'mut19', 'mut20', 'mut26', 'mut28']",6,24,6,True,True,True,0.9102589442674318,17
3,78,"['mut12', 'mut19', 'mut26', 'mut28', 'mut33']",5,14,5,True,True,True,0.7444939468310185,11
3,79,"['mut12', 'mut15', 'mut19', 'mut33', 'mut39']",5,34,5,True,True,True,0.9660088708632114,24
3,80,"['mut11', 'mut15', 'mut20', 'mut28', 'mut33']",5,28,5,True,True,True,0.9475539135166856,18
3,81,"['mut15', 'mut28', 'mut39']",3,23,3,True,True,True,0.9004850248446087,14
3,82,"['mut15', 'mut19']",2,34,2,True,True,False,0.969241793186014,19
3,83,"['mut11', 'mut28', 'mut33']",3,30,3,True,True,True,0.9584627065780936,17
3,84,"['mut11', 'mut19', 'mut39', 'mut8']",4,38,3,True,True,True,0.9778866664662672,21
3,85,"['mut19', 'mut28', 'mut33']",3,18,3,True,True,True,0.8441822404437753,9
3,86,"['mut11', 'mut19', 'mut28']",3,24,3,True,True,True,0.9086179837140542,16
3,87,"['mut12', 'mut26', 'mut33', 'mut39']",4,22,4,True,True,True,0.8871826987010328,16
3,88,"['mut11', 'mut12', 'mut15', 'mut19', 'mut28']",5,37,5,True,True,True,0.9793561697427016,20
3,89,"['mut11', 'mut19', 'mut28', 'mut33']",4,31,4,True,True,True,0.9584669288689948,19
3,90,"['mut15', 'mut19', 'mut28']",3,26,3,True,True,True,0.9276254554253088,15
3,91,"['mut12', 'mut19', 'mut20', 'mut28', 'mut39']",5,42,5,True,True,True,0.9999999954865018,23
3,92,"['mut11', 'mut12', 'mut15', 'mut19', 'mut28']",5,30,5,True,True,True,0.9508480291185504,20
3,93,"['mut11', 'mut15', 'mut19', 'mut20', 'mut28', 'mut33']",6,27,6,True,True,True,0.9259887955395264,24
3,94,"['mut19', 'mut28', 'mut33', 'mut39']",4,27,4,True,True,True,0.9325761741025914,20
3,95,"['mut15', 'mut19', 'mut20', 'mut33']",4,21,4,True,True,True,0.8836571803344829,15
3,96,"['mut15', 'mut19', 'mut20', 'mut28']",4,29,4,True,True,True,0.9486294638526808,20
3,97,"['mut12', 'mut19', 'mut20', 'mut28', 'mut33']",5,33,5,True,True,True,0.9698626223598296,19
3,98,"['mut20', 'mut28', 'mut33', 'mut39']",4,31,4,True,True,True,0.9557632256660238,20
3,99,"['mut12', 'mut15', 'mut28', 'mut33', 'mut44']",5,33,5,True,True,True,0.9694134404937526,18
4,0,"['mut15', 'mut26', 'mut28', 'mut33', 'mut39']",5,30,5,True,True,True,0.9849906220871064,22
4,1,"['mut15', 'mut28', 'mut33']",3,24,3,True,True,True,0.9710980751038112,15
4,2,"['mut12', 'mut20', 'mut28']",3,27,3,True,True,True,0.9867231702594296,17
4,3,"['mut15', 'mut20', 'mut33']",3,35,3,True,True,True,0.9951615040491704,18
4,4,"['mut15', 'mut33']",2,14,2,True,True,False,0.8619450239324764,10
4,5,"['mut11', 'mut12', 'mut15', 'mut28', 'mut33']",5,24,5,True,True,True,0.966794090178148,19
4,6,"['mut15', 'mut20', 'mut28', 'mut39']",4,34,4,True,True,True,0.993193026401988,21
4,7,"['mut12', 'mut20', 'mut26', 'mut33']",4,32,4,True,True,True,0.9912870757113884,20
4,8,"['mut15', 'mut19', 'mut28', 'mut8']",4,27,3,True,True,True,0.977881179378682,16
4,9,"['mut12', 'mut15', 'mut28', 'mut33']",4,24,4,True,True,True,0.9728203988376428,14
4,10,"['mut12', 'mut19', 'mut26', 'mut28']",4,28,4,True,True,True,0.9961464076759976,14
4,11,"['mut15', 'mut19', 'mut28']",3,25,3,True,True,True,0.9849002216771344,13
4,12,"['mut11', 'mut33']",2,32,2,True,True,False,0.9901979585416384,21
4,13,"['mut12', 'mut15', 'mut19', 'mut33']",4,26,4,True,True,True,0.9765894311577208,17
4,14,"['mut11', 'mut12', 'mut15', 'mut39']",4,28,4,True,True,True,0.9840678031429536,18
4,15,"['mut20', 'mut28', 'mut33']",3,31,3,True,True,True,0.9937597823391964,15
4,16,"['mut11', 'mut12', 'mut15', 'mut19', 'mut20', 'mut28', 'mut33']",7,42,7,True,True,True,0.9978624317045092,26
4,17,"['mut12', 'mut15', 'mut19', 'mut28', 'mut33']",5,23,5,True,True,True,0.9573066894049188,19
4,18,"['mut11', 'mut15', 'mut19', 'mut20', 'mut28']",5,19,5,True,True,True,0.9301096213063108,13
4,19,"['mut19', 'mut26', 'mut33']",3,22,3,True,True,True,0.9847857642809826,11
4,20,"['mut11', 'mut12', 'mut19', 'mut28', 'mut33', 'mut39']",6,31,6,True,True,True,0.9874869680964744,24
4,21,"['mut12', 'mut28']",2,26,2,True,True,False,0.995674199856824,7
4,22,"['mut19', 'mut20', 'mut28', 'mut33', 'mut39']",5,20,5,True,True,True,0.9433522323826942,15
4,23,"['mut15', 'mut19', 'mut28', 'mut33']",4,20,4,True,True,True,0.9375718497156096,15
4,24,"['mut19', 'mut33', 'mut39']",3,27,3,True,True,True,0.987259556943906,15
4,25,"['mut28', 'mut33']",2,27,2,True,True,False,0.9855550601854696,13
4,26,"['mut19', 'mut26']",2,31,2,True,True,False,0.9970416744721016,13
4,27,"['mut12', 'mut15', 'mut19', 'mut26', 'mut28', 'mut39']",6,31,6,True,True,True,0.9879065245055332,19
4,28,"['mut19', 'mut28', 'mut33', 'mut44']",4,19,4,True,True,True,0.9408335628084402,11
4,29,"['mut11', 'mut15', 'mut19', 'mut28']",4,36,4,True,True,True,0.9954620172987932,21
4,30,"['mut11', 'mut15', 'mut19', 'mut28', 'mut33', 'mut39']",6,27,6,True,True,True,0.9777638943573794,20
4,31,"['mut15', 'mut19', 'mut26', 'mut28', 'mut33']",5,31,5,True,True,True,0.9879924971893852,22
4,32,"['mut19', 'mut20', 'mut26', 'mut28', 'mut33']",5,34,5,True,True,True,0.994070369417252,21
4,33,"['mut15', 'mut20', 'mut28']",3,30,3,True,True,True,0.9854075491401728,22
4,34,"['mut11', 'mut15', 'mut19', 'mut28', 'mut33']",5,32,5,True,True,True,0.989576820337921,22
4,35,"['mut12', 'mut15', 'mut28', 'mut33', 'mut39']",5,27,5,True,True,True,0.9766520846947352,21
4,36,"['mut11', 'mut15', 'mut19', 'mut28']",4,24,4,True,True,True,0.969652973165322,16
4,37,"['mut11', 'mut15', 'mut19', 'mut33']",4,30,4,True,True,True,0.9858909455251992,19
4,38,"['mut15', 'mut28', 'mut33', 'mut39']",4,24,4,True,True,True,0.9797686494512609,15
4,39,"['mut15', 'mut19', 'mut28']",3,24,3,True,True,True,0.969652973165322,16
4,40,"['mut26', 'mut39']",2,13,2,True,True,False,0.8377150029201976,9
4,41,"['mut11', 'mut15', 'mut19', 'mut20', 'mut28', 'mut39']",6,31,6,True,True,True,0.9894069608716718,22
4,42,"['mut19', 'mut28', 'mut39']",3,24,3,True,True,True,0.9820165802872468,14
4,43,"['mut15', 'mut19', 'mut20', 'mut44']",4,36,4,True,True,True,0.9953674750880728,22
4,44,"['mut15', 'mut28', 'mut39']",3,27,3,True,True,True,0.9875195684225228,14
4,45,"['mut12', 'mut15', 'mut20', 'mut26', 'mut28']",5,26,5,True,True,True,0.9810331064580834,16
4,46,"['mut19', 'mut20', 'mut26']",3,32,3,True,True,True,0.994219612284713,16
4,47,"['mut11', 'mut15']",2,23,2,True,True,False,0.969813039489254,11
4,48,"['mut12', 'mut15', 'mut19', 'mut33']",4,26,4,True,True,True,0.9767655476220796,18
4,49,"['mut26', 'mut33']",2,29,2,True,True,False,0.9920759174171816,13
4,50,"['mut28', 'mut33']",2,26,2,True,True,False,0.9916797108949692,13
4,51,"['mut15', 'mut19', 'mut20', 'mut28', 'mut33']",5,26,5,True,True,True,0.973861236718379,19
4,52,"['mut20', 'mut26', 'mut33']",3,35,3,True,True,True,0.9929643506324116,24
4,53,"['mut11', 'mut20', 'mut28', 'mut33', 'mut44']",5,31,5,True,True,True,0.9895444911324794,20
4,54,"['mut19', 'mut20', 'mut28', 'mut33', 'mut44']",5,27,5,True,True,True,0.9822975627062304,17
4,55,"['mut12', 'mut19', 'mut33']",3,21,3,True,True,True,0.9861944917169968,10
4,56,"['mut15', 'mut20', 'mut28', 'mut39', 'mut44']",5,34,5,True,True,True,0.999999998265884,16
4,57,"['mut19', 'mut28', 'mut39']",3,24,3,True,True,True,0.9762178478504544,14
4,58,"['mut20', 'mut26', 'mut28', 'mut33']",4,27,4,True,True,True,0.9836194322285148,15
4,59,"['mut12', 'mut15', 'mut20', 'mut28', 'mut33']",5,22,5,True,True,True,0.9595373069950588,15
4,60,"['mut11', 'mut15', 'mut19', 'mut28', 'mut33']",5,26,5,True,True,True,0.9745873132825814,19
4,61,"['mut11', 'mut20', 'mut28', 'mut33', 'mut39']",5,25,5,True,True,True,0.9701271340794764,18
4,62,"['mut11', 'mut15', 'mut33']",3,35,3,True,True,True,0.9974984353468092,22
4,63,"['mut19', 'mut20', 'mut28']",3,29,3,True,True,True,0.9875529705415912,18
4,64,"['mut15', 'mut19', 'mut28', 'mut33']",4,32,4,True,True,True,0.9910418712582368,18
4,65,"['mut11', 'mut15', 'mut19', 'mut28']",4,30,4,True,True,True,0.9895444928750642,19
4,66,"['mut12', 'mut15', 'mut20', 'mut28']",4,24,4,True,True,True,0.9683753299125796,18
4,67,"['mut12', 'mut19', 'mut26', 'mut33']",4,27,4,True,True,True,0.9792549531154564,18
4,68,"['mut19', 'mut28', 'mut39']",3,35,3,True,True,True,0.9956453534700676,18
4,69,"['mut12', 'mut15', 'mut19', 'mut20', 'mut33']",5,15,5,True,True,True,0.8792018700556063,11
4,70,"['mut19', 'mut28']",2,18,2,True,True,False,0.9373900382401236,9
4,71,"['mut11', 'mut12', 'mut19', 'mut28', 'mut33']",5,28,5,True,True,True,0.9799875007857256,21
4,72,"['mut12', 'mut15', 'mut19', 'mut44']",4,30,4,True,True,True,0.9913294190051082,16
4,73,"['mut15', 'mut19', 'mut28']",3,20,3,True,True,True,0.942196167548774,14
4,74,"['mut12', 'mut19', 'mut28', 'mut39']",4,24,4,True,True,True,0.9702723060475598,15
4,75,['mut20'],1,18,1,True,False,False,0.9295344044016304,12
4,76,"['mut11', 'mut19', 'mut28', 'mut33']",4,24,4,True,True,True,0.9668079336146684,17
4,77,"['mut12', 'mut15', 'mut26', 'mut28', 'mut39']",5,36,5,True,True,True,0.9954971847949876,23
4,78,"['mut11', 'mut15', 'mut19', 'mut28']",4,23,4,True,True,True,0.9660254999060331,14
4,79,"['mut19', 'mut28', 'mut33']",3,23,3,True,True,True,0.9687859206959288,15
4,80,"['mut15', 'mut19', 'mut33']",3,34,3,True,True,True,0.99533236224163,19
4,81,"['mut11', 'mut12', 'mut15', 'mut19', 'mut20', 'mut28', 'mut33', 'mut39']",8,26,8,True,True,True,0.9713987989297056,22
4,82,"['mut11', 'mut12', 'mut20', 'mut33']",4,29,4,True,True,True,0.98566699773976,17
4,83,"['mut11', 'mut12', 'mut15', 'mut28']",4,25,4,True,True,True,0.9734463458295888,17
4,84,"['mut11', 'mut12', 'mut15', 'mut26', 'mut28']",5,26,5,True,True,True,0.9743946858661168,18
4,85,"['mut11', 'mut12', 'mut19', 'mut28', 'mut33']",5,30,5,True,True,True,0.9872936528293872,20
4,86,"['mut19', 'mut39']",2,35,2,True,True,False,0.9963436208068148,17
4,87,"['mut11', 'mut19', 'mut26', 'mut28', 'mut39']",5,28,5,True,True,True,0.9846368098809304,18
4,88,"['mut15', 'mut19', 'mut20', 'mut28', 'mut39']",5,20,5,True,True,True,0.9349435558327672,17
4,89,"['mut28', 'mut39', 'mut44']",3,28,3,True,True,True,0.9876134588713038,15
4,90,"['mut12', 'mut15', 'mut20', 'mut28', 'mut39']",5,29,5,True,True,True,0.9875529705415912,18
4,91,"['mut11', 'mut20', 'mut28', 'mut39']",4,31,4,True,True,True,0.9877474486671498,21
4,92,"['mut19', 'mut20', 'mut33']",3,20,3,True,True,True,0.9445314544089948,12
4,93,"['mut11', 'mut15', 'mut19', 'mut20']",4,29,4,True,True,True,0.9880508515606056,18
4,94,"['mut11', 'mut15', 'mut19', 'mut26']",4,32,4,True,True,True,0.9931747611989704,16
4,95,"['mut12', 'mut19', 'mut28']",3,35,3,True,True,True,0.9961896832157918,19
4,96,"['mut11', 'mut15', 'mut19', 'mut28', 'mut33']",5,32,5,True,True,True,0.989197750538196,21
4,97,"['mut11', 'mut15', 'mut19', 'mut20', 'mut28', 'mut33']",6,28,6,True,True,True,0.9810759749012404,23
4,98,"['mut12', 'mut19', 'mut28', 'mut44']",4,19,4,True,True,True,0.9999999783620032,9
4,99,"['mut11', 'mut19', 'mut20', 'mut28', 'mut33']",5,26,5,True,True,True,0.9907062158889484,17
5,0,"['mut19', 'mut33']",2,27,2,True,True,False,0.9665273633824824,14
5,1,"['mut11', 'mut19', 'mut28']",3,29,3,True,True,True,0.9657240012518672,17
5,2,"['mut12', 'mut20', 'mut26', 'mut28', 'mut39', 'mut44']",6,37,6,True,True,True,0.985123849556779,23
5,3,"['mut11', 'mut12', 'mut15', 'mut19', 'mut39', 'mut44']",6,37,6,True,True,True,0.9869400071294128,22
5,4,"['mut11', 'mut12', 'mut19', 'mut20', 'mut26']",5,38,5,True,True,True,0.9999999969254016,19
5,5,"['mut15', 'mut28', 'mut39']",3,33,3,True,True,True,0.9804055484272438,18
5,6,"['mut11', 'mut20', 'mut28', 'mut39']",4,26,4,True,True,True,0.9500141809292556,16
5,7,"['mut20', 'mut26', 'mut33']",3,29,3,True,True,True,0.9609412132835546,19
5,8,"['mut15', 'mut19', 'mut20', 'mut28', 'mut33']",5,37,5,True,True,True,0.9839337514072224,25
5,9,"['mut11', 'mut12', 'mut19', 'mut28']",4,28,4,True,True,True,0.9634305979428543,14
5,10,"['mut15', 'mut19', 'mut20', 'mut33']",4,32,4,True,True,True,0.9702477020061422,23
5,11,"['mut12', 'mut15', 'mut19', 'mut20', 'mut33']",5,28,5,True,True,True,0.9629819137427444,18
5,13,"['mut12', 'mut20', 'mut26', 'mut33']",4,27,4,True,True,True,0.953697558838573,15
5,14,"['mut11', 'mut19', 'mut26', 'mut28', 'mut33']",5,33,5,True,True,True,0.9795753858808606,23
5,15,"['mut15', 'mut19', 'mut26']",3,27,3,True,True,True,0.9489844436617288,19
5,16,"['mut11', 'mut19', 'mut44']",3,28,3,True,True,True,0.9662518693817378,14
5,17,"['mut11', 'mut15', 'mut19', 'mut20', 'mut28', 'mut33']",6,30,6,True,True,True,0.9700153374714348,20
5,18,"['mut11', 'mut15', 'mut26', 'mut33']",4,22,4,True,True,True,0.911431384355327,16
5,19,"['mut12', 'mut15', 'mut28']",3,22,3,True,True,True,0.9322789292861844,11
5,20,"['mut15', 'mut20', 'mut28', 'mut39']",4,39,4,True,True,True,0.9883806565443114,26
5,21,"['mut11', 'mut28']",2,25,2,True,True,False,0.9460030060099468,13
5,22,"['mut11', 'mut15', 'mut19', 'mut26']",4,30,4,True,True,True,0.9669343661856878,18
5,23,"['mut11', 'mut12', 'mut26', 'mut33']",4,31,4,True,True,True,0.9740580742453324,19
5,24,"['mut12', 'mut15', 'mut19', 'mut20', 'mut28']",5,25,5,True,True,True,0.9430630175262844,17
5,25,"['mut19', 'mut33']",2,23,2,True,True,False,0.9471049814910169,13
5,26,"['mut20', 'mut26', 'mut28', 'mut33']",4,24,4,True,True,True,0.9314480230693298,16
5,27,"['mut12', 'mut19', 'mut28']",3,30,3,True,True,True,0.9712015892860768,15
5,28,"['mut28', 'mut33']",2,31,2,True,True,False,0.9917718780689306,14
5,29,"['mut12', 'mut19', 'mut28']",3,28,3,True,True,True,0.9713349928946274,11
5,30,"['mut15', 'mut19', 'mut26', 'mut28', 'mut33', 'mut44']",6,28,6,True,True,True,0.9535120553041768,21
5,31,"['mut11', 'mut15', 'mut26', 'mut28', 'mut33']",5,39,5,True,True,True,0.9880990769677158,24
5,32,"['mut15', 'mut19', 'mut33']",3,35,3,True,True,True,0.9795984191566764,24
5,33,"['mut11', 'mut19', 'mut20', 'mut28']",4,22,4,True,True,True,0.9209208921626796,15
5,34,"['mut11', 'mut12', 'mut15', 'mut26']",4,28,4,True,True,True,0.9539330421440538,19
5,35,"['mut12', 'mut15', 'mut28', 'mut33']",4,29,4,True,True,True,0.9595207004140818,21
5,36,"['mut19', 'mut26', 'mut28', 'mut44']",4,34,4,True,True,True,0.9838008893386736,16
5,37,"['mut15', 'mut20', 'mut28', 'mut39']",4,21,4,True,True,True,0.9173515597517212,12
5,38,"['mut19', 'mut28', 'mut33', 'mut44']",4,34,4,True,True,True,0.9825089455742716,20
