coord,shell_type,core_element,shell_element,core_size,shell_size,formula,mismatch,target_mismatch,mismatch_error,in_optimal_window,estimated_energy,path_index
"(2, 1)",Ch1,Na,Cs,13,32,Na13@Cs32,0.42473118279569877,0.14,0.28473118279569876,False,-4.997311827956988,7
"(2, 2)",Ch1,Na,Cs,13,32,Na13@Cs32,0.42473118279569877,0.14,0.28473118279569876,False,-4.997311827956988,8
"(0, 3)",Ch2,Rb,K,13,42,Rb13@K42,-0.08467741935483875,0.20500000000000002,0.28967741935483876,False,,9
"(3, 0)",Ch2,Rb,K,13,42,Rb13@K42,-0.08467741935483875,0.20500000000000002,0.28967741935483876,False,,10
"(1, 3)",Ch2,Rb,K,13,42,Rb13@K42,-0.08467741935483875,0.20500000000000002,0.28967741935483876,False,,11
"(3, 1)",Ch2,Rb,K,13,42,Rb13@K42,-0.08467741935483875,0.20500000000000002,0.28967741935483876,False,,12
"(2, 3)",Ch2,Rb,K,13,42,Rb13@K42,-0.08467741935483875,0.20500000000000002,0.28967741935483876,False,,13
"(3, 2)",Ch2,Rb,K,13,42,Rb13@K42,-0.08467741935483875,0.20500000000000002,0.28967741935483876,False,,14
"(3, 3)",Ch2,Rb,K,13,42,Rb13@K42,-0.08467741935483875,0.20500000000000002,0.28967741935483876,False,,15
"(0, 3)",Ch2,Ni,Na,13,42,Ni13@Na42,0.5,0.20500000000000002,0.295,False,,9
"(3, 0)",Ch2,Ni,Na,13,42,Ni13@Na42,0.5,0.20500000000000002,0.295,False,,10
"(1, 3)",Ch2,Ni,Na,13,42,Ni13@Na42,0.5,0.20500000000000002,0.295,False,,11
"(3, 1)",Ch2,Ni,Na,13,42,Ni13@Na42,0.5,0.20500000000000002,0.295,False,,12
"(2, 3)",Ch2,Ni,Na,13,42,Ni13@Na42,0.5,0.20500000000000002,0.295,False,,13
"(3, 2)",Ch2,Ni,Na,13,42,Ni13@Na42,0.5,0.20500000000000002,0.295,False,,14
"(3, 3)",Ch2,Ni,Na,13,42,Ni13@Na42,0.5,0.20500000000000002,0.295,False,,15
"(0, 2)",Ch1,Cu,Na,13,32,Cu13@Na32,0.453125,0.14,0.313125,False,-5.28125,4
"(2, 0)",Ch1,Cu,Na,13,32,Cu13@Na32,0.453125,0.14,0.313125,False,-5.28125,5
"(1, 2)",Ch1,Cu,Na,13,32,Cu13@Na32,0.453125,0.14,0.313125,False,-5.28125,6
"(2, 1)",Ch1,Cu,Na,13,32,Cu13@Na32,0.453125,0.14,0.313125,False,-5.28125,7
"(2, 2)",Ch1,Cu,Na,13,32,Cu13@Na32,0.453125,0.14,0.313125,False,-5.28125,8
"(0, 1)",BG,Na,Ag,13,30,Na13@Ag30,-0.22580645161290325,0.09,0.3158064516129032,False,,1
"(1, 0)",BG,Na,Ag,13,30,Na13@Ag30,-0.22580645161290325,0.09,0.3158064516129032,False,,2
"(1, 1)",BG,Na,Ag,13,30,Na13@Ag30,-0.22580645161290325,0.09,0.3158064516129032,False,,3
"(0, 3)",Ch2,Ag,Cu,13,42,Ag13@Cu42,-0.11111111111111105,0.20500000000000002,0.31611111111111106,False,,9
"(3, 0)",Ch2,Ag,Cu,13,42,Ag13@Cu42,-0.11111111111111105,0.20500000000000002,0.31611111111111106,False,,10
"(1, 3)",Ch2,Ag,Cu,13,42,Ag13@Cu42,-0.11111111111111105,0.20500000000000002,0.31611111111111106,False,,11
"(3, 1)",Ch2,Ag,Cu,13,42,Ag13@Cu42,-0.11111111111111105,0.20500000000000002,0.31611111111111106,False,,12
"(2, 3)",Ch2,Ag,Cu,13,42,Ag13@Cu42,-0.11111111111111105,0.20500000000000002,0.31611111111111106,False,,13
"(3, 2)",Ch2,Ag,Cu,13,42,Ag13@Cu42,-0.11111111111111105,0.20500000000000002,0.31611111111111106,False,,14
"(3, 3)",Ch2,Ag,Cu,13,42,Ag13@Cu42,-0.11111111111111105,0.20500000000000002,0.31611111111111106,False,,15
"(0, 2)",Ch1,K,Na,13,32,K13@Na32,-0.1806167400881057,0.14,0.3206167400881057,False,-5.356167400881057,4
"(2, 0)",Ch1,K,Na,13,32,K13@Na32,-0.1806167400881057,0.14,0.3206167400881057,False,-5.356167400881057,5
"(1, 2)",Ch1,K,Na,13,32,K13@Na32,-0.1806167400881057,0.14,0.3206167400881057,False,-5.356167400881057,6
"(2, 1)",Ch1,K,Na,13,32,K13@Na32,-0.1806167400881057,0.14,0.3206167400881057,False,-5.356167400881057,7
"(2, 2)",Ch1,K,Na,13,32,K13@Na32,-0.1806167400881057,0.14,0.3206167400881057,False,-5.356167400881057,8
"(0, 1)",BG,Na,Cs,13,30,Na13@Cs30,0.42473118279569877,0.09,0.3347311827956988,False,,1
"(1, 0)",BG,Na,Cs,13,30,Na13@Cs30,0.42473118279569877,0.09,0.3347311827956988,False,,2
"(1, 1)",BG,Na,Cs,13,30,Na13@Cs30,0.42473118279569877,0.09,0.3347311827956988,False,,3
"(0, 1)",BG,Rb,Na,13,30,Rb13@Na30,-0.25,0.09,0.33999999999999997,False,,1
"(1, 0)",BG,Rb,Na,13,30,Rb13@Na30,-0.25,0.09,0.33999999999999997,False,,2
"(1, 1)",BG,Rb,Na,13,30,Rb13@Na30,-0.25,0.09,0.33999999999999997,False,,3
"(0, 3)",Ch2,Ag,Ni,13,42,Ag13@Ni42,-0.13888888888888884,0.20500000000000002,0.34388888888888886,False,,9
"(3, 0)",Ch2,Ag,Ni,13,42,Ag13@Ni42,-0.13888888888888884,0.20500000000000002,0.34388888888888886,False,,10
"(1, 3)",Ch2,Ag,Ni,13,42,Ag13@Ni42,-0.13888888888888884,0.20500000000000002,0.34388888888888886,False,,11
"(3, 1)",Ch2,Ag,Ni,13,42,Ag13@Ni42,-0.13888888888888884,0.20500000000000002,0.34388888888888886,False,,12
"(2, 3)",Ch2,Ag,Ni,13,42,Ag13@Ni42,-0.13888888888888884,0.20500000000000002,0.34388888888888886,False,,13
"(3, 2)",Ch2,Ag,Ni,13,42,Ag13@Ni42,-0.13888888888888884,0.20500000000000002,0.34388888888888886,False,,14
"(3, 3)",Ch2,Ag,Ni,13,42,Ag13@Ni42,-0.13888888888888884,0.20500000000000002,0.34388888888888886,False,,15
"(0, 3)",Ch2,Cs,K,13,42,Cs13@K42,-0.1433962264150943,0.20500000000000002,0.3483962264150943,False,,9
"(3, 0)",Ch2,Cs,K,13,42,Cs13@K42,-0.1433962264150943,0.20500000000000002,0.3483962264150943,False,,10
"(1, 3)",Ch2,Cs,K,13,42,Cs13@K42,-0.1433962264150943,0.20500000000000002,0.3483962264150943,False,,11
"(3, 1)",Ch2,Cs,K,13,42,Cs13@K42,-0.1433962264150943,0.20500000000000002,0.3483962264150943,False,,12
"(2, 3)",Ch2,Cs,K,13,42,Cs13@K42,-0.1433962264150943,0.20500000000000002,0.3483962264150943,False,,13
"(3, 2)",Ch2,Cs,K,13,42,Cs13@K42,-0.1433962264150943,0.20500000000000002,0.3483962264150943,False,,14
"(3, 3)",Ch2,Cs,K,13,42,Cs13@K42,-0.1433962264150943,0.20500000000000002,0.3483962264150943,False,,15
"(0, 2)",Ch1,Ni,Na,13,32,Ni13@Na32,0.5,0.14,0.36,False,-5.75,4
"(2, 0)",Ch1,Ni,Na,13,32,Ni13@Na32,0.5,0.14,0.36,False,-5.75,5
"(1, 2)",Ch1,Ni,Na,13,32,Ni13@Na32,0.5,0.14,0.36,False,-5.75,6
"(2, 1)",Ch1,Ni,Na,13,32,Ni13@Na32,0.5,0.14,0.36,False,-5.75,7
"(2, 2)",Ch1,Ni,Na,13,32,Ni13@Na32,0.5,0.14,0.36,False,-5.75,8
"(0, 1)",BG,Cu,Na,13,30,Cu13@Na30,0.453125,0.09,0.36312500000000003,False,,1
"(1, 0)",BG,Cu,Na,13,30,Cu13@Na30,0.453125,0.09,0.36312500000000003,False,,2
"(1, 1)",BG,Cu,Na,13,30,Cu13@Na30,0.453125,0.09,0.36312500000000003,False,,3
"(0, 2)",Ch1,Na,Ag,13,32,Na13@Ag32,-0.22580645161290325,0.14,0.36580645161290326,False,-5.808064516129033,4
"(2, 0)",Ch1,Na,Ag,13,32,Na13@Ag32,-0.22580645161290325,0.14,0.36580645161290326,False,-5.808064516129033,5
"(1, 2)",Ch1,Na,Ag,13,32,Na13@Ag32,-0.22580645161290325,0.14,0.36580645161290326,False,-5.808064516129033,6
"(2, 1)",Ch1,Na,Ag,13,32,Na13@Ag32,-0.22580645161290325,0.14,0.36580645161290326,False,-5.808064516129033,7
"(2, 2)",Ch1,Na,Ag,13,32,Na13@Ag32,-0.22580645161290325,0.14,0.36580645161290326,False,-5.808064516129033,8
"(0, 3)",Ch2,Ag,K,13,42,Ag13@K42,0.5763888888888891,0.20500000000000002,0.37138888888888905,False,,9
"(3, 0)",Ch2,Ag,K,13,42,Ag13@K42,0.5763888888888891,0.20500000000000002,0.37138888888888905,False,,10
"(1, 3)",Ch2,Ag,K,13,42,Ag13@K42,0.5763888888888891,0.20500000000000002,0.37138888888888905,False,,11
"(3, 1)",Ch2,Ag,K,13,42,Ag13@K42,0.5763888888888891,0.20500000000000002,0.37138888888888905,False,,12
"(2, 3)",Ch2,Ag,K,13,42,Ag13@K42,0.5763888888888891,0.20500000000000002,0.37138888888888905,False,,13
"(3, 2)",Ch2,Ag,K,13,42,Ag13@K42,0.5763888888888891,0.20500000000000002,0.37138888888888905,False,,14
"(3, 3)",Ch2,Ag,K,13,42,Ag13@K42,0.5763888888888891,0.20500000000000002,0.37138888888888905,False,,15
"(0, 3)",Ch2,K,Na,13,42,K13@Na42,-0.1806167400881057,0.20500000000000002,0.3856167400881057,False,,9
"(3, 0)",Ch2,K,Na,13,42,K13@Na42,-0.1806167400881057,0.20500000000000002,0.3856167400881057,False,,10
"(1, 3)",Ch2,K,Na,13,42,K13@Na42,-0.1806167400881057,0.20500000000000002,0.3856167400881057,False,,11
"(3, 1)",Ch2,K,Na,13,42,K13@Na42,-0.1806167400881057,0.20500000000000002,0.3856167400881057,False,,12
"(2, 3)",Ch2,K,Na,13,42,K13@Na42,-0.1806167400881057,0.20500000000000002,0.3856167400881057,False,,13
"(3, 2)",Ch2,K,Na,13,42,K13@Na42,-0.1806167400881057,0.20500000000000002,0.3856167400881057,False,,14
"(3, 3)",Ch2,K,Na,13,42,K13@Na42,-0.1806167400881057,0.20500000000000002,0.3856167400881057,False,,15
"(0, 1)",BG,Cs,Na,13,30,Cs13@Na30,-0.29811320754716975,0.09,0.3881132075471697,False,,1
"(1, 0)",BG,Cs,Na,13,30,Cs13@Na30,-0.29811320754716975,0.09,0.3881132075471697,False,,2
"(1, 1)",BG,Cs,Na,13,30,Cs13@Na30,-0.29811320754716975,0.09,0.3881132075471697,False,,3
"(0, 2)",Ch1,Rb,Na,13,32,Rb13@Na32,-0.25,0.14,0.39,False,-6.050000000000001,4
"(2, 0)",Ch1,Rb,Na,13,32,Rb13@Na32,-0.25,0.14,0.39,False,-6.050000000000001,5
"(1, 2)",Ch1,Rb,Na,13,32,Rb13@Na32,-0.25,0.14,0.39,False,-6.050000000000001,6
"(2, 1)",Ch1,Rb,Na,13,32,Rb13@Na32,-0.25,0.14,0.39,False,-6.050000000000001,7
"(2, 2)",Ch1,Rb,Na,13,32,Rb13@Na32,-0.25,0.14,0.39,False,-6.050000000000001,8
"(0, 1)",BG,Na,Cu,13,30,Na13@Cu30,-0.31182795698924737,0.09,0.40182795698924734,False,,1
"(1, 0)",BG,Na,Cu,13,30,Na13@Cu30,-0.31182795698924737,0.09,0.40182795698924734,False,,2
"(1, 1)",BG,Na,Cu,13,30,Na13@Cu30,-0.31182795698924737,0.09,0.40182795698924734,False,,3
"(0, 1)",BG,Ni,Na,13,30,Ni13@Na30,0.5,0.09,0.41000000000000003,False,,1
"(1, 0)",BG,Ni,Na,13,30,Ni13@Na30,0.5,0.09,0.41000000000000003,False,,2
"(1, 1)",BG,Ni,Na,13,30,Ni13@Na30,0.5,0.09,0.41000000000000003,False,,3
"(0, 1)",BG,Na,Ni,13,30,Na13@Ni30,-0.33333333333333337,0.09,0.42333333333333334,False,,1
"(1, 0)",BG,Na,Ni,13,30,Na13@Ni30,-0.33333333333333337,0.09,0.42333333333333334,False,,2
"(1, 1)",BG,Na,Ni,13,30,Na13@Ni30,-0.33333333333333337,0.09,0.42333333333333334,False,,3
"(0, 3)",Ch2,Na,Ag,13,42,Na13@Ag42,-0.22580645161290325,0.20500000000000002,0.43080645161290326,False,,9
"(3, 0)",Ch2,Na,Ag,13,42,Na13@Ag42,-0.22580645161290325,0.20500000000000002,0.43080645161290326,False,,10
"(1, 3)",Ch2,Na,Ag,13,42,Na13@Ag42,-0.22580645161290325,0.20500000000000002,0.43080645161290326,False,,11
"(3, 1)",Ch2,Na,Ag,13,42,Na13@Ag42,-0.22580645161290325,0.20500000000000002,0.43080645161290326,False,,12
"(2, 3)",Ch2,Na,Ag,13,42,Na13@Ag42,-0.22580645161290325,0.20500000000000002,0.43080645161290326,False,,13
"(3, 2)",Ch2,Na,Ag,13,42,Na13@Ag42,-0.22580645161290325,0.20500000000000002,0.43080645161290326,False,,14
"(3, 3)",Ch2,Na,Ag,13,42,Na13@Ag42,-0.22580645161290325,0.20500000000000002,0.43080645161290326,False,,15
"(0, 2)",Ch1,Ag,K,13,32,Ag13@K32,0.5763888888888891,0.14,0.43638888888888905,False,-6.513888888888891,4
"(2, 0)",Ch1,Ag,K,13,32,Ag13@K32,0.5763888888888891,0.14,0.43638888888888905,False,-6.513888888888891,5
"(1, 2)",Ch1,Ag,K,13,32,Ag13@K32,0.5763888888888891,0.14,0.43638888888888905,False,-6.513888888888891,6
"(2, 1)",Ch1,Ag,K,13,32,Ag13@K32,0.5763888888888891,0.14,0.43638888888888905,False,-6.513888888888891,7
"(2, 2)",Ch1,Ag,K,13,32,Ag13@K32,0.5763888888888891,0.14,0.43638888888888905,False,-6.513888888888891,8
"(0, 2)",Ch1,Cs,Na,13,32,Cs13@Na32,-0.29811320754716975,0.14,0.43811320754716976,False,-6.531132075471698,4
"(2, 0)",Ch1,Cs,Na,13,32,Cs13@Na32,-0.29811320754716975,0.14,0.43811320754716976,False,-6.531132075471698,5
"(1, 2)",Ch1,Cs,Na,13,32,Cs13@Na32,-0.29811320754716975,0.14,0.43811320754716976,False,-6.531132075471698,6
"(2, 1)",Ch1,Cs,Na,13,32,Cs13@Na32,-0.29811320754716975,0.14,0.43811320754716976,False,-6.531132075471698,7
"(2, 2)",Ch1,Cs,Na,13,32,Cs13@Na32,-0.29811320754716975,0.14,0.43811320754716976,False,-6.531132075471698,8
"(0, 2)",Ch1,Na,Cu,13,32,Na13@Cu32,-0.31182795698924737,0.14,0.4518279569892474,False,-6.668279569892475,4
"(2, 0)",Ch1,Na,Cu,13,32,Na13@Cu32,-0.31182795698924737,0.14,0.4518279569892474,False,-6.668279569892475,5
"(1, 2)",Ch1,Na,Cu,13,32,Na13@Cu32,-0.31182795698924737,0.14,0.4518279569892474,False,-6.668279569892475,6
"(2, 1)",Ch1,Na,Cu,13,32,Na13@Cu32,-0.31182795698924737,0.14,0.4518279569892474,False,-6.668279569892475,7
"(2, 2)",Ch1,Na,Cu,13,32,Na13@Cu32,-0.31182795698924737,0.14,0.4518279569892474,False,-6.668279569892475,8
"(0, 3)",Ch2,Rb,Na,13,42,Rb13@Na42,-0.25,0.20500000000000002,0.455,False,,9
"(3, 0)",Ch2,Rb,Na,13,42,Rb13@Na42,-0.25,0.20500000000000002,0.455,False,,10
"(1, 3)",Ch2,Rb,Na,13,42,Rb13@Na42,-0.25,0.20500000000000002,0.455,False,,11
"(3, 1)",Ch2,Rb,Na,13,42,Rb13@Na42,-0.25,0.20500000000000002,0.455,False,,12
"(2, 3)",Ch2,Rb,Na,13,42,Rb13@Na42,-0.25,0.20500000000000002,0.455,False,,13
"(3, 2)",Ch2,Rb,Na,13,42,Rb13@Na42,-0.25,0.20500000000000002,0.455,False,,14
"(3, 3)",Ch2,Rb,Na,13,42,Rb13@Na42,-0.25,0.20500000000000002,0.455,False,,15
"(0, 1)",BG,K,Ag,13,30,K13@Ag30,-0.36563876651982385,0.09,0.4556387665198238,False,,1
"(1, 0)",BG,K,Ag,13,30,K13@Ag30,-0.36563876651982385,0.09,0.4556387665198238,False,,2
"(1, 1)",BG,K,Ag,13,30,K13@Ag30,-0.36563876651982385,0.09,0.4556387665198238,False,,3
"(0, 2)",Ch1,Na,Ni,13,32,Na13@Ni32,-0.33333333333333337,0.14,0.4733333333333334,False,-6.883333333333335,4
"(2, 0)",Ch1,Na,Ni,13,32,Na13@Ni32,-0.33333333333333337,0.14,0.4733333333333334,False,-6.883333333333335,5
"(1, 2)",Ch1,Na,Ni,13,32,Na13@Ni32,-0.33333333333333337,0.14,0.4733333333333334,False,-6.883333333333335,6
"(2, 1)",Ch1,Na,Ni,13,32,Na13@Ni32,-0.33333333333333337,0.14,0.4733333333333334,False,-6.883333333333335,7
"(2, 2)",Ch1,Na,Ni,13,32,Na13@Ni32,-0.33333333333333337,0.14,0.4733333333333334,False,-6.883333333333335,8
"(0, 1)",BG,Ag,K,13,30,Ag13@K30,0.5763888888888891,0.09,0.4863888888888891,False,,1
"(1, 0)",BG,Ag,K,13,30,Ag13@K30,0.5763888888888891,0.09,0.4863888888888891,False,,2
"(1, 1)",BG,Ag,K,13,30,Ag13@K30,0.5763888888888891,0.09,0.4863888888888891,False,,3
"(0, 3)",Ch2,Cs,Na,13,42,Cs13@Na42,-0.29811320754716975,0.20500000000000002,0.5031132075471698,False,,9
"(3, 0)",Ch2,Cs,Na,13,42,Cs13@Na42,-0.29811320754716975,0.20500000000000002,0.5031132075471698,False,,10
"(1, 3)",Ch2,Cs,Na,13,42,Cs13@Na42,-0.29811320754716975,0.20500000000000002,0.5031132075471698,False,,11
"(3, 1)",Ch2,Cs,Na,13,42,Cs13@Na42,-0.29811320754716975,0.20500000000000002,0.5031132075471698,False,,12
"(2, 3)",Ch2,Cs,Na,13,42,Cs13@Na42,-0.29811320754716975,0.20500000000000002,0.5031132075471698,False,,13
"(3, 2)",Ch2,Cs,Na,13,42,Cs13@Na42,-0.29811320754716975,0.20500000000000002,0.5031132075471698,False,,14
"(3, 3)",Ch2,Cs,Na,13,42,Cs13@Na42,-0.29811320754716975,0.20500000000000002,0.5031132075471698,False,,15
"(0, 2)",Ch1,K,Ag,13,32,K13@Ag32,-0.36563876651982385,0.14,0.5056387665198239,False,-7.206387665198239,4
"(2, 0)",Ch1,K,Ag,13,32,K13@Ag32,-0.36563876651982385,0.14,0.5056387665198239,False,-7.206387665198239,5
"(1, 2)",Ch1,K,Ag,13,32,K13@Ag32,-0.36563876651982385,0.14,0.5056387665198239,False,-7.206387665198239,6
"(2, 1)",Ch1,K,Ag,13,32,K13@Ag32,-0.36563876651982385,0.14,0.5056387665198239,False,-7.206387665198239,7
"(2, 2)",Ch1,K,Ag,13,32,K13@Ag32,-0.36563876651982385,0.14,0.5056387665198239,False,-7.206387665198239,8
"(0, 1)",BG,Rb,Ag,13,30,Rb13@Ag30,-0.4193548387096775,0.09,0.5093548387096775,False,,1
"(1, 0)",BG,Rb,Ag,13,30,Rb13@Ag30,-0.4193548387096775,0.09,0.5093548387096775,False,,2
"(1, 1)",BG,Rb,Ag,13,30,Rb13@Ag30,-0.4193548387096775,0.09,0.5093548387096775,False,,3
"(0, 3)",Ch2,Na,Cu,13,42,Na13@Cu42,-0.31182795698924737,0.20500000000000002,0.5168279569892473,False,,9
"(3, 0)",Ch2,Na,Cu,13,42,Na13@Cu42,-0.31182795698924737,0.20500000000000002,0.5168279569892473,False,,10
"(1, 3)",Ch2,Na,Cu,13,42,Na13@Cu42,-0.31182795698924737,0.20500000000000002,0.5168279569892473,False,,11
"(3, 1)",Ch2,Na,Cu,13,42,Na13@Cu42,-0.31182795698924737,0.20500000000000002,0.5168279569892473,False,,12
"(2, 3)",Ch2,Na,Cu,13,42,Na13@Cu42,-0.31182795698924737,0.20500000000000002,0.5168279569892473,False,,13
"(3, 2)",Ch2,Na,Cu,13,42,Na13@Cu42,-0.31182795698924737,0.20500000000000002,0.5168279569892473,False,,14
"(3, 3)",Ch2,Na,Cu,13,42,Na13@Cu42,-0.31182795698924737,0.20500000000000002,0.5168279569892473,False,,15
"(0, 3)",Ch2,Ag,Rb,13,42,Ag13@Rb42,0.7222222222222223,0.20500000000000002,0.5172222222222222,False,,9
"(3, 0)",Ch2,Ag,Rb,13,42,Ag13@Rb42,0.7222222222222223,0.20500000000000002,0.5172222222222222,False,,10
"(1, 3)",Ch2,Ag,Rb,13,42,Ag13@Rb42,0.7222222222222223,0.20500000000000002,0.5172222222222222,False,,11
"(3, 1)",Ch2,Ag,Rb,13,42,Ag13@Rb42,0.7222222222222223,0.20500000000000002,0.5172222222222222,False,,12
"(2, 3)",Ch2,Ag,Rb,13,42,Ag13@Rb42,0.7222222222222223,0.20500000000000002,0.5172222222222222,False,,13
"(3, 2)",Ch2,Ag,Rb,13,42,Ag13@Rb42,0.7222222222222223,0.20500000000000002,0.5172222222222222,False,,14
"(3, 3)",Ch2,Ag,Rb,13,42,Ag13@Rb42,0.7222222222222223,0.20500000000000002,0.5172222222222222,False,,15
"(0, 1)",BG,K,Cu,13,30,K13@Cu30,-0.4361233480176211,0.09,0.5261233480176211,False,,1
"(1, 0)",BG,K,Cu,13,30,K13@Cu30,-0.4361233480176211,0.09,0.5261233480176211,False,,2
"(1, 1)",BG,K,Cu,13,30,K13@Cu30,-0.4361233480176211,0.09,0.5261233480176211,False,,3
"(0, 3)",Ch2,Na,Ni,13,42,Na13@Ni42,-0.33333333333333337,0.20500000000000002,0.5383333333333333,False,,9
"(3, 0)",Ch2,Na,Ni,13,42,Na13@Ni42,-0.33333333333333337,0.20500000000000002,0.5383333333333333,False,,10
"(1, 3)",Ch2,Na,Ni,13,42,Na13@Ni42,-0.33333333333333337,0.20500000000000002,0.5383333333333333,False,,11
"(3, 1)",Ch2,Na,Ni,13,42,Na13@Ni42,-0.33333333333333337,0.20500000000000002,0.5383333333333333,False,,12
"(2, 3)",Ch2,Na,Ni,13,42,Na13@Ni42,-0.33333333333333337,0.20500000000000002,0.5383333333333333,False,,13
"(3, 2)",Ch2,Na,Ni,13,42,Na13@Ni42,-0.33333333333333337,0.20500000000000002,0.5383333333333333,False,,14
"(3, 3)",Ch2,Na,Ni,13,42,Na13@Ni42,-0.33333333333333337,0.20500000000000002,0.5383333333333333,False,,15
"(0, 1)",BG,K,Ni,13,30,K13@Ni30,-0.45374449339207046,0.09,0.5437444933920704,False,,1
"(1, 0)",BG,K,Ni,13,30,K13@Ni30,-0.45374449339207046,0.09,0.5437444933920704,False,,2
"(1, 1)",BG,K,Ni,13,30,K13@Ni30,-0.45374449339207046,0.09,0.5437444933920704,False,,3
"(0, 1)",BG,Cs,Ag,13,30,Cs13@Ag30,-0.45660377358490567,0.09,0.5466037735849056,False,,1
"(1, 0)",BG,Cs,Ag,13,30,Cs13@Ag30,-0.45660377358490567,0.09,0.5466037735849056,False,,2
"(1, 1)",BG,Cs,Ag,13,30,Cs13@Ag30,-0.45660377358490567,0.09,0.5466037735849056,False,,3
"(0, 2)",Ch1,Rb,Ag,13,32,Rb13@Ag32,-0.4193548387096775,0.14,0.5593548387096775,False,-7.743548387096775,4
"(2, 0)",Ch1,Rb,Ag,13,32,Rb13@Ag32,-0.4193548387096775,0.14,0.5593548387096775,False,-7.743548387096775,5
"(1, 2)",Ch1,Rb,Ag,13,32,Rb13@Ag32,-0.4193548387096775,0.14,0.5593548387096775,False,-7.743548387096775,6
"(2, 1)",Ch1,Rb,Ag,13,32,Rb13@Ag32,-0.4193548387096775,0.14,0.5593548387096775,False,-7.743548387096775,7
"(2, 2)",Ch1,Rb,Ag,13,32,Rb13@Ag32,-0.4193548387096775,0.14,0.5593548387096775,False,-7.743548387096775,8
"(0, 3)",Ch2,Cu,K,13,42,Cu13@K42,0.7734375,0.20500000000000002,0.5684374999999999,False,,9
"(3, 0)",Ch2,Cu,K,13,42,Cu13@K42,0.7734375,0.20500000000000002,0.5684374999999999,False,,10
"(1, 3)",Ch2,Cu,K,13,42,Cu13@K42,0.7734375,0.20500000000000002,0.5684374999999999,False,,11
"(3, 1)",Ch2,Cu,K,13,42,Cu13@K42,0.7734375,0.20500000000000002,0.5684374999999999,False,,12
"(2, 3)",Ch2,Cu,K,13,42,Cu13@K42,0.7734375,0.20500000000000002,0.5684374999999999,False,,13
"(3, 2)",Ch2,Cu,K,13,42,Cu13@K42,0.7734375,0.20500000000000002,0.5684374999999999,False,,14
"(3, 3)",Ch2,Cu,K,13,42,Cu13@K42,0.7734375,0.20500000000000002,0.5684374999999999,False,,15
"(0, 3)",Ch2,K,Ag,13,42,K13@Ag42,-0.36563876651982385,0.20500000000000002,0.5706387665198238,False,,9
"(3, 0)",Ch2,K,Ag,13,42,K13@Ag42,-0.36563876651982385,0.20500000000000002,0.5706387665198238,False,,10
"(1, 3)",Ch2,K,Ag,13,42,K13@Ag42,-0.36563876651982385,0.20500000000000002,0.5706387665198238,False,,11
"(3, 1)",Ch2,K,Ag,13,42,K13@Ag42,-0.36563876651982385,0.20500000000000002,0.5706387665198238,False,,12
"(2, 3)",Ch2,K,Ag,13,42,K13@Ag42,-0.36563876651982385,0.20500000000000002,0.5706387665198238,False,,13
"(3, 2)",Ch2,K,Ag,13,42,K13@Ag42,-0.36563876651982385,0.20500000000000002,0.5706387665198238,False,,14
"(3, 3)",Ch2,K,Ag,13,42,K13@Ag42,-0.36563876651982385,0.20500000000000002,0.5706387665198238,False,,15
"(0, 1)",BG,Rb,Cu,13,30,Rb13@Cu30,-0.4838709677419355,0.09,0.5738709677419355,False,,1
"(1, 0)",BG,Rb,Cu,13,30,Rb13@Cu30,-0.4838709677419355,0.09,0.5738709677419355,False,,2
"(1, 1)",BG,Rb,Cu,13,30,Rb13@Cu30,-0.4838709677419355,0.09,0.5738709677419355,False,,3
"(0, 2)",Ch1,K,Cu,13,32,K13@Cu32,-0.4361233480176211,0.14,0.5761233480176211,False,-7.911233480176211,4
"(2, 0)",Ch1,K,Cu,13,32,K13@Cu32,-0.4361233480176211,0.14,0.5761233480176211,False,-7.911233480176211,5
"(1, 2)",Ch1,K,Cu,13,32,K13@Cu32,-0.4361233480176211,0.14,0.5761233480176211,False,-7.911233480176211,6
"(2, 1)",Ch1,K,Cu,13,32,K13@Cu32,-0.4361233480176211,0.14,0.5761233480176211,False,-7.911233480176211,7
"(2, 2)",Ch1,K,Cu,13,32,K13@Cu32,-0.4361233480176211,0.14,0.5761233480176211,False,-7.911233480176211,8
"(0, 2)",Ch1,Ag,Rb,13,32,Ag13@Rb32,0.7222222222222223,0.14,0.5822222222222223,False,-7.972222222222223,4
"(2, 0)",Ch1,Ag,Rb,13,32,Ag13@Rb32,0.7222222222222223,0.14,0.5822222222222223,False,-7.972222222222223,5
"(1, 2)",Ch1,Ag,Rb,13,32,Ag13@Rb32,0.7222222222222223,0.14,0.5822222222222223,False,-7.972222222222223,6
"(2, 1)",Ch1,Ag,Rb,13,32,Ag13@Rb32,0.7222222222222223,0.14,0.5822222222222223,False,-7.972222222222223,7
"(2, 2)",Ch1,Ag,Rb,13,32,Ag13@Rb32,0.7222222222222223,0.14,0.5822222222222223,False,-7.972222222222223,8
"(0, 1)",BG,Rb,Ni,13,30,Rb13@Ni30,-0.5,0.09,0.59,False,,1
"(1, 0)",BG,Rb,Ni,13,30,Rb13@Ni30,-0.5,0.09,0.59,False,,2
"(1, 1)",BG,Rb,Ni,13,30,Rb13@Ni30,-0.5,0.09,0.59,False,,3
"(0, 2)",Ch1,K,Ni,13,32,K13@Ni32,-0.45374449339207046,0.14,0.5937444933920705,False,-8.087444933920704,4
