step,path_index,coord,shell_type,avg_mismatch
552,35,"(5, 5)",Ch4,0.016203118171414524
553,35,"(5, 5)",Ch4,0.010327539768371929
554,35,"(5, 5)",Ch4,0.010327539768371929
555,35,"(5, 5)",Ch4,0.010327539768371929
556,35,"(5, 5)",Ch4,0.010327539768371929
557,35,"(5, 5)",Ch4,0.010327539768371929
558,35,"(5, 5)",Ch4,0.010327539768371929
559,35,"(5, 5)",Ch4,0.010327539768371929
560,35,"(5, 5)",Ch4,0.0
561,35,"(5, 5)",Ch4,0.0
562,35,"(5, 5)",Ch4,0.0
563,35,"(5, 5)",Ch4,0.0
564,35,"(5, 5)",Ch4,0.0
565,35,"(5, 5)",Ch4,0.0
566,35,"(5, 5)",Ch4,0.0
567,35,"(5, 5)",Ch4,0.0
568,35,"(5, 5)",Ch4,0.0
569,35,"(5, 5)",Ch4,0.004833194396416761
570,35,"(5, 5)",Ch4,0.015141402454432979
571,35,"(5, 5)",Ch4,0.015141402454432979
572,35,"(5, 5)",Ch4,0.015141402454432979
573,35,"(5, 5)",Ch4,0.015141402454432979
574,35,"(5, 5)",Ch4,0.015141402454432979
575,35,"(5, 5)",Ch4,0.03039993210117171
576,35,"(5, 5)",Ch4,0.03039993210117171
577,35,"(5, 5)",Ch4,0.03039993210117171
578,35,"(5, 5)",Ch4,0.03039993210117171
579,35,"(5, 5)",Ch4,0.03039993210117171
580,35,"(5, 5)",Ch4,0.03039993210117171
581,35,"(5, 5)",Ch4,0.03039993210117171
582,35,"(5, 5)",Ch4,0.03039993210117171
583,35,"(5, 5)",Ch4,0.03039993210117171
584,35,"(5, 5)",Ch4,0.03039993210117171
585,35,"(5, 5)",Ch4,0.03039993210117171
586,35,"(5, 5)",Ch4,0.03039993210117171
587,35,"(5, 5)",Ch4,0.03039993210117171
588,35,"(5, 5)",Ch4,0.03039993210117171
589,35,"(5, 5)",Ch4,0.03039993210117171
590,35,"(5, 5)",Ch4,0.03039993210117171
591,35,"(5, 5)",Ch4,0.03039993210117171
592,35,"(5, 5)",Ch4,0.03039993210117171
593,35,"(5, 5)",Ch4,0.03039993210117171
594,35,"(5, 5)",Ch4,0.03039993210117171
595,35,"(5, 5)",Ch4,0.03039993210117171
596,35,"(5, 5)",Ch4,0.03039993210117171
597,35,"(5, 5)",Ch4,0.03039993210117171
598,35,"(5, 5)",Ch4,0.03039993210117171
599,35,"(5, 5)",Ch4,0.03039993210117171
600,35,"(5, 5)",Ch4,0.03039993210117171
601,35,"(5, 5)",Ch4,0.03039993210117171
602,35,"(5, 5)",Ch4,0.03039993210117171
603,35,"(5, 5)",Ch4,0.03039993210117171
604,35,"(5, 5)",Ch4,0.03039993210117171
605,35,"(5, 5)",Ch4,0.03039993210117171
606,35,"(5, 5)",Ch4,0.03039993210117171
607,35,"(5, 5)",Ch4,0.03039993210117171
608,35,"(5, 5)",Ch4,0.03039993210117171
609,35,"(5, 5)",Ch4,0.03039993210117171
610,35,"(5, 5)",Ch4,0.03039993210117171
611,35,"(5, 5)",Ch4,0.03383913874991291
612,35,"(5, 5)",Ch4,0.03383913874991291
613,35,"(5, 5)",Ch4,0.03383913874991291
614,35,"(5, 5)",Ch4,0.03383913874991291
615,35,"(5, 5)",Ch4,0.008423496993621205
616,35,"(5, 5)",Ch4,0.008423496993621205
617,35,"(5, 5)",Ch4,0.008423496993621205
618,35,"(5, 5)",Ch4,0.04537999725274211
619,35,"(5, 5)",Ch4,0.04537999725274211
620,35,"(5, 5)",Ch4,0.04537999725274211
621,35,"(5, 5)",Ch4,0.04537999725274211
622,35,"(5, 5)",Ch4,0.04537999725274211
623,35,"(5, 5)",Ch4,0.04537999725274211
624,35,"(5, 5)",Ch4,0.04537999725274211
625,35,"(5, 5)",Ch4,0.04537999725274211
626,35,"(5, 5)",Ch4,0.04537999725274211
627,35,"(5, 5)",Ch4,0.04537999725274211
628,35,"(5, 5)",Ch4,0.04502874072319319
629,35,"(5, 5)",Ch4,0.04502874072319319
630,35,"(5, 5)",Ch4,0.04502874072319319
631,35,"(5, 5)",Ch4,0.04502874072319319
632,35,"(5, 5)",Ch4,0.04502874072319319
633,35,"(5, 5)",Ch4,0.04502874072319319
634,35,"(5, 5)",Ch4,0.03457436679979958
635,35,"(5, 5)",Ch4,0.03457436679979958
636,35,"(5, 5)",Ch4,0.03457436679979958
637,35,"(5, 5)",Ch4,0.03457436679979958
638,35,"(5, 5)",Ch4,0.03457436679979958
639,35,"(5, 5)",Ch4,0.03457436679979958
640,35,"(5, 5)",Ch4,0.03457436679979958
641,35,"(5, 5)",Ch4,0.03457436679979958
642,35,"(5, 5)",Ch4,0.03457436679979958
643,35,"(5, 5)",Ch4,0.03457436679979958
644,35,"(5, 5)",Ch4,0.03457436679979958
645,35,"(5, 5)",Ch4,0.03457436679979958
646,35,"(5, 5)",Ch4,0.03457436679979958
647,35,"(5, 5)",Ch4,0.03457436679979958
648,35,"(5, 5)",Ch4,0.03457436679979958
649,35,"(5, 5)",Ch4,0.024147908427053888
650,35,"(5, 5)",Ch4,0.024147908427053888
651,35,"(5, 5)",Ch4,0.01543975896817464
652,35,"(5, 5)",Ch4,0.01543975896817464
653,35,"(5, 5)",Ch4,0.01543975896817464
654,35,"(5, 5)",Ch4,0.01543975896817464
655,35,"(5, 5)",Ch4,0.01543975896817464
656,35,"(5, 5)",Ch4,0.021721303445570626
657,35,"(5, 5)",Ch4,0.021721303445570626
658,35,"(5, 5)",Ch4,0.021721303445570626
659,35,"(5, 5)",Ch4,0.005187202507232733
660,35,"(5, 5)",Ch4,0.005187202507232733
661,35,"(5, 5)",Ch4,0.005187202507232733
662,35,"(5, 5)",Ch4,0.005187202507232733
663,35,"(5, 5)",Ch4,0.005187202507232733
664,35,"(5, 5)",Ch4,0.005187202507232733
665,35,"(5, 5)",Ch4,0.005187202507232733
666,35,"(5, 5)",Ch4,0.005187202507232733
667,35,"(5, 5)",Ch4,0.005187202507232733
668,35,"(5, 5)",Ch4,0.005187202507232733
669,35,"(5, 5)",Ch4,0.005187202507232733
670,35,"(5, 5)",Ch4,0.005187202507232733
671,35,"(5, 5)",Ch4,0.005187202507232733
672,35,"(5, 5)",Ch4,0.005187202507232733
673,35,"(5, 5)",Ch4,0.005187202507232733
674,35,"(5, 5)",Ch4,0.005187202507232733
675,35,"(5, 5)",Ch4,0.005187202507232733
676,35,"(5, 5)",Ch4,0.005187202507232733
677,35,"(5, 5)",Ch4,0.005187202507232733
678,35,"(5, 5)",Ch4,0.005187202507232733
679,35,"(5, 5)",Ch4,0.005187202507232733
680,35,"(5, 5)",Ch4,0.005187202507232733
681,35,"(5, 5)",Ch4,0.005187202507232733
682,35,"(5, 5)",Ch4,0.005187202507232733
683,35,"(5, 5)",Ch4,0.005187202507232733
684,35,"(5, 5)",Ch4,0.005187202507232733
685,35,"(5, 5)",Ch4,0.005187202507232733
686,35,"(5, 5)",Ch4,0.005187202507232733
687,35,"(5, 5)",Ch4,0.005187202507232733
688,35,"(5, 5)",Ch4,0.005187202507232733
689,35,"(5, 5)",Ch4,0.005187202507232733
690,35,"(5, 5)",Ch4,0.005187202507232733
691,35,"(5, 5)",Ch4,0.005187202507232733
692,35,"(5, 5)",Ch4,0.0
693,35,"(5, 5)",Ch4,0.0
694,35,"(5, 5)",Ch4,0.0
695,35,"(5, 5)",Ch4,0.0
696,35,"(5, 5)",Ch4,0.0
697,35,"(5, 5)",Ch4,0.0
698,35,"(5, 5)",Ch4,0.0031623816981021834
699,35,"(5, 5)",Ch4,0.0031623816981021834
700,35,"(5, 5)",Ch4,0.0031623816981021834
701,35,"(5, 5)",Ch4,0.0031623816981021834
702,35,"(5, 5)",Ch4,0.0031623816981021834
703,35,"(5, 5)",Ch4,0.0031623816981021834
704,35,"(5, 5)",Ch4,0.0031623816981021834
705,35,"(5, 5)",Ch4,0.0031623816981021834
706,35,"(5, 5)",Ch4,0.0031623816981021834
707,35,"(5, 5)",Ch4,0.0031623816981021834
708,35,"(5, 5)",Ch4,0.0031623816981021834
709,35,"(5, 5)",Ch4,0.0031623816981021834
710,35,"(5, 5)",Ch4,0.0031623816981021834
711,35,"(5, 5)",Ch4,0.0031623816981021834
712,35,"(5, 5)",Ch4,0.0031623816981021834
713,35,"(5, 5)",Ch4,0.0031623816981021834
714,35,"(5, 5)",Ch4,0.0
715,35,"(5, 5)",Ch4,0.0
716,35,"(5, 5)",Ch4,0.02272097367110857
717,35,"(5, 5)",Ch4,0.02272097367110857
718,35,"(5, 5)",Ch4,0.02272097367110857
719,35,"(5, 5)",Ch4,0.02272097367110857
720,35,"(5, 5)",Ch4,0.02272097367110857
721,35,"(5, 5)",Ch4,0.02272097367110857
722,35,"(5, 5)",Ch4,0.02272097367110857
723,35,"(5, 5)",Ch4,0.02272097367110857
724,35,"(5, 5)",Ch4,0.02272097367110857
725,35,"(5, 5)",Ch4,0.02272097367110857
726,35,"(5, 5)",Ch4,0.02272097367110857
727,35,"(5, 5)",Ch4,0.02272097367110857
728,35,"(5, 5)",Ch4,0.02272097367110857
729,35,"(5, 5)",Ch4,0.02272097367110857
730,35,"(5, 5)",Ch4,0.02272097367110857
731,35,"(5, 5)",Ch4,0.02272097367110857
732,35,"(5, 5)",Ch4,0.02272097367110857
733,35,"(5, 5)",Ch4,0.02272097367110857
734,35,"(5, 5)",Ch4,0.02272097367110857
735,35,"(5, 5)",Ch4,0.02272097367110857
736,35,"(5, 5)",Ch4,0.02272097367110857
737,35,"(5, 5)",Ch4,0.02272097367110857
738,35,"(5, 5)",Ch4,0.02272097367110857
739,35,"(5, 5)",Ch4,0.02272097367110857
740,35,"(5, 5)",Ch4,0.021697031434776633
741,35,"(5, 5)",Ch4,0.021697031434776633
742,35,"(5, 5)",Ch4,0.03958129800504483
743,35,"(5, 5)",Ch4,0.03958129800504483
744,35,"(5, 5)",Ch4,0.03958129800504483
745,35,"(5, 5)",Ch4,0.03958129800504483
746,35,"(5, 5)",Ch4,0.03958129800504483
747,35,"(5, 5)",Ch4,0.03958129800504483
748,35,"(5, 5)",Ch4,0.03958129800504483
749,35,"(5, 5)",Ch4,0.03958129800504483
750,35,"(5, 5)",Ch4,0.03958129800504483
751,35,"(5, 5)",Ch4,0.03958129800504483
752,35,"(5, 5)",Ch4,0.03958129800504483
753,35,"(5, 5)",Ch4,0.03958129800504483
754,35,"(5, 5)",Ch4,0.03958129800504483
755,35,"(5, 5)",Ch4,0.03958129800504483
756,35,"(5, 5)",Ch4,0.03958129800504483
757,35,"(5, 5)",Ch4,0.03958129800504483
758,35,"(5, 5)",Ch4,0.03958129800504483
759,35,"(5, 5)",Ch4,0.03958129800504483
760,35,"(5, 5)",Ch4,0.03958129800504483
761,35,"(5, 5)",Ch4,0.03958129800504483
762,35,"(5, 5)",Ch4,0.03958129800504483
763,35,"(5, 5)",Ch4,0.03958129800504483
764,35,"(5, 5)",Ch4,0.03958129800504483
765,35,"(5, 5)",Ch4,0.03958129800504483
766,35,"(5, 5)",Ch4,0.03319916606482687
767,35,"(5, 5)",Ch4,0.03319916606482687
768,35,"(5, 5)",Ch4,0.03319916606482687
769,35,"(5, 5)",Ch4,0.03319916606482687
770,35,"(5, 5)",Ch4,0.03319916606482687
771,35,"(5, 5)",Ch4,0.03319916606482687
772,35,"(5, 5)",Ch4,0.03319916606482687
773,35,"(5, 5)",Ch4,0.03319916606482687
774,35,"(5, 5)",Ch4,0.03319916606482687
775,35,"(5, 5)",Ch4,0.03319916606482687
776,35,"(5, 5)",Ch4,0.03319916606482687
777,35,"(5, 5)",Ch4,0.023574343587518625
778,35,"(5, 5)",Ch4,0.023574343587518625
779,35,"(5, 5)",Ch4,0.023574343587518625
780,35,"(5, 5)",Ch4,0.0003327533328328809
781,35,"(5, 5)",Ch4,0.0003327533328328809
782,35,"(5, 5)",Ch4,0.0003327533328328809
783,35,"(5, 5)",Ch4,0.0003327533328328809
784,35,"(5, 5)",Ch4,0.0003327533328328809
785,35,"(5, 5)",Ch4,0.0003327533328328809
786,35,"(5, 5)",Ch4,0.0003327533328328809
787,35,"(5, 5)",Ch4,0.0003327533328328809
788,35,"(5, 5)",Ch4,0.0003327533328328809
789,35,"(5, 5)",Ch4,0.0003327533328328809
790,35,"(5, 5)",Ch4,0.0003327533328328809
791,35,"(5, 5)",Ch4,0.0
792,35,"(5, 5)",Ch4,0.0
793,35,"(5, 5)",Ch4,0.0
794,35,"(5, 5)",Ch4,0.0
795,35,"(5, 5)",Ch4,0.0
796,35,"(5, 5)",Ch4,0.0
797,35,"(5, 5)",Ch4,0.0007115295396924973
798,35,"(5, 5)",Ch4,0.0007115295396924973
799,35,"(5, 5)",Ch4,0.0007115295396924973
800,35,"(5, 5)",Ch4,0.0007115295396924973
801,35,"(5, 5)",Ch4,0.0007115295396924973
802,35,"(5, 5)",Ch4,0.0007115295396924973
803,35,"(5, 5)",Ch4,0.0007115295396924973
804,35,"(5, 5)",Ch4,0.0007115295396924973
805,35,"(5, 5)",Ch4,0.0007115295396924973
806,35,"(5, 5)",Ch4,0.0
807,35,"(5, 5)",Ch4,0.0
808,35,"(5, 5)",Ch4,0.0
809,35,"(5, 5)",Ch4,0.0
810,35,"(5, 5)",Ch4,0.0
811,35,"(5, 5)",Ch4,0.0
812,35,"(5, 5)",Ch4,0.0
813,35,"(5, 5)",Ch4,0.0
814,35,"(5, 5)",Ch4,0.0
815,35,"(5, 5)",Ch4,0.0
816,35,"(5, 5)",Ch4,0.0
817,35,"(5, 5)",Ch4,0.0
818,35,"(5, 5)",Ch4,0.0
819,35,"(5, 5)",Ch4,0.0
820,35,"(5, 5)",Ch4,0.0
821,35,"(5, 5)",Ch4,0.0
822,35,"(5, 5)",Ch4,0.0
823,35,"(5, 5)",Ch4,0.0
824,35,"(5, 5)",Ch4,0.0
825,35,"(5, 5)",Ch4,0.0
826,35,"(5, 5)",Ch4,0.0012600473666939946
827,35,"(5, 5)",Ch4,0.0012600473666939946
828,35,"(5, 5)",Ch4,0.0012600473666939946
829,35,"(5, 5)",Ch4,0.0012600473666939946
830,35,"(5, 5)",Ch4,0.0012600473666939946
831,35,"(5, 5)",Ch4,0.0012600473666939946
832,35,"(5, 5)",Ch4,0.0012600473666939946
833,35,"(5, 5)",Ch4,0.02021303956365999
834,35,"(5, 5)",Ch4,0.0
835,35,"(5, 5)",Ch4,0.0
836,35,"(5, 5)",Ch4,0.0
837,35,"(5, 5)",Ch4,0.0
838,35,"(5, 5)",Ch4,0.0
839,35,"(5, 5)",Ch4,0.0
840,35,"(5, 5)",Ch4,0.0
841,35,"(5, 5)",Ch4,0.0
842,35,"(5, 5)",Ch4,0.0
843,35,"(5, 5)",Ch4,0.0
844,35,"(5, 5)",Ch4,0.0
845,35,"(5, 5)",Ch4,0.0
846,35,"(5, 5)",Ch4,0.0
847,35,"(5, 5)",Ch4,0.0
848,35,"(5, 5)",Ch4,0.0
849,35,"(5, 5)",Ch4,0.0
850,35,"(5, 5)",Ch4,0.0
851,35,"(5, 5)",Ch4,0.0
852,35,"(5, 5)",Ch4,0.0
853,35,"(5, 5)",Ch4,0.0
854,35,"(5, 5)",Ch4,0.0
855,35,"(5, 5)",Ch4,0.04120596341048157
856,35,"(5, 5)",Ch4,0.04120596341048157
857,35,"(5, 5)",Ch4,0.04120596341048157
858,35,"(5, 5)",Ch4,0.04120596341048157
859,35,"(5, 5)",Ch4,0.04120596341048157
860,35,"(5, 5)",Ch4,0.04120596341048157
861,35,"(5, 5)",Ch4,0.04120596341048157
862,35,"(5, 5)",Ch4,0.04120596341048157
863,35,"(5, 5)",Ch4,0.04120596341048157
864,35,"(5, 5)",Ch4,0.04120596341048157
865,35,"(5, 5)",Ch4,0.04120596341048157
866,35,"(5, 5)",Ch4,0.04120596341048157
867,35,"(5, 5)",Ch4,0.04120596341048157
868,35,"(5, 5)",Ch4,0.04120596341048157
869,35,"(5, 5)",Ch4,0.04120596341048157
870,35,"(5, 5)",Ch4,0.04120596341048157
871,35,"(5, 5)",Ch4,0.04120596341048157
872,35,"(5, 5)",Ch4,0.043590480633029415
873,35,"(5, 5)",Ch4,0.043590480633029415
874,35,"(5, 5)",Ch4,0.043590480633029415
875,35,"(5, 5)",Ch4,0.043590480633029415
876,35,"(5, 5)",Ch4,0.043590480633029415
877,35,"(5, 5)",Ch4,0.043590480633029415
878,35,"(5, 5)",Ch4,0.043590480633029415
879,35,"(5, 5)",Ch4,0.043590480633029415
880,35,"(5, 5)",Ch4,0.043590480633029415
881,35,"(5, 5)",Ch4,0.06689663134397295
882,35,"(5, 5)",Ch4,0.07308903298215629
883,35,"(5, 5)",Ch4,0.07308903298215629
884,35,"(5, 5)",Ch4,0.07308903298215629
885,35,"(5, 5)",Ch4,0.07308903298215629
886,35,"(5, 5)",Ch4,0.07308903298215629
887,35,"(5, 5)",Ch4,0.07308903298215629
888,35,"(5, 5)",Ch4,0.09081691217351534
889,35,"(5, 5)",Ch4,0.09081691217351534
890,35,"(5, 5)",Ch4,0.09081691217351534
891,35,"(5, 5)",Ch4,0.09081691217351534
892,35,"(5, 5)",Ch4,0.09081691217351534
893,35,"(5, 5)",Ch4,0.09081691217351534
894,35,"(5, 5)",Ch4,0.09847462690121633
895,35,"(5, 5)",Ch4,0.09847462690121633
896,35,"(5, 5)",Ch4,0.09847462690121633
897,35,"(5, 5)",Ch4,0.09847462690121633
898,35,"(5, 5)",Ch4,0.07522605129841772
899,35,"(5, 5)",Ch4,0.07522605129841772
900,35,"(5, 5)",Ch4,0.07522605129841772
901,35,"(5, 5)",Ch4,0.07522605129841772
902,35,"(5, 5)",Ch4,0.07522605129841772
903,35,"(5, 5)",Ch4,0.07522605129841772
904,35,"(5, 5)",Ch4,0.07522605129841772
905,35,"(5, 5)",Ch4,0.07522605129841772
906,35,"(5, 5)",Ch4,0.055179171684601694
907,35,"(5, 5)",Ch4,0.055179171684601694
908,35,"(5, 5)",Ch4,0.055179171684601694
909,35,"(5, 5)",Ch4,0.050062530257785225
910,35,"(5, 5)",Ch4,0.050062530257785225
911,35,"(5, 5)",Ch4,0.050062530257785225
912,35,"(5, 5)",Ch4,0.050062530257785225
913,35,"(5, 5)",Ch4,0.050062530257785225
914,35,"(5, 5)",Ch4,0.050062530257785225
915,35,"(5, 5)",Ch4,0.050062530257785225
916,35,"(5, 5)",Ch4,0.030068285684397598
917,35,"(5, 5)",Ch4,0.030068285684397598
918,35,"(5, 5)",Ch4,0.030068285684397598
919,35,"(5, 5)",Ch4,0.030068285684397598
920,35,"(5, 5)",Ch4,0.030068285684397598
921,35,"(5, 5)",Ch4,0.030068285684397598
922,35,"(5, 5)",Ch4,0.0
923,35,"(5, 5)",Ch4,0.0
924,35,"(5, 5)",Ch4,0.0
925,35,"(5, 5)",Ch4,0.0
926,35,"(5, 5)",Ch4,0.0
927,35,"(5, 5)",Ch4,0.0
928,35,"(5, 5)",Ch4,0.0
929,35,"(5, 5)",Ch4,0.0
930,35,"(5, 5)",Ch4,0.0
931,35,"(5, 5)",Ch4,0.0
932,35,"(5, 5)",Ch4,0.0
933,35,"(5, 5)",Ch4,0.03588740109200718
934,35,"(5, 5)",Ch4,0.03588740109200718
935,35,"(5, 5)",Ch4,0.03588740109200718
936,35,"(5, 5)",Ch4,0.03588740109200718
937,35,"(5, 5)",Ch4,0.03588740109200718
938,35,"(5, 5)",Ch4,0.03588740109200718
939,35,"(5, 5)",Ch4,0.05236246372953082
940,35,"(5, 5)",Ch4,0.05236246372953082
941,35,"(5, 5)",Ch4,0.05236246372953082
942,35,"(5, 5)",Ch4,0.05236246372953082
943,35,"(5, 5)",Ch4,0.05236246372953082
944,35,"(5, 5)",Ch4,0.05236246372953082
945,35,"(5, 5)",Ch4,0.05236246372953082
946,35,"(5, 5)",Ch4,0.05236246372953082
947,35,"(5, 5)",Ch4,0.05236246372953082
948,35,"(5, 5)",Ch4,0.05236246372953082
949,35,"(5, 5)",Ch4,0.05236246372953082
950,35,"(5, 5)",Ch4,0.05236246372953082
951,35,"(5, 5)",Ch4,0.05236246372953082
952,35,"(5, 5)",Ch4,0.05236246372953082
953,35,"(5, 5)",Ch4,0.05236246372953082
954,35,"(5, 5)",Ch4,0.05236246372953082
955,35,"(5, 5)",Ch4,0.05236246372953082
956,35,"(5, 5)",Ch4,0.05236246372953082
957,35,"(5, 5)",Ch4,0.05236246372953082
958,35,"(5, 5)",Ch4,0.05236246372953082
959,35,"(5, 5)",Ch4,0.05236246372953082
960,35,"(5, 5)",Ch4,0.05236246372953082
961,35,"(5, 5)",Ch4,0.060559032876104674
962,35,"(5, 5)",Ch4,0.060559032876104674
963,35,"(5, 5)",Ch4,0.060559032876104674
964,35,"(5, 5)",Ch4,0.016954831586315194
965,35,"(5, 5)",Ch4,0.016954831586315194
966,35,"(5, 5)",Ch4,0.016954831586315194
967,35,"(5, 5)",Ch4,0.016954831586315194
968,35,"(5, 5)",Ch4,0.021010332551362542
969,35,"(5, 5)",Ch4,0.021010332551362542
970,35,"(5, 5)",Ch4,0.021010332551362542
971,35,"(5, 5)",Ch4,0.021010332551362542
972,35,"(5, 5)",Ch4,0.021010332551362542
973,35,"(5, 5)",Ch4,0.021010332551362542
974,35,"(5, 5)",Ch4,0.021010332551362542
975,35,"(5, 5)",Ch4,0.03455835992520859
976,35,"(5, 5)",Ch4,0.03455835992520859
977,35,"(5, 5)",Ch4,0.03455835992520859
978,35,"(5, 5)",Ch4,0.03455835992520859
979,35,"(5, 5)",Ch4,0.03455835992520859
980,35,"(5, 5)",Ch4,0.03455835992520859
981,35,"(5, 5)",Ch4,0.03455835992520859
982,35,"(5, 5)",Ch4,0.04541024919104779
983,35,"(5, 5)",Ch4,0.04541024919104779
984,35,"(5, 5)",Ch4,0.020575138613479937
985,35,"(5, 5)",Ch4,0.020575138613479937
986,35,"(5, 5)",Ch4,0.020575138613479937
987,35,"(5, 5)",Ch4,0.020575138613479937
988,35,"(5, 5)",Ch4,0.020575138613479937
989,35,"(5, 5)",Ch4,0.020575138613479937
990,35,"(5, 5)",Ch4,0.020575138613479937
991,35,"(5, 5)",Ch4,0.020575138613479937
992,35,"(5, 5)",Ch4,0.020575138613479937
993,35,"(5, 5)",Ch4,0.020575138613479937
994,35,"(5, 5)",Ch4,0.020575138613479937
995,35,"(5, 5)",Ch4,0.020575138613479937
996,35,"(5, 5)",Ch4,0.020575138613479937
997,35,"(5, 5)",Ch4,0.020575138613479937
998,35,"(5, 5)",Ch4,0.020575138613479937
999,35,"(5, 5)",Ch4,0.020575138613479937
1000,35,"(5, 5)",Ch4,0.020575138613479937
