ell2,ell3,ell4,ell5,ell6,ell7,ell8
2.442947115522782963e-04,5.962256772795579895e-04,5.887555938295171857e-04,8.428383774255159130e-04,2.993725410941036006e-03,2.841793668036693248e-03,4.618698899100884096e-03
1.725919504281606673e-04,5.261119697771736090e-04,7.312244162640255292e-03,9.639770962048765067e-04,6.160001529838272233e-03,4.357612589095010477e-04,1.001447310797423836e-02
2.694335950718167671e-04,2.690248833971773811e-04,2.198618253902970537e-03,1.020380679309729980e-03,8.638664623304603135e-03,1.868734409493215962e-03,3.272579658129444024e-03
2.571771977102438821e-04,1.316242895346290184e-03,3.550730331277132125e-04,2.902518974400896106e-03,2.054538721769281692e-02,1.088996088554639811e-03,5.119479411109062288e-03
4.430190364493631215e-04,1.629939412722650931e-03,9.987564016229605324e-04,3.287101044436882297e-03,6.922225605211398524e-04,2.735216389070388270e-03,4.693507792292997242e-03
5.776319191372756212e-04,2.008151675042868295e-04,5.544069286929429862e-04,1.033679090272733971e-03,1.980122911783032541e-02,8.744369929233440511e-04,1.143226467009266986e-02
6.028234573929394397e-04,2.981399425914597998e-04,4.171172831460041451e-04,2.855512093650547974e-03,1.133329634212257991e-03,7.042993877334572392e-04,2.810899785208852966e-04
2.264894717192551755e-04,4.659572684855632337e-04,3.321055352653139170e-04,1.578685260117311832e-03,9.145955976675897159e-04,2.491516257061132515e-04,4.999858292782033246e-03
2.702024621432858108e-04,3.089741016245250386e-04,1.148319592743601240e-03,1.248656373227490695e-03,2.092397977805119606e-03,6.665709058835450097e-03,7.082156032046156569e-03
1.292907027291657961e-04,7.466223254742045080e-04,5.266504685422100564e-04,2.449046142541416900e-03,9.231998257190759949e-04,1.317058889935005970e-03,5.503904522762742601e-04
2.005066556400924638e-04,3.560306474091069198e-04,1.670672405359573381e-03,1.256418146810361425e-03,2.232418116727185112e-03,2.298639513657785034e-03,9.059544364904677325e-04
4.859998383099832053e-04,2.020325220133882809e-03,1.701304852079358948e-03,6.151600151205562084e-03,4.751504252772438433e-04,1.959978555170314909e-03,9.413951648671901396e-04
6.728846286068057179e-04,1.125867685574951206e-03,2.219957465824205865e-03,3.752114144703975335e-04,1.257427901829866841e-03,6.755269104555194307e-04,1.076590950347357765e-03
1.618399750534582691e-04,6.261090487421492245e-04,4.672350776323209629e-04,7.853125985220988856e-04,4.957837409958183381e-03,5.577227727811634667e-04,1.412809084979231447e-03
2.230844378991507992e-04,1.020626460602742751e-03,1.183532835510840145e-03,1.071702146815860148e-03,1.480811822918821907e-03,7.188205913938246509e-04,3.134067970241165985e-03
2.960651691613594319e-04,1.070113922519477182e-03,1.321101579060806773e-03,1.685437958156075014e-03,1.770712196822081660e-03,9.531368462489153877e-04,6.219632700481828903e-03
3.451099472926618121e-04,3.929222063214756139e-04,6.088540129255078136e-04,3.270136356148528513e-03,2.390920343836381613e-03,2.834251540458797812e-03,7.884646527191676094e-03
2.001327136422763504e-04,3.377310234593074905e-04,4.943594456247950818e-04,1.162932043429399168e-03,4.470682560479338416e-03,8.864362969489516424e-04,9.549114837874728839e-04
3.708556846940704423e-04,5.775909820140865888e-04,2.618004620955909252e-03,3.801001812572906129e-04,3.514258256634806643e-04,1.126456862778612775e-02,9.477120560400007334e-04
2.367164002331456315e-04,9.242307884623314007e-04,9.950075832721107412e-04,2.326754575711048167e-03,2.637990031108629341e-03,5.486676420484263954e-03,1.020494861907625221e-02
2.978399730909315557e-04,5.990927191343856833e-04,1.324354792803026162e-03,2.169355906904744426e-03,1.224607523104521891e-03,4.408485463162209288e-03,4.888507618003916540e-03
3.942260984568245782e-04,2.139585377682943189e-04,4.772545695048379093e-04,2.508190204414595587e-04,1.811073447600547188e-03,1.742834386973249414e-03,2.629043425292174486e-03
3.009648888366404929e-04,3.404558552861331822e-04,3.614067729786302565e-04,1.182250690442251473e-03,4.046696144713823190e-03,8.930321389778537317e-03,4.039573352034734124e-03
2.411910913315444885e-04,5.272086648528470773e-04,5.695738236389022826e-04,3.323222424349306587e-04,5.321540001337160238e-04,1.579591101926017737e-03,2.322593797476634608e-03
2.840009470086895301e-04,5.266734801289636768e-04,7.779702421817192388e-04,6.967994905888616431e-04,6.266078525010825842e-04,1.903911081265959775e-03,4.273836444882534065e-03
2.870340916820059846e-04,1.799934299413613473e-03,4.028439397719185472e-04,5.759215369805724925e-04,2.730934225848553150e-04,2.328318162255126663e-03,1.658303963274854924e-03
2.493299101120862913e-04,2.399396351216640227e-04,8.427007219098339328e-04,2.265680266105418034e-03,9.509465529487649404e-04,3.962973744229791352e-03,3.225713497255782835e-03
2.635872527952424983e-04,7.464537669099922208e-04,2.602257735060755934e-04,1.302033707962070228e-03,5.162054910141711250e-03,3.713889563956270304e-03,4.556037037499047139e-04
6.672108146417225728e-04,1.346747899414761120e-03,3.874047645822160002e-04,4.240052222835575309e-04,1.398523670358548443e-03,1.221459395885626407e-03,1.126264059185337054e-03
3.971214680007060681e-04,2.153500602071221903e-03,1.357148544610177346e-03,2.397714672351841745e-03,4.666541949957706101e-04,1.152781743582952014e-03,1.139690167856174767e-03
2.587965717029572666e-04,4.323959342237561039e-04,1.294858380790517034e-03,3.765963459062090417e-04,1.006858168825078715e-03,3.725028882784820524e-03,1.589850045576321654e-03
4.250724720728978881e-04,7.401388534923360445e-04,6.449607806319726695e-04,1.544274662283568475e-03,4.085545221367283225e-04,4.016489379089177407e-03,8.661511540186350938e-04
2.538827965899033401e-04,7.757546916021322526e-04,4.161593455647399475e-04,6.183224202548762887e-04,5.662487198818137637e-04,1.325540795338868167e-03,1.334518761982245345e-03
5.393392576724367806e-04,6.197208754309294987e-04,4.133607752363179432e-04,8.850789998958225784e-04,2.211968068359180650e-03,4.017133834029713662e-04,4.536693132363102312e-04
3.609009596728138627e-04,5.193993335303522408e-04,6.534169717432398907e-04,1.775141063059804602e-03,5.419723113057432762e-04,1.596566765806585464e-03,4.388727235120308892e-03
2.843288249315534385e-04,7.159178104650294489e-04,1.332305513976980325e-03,1.799705090256901964e-03,4.243194915757730543e-03,3.664520326521935895e-03,2.191757791827142390e-03
3.752681877004238335e-04,1.206184775034159067e-04,1.625019718963767543e-03,3.455746689281586660e-03,1.462193004927742979e-03,1.194829385849690943e-02,3.677839405887810146e-04
1.367759791308758828e-04,8.298308052017204462e-04,5.994011243412951297e-04,1.110333403511622359e-03,1.683678296480269022e-03,5.928663327412274191e-04,9.580606785413255024e-04
1.707838531343222014e-04,5.944798841753413119e-04,3.784403812673381917e-04,1.515315978462077355e-03,1.213380126251890467e-03,1.282229546094916864e-03,3.475472036635284933e-03
1.651443552066934753e-04,4.822656960296124230e-04,1.023510631048597970e-03,8.354986352189877098e-04,3.125232509203049441e-03,1.330783793256376697e-03,1.320677148471501288e-03
3.222262768987499697e-04,1.882013426433234082e-03,4.767674119800255177e-04,1.371705971134629500e-03,3.154372317404396508e-03,7.621528863657240152e-03,1.114976280065557279e-03
7.133983602334049165e-04,3.676089456778525492e-04,5.903563858151599821e-04,1.685482936421689188e-03,2.107483423530915473e-03,1.896917400737956842e-03,2.210937851365299498e-03
9.154653797751547556e-04,4.327388998119404556e-04,2.145647195725910398e-03,1.096162468828420665e-03,2.591549149158893853e-03,7.928232967791729686e-04,3.502321470990380891e-03
4.127359430377586800e-04,1.820583108679181940e-03,1.513960048330205031e-03,2.801200286860035726e-04,1.287966896334015888e-03,3.434484808096877409e-03,4.943463147579836743e-04
3.853703084432931556e-04,3.345356175629586246e-04,9.477447965594201339e-04,1.545952168094828164e-03,2.539401275390654016e-03,1.310663016149683042e-03,4.395626488417871819e-03
1.219064085846403725e-04,3.961967641654334858e-04,3.483333573636008293e-04,1.587423839268086584e-03,1.150107746678066421e-03,5.774025329510723515e-04,9.951578885879957051e-04
2.287078842849157498e-04,5.045994179709695736e-04,9.838572768941056083e-04,6.882002051013125926e-04,1.561979752245281272e-03,8.044458217185136402e-04,2.353133801346361104e-03
2.023280922214125725e-04,9.127124005497332321e-04,1.785338565982384036e-03,4.244138088721033614e-04,1.217459431472012578e-03,1.112520887147092422e-02,2.308289058050128333e-03
2.199408563705762705e-04,6.243191158359512067e-04,6.523359431495759971e-04,3.861928282870749976e-03,1.032981151177414427e-03,2.884584503679960086e-03,1.344061509821765010e-03
2.758095428463605970e-04,2.537640576752958729e-04,2.184807730551212822e-03,1.757020896117980364e-03,8.384041720078131083e-04,2.187877080103007525e-03,7.783671247526551158e-04
2.369234719456206535e-04,4.004860758317612540e-04,2.097339567978026304e-03,9.872800598144967736e-04,2.374689571363058135e-03,1.530015571196345235e-03,1.752798291289520138e-03
1.115120402603802336e-04,3.828209846423124250e-04,2.719263166701805113e-03,4.775134208172866095e-04,5.070761229449881856e-03,2.630885523675520390e-03,1.434400489178941016e-02
4.360415786659732336e-04,5.261821837370904680e-04,1.050659597551279519e-03,6.144740568027178560e-04,4.472454679394648018e-03,2.599730002439599053e-03,5.366689815917215526e-04
1.754599763280016418e-04,7.115789200194757875e-04,1.280079462878171061e-03,3.361998574269761241e-03,5.031015836658042119e-04,2.630938105311950766e-03,1.544079539313612109e-02
3.381217057017152014e-04,7.083253983875283620e-04,2.283430844571109151e-03,1.323914457355891694e-03,4.974020043077797409e-03,2.203433308545070437e-03,1.803583373779270218e-03
8.462576038482666355e-04,1.898763525743425067e-04,1.160584459307816918e-03,7.633746391707153106e-04,1.170701307340856877e-03,4.683145439947480893e-03,2.495220984320870288e-03
1.894433772086856688e-04,1.043509394503434450e-03,5.974313429716836526e-04,1.782852622569527749e-03,2.676755273874607734e-03,2.010283977475803285e-03,7.262121021022741778e-04
8.465961718445277266e-05,6.413154415750692023e-04,6.198783567049356933e-04,6.181307610343035478e-04,6.895968205833533310e-04,7.387710717600734067e-04,1.027442165317704777e-03
2.600256717694616635e-04,1.264838045097894286e-03,1.002740181608983506e-03,3.939830561578469559e-03,1.771324463392044040e-03,1.064759292853869384e-03,1.380254803457875564e-03
5.202254587640746082e-04,7.194587068246594257e-04,3.438172444726723086e-04,3.499792641318341148e-03,2.067409746017808379e-03,2.714853650608568900e-04,7.597272964058963268e-04
7.986766749805231970e-04,1.067178908386233428e-03,7.675641083295664394e-04,8.164448089922081214e-04,4.097538423694517041e-04,1.490935345205010587e-02,1.907243458635291076e-03
1.622287988547733127e-04,7.291703082251403028e-04,1.828198305328084710e-03,7.171481003456905501e-04,2.694967320695612796e-03,4.654927055049331089e-03,1.533804509405976325e-03
3.845724071397312342e-04,1.236098825268373315e-03,1.830255113996000389e-04,1.460153880144408802e-04,5.234582742151726135e-03,8.565018110761673468e-04,1.838119247988403981e-02
2.377280198019775877e-04,7.539533668596889180e-04,2.484037940157834533e-03,3.624744377390324125e-04,1.332107770411709597e-03,1.481902594521712462e-03,6.655757210724202620e-04
2.845213508014033158e-04,5.196892251395375919e-04,1.861550829464405374e-03,4.061175917432403469e-04,5.302068070453481649e-03,1.039037884805917586e-03,2.687007996910805580e-03
1.125467909996562483e-03,2.154773664799102071e-03,6.150281348076153684e-04,1.321299294210842492e-03,1.314191285683593245e-03,9.186351590660106481e-03,3.152196928770807562e-03
1.414996594630192487e-04,9.395512899572056563e-04,1.241253239228569350e-03,9.134527121574388502e-04,3.348698311577019172e-03,4.748741222516122832e-04,7.394239320417021841e-04
3.405807693046859221e-04,7.776113034894910174e-04,8.503998531383212198e-04,4.042163209415617318e-04,2.116614233414103536e-04,2.202620322354431961e-03,5.108873768404642753e-03
3.790351938519555437e-04,2.562612640860375754e-04,2.007201020362353854e-03,9.469888683737198894e-04,1.374734383833985107e-02,1.762342351686731028e-03,1.548534536198127630e-03
5.162936212769560131e-04,2.544223207311759093e-04,1.688138033874705176e-03,1.776656117017496976e-03,5.988602320322028438e-03,4.490707578148270609e-03,1.547166531160912935e-04
3.150634513480299976e-04,6.569509946333859651e-04,3.184462621993419977e-04,1.808928667117780734e-03,1.206571268569785584e-03,1.770323716767634257e-03,4.959491972882214793e-03
3.499561092259076238e-04,6.014195968931532405e-04,1.279963620366439273e-03,2.594288146882165434e-04,2.642302239869157758e-04,3.385656612830912010e-04,7.024604100530168439e-04
2.466470064926159730e-04,3.812695471473485313e-04,7.347745723956304554e-04,1.070207450975764214e-03,2.020148775929383501e-03,1.528143826758967096e-03,7.579910480278788344e-04
3.432111808367317696e-04,5.997840996751685255e-04,8.991825248646594364e-04,3.921113873735207391e-04,4.250334685239610640e-04,7.430510196520648042e-04,5.114916263695333531e-03
2.526957856342653720e-04,1.429609049109843233e-03,5.096799169267615930e-04,2.439629665124394380e-03,2.326380933185006553e-03,2.127082228762530811e-03,1.638188579482892718e-03
4.093491337187971438e-04,8.364959020983801872e-04,2.884766367558077704e-03,2.220606654992878914e-03,2.257718467976399090e-03,8.242870829957230777e-03,6.586473675608938393e-03
2.493798675957001830e-04,2.779315974194666319e-04,1.757322318250843177e-03,5.781288637039039887e-04,6.681001286928489429e-04,3.449852571317989984e-04,9.085242939851330760e-03
3.622493082504160580e-04,5.154678013681273773e-04,5.055583341502475382e-04,6.425100190803143679e-04,4.275136150403415110e-03,8.824518196321085202e-04,1.180629098813311146e-03
2.956425336152129833e-04,3.400185749442558697e-04,3.333776130557564860e-04,8.199184893360817383e-04,3.218652717235878993e-03,1.130295038467564548e-03,5.743435112032976506e-03
5.267929568223036737e-04,4.367496671787835763e-04,6.477678680217205213e-04,1.955828073360065043e-04,3.751615818967217637e-03,1.341167566680952477e-03,1.045465097542824925e-03
2.923891477713958637e-04,4.300109775039335754e-04,1.150158568794343306e-03,1.551524245994209249e-03,1.571322406527376212e-03,4.117710530903618063e-03,2.799136993891133615e-02
1.236266628428300471e-04,4.138041471014574095e-04,1.003899641167045392e-03,9.533126655285991324e-04,4.360379354321746587e-04,1.651406304817017124e-03,1.119873835816583224e-03
5.638246083396778819e-04,2.595369063860725775e-04,2.039981917511221252e-03,2.576941832275816968e-03,3.758540336554452160e-03,2.977173540651348836e-03,7.419895120752389994e-03
1.907409689757997781e-04,5.104983104023823630e-04,1.475049829658646667e-03,4.924983932141056581e-04,1.222149714807533108e-03,1.050639056936053875e-03,6.071694742307771550e-03
2.163503977946510607e-04,3.937103767933063775e-04,1.672712038808444549e-03,7.226465334364910167e-04,4.462586777240316752e-04,2.472169224672319567e-03,3.397926326803384165e-03
2.227281184007355586e-04,9.504124191506367863e-05,1.066675440893385170e-03,3.553127423556427670e-04,5.263420276179284728e-03,4.275791704574046816e-03,1.147827769180019292e-03
5.964536416447364106e-04,1.888925355784710136e-03,3.208565486640670931e-04,5.310127974825906835e-04,1.031307385985172007e-02,9.444732622640717151e-04,2.031819091985852775e-03
1.031253633112533415e-04,1.059171131013742851e-03,7.398994315807612800e-04,4.606474388197997344e-04,1.502037188858391069e-03,4.291042748074248500e-03,2.245901290003552277e-04
1.440372070499195117e-03,4.397470617083993932e-04,1.782132684464824953e-03,2.630679654484717640e-03,1.088248556301165890e-02,2.069991326443703424e-03,3.072006034301578460e-03
5.086758003739149216e-04,5.573935629673469963e-04,8.184703697867472998e-04,6.783131764543193047e-04,1.692368258595520732e-03,5.588058380960964078e-03,3.525582255486495870e-03
3.354261898365112535e-04,2.728678271813598003e-04,1.206726382917369016e-03,1.309707514985556384e-03,1.106869006699361243e-03,1.606008243322964556e-03,2.779630758844018387e-03
2.918778737934766589e-04,1.524487952040972033e-03,6.788359036750870462e-04,8.744611336406725183e-04,8.838508254363347787e-04,2.876045624421795770e-03,9.115735854387938192e-05
3.460417775334446414e-04,1.720470972734111778e-03,4.126645154163436431e-04,4.295105736611710555e-04,6.802701385513539034e-03,1.886202251390295100e-03,5.964670056339135221e-04
3.892974439539203754e-04,6.054647674482693245e-04,7.783391858218720663e-04,1.036472327948662021e-03,7.724531922731019389e-04,1.784180821521370907e-03,1.053974921529023286e-03
4.142171145465815114e-04,1.018512515061445814e-03,1.053461255484250403e-03,1.915054264866754199e-03,3.021302433095095826e-03,2.544927281838518882e-03,3.307833898575227288e-03
3.960675223317579796e-04,6.122570460257039217e-04,5.362078371946782992e-04,4.512452839141738756e-04,9.424222816223923414e-04,3.360128165165135027e-03,3.299402968806389169e-03
3.137425720057997604e-04,2.471375028647910155e-04,7.194631969111041142e-04,2.265404943755925347e-03,1.030114068637159918e-03,5.630463859807010576e-04,1.990174983316716183e-03
2.718127104222827070e-04,4.304736505783591529e-04,4.396060461137915967e-04,6.009079943939655243e-04,3.939959142171490548e-03,8.238392642496289442e-03,4.827065990077949488e-03
2.781459101981775578e-04,5.965344043346194067e-04,1.857477545188001254e-03,8.057966630697817063e-04,1.107286543390285320e-03,3.059017239632230538e-04,7.761590057442875395e-04
2.721431826189346496e-04,4.195788648817827147e-04,6.904780716806178335e-04,1.813048698052699675e-03,1.082886095161384333e-03,9.904058589563465628e-04,4.696075893098939497e-03
5.288302664973698435e-04,4.833727863554030811e-04,2.345918121034309533e-03,6.974770756416645394e-04,4.320926540097460786e-03,1.787651196837494131e-03,4.045823250030570507e-03
4.036551142599798382e-04,5.217248816582196243e-04,2.474087056451480891e-03,1.222041940009694532e-03,6.564019819029172538e-03,2.966929612303657524e-03,3.635617393526837694e-03
6.896424330614229527e-05,5.250287579290700661e-04,8.017293404656205885e-04,9.219268752816470701e-04,2.784773249665351263e-03,9.500497599775403063e-03,1.964473485603945510e-03
4.164360310602560470e-04,5.686898640388669737e-04,4.188819477929425620e-04,1.315159168314621995e-03,8.647220359760068474e-04,3.063215720398381023e-04,1.798048394944700909e-02
3.306798120518302485e-04,2.916682706309468788e-04,1.970336903424061196e-04,1.765540899471601435e-04,9.845190603125924828e-04,1.182318711393947350e-03,4.128788385042922449e-03
2.972067713599813683e-04,3.584432852343873892e-04,3.028014452115493794e-04,2.743687817648405116e-04,1.675094138927079061e-03,2.341807936793786590e-04,8.272066697429354080e-04
2.470333253844320901e-04,2.549913383683192970e-04,3.243486015381470038e-04,1.941065207313055459e-03,2.080862943605991250e-03,2.027479958910213386e-03,3.153789547296402367e-03
5.262828651558879977e-04,9.909553389158718903e-04,2.227047474493453437e-03,2.718848426376053659e-03,6.407386096732773208e-04,2.577590977066608439e-03,5.491494562809651724e-03
4.818080054321657499e-04,1.558029350312962016e-04,9.201902632622036872e-04,5.723949411282139299e-04,2.988225623516245748e-03,9.640446168476105027e-03,1.256775455661954689e-03
2.038416854295924130e-04,1.101176401030483278e-03,1.114572734124568733e-03,9.755446112860543910e-04,1.683554993659493746e-03,2.216227462856221533e-03,7.953946407660564960e-03
3.677151605508959952e-04,1.266217989114916962e-03,1.793265668104410820e-04,1.501160830492664303e-03,3.328072258110747138e-04,5.580044648360445343e-03,3.653573806532541077e-03
1.845562153628670793e-04,4.597449065243732489e-04,3.668403519293304631e-04,2.064808270345820391e-03,6.756445157439199944e-04,3.521928574149232622e-03,1.824539559277449298e-04
1.505015513729531418e-04,1.155955989471455360e-04,1.578861172138119710e-03,2.341768865297262322e-04,9.902773955163060322e-04,1.271151841718350063e-03,3.337119175262366188e-03
2.192963173122886771e-04,4.437200296261270050e-04,1.037163771754718959e-03,5.836995462755661468e-04,1.459908421450842103e-03,4.800864446016287444e-04,1.535470221724852822e-03
4.617294949542808183e-04,5.303141888446857031e-04,7.654466735437892404e-04,9.088272831495698353e-04,8.536034405530197600e-03,2.586159474122091181e-03,4.333461014958689926e-03
4.831586160419410088e-04,3.005521265117583633e-04,1.260032630101559593e-03,2.081264103695686790e-03,1.931505603439694725e-03,4.417856944241593830e-04,6.780867622129989336e-03
3.877361896177853565e-04,4.045798416308137241e-04,2.666605808154001028e-03,8.751347429549480653e-03,7.314334265003098702e-04,7.173392689047856756e-03,2.974711290891418267e-03
4.310958124559559649e-04,1.380356745723059593e-03,7.268888091187058163e-04,9.881297262684365836e-04,1.901253399364477570e-03,1.670477554587157304e-03,1.498794475076105359e-02
3.883362617202136742e-04,8.213394097557332818e-04,8.907484882834671705e-04,3.847664792205070087e-04,1.135492702623984267e-03,6.490561598886343889e-03,1.971690239210004570e-03
2.176833920402080594e-04,3.164741830742300575e-04,9.709947763415735815e-04,1.636038474372015442e-03,2.088044629881779385e-03,1.215258989652250217e-03,4.772013545233818460e-03
3.723162944809988622e-04,2.113299455375456217e-04,4.527748115746749701e-03,3.411867942762151183e-03,2.628613568717104356e-03,2.570299514742988966e-03,5.817703337748237821e-03
4.476390596526891481e-04,4.529445656006853113e-04,1.951861776793371969e-04,1.292882976485526308e-03,4.628594281897501633e-03,2.421822862901757117e-03,2.156287885158781562e-03
4.374350071003219194e-04,4.848822457585132140e-04,1.368895317338977759e-03,5.741551961509450087e-04,1.525142399731597813e-03,1.877850046973569701e-03,5.652627470735703367e-03
5.436138500805841323e-04,7.422600468615787568e-04,7.830070277493578852e-04,2.551951719645337031e-03,6.814209767294293098e-03,1.274446714506617976e-03,1.247733183073501022e-03
4.274914970582276976e-04,3.997303158207771330e-04,1.261735526049964379e-03,2.016371861450693640e-03,3.529534614348277949e-03,2.908471445996550168e-03,1.507787698867574938e-03
3.576327344597955336e-04,7.491055404253108571e-04,5.355758149296803178e-04,5.218362790973806462e-04,8.246881520227317131e-04,7.780288952524713839e-04,5.665053118110381690e-04
5.122729527439362929e-04,1.760006112178016382e-03,8.199371769889276032e-04,1.608985389545896684e-03,1.139091067135448304e-02,5.861006886431769768e-04,3.129955431649134208e-03
2.960480715525341702e-04,8.989979465185785881e-04,1.396173628244965718e-03,2.633399896434406116e-03,2.092251357218890585e-03,6.807320258355805884e-03,3.432351451938333697e-03
1.930299096238689556e-04,5.354604507865030416e-04,7.499115702404287286e-03,3.052543957933384101e-03,7.351605083530823957e-04,4.064698771529390992e-03,8.781596385494904247e-03
2.765105546825576913e-04,4.937798915280273634e-04,1.493874826546966140e-03,1.124461341277182289e-03,6.900317153233345713e-03,2.098165217806056970e-03,5.730041321578279584e-03
2.067129575124584365e-04,4.449563806321547420e-04,4.686505181782811341e-04,8.904749886945407741e-04,1.011425136330134679e-02,1.038449710435365714e-02,1.754517034524229972e-03
2.140465119933521101e-04,1.119194696054895801e-03,6.307259566208896565e-04,3.165409246885271012e-03,1.513194367201998016e-03,1.502914359878870136e-03,6.566993873460773680e-04
2.790868822611235374e-04,3.782638883010467539e-04,6.177682391889401234e-04,4.503793240776489317e-04,9.907038729920392313e-04,7.373370055722102030e-03,3.863618502063058749e-03
2.018596217844584274e-04,5.662942175961033090e-04,2.414235897929219350e-04,1.684260720897542973e-03,1.334835638398195129e-03,2.341392255316035974e-03,8.144128409104100033e-03
2.571865532856284814e-04,5.683280915609706082e-04,6.734677505308683245e-04,3.963102129329912587e-04,2.965970161378645754e-03,7.049847541948180054e-04,5.507838219592378279e-03
1.163933195163736000e-04,4.078541443419035845e-04,1.417264101093877304e-03,2.780871342906557180e-03,4.923485025187534364e-03,1.246857950469797138e-02,7.912106182731408477e-03
3.337623885720873013e-04,2.418942889225966070e-04,3.477697984366415066e-04,9.646662243238696838e-04,2.604873794058621111e-03,5.290339889033230519e-03,1.901019370394345072e-03
3.001808758091905672e-04,6.689871411814696288e-04,1.767711588530661206e-03,3.271765940167825799e-03,1.708296228641410265e-03,1.740462038609014335e-03,1.436468789393640939e-03
1.993851056942142885e-04,5.313270546167404417e-04,1.193858312012798959e-03,1.756974856393790857e-03,6.002380988633573312e-03,4.064712065725037231e-03,1.067028038545508612e-03
4.171330805407031544e-04,7.440620400201154554e-04,5.075219291429953258e-04,4.456983546860565268e-04,1.176322213394946723e-03,1.311889172034495484e-03,2.256878410206962070e-03
4.794154472211975375e-04,4.001421876044426468e-04,7.684938031337637879e-04,3.706787057421590068e-03,3.942334392266183540e-03,4.501094923336467803e-03,2.201235650009796159e-03
1.342901211133359571e-04,1.146504372539573855e-03,2.597561789731034441e-03,4.101937842771786330e-03,1.202844429880457625e-03,1.798005825669274035e-04,3.012632040558232450e-03
2.048791074385005752e-04,3.256801836499021016e-04,1.417977323324183568e-03,2.401977815006770857e-03,2.297602736476001863e-03,7.084826664576619228e-04,2.081817967084929628e-03
2.042227479282999656e-04,1.539486667779324958e-03,8.537614343843189608e-04,6.448052159669428194e-04,1.407393370900553598e-03,5.230105200558531238e-03,2.071925223402291526e-03
1.875097650088916666e-04,1.931367004983421413e-04,7.184706988054584019e-04,9.283486930029729960e-04,1.482424116323619121e-03,1.530380060631381014e-03,1.021329570619888870e-03
4.541919452661922541e-04,7.154002494798149953e-04,8.952738013735682312e-04,1.332164505886195179e-03,1.109930902026734414e-03,2.417451638300858498e-03,6.761533086326758368e-03
2.722904711889089727e-04,7.330680581395768343e-04,5.930440947110287696e-04,6.753629519834665473e-04,5.229492603016937247e-03,5.108833392847193051e-04,2.610752792053620212e-03
2.628346307517595635e-04,3.419436290212813940e-04,1.944506865829772496e-04,4.592114307500718903e-03,8.059868871750358729e-04,1.246642018274332978e-02,1.980957690102631494e-03
1.101509053490932685e-04,7.109602346913726284e-04,3.544058374220247342e-03,1.330991922788653551e-03,8.007044321157180547e-04,6.460464970971011890e-03,1.054742391859873982e-03
4.121929190025181008e-04,1.187601895155705354e-03,9.459888144522249917e-04,1.363929604920245025e-04,1.051538936485325523e-02,1.607188581725445221e-03,5.545292717825946963e-04
1.614431837289579026e-04,1.457494181635769835e-04,1.121257756507919963e-03,1.555734752516029331e-03,3.758456759569714280e-03,1.310587869051494823e-03,1.011712314421001763e-02
3.091259471443100768e-04,7.451809101472346144e-04,8.148204812573137936e-04,8.975713851881665217e-04,1.821988328321370279e-04,5.500153548934458465e-03,4.417488475142622960e-03
3.446298503867845867e-04,1.234723994208551548e-04,5.072081567879677946e-04,1.116860973990948559e-03,9.372668582358431458e-04,1.426261956871302528e-02,4.021858879225661469e-04
5.923583499279690568e-04,3.087652423641010810e-04,7.449790586813794142e-04,8.829981273664146884e-04,3.051826664880015407e-04,5.098426201818251867e-03,5.556260267150741998e-03
1.559245560329562165e-04,1.464808733747672816e-03,2.769749065357340477e-04,2.261663098103082210e-03,6.625389069347287652e-04,1.723555352547508773e-02,6.620679608740394871e-03
6.628916080655890709e-05,3.887400688432533042e-04,4.177481341922539143e-03,2.904361336315423262e-03,9.248418972777941699e-05,7.810003502767420835e-04,2.751874929433783482e-03
3.288847044790013294e-04,2.725036907840051956e-04,3.575748985414971097e-04,1.487215862362177609e-03,1.378030090557303550e-03,8.657014445763854416e-04,1.392089185199107439e-02
7.380695529959465035e-04,4.894182786576291256e-04,4.120426431575604088e-04,9.039459987906839139e-04,5.577736697950631773e-04,5.982362897970789489e-04,3.046094699224298312e-03
5.573846918201298987e-04,1.905927297974234665e-03,6.234831889866448897e-04,1.147279548200239290e-03,1.645197371661658199e-03,3.055466550749988755e-03,5.050806581305017926e-04
3.331564442777136645e-04,1.836388006719767100e-04,2.090495196237548287e-03,1.204594489112055782e-03,3.610771959481506757e-04,2.341461245170857550e-03,3.586420530936211548e-03
2.346193425399833142e-04,2.932994761230940336e-04,8.571899548582687968e-04,6.240774882674743123e-04,1.679617848705468319e-03,1.687453393885837575e-03,3.141988152811187821e-03
4.491441005880772094e-04,1.353486516056038929e-03,3.571686889605139035e-04,1.884393865343026451e-03,1.073067080390620624e-03,4.412450819788984145e-03,1.235952840902454671e-03
1.843819414271732329e-04,1.680088152826247688e-03,2.041704134210057652e-03,1.713429902562042285e-03,6.023709691450091983e-03,6.736228870883770835e-03,4.510389249660943026e-03
3.806808497282609472e-04,5.179721116228854210e-04,1.415451278895360878e-03,4.066636663868515057e-03,5.552047642153960273e-03,4.272052248872081938e-04,3.832901305888640475e-04
3.862626406349827348e-04,2.620534564765214514e-04,1.236954656314000504e-03,3.237311229113839540e-03,3.160583528236626111e-03,1.081338494474977071e-03,7.135570798658494307e-03
5.097331881875485048e-04,1.938144280658816651e-03,1.400405636950714143e-03,6.851779862105959653e-04,1.161826372584045999e-03,4.460742547033188024e-03,9.135061812661442572e-04
