N2vsN3,N2vsN4
1.815740313794274243e-05,3.413256268977529902e-05
1.003347912043413612e-04,4.699238081162867040e-05
9.939216646113931955e-06,2.191557747503376400e-05
2.123594216443315687e-05,1.867752401544022509e-04
8.272954231615135064e-05,2.906531824318028122e-06
2.621274516121600484e-05,2.643666839950081576e-05
4.011356799966458588e-06,1.334863851857262128e-04
3.315260465320928052e-05,3.513191003784574604e-05
6.250924768547975899e-06,1.867183529993626272e-05
8.165800069333392294e-05,8.485391329370328705e-05
8.783409592643853152e-06,1.483589815541320187e-04
3.896472260954535216e-04,6.437887424928795269e-05
8.675675314783467347e-05,1.911662879172075304e-05
9.017072311294073390e-06,8.644142253503820262e-05
2.040430848010225116e-05,3.086317868701868539e-05
4.249458071396904161e-05,1.222719012576051895e-04
4.378944242405187243e-05,2.964663339860627682e-04
3.112677973932914108e-05,2.193132525165534325e-06
6.995773755604761646e-05,5.712854894650900981e-05
1.768582244700010920e-05,6.228542028483884669e-06
1.386010549185800053e-05,9.365185297158692664e-04
1.413802937710670004e-05,2.851053205710598050e-05
4.718639009306839428e-05,1.224460954036447414e-04
2.881549645698984474e-05,4.792526286851031070e-05
2.676288231383327769e-05,1.907391144741633549e-05
4.429919577447177900e-05,1.653632289229432531e-05
2.571989864603258321e-06,3.352370901020573822e-04
2.727037907122338697e-05,1.574564130840731238e-04
2.488589463474725824e-05,5.150808663012331227e-04
1.061167979394072691e-04,5.344039964660230032e-05
4.336832709684189689e-06,7.063505499358717550e-05
9.490903493993866019e-05,3.628458976090518512e-05
2.156650469384231760e-05,3.542877566001093916e-05
3.261335295036455362e-05,1.432145391069740363e-05
1.068740524404516599e-04,5.530344673571161736e-05
3.504011477340567400e-05,1.939328925555149975e-05
2.984748444286459807e-05,8.497131356221076614e-05
2.548330315214876612e-05,6.131565956841437579e-05
1.233269836287582898e-05,7.061492029816461851e-05
1.943825728233823183e-05,3.732240587713161724e-04
9.778826699086320121e-06,4.778737416071624633e-05
1.912823229131617751e-05,1.239769187110913672e-04
1.934408464218817683e-06,5.863016172290942338e-04
3.071563600690570338e-05,2.398379503907812791e-04
1.770761936886841676e-05,1.995024752605420503e-04
1.428955051433982306e-05,3.460496423608734704e-05
2.491550642147615622e-05,6.586417533766894951e-05
4.769151233456266611e-06,1.027888154509009321e-05
1.376896542221522847e-04,9.098733186809081675e-05
1.804673554277390511e-05,6.950336846821119892e-05
1.728584296174824015e-05,5.142298006960781650e-05
7.616645604700397034e-06,1.715126030914413096e-04
2.048470798849683089e-05,1.173637764330704975e-05
8.005326005336438214e-05,3.556184643624575397e-04
5.635373288852511001e-05,1.475460943393828495e-04
4.700105389208664099e-05,4.593660206261675688e-05
3.454045429043179526e-05,4.182722737332556900e-05
1.397387822915387779e-05,8.901068900732450530e-05
4.690640341547199529e-06,3.101464123561454536e-04
1.635761440353805199e-05,5.648370942723425091e-05
1.579764390568853919e-05,5.943362168092554816e-05
5.708416246055805191e-05,5.109901282751859496e-05
2.725188562638632757e-05,4.243047472908289576e-04
1.002877748260116709e-04,3.211628691217798475e-05
6.623578087921725051e-05,4.826052250846158949e-05
1.266999581531315104e-05,2.894972478895215689e-04
3.322119812558862814e-06,5.964653188397655729e-05
7.994249050652546703e-05,1.956825371140799932e-04
7.787597497595870051e-05,1.675148543699395308e-05
5.101428929042402675e-06,3.908238990493185079e-05
9.046583751169754838e-05,2.968847010738551368e-04
2.930767549918881715e-05,2.220717303805716921e-05
2.348631172556414935e-05,4.169845833361799286e-05
1.005359653641953464e-04,6.803656508528312878e-05
7.673956733847520193e-05,1.525698733220202836e-05
3.836184038562900022e-05,3.043066639913090011e-05
3.210299536602860543e-05,5.723622622999694029e-05
3.704474713968467409e-05,5.288084031636189949e-05
1.340563096116829359e-05,2.323966082524818314e-04
1.892778264318096954e-05,3.179110539916586774e-04
8.112573312419710556e-06,1.789857604326952213e-05
1.433483369317175424e-05,5.714233316677180911e-05
1.386126687746507168e-05,1.122940610360524390e-04
1.059547373647763092e-05,3.084747413754661055e-04
2.293074934934152186e-05,1.184168897519879607e-04
1.446528184495796887e-05,7.088927036644626374e-05
3.304819643166625418e-05,1.112604716499586470e-04
3.948799703726869125e-06,1.122294691088558178e-04
1.785667663465240448e-05,1.642436420574985571e-05
2.281193613646265180e-05,6.301555221207824815e-05
1.465971174704509006e-05,2.880160473228264182e-04
1.683297186042897011e-05,3.898569886048781793e-05
4.097947599239453412e-06,5.840251631462189664e-05
2.856577657999022303e-05,3.737504613147035504e-05
3.821920951572214877e-05,3.112392150348047270e-06
3.276200853696969046e-05,5.125079951091247041e-05
5.651235760989699374e-05,7.182074214960332834e-05
2.446544904929765833e-05,2.703225915591998165e-05
3.227888993581388245e-05,1.250912861236833422e-05
2.337864530775514703e-05,1.737956783173698420e-05
3.977676680188720455e-05,1.250918346539664917e-04
4.130930306516814768e-06,5.332832628969957954e-04
8.183756749982830137e-06,2.626816951299160456e-04
9.777138336431191712e-05,9.962298316361195737e-06
1.707954492810372177e-06,1.394318258313601651e-04
1.738407128801040512e-05,2.256112188767456789e-05
6.458661771163147372e-05,2.486105518856256662e-05
1.821912029004519036e-05,2.872168142378168760e-05
1.333938852996948419e-05,1.166646226191597811e-04
2.276339925750813653e-05,1.580840821790153691e-04
1.404985525443923533e-05,4.445092269967568092e-05
2.062660539058631988e-05,4.536487450229805142e-05
1.009813988449477077e-05,8.728158465141199341e-05
6.060677548507147137e-05,9.885127549356343356e-05
8.301299772392304894e-05,2.050992182546452689e-04
1.750246890811671437e-05,1.070570347837483491e-05
4.999024797257645370e-06,5.121619615588745748e-05
1.184480178304406338e-05,1.387923383515406857e-05
1.663890475893037564e-05,4.703501247030410600e-05
3.315757344629230387e-05,3.811518122852742098e-05
7.298866414295403632e-06,4.727226031351145971e-05
9.268021764456527674e-06,1.915055198887380340e-05
3.332835084217593242e-05,8.391969641871010503e-06
5.114379144179714398e-05,4.049923424343792274e-06
1.074175225903705933e-05,4.271742088598373704e-05
5.272555816204727812e-06,2.980933735308398042e-05
5.337088549580624964e-04,2.221788972132007745e-05
4.377384577662588885e-05,2.444672029921689748e-04
1.531340382374146871e-05,1.782669728770344301e-05
4.769199428368233227e-05,2.737523605191972769e-04
1.765953110962678252e-05,3.509470995417803625e-04
4.760268478315191824e-05,4.811180331992976409e-06
2.345597995981135191e-05,5.586179848130538004e-05
2.191133694767047660e-05,3.095044002838824527e-05
1.785262230579118202e-05,1.518705415714116130e-06
4.703707088662443976e-06,8.832636034751143727e-06
1.389101293999805140e-04,1.267157430261646120e-04
7.800582054523541562e-06,5.640044314689626661e-04
5.133094518213840931e-06,1.477079150311578462e-04
1.616538763520862209e-05,7.372795036709012641e-05
7.646595071341131714e-06,4.873630073899416206e-05
1.899203124426642136e-05,3.766131385915947780e-04
3.978524528667004372e-05,6.584641302391183075e-04
5.411087455607739360e-05,2.472492366144170352e-05
4.517134814176666801e-05,4.535970818329120668e-06
1.473315238484194386e-05,4.031740019916041872e-06
2.101684168311453559e-05,2.442714717636714286e-04
3.007250576085075417e-05,4.725473008266168999e-05
3.448518952051839504e-06,6.229700170928919418e-05
3.538602519424078713e-05,5.831310810146535439e-06
4.657286516627357570e-06,2.025084072717305410e-05
1.538655043522091576e-04,3.507350593358260699e-05
1.334600633175604804e-05,6.416315045568456144e-05
1.662416062190598919e-05,3.099148715070363519e-05
9.262974101098045806e-06,1.440004839681929176e-05
1.065215524068016290e-05,1.950249906046295223e-05
1.943821064339794108e-04,2.131531557844826416e-04
5.121855978585916294e-05,6.707185778697489576e-05
4.248346415017679239e-06,1.042311650919091769e-04
9.001219617810229164e-05,1.700273872200743815e-05
6.595512250457057589e-05,1.444025678124755075e-06
1.509735874944394081e-05,2.669023684144683188e-05
2.717858142749758504e-05,1.767477249478382239e-05
1.970334058346676114e-05,7.600793386374965553e-05
1.437840006543883724e-04,2.578315252853051725e-03
9.019979709418883220e-06,1.151484570352694553e-04
2.314416931415910213e-05,1.332983839485289918e-03
1.303433386563700118e-05,9.894326844149885193e-05
4.771648625287579409e-06,2.348024713724634205e-05
1.789972653964004069e-04,7.590801658449354984e-05
6.135954780218947923e-06,4.235998776110254447e-04
2.492475437016741105e-05,4.492134304494579348e-04
3.507949459428406671e-06,2.506865256398026719e-05
1.341886743693126911e-05,6.775128594158666114e-05
3.049921955689480088e-05,8.997104018407254050e-06
8.767031749267385386e-06,1.345082257356717528e-04
3.596456414173890135e-05,3.224824268279565713e-04
1.528223712408388800e-05,5.244590987377465498e-05
6.380392992043033092e-05,2.244711594414057021e-05
7.806120409585128668e-05,7.702885924008366051e-05
1.112269385714241280e-05,8.251448412347781394e-05
2.159507183662732704e-05,5.511355006646179329e-05
2.402719947338010032e-05,6.195951293947361837e-05
3.715437644695873275e-05,4.058689311734331987e-05
2.028971829479483071e-05,1.652019920287906224e-04
2.419009454135450559e-05,1.209643579280179833e-04
1.567905583898520990e-05,1.536818139555133972e-05
2.244285140466249008e-05,1.486953191710237764e-05
7.323492810661654093e-05,3.684698160602564238e-05
3.816105583257502302e-05,1.210528896154429765e-04
4.032565685871374045e-05,5.972148880388622856e-05
4.121501359783551519e-05,2.310947053273218103e-05
1.714871932116608021e-05,6.843232642241700776e-05
2.751026800914600323e-05,3.361762160431630564e-05
6.756862095417225439e-06,1.438263627408157663e-04
7.113218664986839502e-05,7.456663293872652651e-05
1.237102363264228727e-06,3.425008959049107140e-05
1.833082155740692909e-05,6.601259333189517589e-05
6.259142267232595627e-05,2.422767521964522698e-04
5.113398951390016468e-06,2.524093076486419831e-05
2.982992818866245750e-05,8.106176406349788438e-05
1.012457692541077504e-05,4.594617473292301948e-05
1.383122902558779805e-05,8.346300051598753175e-05
5.150470868121845199e-05,2.279508803099209038e-05
2.438063572619944596e-05,5.707838652022683367e-05
2.615293702311692451e-06,1.889364933037465742e-04
7.533100679058344852e-06,1.624222979462073494e-05
5.304114899490022144e-05,1.014252399048509987e-05
3.133309827609462544e-05,1.061508739247191702e-05
1.148776726441933335e-04,1.227086764808231558e-05
1.075956121442106625e-04,1.021467955675504035e-04
1.420348196579443575e-05,9.253403061340731902e-06
2.444400485449980563e-04,3.497202974080522659e-05
2.049563513861080573e-05,1.050010310256265731e-04
7.637449704533985471e-06,8.243531111632098490e-05
1.061313524087442092e-05,3.147999389048695480e-05
2.093855635855769330e-06,6.287392202455697055e-05
9.975840190064603954e-05,5.686030106826376533e-05
9.854312430772857489e-05,3.820375689335709919e-05
7.244371588478259685e-06,3.882332955179328864e-05
1.592432771983386710e-05,7.310895291417815857e-04
2.200654298755884555e-05,1.320520403734722406e-04
7.655154573634161133e-06,9.812272719090834542e-04
3.457792024919538152e-06,2.754076431784426894e-05
1.620588859610178864e-05,4.515328745954416413e-05
1.450731266603783272e-05,1.010946473075520537e-05
1.356266819319318947e-05,1.892611743306433890e-05
2.498931506617589146e-05,4.899575642697013428e-04
8.353384942776189467e-05,2.672452966303154036e-05
1.477061233729412356e-05,5.002763099087029946e-04
2.371660112355753150e-05,1.124572765601727197e-05
4.137193685741373029e-05,1.412378371341588713e-05
3.480897305900080950e-05,3.319985605432832057e-05
1.081905302838426641e-05,4.631765006760462207e-05
2.202348527931657072e-05,1.513700886413636270e-04
3.457988289391825527e-05,8.587970225808448383e-05
6.471325369853201255e-06,3.033932411409260210e-05
7.075840190761527738e-05,4.260808557973853633e-05
8.370688052931295729e-05,3.409488938624451101e-05
9.708016797234367135e-06,1.668380557751856082e-05
2.427391439104443875e-05,1.722682016900862678e-05
3.801612950114837422e-05,1.716544896064380000e-04
1.158971558342458592e-05,5.574625230821532383e-06
3.237369205124593667e-05,3.482266087294332707e-04
2.354675219346173389e-05,3.312969250180910493e-05
4.608092955917107921e-06,1.978675308643864817e-05
3.165492008820750610e-05,1.214781187858941439e-04
6.656473616303095211e-06,2.971636230327870647e-04
5.115883093089361791e-05,1.911736037436907233e-04
1.022178470725982970e-05,9.130864442470316229e-05
1.702098236739369949e-05,1.842436733367113974e-04
7.888658491742371701e-05,6.373991693793367186e-06
3.285532788576400737e-05,2.673106455658701705e-05
6.795484544102561541e-06,1.675369671625324649e-05
7.248653320777899620e-06,2.173675029116011652e-04
1.098388814461665287e-05,3.155870249224406159e-05
2.967711935779049755e-05,1.378975300631384807e-04
2.861789119463427445e-05,9.511163780071323558e-05
8.607466023343000335e-06,1.776543440501714263e-05
6.224684684276789841e-06,2.472149612110791981e-05
2.650453044688175092e-05,2.361823637562233133e-04
1.667435995845248985e-05,1.971626297698971815e-05
1.729405962063933720e-04,5.808248396896599475e-05
2.074563639027329870e-05,1.954996432920103449e-05
1.227297889837236471e-04,3.430463173733032378e-05
6.204958158542134053e-06,4.730559957138987328e-05
4.147556368681536279e-06,1.954233607739253240e-05
6.525040375648453509e-06,1.579173434852131110e-05
6.568443945224984799e-05,7.049565026606253537e-05
1.157964447755557147e-04,1.814396711100690424e-05
9.148160488804393055e-06,1.890136116131876478e-05
1.261852842572307863e-05,1.620239762751756005e-05
6.213667885306575718e-06,4.553737192577388501e-05
3.267719779177602408e-06,1.551612605460916602e-04
4.102345479599267850e-05,3.048614371650011602e-04
2.499691898106800027e-05,2.092451215730886728e-05
2.021086348690336298e-05,6.601030488312918665e-04
4.931660448857544872e-06,1.497492555314776768e-05
1.030989240911028409e-04,1.835122152541536001e-04
1.208996216897199938e-05,2.103078382152879077e-05
3.410209087426129497e-05,1.758269327465567569e-05
4.670055090579849017e-06,2.045680555878086316e-05
1.653049875235402852e-05,4.695012020130591565e-05
2.676531224089891004e-05,1.002823402996127751e-04
2.773811587221859676e-05,1.117053555668763457e-04
2.334495303849156139e-05,1.610679104366816532e-05
3.279430150204618716e-05,1.524774861596258899e-05
6.457303511164894150e-06,1.664411288450459549e-05
2.436395726605446654e-05,4.374589249491388584e-05
2.240961162061775376e-05,3.885498102858039719e-05
2.521414023914451535e-05,1.598758447880360033e-05
2.150052795488257507e-05,6.909949609218905386e-05
5.598616421583977782e-06,7.552928655538295290e-04
5.354474258764816273e-06,2.728574627099274955e-05
2.184668471335183325e-06,2.971966119792397232e-05
4.529817675292882731e-05,9.786773163258522120e-05
4.575905901099469928e-05,2.557060514782644555e-05
4.649210739639531291e-05,1.115843027274371335e-04
2.718110970846168183e-05,2.111052554913395231e-05
2.369343839481941645e-06,4.505939198801787028e-04
7.163665431605976879e-06,7.562243304277599712e-05
2.371594700196101981e-05,2.375980925647522407e-05
2.290259622364873180e-05,2.467012422668375202e-05
1.600632666109789626e-05,2.698991566039225776e-05
2.892335720449178236e-05,2.596468932119456920e-04
2.023439706489524195e-05,1.090827631757390525e-05
2.256731767598981535e-05,2.243210072045707845e-05
1.055570994707098833e-05,2.548347842082836784e-05
5.339639635368340976e-05,4.906752669968132225e-05
1.300014699718798410e-05,3.611438903865466459e-05
5.286112986028296383e-06,8.352405721778683915e-06
9.251014865870133287e-06,3.094575351751836984e-05
1.411539551470899116e-05,4.436993877899807589e-05
5.404057006182525689e-05,2.353069180612619605e-05
1.917225678807147748e-05,1.139948865182431126e-04
1.660301083616222886e-05,1.507033175915382700e-04
5.737759762039577488e-06,4.551122349473995913e-05
4.386930458728467767e-05,6.593523086451158791e-05
1.042055314168124231e-05,3.738766740840203896e-06
1.809624421149078955e-05,3.016552387833109657e-05
8.787500002680420999e-05,1.669691451119108706e-04
3.326466107826177196e-05,3.008116130688059844e-05
3.925439132385869887e-06,2.064161107977518838e-05
3.408328643267993894e-06,7.691220862559147503e-04
1.875427681928432613e-05,4.435966189765940871e-04
5.947623087666012714e-06,8.762907948138930875e-05
3.825518173093058903e-05,1.961178470890570676e-04
2.086337727678524545e-05,3.458726659601769746e-06
2.359693999929102370e-05,1.943277894682334669e-05
9.864960070872405597e-06,2.844787762518503311e-05
1.141046407664551854e-04,3.766935453323907827e-05
3.432043359992512110e-04,2.777371806706267212e-05
1.513708283014564145e-05,2.344310797249883864e-06
2.846774016042589344e-05,7.945990444876902513e-05
2.204640646755054114e-05,9.600573788958482904e-05
1.542586136100780446e-05,3.418259041765109264e-04
8.702947886712283129e-06,1.941511502479092730e-05
6.758252063107477062e-06,1.759873837246861549e-05
6.424604086011933922e-06,2.005797269303358147e-06
2.999324828310480525e-05,3.515415438715834717e-05
1.189428217738763851e-05,1.474305389816274394e-04
1.518069441648227245e-06,2.399634604895605993e-05
3.120537932299306355e-05,6.546866915465246071e-04
1.924922867480727821e-05,3.674893341368175032e-05
7.689226412943500697e-05,5.964520421531653452e-05
2.904524163218374135e-05,9.740566797569323148e-06
4.558796563779581813e-06,7.057580777070958183e-05
2.151264121454554965e-06,4.649869950644877301e-06
9.740182836726141369e-06,1.149457814393927725e-04
1.070407866906377242e-05,1.192636772259923528e-04
5.136163405325086008e-05,2.554873032399706655e-04
1.982336596680954688e-05,1.470313215573644068e-05
6.214191814771164097e-05,6.062440576438608131e-05
5.316946741627848678e-06,9.835691738137776355e-05
5.250963402152349600e-05,8.500932628101392455e-05
4.112932731376318907e-05,1.770175655880699183e-05
2.657798536104160885e-06,2.833874163819742463e-06
7.506467796812467256e-05,7.582100474307048373e-05
2.195930055613029132e-05,4.163842386045299226e-05
2.960007151642387747e-05,2.533073027090169908e-05
8.421905938456753982e-06,1.250554753794806814e-04
7.159171009561334507e-05,4.737617947406338640e-05
6.109713882313517692e-06,1.026755519061202200e-05
4.596242854218188185e-05,4.924783225422320757e-06
4.543759061014083676e-05,1.290051311932414535e-05
7.550130481139795868e-06,8.832760323305280164e-04
1.453443672111310193e-04,1.190275684761494114e-04
2.521050452198048559e-05,6.269977228400075095e-05
3.846023628605792726e-05,4.020654900003663526e-05
4.343200324042386473e-06,3.715697394457130137e-05
1.662449455825058668e-04,2.028888283550433851e-04
5.877757627619630435e-06,2.775200570238664359e-05
5.573557911631860096e-05,9.991576672228048134e-05
7.396157108221150417e-06,3.291437409952458919e-05
1.076977361200377034e-05,5.129667168494416851e-04
4.401305601158776319e-05,1.218473722661761514e-04
5.588438411669173050e-05,2.228928545327058062e-04
5.609423910099955547e-06,2.479721319784651610e-05
5.951357528694100029e-05,1.780004966593132210e-04
5.686686128166310966e-05,3.436127126924654572e-05
7.828562189378626113e-06,5.705780028594941333e-05
9.892676878230992853e-05,3.556973433638389143e-04
4.659343904995838456e-06,1.430619896399917624e-05
1.070766340057694569e-05,6.381066140137580701e-05
3.228926744106928572e-05,8.457420508194452989e-05
8.517867268024544966e-06,9.331942283959801716e-05
2.603785287941772620e-05,2.910999580695098612e-05
2.545235701737047005e-05,6.112707129292896261e-04
1.658764271901517446e-05,1.057089788709949031e-05
4.597661106827738751e-05,2.879208084851984885e-04
1.591674151715973871e-05,2.148847272751598929e-04
2.521082188884168381e-05,4.893556633198309401e-04
6.294140102258344630e-05,7.434642437638686168e-06
4.409817875730999691e-05,1.762688370665086576e-05
4.389276781999042161e-05,2.995719661754596744e-04
6.337932881369430956e-06,5.257081473798519193e-06
3.380216484326689771e-05,7.273752525380298498e-06
8.308121103031337805e-06,2.782830481046243541e-05
5.552883230058848634e-06,6.295470828742723811e-05
1.861608379581290528e-05,3.378807740661877047e-04
8.096542242554602477e-06,4.003299173411612664e-05
4.409515852418331315e-05,2.409817298208007805e-05
4.516252875838524703e-05,7.265272737923928695e-05
2.983526640215735026e-06,8.784191560224632531e-05
8.735801825865478382e-06,8.490311577809022314e-05
4.645716450671977077e-06,4.038423782077526461e-05
1.259252012690389901e-05,4.787075435653032987e-06
3.152900587054270875e-05,1.662460486100809064e-05
1.569660073748133940e-05,2.748837573475381075e-04
1.108921520537728166e-05,6.258375445949793472e-05
7.339888908081190625e-05,3.395365350497488470e-05
1.995460999233697528e-06,1.912966306686467069e-04
6.889641653891479596e-05,1.288267063454682193e-05
1.160509215186565166e-05,3.815303255880828223e-05
1.849727203125291704e-05,5.898794444797668976e-05
1.180317939972754989e-05,2.944046243578555934e-05
9.356163145522848623e-05,5.642647103057480610e-05
5.840134204208188187e-06,3.991652057589027859e-05
2.023611022268063345e-05,9.326048026216235323e-06
3.389172639362419699e-05,6.216526875716480989e-05
3.993745473187243913e-06,1.015535198429349151e-05
7.971192483338215132e-06,6.099312516105910575e-05
1.724554311683902045e-05,2.600791465261565794e-04
8.240551232810598299e-06,3.568731018870804477e-05
8.847549272726088081e-06,1.225879023007872047e-05
1.409569752118086123e-05,4.293286555918408853e-05
3.829478041091904385e-05,1.842406472759653140e-05
1.419677032271249774e-05,1.020470323607829924e-04
5.880097685970886575e-05,4.186442866153990968e-05
7.374104645786227904e-06,3.890620752733481248e-04
5.719091780091192678e-06,2.018672938241392511e-04
1.372875565845184257e-04,4.160941234843377361e-05
1.035815514211311818e-05,1.180081732616096755e-04
5.391481815265903720e-06,3.119130326435561729e-05
3.503205238258683781e-06,5.207949324979729643e-05
5.860592070278741945e-05,3.240465125693645776e-05
1.421684826618605708e-05,1.254328000316353960e-04
1.551833981713038384e-05,2.791108284352721534e-04
1.705648634144342300e-05,1.303731670364169858e-04
5.507385806119905180e-05,1.511612166145362294e-04
1.671326038841715485e-05,1.513603064751665485e-04
2.084681042642162491e-04,9.688552357543941083e-05
2.286238189014345605e-05,1.274169407693655715e-05
5.783054177376637287e-05,3.849790159313417779e-04
4.474466105001474633e-05,4.358577799957156378e-04
1.928417773667577694e-05,3.776442347207870553e-05
1.112017790709048119e-05,3.204642097770523507e-05
2.787405149512257963e-05,1.042630454359805541e-04
3.330911238545595832e-05,9.683402279149324937e-05
1.128129704171824800e-05,3.923965030359987760e-05
2.361946451080101787e-05,1.115616454058638622e-05
6.885048378578959309e-05,7.215845280325169030e-05
1.584881794008537962e-04,9.690652472360756532e-05
4.699783768282976294e-05,1.194632010656364757e-04
1.288297750798724991e-04,7.603352278057685292e-05
1.065850390587650522e-05,3.611415260364683489e-05
4.035093334250162500e-05,1.648152999775574291e-04
7.626787255117353293e-05,5.411120076035739855e-05
8.161263034043180528e-06,2.862027515578221968e-05
1.230667947228228084e-05,4.025519029474475133e-05
1.137083725659952967e-04,6.152510232693280183e-06
7.543101355184141342e-06,4.017853173017699311e-05
5.230998830922926855e-06,1.142223319440112102e-04
9.217729546936289308e-05,7.517078303537380569e-05
6.618775648849694812e-05,3.100768013252248748e-04
3.081040684655433508e-05,3.646865441999791858e-05
1.910636487191895016e-05,8.972942929946812020e-05
1.289974789236337545e-05,1.294521373403842706e-04
2.651421879406974254e-05,8.316830472144941949e-04
9.708037376814986584e-05,5.948603593082681497e-05
2.538855291227852792e-05,1.428197697264152721e-05
1.746338577676068821e-04,1.383155279210452509e-04
8.148144950536190245e-06,4.691374672259169772e-04
1.961023294891610464e-05,3.395257008346862774e-05
1.377249663297316750e-05,1.371836928920487002e-04
6.757079231841217017e-06,2.184367877364833230e-04
1.716115742070589294e-05,1.694404704235729297e-04
3.035804556768857885e-05,5.813065981895797598e-05
3.378316000082294600e-05,2.162509607477794196e-05
1.752449049578847699e-04,4.535350892196226842e-05
3.182333237658771595e-05,8.669043459546283271e-05
6.317249983310549888e-05,1.486939303195633911e-04
2.136654796649783180e-05,7.464600924614564112e-05
1.071026664540063536e-04,3.169419197300419634e-05
2.201219165822884368e-04,9.736614790646034310e-05
3.401553746617630653e-05,1.403480047861807481e-04
7.411799505734675006e-06,7.885061185601803253e-05
1.155279328720827911e-05,1.833108894671758011e-05
2.651383246870475405e-05,4.021884889686630775e-05
3.157072631518551020e-05,1.559301167177516809e-04
4.021167627038247223e-05,9.510549298032954386e-06
3.168774315282935083e-05,4.056049127664134621e-06
2.014018735361441066e-05,3.054305515501939527e-04
1.058601544409673758e-05,9.236252395326033002e-05
2.987047501414629691e-05,1.035545998563995699e-04
1.278323488792585229e-04,1.373356226150748486e-05
5.545993559955891209e-05,1.211532994834586862e-04
3.413885652797767143e-05,6.956916450929412409e-05
5.599706044908329933e-05,7.469513814926494530e-06
1.379999520436255634e-05,2.762104575668021425e-04
1.203076510206253465e-05,6.048787875281184874e-05
9.468279097426957470e-06,3.108490234388184772e-05
1.764487990249210452e-05,3.176723174522282724e-05
1.311460345463954694e-05,4.453795789111687543e-06
6.695408019584267933e-05,1.019035650091090420e-04
1.243367920724481679e-05,6.846013835923595232e-05
8.962153618646020621e-06,3.961179179866213587e-05
1.395341609136851503e-04,2.318765816267292557e-04
1.273503736506984714e-05,9.500953696120171025e-06
2.331881932247971694e-05,2.443205583477560427e-05
3.140776320854628094e-05,1.802956841204884363e-05
6.417567518038507272e-06,3.578286078338537691e-05
6.880084611570486271e-05,5.421659463909014886e-05
3.782050114611448197e-05,8.376700827791006801e-05
9.502274513666605948e-05,3.297187290146177193e-05
1.014022651160264959e-05,1.744749566138488548e-05
2.208410383056294969e-05,3.781274640095171904e-04
2.080280905995706258e-05,9.032426525849222539e-04
2.603966019489443559e-05,5.938056662750366998e-05
4.669805980922887971e-06,2.016375256469296300e-05
2.234424184390176540e-05,2.937026798703354456e-04
4.803132754101238047e-06,8.810238206995075507e-06
2.861887155346614273e-05,3.345813700655017890e-05
2.379958734375716391e-06,2.168633944846626893e-05
3.139757096933473718e-06,1.243581162949258285e-05
4.534414176759009026e-05,3.573011626156109318e-05
1.157553499019158746e-05,1.772571677806367830e-05
7.447468678237623598e-06,5.076506201727000120e-05
7.127729935652871716e-05,5.165751102781745112e-05
2.775340376537928198e-05,2.372252306625186261e-05
4.783810363345457909e-05,3.205351909565436614e-05
1.693682425115341649e-05,3.790201375081308041e-05
2.915935753411401116e-04,1.321368699271791578e-04
1.092679918987106714e-05,4.184229726292839431e-05
1.144602753834135945e-04,1.345135711064462372e-04
1.880957847527800662e-05,1.009876857048632522e-04
3.823712765108973280e-06,9.927163112943281922e-05
3.241369502025367994e-05,2.643934064395293045e-04
2.739867994405388826e-05,1.304955390595948540e-05
6.989510039625160555e-06,2.833798916688270433e-05
7.952711951089871833e-06,4.148767822020684739e-04
1.951209696620549033e-05,3.671712269566771374e-05
2.837419453031900745e-05,1.705527722555723700e-06
1.690575478298551317e-06,3.919154338899027572e-05
5.733170153134946805e-05,5.878874597622370479e-05
1.219754009362844102e-05,2.162980787323854318e-06
5.280309899884906851e-06,2.478306805547936080e-04
5.125426453552156102e-05,2.123324362012911714e-05
1.953317484482021952e-05,7.416547487093676813e-05
6.748450731912034040e-05,3.812404368783750991e-05
3.099061871328566252e-05,1.065470205661832862e-05
1.996973286665577375e-05,1.383792821956068592e-05
1.716722990689682451e-05,1.627977600731148394e-05
3.240928753739685429e-05,1.839804121891619633e-04
1.322621724534388127e-05,4.188706967703345103e-05
8.526335645082636137e-06,2.672994267531037107e-05
3.680528305722706884e-05,1.628903708918959180e-05
1.730930870297448518e-05,2.100621146982908590e-04
2.068274797516406801e-05,2.897633433632822077e-04
5.944860214312825027e-05,2.072064592479791446e-04
1.784736120809543721e-05,9.028287640849463251e-05
2.030295006921177547e-05,7.079717194859522092e-05
1.098008044001263043e-05,1.162197408534152938e-05
3.076790827117274882e-05,3.722721401544727877e-05
2.837646732146010116e-05,2.200766411184883474e-05
4.923020733624629047e-05,5.592399672928287651e-06
1.120772683648791958e-05,1.777672496512973095e-04
1.265326524454037755e-05,2.169381224226647135e-05
4.416222001126450498e-05,2.100096105828455834e-04
2.573740231512420583e-05,1.440439824095201919e-04
8.080988041017644896e-06,9.752264206861910323e-05
7.386848935531992915e-05,1.043221691864542157e-04
3.659335981572426801e-06,2.389445316702152537e-05
4.381678778968223166e-05,4.647237704246640088e-04
5.643589151876461185e-06,5.265564880517719612e-05
1.318309987834099715e-04,7.183278788298777355e-05
4.267945426324327720e-06,2.294571950456105852e-05
6.330617814578643225e-05,1.635648888803843109e-05
1.843217748312194146e-05,8.865728586481927171e-05
1.386170086430972898e-05,6.491243452826325647e-05
2.407391598343236805e-05,1.939082791425931083e-05
3.762364137233940251e-05,8.898751116452520104e-06
