phase,annotated_age,state,batch,pseudotime
G0,2.666666667,arrested,1,0.17298055135828602
G1,4.8,cycling,1,0.14912719991561213
G1,2.933333333,cycling,1,0.19834132697769777
G1,2.4,unannotated,1,0.14962599800961834
G1,5.6,cycling,1,0.16408205500255305
S,13.06666667,cycling,1,0.2610158140155977
G2,16.8,cycling,1,0.2850025085545616
G1,6.666666667,cycling,1,0.18469602342268612
S,10.4,cycling,1,0.2862288254984624
G1,1.6,unannotated,1,0.20970034537138751
G1,1.8666666669999998,cycling,1,0.1991555008076475
G1,6.933333332999999,cycling,1,0.2063996734721135
G1,4.8,cycling,1,0.19896208107954305
S,16.53333333,cycling,1,0.2726664603507795
G1,5.066666667,unannotated,1,0.1674786061968297
S,8.8,cycling,1,0.20872093280468945
S,9.066666667,cycling,1,0.2297117596207777
G1,14.4,unannotated,1,0.19932887221311366
S,7.2,cycling,1,0.34722441955105016
G0,17.06666667,arrested,1,0.1803822092209036
S,10.4,cycling,1,0.21605826006784712
S,10.93333333,cycling,1,0.301312732151759
G1,4.533333333,cycling,1,0.211705584363791
G1,2.133333333,cycling,1,0.16793820633836506
G1,3.2,cycling,1,0.14616218344479776
G0,2.666666667,arrested,1,0.1384673536032078
S,14.4,cycling,1,0.27328644280041053
G1,3.733333333,cycling,1,0.19777113731595813
G2,20.0,cycling,1,0.365969923435401
G0,18.66666667,arrested,1,1.0
G1,2.666666667,unannotated,1,0.1996252936817664
G1,2.933333333,unannotated,1,0.20616354484289703
G1,3.4666666669999997,cycling,1,0.10249085923619061
G0,4.8,arrested,1,0.19140518593867345
G1,6.933333332999999,cycling,1,0.23380593382286693
G2,16.8,cycling,1,0.3182653643441392
G2,12.26666667,cycling,1,0.26112786775133595
S,13.33333333,cycling,1,0.23895669370946254
S,16.0,unannotated,1,0.24856810436766802
S,5.6,cycling,1,0.37789215650579205
G1,3.733333333,cycling,1,0.1506334372727735
G1,4.533333333,unannotated,1,0.19281196533617176
G2,16.8,cycling,1,0.26008739159814764
S,5.333333333,cycling,1,0.22971305235614914
G1,2.4,unannotated,1,0.14056699896969144
G0,2.4,arrested,1,0.1521523683320158
G1,3.4666666669999997,unannotated,1,0.20522709856651022
G0,2.933333333,arrested,1,0.1553021988957771
G0,3.4666666669999997,arrested,1,0.1800347567531723
G0,2.666666667,arrested,1,0.15291259817430694
G1,6.1333333329999995,cycling,1,0.16694346964342727
G1,2.666666667,cycling,1,0.15725681808086808
S,16.53333333,cycling,1,0.2741059986844415
S,12.8,cycling,1,0.24932943990088033
S,14.66666667,cycling,1,0.26893225171883445
G1,2.4,unannotated,1,0.20034463466650343
G2,17.86666667,cycling,1,0.3779610906851531
S,13.33333333,cycling,1,0.3401939680310454
S,6.933333332999999,unannotated,1,0.2098306823055895
S,12.8,cycling,1,0.2631652517202249
G1,4.0,cycling,1,0.20740787522940843
G1,3.4666666669999997,unannotated,1,0.2078473085339272
G1,2.4,cycling,1,0.16035959204967704
S,16.0,cycling,1,0.30435896381283334
G1,0.533333333,cycling,1,0.15520883591077586
S,9.6,cycling,1,0.23755654694831954
S,6.1333333329999995,cycling,1,0.23655561178830747
G1,1.8666666669999998,cycling,1,0.22912312619428019
S,6.933333332999999,cycling,1,0.21672304424427727
S,5.8666666670000005,cycling,1,0.2927288364161517
G1,1.8666666669999998,cycling,1,0.2082797246771493
S,7.733333332999999,cycling,1,0.19536647301338275
G1,0.533333333,cycling,1,0.18116301736922807
S,9.6,cycling,1,0.2658358773070828
G1,6.933333332999999,cycling,1,0.1856380877349549
G0,2.666666667,arrested,1,0.19803557220824786
G0,1.333333333,arrested,1,0.2619832729357152
G1,3.4666666669999997,unannotated,1,0.17460831464612725
S,13.06666667,cycling,1,0.3337698493025883
G0,3.4666666669999997,arrested,1,0.20155501187855973
G0,2.933333333,arrested,1,0.16846319353790937
G0,16.0,arrested,1,0.22166886260568877
G1,3.733333333,cycling,1,0.17969197116487548
S,9.6,unannotated,1,0.2664335585872221
G0,4.533333333,arrested,1,0.19669785133198994
G1,0.533333333,unannotated,1,0.18942592272969283
G1,8.0,cycling,1,0.18705233565445795
G1,6.1333333329999995,cycling,1,0.14753731622020677
G1,0.533333333,cycling,1,0.1449010496249477
G0,2.133333333,arrested,1,0.18644954626499483
G0,1.333333333,arrested,1,0.1334294442624928
G0,4.266666667,arrested,1,0.1786291282822066
G2,25.06666667,cycling,1,0.36677171341153814
G1,5.066666667,unannotated,1,0.1925823774081896
S,6.1333333329999995,cycling,1,0.1968462874356543
G2,17.6,cycling,1,0.27923721048391004
G2,19.46666667,unannotated,1,0.332997766727219
S,6.1333333329999995,cycling,1,0.2191804623551904
S,8.8,cycling,1,0.2537799731731942
S,10.4,cycling,1,0.23308849667574597
S,12.8,cycling,1,0.2647963254758479
S,12.0,cycling,1,0.34203382827116036
G1,0.26666666699999997,cycling,1,0.14200463414766823
G1,1.066666667,cycling,1,0.15492622263498956
G0,4.0,arrested,1,0.15690283089910043
G0,1.8666666669999998,arrested,1,0.17002449681991968
S,8.533333333,cycling,1,0.2433617305210996
G1,2.4,cycling,1,0.16885410569557752
S,8.0,cycling,1,0.354840750686763
S,10.4,cycling,1,0.3427635634812377
G1,3.4666666669999997,cycling,1,0.1654907131342168
G1,0.26666666699999997,cycling,1,0.12774841168214948
G2,16.8,cycling,1,0.3831727735068946
G1,1.333333333,cycling,1,0.17146084979317985
G1,1.066666667,cycling,1,0.1562489456632437
G0,1.8666666669999998,arrested,1,0.17106632177691147
G0,3.4666666669999997,arrested,1,0.1809979982466558
G1,4.8,cycling,1,0.17475192999143377
S,6.1333333329999995,cycling,1,0.2157036707156241
G1,0.533333333,cycling,1,0.1488528584785346
S,12.8,cycling,1,0.24580316305443542
G1,3.4666666669999997,cycling,1,0.19700191744797357
S,7.733333332999999,cycling,1,0.2737968936678484
S,8.0,cycling,1,0.23479537349589058
G2,14.13333333,cycling,1,0.3049100239649747
S,10.66666667,cycling,1,0.3137035940669863
G2,17.86666667,cycling,1,0.2947486522281483
G1,4.0,cycling,1,0.19196573371971318
S,7.466666667,cycling,1,0.22037995008772546
S,6.1333333329999995,cycling,1,0.22946563077053247
G1,5.066666667,cycling,1,0.21529373345485445
G0,20.8,arrested,1,0.27188491031045375
G2,14.13333333,cycling,1,0.28511616529560246
G0,2.133333333,arrested,1,0.17474032068600545
S,14.4,cycling,1,0.380916408913946
G2,10.93333333,cycling,1,0.2869102973665231
G1,1.333333333,cycling,1,0.1856374727386655
G1,3.2,cycling,1,0.2021788698950952
S,13.06666667,cycling,1,0.23292447031809246
S,14.93333333,cycling,1,0.24652878063707143
G1,5.6,cycling,1,0.19195496397799547
S,8.266666667,cycling,1,0.2707624865269687
S,7.733333332999999,cycling,1,0.21408839001610178
G1,4.266666667,unannotated,1,0.18367232024768812
S,10.93333333,cycling,1,0.29495930132107123
G1,1.066666667,cycling,1,0.14796153606036622
S,8.0,cycling,1,0.21804330098692334
S,5.8666666670000005,cycling,1,0.23406853095975377
G1,3.733333333,cycling,1,0.18013992128270934
S,10.93333333,cycling,1,0.24294829377594887
G0,1.8666666669999998,arrested,1,0.166414646936519
G2,17.6,cycling,1,0.2869225693129226
G0,16.0,arrested,1,0.22553353895215583
S,6.1333333329999995,cycling,1,0.20911186671094187
S,8.0,cycling,1,0.2605773505590028
S,6.933333332999999,cycling,1,0.24560150341791276
G1,4.8,cycling,1,0.2047606935563881
S,10.66666667,cycling,1,0.26345984808952355
S,7.733333332999999,cycling,1,0.22400771495118077
G2,14.4,cycling,1,0.2910985277994697
G1,16.8,cycling,1,0.2605213925255422
S,6.666666667,cycling,1,0.2331082604104382
S,8.266666667,cycling,1,1.0
G1,3.733333333,cycling,1,0.21934108627132015
S,10.66666667,cycling,1,0.26361012846329457
S,6.933333332999999,cycling,1,0.2091733001088372
G2,15.46666667,cycling,1,0.29205098506624283
G1,4.0,cycling,1,0.1767212485109187
S,9.6,cycling,1,0.24658701703328617
G1,1.066666667,cycling,1,0.16331029119112409
G2,14.4,cycling,1,0.3330515700521707
S,7.2,cycling,1,0.23960184250728636
G1,5.066666667,cycling,1,0.17026325234622267
S,6.1333333329999995,cycling,1,0.23841755057925226
S,13.33333333,cycling,1,0.2575715772882017
G1,8.266666667,cycling,1,0.18143451318719103
G0,17.86666667,arrested,1,0.2036991763017108
S,13.06666667,cycling,1,0.3285253022056713
S,5.066666667,cycling,1,0.2199184210784765
S,13.33333333,cycling,1,0.4342810520877348
S,8.0,cycling,1,0.24646233469538098
G1,4.266666667,unannotated,1,0.1791332600559819
S,6.666666667,cycling,1,0.2033280580033341
S,5.8666666670000005,cycling,1,0.21976544202995035
G0,1.6,arrested,1,0.14957017172831644
G1,4.266666667,unannotated,1,0.16447630179403563
S,9.6,cycling,1,0.2558497336412901
G1,2.933333333,cycling,1,0.17501521690751295
G1,5.6,cycling,1,0.17246585881738402
G2,14.4,cycling,1,0.3127872526759824
S,7.2,cycling,1,0.22947996685298344
G0,17.33333333,arrested,1,0.2129110262783866
G1,2.933333333,unannotated,1,0.15820268963287223
S,12.8,cycling,1,0.31221342748629155
G0,4.533333333,arrested,1,0.17191940910394185
S,18.66666667,cycling,1,0.299459750034861
G1,2.133333333,unannotated,1,0.1652813865693019
G1,2.133333333,unannotated,1,0.1914769951276151
G1,17.06666667,unannotated,1,0.21408224260213038
G0,3.2,arrested,1,0.17107848743848947
G1,4.8,cycling,1,0.1896177604649139
G0,1.6,arrested,1,0.15846543671427676
S,6.666666667,cycling,1,0.2325146724629155
G0,1.8666666669999998,arrested,1,0.18448084645398197
G2,18.4,cycling,1,1.0
S,7.733333332999999,cycling,1,0.2105266365406419
S,13.06666667,cycling,1,0.28704738999848867
G0,1.333333333,arrested,1,0.18182136131405138
G1,4.266666667,cycling,1,0.15256023052910322
G2,15.46666667,cycling,1,0.25441312936758786
S,8.266666667,cycling,1,0.27499247591745307
G2,13.86666667,cycling,1,0.26640416976829956
S,5.066666667,cycling,1,0.23402793760523785
S,18.13333333,cycling,1,0.28682278782133663
G0,13.86666667,arrested,1,0.22732352545892176
G1,4.8,cycling,1,0.19618230041278995
G1,2.933333333,cycling,1,0.14310756407768566
S,5.8666666670000005,cycling,1,0.20999715834167185
G0,0.8,arrested,1,0.17534483395808598
G2,18.4,cycling,1,0.28728665752367827
G1,0.0,cycling,1,0.11086916668222488
G1,0.0,cycling,1,1.0
S,10.4,cycling,1,0.2685228623429441
G0,1.066666667,arrested,1,0.17102700226461845
G0,3.2,arrested,1,0.19066537903130767
G2,16.53333333,cycling,1,0.29273269818680037
G0,1.8666666669999998,arrested,1,0.18202376965629083
S,5.333333333,cycling,1,0.220943978870913
G0,1.066666667,arrested,1,0.2049591504331835
G0,1.8666666669999998,arrested,1,0.20209127455459108
G0,2.133333333,arrested,1,0.19438416139803275
S,7.733333332999999,cycling,1,0.25805862085631737
S,20.8,cycling,1,0.2702485805942
G0,2.133333333,arrested,1,0.1928424499699111
S,5.333333333,cycling,1,0.21357715248333894
G0,0.8,arrested,1,0.20674972421055465
G2,12.8,cycling,1,0.31865220009194134
G0,1.333333333,arrested,1,0.18227873931547384
G1,0.8,cycling,1,0.19586704684424408
G2,14.93333333,cycling,1,0.29838262244085206
S,5.8666666670000005,cycling,1,0.226493418017327
S,6.666666667,cycling,1,0.23112432155743207
S,5.8666666670000005,cycling,1,0.22865714967682887
G1,1.066666667,unannotated,1,0.1936114059098348
G2,13.86666667,cycling,1,0.23299751839888128
S,9.333333332999999,cycling,1,1.0
G1,6.933333332999999,cycling,1,0.23705882107953496
G1,6.933333332999999,cycling,1,0.20506577916627314
S,12.0,cycling,1,0.26963605974652616
G1,2.133333333,cycling,1,0.20663797885034613
G1,0.8,cycling,1,0.1644412237483456
S,7.2,cycling,1,0.2171773415678723
S,9.333333332999999,cycling,1,0.24138851081661716
G2,14.93333333,cycling,1,0.30997915627026246
S,9.333333332999999,cycling,1,0.31014646706498117
G1,3.733333333,cycling,1,0.21277046682946577
G0,0.26666666699999997,arrested,1,0.11954609599784097
G0,1.333333333,arrested,1,0.15056282301552804
G1,2.933333333,cycling,1,0.14624078248231448
G2,16.8,cycling,1,0.2867411636832566
G1,1.6,unannotated,1,0.2077620555699384
G2,15.46666667,cycling,1,0.30586544091938117
G2,16.8,cycling,1,0.31508403710198263
G0,16.0,arrested,1,0.2118970697470313
G1,4.533333333,cycling,1,0.1965263779836227
G1,4.8,cycling,1,0.21279482733661792
G2,16.26666667,cycling,1,0.31313562139088513
G0,1.8666666669999998,arrested,1,0.18047667143286686
G1,3.733333333,unannotated,1,0.16095615657503298
G1,0.8,unannotated,1,0.13632622222298954
S,7.2,cycling,1,0.23070054832251452
S,8.266666667,cycling,1,0.3045721138847972
S,5.8666666670000005,cycling,1,1.0
G1,13.86666667,cycling,1,0.19499087003026097
G0,1.066666667,arrested,1,0.17565159306671596
S,6.666666667,cycling,1,0.2190695731223936
S,13.86666667,cycling,1,0.21056416639292083
G1,5.066666667,cycling,1,0.19172638476930323
G1,1.066666667,unannotated,1,0.2138673744402585
S,7.733333332999999,cycling,1,0.2709176492240887
G1,4.533333333,cycling,1,0.15479978092684535
G1,4.8,cycling,1,0.18947884733417736
S,7.733333332999999,cycling,1,0.2322664451956033
G2,16.53333333,cycling,1,0.7064194147636277
S,5.8666666670000005,cycling,1,0.2175806632884635
G2,17.06666667,cycling,1,0.3331645689081535
G0,2.133333333,arrested,1,0.21132157833968493
G1,1.6,cycling,1,0.20935331131599108
G0,2.666666667,arrested,1,0.1936925982146292
S,14.13333333,cycling,1,0.38322936299288934
G0,1.066666667,arrested,1,0.17332156912199104
S,8.266666667,unannotated,1,0.23670936192257952
G1,3.2,unannotated,1,0.15678585082437815
G1,4.266666667,cycling,1,0.183079612660942
G0,6.4,arrested,1,0.18230141879607561
G0,3.4666666669999997,arrested,1,0.21057160297073196
G2,19.73333333,cycling,1,0.33336775439291894
S,9.333333332999999,cycling,1,0.23377854382679278
G2,13.33333333,unannotated,1,0.26791151135604085
G1,0.8,cycling,1,0.18651751464151284
G0,2.666666667,arrested,1,0.19080366735568366
G1,4.266666667,cycling,1,0.17735360577275638
G1,2.133333333,cycling,1,0.1584920269259574
G2,19.73333333,cycling,1,0.33386640066844053
S,7.2,cycling,1,0.21013976728102549
G0,4.533333333,arrested,1,1.0
S,5.8666666670000005,unannotated,1,0.20605416605891438
G1,0.8,cycling,1,0.15675848327084013
S,10.4,cycling,1,0.2466072949863944
G0,0.8,arrested,1,0.19841463308729848
S,22.66666667,cycling,1,0.43133582248415975
G1,4.8,cycling,1,0.1676990007086397
G1,1.333333333,unannotated,1,0.1134707266945443
G2,15.46666667,cycling,1,0.3588317838836806
G0,4.0,arrested,1,0.20850055334785034
G2,15.2,cycling,1,0.2934209487423442
S,7.2,cycling,1,0.20911899951482826
S,6.4,cycling,1,0.2360400122642762
G0,8.8,arrested,1,0.18050514815750843
G2,16.53333333,cycling,1,0.38419234026968574
G1,0.26666666699999997,cycling,1,0.07269452076269345
G1,0.0,cycling,1,0.10221273938283582
G2,16.53333333,cycling,1,0.30479226880895754
G1,0.26666666699999997,cycling,1,0.041650696759694274
G1,0.533333333,cycling,1,0.18649952027413208
G1,3.2,cycling,1,0.16595344840716972
G1,0.26666666699999997,cycling,1,0.13238502466845686
G1,4.8,cycling,1,0.18670402076630455
G1,4.266666667,cycling,1,0.19413828082284365
G1,3.733333333,cycling,1,0.19831676113000382
G1,0.0,cycling,1,0.10842301547373867
G2,17.06666667,cycling,1,0.32943387799020923
G1,0.8,cycling,1,0.1726682085425413
G1,0.533333333,cycling,1,0.14597082573901984
G1,0.26666666699999997,cycling,1,0.11201023959856207
G1,4.533333333,cycling,1,0.18655454000059496
G1,5.066666667,cycling,1,0.15563184324094456
G1,5.333333333,cycling,1,0.1950239658862523
G1,2.933333333,cycling,1,0.1717693807799209
G1,2.133333333,cycling,1,0.16155162241140028
G1,4.266666667,cycling,1,0.19371459267186691
G0,2.133333333,arrested,1,0.1933817667129087
S,22.66666667,cycling,1,0.27991352304505634
G1,2.4,cycling,1,0.18581198790976544
G1,6.1333333329999995,cycling,1,0.18264806673784761
G1,1.066666667,cycling,1,0.223732903286242
G0,2.133333333,arrested,1,0.13379101781165642
G0,4.533333333,arrested,1,0.19856305925269027
G1,0.8,cycling,1,0.17657670617854912
G2,10.93333333,cycling,1,0.2922196578411636
G1,2.4,unannotated,1,0.1937342852377729
G2,17.33333333,cycling,1,0.3624841739104855
G0,1.6,arrested,1,0.1502255253503873
G0,0.8,arrested,1,0.17154793349096903
G1,4.266666667,cycling,1,0.18363204689894091
G1,3.733333333,cycling,1,0.17072751965813573
G1,1.6,cycling,1,0.1729957549892752
S,8.0,cycling,1,0.2706088711497521
S,8.266666667,cycling,1,0.21941059000166155
G1,1.8666666669999998,cycling,1,0.18852420962580282
G0,0.8,arrested,1,0.16481642406722716
G1,4.533333333,cycling,1,1.0
S,6.666666667,cycling,1,0.21394308018767105
G1,5.6,cycling,1,0.22846796492937485
G0,16.0,arrested,1,0.19271039091293868
S,12.0,cycling,1,0.3077862315202701
G0,4.533333333,arrested,1,0.212307182111569
S,16.0,cycling,1,0.2477500701378897
G1,0.533333333,cycling,1,0.12524182016884622
S,12.26666667,cycling,1,0.329206277638919
S,10.4,cycling,1,0.23616002082353518
G0,17.6,arrested,1,0.18281285097921596
S,7.2,cycling,1,0.24302216695321674
G1,6.666666667,cycling,1,0.18294728114261535
S,11.2,cycling,1,0.2415661301918979
S,12.26666667,cycling,1,0.3374663285104312
G1,1.8666666669999998,cycling,1,0.18006978812803698
S,5.8666666670000005,cycling,1,0.236369544944121
G1,5.333333333,cycling,1,0.2188370673141797
G1,1.6,cycling,1,0.06751613834312982
G1,1.6,cycling,1,0.19637813502199775
S,10.4,cycling,1,0.24990372730815358
G1,1.066666667,cycling,1,0.16394327338140946
G1,0.533333333,cycling,1,0.18041282522207153
G1,1.066666667,cycling,1,0.1525871003314205
G1,5.6,cycling,1,0.18900751578730648
G1,5.066666667,cycling,1,0.18737500790247733
G0,1.6,arrested,1,0.16288901214305251
S,13.86666667,cycling,1,0.2829460328680561
S,10.66666667,cycling,1,0.285768502030491
G1,2.933333333,cycling,1,0.19828886745165114
G1,2.4,cycling,1,0.1728141840103292
G1,2.4,cycling,1,0.18744133245511868
S,10.4,cycling,1,0.3088700532917353
G0,4.0,arrested,1,0.19237694820328802
G1,6.1333333329999995,cycling,1,0.16780277058487972
G0,18.13333333,arrested,1,0.1981008312994578
G1,0.0,cycling,1,0.12170947202348818
G1,5.333333333,cycling,1,0.20003182695769722
S,18.13333333,cycling,1,0.2737296526663107
G1,1.6,cycling,1,0.16627417336856223
G1,1.6,cycling,1,0.16808953985449077
S,8.0,cycling,1,0.23782378304555032
G1,1.066666667,cycling,1,0.19454039679844304
S,6.933333332999999,cycling,1,0.2315141047365246
G1,4.533333333,cycling,1,0.1606378933671273
G1,1.6,cycling,1,0.1352941273154621
G1,1.066666667,cycling,1,0.17664602942068575
S,10.4,cycling,1,0.3335447818861653
G1,0.26666666699999997,cycling,1,0.11863159862902517
G1,6.666666667,cycling,1,1.0
G1,5.333333333,cycling,1,0.19128937816034777
G1,0.26666666699999997,cycling,1,0.093940400363577
G1,5.333333333,cycling,1,1.0
G0,7.466666667,arrested,1,0.19614697158576858
G1,0.26666666699999997,cycling,1,0.15337189949465024
S,7.2,cycling,1,0.2577070520790578
G1,0.26666666699999997,cycling,1,0.032751160030966474
G1,0.8,cycling,1,0.16323880108440503
G1,3.733333333,cycling,1,0.19482778275456186
G1,1.6,cycling,1,0.17115618349586295
G1,2.4,cycling,1,0.19198952663472113
G1,0.8,cycling,1,0.16620770025517362
G1,1.333333333,cycling,2,0.15636887896341198
G1,2.133333333,cycling,2,0.19284831569990024
G2,18.13333333,cycling,2,0.33664214808559123
G1,5.333333333,cycling,2,1.0
G1,0.26666666699999997,cycling,2,1.0
G1,2.666666667,unannotated,2,0.1401405961114316
S,6.1333333329999995,cycling,2,0.3667607082613966
G1,2.933333333,unannotated,2,0.1562388880788874
G1,2.666666667,cycling,2,0.1398382813448811
G0,1.6,arrested,2,0.1389245047152246
S,7.2,cycling,2,0.3003527965380222
G1,2.133333333,cycling,2,0.14308659729332088
G1,2.933333333,cycling,2,0.15356900555377362
G1,4.0,unannotated,2,0.17375231562259078
G1,0.533333333,cycling,2,0.06399744372264853
G1,2.933333333,cycling,2,0.16100511139531226
G1,1.6,cycling,2,0.13932579225093983
S,6.666666667,cycling,2,0.344845344449862
G1,0.0,cycling,2,0.1513408129747203
G1,10.4,cycling,2,0.2245111303565998
G1,2.133333333,unannotated,2,0.15531589349973196
G1,0.8,unannotated,2,0.12738659351142223
G1,0.533333333,cycling,2,0.10802545319059922
S,10.4,cycling,2,0.31590354316303787
S,5.8666666670000005,cycling,2,0.30333808558388053
G1,0.533333333,cycling,2,0.2900203452089427
G1,1.6,cycling,2,0.15373004631342485
S,6.1333333329999995,cycling,2,0.2683175037697806
G2,16.26666667,cycling,2,0.42729672861950246
S,10.4,cycling,2,0.30022957201968925
S,5.6,cycling,2,0.2197938051362966
G2,14.66666667,cycling,2,0.3834087331370367
S,8.533333333,cycling,2,0.27919044505741625
G2,18.66666667,cycling,2,0.2912940414106793
G2,13.6,cycling,2,0.40011329114608635
G1,1.333333333,cycling,2,0.26623271359823397
G1,3.733333333,cycling,2,0.10990827011989851
G1,1.8666666669999998,cycling,2,0.164397963115793
G1,1.6,cycling,2,0.14942544076034955
S,15.73333333,cycling,2,0.38030603319088235
S,4.8,cycling,2,0.2744307877969877
G2,15.2,cycling,2,0.30390307302502756
S,17.33333333,cycling,2,0.20406989757976726
G0,1.8666666669999998,arrested,2,0.10471734148181651
G1,6.1333333329999995,cycling,2,0.21474389993808432
S,15.73333333,cycling,2,0.33566019211011966
S,12.53333333,cycling,2,0.329553729336816
S,10.13333333,cycling,2,0.3919433724222678
G1,0.533333333,cycling,2,0.0802060209194552
G1,0.26666666699999997,cycling,2,0.10299859750180232
G1,2.666666667,cycling,2,0.13099485066282804
G0,0.8,arrested,2,0.08375053781882526
G1,0.26666666699999997,cycling,2,0.13531400338505578
G2,21.06666667,cycling,2,0.3036479539520605
G0,1.8666666669999998,arrested,2,0.12763401286745715
G1,1.066666667,cycling,2,0.178851368822609
S,6.666666667,cycling,2,0.21546346614618195
S,7.466666667,cycling,2,0.2420739908342092
G0,4.266666667,arrested,2,0.14606453624029522
G0,5.333333333,arrested,2,0.18557001819599642
S,4.8,cycling,2,0.20571909195415464
G0,5.333333333,arrested,2,0.18241832956827062
G1,3.4666666669999997,cycling,2,0.17844153607981045
G1,5.333333333,unannotated,2,0.17987583387676467
G1,0.0,cycling,2,0.14393262352801256
G1,5.6,cycling,2,0.12251360692272939
G1,1.8666666669999998,cycling,2,0.17092275947696814
G2,14.66666667,cycling,2,0.35255073573249207
G1,0.8,cycling,2,0.08654996061959845
G0,5.8666666670000005,arrested,2,0.20364133963858558
G1,1.6,cycling,2,0.18923980991987724
S,9.866666667,cycling,2,0.31232098564192495
G1,0.0,cycling,2,0.028885439733678502
G0,1.8666666669999998,arrested,2,0.15571801279338385
G0,5.8666666670000005,arrested,2,0.2190251976681965
G2,13.33333333,cycling,2,0.2911659573975952
G1,2.933333333,cycling,2,0.138418344051078
G2,16.8,cycling,2,0.3760546171567615
G1,2.666666667,cycling,2,1.0
G2,16.8,cycling,2,0.2702653828341106
G1,0.0,cycling,2,0.0954596967688847
G0,1.066666667,arrested,2,0.15331914583537254
G1,4.533333333,cycling,2,0.16786610644378358
G1,1.333333333,cycling,2,0.16915911237719286
G1,1.8666666669999998,cycling,2,0.12800092669876723
G1,2.133333333,cycling,2,0.14916454922579203
G1,10.4,cycling,2,1.0
S,8.0,cycling,2,0.37620477664114704
G1,3.2,cycling,2,0.1534667475005712
G1,2.933333333,cycling,2,0.1615440625718171
S,5.066666667,cycling,2,0.17395734122299802
G1,5.066666667,cycling,2,0.1663666984675468
G0,5.333333333,arrested,2,0.17119786582309457
G1,4.266666667,unannotated,2,0.15041745438085782
G1,2.666666667,cycling,2,0.15021959681670008
G2,14.66666667,cycling,2,0.32080835179620015
G1,0.0,cycling,2,0.09002023899692789
G2,20.8,cycling,2,0.4279310026591726
G0,6.1333333329999995,arrested,2,0.18778425613642674
G2,16.0,cycling,2,0.3462112421307414
G2,16.0,cycling,2,0.44476073939627614
G1,2.933333333,cycling,2,0.15437044476788114
G1,4.533333333,cycling,2,0.3346687827836935
G1,3.2,cycling,2,0.1251919040280208
G1,5.8666666670000005,cycling,2,0.1695784570759427
G1,0.8,cycling,2,0.1365320948956646
G1,2.133333333,unannotated,2,0.13015535724254587
S,8.8,cycling,2,0.26068776351242545
G1,2.933333333,unannotated,2,0.1763555505657231
G2,17.86666667,cycling,2,0.23727285695485656
G1,1.333333333,cycling,2,0.1694456833118501
G1,2.933333333,cycling,2,0.14592284084686383
S,10.4,cycling,2,0.33663998306402515
G0,9.6,arrested,2,0.1737091370514419
G1,4.0,cycling,2,0.13306732356958398
G2,14.66666667,cycling,2,0.2654816003644128
G1,4.8,cycling,2,0.13207754274428768
G2,16.53333333,cycling,2,0.25517723634056627
S,3.733333333,cycling,2,0.21475034915342495
G1,2.666666667,cycling,2,0.21665750341852982
G2,16.53333333,cycling,2,0.3989049961513147
G1,3.4666666669999997,cycling,2,0.1614819533329021
G1,3.2,cycling,2,0.18158249191500328
G1,0.8,cycling,2,0.1401049747575242
G1,2.666666667,unannotated,2,0.17855189865813778
G1,2.933333333,cycling,2,0.158011992005138
S,20.8,cycling,2,0.2660284705692106
G0,1.8666666669999998,arrested,2,0.17477207896909433
G1,6.1333333329999995,cycling,2,0.19158288517276362
G0,1.066666667,arrested,2,0.14172564093472212
G0,1.333333333,arrested,2,0.1154170005111584
S,7.733333332999999,cycling,2,0.2105036906773792
G2,16.8,cycling,2,0.27942990579342053
S,6.666666667,cycling,2,0.2352474364059084
G0,3.4666666669999997,arrested,2,0.18404488617438358
S,5.6,cycling,2,0.21894861709587127
G2,17.86666667,cycling,2,0.345738044900146
G2,16.53333333,cycling,2,0.23720160846118388
G1,1.8666666669999998,cycling,2,0.17062871222612108
G2,13.33333333,cycling,2,0.2977832457675839
G1,0.533333333,cycling,2,0.14894591026970094
S,5.333333333,cycling,2,0.22242608008015574
G0,1.066666667,arrested,2,0.1558346363169064
G0,3.4666666669999997,arrested,2,0.23042247004856115
G0,1.066666667,arrested,2,0.17253935371372053
S,5.333333333,cycling,2,0.2307444155992049
G1,2.133333333,cycling,2,0.21113529103221196
S,8.0,cycling,2,0.2789759575942902
S,16.0,cycling,2,0.3441901285130134
S,8.266666667,cycling,2,0.23774911004914773
S,5.333333333,cycling,2,0.2027069149954274
G1,3.4666666669999997,cycling,2,0.16244775729429434
G2,15.2,cycling,2,0.281371720503785
G2,16.0,cycling,2,0.27958864733303623
G1,0.26666666699999997,cycling,2,0.17971798418197954
G1,2.4,cycling,2,0.1528727184300605
S,5.6,cycling,2,0.3058315955160433
G1,0.26666666699999997,cycling,2,1.0
G1,4.533333333,cycling,2,0.18991984916272703
G2,19.73333333,cycling,2,0.3740207996223346
S,12.53333333,cycling,2,0.2173622586135681
S,12.26666667,cycling,2,0.28458338956317497
G1,1.333333333,cycling,2,0.1312423204047317
G1,2.133333333,cycling,2,0.14143969901573308
G1,2.933333333,cycling,2,0.09601915702222534
G0,13.06666667,arrested,2,0.2522957963952899
G1,2.133333333,cycling,2,0.19389276795108046
G2,16.0,cycling,2,0.4176189582050315
G0,13.06666667,arrested,2,0.21611090655734544
S,10.66666667,cycling,2,0.38293512170853805
G0,24.0,arrested,2,0.27694130288952795
G1,4.0,cycling,2,0.16188782226831272
S,6.1333333329999995,cycling,2,0.22790873538043932
