N,d,r,scan_type,counts_path,amplitudes_path
40,14,6,depth_scan,data/results/N40_verification/N40_d14_XEB/N40_d14_r6_XEB_counts.json,data/amplitudes/N40_verification/N40_d14_XEB/N40_d14_r6_XEB_amplitudes.json
40,14,7,depth_scan,data/results/N40_verification/N40_d14_XEB/N40_d14_r7_XEB_counts.json,data/amplitudes/N40_verification/N40_d14_XEB/N40_d14_r7_XEB_amplitudes.json
40,14,8,depth_scan,data/results/N40_verification/N40_d14_XEB/N40_d14_r8_XEB_counts.json,data/amplitudes/N40_verification/N40_d14_XEB/N40_d14_r8_XEB_amplitudes.json
40,14,9,depth_scan,data/results/N40_verification/N40_d14_XEB/N40_d14_r9_XEB_counts.json,data/amplitudes/N40_verification/N40_d14_XEB/N40_d14_r9_XEB_amplitudes.json
40,16,10,depth_scan,data/results/N40_verification/N40_d16_XEB/N40_d16_r10_XEB_counts.json,data/amplitudes/N40_verification/N40_d16_XEB/N40_d16_r10_XEB_amplitudes.json
40,16,11,depth_scan,data/results/N40_verification/N40_d16_XEB/N40_d16_r11_XEB_counts.json,data/amplitudes/N40_verification/N40_d16_XEB/N40_d16_r11_XEB_amplitudes.json
40,16,12,depth_scan,data/results/N40_verification/N40_d16_XEB/N40_d16_r12_XEB_counts.json,data/amplitudes/N40_verification/N40_d16_XEB/N40_d16_r12_XEB_amplitudes.json
40,16,13,depth_scan,data/results/N40_verification/N40_d16_XEB/N40_d16_r13_XEB_counts.json,data/amplitudes/N40_verification/N40_d16_XEB/N40_d16_r13_XEB_amplitudes.json
40,16,14,depth_scan,data/results/N40_verification/N40_d16_XEB/N40_d16_r14_XEB_counts.json,data/amplitudes/N40_verification/N40_d16_XEB/N40_d16_r14_XEB_amplitudes.json
40,16,15,depth_scan,data/results/N40_verification/N40_d16_XEB/N40_d16_r15_XEB_counts.json,data/amplitudes/N40_verification/N40_d16_XEB/N40_d16_r15_XEB_amplitudes.json
40,16,16,depth_scan,data/results/N40_verification/N40_d16_XEB/N40_d16_r16_XEB_counts.json,data/amplitudes/N40_verification/N40_d16_XEB/N40_d16_r16_XEB_amplitudes.json
40,16,17,depth_scan,data/results/N40_verification/N40_d16_XEB/N40_d16_r17_XEB_counts.json,data/amplitudes/N40_verification/N40_d16_XEB/N40_d16_r17_XEB_amplitudes.json
40,16,18,depth_scan,data/results/N40_verification/N40_d16_XEB/N40_d16_r18_XEB_counts.json,data/amplitudes/N40_verification/N40_d16_XEB/N40_d16_r18_XEB_amplitudes.json
40,16,19,depth_scan,data/results/N40_verification/N40_d16_XEB/N40_d16_r19_XEB_counts.json,data/amplitudes/N40_verification/N40_d16_XEB/N40_d16_r19_XEB_amplitudes.json
40,16,1,depth_scan,data/results/N40_verification/N40_d16_XEB/N40_d16_r1_XEB_counts.json,data/amplitudes/N40_verification/N40_d16_XEB/N40_d16_r1_XEB_amplitudes.json
40,16,20,depth_scan,data/results/N40_verification/N40_d16_XEB/N40_d16_r20_XEB_counts.json,data/amplitudes/N40_verification/N40_d16_XEB/N40_d16_r20_XEB_amplitudes.json
40,16,21,depth_scan,data/results/N40_verification/N40_d16_XEB/N40_d16_r21_XEB_counts.json,data/amplitudes/N40_verification/N40_d16_XEB/N40_d16_r21_XEB_amplitudes.json
40,16,22,depth_scan,data/results/N40_verification/N40_d16_XEB/N40_d16_r22_XEB_counts.json,data/amplitudes/N40_verification/N40_d16_XEB/N40_d16_r22_XEB_amplitudes.json
40,16,23,depth_scan,data/results/N40_verification/N40_d16_XEB/N40_d16_r23_XEB_counts.json,data/amplitudes/N40_verification/N40_d16_XEB/N40_d16_r23_XEB_amplitudes.json
40,16,24,depth_scan,data/results/N40_verification/N40_d16_XEB/N40_d16_r24_XEB_counts.json,data/amplitudes/N40_verification/N40_d16_XEB/N40_d16_r24_XEB_amplitudes.json
40,16,25,depth_scan,data/results/N40_verification/N40_d16_XEB/N40_d16_r25_XEB_counts.json,data/amplitudes/N40_verification/N40_d16_XEB/N40_d16_r25_XEB_amplitudes.json
40,16,26,depth_scan,data/results/N40_verification/N40_d16_XEB/N40_d16_r26_XEB_counts.json,data/amplitudes/N40_verification/N40_d16_XEB/N40_d16_r26_XEB_amplitudes.json
40,16,27,depth_scan,data/results/N40_verification/N40_d16_XEB/N40_d16_r27_XEB_counts.json,data/amplitudes/N40_verification/N40_d16_XEB/N40_d16_r27_XEB_amplitudes.json
40,16,28,depth_scan,data/results/N40_verification/N40_d16_XEB/N40_d16_r28_XEB_counts.json,data/amplitudes/N40_verification/N40_d16_XEB/N40_d16_r28_XEB_amplitudes.json
40,16,29,depth_scan,data/results/N40_verification/N40_d16_XEB/N40_d16_r29_XEB_counts.json,data/amplitudes/N40_verification/N40_d16_XEB/N40_d16_r29_XEB_amplitudes.json
40,16,2,depth_scan,data/results/N40_verification/N40_d16_XEB/N40_d16_r2_XEB_counts.json,data/amplitudes/N40_verification/N40_d16_XEB/N40_d16_r2_XEB_amplitudes.json
40,16,30,depth_scan,data/results/N40_verification/N40_d16_XEB/N40_d16_r30_XEB_counts.json,data/amplitudes/N40_verification/N40_d16_XEB/N40_d16_r30_XEB_amplitudes.json
40,16,31,depth_scan,data/results/N40_verification/N40_d16_XEB/N40_d16_r31_XEB_counts.json,data/amplitudes/N40_verification/N40_d16_XEB/N40_d16_r31_XEB_amplitudes.json
40,16,32,depth_scan,data/results/N40_verification/N40_d16_XEB/N40_d16_r32_XEB_counts.json,data/amplitudes/N40_verification/N40_d16_XEB/N40_d16_r32_XEB_amplitudes.json
40,16,33,depth_scan,data/results/N40_verification/N40_d16_XEB/N40_d16_r33_XEB_counts.json,data/amplitudes/N40_verification/N40_d16_XEB/N40_d16_r33_XEB_amplitudes.json
40,16,34,depth_scan,data/results/N40_verification/N40_d16_XEB/N40_d16_r34_XEB_counts.json,data/amplitudes/N40_verification/N40_d16_XEB/N40_d16_r34_XEB_amplitudes.json
40,16,35,depth_scan,data/results/N40_verification/N40_d16_XEB/N40_d16_r35_XEB_counts.json,data/amplitudes/N40_verification/N40_d16_XEB/N40_d16_r35_XEB_amplitudes.json
40,16,36,depth_scan,data/results/N40_verification/N40_d16_XEB/N40_d16_r36_XEB_counts.json,data/amplitudes/N40_verification/N40_d16_XEB/N40_d16_r36_XEB_amplitudes.json
40,16,37,depth_scan,data/results/N40_verification/N40_d16_XEB/N40_d16_r37_XEB_counts.json,data/amplitudes/N40_verification/N40_d16_XEB/N40_d16_r37_XEB_amplitudes.json
40,16,38,depth_scan,data/results/N40_verification/N40_d16_XEB/N40_d16_r38_XEB_counts.json,data/amplitudes/N40_verification/N40_d16_XEB/N40_d16_r38_XEB_amplitudes.json
40,16,39,depth_scan,data/results/N40_verification/N40_d16_XEB/N40_d16_r39_XEB_counts.json,data/amplitudes/N40_verification/N40_d16_XEB/N40_d16_r39_XEB_amplitudes.json
40,16,3,depth_scan,data/results/N40_verification/N40_d16_XEB/N40_d16_r3_XEB_counts.json,data/amplitudes/N40_verification/N40_d16_XEB/N40_d16_r3_XEB_amplitudes.json
40,16,40,depth_scan,data/results/N40_verification/N40_d16_XEB/N40_d16_r40_XEB_counts.json,data/amplitudes/N40_verification/N40_d16_XEB/N40_d16_r40_XEB_amplitudes.json
40,16,41,depth_scan,data/results/N40_verification/N40_d16_XEB/N40_d16_r41_XEB_counts.json,data/amplitudes/N40_verification/N40_d16_XEB/N40_d16_r41_XEB_amplitudes.json
40,16,42,depth_scan,data/results/N40_verification/N40_d16_XEB/N40_d16_r42_XEB_counts.json,data/amplitudes/N40_verification/N40_d16_XEB/N40_d16_r42_XEB_amplitudes.json
40,16,43,depth_scan,data/results/N40_verification/N40_d16_XEB/N40_d16_r43_XEB_counts.json,data/amplitudes/N40_verification/N40_d16_XEB/N40_d16_r43_XEB_amplitudes.json
40,16,44,depth_scan,data/results/N40_verification/N40_d16_XEB/N40_d16_r44_XEB_counts.json,data/amplitudes/N40_verification/N40_d16_XEB/N40_d16_r44_XEB_amplitudes.json
40,16,45,depth_scan,data/results/N40_verification/N40_d16_XEB/N40_d16_r45_XEB_counts.json,data/amplitudes/N40_verification/N40_d16_XEB/N40_d16_r45_XEB_amplitudes.json
40,16,46,depth_scan,data/results/N40_verification/N40_d16_XEB/N40_d16_r46_XEB_counts.json,data/amplitudes/N40_verification/N40_d16_XEB/N40_d16_r46_XEB_amplitudes.json
40,16,47,depth_scan,data/results/N40_verification/N40_d16_XEB/N40_d16_r47_XEB_counts.json,data/amplitudes/N40_verification/N40_d16_XEB/N40_d16_r47_XEB_amplitudes.json
40,16,48,depth_scan,data/results/N40_verification/N40_d16_XEB/N40_d16_r48_XEB_counts.json,data/amplitudes/N40_verification/N40_d16_XEB/N40_d16_r48_XEB_amplitudes.json
40,16,49,depth_scan,data/results/N40_verification/N40_d16_XEB/N40_d16_r49_XEB_counts.json,data/amplitudes/N40_verification/N40_d16_XEB/N40_d16_r49_XEB_amplitudes.json
40,16,4,depth_scan,data/results/N40_verification/N40_d16_XEB/N40_d16_r4_XEB_counts.json,data/amplitudes/N40_verification/N40_d16_XEB/N40_d16_r4_XEB_amplitudes.json
40,16,50,depth_scan,data/results/N40_verification/N40_d16_XEB/N40_d16_r50_XEB_counts.json,data/amplitudes/N40_verification/N40_d16_XEB/N40_d16_r50_XEB_amplitudes.json
40,16,5,depth_scan,data/results/N40_verification/N40_d16_XEB/N40_d16_r5_XEB_counts.json,data/amplitudes/N40_verification/N40_d16_XEB/N40_d16_r5_XEB_amplitudes.json
40,16,6,depth_scan,data/results/N40_verification/N40_d16_XEB/N40_d16_r6_XEB_counts.json,data/amplitudes/N40_verification/N40_d16_XEB/N40_d16_r6_XEB_amplitudes.json
40,16,7,depth_scan,data/results/N40_verification/N40_d16_XEB/N40_d16_r7_XEB_counts.json,data/amplitudes/N40_verification/N40_d16_XEB/N40_d16_r7_XEB_amplitudes.json
40,16,8,depth_scan,data/results/N40_verification/N40_d16_XEB/N40_d16_r8_XEB_counts.json,data/amplitudes/N40_verification/N40_d16_XEB/N40_d16_r8_XEB_amplitudes.json
40,16,9,depth_scan,data/results/N40_verification/N40_d16_XEB/N40_d16_r9_XEB_counts.json,data/amplitudes/N40_verification/N40_d16_XEB/N40_d16_r9_XEB_amplitudes.json
40,18,10,depth_scan,data/results/N40_verification/N40_d18_XEB/N40_d18_r10_XEB_counts.json,data/amplitudes/N40_verification/N40_d18_XEB/N40_d18_r10_XEB_amplitudes.json
40,18,11,depth_scan,data/results/N40_verification/N40_d18_XEB/N40_d18_r11_XEB_counts.json,data/amplitudes/N40_verification/N40_d18_XEB/N40_d18_r11_XEB_amplitudes.json
40,18,12,depth_scan,data/results/N40_verification/N40_d18_XEB/N40_d18_r12_XEB_counts.json,data/amplitudes/N40_verification/N40_d18_XEB/N40_d18_r12_XEB_amplitudes.json
40,18,13,depth_scan,data/results/N40_verification/N40_d18_XEB/N40_d18_r13_XEB_counts.json,data/amplitudes/N40_verification/N40_d18_XEB/N40_d18_r13_XEB_amplitudes.json
40,18,14,depth_scan,data/results/N40_verification/N40_d18_XEB/N40_d18_r14_XEB_counts.json,data/amplitudes/N40_verification/N40_d18_XEB/N40_d18_r14_XEB_amplitudes.json
40,18,15,depth_scan,data/results/N40_verification/N40_d18_XEB/N40_d18_r15_XEB_counts.json,data/amplitudes/N40_verification/N40_d18_XEB/N40_d18_r15_XEB_amplitudes.json
40,18,16,depth_scan,data/results/N40_verification/N40_d18_XEB/N40_d18_r16_XEB_counts.json,data/amplitudes/N40_verification/N40_d18_XEB/N40_d18_r16_XEB_amplitudes.json
40,18,17,depth_scan,data/results/N40_verification/N40_d18_XEB/N40_d18_r17_XEB_counts.json,data/amplitudes/N40_verification/N40_d18_XEB/N40_d18_r17_XEB_amplitudes.json
40,18,18,depth_scan,data/results/N40_verification/N40_d18_XEB/N40_d18_r18_XEB_counts.json,data/amplitudes/N40_verification/N40_d18_XEB/N40_d18_r18_XEB_amplitudes.json
40,18,19,depth_scan,data/results/N40_verification/N40_d18_XEB/N40_d18_r19_XEB_counts.json,data/amplitudes/N40_verification/N40_d18_XEB/N40_d18_r19_XEB_amplitudes.json
40,18,1,depth_scan,data/results/N40_verification/N40_d18_XEB/N40_d18_r1_XEB_counts.json,data/amplitudes/N40_verification/N40_d18_XEB/N40_d18_r1_XEB_amplitudes.json
40,18,20,depth_scan,data/results/N40_verification/N40_d18_XEB/N40_d18_r20_XEB_counts.json,data/amplitudes/N40_verification/N40_d18_XEB/N40_d18_r20_XEB_amplitudes.json
40,18,21,depth_scan,data/results/N40_verification/N40_d18_XEB/N40_d18_r21_XEB_counts.json,data/amplitudes/N40_verification/N40_d18_XEB/N40_d18_r21_XEB_amplitudes.json
40,18,22,depth_scan,data/results/N40_verification/N40_d18_XEB/N40_d18_r22_XEB_counts.json,data/amplitudes/N40_verification/N40_d18_XEB/N40_d18_r22_XEB_amplitudes.json
40,18,23,depth_scan,data/results/N40_verification/N40_d18_XEB/N40_d18_r23_XEB_counts.json,data/amplitudes/N40_verification/N40_d18_XEB/N40_d18_r23_XEB_amplitudes.json
40,18,24,depth_scan,data/results/N40_verification/N40_d18_XEB/N40_d18_r24_XEB_counts.json,data/amplitudes/N40_verification/N40_d18_XEB/N40_d18_r24_XEB_amplitudes.json
40,18,25,depth_scan,data/results/N40_verification/N40_d18_XEB/N40_d18_r25_XEB_counts.json,data/amplitudes/N40_verification/N40_d18_XEB/N40_d18_r25_XEB_amplitudes.json
40,18,26,depth_scan,data/results/N40_verification/N40_d18_XEB/N40_d18_r26_XEB_counts.json,data/amplitudes/N40_verification/N40_d18_XEB/N40_d18_r26_XEB_amplitudes.json
40,18,27,depth_scan,data/results/N40_verification/N40_d18_XEB/N40_d18_r27_XEB_counts.json,data/amplitudes/N40_verification/N40_d18_XEB/N40_d18_r27_XEB_amplitudes.json
40,18,28,depth_scan,data/results/N40_verification/N40_d18_XEB/N40_d18_r28_XEB_counts.json,data/amplitudes/N40_verification/N40_d18_XEB/N40_d18_r28_XEB_amplitudes.json
40,18,29,depth_scan,data/results/N40_verification/N40_d18_XEB/N40_d18_r29_XEB_counts.json,data/amplitudes/N40_verification/N40_d18_XEB/N40_d18_r29_XEB_amplitudes.json
40,18,2,depth_scan,data/results/N40_verification/N40_d18_XEB/N40_d18_r2_XEB_counts.json,data/amplitudes/N40_verification/N40_d18_XEB/N40_d18_r2_XEB_amplitudes.json
40,18,30,depth_scan,data/results/N40_verification/N40_d18_XEB/N40_d18_r30_XEB_counts.json,data/amplitudes/N40_verification/N40_d18_XEB/N40_d18_r30_XEB_amplitudes.json
40,18,31,depth_scan,data/results/N40_verification/N40_d18_XEB/N40_d18_r31_XEB_counts.json,data/amplitudes/N40_verification/N40_d18_XEB/N40_d18_r31_XEB_amplitudes.json
40,18,32,depth_scan,data/results/N40_verification/N40_d18_XEB/N40_d18_r32_XEB_counts.json,data/amplitudes/N40_verification/N40_d18_XEB/N40_d18_r32_XEB_amplitudes.json
40,18,33,depth_scan,data/results/N40_verification/N40_d18_XEB/N40_d18_r33_XEB_counts.json,data/amplitudes/N40_verification/N40_d18_XEB/N40_d18_r33_XEB_amplitudes.json
40,18,34,depth_scan,data/results/N40_verification/N40_d18_XEB/N40_d18_r34_XEB_counts.json,data/amplitudes/N40_verification/N40_d18_XEB/N40_d18_r34_XEB_amplitudes.json
40,18,35,depth_scan,data/results/N40_verification/N40_d18_XEB/N40_d18_r35_XEB_counts.json,data/amplitudes/N40_verification/N40_d18_XEB/N40_d18_r35_XEB_amplitudes.json
40,18,36,depth_scan,data/results/N40_verification/N40_d18_XEB/N40_d18_r36_XEB_counts.json,data/amplitudes/N40_verification/N40_d18_XEB/N40_d18_r36_XEB_amplitudes.json
40,18,37,depth_scan,data/results/N40_verification/N40_d18_XEB/N40_d18_r37_XEB_counts.json,data/amplitudes/N40_verification/N40_d18_XEB/N40_d18_r37_XEB_amplitudes.json
40,18,38,depth_scan,data/results/N40_verification/N40_d18_XEB/N40_d18_r38_XEB_counts.json,data/amplitudes/N40_verification/N40_d18_XEB/N40_d18_r38_XEB_amplitudes.json
40,18,39,depth_scan,data/results/N40_verification/N40_d18_XEB/N40_d18_r39_XEB_counts.json,data/amplitudes/N40_verification/N40_d18_XEB/N40_d18_r39_XEB_amplitudes.json
40,18,3,depth_scan,data/results/N40_verification/N40_d18_XEB/N40_d18_r3_XEB_counts.json,data/amplitudes/N40_verification/N40_d18_XEB/N40_d18_r3_XEB_amplitudes.json
40,18,40,depth_scan,data/results/N40_verification/N40_d18_XEB/N40_d18_r40_XEB_counts.json,data/amplitudes/N40_verification/N40_d18_XEB/N40_d18_r40_XEB_amplitudes.json
40,18,41,depth_scan,data/results/N40_verification/N40_d18_XEB/N40_d18_r41_XEB_counts.json,data/amplitudes/N40_verification/N40_d18_XEB/N40_d18_r41_XEB_amplitudes.json
40,18,42,depth_scan,data/results/N40_verification/N40_d18_XEB/N40_d18_r42_XEB_counts.json,data/amplitudes/N40_verification/N40_d18_XEB/N40_d18_r42_XEB_amplitudes.json
40,18,43,depth_scan,data/results/N40_verification/N40_d18_XEB/N40_d18_r43_XEB_counts.json,data/amplitudes/N40_verification/N40_d18_XEB/N40_d18_r43_XEB_amplitudes.json
40,18,44,depth_scan,data/results/N40_verification/N40_d18_XEB/N40_d18_r44_XEB_counts.json,data/amplitudes/N40_verification/N40_d18_XEB/N40_d18_r44_XEB_amplitudes.json
40,18,45,depth_scan,data/results/N40_verification/N40_d18_XEB/N40_d18_r45_XEB_counts.json,data/amplitudes/N40_verification/N40_d18_XEB/N40_d18_r45_XEB_amplitudes.json
40,18,46,depth_scan,data/results/N40_verification/N40_d18_XEB/N40_d18_r46_XEB_counts.json,data/amplitudes/N40_verification/N40_d18_XEB/N40_d18_r46_XEB_amplitudes.json
40,18,47,depth_scan,data/results/N40_verification/N40_d18_XEB/N40_d18_r47_XEB_counts.json,data/amplitudes/N40_verification/N40_d18_XEB/N40_d18_r47_XEB_amplitudes.json
40,18,48,depth_scan,data/results/N40_verification/N40_d18_XEB/N40_d18_r48_XEB_counts.json,data/amplitudes/N40_verification/N40_d18_XEB/N40_d18_r48_XEB_amplitudes.json
40,18,49,depth_scan,data/results/N40_verification/N40_d18_XEB/N40_d18_r49_XEB_counts.json,data/amplitudes/N40_verification/N40_d18_XEB/N40_d18_r49_XEB_amplitudes.json
40,18,4,depth_scan,data/results/N40_verification/N40_d18_XEB/N40_d18_r4_XEB_counts.json,data/amplitudes/N40_verification/N40_d18_XEB/N40_d18_r4_XEB_amplitudes.json
40,18,50,depth_scan,data/results/N40_verification/N40_d18_XEB/N40_d18_r50_XEB_counts.json,data/amplitudes/N40_verification/N40_d18_XEB/N40_d18_r50_XEB_amplitudes.json
40,18,5,depth_scan,data/results/N40_verification/N40_d18_XEB/N40_d18_r5_XEB_counts.json,data/amplitudes/N40_verification/N40_d18_XEB/N40_d18_r5_XEB_amplitudes.json
40,18,6,depth_scan,data/results/N40_verification/N40_d18_XEB/N40_d18_r6_XEB_counts.json,data/amplitudes/N40_verification/N40_d18_XEB/N40_d18_r6_XEB_amplitudes.json
40,18,7,depth_scan,data/results/N40_verification/N40_d18_XEB/N40_d18_r7_XEB_counts.json,data/amplitudes/N40_verification/N40_d18_XEB/N40_d18_r7_XEB_amplitudes.json
40,18,8,depth_scan,data/results/N40_verification/N40_d18_XEB/N40_d18_r8_XEB_counts.json,data/amplitudes/N40_verification/N40_d18_XEB/N40_d18_r8_XEB_amplitudes.json
40,18,9,depth_scan,data/results/N40_verification/N40_d18_XEB/N40_d18_r9_XEB_counts.json,data/amplitudes/N40_verification/N40_d18_XEB/N40_d18_r9_XEB_amplitudes.json
40,20,10,depth_scan,data/results/N40_verification/N40_d20_XEB/N40_d20_r10_XEB_counts.json,data/amplitudes/N40_verification/N40_d20_XEB/N40_d20_r10_XEB_amplitudes.json
40,20,11,depth_scan,data/results/N40_verification/N40_d20_XEB/N40_d20_r11_XEB_counts.json,data/amplitudes/N40_verification/N40_d20_XEB/N40_d20_r11_XEB_amplitudes.json
40,20,12,depth_scan,data/results/N40_verification/N40_d20_XEB/N40_d20_r12_XEB_counts.json,data/amplitudes/N40_verification/N40_d20_XEB/N40_d20_r12_XEB_amplitudes.json
40,20,13,depth_scan,data/results/N40_verification/N40_d20_XEB/N40_d20_r13_XEB_counts.json,data/amplitudes/N40_verification/N40_d20_XEB/N40_d20_r13_XEB_amplitudes.json
40,20,14,depth_scan,data/results/N40_verification/N40_d20_XEB/N40_d20_r14_XEB_counts.json,data/amplitudes/N40_verification/N40_d20_XEB/N40_d20_r14_XEB_amplitudes.json
40,20,15,depth_scan,data/results/N40_verification/N40_d20_XEB/N40_d20_r15_XEB_counts.json,data/amplitudes/N40_verification/N40_d20_XEB/N40_d20_r15_XEB_amplitudes.json
40,20,16,depth_scan,data/results/N40_verification/N40_d20_XEB/N40_d20_r16_XEB_counts.json,data/amplitudes/N40_verification/N40_d20_XEB/N40_d20_r16_XEB_amplitudes.json
40,20,17,depth_scan,data/results/N40_verification/N40_d20_XEB/N40_d20_r17_XEB_counts.json,data/amplitudes/N40_verification/N40_d20_XEB/N40_d20_r17_XEB_amplitudes.json
40,20,18,depth_scan,data/results/N40_verification/N40_d20_XEB/N40_d20_r18_XEB_counts.json,data/amplitudes/N40_verification/N40_d20_XEB/N40_d20_r18_XEB_amplitudes.json
40,20,19,depth_scan,data/results/N40_verification/N40_d20_XEB/N40_d20_r19_XEB_counts.json,data/amplitudes/N40_verification/N40_d20_XEB/N40_d20_r19_XEB_amplitudes.json
40,20,1,depth_scan,data/results/N40_verification/N40_d20_XEB/N40_d20_r1_XEB_counts.json,data/amplitudes/N40_verification/N40_d20_XEB/N40_d20_r1_XEB_amplitudes.json
40,20,20,depth_scan,data/results/N40_verification/N40_d20_XEB/N40_d20_r20_XEB_counts.json,data/amplitudes/N40_verification/N40_d20_XEB/N40_d20_r20_XEB_amplitudes.json
40,20,21,depth_scan,data/results/N40_verification/N40_d20_XEB/N40_d20_r21_XEB_counts.json,data/amplitudes/N40_verification/N40_d20_XEB/N40_d20_r21_XEB_amplitudes.json
40,20,22,depth_scan,data/results/N40_verification/N40_d20_XEB/N40_d20_r22_XEB_counts.json,data/amplitudes/N40_verification/N40_d20_XEB/N40_d20_r22_XEB_amplitudes.json
40,20,23,depth_scan,data/results/N40_verification/N40_d20_XEB/N40_d20_r23_XEB_counts.json,data/amplitudes/N40_verification/N40_d20_XEB/N40_d20_r23_XEB_amplitudes.json
40,20,24,depth_scan,data/results/N40_verification/N40_d20_XEB/N40_d20_r24_XEB_counts.json,data/amplitudes/N40_verification/N40_d20_XEB/N40_d20_r24_XEB_amplitudes.json
40,20,25,depth_scan,data/results/N40_verification/N40_d20_XEB/N40_d20_r25_XEB_counts.json,data/amplitudes/N40_verification/N40_d20_XEB/N40_d20_r25_XEB_amplitudes.json
40,20,26,depth_scan,data/results/N40_verification/N40_d20_XEB/N40_d20_r26_XEB_counts.json,data/amplitudes/N40_verification/N40_d20_XEB/N40_d20_r26_XEB_amplitudes.json
40,20,27,depth_scan,data/results/N40_verification/N40_d20_XEB/N40_d20_r27_XEB_counts.json,data/amplitudes/N40_verification/N40_d20_XEB/N40_d20_r27_XEB_amplitudes.json
40,20,28,depth_scan,data/results/N40_verification/N40_d20_XEB/N40_d20_r28_XEB_counts.json,data/amplitudes/N40_verification/N40_d20_XEB/N40_d20_r28_XEB_amplitudes.json
40,20,29,depth_scan,data/results/N40_verification/N40_d20_XEB/N40_d20_r29_XEB_counts.json,data/amplitudes/N40_verification/N40_d20_XEB/N40_d20_r29_XEB_amplitudes.json
40,20,2,depth_scan,data/results/N40_verification/N40_d20_XEB/N40_d20_r2_XEB_counts.json,data/amplitudes/N40_verification/N40_d20_XEB/N40_d20_r2_XEB_amplitudes.json
40,20,30,depth_scan,data/results/N40_verification/N40_d20_XEB/N40_d20_r30_XEB_counts.json,data/amplitudes/N40_verification/N40_d20_XEB/N40_d20_r30_XEB_amplitudes.json
40,20,31,depth_scan,data/results/N40_verification/N40_d20_XEB/N40_d20_r31_XEB_counts.json,data/amplitudes/N40_verification/N40_d20_XEB/N40_d20_r31_XEB_amplitudes.json
40,20,32,depth_scan,data/results/N40_verification/N40_d20_XEB/N40_d20_r32_XEB_counts.json,data/amplitudes/N40_verification/N40_d20_XEB/N40_d20_r32_XEB_amplitudes.json
40,20,33,depth_scan,data/results/N40_verification/N40_d20_XEB/N40_d20_r33_XEB_counts.json,data/amplitudes/N40_verification/N40_d20_XEB/N40_d20_r33_XEB_amplitudes.json
40,20,34,depth_scan,data/results/N40_verification/N40_d20_XEB/N40_d20_r34_XEB_counts.json,data/amplitudes/N40_verification/N40_d20_XEB/N40_d20_r34_XEB_amplitudes.json
40,20,35,depth_scan,data/results/N40_verification/N40_d20_XEB/N40_d20_r35_XEB_counts.json,data/amplitudes/N40_verification/N40_d20_XEB/N40_d20_r35_XEB_amplitudes.json
40,20,36,depth_scan,data/results/N40_verification/N40_d20_XEB/N40_d20_r36_XEB_counts.json,data/amplitudes/N40_verification/N40_d20_XEB/N40_d20_r36_XEB_amplitudes.json
40,20,37,depth_scan,data/results/N40_verification/N40_d20_XEB/N40_d20_r37_XEB_counts.json,data/amplitudes/N40_verification/N40_d20_XEB/N40_d20_r37_XEB_amplitudes.json
40,20,38,depth_scan,data/results/N40_verification/N40_d20_XEB/N40_d20_r38_XEB_counts.json,data/amplitudes/N40_verification/N40_d20_XEB/N40_d20_r38_XEB_amplitudes.json
40,20,39,depth_scan,data/results/N40_verification/N40_d20_XEB/N40_d20_r39_XEB_counts.json,data/amplitudes/N40_verification/N40_d20_XEB/N40_d20_r39_XEB_amplitudes.json
40,20,3,depth_scan,data/results/N40_verification/N40_d20_XEB/N40_d20_r3_XEB_counts.json,data/amplitudes/N40_verification/N40_d20_XEB/N40_d20_r3_XEB_amplitudes.json
40,20,40,depth_scan,data/results/N40_verification/N40_d20_XEB/N40_d20_r40_XEB_counts.json,data/amplitudes/N40_verification/N40_d20_XEB/N40_d20_r40_XEB_amplitudes.json
40,20,41,depth_scan,data/results/N40_verification/N40_d20_XEB/N40_d20_r41_XEB_counts.json,data/amplitudes/N40_verification/N40_d20_XEB/N40_d20_r41_XEB_amplitudes.json
40,20,42,depth_scan,data/results/N40_verification/N40_d20_XEB/N40_d20_r42_XEB_counts.json,data/amplitudes/N40_verification/N40_d20_XEB/N40_d20_r42_XEB_amplitudes.json
40,20,43,depth_scan,data/results/N40_verification/N40_d20_XEB/N40_d20_r43_XEB_counts.json,data/amplitudes/N40_verification/N40_d20_XEB/N40_d20_r43_XEB_amplitudes.json
40,20,44,depth_scan,data/results/N40_verification/N40_d20_XEB/N40_d20_r44_XEB_counts.json,data/amplitudes/N40_verification/N40_d20_XEB/N40_d20_r44_XEB_amplitudes.json
40,20,45,depth_scan,data/results/N40_verification/N40_d20_XEB/N40_d20_r45_XEB_counts.json,data/amplitudes/N40_verification/N40_d20_XEB/N40_d20_r45_XEB_amplitudes.json
40,20,46,depth_scan,data/results/N40_verification/N40_d20_XEB/N40_d20_r46_XEB_counts.json,data/amplitudes/N40_verification/N40_d20_XEB/N40_d20_r46_XEB_amplitudes.json
40,20,47,depth_scan,data/results/N40_verification/N40_d20_XEB/N40_d20_r47_XEB_counts.json,data/amplitudes/N40_verification/N40_d20_XEB/N40_d20_r47_XEB_amplitudes.json
40,20,48,depth_scan,data/results/N40_verification/N40_d20_XEB/N40_d20_r48_XEB_counts.json,data/amplitudes/N40_verification/N40_d20_XEB/N40_d20_r48_XEB_amplitudes.json
40,20,49,depth_scan,data/results/N40_verification/N40_d20_XEB/N40_d20_r49_XEB_counts.json,data/amplitudes/N40_verification/N40_d20_XEB/N40_d20_r49_XEB_amplitudes.json
