N,d,r,scan_type,counts_path,amplitudes_path,matched_keys,total_shots_subset,weighted_mean_prob,mean_log_prob,fxeb,analytic_se,bootstrap_mean,bootstrap_se,ci95_low,ci95_high,uniform_baseline,ideal_subset_mean_fxeb,max_prob,min_prob
40,12,41,depth_scan,data/results/N40_verification/N40_d12_XEB/N40_d12_r41_XEB_counts.json,data/amplitudes/N40_verification/N40_d12_XEB/N40_d12_r41_XEB_amplitudes.json,20,20,1.2080192075450973e-12,-27.93223793214395,0.32823116527258356,0.2841670677382088,0.3357854654579635,0.2745666049267581,-0.1717665673819248,0.8926000334614583,0.0,0.32823116527258356,4.5573841679413985e-12,8.742105471493084e-14
40,12,42,depth_scan,data/results/N40_verification/N40_d12_XEB/N40_d12_r42_XEB_counts.json,data/amplitudes/N40_verification/N40_d12_XEB/N40_d12_r42_XEB_amplitudes.json,20,20,9.442441348955827e-13,-28.0753327170707,0.038207405776983006,0.1655630952084249,0.03219319465121354,0.1587790565384213,-0.27137397454575696,0.3450774881601053,0.0,0.038207405776983006,2.0291342194097538e-12,4.7266893597628893e-14
40,12,43,depth_scan,data/results/N40_verification/N40_d12_XEB/N40_d12_r43_XEB_counts.json,data/amplitudes/N40_verification/N40_d12_XEB/N40_d12_r43_XEB_amplitudes.json,20,20,1.506565150797554e-12,-27.81761066559138,0.6564859013040134,0.28768366376081733,0.6572806670545639,0.28331552194484866,0.09511826848796533,1.2151014136702933,0.0,0.6564859013040134,3.2823765746253426e-12,1.9633330330971153e-14
40,12,44,depth_scan,data/results/N40_verification/N40_d12_XEB/N40_d12_r44_XEB_counts.json,data/amplitudes/N40_verification/N40_d12_XEB/N40_d12_r44_XEB_amplitudes.json,20,20,1.3469699186999625e-12,-27.853305321294403,0.4810090878751021,0.2874825142847992,0.47928181010275667,0.28343352612714245,-0.05916545870435301,1.0586167018603723,0.0,0.4810090878751021,4.083668981843176e-12,4.707283741799878e-15
40,12,45,depth_scan,data/results/N40_verification/N40_d12_XEB/N40_d12_r45_XEB_counts.json,data/amplitudes/N40_verification/N40_d12_XEB/N40_d12_r45_XEB_amplitudes.json,20,20,1.7866443555370259e-12,-27.577030965117252,0.9644362436133178,0.38537593605273923,0.9537336482520207,0.37548157652966563,0.26649200177888066,1.6988482439553871,0.0,0.9644362436133178,4.867481470461183e-12,6.747089316738615e-14
40,12,46,depth_scan,data/results/N40_verification/N40_d12_XEB/N40_d12_r46_XEB_counts.json,data/amplitudes/N40_verification/N40_d12_XEB/N40_d12_r46_XEB_amplitudes.json,20,20,1.4313120233024192e-12,-27.933689842324895,0.573744212596603,0.34476321998304466,0.577433086931695,0.32928202832692016,-0.0366381419283907,1.2397572213184382,0.0,0.573744212596603,3.938832232136675e-12,6.698499415070777e-14
40,12,47,depth_scan,data/results/N40_verification/N40_d12_XEB/N40_d12_r47_XEB_counts.json,data/amplitudes/N40_verification/N40_d12_XEB/N40_d12_r47_XEB_amplitudes.json,20,20,1.3597800615734605e-12,-28.052969081595457,0.49509398891798506,0.35212994288738125,0.48363121715796864,0.3308655877469752,-0.1267573636381683,1.1491429698767046,0.0,0.49509398891798506,4.4004610076403355e-12,3.09257581716407e-14
40,12,48,depth_scan,data/results/N40_verification/N40_d12_XEB/N40_d12_r48_XEB_counts.json,data/amplitudes/N40_verification/N40_d12_XEB/N40_d12_r48_XEB_amplitudes.json,20,20,1.2373480650980778e-12,-27.705375659826778,0.3604785851814716,0.19313733128617916,0.36207665482137147,0.1912053836252703,-0.004168295557572069,0.7407087616113962,0.0,0.3604785851814716,3.0527428503264853e-12,7.000594523291059e-14
40,12,49,depth_scan,data/results/N40_verification/N40_d12_XEB/N40_d12_r49_XEB_counts.json,data/amplitudes/N40_verification/N40_d12_XEB/N40_d12_r49_XEB_amplitudes.json,20,20,9.672079555262365e-13,-28.214059418727878,0.06345639357854926,0.22857337574665096,0.07007390700439162,0.22151309258346,-0.3308341193963705,0.5308485512071979,0.0,0.06345639357854926,3.722730084436506e-12,3.36747050314732e-14
40,12,50,depth_scan,data/results/N40_verification/N40_d12_XEB/N40_d12_r50_XEB_counts.json,data/amplitudes/N40_verification/N40_d12_XEB/N40_d12_r50_XEB_amplitudes.json,20,20,9.060418903815912e-13,-28.419069050517635,-0.003796406273292474,0.18973639431412226,-0.0003276578549344289,0.18443836491796925,-0.3327953584257565,0.38965381480957356,0.0,-0.003796406273292474,2.897064535809309e-12,5.201446524784429e-16
40,14,1,depth_scan,data/results/N40_verification/N40_d14_XEB/N40_d14_r1_XEB_counts.json,data/amplitudes/N40_verification/N40_d14_XEB/N40_d14_r1_XEB_amplitudes.json,20,20,1.1939158659214008e-12,-27.963016749465606,0.312724377166832,0.27175093003629086,0.31974345842466345,0.2645154850209636,-0.16058156017726488,0.8673411272314792,0.0,0.312724377166832,4.1076957936458655e-12,7.821992830970278e-14
40,14,2,depth_scan,data/results/N40_verification/N40_d14_XEB/N40_d14_r2_XEB_counts.json,data/amplitudes/N40_verification/N40_d14_XEB/N40_d14_r2_XEB_amplitudes.json,20,20,1.1343842124592774e-12,-28.104440046925674,0.2472686319644959,0.27665718950991186,0.2435152465234506,0.26406098102157183,-0.25823722798025994,0.7646690777266351,0.0,0.2472686319644959,4.049246093772136e-12,6.146682361303415e-14
40,14,3,depth_scan,data/results/N40_verification/N40_d14_XEB/N40_d14_r3_XEB_counts.json,data/amplitudes/N40_verification/N40_d14_XEB/N40_d14_r3_XEB_amplitudes.json,20,20,1.0589645425685352e-12,-28.206607803619523,0.1643438279565974,0.28909935967794004,0.16944333684552704,0.28367850698673847,-0.32161713508777134,0.7575922053304708,0.0,0.1643438279565974,4.8790413506605725e-12,4.682197702788024e-14
40,14,4,depth_scan,data/results/N40_verification/N40_d14_XEB/N40_d14_r4_XEB_counts.json,data/amplitudes/N40_verification/N40_d14_XEB/N40_d14_r4_XEB_amplitudes.json,20,20,7.932472430591284e-13,-28.357536758500267,-0.12781543255523342,0.16388512984440204,-0.12201018942685823,0.15703323192858354,-0.42539511728635027,0.18387036343366317,0.0,-0.12781543255523342,2.1438421415938395e-12,2.6978850420531172e-14
40,14,5,depth_scan,data/results/N40_verification/N40_d14_XEB/N40_d14_r5_XEB_counts.json,data/amplitudes/N40_verification/N40_d14_XEB/N40_d14_r5_XEB_amplitudes.json,20,20,1.0612643061117014e-12,-28.149484267767328,0.16687244471344398,0.27252754059760825,0.16958110652213304,0.26341328936960684,-0.28795302213678076,0.711865051904577,0.0,0.16687244471344398,3.873699286778751e-12,7.944262231631979e-14
40,14,6,depth_scan,data/results/N40_verification/N40_d14_XEB/N40_d14_r6_XEB_counts.json,data/amplitudes/N40_verification/N40_d14_XEB/N40_d14_r6_XEB_amplitudes.json,20,20,1.1701193319492088e-12,-28.221682387356587,0.2865598113636403,0.23181600768757513,0.2927869873206456,0.22186068845626655,-0.1353042612197423,0.7435989053271433,0.0,0.2865598113636403,3.187690337705365e-12,8.716615006365661e-15
40,14,7,depth_scan,data/results/N40_verification/N40_d14_XEB/N40_d14_r7_XEB_counts.json,data/amplitudes/N40_verification/N40_d14_XEB/N40_d14_r7_XEB_amplitudes.json,20,20,1.4864228209860005e-12,-27.654499031738407,0.6343391754657113,0.24031919906506394,0.6304145963200951,0.2353542033787636,0.1817473718954051,1.1041886200110795,0.0,0.6343391754657113,2.9757658165888293e-12,2.559950380412966e-14
40,14,8,depth_scan,data/results/N40_verification/N40_d14_XEB/N40_d14_r8_XEB_counts.json,data/amplitudes/N40_verification/N40_d14_XEB/N40_d14_r8_XEB_amplitudes.json,20,20,1.7622168314032745e-12,-27.32790337289644,0.9375778967904793,0.32827250697898563,0.9345260704808128,0.31140794911428504,0.3829864055179788,1.5936962053646035,0.0,0.9375778967904793,5.804441374451977e-12,3.5783663536118886e-13
40,14,9,depth_scan,data/results/N40_verification/N40_d14_XEB/N40_d14_r9_XEB_counts.json,data/amplitudes/N40_verification/N40_d14_XEB/N40_d14_r9_XEB_amplitudes.json,20,20,1.3348435373704463e-12,-27.753754302851263,0.4676759906004533,0.24258923804192334,0.46808671544829383,0.2368172774901934,0.011359688799729137,0.9357763995433801,0.0,0.4676759906004533,3.0051060673826723e-12,7.181032956472551e-14
40,14,10,depth_scan,data/results/N40_verification/N40_d14_XEB/N40_d14_r10_XEB_counts.json,data/amplitudes/N40_verification/N40_d14_XEB/N40_d14_r10_XEB_amplitudes.json,20,20,9.716019039262214e-13,-28.150814313654156,0.06828759093618042,0.2128112855656348,0.07444165623295217,0.21233259455356615,-0.3264112722746124,0.4873265564877769,0.0,0.06828759093618042,2.5681884577508452e-12,5.082095031669996e-14
40,14,11,depth_scan,data/results/N40_verification/N40_d14_XEB/N40_d14_r11_XEB_counts.json,data/amplitudes/N40_verification/N40_d14_XEB/N40_d14_r11_XEB_amplitudes.json,20,20,1.410001922447557e-12,-27.582547086807345,0.5503135089176028,0.26620138783380626,0.5492146509638206,0.255088766051151,0.0649385724368827,1.1139135557755868,0.0,0.5503135089176028,4.548110240689101e-12,2.4457496888434463e-13
40,14,12,depth_scan,data/results/N40_verification/N40_d14_XEB/N40_d14_r12_XEB_counts.json,data/amplitudes/N40_verification/N40_d14_XEB/N40_d14_r12_XEB_amplitudes.json,20,20,1.1939597788231177e-12,-27.858981371029852,0.31277265991287906,0.3063939573813914,0.3139930772689511,0.3000701834621997,-0.18736688163537904,0.9650224273930252,0.0,0.31277265991287906,5.748737691400564e-12,9.105728298029168e-14
40,14,13,depth_scan,data/results/N40_verification/N40_d14_XEB/N40_d14_r13_XEB_counts.json,data/amplitudes/N40_verification/N40_d14_XEB/N40_d14_r13_XEB_amplitudes.json,20,20,1.2937885679593943e-12,-27.820476920343776,0.42253557435501365,0.24513942194439975,0.4150434614965203,0.24116052161285323,-0.04348227145087447,0.9009940733613885,0.0,0.42253557435501365,3.0799493939386144e-12,1.1938431217333871e-13
40,14,14,depth_scan,data/results/N40_verification/N40_d14_XEB/N40_d14_r14_XEB_counts.json,data/amplitudes/N40_verification/N40_d14_XEB/N40_d14_r14_XEB_amplitudes.json,20,20,1.092491801779661e-12,-27.99298839868829,0.20120743930669027,0.23603756190246428,0.20168524287419046,0.23172790957746084,-0.21060886239483603,0.698118524123344,0.0,0.20120743930669027,3.7229930293279215e-12,7.628859753560345e-14
40,14,15,depth_scan,data/results/N40_verification/N40_d14_XEB/N40_d14_r15_XEB_counts.json,data/amplitudes/N40_verification/N40_d14_XEB/N40_d14_r15_XEB_amplitudes.json,20,20,1.0216686940923337e-12,-28.0871342319516,0.12333660888924203,0.2637445411421497,0.12791846145742544,0.258744449432631,-0.31751774737453214,0.6723397966659264,0.0,0.12333660888924203,4.109059484594853e-12,8.659293273280194e-14
40,14,16,depth_scan,data/results/N40_verification/N40_d14_XEB/N40_d14_r16_XEB_counts.json,data/amplitudes/N40_verification/N40_d14_XEB/N40_d14_r16_XEB_amplitudes.json,20,20,1.2175091357866798e-12,-27.935491182875417,0.3386654517209633,0.17615862937138627,0.3389301903995678,0.1664024335132322,0.0017013038579196118,0.648332217899759,0.0,0.3386654517209633,2.1840504896778374e-12,6.3104193596994935e-15
40,14,17,depth_scan,data/results/N40_verification/N40_d14_XEB/N40_d14_r17_XEB_counts.json,data/amplitudes/N40_verification/N40_d14_XEB/N40_d14_r17_XEB_amplitudes.json,20,20,1.3292680987943358e-12,-28.493955711721338,0.4615457310560689,0.36802897954640673,0.4685039994979581,0.3637843176730759,-0.19738879685834604,1.2205557831653857,0.0,0.4615457310560689,4.512750885139059e-12,5.599272894266375e-15
40,14,18,depth_scan,data/results/N40_verification/N40_d14_XEB/N40_d14_r18_XEB_counts.json,data/amplitudes/N40_verification/N40_d14_XEB/N40_d14_r18_XEB_amplitudes.json,20,20,9.416955582073365e-13,-28.51583357397157,0.03540521607397751,0.26176474419385104,0.0338720372480212,0.2514713975580775,-0.40944966835336305,0.5619338305117683,0.0,0.03540521607397751,3.5968431155351163e-12,1.2578284307589926e-14
40,14,19,depth_scan,data/results/N40_verification/N40_d14_XEB/N40_d14_r19_XEB_counts.json,data/amplitudes/N40_verification/N40_d14_XEB/N40_d14_r19_XEB_amplitudes.json,20,20,1.5558043268758121e-12,-27.699594811045255,0.7106249479441682,0.4024897295958523,0.7261880025584126,0.3865513387981154,0.05155730894088202,1.5642751180330545,0.0,0.7106249479441682,6.6241782148487365e-12,1.0929542229175306e-13
40,14,20,depth_scan,data/results/N40_verification/N40_d14_XEB/N40_d14_r20_XEB_counts.json,data/amplitudes/N40_verification/N40_d14_XEB/N40_d14_r20_XEB_amplitudes.json,20,20,9.772897772713358e-13,-28.145987632883656,0.07454147381645093,0.20663403294757018,0.07200432912870394,0.1990281116631328,-0.3015826950213987,0.4907787358211196,0.0,0.07454147381645093,2.61322799724237e-12,4.133837888045405e-14
40,14,21,depth_scan,data/results/N40_verification/N40_d14_XEB/N40_d14_r21_XEB_counts.json,data/amplitudes/N40_verification/N40_d14_XEB/N40_d14_r21_XEB_amplitudes.json,20,20,1.5930454305982055e-12,-27.60944493464176,0.7515719745181517,0.2877812539248416,0.7539115483881533,0.2860697903454149,0.2122708665279246,1.3170683809226138,0.0,0.7515719745181517,3.5924437094423407e-12,5.008682295161125e-14
40,14,22,depth_scan,data/results/N40_verification/N40_d14_XEB/N40_d14_r22_XEB_counts.json,data/amplitudes/N40_verification/N40_d14_XEB/N40_d14_r22_XEB_amplitudes.json,20,20,8.56657405747151e-13,-28.484702858025692,-0.05809522136058476,0.20340970932284375,-0.05175242757967804,0.19851161595543237,-0.3958230171515946,0.37556653318507954,0.0,-0.05809522136058476,3.216761739195356e-12,1.1005438042669158e-14
40,14,23,depth_scan,data/results/N40_verification/N40_d14_XEB/N40_d14_r23_XEB_counts.json,data/amplitudes/N40_verification/N40_d14_XEB/N40_d14_r23_XEB_amplitudes.json,20,20,1.4026792917413848e-12,-27.75331875951818,0.5422621913102568,0.30425962704351955,0.5517411644507365,0.2972110494148497,0.03473419384759817,1.1827190638656802,0.0,0.5422621913102568,5.594182727355836e-12,2.202773962235716e-14
40,14,24,depth_scan,data/results/N40_verification/N40_d14_XEB/N40_d14_r24_XEB_counts.json,data/amplitudes/N40_verification/N40_d14_XEB/N40_d14_r24_XEB_amplitudes.json,20,20,9.626445243782851e-13,-28.072398199413676,0.058438847968821594,0.1850666047157778,0.05609547404924776,0.1760792330650958,-0.26675641124364774,0.42315273385851065,0.0,0.058438847968821594,2.7808975996980236e-12,3.940273414574601e-14
40,14,25,depth_scan,data/results/N40_verification/N40_d14_XEB/N40_d14_r25_XEB_counts.json,data/amplitudes/N40_verification/N40_d14_XEB/N40_d14_r25_XEB_amplitudes.json,20,20,1.2947990864582343e-12,-27.964182284418523,0.4236466511945709,0.36722459940473134,0.4248735249979971,0.35650415844090394,-0.15918621025922555,1.2053560390102016,0.0,0.4236466511945709,6.638842940432465e-12,5.820229888012926e-14
40,14,26,depth_scan,data/results/N40_verification/N40_d14_XEB/N40_d14_r26_XEB_counts.json,data/amplitudes/N40_verification/N40_d14_XEB/N40_d14_r26_XEB_amplitudes.json,20,20,1.4756515295949602e-12,-27.478856755615702,0.6224960153350989,0.22453264695050656,0.6295795784259741,0.2209027101541849,0.208990789075573,1.0678737600730082,0.0,0.6224960153350989,3.703085977094983e-12,1.8286116338296467e-13
40,14,27,depth_scan,data/results/N40_verification/N40_d14_XEB/N40_d14_r27_XEB_counts.json,data/amplitudes/N40_verification/N40_d14_XEB/N40_d14_r27_XEB_amplitudes.json,20,20,1.3767632476096037e-12,-27.683976888359645,0.5137671994414075,0.3150187188525949,0.5227055700192739,0.31547491481438394,-0.031358032309378586,1.1965339231758656,0.0,0.5137671994414075,4.9579451546059415e-12,3.316614900135114e-13
40,14,28,depth_scan,data/results/N40_verification/N40_d14_XEB/N40_d14_r28_XEB_counts.json,data/amplitudes/N40_verification/N40_d14_XEB/N40_d14_r28_XEB_amplitudes.json,20,20,9.411244732780407e-13,-28.09351841859699,0.034777301553769124,0.22068928548372316,0.037272857826120116,0.21426781854459606,-0.33335934016639823,0.4818549527411665,0.0,0.034777301553769124,3.919310072184207e-12,7.979056141744189e-14
40,14,29,depth_scan,data/results/N40_verification/N40_d14_XEB/N40_d14_r29_XEB_counts.json,data/amplitudes/N40_verification/N40_d14_XEB/N40_d14_r29_XEB_amplitudes.json,20,20,1.1456829085247908e-12,-27.975549298481987,0.25969167966723483,0.23839286193407253,0.2575612711355,0.22795850993061936,-0.1682513348905272,0.7279134220075371,0.0,0.25969167966723483,3.0972779223375374e-12,1.899548614627672e-14
40,14,30,depth_scan,data/results/N40_verification/N40_d14_XEB/N40_d14_r30_XEB_counts.json,data/amplitudes/N40_verification/N40_d14_XEB/N40_d14_r30_XEB_amplitudes.json,20,20,1.3276050061100019e-12,-27.992297048566208,0.4597171413115746,0.3425504063223822,0.4636137158124133,0.331684511688139,-0.14297442448492187,1.1392771676598918,0.0,0.4597171413115746,4.792128072549622e-12,5.344714674896221e-14
40,14,31,depth_scan,data/results/N40_verification/N40_d14_XEB/N40_d14_r31_XEB_counts.json,data/amplitudes/N40_verification/N40_d14_XEB/N40_d14_r31_XEB_amplitudes.json,20,20,1.2903241066512547e-12,-27.976098887564394,0.4187263588627341,0.2411323076539604,0.4187545792506302,0.233800524990251,-0.010429173990951867,0.8971531471241577,0.0,0.4187263588627341,3.887579531910469e-12,1.0324730795580052e-14
40,14,32,depth_scan,data/results/N40_verification/N40_d14_XEB/N40_d14_r32_XEB_counts.json,data/amplitudes/N40_verification/N40_d14_XEB/N40_d14_r32_XEB_amplitudes.json,20,20,1.0860628801842484e-12,-27.976859820638005,0.19413876525847384,0.24607364307195662,0.1966778649317505,0.24322173529461444,-0.23182715632624157,0.7141399852581772,0.0,0.19413876525847384,4.031644991262149e-12,4.0683796894020584e-14
40,14,33,depth_scan,data/results/N40_verification/N40_d14_XEB/N40_d14_r33_XEB_counts.json,data/amplitudes/N40_verification/N40_d14_XEB/N40_d14_r33_XEB_amplitudes.json,20,20,1.3670264288603425e-12,-27.96291332622792,0.5030614540090474,0.4559010947025104,0.49377228101188025,0.4461365804756777,-0.20018548115593462,1.5394755715275457,0.0,0.5030614540090474,8.467135181733219e-12,8.111814487661361e-15
40,14,34,depth_scan,data/results/N40_verification/N40_d14_XEB/N40_d14_r34_XEB_counts.json,data/amplitudes/N40_verification/N40_d14_XEB/N40_d14_r34_XEB_amplitudes.json,20,20,1.4486467485696896e-12,-27.741382905401906,0.5928039445922693,0.34800233181926093,0.5933500813106989,0.3325458650266431,-0.016840910008324328,1.2666868530541684,0.0,0.5928039445922693,4.96325725670946e-12,7.578864282794296e-14
40,14,35,depth_scan,data/results/N40_verification/N40_d14_XEB/N40_d14_r35_XEB_counts.json,data/amplitudes/N40_verification/N40_d14_XEB/N40_d14_r35_XEB_amplitudes.json,20,20,1.0403101983775276e-12,-28.076236289936382,0.14383315961004883,0.259654600476131,0.1515726779193427,0.24750490055409527,-0.2994273395388325,0.6870724691545145,0.0,0.14383315961004883,4.032398501915372e-12,6.706910091915244e-14
40,14,36,depth_scan,data/results/N40_verification/N40_d14_XEB/N40_d14_r36_XEB_counts.json,data/amplitudes/N40_verification/N40_d14_XEB/N40_d14_r36_XEB_amplitudes.json,20,20,1.155073275403209e-12,-27.83466231348934,0.27001649723913834,0.18829091718134627,0.26788953468983195,0.1821279513145755,-0.07664614932000156,0.6238904646618862,0.0,0.27001649723913834,3.1003557466989527e-12,3.186355981067281e-14
40,14,37,depth_scan,data/results/N40_verification/N40_d14_XEB/N40_d14_r37_XEB_counts.json,data/amplitudes/N40_verification/N40_d14_XEB/N40_d14_r37_XEB_amplitudes.json,20,20,1.243280886939855e-12,-28.095212963372415,0.36700179178202896,0.33751903896849034,0.37164834096694255,0.3327584959922272,-0.22314342032197565,1.088935790958375,0.0,0.36700179178202896,5.0659918756052e-12,1.9798229286195352e-14
40,14,38,depth_scan,data/results/N40_verification/N40_d14_XEB/N40_d14_r38_XEB_counts.json,data/amplitudes/N40_verification/N40_d14_XEB/N40_d14_r38_XEB_amplitudes.json,20,20,1.5431778170393485e-12,-27.433280513482156,0.6967419535607484,0.2504064077598964,0.705775111650297,0.24772341191665864,0.24490009383581973,1.2123488295917526,0.0,0.6967419535607484,3.757787064994611e-12,3.054046783920424e-13
40,14,39,depth_scan,data/results/N40_verification/N40_d14_XEB/N40_d14_r39_XEB_counts.json,data/amplitudes/N40_verification/N40_d14_XEB/N40_d14_r39_XEB_amplitudes.json,20,20,1.473225790400288e-12,-27.653032724149273,0.6198288868846049,0.2950318225576058,0.6139589048875906,0.2888286913800406,0.06165147752373483,1.2098978506902016,0.0,0.6198288868846049,4.71451865640965e-12,9.402348571015858e-14
40,14,40,depth_scan,data/results/N40_verification/N40_d14_XEB/N40_d14_r40_XEB_counts.json,data/amplitudes/N40_verification/N40_d14_XEB/N40_d14_r40_XEB_amplitudes.json,20,20,1.8119093869805978e-12,-27.665282435550544,0.9922154394616514,0.46862756434679614,0.9704165417496875,0.4490652200766954,0.15698245702641295,1.862669934131245,0.0,0.9922154394616514,7.17177711578522e-12,7.781431444457668e-14
40,14,41,depth_scan,data/results/N40_verification/N40_d14_XEB/N40_d14_r41_XEB_counts.json,data/amplitudes/N40_verification/N40_d14_XEB/N40_d14_r41_XEB_amplitudes.json,20,20,1.5299384111302523e-12,-27.668019333251408,0.6821850728188508,0.43253062946704685,0.6897827857506882,0.42201343413973436,-0.019155222937250284,1.6090431873724116,0.0,0.6821850728188508,8.108357101308104e-12,1.8732485396700832e-13
40,14,42,depth_scan,data/results/N40_verification/N40_d14_XEB/N40_d14_r42_XEB_counts.json,data/amplitudes/N40_verification/N40_d14_XEB/N40_d14_r42_XEB_amplitudes.json,20,20,1.7742944501093004e-12,-27.67285095049558,0.9508573789935997,0.3592378389212586,0.9618871313850693,0.35041062845253007,0.3299780136506965,1.676350958185451,0.0,0.9508573789935997,4.958368497362873e-12,9.686215511676855e-15
40,14,43,depth_scan,data/results/N40_verification/N40_d14_XEB/N40_d14_r43_XEB_counts.json,data/amplitudes/N40_verification/N40_d14_XEB/N40_d14_r43_XEB_amplitudes.json,20,20,1.4432023136356914e-12,-27.816425096626936,0.5868177250756683,0.3554619963325728,0.5861914652874202,0.348117958338107,-0.04274940256461388,1.2762878517707135,0.0,0.5868177250756683,5.500149045197747e-12,3.6391170934873493e-14
40,14,44,depth_scan,data/results/N40_verification/N40_d14_XEB/N40_d14_r44_XEB_counts.json,data/amplitudes/N40_verification/N40_d14_XEB/N40_d14_r44_XEB_amplitudes.json,20,20,1.2780515014065789e-12,-27.850778590391098,0.4052324866931083,0.2705696938442481,0.40248880730928877,0.26340838720693666,-0.10488216146882276,0.9288531740440864,0.0,0.4052324866931083,3.347265474134723e-12,8.910703328510801e-14
40,14,45,depth_scan,data/results/N40_verification/N40_d14_XEB/N40_d14_r45_XEB_counts.json,data/amplitudes/N40_verification/N40_d14_XEB/N40_d14_r45_XEB_amplitudes.json,20,20,1.2862556854395625e-12,-27.75310143487028,0.414253082433788,0.3251133189296845,0.4082669941759457,0.3116995455435338,-0.11152094324966542,1.0732204819688678,0.0,0.414253082433788,5.892290484778118e-12,1.4818027987674103e-13
40,14,46,depth_scan,data/results/N40_verification/N40_d14_XEB/N40_d14_r46_XEB_counts.json,data/amplitudes/N40_verification/N40_d14_XEB/N40_d14_r46_XEB_amplitudes.json,20,20,1.5124058697868413e-12,-27.702087147260972,0.6629078397473069,0.3435789246447254,0.6626286296131388,0.33908001715332886,0.03644351911086665,1.340462187389722,0.0,0.6629078397473069,3.9316972552692515e-12,1.3155180409765723e-13
40,14,47,depth_scan,data/results/N40_verification/N40_d14_XEB/N40_d14_r47_XEB_counts.json,data/amplitudes/N40_verification/N40_d14_XEB/N40_d14_r47_XEB_amplitudes.json,20,20,1.1723237347704523e-12,-28.01982287444752,0.28898357789789975,0.222126958478744,0.29319776063065606,0.21460967976534312,-0.10512120746958928,0.7462287066143073,0.0,0.28898357789789975,3.111728292290609e-12,4.9015909233471635e-15
40,14,48,depth_scan,data/results/N40_verification/N40_d14_XEB/N40_d14_r48_XEB_counts.json,data/amplitudes/N40_verification/N40_d14_XEB/N40_d14_r48_XEB_amplitudes.json,20,20,1.396411095172357e-12,-27.873938242728997,0.5353702362974251,0.3510007032303621,0.5336259701641882,0.33984114036924407,-0.09589368825161208,1.2560638206610149,0.0,0.5353702362974251,4.462197412907397e-12,1.2052137057511312e-13
40,14,49,depth_scan,data/results/N40_verification/N40_d14_XEB/N40_d14_r49_XEB_counts.json,data/amplitudes/N40_verification/N40_d14_XEB/N40_d14_r49_XEB_amplitudes.json,20,20,1.0461901409672534e-12,-28.04709031178416,0.15029822485810773,0.16702997828545305,0.14689236571414455,0.16360288579841523,-0.16774130936129827,0.45833014634829994,0.0,0.15029822485810773,2.3392874498498796e-12,1.6229280000087413e-14
40,14,50,depth_scan,data/results/N40_verification/N40_d14_XEB/N40_d14_r50_XEB_counts.json,data/amplitudes/N40_verification/N40_d14_XEB/N40_d14_r50_XEB_amplitudes.json,20,20,1.2612878392993942e-12,-27.96020000809787,0.38680064528215086,0.23308117503114187,0.3833483154470514,0.22662361163802397,-0.046173971268602586,0.8521146515595307,0.0,0.38680064528215086,3.386292844888785e-12,7.426638696004149e-15
40,16,1,depth_scan,data/results/N40_verification/N40_d16_XEB/N40_d16_r1_XEB_counts.json,data/amplitudes/N40_verification/N40_d16_XEB/N40_d16_r1_XEB_amplitudes.json,20,20,9.959430891740363e-13,-28.2456059349353,0.09505100715000259,0.26137981076157113,0.09688646730481623,0.2556908786162186,-0.3759746654991264,0.602891925169276,0.0,0.09505100715000259,3.5845111034215852e-12,4.249545247699547e-14
40,16,2,depth_scan,data/results/N40_verification/N40_d16_XEB/N40_d16_r2_XEB_counts.json,data/amplitudes/N40_verification/N40_d16_XEB/N40_d16_r2_XEB_amplitudes.json,20,20,1.0218181581400069e-12,-28.0595695900685,0.12350094634759312,0.18676683850608233,0.12325235411529112,0.17673640820990202,-0.22211288354860992,0.48847514781255896,0.0,0.12350094634759312,2.775105454825523e-12,5.0098224617469905e-14
40,16,3,depth_scan,data/results/N40_verification/N40_d16_XEB/N40_d16_r3_XEB_counts.json,data/amplitudes/N40_verification/N40_d16_XEB/N40_d16_r3_XEB_amplitudes.json,20,20,1.21344679729274e-12,-27.837967954268844,0.33419886331091453,0.2815000099053972,0.3372027277341336,0.27213081830970026,-0.13735630695534964,0.8962514781684422,0.0,0.33419886331091453,4.253124308814727e-12,7.38606054139955e-14
40,16,4,depth_scan,data/results/N40_verification/N40_d16_XEB/N40_d16_r4_XEB_counts.json,data/amplitudes/N40_verification/N40_d16_XEB/N40_d16_r4_XEB_amplitudes.json,20,20,9.785008713219333e-13,-28.08734747492061,0.07587308580741325,0.2124622044595339,0.07641093539159578,0.19867150632062922,-0.29519136210559643,0.4702144135107587,0.0,0.07587308580741325,3.020323043802094e-12,8.402355984852591e-14
40,16,5,depth_scan,data/results/N40_verification/N40_d16_XEB/N40_d16_r5_XEB_counts.json,data/amplitudes/N40_verification/N40_d16_XEB/N40_d16_r5_XEB_amplitudes.json,20,20,1.4150167342723773e-12,-27.81849356544589,0.5558273528301012,0.30089318337263904,0.5486546131720248,0.29793758918838825,0.00883582510005168,1.1519288132894812,0.0,0.5558273528301012,4.1382187045803605e-12,1.5380312066313065e-14
40,16,6,depth_scan,data/results/N40_verification/N40_d16_XEB/N40_d16_r6_XEB_counts.json,data/amplitudes/N40_verification/N40_d16_XEB/N40_d16_r6_XEB_amplitudes.json,20,20,1.1573116701613886e-12,-28.166768465870298,0.2724776383033096,0.31230119660129596,0.2839585347820457,0.30484566141019215,-0.261853160795478,0.9380308145522047,0.0,0.2724776383033096,4.732227726668359e-12,4.569092463665693e-14
