N,d,r,counts_path,ideal_path,ideal_bitstring,subset_shots,success_count,mb_success_rate,mb_success_se
40,20,14,data/results/N40_verification/N40_d20_MB/N40_d20_r14_MB_counts.json,data/results/N40_verification/N40_d20_MB/N40_d20_r14_MB_ideal_bitstring.json,1100111010011100000011110110010001000101,20,4,0.2,0.0894427190999916
40,20,15,data/results/N40_verification/N40_d20_MB/N40_d20_r15_MB_counts.json,data/results/N40_verification/N40_d20_MB/N40_d20_r15_MB_ideal_bitstring.json,1000111000011000010101000100010111111100,20,5,0.25,0.09682458365518543
40,20,16,data/results/N40_verification/N40_d20_MB/N40_d20_r16_MB_counts.json,data/results/N40_verification/N40_d20_MB/N40_d20_r16_MB_ideal_bitstring.json,0111001100010111010010011100010100100100,20,7,0.35,0.1066536450385077
40,20,17,data/results/N40_verification/N40_d20_MB/N40_d20_r17_MB_counts.json,data/results/N40_verification/N40_d20_MB/N40_d20_r17_MB_ideal_bitstring.json,0111100111101110011110001101110111100101,20,5,0.25,0.09682458365518543
40,20,18,data/results/N40_verification/N40_d20_MB/N40_d20_r18_MB_counts.json,data/results/N40_verification/N40_d20_MB/N40_d20_r18_MB_ideal_bitstring.json,0110011111010010000110111101100110010001,20,9,0.45,0.11124297730643495
40,20,19,data/results/N40_verification/N40_d20_MB/N40_d20_r19_MB_counts.json,data/results/N40_verification/N40_d20_MB/N40_d20_r19_MB_ideal_bitstring.json,1000001111100001101000011001010111001111,20,2,0.1,0.0670820393249937
40,20,1,data/results/N40_verification/N40_d20_MB/N40_d20_r1_MB_counts.json,data/results/N40_verification/N40_d20_MB/N40_d20_r1_MB_ideal_bitstring.json,1010001110010010100100110011011011100110,20,9,0.45,0.11124297730643495
40,20,20,data/results/N40_verification/N40_d20_MB/N40_d20_r20_MB_counts.json,data/results/N40_verification/N40_d20_MB/N40_d20_r20_MB_ideal_bitstring.json,0110111011101011000011001101101110000011,20,7,0.35,0.1066536450385077
40,20,21,data/results/N40_verification/N40_d20_MB/N40_d20_r21_MB_counts.json,data/results/N40_verification/N40_d20_MB/N40_d20_r21_MB_ideal_bitstring.json,1110010100101100110101110101001000110111,20,4,0.2,0.0894427190999916
40,20,22,data/results/N40_verification/N40_d20_MB/N40_d20_r22_MB_counts.json,data/results/N40_verification/N40_d20_MB/N40_d20_r22_MB_ideal_bitstring.json,1111011110100110011001001101101101000101,20,4,0.2,0.0894427190999916
40,20,23,data/results/N40_verification/N40_d20_MB/N40_d20_r23_MB_counts.json,data/results/N40_verification/N40_d20_MB/N40_d20_r23_MB_ideal_bitstring.json,1001010111110110001000100011100000110111,20,8,0.4,0.10954451150103323
40,20,24,data/results/N40_verification/N40_d20_MB/N40_d20_r24_MB_counts.json,data/results/N40_verification/N40_d20_MB/N40_d20_r24_MB_ideal_bitstring.json,1111111011111100011011110100100000001010,20,4,0.2,0.0894427190999916
40,20,25,data/results/N40_verification/N40_d20_MB/N40_d20_r25_MB_counts.json,data/results/N40_verification/N40_d20_MB/N40_d20_r25_MB_ideal_bitstring.json,1111100110011111011001110000000110010111,20,6,0.3,0.10246950765959598
40,20,26,data/results/N40_verification/N40_d20_MB/N40_d20_r26_MB_counts.json,data/results/N40_verification/N40_d20_MB/N40_d20_r26_MB_ideal_bitstring.json,1111010001011000101100000100000100111110,20,5,0.25,0.09682458365518543
40,20,27,data/results/N40_verification/N40_d20_MB/N40_d20_r27_MB_counts.json,data/results/N40_verification/N40_d20_MB/N40_d20_r27_MB_ideal_bitstring.json,0000011010111101000000011000011100001000,20,8,0.4,0.10954451150103323
40,20,28,data/results/N40_verification/N40_d20_MB/N40_d20_r28_MB_counts.json,data/results/N40_verification/N40_d20_MB/N40_d20_r28_MB_ideal_bitstring.json,0011001100111010010110111010111000011110,20,2,0.1,0.0670820393249937
40,20,29,data/results/N40_verification/N40_d20_MB/N40_d20_r29_MB_counts.json,data/results/N40_verification/N40_d20_MB/N40_d20_r29_MB_ideal_bitstring.json,1010111110001110111100011001000010010110,20,6,0.3,0.10246950765959598
40,20,2,data/results/N40_verification/N40_d20_MB/N40_d20_r2_MB_counts.json,data/results/N40_verification/N40_d20_MB/N40_d20_r2_MB_ideal_bitstring.json,0100000100010111100001001100110100100100,20,4,0.2,0.0894427190999916
40,20,30,data/results/N40_verification/N40_d20_MB/N40_d20_r30_MB_counts.json,data/results/N40_verification/N40_d20_MB/N40_d20_r30_MB_ideal_bitstring.json,1000011110100001100111100010101111110000,20,1,0.05,0.04873397172404482
40,20,31,data/results/N40_verification/N40_d20_MB/N40_d20_r31_MB_counts.json,data/results/N40_verification/N40_d20_MB/N40_d20_r31_MB_ideal_bitstring.json,0001010110110100110101011110101001110010,20,4,0.2,0.0894427190999916
40,20,32,data/results/N40_verification/N40_d20_MB/N40_d20_r32_MB_counts.json,data/results/N40_verification/N40_d20_MB/N40_d20_r32_MB_ideal_bitstring.json,1000001111111001011111010010000001010010,20,1,0.05,0.04873397172404482
40,20,33,data/results/N40_verification/N40_d20_MB/N40_d20_r33_MB_counts.json,data/results/N40_verification/N40_d20_MB/N40_d20_r33_MB_ideal_bitstring.json,1001111011110111100011111101100100110100,20,4,0.2,0.0894427190999916
40,20,34,data/results/N40_verification/N40_d20_MB/N40_d20_r34_MB_counts.json,data/results/N40_verification/N40_d20_MB/N40_d20_r34_MB_ideal_bitstring.json,0110111100110010101110111010100000011101,20,2,0.1,0.0670820393249937
40,20,35,data/results/N40_verification/N40_d20_MB/N40_d20_r35_MB_counts.json,data/results/N40_verification/N40_d20_MB/N40_d20_r35_MB_ideal_bitstring.json,0000011110010001001010110000001111001011,20,5,0.25,0.09682458365518543
40,20,36,data/results/N40_verification/N40_d20_MB/N40_d20_r36_MB_counts.json,data/results/N40_verification/N40_d20_MB/N40_d20_r36_MB_ideal_bitstring.json,0000001101011011000001000011000000000110,20,6,0.3,0.10246950765959598
40,20,37,data/results/N40_verification/N40_d20_MB/N40_d20_r37_MB_counts.json,data/results/N40_verification/N40_d20_MB/N40_d20_r37_MB_ideal_bitstring.json,1101011010011100011101010101000000000010,20,4,0.2,0.0894427190999916
40,20,38,data/results/N40_verification/N40_d20_MB/N40_d20_r38_MB_counts.json,data/results/N40_verification/N40_d20_MB/N40_d20_r38_MB_ideal_bitstring.json,0110101111111000101011001010110011110011,20,7,0.35,0.1066536450385077
40,20,39,data/results/N40_verification/N40_d20_MB/N40_d20_r39_MB_counts.json,data/results/N40_verification/N40_d20_MB/N40_d20_r39_MB_ideal_bitstring.json,0010101001110001110101010001001110001111,20,6,0.3,0.10246950765959598
40,20,3,data/results/N40_verification/N40_d20_MB/N40_d20_r3_MB_counts.json,data/results/N40_verification/N40_d20_MB/N40_d20_r3_MB_ideal_bitstring.json,0100001011111010110111000100101100001000,20,5,0.25,0.09682458365518543
40,20,40,data/results/N40_verification/N40_d20_MB/N40_d20_r40_MB_counts.json,data/results/N40_verification/N40_d20_MB/N40_d20_r40_MB_ideal_bitstring.json,0111111000101110100111101011100001110010,20,7,0.35,0.1066536450385077
40,20,41,data/results/N40_verification/N40_d20_MB/N40_d20_r41_MB_counts.json,data/results/N40_verification/N40_d20_MB/N40_d20_r41_MB_ideal_bitstring.json,1110001111011111100010101000110100010001,20,11,0.55,0.11124297730643495
40,20,42,data/results/N40_verification/N40_d20_MB/N40_d20_r42_MB_counts.json,data/results/N40_verification/N40_d20_MB/N40_d20_r42_MB_ideal_bitstring.json,0100101100110010110111010110110000000000,20,5,0.25,0.09682458365518543
40,20,43,data/results/N40_verification/N40_d20_MB/N40_d20_r43_MB_counts.json,data/results/N40_verification/N40_d20_MB/N40_d20_r43_MB_ideal_bitstring.json,0110011010010011101101001011000100111100,20,4,0.2,0.0894427190999916
40,20,44,data/results/N40_verification/N40_d20_MB/N40_d20_r44_MB_counts.json,data/results/N40_verification/N40_d20_MB/N40_d20_r44_MB_ideal_bitstring.json,0110100101111010101111010000011001111001,20,6,0.3,0.10246950765959598
40,20,45,data/results/N40_verification/N40_d20_MB/N40_d20_r45_MB_counts.json,data/results/N40_verification/N40_d20_MB/N40_d20_r45_MB_ideal_bitstring.json,1011000111000011000010110001100111011001,20,6,0.3,0.10246950765959598
40,20,46,data/results/N40_verification/N40_d20_MB/N40_d20_r46_MB_counts.json,data/results/N40_verification/N40_d20_MB/N40_d20_r46_MB_ideal_bitstring.json,0010111110111001101110100110100110010000,20,9,0.45,0.11124297730643495
40,20,47,data/results/N40_verification/N40_d20_MB/N40_d20_r47_MB_counts.json,data/results/N40_verification/N40_d20_MB/N40_d20_r47_MB_ideal_bitstring.json,1100011010100110000001010011000000100010,20,4,0.2,0.0894427190999916
40,20,48,data/results/N40_verification/N40_d20_MB/N40_d20_r48_MB_counts.json,data/results/N40_verification/N40_d20_MB/N40_d20_r48_MB_ideal_bitstring.json,1000111101000010011000101110111101101000,20,5,0.25,0.09682458365518543
40,20,49,data/results/N40_verification/N40_d20_MB/N40_d20_r49_MB_counts.json,data/results/N40_verification/N40_d20_MB/N40_d20_r49_MB_ideal_bitstring.json,0000111111001011010001011110111111011101,20,10,0.5,0.11180339887498948
40,20,4,data/results/N40_verification/N40_d20_MB/N40_d20_r4_MB_counts.json,data/results/N40_verification/N40_d20_MB/N40_d20_r4_MB_ideal_bitstring.json,0110110101111111000100111101001111000111,20,5,0.25,0.09682458365518543
40,20,50,data/results/N40_verification/N40_d20_MB/N40_d20_r50_MB_counts.json,data/results/N40_verification/N40_d20_MB/N40_d20_r50_MB_ideal_bitstring.json,1000011001001000111100000010100011011001,20,4,0.2,0.0894427190999916
40,20,5,data/results/N40_verification/N40_d20_MB/N40_d20_r5_MB_counts.json,data/results/N40_verification/N40_d20_MB/N40_d20_r5_MB_ideal_bitstring.json,0110100000010011111110101001011100011101,20,2,0.1,0.0670820393249937
40,20,6,data/results/N40_verification/N40_d20_MB/N40_d20_r6_MB_counts.json,data/results/N40_verification/N40_d20_MB/N40_d20_r6_MB_ideal_bitstring.json,0001000001000010101110111101010110000100,20,7,0.35,0.1066536450385077
40,20,7,data/results/N40_verification/N40_d20_MB/N40_d20_r7_MB_counts.json,data/results/N40_verification/N40_d20_MB/N40_d20_r7_MB_ideal_bitstring.json,0001011010001100001100011001101011001011,20,1,0.05,0.04873397172404482
40,20,8,data/results/N40_verification/N40_d20_MB/N40_d20_r8_MB_counts.json,data/results/N40_verification/N40_d20_MB/N40_d20_r8_MB_ideal_bitstring.json,0001111101000000111001100011001110101111,20,5,0.25,0.09682458365518543
40,20,9,data/results/N40_verification/N40_d20_MB/N40_d20_r9_MB_counts.json,data/results/N40_verification/N40_d20_MB/N40_d20_r9_MB_ideal_bitstring.json,1011111100000111111101001101100011111111,20,4,0.2,0.0894427190999916
40,8,10,data/results/N40_verification/N40_d8_MB/N40_d8_r10_MB_counts.json,data/results/N40_verification/N40_d8_MB/N40_d8_r10_MB_ideal_bitstring.json,1010111000000111000111110101010100101010,20,11,0.55,0.11124297730643495
40,8,11,data/results/N40_verification/N40_d8_MB/N40_d8_r11_MB_counts.json,data/results/N40_verification/N40_d8_MB/N40_d8_r11_MB_ideal_bitstring.json,1100100001110011100110100111001001011110,20,15,0.75,0.09682458365518543
40,8,12,data/results/N40_verification/N40_d8_MB/N40_d8_r12_MB_counts.json,data/results/N40_verification/N40_d8_MB/N40_d8_r12_MB_ideal_bitstring.json,0111110100100011011101111110000000111111,20,5,0.25,0.09682458365518543
40,8,13,data/results/N40_verification/N40_d8_MB/N40_d8_r13_MB_counts.json,data/results/N40_verification/N40_d8_MB/N40_d8_r13_MB_ideal_bitstring.json,1111011001100101010110101001100010111010,20,12,0.6,0.10954451150103323
40,8,14,data/results/N40_verification/N40_d8_MB/N40_d8_r14_MB_counts.json,data/results/N40_verification/N40_d8_MB/N40_d8_r14_MB_ideal_bitstring.json,1110111000010011111000111101011100111100,20,13,0.65,0.1066536450385077
40,8,15,data/results/N40_verification/N40_d8_MB/N40_d8_r15_MB_counts.json,data/results/N40_verification/N40_d8_MB/N40_d8_r15_MB_ideal_bitstring.json,1000011101000101000101100111010000000110,20,12,0.6,0.10954451150103323
40,8,16,data/results/N40_verification/N40_d8_MB/N40_d8_r16_MB_counts.json,data/results/N40_verification/N40_d8_MB/N40_d8_r16_MB_ideal_bitstring.json,0101001000001001101100001010011011000110,20,12,0.6,0.10954451150103323
40,8,17,data/results/N40_verification/N40_d8_MB/N40_d8_r17_MB_counts.json,data/results/N40_verification/N40_d8_MB/N40_d8_r17_MB_ideal_bitstring.json,0111010010000110110010110111011011010101,20,7,0.35,0.1066536450385077
40,8,18,data/results/N40_verification/N40_d8_MB/N40_d8_r18_MB_counts.json,data/results/N40_verification/N40_d8_MB/N40_d8_r18_MB_ideal_bitstring.json,0000011001001001011011110001111100101011,20,10,0.5,0.11180339887498948
40,8,19,data/results/N40_verification/N40_d8_MB/N40_d8_r19_MB_counts.json,data/results/N40_verification/N40_d8_MB/N40_d8_r19_MB_ideal_bitstring.json,0110101010100111010111101001001001101000,20,9,0.45,0.11124297730643495
40,8,1,data/results/N40_verification/N40_d8_MB/N40_d8_r1_MB_counts.json,data/results/N40_verification/N40_d8_MB/N40_d8_r1_MB_ideal_bitstring.json,0110110110010101111100111000000011101011,20,12,0.6,0.10954451150103323
40,8,20,data/results/N40_verification/N40_d8_MB/N40_d8_r20_MB_counts.json,data/results/N40_verification/N40_d8_MB/N40_d8_r20_MB_ideal_bitstring.json,0001101101100010010010101011011000000010,20,12,0.6,0.10954451150103323
40,8,21,data/results/N40_verification/N40_d8_MB/N40_d8_r21_MB_counts.json,data/results/N40_verification/N40_d8_MB/N40_d8_r21_MB_ideal_bitstring.json,1001011001100011000000100000101100011010,20,15,0.75,0.09682458365518543
40,8,22,data/results/N40_verification/N40_d8_MB/N40_d8_r22_MB_counts.json,data/results/N40_verification/N40_d8_MB/N40_d8_r22_MB_ideal_bitstring.json,0100101101000111011010011011001000100011,20,13,0.65,0.1066536450385077
40,8,23,data/results/N40_verification/N40_d8_MB/N40_d8_r23_MB_counts.json,data/results/N40_verification/N40_d8_MB/N40_d8_r23_MB_ideal_bitstring.json,0100000110011011011101110011100100110100,20,9,0.45,0.11124297730643495
40,8,24,data/results/N40_verification/N40_d8_MB/N40_d8_r24_MB_counts.json,data/results/N40_verification/N40_d8_MB/N40_d8_r24_MB_ideal_bitstring.json,0100110101000000010110001110011100001010,20,9,0.45,0.11124297730643495
40,8,25,data/results/N40_verification/N40_d8_MB/N40_d8_r25_MB_counts.json,data/results/N40_verification/N40_d8_MB/N40_d8_r25_MB_ideal_bitstring.json,1010100100110111011101011101010100100110,20,15,0.75,0.09682458365518543
40,8,26,data/results/N40_verification/N40_d8_MB/N40_d8_r26_MB_counts.json,data/results/N40_verification/N40_d8_MB/N40_d8_r26_MB_ideal_bitstring.json,0000110000111011010000001100001111111111,20,16,0.8,0.08944271909999157
40,8,27,data/results/N40_verification/N40_d8_MB/N40_d8_r27_MB_counts.json,data/results/N40_verification/N40_d8_MB/N40_d8_r27_MB_ideal_bitstring.json,0011110011100100000110011110000100011001,20,15,0.75,0.09682458365518543
40,8,28,data/results/N40_verification/N40_d8_MB/N40_d8_r28_MB_counts.json,data/results/N40_verification/N40_d8_MB/N40_d8_r28_MB_ideal_bitstring.json,0011011011111001111001001100110100111101,20,12,0.6,0.10954451150103323
40,8,29,data/results/N40_verification/N40_d8_MB/N40_d8_r29_MB_counts.json,data/results/N40_verification/N40_d8_MB/N40_d8_r29_MB_ideal_bitstring.json,1101101110110000111011010011100110100000,20,13,0.65,0.1066536450385077
40,8,2,data/results/N40_verification/N40_d8_MB/N40_d8_r2_MB_counts.json,data/results/N40_verification/N40_d8_MB/N40_d8_r2_MB_ideal_bitstring.json,0010101111001111000111111111111100010011,20,12,0.6,0.10954451150103323
40,8,30,data/results/N40_verification/N40_d8_MB/N40_d8_r30_MB_counts.json,data/results/N40_verification/N40_d8_MB/N40_d8_r30_MB_ideal_bitstring.json,1010110010010100111110100110010011110100,20,13,0.65,0.1066536450385077
40,8,31,data/results/N40_verification/N40_d8_MB/N40_d8_r31_MB_counts.json,data/results/N40_verification/N40_d8_MB/N40_d8_r31_MB_ideal_bitstring.json,1110110010111101101000001111100011010100,20,6,0.3,0.10246950765959598
40,8,32,data/results/N40_verification/N40_d8_MB/N40_d8_r32_MB_counts.json,data/results/N40_verification/N40_d8_MB/N40_d8_r32_MB_ideal_bitstring.json,1011110100101000111000101011001001000001,20,14,0.7,0.10246950765959599
40,8,33,data/results/N40_verification/N40_d8_MB/N40_d8_r33_MB_counts.json,data/results/N40_verification/N40_d8_MB/N40_d8_r33_MB_ideal_bitstring.json,0110110010101000010000110110110100100111,20,15,0.75,0.09682458365518543
40,8,34,data/results/N40_verification/N40_d8_MB/N40_d8_r34_MB_counts.json,data/results/N40_verification/N40_d8_MB/N40_d8_r34_MB_ideal_bitstring.json,0001110110101000000100011111000011100100,20,12,0.6,0.10954451150103323
40,8,35,data/results/N40_verification/N40_d8_MB/N40_d8_r35_MB_counts.json,data/results/N40_verification/N40_d8_MB/N40_d8_r35_MB_ideal_bitstring.json,1001001011001110010011100110011111100011,20,15,0.75,0.09682458365518543
40,8,36,data/results/N40_verification/N40_d8_MB/N40_d8_r36_MB_counts.json,data/results/N40_verification/N40_d8_MB/N40_d8_r36_MB_ideal_bitstring.json,1110001110010001010101100100101001111001,20,14,0.7,0.10246950765959599
40,8,37,data/results/N40_verification/N40_d8_MB/N40_d8_r37_MB_counts.json,data/results/N40_verification/N40_d8_MB/N40_d8_r37_MB_ideal_bitstring.json,0101011100000111011110001000000000001000,20,15,0.75,0.09682458365518543
40,8,38,data/results/N40_verification/N40_d8_MB/N40_d8_r38_MB_counts.json,data/results/N40_verification/N40_d8_MB/N40_d8_r38_MB_ideal_bitstring.json,1001110010110110100001000100101100010100,20,14,0.7,0.10246950765959599
40,8,39,data/results/N40_verification/N40_d8_MB/N40_d8_r39_MB_counts.json,data/results/N40_verification/N40_d8_MB/N40_d8_r39_MB_ideal_bitstring.json,1100110101111011000101011001100000010000,20,11,0.55,0.11124297730643495
40,8,3,data/results/N40_verification/N40_d8_MB/N40_d8_r3_MB_counts.json,data/results/N40_verification/N40_d8_MB/N40_d8_r3_MB_ideal_bitstring.json,1001011011001111001100011010010100011101,20,15,0.75,0.09682458365518543
40,8,40,data/results/N40_verification/N40_d8_MB/N40_d8_r40_MB_counts.json,data/results/N40_verification/N40_d8_MB/N40_d8_r40_MB_ideal_bitstring.json,0111110011100011101010111110011110110011,20,14,0.7,0.10246950765959599
40,8,41,data/results/N40_verification/N40_d8_MB/N40_d8_r41_MB_counts.json,data/results/N40_verification/N40_d8_MB/N40_d8_r41_MB_ideal_bitstring.json,1001101011101000101101111111110101000001,20,6,0.3,0.10246950765959598
40,8,42,data/results/N40_verification/N40_d8_MB/N40_d8_r42_MB_counts.json,data/results/N40_verification/N40_d8_MB/N40_d8_r42_MB_ideal_bitstring.json,1111011010100110011100111100100110101110,20,15,0.75,0.09682458365518543
40,8,43,data/results/N40_verification/N40_d8_MB/N40_d8_r43_MB_counts.json,data/results/N40_verification/N40_d8_MB/N40_d8_r43_MB_ideal_bitstring.json,1010011111011101010111010000100101001001,20,11,0.55,0.11124297730643495
40,8,44,data/results/N40_verification/N40_d8_MB/N40_d8_r44_MB_counts.json,data/results/N40_verification/N40_d8_MB/N40_d8_r44_MB_ideal_bitstring.json,0101100000101111111000001101111011001000,20,10,0.5,0.11180339887498948
40,8,45,data/results/N40_verification/N40_d8_MB/N40_d8_r45_MB_counts.json,data/results/N40_verification/N40_d8_MB/N40_d8_r45_MB_ideal_bitstring.json,0110011010010011010110001001100101111100,20,11,0.55,0.11124297730643495
40,8,46,data/results/N40_verification/N40_d8_MB/N40_d8_r46_MB_counts.json,data/results/N40_verification/N40_d8_MB/N40_d8_r46_MB_ideal_bitstring.json,1100100101100011101101101011100011111000,20,12,0.6,0.10954451150103323
40,8,47,data/results/N40_verification/N40_d8_MB/N40_d8_r47_MB_counts.json,data/results/N40_verification/N40_d8_MB/N40_d8_r47_MB_ideal_bitstring.json,0011011010011010011000001001001001110100,20,11,0.55,0.11124297730643495
40,8,48,data/results/N40_verification/N40_d8_MB/N40_d8_r48_MB_counts.json,data/results/N40_verification/N40_d8_MB/N40_d8_r48_MB_ideal_bitstring.json,0011001001001100010111010011001110110011,20,8,0.4,0.10954451150103323
40,8,49,data/results/N40_verification/N40_d8_MB/N40_d8_r49_MB_counts.json,data/results/N40_verification/N40_d8_MB/N40_d8_r49_MB_ideal_bitstring.json,0100000001001111001000000001011010110011,20,11,0.55,0.11124297730643495
40,8,4,data/results/N40_verification/N40_d8_MB/N40_d8_r4_MB_counts.json,data/results/N40_verification/N40_d8_MB/N40_d8_r4_MB_ideal_bitstring.json,1111011111011111100001100110000110100011,20,10,0.5,0.11180339887498948
40,8,50,data/results/N40_verification/N40_d8_MB/N40_d8_r50_MB_counts.json,data/results/N40_verification/N40_d8_MB/N40_d8_r50_MB_ideal_bitstring.json,1010001110110010001010000100100101000001,20,10,0.5,0.11180339887498948
40,8,5,data/results/N40_verification/N40_d8_MB/N40_d8_r5_MB_counts.json,data/results/N40_verification/N40_d8_MB/N40_d8_r5_MB_ideal_bitstring.json,1100100000011111001111011000111110101110,20,15,0.75,0.09682458365518543
40,8,6,data/results/N40_verification/N40_d8_MB/N40_d8_r6_MB_counts.json,data/results/N40_verification/N40_d8_MB/N40_d8_r6_MB_ideal_bitstring.json,1101100000110010111010010101101001110011,20,13,0.65,0.1066536450385077
40,8,7,data/results/N40_verification/N40_d8_MB/N40_d8_r7_MB_counts.json,data/results/N40_verification/N40_d8_MB/N40_d8_r7_MB_ideal_bitstring.json,0101011101100110010001111101001101001100,20,17,0.85,0.07984359711335656
40,8,8,data/results/N40_verification/N40_d8_MB/N40_d8_r8_MB_counts.json,data/results/N40_verification/N40_d8_MB/N40_d8_r8_MB_ideal_bitstring.json,0111101110100110011110100100011111101101,20,13,0.65,0.1066536450385077
40,8,9,data/results/N40_verification/N40_d8_MB/N40_d8_r9_MB_counts.json,data/results/N40_verification/N40_d8_MB/N40_d8_r9_MB_ideal_bitstring.json,1001010000111100110001100101111101111100,20,10,0.5,0.11180339887498948
56,10,10,data/results/N56_depths/N56_d10_MB/N56_d10_r10_MB_counts.json,data/results/N56_depths/N56_d10_MB/N56_d10_r10_MB_ideal_bitstring.json,11111001010000011000101110010011010101011110111011001010,20,8,0.4,0.10954451150103323
56,10,11,data/results/N56_depths/N56_d10_MB/N56_d10_r11_MB_counts.json,data/results/N56_depths/N56_d10_MB/N56_d10_r11_MB_ideal_bitstring.json,10110101011101001100001110100011001101001100011111001000,20,10,0.5,0.11180339887498948
56,10,12,data/results/N56_depths/N56_d10_MB/N56_d10_r12_MB_counts.json,data/results/N56_depths/N56_d10_MB/N56_d10_r12_MB_ideal_bitstring.json,00000111110100010100011111010111111010011100100000101101,20,2,0.1,0.0670820393249937
56,10,13,data/results/N56_depths/N56_d10_MB/N56_d10_r13_MB_counts.json,data/results/N56_depths/N56_d10_MB/N56_d10_r13_MB_ideal_bitstring.json,11100000111000010000011001011001010111100010011110000001,20,9,0.45,0.11124297730643495
56,10,14,data/results/N56_depths/N56_d10_MB/N56_d10_r14_MB_counts.json,data/results/N56_depths/N56_d10_MB/N56_d10_r14_MB_ideal_bitstring.json,01010010011111010111111111000110000010100000111001111001,20,7,0.35,0.1066536450385077
56,10,15,data/results/N56_depths/N56_d10_MB/N56_d10_r15_MB_counts.json,data/results/N56_depths/N56_d10_MB/N56_d10_r15_MB_ideal_bitstring.json,00100101110111000101011010110100011111110011111110010000,20,5,0.25,0.09682458365518543
56,10,16,data/results/N56_depths/N56_d10_MB/N56_d10_r16_MB_counts.json,data/results/N56_depths/N56_d10_MB/N56_d10_r16_MB_ideal_bitstring.json,10001111010110101101001010111100001010001101101101001111,20,10,0.5,0.11180339887498948
56,10,17,data/results/N56_depths/N56_d10_MB/N56_d10_r17_MB_counts.json,data/results/N56_depths/N56_d10_MB/N56_d10_r17_MB_ideal_bitstring.json,00000011001110011001010001010111111000011001000110101101,20,5,0.25,0.09682458365518543
56,10,18,data/results/N56_depths/N56_d10_MB/N56_d10_r18_MB_counts.json,data/results/N56_depths/N56_d10_MB/N56_d10_r18_MB_ideal_bitstring.json,00101110010110000111000001110000101111100010001111000101,20,7,0.35,0.1066536450385077
56,10,19,data/results/N56_depths/N56_d10_MB/N56_d10_r19_MB_counts.json,data/results/N56_depths/N56_d10_MB/N56_d10_r19_MB_ideal_bitstring.json,10001010010101110100001101001010101011100110000000110111,20,8,0.4,0.10954451150103323
56,10,1,data/results/N56_depths/N56_d10_MB/N56_d10_r1_MB_counts.json,data/results/N56_depths/N56_d10_MB/N56_d10_r1_MB_ideal_bitstring.json,01010010001110110101100111000101011111000000011010000100,20,11,0.55,0.11124297730643495
56,10,20,data/results/N56_depths/N56_d10_MB/N56_d10_r20_MB_counts.json,data/results/N56_depths/N56_d10_MB/N56_d10_r20_MB_ideal_bitstring.json,01110110011100100010011000000010110000101011010011100000,20,7,0.35,0.1066536450385077
56,10,21,data/results/N56_depths/N56_d10_MB/N56_d10_r21_MB_counts.json,data/results/N56_depths/N56_d10_MB/N56_d10_r21_MB_ideal_bitstring.json,10001111111100001011110100111110011010100010110011000000,20,10,0.5,0.11180339887498948
56,10,22,data/results/N56_depths/N56_d10_MB/N56_d10_r22_MB_counts.json,data/results/N56_depths/N56_d10_MB/N56_d10_r22_MB_ideal_bitstring.json,00100111001001001001100001001011001011100010011100110101,20,10,0.5,0.11180339887498948
56,10,23,data/results/N56_depths/N56_d10_MB/N56_d10_r23_MB_counts.json,data/results/N56_depths/N56_d10_MB/N56_d10_r23_MB_ideal_bitstring.json,10001001001111011001000011101000110100000000101000100000,20,6,0.3,0.10246950765959598
56,10,24,data/results/N56_depths/N56_d10_MB/N56_d10_r24_MB_counts.json,data/results/N56_depths/N56_d10_MB/N56_d10_r24_MB_ideal_bitstring.json,00100101000110011001110101001010000100011011110101011110,20,6,0.3,0.10246950765959598
56,10,25,data/results/N56_depths/N56_d10_MB/N56_d10_r25_MB_counts.json,data/results/N56_depths/N56_d10_MB/N56_d10_r25_MB_ideal_bitstring.json,11101000001100010111000111110001011001011011110101111110,20,12,0.6,0.10954451150103323
56,10,26,data/results/N56_depths/N56_d10_MB/N56_d10_r26_MB_counts.json,data/results/N56_depths/N56_d10_MB/N56_d10_r26_MB_ideal_bitstring.json,00111100101110010100100110000000000111101100000011111011,20,10,0.5,0.11180339887498948
56,10,27,data/results/N56_depths/N56_d10_MB/N56_d10_r27_MB_counts.json,data/results/N56_depths/N56_d10_MB/N56_d10_r27_MB_ideal_bitstring.json,11111111110011100111101001001010010101110110000100011010,20,11,0.55,0.11124297730643495
56,10,28,data/results/N56_depths/N56_d10_MB/N56_d10_r28_MB_counts.json,data/results/N56_depths/N56_d10_MB/N56_d10_r28_MB_ideal_bitstring.json,11110100100101101100010100001000100100101001110111000100,20,6,0.3,0.10246950765959598
56,10,29,data/results/N56_depths/N56_d10_MB/N56_d10_r29_MB_counts.json,data/results/N56_depths/N56_d10_MB/N56_d10_r29_MB_ideal_bitstring.json,01000001101100011110001100010010000011001011011110111100,20,10,0.5,0.11180339887498948
56,10,2,data/results/N56_depths/N56_d10_MB/N56_d10_r2_MB_counts.json,data/results/N56_depths/N56_d10_MB/N56_d10_r2_MB_ideal_bitstring.json,10110101001101010010000011011100011111010110111101001000,20,7,0.35,0.1066536450385077
56,10,30,data/results/N56_depths/N56_d10_MB/N56_d10_r30_MB_counts.json,data/results/N56_depths/N56_d10_MB/N56_d10_r30_MB_ideal_bitstring.json,11011010100011110110011100001100011000011111001101000010,20,11,0.55,0.11124297730643495
