dataset,coupling_GeV,mu_ev,exclusion_prob,survival_prob
M33 X-7,30000000000000.0,1.3312159025043105e-20,1.4771605163933324e-07,0.9999998522839484
M33 X-7,30000000000000.0,1.400530545393217e-20,1.4771605292256798e-07,0.999999852283947
M33 X-7,30000000000000.0,1.4734543096198373e-20,1.4771605427261896e-07,0.9999998522839457
M33 X-7,30000000000000.0,1.5501751173357655e-20,1.4771605569296542e-07,0.9999998522839443
M33 X-7,30000000000000.0,1.6308906755493344e-20,1.477160571872674e-07,0.9999998522839428
M33 X-7,30000000000000.0,1.7158089856099995e-20,1.4771605875937565e-07,0.9999998522839413
M33 X-7,30000000000000.0,1.80514887922111e-20,1.4771606041334163e-07,0.9999998522839396
M33 X-7,30000000000000.0,1.8991405823619278e-20,1.4771606215342732e-07,0.9999998522839378
M33 X-7,30000000000000.0,1.9980263085725508e-20,1.4771606398411706e-07,0.9999998522839361
M33 X-7,30000000000000.0,2.102060883130167e-20,1.477160659101284e-07,0.9999998522839341
M33 X-7,30000000000000.0,2.2115123997254888e-20,1.4771606793642462e-07,0.9999998522839321
M33 X-7,30000000000000.0,2.3266629113314675e-20,1.4771607006822735e-07,0.99999985228393
M33 X-7,30000000000000.0,2.4478091570444402e-20,1.4771607231103033e-07,0.9999998522839277
M33 X-7,30000000000000.0,2.575263326771209e-20,1.4771607467061303e-07,0.9999998522839253
M33 X-7,30000000000000.0,2.7093538657320487e-20,1.477160771530562e-07,0.9999998522839229
M33 X-7,30000000000000.0,2.8504263208534436e-20,1.477160797647569e-07,0.9999998522839202
M33 X-7,30000000000000.0,2.998844231231025e-20,1.4771608251244538e-07,0.9999998522839175
M33 X-7,30000000000000.0,3.154990064958095e-20,1.4771608540320247e-07,0.9999998522839146
M33 X-7,30000000000000.0,3.319266204733183e-20,1.4771608844447747e-07,0.9999998522839115
M33 X-7,30000000000000.0,3.4920959847872786e-20,1.477160916441077e-07,0.9999998522839083
M33 X-7,30000000000000.0,3.6739247818020665e-20,1.477160950103385e-07,0.999999852283905
M33 X-7,30000000000000.0,3.8652211626312696e-20,1.4771609855184454e-07,0.9999998522839014
M33 X-7,30000000000000.0,4.066478091781846e-20,1.4771610227775219e-07,0.9999998522838978
M33 X-7,30000000000000.0,4.2782142017676215e-20,1.4771610619766298e-07,0.9999998522838938
M33 X-7,30000000000000.0,4.500975129608033e-20,1.4771611032167844e-07,0.9999998522838897
M33 X-7,30000000000000.0,4.735334922917121e-20,1.4771611466042604e-07,0.9999998522838853
M33 X-7,30000000000000.0,4.9818975192051443e-20,1.4771611922508657e-07,0.9999998522838808
M33 X-7,30000000000000.0,5.2412983022060616e-20,1.4771612402742303e-07,0.999999852283876
M33 X-7,30000000000000.0,5.514205739240325e-20,1.47716129079811e-07,0.9999998522838709
M33 X-7,30000000000000.0,5.801323103833379e-20,1.4771613439527023e-07,0.9999998522838656
M33 X-7,30000000000000.0,6.103390288028647e-20,1.477161399874986e-07,0.99999985228386
M33 X-7,30000000000000.0,6.421185709064758e-20,1.477161458709071e-07,0.9999998522838541
M33 X-7,30000000000000.0,6.755528315331668e-20,1.477161520606571e-07,0.9999998522838479
M33 X-7,30000000000000.0,7.107279696773412e-20,1.4771615857269937e-07,0.9999998522838415
M33 X-7,30000000000000.0,7.477346305177611e-20,1.477161654238154e-07,0.9999998522838346
M33 X-7,30000000000000.0,7.866681790071574e-20,1.4771617263166033e-07,0.9999998522838274
M33 X-7,30000000000000.0,8.276289456246369e-20,1.4771618021480844e-07,0.9999998522838198
M33 X-7,30000000000000.0,8.707224849239904e-20,1.4771618819280145e-07,0.9999998522838118
M33 X-7,30000000000000.0,9.160598475443728e-20,1.4771619658619838e-07,0.9999998522838034
M33 X-7,30000000000000.0,9.637578663841069e-20,1.477162054166289e-07,0.9999998522837946
M33 X-7,30000000000000.0,1.0139394576752938e-19,1.4771621470684866e-07,0.9999998522837853
M33 X-7,30000000000000.0,1.066733937734855e-19,1.4771622448079857e-07,0.9999998522837755
M33 X-7,30000000000000.0,1.1222773562085094e-19,1.4771623476366571e-07,0.9999998522837652
M33 X-7,30000000000000.0,1.1807128466661867e-19,1.4771624558194884e-07,0.9999998522837544
M33 X-7,30000000000000.0,1.2421909954526187e-19,1.4771625696352645e-07,0.999999852283743
M33 X-7,30000000000000.0,1.3068702297433424e-19,1.477162689377286e-07,0.9999998522837311
M33 X-7,30000000000000.0,1.3749172258064205e-19,1.4771628153541253e-07,0.9999998522837185
M33 X-7,30000000000000.0,1.446507338521653e-19,1.4771629478904235e-07,0.9999998522837052
M33 X-7,30000000000000.0,1.521825053264387e-19,1.4771630873277228e-07,0.9999998522836913
M33 X-7,30000000000000.0,1.6010644613183113e-19,1.4771632340253515e-07,0.9999998522836766
M33 X-7,30000000000000.0,1.684429760042315e-19,1.4771633883613458e-07,0.9999998522836612
M33 X-7,30000000000000.0,1.7721357790803658e-19,1.4771635507334272e-07,0.999999852283645
M33 X-7,30000000000000.0,1.8644085339704852e-19,1.477163721560027e-07,0.9999998522836279
M33 X-7,30000000000000.0,1.9614858085794373e-19,1.477163901281361e-07,0.9999998522836099
M33 X-7,30000000000000.0,2.0636177678638564e-19,1.4771640903605695e-07,0.999999852283591
M33 X-7,30000000000000.0,2.1710676025372716e-19,1.4771642892849077e-07,0.999999852283571
M33 X-7,30000000000000.0,2.284112207303821e-19,1.4771644985669996e-07,0.9999998522835502
M33 X-7,30000000000000.0,2.4030428944069744e-19,1.477164718746164e-07,0.9999998522835282
M33 X-7,30000000000000.0,2.528166144331495e-19,1.4771649503897995e-07,0.999999852283505
M33 X-7,30000000000000.0,2.6598043955937637e-19,1.4771651940948506e-07,0.9999998522834805
M33 X-7,30000000000000.0,2.7982968756551103e-19,1.4771654504893422e-07,0.999999852283455
M33 X-7,30000000000000.0,2.94400047510004e-19,1.4771657202340017e-07,0.999999852283428
M33 X-7,30000000000000.0,3.0972906673314004e-19,1.47716600402396e-07,0.9999998522833996
M33 X-7,30000000000000.0,3.25856247615323e-19,1.4771663025905423e-07,0.9999998522833697
M33 X-7,30000000000000.0,3.42823149373396e-19,1.4771666167031547e-07,0.9999998522833383
M33 X-7,30000000000000.0,3.6067349515740315e-19,1.4771669471712642e-07,0.9999998522833052
M33 X-7,30000000000000.0,3.7945328472369576e-19,1.4771672948464877e-07,0.9999998522832705
M33 X-7,30000000000000.0,3.9921091297480534e-19,1.4771676606247855e-07,0.999999852283234
M33 X-7,30000000000000.0,4.199972946715289e-19,1.4771680454487695e-07,0.9999998522831954
M33 X-7,30000000000000.0,4.418659956385941e-19,1.4771684503101344e-07,0.999999852283155
M33 X-7,30000000000000.0,4.648733708020276e-19,1.4771688762522108e-07,0.9999998522831124
M33 X-7,30000000000000.0,4.89078709413959e-19,1.477169324372656e-07,0.9999998522830675
M33 X-7,30000000000000.0,5.145443878390945e-19,1.4771697958262825e-07,0.9999998522830205
M33 X-7,30000000000000.0,5.413360302965375e-19,1.4771702918280331e-07,0.9999998522829708
M33 X-7,30000000000000.0,5.695226779712843e-19,1.4771708136561134e-07,0.9999998522829187
M33 X-7,30000000000000.0,5.991769669310613e-19,1.477171362655285e-07,0.9999998522828637
M33 X-7,30000000000000.0,6.303753153071294e-19,1.4771719402403322e-07,0.999999852282806
M33 X-7,30000000000000.0,6.631981202212662e-19,1.4771725478997055e-07,0.9999998522827452
M33 X-7,30000000000000.0,6.977299649665552e-19,1.4771731871993622e-07,0.9999998522826813
M33 X-7,30000000000000.0,7.340598369757197e-19,1.477173859786797e-07,0.999999852282614
M33 X-7,30000000000000.0,7.722813571388658e-19,1.4771745673952928e-07,0.9999998522825433
M33 X-7,30000000000000.0,8.12493021061403e-19,1.4771753118483838e-07,0.9999998522824688
M33 X-7,30000000000000.0,8.547984528840423e-19,1.477176095064559e-07,0.9999998522823905
M33 X-7,30000000000000.0,8.993066723187596e-19,1.4771769190622026e-07,0.9999998522823081
M33 X-7,30000000000000.0,9.46132375589078e-19,1.4771777859647985e-07,0.9999998522822214
M33 X-7,30000000000000.0,9.953962309984285e-19,1.477178698006404e-07,0.9999998522821302
M33 X-7,30000000000000.0,1.0472251898884355e-18,1.4771796575374045e-07,0.9999998522820343
M33 X-7,30000000000000.0,1.1017528137883828e-18,1.4771806670305736e-07,0.9999998522819333
M33 X-7,30000000000000.0,1.1591196185988857e-18,1.477181729087447e-07,0.9999998522818271
M33 X-7,30000000000000.0,1.2194734366967433e-18,1.4771828464450252e-07,0.9999998522817154
M33 X-7,30000000000000.0,1.2829697978941475e-18,1.4771840219828292e-07,0.9999998522815978
M33 X-7,30000000000000.0,1.3497723302339474e-18,1.477185258730323e-07,0.9999998522814741
M33 X-7,30000000000000.0,1.4200531816536816e-18,1.47718655987472e-07,0.999999852281344
M33 X-7,30000000000000.0,1.4939934636052623e-18,1.4771879287691994e-07,0.9999998522812071
M33 X-7,30000000000000.0,1.5717837177731612e-18,1.477189368941549e-07,0.9999998522810631
M33 X-7,30000000000000.0,1.6536244070941854e-18,1.477190884103257e-07,0.9999998522809116
M33 X-7,30000000000000.0,1.739726432343799e-18,1.4771924781590803e-07,0.9999998522807522
M33 X-7,30000000000000.0,1.8303116756206166e-18,1.477194155217107e-07,0.9999998522805845
M33 X-7,30000000000000.0,1.925613572129195e-18,1.477195919599349e-07,0.999999852280408
M33 X-7,30000000000000.0,2.0258777117350213e-18,1.4771977758528774e-07,0.9999998522802224
M33 X-7,30000000000000.0,2.131362471841433e-18,1.4771997287615495e-07,0.9999998522800271
M33 X-7,30000000000000.0,2.2423396832198497e-18,1.4772017833583357e-07,0.9999998522798217
M33 X-7,30000000000000.0,2.359095330508629e-18,1.4772039449382955e-07,0.9999998522796055
M33 X-7,30000000000000.0,2.4819302891862577e-18,1.4772062190722266e-07,0.999999852279378
M33 X-7,30000000000000.0,2.6111611009174516e-18,1.4772086116210255e-07,0.9999998522791388
M33 X-7,30000000000000.0,2.7471207892708144e-18,1.4772111287507952e-07,0.9999998522788871
M33 X-7,30000000000000.0,2.8901597179095e-18,1.4772137769487443e-07,0.9999998522786223
M33 X-7,30000000000000.0,3.0406464934670687e-18,1.4772165630399073e-07,0.9999998522783436
M33 X-7,30000000000000.0,3.1989689154345506e-18,1.4772194942047417e-07,0.9999998522780505
M33 X-7,30000000000000.0,3.3655349755070943e-18,1.47722257799764e-07,0.9999998522777422
M33 X-7,30000000000000.0,3.5407739089652844e-18,1.4772258223664062e-07,0.9999998522774177
M33 X-7,30000000000000.0,3.72513730080021e-18,1.4772292356727455e-07,0.9999998522770764
M33 X-7,30000000000000.0,3.919100249433418e-18,1.4772328267138264e-07,0.9999998522767173
M33 X-7,30000000000000.0,4.123162591029748e-18,1.4772366047449588e-07,0.9999998522763395
M33 X-7,30000000000000.0,4.337850187559002e-18,1.4772405795034622e-07,0.999999852275942
M33 X-7,30000000000000.0,4.563716281924754e-18,1.4772447612337714e-07,0.9999998522755239
M33 X-7,30000000000000.0,4.801342923653465e-18,1.4772491607138523e-07,0.9999998522750839
M33 X-7,30000000000000.0,5.051342468816756e-18,1.4772537892829957e-07,0.9999998522746211
M33 X-7,30000000000000.0,5.314359158053252e-18,1.4772586588710589e-07,0.9999998522741341
M33 X-7,30000000000000.0,5.591070776755282e-18,1.4772637820292305e-07,0.9999998522736218
M33 X-7,30000000000000.0,5.882190401699968e-18,1.4772691719623988e-07,0.9999998522730829
M33 X-7,30000000000000.0,6.18846823862437e-18,1.4772748425632098e-07,0.9999998522725158
M33 X-7,30000000000000.0,6.510693555481468e-18,1.4772808084478964e-07,0.9999998522719191
M33 X-7,30000000000000.0,6.849696716357426e-18,1.4772870849939796e-07,0.9999998522712915
M33 X-7,30000000000000.0,7.20635132129306e-18,1.477293688379934e-07,0.9999998522706312
M33 X-7,30000000000000.0,7.581576457522086e-18,1.477300635626916e-07,0.9999998522699365
M33 X-7,30000000000000.0,7.976339067929282e-18,1.4773079446426793e-07,0.9999998522692055
M33 X-7,30000000000000.0,8.391656442830195e-18,1.4773156342677683e-07,0.9999998522684366
M33 X-7,30000000000000.0,8.82859884149515e-18,1.4773237243241282e-07,0.9999998522676276
M33 X-7,30000000000000.0,9.288292250172537e-18,1.4773322356662473e-07,0.9999998522667765
M33 X-7,30000000000000.0,9.771921283717997e-18,1.477341190234967e-07,0.999999852265881
M33 X-7,30000000000000.0,1.028073223830869e-17,1.477350611114098e-07,0.9999998522649389
M33 X-7,30000000000000.0,1.0816036303107094e-17,1.4773605225899938e-07,0.9999998522639477
M33 X-7,30000000000000.0,1.1379212939153186e-17,1.4773709502142246e-07,0.999999852262905
M33 X-7,30000000000000.0,1.1971713434189656e-17,1.4773819208695323e-07,0.9999998522618079
M33 X-7,30000000000000.0,1.2595064642583615e-17,1.4773934628392148e-07,0.9999998522606537
M33 X-7,30000000000000.0,1.325087291997951e-17,1.4774056058801426e-07,0.9999998522594394
M33 X-7,30000000000000.0,1.3940828262825815e-17,1.4774183812995777e-07,0.9999998522581619
M33 X-7,30000000000000.0,1.4666708663439656e-17,1.4774318220360107e-07,0.9999998522568178
M33 X-7,30000000000000.0,1.543038469183568e-17,1.4774459627442096e-07,0.9999998522554038
M33 X-7,30000000000000.0,1.623382431612275e-17,1.4774608398847177e-07,0.999999852253916
M33 X-7,30000000000000.0,1.7079097973894304e-17,1.4774764918180194e-07,0.9999998522523508
M33 X-7,30000000000000.0,1.7968383907677302e-17,1.4774929589036286e-07,0.9999998522507041
M33 X-7,30000000000000.0,1.8903973778192233e-17,1.4775102836043502e-07,0.9999998522489716
M33 X-7,30000000000000.0,1.9888278569888036e-17,1.477528510595993e-07,0.9999998522471489
M33 X-7,30000000000000.0,2.092383480396979e-17,1.477547686882811e-07,0.9999998522452314
M33 X-7,30000000000000.0,2.2013311074930414e-17,1.4775678619189831e-07,0.9999998522432139
M33 X-7,30000000000000.0,2.3159514927431543e-17,1.477589087736442e-07,0.9999998522410912
M33 X-7,30000000000000.0,2.4365400091254562e-17,1.4776114190793878e-07,0.9999998522388581
M33 X-7,30000000000000.0,2.563407409296515e-17,1.4776349135458346e-07,0.9999998522365087
M33 X-7,30000000000000.0,2.6968806263907035e-17,1.4776596317365655e-07,0.9999998522340369
M33 X-7,30000000000000.0,2.8373036165162115e-17,1.4776856374118785e-07,0.9999998522314363
M33 X-7,30000000000000.0,2.985038245118742e-17,1.477712997656539e-07,0.9999998522287002
M33 X-7,30000000000000.0,3.140465219496749e-17,1.4777417830533676e-07,0.9999998522258217
M33 X-7,30000000000000.0,3.303985069871868e-17,1.4777720678659153e-07,0.9999998522227932
M33 X-7,30000000000000.0,3.476019181541974e-17,1.477803930230714e-07,0.999999852219607
M33 X-7,30000000000000.0,3.657010880777501e-17,1.4778374523595942e-07,0.9999998522162548
M33 X-7,30000000000000.0,3.847426577258498e-17,1.4778727207526142e-07,0.9999998522127279
M33 X-7,30000000000000.0,4.04775696599733e-17,1.4779098264221484e-07,0.9999998522090173
M33 X-7,30000000000000.0,4.258518291843406e-17,1.477948865128735e-07,0.9999998522051134
M33 X-7,30000000000000.0,4.480253679829499e-17,1.4779899376292958e-07,0.9999998522010063
M33 X-7,30000000000000.0,4.713534534786936e-17,1.47803314993839e-07,0.999999852196685
M33 X-7,30000000000000.0,4.958962013837222e-17,1.4780786136031868e-07,0.9999998521921386
M33 X-7,30000000000000.0,5.217168575554333e-17,1.4781264459928807e-07,0.9999998521873554
M33 X-7,30000000000000.0,5.488819609789677e-17,1.4781767706033328e-07,0.9999998521823229
M33 X-7,30000000000000.0,5.77461515235985e-17,1.478229717377717e-07,0.9999998521770282
M33 X-7,30000000000000.0,6.075291689016078e-17,1.4782854230440506e-07,0.9999998521714577
M33 X-7,30000000000000.0,6.39162405334398e-17,1.4783440314704913e-07,0.9999998521655968
M33 X-7,30000000000000.0,6.72442742348425e-17,1.4784056940393467e-07,0.9999998521594305
M33 X-7,30000000000000.0,7.074559422819907e-17,1.4784705700408e-07,0.999999852152943
M33 X-7,30000000000000.0,7.442922330043758e-17,1.4785388270874e-07,0.9999998521461173
M33 X-7,30000000000000.0,7.830465404301215e-17,1.4786106415504292e-07,0.9999998521389358
M33 X-7,30000000000000.0,8.238187331399601e-17,1.4786861990193117e-07,0.9999998521313801
M33 X-7,30000000000000.0,8.66713879738926e-17,1.4787656947853046e-07,0.9999998521234306
M33 X-7,30000000000000.0,9.118425196146562e-17,1.4788493343507723e-07,0.9999998521150666
M33 X-7,30000000000000.0,9.59320947793827e-17,1.4789373339654165e-07,0.9999998521062666
M33 X-7,30000000000000.0,1.0092715146305697e-16,1.4790299211909172e-07,0.9999998520970079
M33 X-7,30000000000000.0,1.0618229410993868e-16,1.4791273354955068e-07,0.9999998520872665
M33 X-7,30000000000000.0,1.117110650504822e-16,1.479229828880109e-07,0.9999998520770171
M33 X-7,30000000000000.0,1.1752771174629476e-16,1.479337666537736e-07,0.9999998520662333
M33 X-7,30000000000000.0,1.2364722350537125e-16,1.4794511275479485e-07,0.9999998520548873
M33 X-7,30000000000000.0,1.3008537010905731e-16,1.4795705056082989e-07,0.9999998520429494
M33 X-7,30000000000000.0,1.3685874245025204e-16,1.47969610980474e-07,0.999999852030389
M33 X-7,30000000000000.0,1.4398479528760096e-16,1.479828265423157e-07,0.9999998520171735
M33 X-7,30000000000000.0,1.5148189222583472e-16,1.4799673148042462e-07,0.9999998520032686
M33 X-7,30000000000000.0,1.593693530381776e-16,1.4801136182441314e-07,0.9999998519886382
M33 X-7,30000000000000.0,1.6766750345277008e-16,1.480267554943216e-07,0.9999998519732445
M33 X-7,30000000000000.0,1.7639772753140453e-16,1.480429524005944e-07,0.9999998519570475
M33 X-7,30000000000000.0,1.855825227755519e-16,1.480599945494266e-07,0.9999998519400054
M33 X-7,30000000000000.0,1.9524555810168608e-16,1.4807792615377924e-07,0.9999998519220739
M33 X-7,30000000000000.0,2.0541173483530643e-16,1.4809679375037796e-07,0.9999998519032063
M33 X-7,30000000000000.0,2.1610725088083765e-16,1.481166463230289e-07,0.9999998518833537
M33 X-7,30000000000000.0,2.273596682327724e-16,1.481375354326035e-07,0.9999998518624645
M33 X-7,30000000000000.0,2.3919798400202374e-16,1.4815951535406783e-07,0.9999998518404847
M33 X-7,30000000000000.0,2.516527051405399e-16,1.4818264322095236e-07,0.9999998518173567
M33 X-7,30000000000000.0,2.647559270567064e-16,1.482069791776817e-07,0.9999998517930209
M33 X-7,30000000000000.0,2.7854141632417746e-16,1.4823258654021115e-07,0.9999998517674135
M33 X-7,30000000000000.0,2.930446976972138e-16,1.482595319654423e-07,0.999999851740468
M33 X-7,30000000000000.0,3.0830314565682834e-16,1.482878856299193e-07,0.9999998517121144
M33 X-7,30000000000000.0,3.2435608072358047e-16,1.483177214183394e-07,0.9999998516822786
M33 X-7,30000000000000.0,3.4124487078528964e-16,1.483491171224428e-07,0.9999998516508829
M33 X-7,30000000000000.0,3.590130377007076e-16,1.483821546508836e-07,0.9999998516178453
M33 X-7,30000000000000.0,3.777063694539372e-16,1.4841692025072125e-07,0.9999998515830798
M33 X-7,30000000000000.0,3.9737303814856124e-16,1.484535047412116e-07,0.9999998515464953
M33 X-7,30000000000000.0,4.1806372414557623e-16,1.4849200376062205e-07,0.9999998515079962
M33 X-7,30000000000000.0,4.398317466650228e-16,1.4853251802683977e-07,0.9999998514674819
M33 X-7,30000000000000.0,4.627332011878694e-16,1.485751536125937e-07,0.9999998514248464
M33 X-7,30000000000000.0,4.868271040122284e-16,1.4862002223616424e-07,0.9999998513799777
M33 X-7,30000000000000.0,5.121755443364241e-16,1.4866724156851233e-07,0.9999998513327585
M33 X-7,30000000000000.0,5.388438442608223e-16,1.4871693555782194e-07,0.9999998512830645
M33 X-7,30000000000000.0,5.669007271207434e-16,1.4876923477251644e-07,0.9999998512307652
M33 X-7,30000000000000.0,5.964184945842484e-16,1.4882427676388293e-07,0.9999998511757232
M33 X-7,30000000000000.0,6.274732129711575e-16,1.488822064495139e-07,0.9999998511177935
M33 X-7,30000000000000.0,6.60144909273491e-16,1.4894317651886228e-07,0.9999998510568234
M33 X-7,30000000000000.0,6.945177773823689e-16,1.4900734786229314e-07,0.9999998509926521
M33 X-7,30000000000000.0,7.306803950529522e-16,1.4907489002511718e-07,0.99999985092511
M33 X-7,30000000000000.0,7.68725952166372e-16,1.4914598168819245e-07,0.9999998508540183
M33 X-7,30000000000000.0,8.087524908770474e-16,1.4922081117679948e-07,0.9999998507791888
M33 X-7,30000000000000.0,8.508631582640565e-16,1.4929957699961515e-07,0.999999850700423
M33 X-7,30000000000000.0,8.95166472137832e-16,1.4938248841974787e-07,0.9999998506175116
M33 X-7,30000000000000.0,9.417766006869538e-16,1.494697660599413e-07,0.999999850530234
M33 X-7,30000000000000.0,9.908136566858687e-16,1.4956164254421165e-07,0.9999998504383575
M33 X-7,30000000000000.0,1.0424040070215578e-15,1.4965836317835641e-07,0.9999998503416369
M33 X-7,30000000000000.0,1.0966805983368696e-15,1.4976018667195992e-07,0.9999998502398133
M33 X-7,30000000000000.0,1.153783299629662e-15,1.498673859047229e-07,0.999999850132614
M33 X-7,30000000000000.0,1.213859262690629e-15,1.4998024874016817e-07,0.9999998500197512
M33 X-7,30000000000000.0,1.2770633013086446e-15,1.5009907889001298e-07,0.9999998499009211
M33 X-7,30000000000000.0,1.3435582902208262e-15,1.502241968327667e-07,0.9999998497758031
M33 X-7,30000000000000.0,1.4135155848353956e-15,1.5035594079039754e-07,0.9999998496440592
M33 X-7,30000000000000.0,1.4871154628089536e-15,1.5049466776723043e-07,0.9999998495053323
M33 X-7,30000000000000.0,1.5645475886161023e-15,1.5064075465558178e-07,0.9999998493592454
M33 X-7,30000000000000.0,1.6460115023085498e-15,1.507945994130159e-07,0.9999998492054006
M33 X-7,30000000000000.0,1.73171713372336e-15,1.5095662231652306e-07,0.9999998490433777
M33 X-7,30000000000000.0,1.821885343465165e-15,1.5112726729937357e-07,0.9999998488727327
M33 X-7,30000000000000.0,1.916748492056821e-15,1.5130700337690343e-07,0.9999998486929966
M33 X-7,30000000000000.0,2.0165510387247442e-15,1.5149632616803576e-07,0.9999998485036738
M33 X-7,30000000000000.0,2.1215501713624566e-15,1.5169575951994822e-07,0.9999998483042405
M33 X-7,30000000000000.0,2.23201646929523e-15,1.5190585724396293e-07,0.9999998480941428
M33 X-7,30000000000000.0,2.348234600554281e-15,1.521272049714704e-07,0.9999998478727951
M33 X-7,30000000000000.0,2.4705040554568205e-15,1.5236042213950894e-07,0.9999998476395778
M33 X-7,30000000000000.0,2.5991399183829384e-15,1.5260616411651925e-07,0.9999998473938359
M33 X-7,30000000000000.0,2.7344736797375856e-15,1.5286512447978187e-07,0.9999998471348756
M33 X-7,30000000000000.0,2.8768540901905973e-15,1.5313803745714432e-07,0.9999998468619625
M33 X-7,30000000000000.0,3.0266480593956954e-15,1.5342568054685764e-07,0.9999998465743195
M33 X-7,30000000000000.0,3.1842416015046563e-15,1.537288773306909e-07,0.9999998462711227
M33 X-7,30000000000000.0,3.3500408299131363e-15,1.5404850049698683e-07,0.9999998459514995
M33 X-7,30000000000000.0,3.524473003801588e-15,1.5438547509198597e-07,0.9999998456145249
M33 X-7,30000000000000.0,3.707987629168172e-15,1.5474078201959412e-07,0.999999845259218
M33 X-7,30000000000000.0,3.901057617190993e-15,1.551154618118286e-07,0.9999998448845382
M33 X-7,30000000000000.0,4.104180502904709e-15,1.555106186944746e-07,0.9999998444893813
M33 X-7,30000000000000.0,4.317879727332022e-15,1.5592742497504537e-07,0.999999844072575
M33 X-7,30000000000000.0,4.5427059863740615e-15,1.5636712578300214e-07,0.9999998436328742
M33 X-7,30000000000000.0,4.779238649935595e-15,1.5683104419539262e-07,0.9999998431689558
M33 X-7,30000000000000.0,5.028087254942496e-15,1.5732058678465243e-07,0.9999998426794132
M33 X-7,30000000000000.0,5.2898930760981456e-15,1.5783724962933165e-07,0.9999998421627504
M33 X-7,30000000000000.0,5.565330778427663e-15,1.5838262483302298e-07,0.9999998416173752
M33 X-7,30000000000000.0,5.855110155867232e-15,1.5895840760183378e-07,0.9999998410415925
M33 X-7,30000000000000.0,6.159977960380181e-15,1.5956640393645077e-07,0.999999840433596
M33 X-7,30000000000000.0,6.480719826311958e-15,1.6020853900126758e-07,0.999999839791461
M33 X-7,30000000000000.0,6.818162294944493e-15,1.6088686624029427e-07,0.9999998391131337
M33 X-7,30000000000000.0,7.173174944465627e-15,1.616035773177468e-07,0.9999998383964227
M33 X-7,30000000000000.0,7.546672630843902e-15,1.6236101297047164e-07,0.999999837638987
M33 X-7,30000000000000.0,7.939617845382292e-15,1.6316167486983436e-07,0.9999998368383252
M33 X-7,30000000000000.0,8.353023195026788e-15,1.640082386025828e-07,0.9999998359917613
M33 X-7,30000000000000.0,8.787954011821329e-15,1.6490356789368193e-07,0.9999998350964321
M33 X-7,30000000000000.0,9.24553109823358e-15,1.6585073020945668e-07,0.9999998341492697
M33 X-7,30000000000000.0,9.726933615426178e-15,1.6685301389684035e-07,0.9999998331469862
M33 X-7,30000000000000.0,1.0233402121916423e-14,1.6791394703444449e-07,0.9999998320860529
M33 X-7,30000000000000.0,1.0766241770454934e-14,1.6903731819391082e-07,0.9999998309626819
M33 X-7,30000000000000.0,1.1326825671361537e-14,1.7022719933602667e-07,0.9999998297728007
M33 X-7,30000000000000.0,1.1916598430985636e-14,1.7148797109589547e-07,0.999999828512029
M33 X-7,30000000000000.0,1.2537079874409196e-14,1.7282435074566381e-07,0.9999998271756493
M33 X-7,30000000000000.0,1.3189868961986746e-14,1.7424142316263433e-07,0.9999998257585768
M33 X-7,30000000000000.0,1.387664790981307e-14,1.757446751758648e-07,0.9999998242553249
M33 X-7,30000000000000.0,1.459918652473983e-14,1.773400337165905e-07,0.9999998226599662
M33 X-7,30000000000000.0,1.5359346765108955e-14,1.7903390825814165e-07,0.9999998209660917
M33 X-7,30000000000000.0,1.6159087538959225e-14,1.808332381008943e-07,0.999999819166762
M33 X-7,30000000000000.0,1.7000469752067146e-14,1.827455451387929e-07,0.9999998172544549
M33 X-7,30000000000000.0,1.7885661618834655e-14,1.847789928381292e-07,0.9999998152210071
M33 X-7,30000000000000.0,1.8816944249705592e-14,1.86942452268831e-07,0.9999998130575477
M33 X-7,30000000000000.0,1.9796717529513365e-14,1.892455761563655e-07,0.9999998107544238
M33 X-7,30000000000000.0,2.0827506301905186e-14,1.9169888207176706e-07,0.9999998083011179
M33 X-7,30000000000000.0,2.191196687578152e-14,1.9431384605232848e-07,0.999999805686154
M33 X-7,30000000000000.0,2.3052893870517106e-14,1.9710300815092837e-07,0.9999998028969919
M33 X-7,30000000000000.0,2.4253227417603554e-14,2.0008009165363766e-07,0.9999997999199084
M33 X-7,30000000000000.0,2.5516060737271864e-14,2.0326013799017445e-07,0.9999997967398621
M33 X-7,30000000000000.0,2.6844648109619652e-14,2.0673789429811647e-07,0.9999997932621058
M33 X-7,30000000000000.0,2.8242413260784357e-14,2.1120345862635205e-07,0.9999997887965414
M33 X-7,30000000000000.0,2.971295818577334e-14,2.1949707196635333e-07,0.999999780502928
M33 X-7,30000000000000.0,3.1260072430687166e-14,2.3691949216732645e-07,0.9999997630805079
M33 X-7,30000000000000.0,3.28877428582551e-14,2.761955325185434e-07,0.9999997238044674
M33 X-7,30000000000000.0,3.460016392185123e-14,3.4921447019161156e-07,0.9999996507855298
M33 X-7,30000000000000.0,3.640174847446138e-14,4.613472130484548e-07,0.9999995386527869
M33 X-7,30000000000000.0,3.829713914046293e-14,6.150377567593882e-07,0.9999993849622433
M33 X-7,30000000000000.0,4.0291220279513436e-14,8.151503873315826e-07,0.9999991848496127
M33 X-7,30000000000000.0,4.238913057338792e-14,1.0693818590167721e-06,0.9999989306181409
M33 X-7,30000000000000.0,4.459627626819086e-14,1.3871222395359848e-06,0.9999986128777605
