dataset,mu_ev,exclusion_prob,survival_prob,alpha_peak,tau_years
M33 X-7,2.647559270567064e-16,1.7949511922630344e-06,0.9999982050488078,3.10127201762234e-05,5000000.0
M33 X-7,2.7854141632417746e-16,1.795261325875891e-06,0.9999982047386742,3.262751130062698e-05,5000000.0
M33 X-7,2.930446976972138e-16,1.795587664914801e-06,0.9999982044123351,3.432638245285872e-05,5000000.0
M33 X-7,3.0830314565682834e-16,1.7959310592956896e-06,0.9999982040689407,3.611371156822783e-05,5000000.0
M33 X-7,3.2435608072358047e-16,1.7962924038443327e-06,0.9999982037075962,3.799410453531573e-05,5000000.0
M33 X-7,3.4124487078528964e-16,1.796672640705141e-06,0.9999982033273593,3.997240706520238e-05,5000000.0
M33 X-7,3.590130377007076e-16,1.7970727618829242e-06,0.9999982029272381,4.205371717870275e-05,5000000.0
M33 X-7,3.777063694539372e-16,1.7974938119254018e-06,0.9999982025061881,4.42433983438011e-05,5000000.0
M33 X-7,3.9737303814856124e-16,1.7979368907546741e-06,0.9999982020631093,4.6547093297131576e-05,5000000.0
M33 X-7,4.1806372414557623e-16,1.798403156656423e-06,0.9999982015968434,4.89707385851258e-05,5000000.0
M33 X-7,4.398317466650228e-16,1.7988938294361711e-06,0.9999982011061705,5.152057986229854e-05,5000000.0
M33 X-7,4.627332011878694e-16,1.7994101937525237e-06,0.9999982005898063,5.420318798609486e-05,5000000.0
M33 X-7,4.868271040122284e-16,1.7999536026379892e-06,0.9999982000463974,5.702547594977442e-05,5000000.0
M33 X-7,5.121755443364241e-16,1.8005254812186499e-06,0.9999981994745187,5.9994716696968735e-05,5000000.0
M33 X-7,5.388438442608223e-16,1.8011273306447331e-06,0.9999981988726694,6.311856186381866e-05,5000000.0
M33 X-7,5.669007271207434e-16,1.8017607322449214e-06,0.9999981982392677,6.640506149699002e-05,5000000.0
M33 X-7,5.964184945842484e-16,1.8024273519181374e-06,0.9999981975726481,6.986268479838052e-05,5000000.0
M33 X-7,6.274732129711575e-16,1.8031289447774463e-06,0.9999981968710552,7.350034194997417e-05,5000000.0
M33 X-7,6.60144909273491e-16,1.8038673600617766e-06,0.99999819613264,7.732740707509146e-05,5000000.0
M33 X-7,6.945177773823689e-16,1.8046445463322172e-06,0.9999981953554536,8.135374239519384e-05,5000000.0
M33 X-7,7.306803950529522e-16,1.8054625569708635e-06,0.999998194537443,8.558972364451009e-05,5000000.0
M33 X-7,7.68725952166372e-16,1.8063235560014422e-06,0.999998193676444,9.004626680795852e-05,5000000.0
M33 X-7,8.087524908770474e-16,1.8072298242523493e-06,0.9999981927701758,9.473485625128785e-05,5000000.0
M33 X-7,8.508631582640565e-16,1.808183765884228e-06,0.9999981918162341,9.966757431590597e-05,5000000.0
M33 X-7,8.95166472137832e-16,1.8091879153058355e-06,0.9999981908120847,0.00010485713245468378,5000000.0
M33 X-7,9.417766006869538e-16,1.8102449445037341e-06,0.9999981897550555,0.00011031690398894717,5000000.0
M33 X-7,9.908136566858687e-16,1.81135767081323e-06,0.9999981886423291,0.00011606095857109224,5000000.0
M33 X-7,1.0424040070215578e-15,1.8125290651600946e-06,0.9999981874709348,0.00012210409844161675,5000000.0
M33 X-7,1.0966805983368696e-15,1.8137622608048475e-06,0.9999981862377392,0.00012846189657400933,5000000.0
M33 X-7,1.153783299629662e-15,1.8150605626238667e-06,0.9999981849394374,0.0001351507368057921,5000000.0
M33 X-7,1.213859262690629e-15,1.816427456964259e-06,0.999998183572543,0.00014218785605913314,5000000.0
M33 X-7,1.2770633013086446e-15,1.81786662211238e-06,0.9999981821333779,0.00014959138875983037,5000000.0
M33 X-7,1.3435582902208262e-15,1.8193819394190637e-06,0.9999981806180606,0.00015738041356913287,5000000.0
M33 X-7,1.4135155848353956e-15,1.820977505128148e-06,0.9999981790224949,0.00016557500254882576,5000000.0
M33 X-7,1.4871154628089536e-15,1.8226576429586802e-06,0.9999981773423571,0.00017419627288627607,5000000.0
M33 X-7,1.5645475886161023e-15,1.82442691749538e-06,0.9999981755730825,0.00018326644131273358,5000000.0
M33 X-7,1.6460115023085498e-15,1.826290148446526e-06,0.9999981737098516,0.0001928088813551156,5000000.0
M33 X-7,1.73171713372336e-15,1.8282524258334462e-06,0.9999981717475742,0.00020284818356882867,5000000.0
M33 X-7,1.821885343465165e-15,1.8303191261813023e-06,0.9999981696808738,0.0002134102189068126,5000000.0
M33 X-7,1.916748492056821e-15,1.8324959297869425e-06,0.9999981675040702,0.00022452220538815167,5000000.0
M33 X-7,2.0165510387247442e-15,1.8347888391462113e-06,0.9999981652111608,0.00023621277823800466,5000000.0
M33 X-7,2.1215501713624566e-15,1.8372041986304843e-06,0.9999981627958013,0.0002485120636796563,5000000.0
M33 X-7,2.23201646929523e-15,1.839748715510218e-06,0.9999981602512845,0.00026145175656879286,5000000.0
M33 X-7,2.348234600554281e-15,1.8424294824322531e-06,0.9999981575705176,0.0002750652020701228,5000000.0
M33 X-7,2.4705040554568205e-15,1.8452540014673865e-06,0.9999981547459985,0.00028938748158675723,5000000.0
M33 X-7,2.5991399183829384e-15,1.848230209855622e-06,0.9999981517697901,0.00030445550316385403,5000000.0
M33 X-7,2.7344736797375856e-15,1.8513665075884689e-06,0.9999981486334925,0.00032030809659942437,5000000.0
M33 X-7,2.8768540901905973e-15,1.8546717869809698e-06,0.9999981453282131,0.00033698611350746255,5000000.0
M33 X-7,3.0266480593956954e-15,1.8581554644008315e-06,0.9999981418445356,0.00035453253259121187,5000000.0
M33 X-7,3.1842416015046563e-15,1.8618275143383678e-06,0.9999981381724856,0.00037299257039787547,5000000.0
M33 X-7,3.3500408299131363e-15,1.8656985060190632e-06,0.999998134301494,0.00039241379784017797,5000000.0
M33 X-7,3.524473003801588e-15,1.8697796427807193e-06,0.9999981302203572,0.00041284626278504863,5000000.0
M33 X-7,3.707987629168172e-15,1.8740828044595292e-06,0.9999981259171955,0.0004343426190253355,5000000.0
M33 X-7,3.901057617190993e-15,1.8786205930543685e-06,0.9999981213794069,0.0004569582619669044,5000000.0
M33 X-7,4.104180502904709e-15,1.8834063819664146e-06,0.999998116593618,0.0004807514713807857,5000000.0
M33 X-7,4.317879727332022e-15,1.8884543691422166e-06,0.9999981115456309,0.0005057835615882345,5000000.0
M33 X-7,4.5427059863740615e-15,1.8937796344830258e-06,0.9999981062203656,0.0005321190394657307,5000000.0
M33 X-7,4.779238649935595e-15,1.8993982019219773e-06,0.9999981006017981,0.0005598257706770757,5000000.0
M33 X-7,5.028087254942496e-15,1.9053271066141242e-06,0.9999980946728934,0.0005889751545610089,5000000.0
M33 X-7,5.2898930760981456e-15,1.9115844677330165e-06,0.9999980884155323,0.000619642308124931,5000000.0
M33 X-7,5.565330778427663e-15,1.9181895674221676e-06,0.9999980818104326,0.000651906259619009,5000000.0
M33 X-7,5.855110155867232e-15,1.9251629365110984e-06,0.9999980748370635,0.0006858501521893488,5000000.0
M33 X-7,6.159977960380181e-15,1.9325264476747926e-06,0.9999980674735524,0.0007215614581352006,5000000.0
M33 X-7,6.480719826311958e-15,1.94030341679313e-06,0.9999980596965832,0.0007591322043221649,5000000.0
M33 X-7,6.818162294944493e-15,1.9485187133546756e-06,0.9999980514812866,0.0007986592093324566,5000000.0
M33 X-7,7.173174944465627e-15,1.9571988808482673e-06,0.9999980428011191,0.000840244332963175,5000000.0
M33 X-7,7.546672630843902e-15,1.9663722681979344e-06,0.9999980336277318,0.000883994738715698,5000000.0
M33 X-7,7.939617845382292e-15,1.97606917342355e-06,0.9999980239308266,0.0009300231699524992,5000000.0
M33 X-7,8.353023195026788e-15,1.9863220008535027e-06,0.9999980136779991,0.0009784482404331027,5000000.0
M33 X-7,8.787954011821329e-15,1.997165433379037e-06,0.9999980028345666,0.0010293947399778566,5000000.0
M33 X-7,9.24553109823358e-15,2.0086366214256424e-06,0.9999979913633785,0.0010829939560472114,5000000.0
M33 X-7,9.726933615426178e-15,2.0207753905284e-06,0.9999979792246094,0.0011393840120652054,5000000.0
M33 X-7,1.0233402121916423e-14,2.0336244696393833e-06,0.9999979663755304,0.0011987102233590044,5000000.0
M33 X-7,1.0766241770454934e-14,2.047229742570698e-06,0.9999979527702574,0.0012611254716317379,5000000.0
M33 X-7,1.1326825671361537e-14,2.0616405252918793e-06,0.9999979383594747,0.0013267905989336418,5000000.0
M33 X-7,1.1916598430985636e-14,2.0769098721614006e-06,0.9999979230901278,0.0013958748221467587,5000000.0
M33 X-7,1.2537079874409196e-14,2.0930949145863724e-06,0.9999979069050854,0.0014685561690512704,5000000.0
M33 X-7,1.3189868961986746e-14,2.110257236080794e-06,0.9999978897427639,0.0015450219370973194,5000000.0
M33 X-7,1.387664790981307e-14,2.1284632882410294e-06,0.9999978715367117,0.0016254691760643136,5000000.0
M33 X-7,1.459918652473983e-14,2.147784852789818e-06,0.9999978522151473,0.0017101051958518523,5000000.0
M33 X-7,1.5359346765108955e-14,2.168299555570827e-06,0.9999978317004444,0.0017991481007104437,5000000.0
M33 X-7,1.6159087538959225e-14,2.190091439221943e-06,0.9999978099085608,0.0018928273512891195,5000000.0
M33 X-7,1.7000469752067146e-14,2.2132516022364916e-06,0.9999977867483978,0.0019913843559478998,5000000.0
M33 X-7,1.7885661618834655e-14,2.237878913261787e-06,0.9999977621210867,0.0020950730928593485,5000000.0
M33 X-7,1.8816944249705592e-14,2.264080810811398e-06,0.9999977359191892,0.0022041607645018856,5000000.0
M33 X-7,1.9796717529513365e-14,2.2919742001159828e-06,0.9999977080257999,0.0023189284862319116,5000000.0
M33 X-7,2.0827506301905186e-14,2.3216864606469567e-06,0.9999976783135394,0.0024396720107088287,5000000.0
M33 X-7,2.191196687578152e-14,2.353356579967089e-06,0.9999976466434201,0.0025667024900399675,5000000.0
M33 X-7,2.3052893870517106e-14,2.3871364320501325e-06,0.9999976128635679,0.0027003472776093718,5000000.0
M33 X-7,2.4253227417603554e-14,2.423192221138501e-06,0.9999975768077789,0.00284095077165675,5000000.0
M33 X-7,2.5516060737271864e-14,2.4617061156587794e-06,0.9999975382938844,0.002988875302780453,5000000.0
M33 X-7,2.6844648109619652e-14,2.5038256087216333e-06,0.9999974961743913,0.0031445020676515592,5000000.0
M33 X-7,2.8242413260784357e-14,2.5579085544747086e-06,0.9999974420914455,0.00330823211134521,5000000.0
M33 X-7,2.971295818577334e-14,2.6583534271480575e-06,0.9999973416465728,0.003480487360820629,5000000.0
M33 X-7,3.1260072430687166e-14,2.8693582940265097e-06,0.9999971306417059,0.0036617117122130912,5000000.0
M33 X-7,3.28877428582551e-14,3.3450347827245815e-06,0.9999966549652173,0.003852372174739645,5000000.0
M33 X-7,3.460016392185123e-14,4.229375250098406e-06,0.9999957706247499,0.004052960074166739,5000000.0
M33 X-7,3.640174847446138e-14,5.587427358031286e-06,0.999994412572642,0.004263992318940388,5000000.0
M33 X-7,3.829713914046293e-14,7.448790609641481e-06,0.9999925512093903,0.004486012732242567,5000000.0
M33 X-7,4.0291220279513436e-14,9.872376913238057e-06,0.9999901276230868,0.00471959345340547,5000000.0
M33 X-7,4.238913057338792e-14,1.295140251475869e-05,0.9999870485974852,0.004965336412296104,5000000.0
M33 X-7,4.459627626819086e-14,1.679959156771359e-05,0.9999832004084322,0.0052238748804695435,5000000.0
M33 X-7,4.6918345106078087e-14,2.153820593644305e-05,0.9999784617940636,0.005495875103089303,5000000.0
M33 X-7,4.936132098237907e-14,2.7288742983580516e-05,0.9999727112570164,0.005782038015818954,5000000.0
M33 X-7,5.1931499365902227e-14,3.4166988613442186e-05,0.9999658330113865,0.006083101051110738,5000000.0
M33 X-7,5.463550352214887e-14,4.227926130633389e-05,0.9999577207386937,0.006399840038544478,5000000.0
M33 X-7,5.748030158125363e-14,5.172095594415438e-05,0.9999482790440558,0.0067330712041152605,5000000.0
M33 X-7,6.047322449462655e-14,6.257762163647645e-05,0.9999374223783635,0.007083653273620965,5000000.0
M33 X-7,6.362198492657495e-14,7.492816579007747e-05,0.99992507183421,0.0074524896855705436,5000000.0
M33 X-7,6.693469712958668e-14,8.884930354208401e-05,0.9999111506964579,0.00784053091931546,5000000.0
M33 X-7,7.041989785449296e-14,0.00010442036179555642,0.9998955796382044,0.008248776944403841,5000000.0
M33 X-7,7.408656834939567e-14,0.0001217279292098588,0.9998782720707902,0.008678279797469247,5000000.0
M33 X-7,7.794415750404951e-14,0.00014087034995861306,0.9998591296500414,0.009130146293294629,5000000.0
M33 X-7,8.20026061993413e-14,0.00016196240188645516,0.9998380375981135,0.009605540877037735,5000000.0
M33 X-7,8.627237292461451e-14,0.0001851405352718903,0.9998148594647281,0.010105688624968174,5000000.0
M33 X-7,9.076446072885394e-14,0.00021056884634951023,0.9997894311536505,0.010631878401448852,5000000.0
M33 X-7,9.549044557518078e-14,0.00023844574175046714,0.9997615542582495,0.01118546618029701,5000000.0
M33 X-7,1.0046250617173403e-13,0.00026901121576487666,0.9997309887842352,0.011767878539084753,5000000.0
M33 X-7,1.0569345535579873e-13,0.0003025548339278615,0.9996974451660722,0.01238061633538231,5000000.0
M33 X-7,1.1119677311207024e-13,0.000339424765286302,0.9996605752347137,0.013025258574419074,5000000.0
M33 X-7,1.1698664131013104e-13,0.00038003843418830924,0.9996199615658117,0.013703466478128121,5000000.0
M33 X-7,1.2307798025066683e-13,0.0004248956086953484,0.9995751043913047,0.01441698776606102,5000000.0
M33 X-7,1.2948648711459076e-13,0.0004745950768397163,0.9995254049231603,0.01516766115920365,5000000.0
M33 X-7,1.3622867641416495e-13,0.0005298564266677002,0.9994701435733323,0.0159574211183,5000000.0
M33 X-7,1.433219225503577e-13,0.0005915486677131249,0.9994084513322868,0.016788302828894177,5000000.0
M33 X-7,1.5078450458610541e-13,0.000660727406857818,0.9993392725931421,0.017662447445936827,5000000.0
M33 X-7,1.586356533508593e-13,0.0007386821415539414,0.9992613178584461,0.01858210761147134,5000000.0
M33 X-7,1.6689560099780265e-13,0.0008269952613733984,0.9991730047386266,0.019549653259618598,5000000.0
M33 X-7,1.7558563314144706e-13,0.0009276148612499457,0.9990723851387501,0.020567577723819574,5000000.0
M33 X-7,1.847281437099636e-13,0.0010429446604007097,0.9989570553395993,0.02163850416207393,5000000.0
M33 X-7,1.9434669265360222e-13,0.001175956312152819,0.9988240436878472,0.02276519231673225,5000000.0
M33 X-7,2.0446606665791176e-13,0.0013303322770846205,0.9986696677229154,0.02395054562626169,5000000.0
M33 X-7,2.1511234301821672e-13,0.0015106511391858861,0.9984893488608141,0.025197618707311777,5000000.0
M33 X-7,2.2631295683995296e-13,0.0017226313823080668,0.9982773686176919,0.02650962522636148,5000000.0
M33 X-7,2.3809677173803584e-13,0.0019734538384800237,0.99802654616152,0.02788994618123243,5000000.0
M33 X-7,2.5049415421745023e-13,0.0022721876411336875,0.9977278123588663,0.029342138613809566,5000000.0
M33 X-7,2.635370519267393e-13,0.002630350930289312,0.9973696490697107,0.030869944776421555,5000000.0
M33 X-7,2.772590759860481e-13,0.003062647394207418,0.9969373526057926,0.03247730177550246,5000000.0
M33 X-7,2.916955876018805e-13,0.003587933900290051,0.99641206609971,0.03416835171738616,5000000.0
M33 X-7,3.0688378919176516e-13,0.004230492863756399,0.9957695071362436,0.035947452382378176,5000000.0
M33 X-7,3.22862820253674e-13,0.005021704832404776,0.9949782951675952,0.03781918845461357,5000000.0
M33 X-7,3.3967385822722163e-13,0.006002240478854465,0.9939977595211456,0.03978838333663724,5000000.0
M33 X-7,3.5736022460657957e-13,0.0072249132149912855,0.9927750867850087,0.0418601115791544,5000000.0
M33 X-7,3.759674965785475e-13,0.008758345966106165,0.9912416540338939,0.04403971195798154,5000000.0
M33 X-7,3.95543624473471e-13,0.010691592702558097,0.9893084072974418,0.04633280123189679,5000000.0
M33 X-7,4.1613905533167154e-13,0.013139790426101635,0.9868602095738984,0.04874528861684333,5000000.0
M33 X-7,4.3780686290381755e-13,0.016250759234651885,0.9837492407653481,0.051283391013785304,5000000.0
M33 X-7,4.606028844202408e-13,0.020212160775708896,0.9797878392242911,0.05395364902945791,5000000.0
M33 X-7,4.845858644816501e-13,0.025258308285606556,0.9747416917143934,0.05676294383129676,5000000.0
M33 X-7,5.09817606442043e-13,0.0316749651095636,0.9683250348904364,0.05971851487998093,5000000.0
M33 X-7,5.363631316739245e-13,0.03979955036630332,0.9602004496336967,0.06282797858528598,5000000.0
M33 X-7,5.642908471262542e-13,0.050013381334206894,0.9499866186657931,0.06609934793332245,5000000.0
M33 X-7,5.936727216069126e-13,0.06272250332083966,0.9372774966791604,0.0695410531357386,5000000.0
M33 X-7,6.245844712439618e-13,0.0783250714993777,0.9216749285006223,0.07316196335409966,5000000.0
M33 X-7,6.57105754603627e-13,0.09716673171317933,0.9028332682868206,0.07697140955542663,5000000.0
M33 X-7,6.913203779678128e-13,0.11949066106312191,0.8805093389368781,0.08097920855779268,5000000.0
M33 X-7,7.273165113001454e-13,0.14539404755167848,0.8546059524483215,0.08519568832794173,5000000.0
M33 X-7,7.651869154570818e-13,0.1748048246525815,0.8251951753474185,0.08963171459612043,5000000.0
M33 X-7,8.050291812296006e-13,0.2074889157819051,0.7925110842180949,0.09429871885670946,5000000.0
M33 X-7,8.469459808314611e-13,0.24308914680705498,0.756910853192945,0.09920872782680856,5000000.0
M33 X-7,8.91045332482154e-13,0.2811857790133968,0.7188142209866032,0.1043743944386948,5000000.0
M33 X-7,9.37440878766302e-13,0.32136045596260504,0.6786395440373949,0.10980903044601305,5000000.0
M33 X-7,9.862521794868805e-13,0.36324402089181246,0.6367559791081876,0.11552664072772949,5000000.0
M33 X-7,1.0376050197669138e-12,0.40653430815032626,0.5934656918496737,0.1215419593782459,5000000.0
M33 X-7,1.091631734193617e-12,0.45097944250860234,0.5490205574913977,0.12787048767667833,5000000.0
M33 X-7,1.1484715478402913e-12,0.4963311122753487,0.5036688877246513,0.13452853403314552,5000000.0
M33 X-7,1.2082709350447785e-12,0.5422777965768023,0.4577222034231977,0.14153325601500763,5000000.0
M33 X-7,1.27118399686903e-12,0.5883695166719153,0.4116304833280847,0.14890270456135524,5000000.0
M33 X-7,1.3373728582124977e-12,0.6339446935304967,0.36605530646950335,0.15665587049968815,5000000.0
M33 X-7,1.4070080856026864e-12,0.6780680190368746,0.32193198096312536,0.16481273348465567,5000000.0
M33 X-7,1.4802691267395102e-12,0.7194872241669101,0.28051277583308987,0.17339431348497225,5000000.0
M33 X-7,1.557344772926135e-12,0.7566165907043435,0.2433834092956565,0.18242272495118816,5000000.0
M33 X-7,1.6384336455779847e-12,0.7875553973736564,0.21244460262634357,0.19192123380390447,5000000.0
M33 X-7,1.72374470806362e-12,0.8101489258703687,0.18985107412963131,0.20191431738928778,5000000.0
M33 X-7,1.8134978041964953e-12,0.8220965228244671,0.1779034771755329,0.21242772755638994,5000000.0
M33 X-7,1.907924224765265e-12,0.8211041218984907,0.1788958781015093,0.2234885570188194,5000000.0
M33 X-7,2.007267303562568e-12,0.805068209648036,0.19493179035196395,0.2351253091717765,5000000.0
M33 X-7,2.1117830444482423e-12,0.7722716518427347,0.22772834815726528,0.24736797154436935,5000000.0
M33 X-7,2.2217407810628916e-12,0.7215895445778352,0.2784104554221648,0.2602480930764951,5000000.0
M33 X-7,2.337423870891822e-12,0.6527764655293068,0.3472235344706932,0.2737988654194203,5000000.0
M33 X-7,2.4591304254680514e-12,0.5670262891467375,0.43297371085326253,0.2880552084695852,5000000.0
M33 X-7,2.587174078595929e-12,0.4679548147578861,0.532045185242114,0.30305386035602916,5000000.0
M33 X-7,2.7218847945751852e-12,0.36251408643580946,0.6374859135641906,0.31883347211334623,5000000.0
M33 X-7,2.8636097185081218e-12,0.26044539734616545,0.7395546026538345,0.3354347072841355,5000000.0
M33 X-7,3.0127140708811704e-12,0.1716125791326684,0.8283874208673316,0.35290034670761833,5000000.0
M33 X-7,3.1695820887261215e-12,0.10265541940157207,0.8973445805984279,0.37127539876445975,5000000.0
M33 X-7,3.3346180157863694e-12,0.055162461265924514,0.9448375387340755,0.3906072153618908,5000000.0
M33 X-7,3.508247144239796e-12,0.026242464388274003,0.973757535611726,0.4109456139580225,5000000.0
M33 X-7,3.690916910662782e-12,0.010877561623242602,0.9891224383767574,0.43234300593980346,5000000.0
M33 X-7,3.883098049059609e-12,0.0038012552858558784,0.9961987447141442,0.45485453168544737,5000000.0
M33 X-7,4.085285803928566e-12,0.0010717068786907096,0.9989282931213093,0.478538202659381,5000000.0
M33 X-7,4.2980012064907986e-12,0.00022902696272982938,0.9997709730372701,0.5034550509058879,5000000.0
M33 X-7,4.521792417370702e-12,1.8892848541348566e-05,0.9999811071514586,0.5296692863266879,5000000.0
M33 X-7,4.75723613918789e-12,1.555833078693842e-07,0.9999998444166921,0.5572484621477495,5000000.0
M33 X-7,5.004939102700953e-12,4.5831004323078e-10,0.9999999995416899,0.5862636490017402,5000000.0
M33 X-7,5.2655396303327554e-12,2.3744277402017026e-11,0.9999999999762558,0.6167896180747207,5000000.0
M33 X-7,5.5397092811064e-12,2.4841869896641872e-12,0.9999999999975158,0.6489050337890393,5000000.0
M33 X-7,5.82815458123084e-12,2.2559859082662844e-13,0.9999999999997744,0.6826926565189736,5000000.0
M33 X-7,6.131618844795794e-12,1.7481796417521715e-14,0.9999999999999826,0.7182395558615061,5000000.0
M33 X-7,6.450884089267713e-12,1.133200617312881e-15,0.9999999999999989,0.755637335011812,5000000.0
M33 X-7,6.786773050723316e-12,6.015765433159462e-17,0.9999999999999999,0.794982366821709,5000000.0
M33 X-7,7.140151304013417e-12,2.559553704215506e-18,1.0,0.8363760421493296,5000000.0
M33 X-7,7.511929493320984e-12,8.538993768772331e-20,1.0,0.879925031140043,5000000.0
M33 X-7,7.903065678861364e-12,2.1822488399961e-21,1.0,0.9257415581119248,5000000.0
M33 X-7,8.314567805772081e-12,4.160153338997799e-23,1.0,0.9739436907541505,5000000.0
M33 X-7,8.747496301554433e-12,5.729090229851069e-25,1.0,1.0246556443835615,5000000.0
M33 X-7,9.202966808760429e-12,5.480885668913875e-27,1.0,1.0780081020434675,5000000.0
M33 X-7,9.682153059967096e-12,3.477712602831444e-29,1.0,1.134138551269569,5000000.0
M33 X-7,1.0186289902446886e-11,1.388599977860423e-31,1.0,1.1931916383908323,5000000.0
M33 X-7,1.0716676480328644e-11,3.293518607941557e-34,1.0,1.2553195412783422,5000000.0
M33 X-7,1.1274679582449472e-11,4.361317960084777e-37,1.0,1.320682361502689,5000000.0
M33 X-7,1.1861737164524792e-11,3.0175071401131556e-40,1.0,1.389448536910474,5000000.0
M33 X-7,1.2479362054713114e-11,1.0158332820820458e-43,1.0,1.4617952756831196,5000000.0
M33 X-7,1.3129145852124653e-11,1.5405590708547552e-47,1.0,1.53790901299655,5000000.0
M33 X-7,1.3812763028320095e-11,9.677111144939916e-52,1.0,1.6179858914585319,5000000.0
M33 X-7,1.4531975242368954e-11,2.2963857740641523e-56,1.0,1.7022322665617493,5000000.0
M33 X-7,1.5288635880587296e-11,1.860282051047083e-61,1.0,1.790865238455149,5000000.0
M33 X-7,1.6084694832653617e-11,4.60063966661665e-67,1.0,1.88411321140392,5000000.0
M33 X-7,1.6922203516410424e-11,3.0702131854538027e-73,1.0,1.982216482379772,5000000.0
M33 X-7,1.7803320164301192e-11,4.8239816003310666e-80,1.0,2.0854278602984073,5000000.0
M33 X-7,1.873031538506442e-11,1.5348513007837955e-87,1.0,2.1940133174997825,5000000.0
M33 X-7,1.9705578015018045e-11,8.371069296671412e-96,1.0,2.308252675150127,5000000.0
M33 X-7,2.0731621274012355e-11,6.509363405350763e-105,1.0,2.4284403243319157,5000000.0
M33 X-7,2.1811089241915244e-11,5.886733444640244e-115,1.0,2.554885984680054,5000000.0
M33 X-7,2.2946763672319407e-11,4.942785215240613e-126,1.0,2.6879155025192247,5000000.0
M33 X-7,2.4141571161030228e-11,3.003777255762567e-138,1.0,2.8278716905591943,5000000.0
M33 X-7,2.539859068780729e-11,1.0031209653872091e-151,1.0,2.975115211311937,5000000.0
M33 X-7,2.672106155079438e-11,1.3575508847737596e-166,1.0,3.1300255065071148,5000000.0
M33 X-7,2.811239171408467e-11,5.316103777469233e-183,1.0,3.293001774900982,5000000.0
M33 X-7,2.9576166589932566e-11,4.1503209209764405e-201,1.0,3.4644640009985075,5000000.0
M33 X-7,3.111615827824363e-11,4.278452633840934e-221,1.0,3.644854037339683,5000000.0
M33 X-7,3.273633528715248e-11,3.6923141729523587e-243,1.0,3.8346367431390465,5000000.0
M33 X-7,3.4440872759738237e-11,1.6114302599998689e-267,1.0,4.0343011822126496,5000000.0
M33 X-7,3.6234163233231496e-11,2.036516249799623e-294,1.0,4.244361883279493,5000000.0
M33 X-7,3.812082795843888e-11,5e-324,1.0,4.465360165885177,5000000.0
M33 X-7,4.010572880855496e-11,0.0,1.0,4.6978655353646435,5000000.0
M33 X-7,4.219398080805024e-11,0.0,1.0,4.94247715043876,5000000.0
M33 X-7,4.4390965313921843e-11,0.0,1.0,5.19982536722675,5000000.0
M33 X-7,4.6702343883273494e-11,0.0,1.0,5.470573363653169,5000000.0
M33 X-7,4.913407286296377e-11,0.0,1.0,5.755418848435819,5000000.0
M33 X-7,5.169241873891614e-11,0.0,1.0,6.0550958590581825,5000000.0
M33 X-7,5.438397428464812e-11,0.0,1.0,6.370376653359983,5000000.0
M33 X-7,5.7215675550632635e-11,0.0,1.0,6.702073699620352,5000000.0
M33 X-7,6.019481973827286e-11,0.0,1.0,7.051041770261959,5000000.0
M33 X-7,6.332908400455128e-11,0.0,1.0,7.418180144571553,5000000.0
M33 X-7,6.662654524581163e-11,0.0,1.0,7.80443492611322,5000000.0
M33 X-7,7.009570091165632e-11,0.0,1.0,8.210801480806282,5000000.0
M33 X-7,7.374549090259561e-11,0.0,1.0,8.638327001950659,5000000.0
M33 X-7,7.758532060787844e-11,0.0,1.0,9.088113208809705,5000000.0
M33 X-7,8.162508514287236e-11,0.0,1.0,9.56131918570466,5000000.0
M33 X-7,8.587519484845179e-11,0.0,1.0,10.059164368936969,5000000.0
M33 X-7,9.034660211810535e-11,0.0,1.0,10.582931689235698,5000000.0
M33 X-7,9.505082962189512e-11,0.0,1.0,11.133970877827984,5000000.0
M33 X-7,1e-10,0.0,1.0,11.713701944652207,5000000.0
IRAS 09149-6206,1e-21,1.6016754519395856e-05,0.9999839832454807,0.0007947908092744952,45000000.0
IRAS 09149-6206,1.0520686710236272e-21,1.6100275518991382e-05,0.999983899724481,0.0008361745104552114,45000000.0
IRAS 09149-6206,1.106848488549412e-21,1.6191065357423295e-05,0.9999838089346426,0.000879713005958439,45000000.0
IRAS 09149-6206,1.1644806183726902e-21,1.6291750697466884e-05,0.9999837082493025,0.000925518493060895,45000000.0
IRAS 09149-6206,1.2251135766041178e-21,1.6404642776577082e-05,0.9999835953572235,0.000973709011002358,45000000.0
IRAS 09149-6206,1.2889036123908968e-21,1.6532419236830835e-05,0.9999834675807632,0.0010244087451689813,45000000.0
IRAS 09149-6206,1.356015110565632e-21,1.6677357183801216e-05,0.9999833226428162,0.0010777483471149027,45000000.0
IRAS 09149-6206,1.4266210152607413e-21,1.684132415367528e-05,0.9999831586758463,0.0011338652712470864,45000000.0
IRAS 09149-6206,1.5009032755797336e-21,1.702960509733435e-05,0.9999829703949027,0.001192904129040757,45000000.0
IRAS 09149-6206,1.579053314474179e-21,1.7246989946910633e-05,0.9999827530100531,0.0012550170616985067,45000000.0
IRAS 09149-6206,1.6612725220342896e-21,1.7501220127029717e-05,0.999982498779873,0.0013203641322131147,45000000.0
IRAS 09149-6206,1.7477727744646842e-21,1.7800596911373623e-05,0.9999821994030886,0.0013891137378447163,45000000.0
IRAS 09149-6206,1.838776980082323e-21,1.815555376643161e-05,0.9999818444462336,0.0014614430440749418,45000000.0
