file,n_rows,n_cols,columns,region_dir,top_level
input/4_arctic_canada_south/arctic_canada_south_gravimetry_Wouters_Wouters_et_al.csv,236,6,start_dates|end_dates|changes|errors|unit|author,4_arctic_canada_south,input
input/5_greenland_periphery/greenland_periphery_altimetry_Bolch_2013_Bolch_et_al.csv,1,6,start_dates|end_dates|changes|errors|unit|author,5_greenland_periphery,input
input/5_greenland_periphery/greenland_periphery_altimetry_Gardner2013_icesat_Gardner_et_al.csv,1,6,start_dates|end_dates|changes|errors|unit|author,5_greenland_periphery,input
input/5_greenland_periphery/greenland_periphery_altimetry_Jakob_Gourmelen_Jakob_et_al.csv,120,6,start_dates|end_dates|changes|errors|unit|author,5_greenland_periphery,input
input/5_greenland_periphery/greenland_periphery_altimetry_Khan_Khan_et_al.csv,3,6,start_dates|end_dates|changes|errors|unit|author,5_greenland_periphery,input
input/5_greenland_periphery/greenland_periphery_altimetry_Nilsson_Gardner_Nilsson_et_al.csv,359,6,start_dates|end_dates|changes|errors|unit|author,5_greenland_periphery,input
input/5_greenland_periphery/greenland_periphery_combined_Colgan2015_Colgan_et_al.csv,1,6,start_dates|end_dates|changes|errors|unit|author,5_greenland_periphery,input
input/5_greenland_periphery/greenland_periphery_combined_DUS-combined_Dussaillant_et_al.csv,25,6,start_dates|end_dates|changes|errors|unit|author,5_greenland_periphery,input
input/5_greenland_periphery/greenland_periphery_combined_Huss_Huss_et_al.csv,31,6,start_dates|end_dates|changes|errors|unit|author,5_greenland_periphery,input
input/5_greenland_periphery/greenland_periphery_demdiff_DLR_Abdullahi_et_al.csv,1,6,start_dates|end_dates|changes|errors|unit|author,5_greenland_periphery,input
input/5_greenland_periphery/greenland_periphery_demdiff_ETH_Hugonnet_et_al.csv,4,6,start_dates|end_dates|changes|errors|unit|author,5_greenland_periphery,input
input/5_greenland_periphery/greenland_periphery_demdiff_Zheng et al._Zheng_et_al.csv,1,6,start_dates|end_dates|changes|errors|unit|author,5_greenland_periphery,input
input/5_greenland_periphery/greenland_periphery_glaciological_UZH_GlaciolSineWave_Zemp_et_al.csv,301,6,start_dates|end_dates|changes|errors|unit|author,5_greenland_periphery,input
input/5_greenland_periphery/greenland_periphery_glaciological_WGMS-beta_WGMS.csv,25,6,start_dates|end_dates|changes|errors|unit|author,5_greenland_periphery,input
input/6_iceland/iceland_altimetry_Foresta_Foresta_et_al.csv,1,6,start_dates|end_dates|changes|errors|unit|author,6_iceland,input
input/6_iceland/iceland_altimetry_Jakob_Gourmelen_Jakob_et_al.csv,120,6,start_dates|end_dates|changes|errors|unit|author,6_iceland,input
input/6_iceland/iceland_altimetry_Tepes_Tepes_et_al.csv,1,6,start_dates|end_dates|changes|errors|unit|author,6_iceland,input
input/6_iceland/iceland_combined_ArcticInSituvGRACE_Box_et_al.csv,34,6,start_dates|end_dates|changes|errors|unit|author,6_iceland,input
input/6_iceland/iceland_combined_Box2018_Box_et_al.csv,13,6,start_dates|end_dates|changes|errors|unit|author,6_iceland,input
input/6_iceland/iceland_combined_DUS-combined_Dussaillant_et_al.csv,25,6,start_dates|end_dates|changes|errors|unit|author,6_iceland,input
input/6_iceland/iceland_combined_Huss_Huss_et_al.csv,31,6,start_dates|end_dates|changes|errors|unit|author,6_iceland,input
input/6_iceland/iceland_combined_Iceland-mb-group_smb_Palsson_et_al.csv,26,6,start_dates|end_dates|changes|errors|unit|author,6_iceland,input
input/6_iceland/iceland_combined_Iceland-mb-group_tot_Palsson_et_al.csv,26,6,start_dates|end_dates|changes|errors|unit|author,6_iceland,input
input/6_iceland/iceland_demdiff_ETH_Hugonnet_et_al.csv,4,6,start_dates|end_dates|changes|errors|unit|author,6_iceland,input
input/6_iceland/iceland_demdiff_UIO_ASTER_Piermattei_et_al.csv,2,6,start_dates|end_dates|changes|errors|unit|author,6_iceland,input
input/6_iceland/iceland_demdiff_UIO_SPOT5ArticDEM_Piermattei_et_al.csv,2,6,start_dates|end_dates|changes|errors|unit|author,6_iceland,input
input/6_iceland/iceland_demdiff_Zheng et al._Zheng_et_al.csv,1,6,start_dates|end_dates|changes|errors|unit|author,6_iceland,input
input/6_iceland/iceland_glaciological_UZH_GlaciolSineWave_Zemp_et_al.csv,301,6,start_dates|end_dates|changes|errors|unit|author,6_iceland,input
input/6_iceland/iceland_glaciological_WGMS-beta_WGMS.csv,25,6,start_dates|end_dates|changes|errors|unit|author,6_iceland,input
input/6_iceland/iceland_gravimetry_Harig_Group_Harig_et_al.csv,251,6,start_dates|end_dates|changes|errors|unit|author,6_iceland,input
input/6_iceland/iceland_gravimetry_Jacob_2012_dmdt_Jacob_et_al.csv,1,6,start_dates|end_dates|changes|errors|unit|author,6_iceland,input
input/6_iceland/iceland_gravimetry_LEGOS-MAGELLIUM-bis_Pfeffer_et_al.csv,245,6,start_dates|end_dates|changes|errors|unit|author,6_iceland,input
input/6_iceland/iceland_gravimetry_LEGOS-MAGELLIUM_Pfeffer_et_al.csv,245,6,start_dates|end_dates|changes|errors|unit|author,6_iceland,input
input/6_iceland/iceland_gravimetry_Sasgen_AWIarc_RL01_2_Sasgen_et_al.csv,248,6,start_dates|end_dates|changes|errors|unit|author,6_iceland,input
input/6_iceland/iceland_gravimetry_Velicogna_Sutterley_et_al.csv,251,6,start_dates|end_dates|changes|errors|unit|author,6_iceland,input
input/6_iceland/iceland_gravimetry_Wouters_Wouters_et_al.csv,236,6,start_dates|end_dates|changes|errors|unit|author,6_iceland,input
input/7_svalbard/svalbard_altimetry_Gardner2013_icesat_Gardner_et_al.csv,1,6,start_dates|end_dates|changes|errors|unit|author,7_svalbard,input
input/7_svalbard/svalbard_altimetry_Jakob_Gourmelen_Jakob_et_al.csv,120,6,start_dates|end_dates|changes|errors|unit|author,7_svalbard,input
input/7_svalbard/svalbard_altimetry_Tepes_Tepes_et_al.csv,1,6,start_dates|end_dates|changes|errors|unit|author,7_svalbard,input
input/7_svalbard/svalbard_combined_ArcticInSituvGRACE_Box_et_al.csv,52,6,start_dates|end_dates|changes|errors|unit|author,7_svalbard,input
input/7_svalbard/svalbard_combined_Box2018_Box_et_al.csv,13,6,start_dates|end_dates|changes|errors|unit|author,7_svalbard,input
input/7_svalbard/svalbard_combined_DUS-combined_Dussaillant_et_al.csv,25,6,start_dates|end_dates|changes|errors|unit|author,7_svalbard,input
input/7_svalbard/svalbard_combined_Huss_Huss_et_al.csv,31,6,start_dates|end_dates|changes|errors|unit|author,7_svalbard,input
input/7_svalbard/svalbard_demdiff_ETH_Hugonnet_et_al.csv,4,6,start_dates|end_dates|changes|errors|unit|author,7_svalbard,input
input/7_svalbard/svalbard_demdiff_Zheng et al._Zheng_et_al.csv,1,6,start_dates|end_dates|changes|errors|unit|author,7_svalbard,input
input/7_svalbard/svalbard_glaciological_UZH_GlaciolSineWave_Zemp_et_al.csv,301,6,start_dates|end_dates|changes|errors|unit|author,7_svalbard,input
input/7_svalbard/svalbard_glaciological_WGMS-beta_WGMS.csv,25,6,start_dates|end_dates|changes|errors|unit|author,7_svalbard,input
input/7_svalbard/svalbard_gravimetry_Harig_Group_Harig_et_al.csv,251,6,start_dates|end_dates|changes|errors|unit|author,7_svalbard,input
input/7_svalbard/svalbard_gravimetry_Jacob_2012_dmdt_Jacob_et_al.csv,1,6,start_dates|end_dates|changes|errors|unit|author,7_svalbard,input
input/7_svalbard/svalbard_gravimetry_LEGOS-MAGELLIUM-bis_Pfeffer_et_al.csv,245,6,start_dates|end_dates|changes|errors|unit|author,7_svalbard,input
input/7_svalbard/svalbard_gravimetry_LEGOS-MAGELLIUM_Pfeffer_et_al.csv,245,6,start_dates|end_dates|changes|errors|unit|author,7_svalbard,input
input/7_svalbard/svalbard_gravimetry_Sasgen_AWIarc_RL01_2_Sasgen_et_al.csv,248,6,start_dates|end_dates|changes|errors|unit|author,7_svalbard,input
input/7_svalbard/svalbard_gravimetry_Velicogna_Sutterley_et_al.csv,251,6,start_dates|end_dates|changes|errors|unit|author,7_svalbard,input
input/7_svalbard/svalbard_gravimetry_Wouters_Wouters_et_al.csv,236,6,start_dates|end_dates|changes|errors|unit|author,7_svalbard,input
input/8_scandinavia/scandinavia_combined_DUS-combined_Dussaillant_et_al.csv,25,6,start_dates|end_dates|changes|errors|unit|author,8_scandinavia,input
input/8_scandinavia/scandinavia_combined_Huss_Huss_et_al.csv,31,6,start_dates|end_dates|changes|errors|unit|author,8_scandinavia,input
input/8_scandinavia/scandinavia_demdiff_Andreassen_Andreassen_et_al.csv,1,6,start_dates|end_dates|changes|errors|unit|author,8_scandinavia,input
input/8_scandinavia/scandinavia_demdiff_ETH_Hugonnet_et_al.csv,4,6,start_dates|end_dates|changes|errors|unit|author,8_scandinavia,input
input/8_scandinavia/scandinavia_demdiff_Zheng et al._Zheng_et_al.csv,1,6,start_dates|end_dates|changes|errors|unit|author,8_scandinavia,input
input/8_scandinavia/scandinavia_glaciological_UZH_GlaciolSineWave_Zemp_et_al.csv,301,6,start_dates|end_dates|changes|errors|unit|author,8_scandinavia,input
input/8_scandinavia/scandinavia_glaciological_WGMS-beta_WGMS.csv,25,6,start_dates|end_dates|changes|errors|unit|author,8_scandinavia,input
input/8_scandinavia/scandinavia_gravimetry_Jacob_2012_dmdt_Jacob_et_al.csv,1,6,start_dates|end_dates|changes|errors|unit|author,8_scandinavia,input
input/8_scandinavia/scandinavia_gravimetry_Sasgen_AWIarc_RL01_2_Sasgen_et_al.csv,248,6,start_dates|end_dates|changes|errors|unit|author,8_scandinavia,input
input/8_scandinavia/scandinavia_gravimetry_Wouters_Wouters_et_al.csv,236,6,start_dates|end_dates|changes|errors|unit|author,8_scandinavia,input
input/9_russian_arctic/russian_arctic_altimetry_Gardner2013_icesat_Gardner_et_al.csv,1,6,start_dates|end_dates|changes|errors|unit|author,9_russian_arctic,input
input/9_russian_arctic/russian_arctic_altimetry_Jakob_Gourmelen_Jakob_et_al.csv,121,6,start_dates|end_dates|changes|errors|unit|author,9_russian_arctic,input
input/9_russian_arctic/russian_arctic_altimetry_Tepes_Tepes_et_al.csv,1,6,start_dates|end_dates|changes|errors|unit|author,9_russian_arctic,input
input/9_russian_arctic/russian_arctic_combined_ArcticInSituvGRACE_Box_et_al.csv,52,6,start_dates|end_dates|changes|errors|unit|author,9_russian_arctic,input
input/9_russian_arctic/russian_arctic_combined_Box2018_Box_et_al.csv,13,6,start_dates|end_dates|changes|errors|unit|author,9_russian_arctic,input
input/9_russian_arctic/russian_arctic_combined_DUS-combined_Dussaillant_et_al.csv,25,6,start_dates|end_dates|changes|errors|unit|author,9_russian_arctic,input
input/9_russian_arctic/russian_arctic_combined_Huss_Huss_et_al.csv,31,6,start_dates|end_dates|changes|errors|unit|author,9_russian_arctic,input
input/9_russian_arctic/russian_arctic_demdiff_ETH_Hugonnet_et_al.csv,4,6,start_dates|end_dates|changes|errors|unit|author,9_russian_arctic,input
input/9_russian_arctic/russian_arctic_demdiff_FAU-GLACIER_Braun_et_al.csv,1,6,start_dates|end_dates|changes|errors|unit|author,9_russian_arctic,input
input/9_russian_arctic/russian_arctic_demdiff_Zheng et al._Zheng_et_al.csv,1,6,start_dates|end_dates|changes|errors|unit|author,9_russian_arctic,input
input/9_russian_arctic/russian_arctic_glaciological_UZH_GlaciolSineWave_Zemp_et_al.csv,301,6,start_dates|end_dates|changes|errors|unit|author,9_russian_arctic,input
input/9_russian_arctic/russian_arctic_glaciological_WGMS-beta_WGMS.csv,25,6,start_dates|end_dates|changes|errors|unit|author,9_russian_arctic,input
input/9_russian_arctic/russian_arctic_gravimetry_Harig_Group_Harig_et_al.csv,251,6,start_dates|end_dates|changes|errors|unit|author,9_russian_arctic,input
input/9_russian_arctic/russian_arctic_gravimetry_Jacob_2012_dmdt_Jacob_et_al.csv,1,6,start_dates|end_dates|changes|errors|unit|author,9_russian_arctic,input
input/9_russian_arctic/russian_arctic_gravimetry_LEGOS-MAGELLIUM-bis_Pfeffer_et_al.csv,245,6,start_dates|end_dates|changes|errors|unit|author,9_russian_arctic,input
input/9_russian_arctic/russian_arctic_gravimetry_LEGOS-MAGELLIUM_Pfeffer_et_al.csv,245,6,start_dates|end_dates|changes|errors|unit|author,9_russian_arctic,input
input/9_russian_arctic/russian_arctic_gravimetry_Sasgen_AWIarc_RL01_2_Sasgen_et_al.csv,248,6,start_dates|end_dates|changes|errors|unit|author,9_russian_arctic,input
input/9_russian_arctic/russian_arctic_gravimetry_Velicogna_Sutterley_et_al.csv,251,6,start_dates|end_dates|changes|errors|unit|author,9_russian_arctic,input
input/9_russian_arctic/russian_arctic_gravimetry_Wouters_Wouters_et_al.csv,236,6,start_dates|end_dates|changes|errors|unit|author,9_russian_arctic,input
results/calendar_years/0_global.csv,24,8,start_dates|end_dates|glacier_area|region|combined_gt|combined_gt_errors|combined_mwe|combined_mwe_errors,0_global,results
results/calendar_years/10_north_asia.csv,24,8,start_dates|end_dates|glacier_area|region|combined_gt|combined_gt_errors|combined_mwe|combined_mwe_errors,10_north_asia,results
results/calendar_years/11_central_europe.csv,24,8,start_dates|end_dates|glacier_area|region|combined_gt|combined_gt_errors|combined_mwe|combined_mwe_errors,11_central_europe,results
results/calendar_years/12_caucasus_middle_east.csv,24,8,start_dates|end_dates|glacier_area|region|combined_gt|combined_gt_errors|combined_mwe|combined_mwe_errors,12_caucasus_middle_east,results
results/calendar_years/13_central_asia.csv,24,8,start_dates|end_dates|glacier_area|region|combined_gt|combined_gt_errors|combined_mwe|combined_mwe_errors,13_central_asia,results
results/calendar_years/14_south_asia_west.csv,24,8,start_dates|end_dates|glacier_area|region|combined_gt|combined_gt_errors|combined_mwe|combined_mwe_errors,14_south_asia_west,results
results/calendar_years/15_south_asia_east.csv,24,8,start_dates|end_dates|glacier_area|region|combined_gt|combined_gt_errors|combined_mwe|combined_mwe_errors,15_south_asia_east,results
results/calendar_years/16_low_latitudes.csv,24,8,start_dates|end_dates|glacier_area|region|combined_gt|combined_gt_errors|combined_mwe|combined_mwe_errors,16_low_latitudes,results
results/calendar_years/17_southern_andes.csv,24,8,start_dates|end_dates|glacier_area|region|combined_gt|combined_gt_errors|combined_mwe|combined_mwe_errors,17_southern_andes,results
results/calendar_years/18_new_zealand.csv,24,8,start_dates|end_dates|glacier_area|region|combined_gt|combined_gt_errors|combined_mwe|combined_mwe_errors,18_new_zealand,results
results/calendar_years/19_antarctic_and_subantarctic.csv,24,8,start_dates|end_dates|glacier_area|region|combined_gt|combined_gt_errors|combined_mwe|combined_mwe_errors,19_antarctic_and_subantarctic,results
results/calendar_years/1_alaska.csv,24,8,start_dates|end_dates|glacier_area|region|combined_gt|combined_gt_errors|combined_mwe|combined_mwe_errors,1_alaska,results
results/calendar_years/2_western_canada_us.csv,24,8,start_dates|end_dates|glacier_area|region|combined_gt|combined_gt_errors|combined_mwe|combined_mwe_errors,2_western_canada_us,results
results/calendar_years/3_arctic_canada_north.csv,24,8,start_dates|end_dates|glacier_area|region|combined_gt|combined_gt_errors|combined_mwe|combined_mwe_errors,3_arctic_canada_north,results
results/calendar_years/4_arctic_canada_south.csv,24,8,start_dates|end_dates|glacier_area|region|combined_gt|combined_gt_errors|combined_mwe|combined_mwe_errors,4_arctic_canada_south,results
results/calendar_years/5_greenland_periphery.csv,24,8,start_dates|end_dates|glacier_area|region|combined_gt|combined_gt_errors|combined_mwe|combined_mwe_errors,5_greenland_periphery,results
results/calendar_years/6_iceland.csv,24,8,start_dates|end_dates|glacier_area|region|combined_gt|combined_gt_errors|combined_mwe|combined_mwe_errors,6_iceland,results
results/calendar_years/7_svalbard.csv,24,8,start_dates|end_dates|glacier_area|region|combined_gt|combined_gt_errors|combined_mwe|combined_mwe_errors,7_svalbard,results
results/calendar_years/8_scandinavia.csv,24,8,start_dates|end_dates|glacier_area|region|combined_gt|combined_gt_errors|combined_mwe|combined_mwe_errors,8_scandinavia,results
results/calendar_years/9_russian_arctic.csv,24,8,start_dates|end_dates|glacier_area|region|combined_gt|combined_gt_errors|combined_mwe|combined_mwe_errors,9_russian_arctic,results
results/hydrological_years/10_north_asia.csv,24,23,start_dates|end_dates|glacier_area|region|combined_gt|combined_gt_errors|combined_mwe|combined_mwe_errors|altimetry_gt|altimetry_gt_errors|altimetry_mwe|altimetry_mwe_errors|altimetry_annual_variability|gravimetry_gt|gravimetry_gt_errors|gravimetry_mwe|gravimetry_mwe_errors|gravimetry_annual_variability|demdiff_and_glaciological_gt|demdiff_and_glaciological_gt_errors|demdiff_and_glaciological_mwe|demdiff_and_glaciological_mwe_errors|demdiff_and_glaciological_annual_variability,10_north_asia,results
results/hydrological_years/11_central_europe.csv,24,23,start_dates|end_dates|glacier_area|region|combined_gt|combined_gt_errors|combined_mwe|combined_mwe_errors|altimetry_gt|altimetry_gt_errors|altimetry_mwe|altimetry_mwe_errors|altimetry_annual_variability|gravimetry_gt|gravimetry_gt_errors|gravimetry_mwe|gravimetry_mwe_errors|gravimetry_annual_variability|demdiff_and_glaciological_gt|demdiff_and_glaciological_gt_errors|demdiff_and_glaciological_mwe|demdiff_and_glaciological_mwe_errors|demdiff_and_glaciological_annual_variability,11_central_europe,results
results/hydrological_years/12_caucasus_middle_east.csv,24,23,start_dates|end_dates|glacier_area|region|combined_gt|combined_gt_errors|combined_mwe|combined_mwe_errors|altimetry_gt|altimetry_gt_errors|altimetry_mwe|altimetry_mwe_errors|altimetry_annual_variability|gravimetry_gt|gravimetry_gt_errors|gravimetry_mwe|gravimetry_mwe_errors|gravimetry_annual_variability|demdiff_and_glaciological_gt|demdiff_and_glaciological_gt_errors|demdiff_and_glaciological_mwe|demdiff_and_glaciological_mwe_errors|demdiff_and_glaciological_annual_variability,12_caucasus_middle_east,results
results/hydrological_years/13_central_asia.csv,24,23,start_dates|end_dates|glacier_area|region|combined_gt|combined_gt_errors|combined_mwe|combined_mwe_errors|altimetry_gt|altimetry_gt_errors|altimetry_mwe|altimetry_mwe_errors|altimetry_annual_variability|gravimetry_gt|gravimetry_gt_errors|gravimetry_mwe|gravimetry_mwe_errors|gravimetry_annual_variability|demdiff_and_glaciological_gt|demdiff_and_glaciological_gt_errors|demdiff_and_glaciological_mwe|demdiff_and_glaciological_mwe_errors|demdiff_and_glaciological_annual_variability,13_central_asia,results
results/hydrological_years/14_south_asia_west.csv,24,23,start_dates|end_dates|glacier_area|region|combined_gt|combined_gt_errors|combined_mwe|combined_mwe_errors|altimetry_gt|altimetry_gt_errors|altimetry_mwe|altimetry_mwe_errors|altimetry_annual_variability|gravimetry_gt|gravimetry_gt_errors|gravimetry_mwe|gravimetry_mwe_errors|gravimetry_annual_variability|demdiff_and_glaciological_gt|demdiff_and_glaciological_gt_errors|demdiff_and_glaciological_mwe|demdiff_and_glaciological_mwe_errors|demdiff_and_glaciological_annual_variability,14_south_asia_west,results
results/hydrological_years/15_south_asia_east.csv,24,23,start_dates|end_dates|glacier_area|region|combined_gt|combined_gt_errors|combined_mwe|combined_mwe_errors|altimetry_gt|altimetry_gt_errors|altimetry_mwe|altimetry_mwe_errors|altimetry_annual_variability|gravimetry_gt|gravimetry_gt_errors|gravimetry_mwe|gravimetry_mwe_errors|gravimetry_annual_variability|demdiff_and_glaciological_gt|demdiff_and_glaciological_gt_errors|demdiff_and_glaciological_mwe|demdiff_and_glaciological_mwe_errors|demdiff_and_glaciological_annual_variability,15_south_asia_east,results
results/hydrological_years/16_low_latitudes.csv,24,23,start_dates|end_dates|glacier_area|region|combined_gt|combined_gt_errors|combined_mwe|combined_mwe_errors|altimetry_gt|altimetry_gt_errors|altimetry_mwe|altimetry_mwe_errors|altimetry_annual_variability|gravimetry_gt|gravimetry_gt_errors|gravimetry_mwe|gravimetry_mwe_errors|gravimetry_annual_variability|demdiff_and_glaciological_gt|demdiff_and_glaciological_gt_errors|demdiff_and_glaciological_mwe|demdiff_and_glaciological_mwe_errors|demdiff_and_glaciological_annual_variability,16_low_latitudes,results
results/hydrological_years/17_southern_andes.csv,23,23,start_dates|end_dates|glacier_area|region|combined_gt|combined_gt_errors|combined_mwe|combined_mwe_errors|altimetry_gt|altimetry_gt_errors|altimetry_mwe|altimetry_mwe_errors|altimetry_annual_variability|gravimetry_gt|gravimetry_gt_errors|gravimetry_mwe|gravimetry_mwe_errors|gravimetry_annual_variability|demdiff_and_glaciological_gt|demdiff_and_glaciological_gt_errors|demdiff_and_glaciological_mwe|demdiff_and_glaciological_mwe_errors|demdiff_and_glaciological_annual_variability,17_southern_andes,results
results/hydrological_years/18_new_zealand.csv,23,23,start_dates|end_dates|glacier_area|region|combined_gt|combined_gt_errors|combined_mwe|combined_mwe_errors|altimetry_gt|altimetry_gt_errors|altimetry_mwe|altimetry_mwe_errors|altimetry_annual_variability|gravimetry_gt|gravimetry_gt_errors|gravimetry_mwe|gravimetry_mwe_errors|gravimetry_annual_variability|demdiff_and_glaciological_gt|demdiff_and_glaciological_gt_errors|demdiff_and_glaciological_mwe|demdiff_and_glaciological_mwe_errors|demdiff_and_glaciological_annual_variability,18_new_zealand,results
results/hydrological_years/19_antarctic_and_subantarctic.csv,23,23,start_dates|end_dates|glacier_area|region|combined_gt|combined_gt_errors|combined_mwe|combined_mwe_errors|altimetry_gt|altimetry_gt_errors|altimetry_mwe|altimetry_mwe_errors|altimetry_annual_variability|gravimetry_gt|gravimetry_gt_errors|gravimetry_mwe|gravimetry_mwe_errors|gravimetry_annual_variability|demdiff_and_glaciological_gt|demdiff_and_glaciological_gt_errors|demdiff_and_glaciological_mwe|demdiff_and_glaciological_mwe_errors|demdiff_and_glaciological_annual_variability,19_antarctic_and_subantarctic,results
results/hydrological_years/1_alaska.csv,24,23,start_dates|end_dates|glacier_area|region|combined_gt|combined_gt_errors|combined_mwe|combined_mwe_errors|altimetry_gt|altimetry_gt_errors|altimetry_mwe|altimetry_mwe_errors|altimetry_annual_variability|gravimetry_gt|gravimetry_gt_errors|gravimetry_mwe|gravimetry_mwe_errors|gravimetry_annual_variability|demdiff_and_glaciological_gt|demdiff_and_glaciological_gt_errors|demdiff_and_glaciological_mwe|demdiff_and_glaciological_mwe_errors|demdiff_and_glaciological_annual_variability,1_alaska,results
results/hydrological_years/2_western_canada_us.csv,24,23,start_dates|end_dates|glacier_area|region|combined_gt|combined_gt_errors|combined_mwe|combined_mwe_errors|altimetry_gt|altimetry_gt_errors|altimetry_mwe|altimetry_mwe_errors|altimetry_annual_variability|gravimetry_gt|gravimetry_gt_errors|gravimetry_mwe|gravimetry_mwe_errors|gravimetry_annual_variability|demdiff_and_glaciological_gt|demdiff_and_glaciological_gt_errors|demdiff_and_glaciological_mwe|demdiff_and_glaciological_mwe_errors|demdiff_and_glaciological_annual_variability,2_western_canada_us,results
results/hydrological_years/3_arctic_canada_north.csv,24,23,start_dates|end_dates|glacier_area|region|combined_gt|combined_gt_errors|combined_mwe|combined_mwe_errors|altimetry_gt|altimetry_gt_errors|altimetry_mwe|altimetry_mwe_errors|altimetry_annual_variability|gravimetry_gt|gravimetry_gt_errors|gravimetry_mwe|gravimetry_mwe_errors|gravimetry_annual_variability|demdiff_and_glaciological_gt|demdiff_and_glaciological_gt_errors|demdiff_and_glaciological_mwe|demdiff_and_glaciological_mwe_errors|demdiff_and_glaciological_annual_variability,3_arctic_canada_north,results
results/hydrological_years/4_arctic_canada_south.csv,24,23,start_dates|end_dates|glacier_area|region|combined_gt|combined_gt_errors|combined_mwe|combined_mwe_errors|altimetry_gt|altimetry_gt_errors|altimetry_mwe|altimetry_mwe_errors|altimetry_annual_variability|gravimetry_gt|gravimetry_gt_errors|gravimetry_mwe|gravimetry_mwe_errors|gravimetry_annual_variability|demdiff_and_glaciological_gt|demdiff_and_glaciological_gt_errors|demdiff_and_glaciological_mwe|demdiff_and_glaciological_mwe_errors|demdiff_and_glaciological_annual_variability,4_arctic_canada_south,results
results/hydrological_years/5_greenland_periphery.csv,24,23,start_dates|end_dates|glacier_area|region|combined_gt|combined_gt_errors|combined_mwe|combined_mwe_errors|altimetry_gt|altimetry_gt_errors|altimetry_mwe|altimetry_mwe_errors|altimetry_annual_variability|gravimetry_gt|gravimetry_gt_errors|gravimetry_mwe|gravimetry_mwe_errors|gravimetry_annual_variability|demdiff_and_glaciological_gt|demdiff_and_glaciological_gt_errors|demdiff_and_glaciological_mwe|demdiff_and_glaciological_mwe_errors|demdiff_and_glaciological_annual_variability,5_greenland_periphery,results
results/hydrological_years/6_iceland.csv,24,23,start_dates|end_dates|glacier_area|region|combined_gt|combined_gt_errors|combined_mwe|combined_mwe_errors|altimetry_gt|altimetry_gt_errors|altimetry_mwe|altimetry_mwe_errors|altimetry_annual_variability|gravimetry_gt|gravimetry_gt_errors|gravimetry_mwe|gravimetry_mwe_errors|gravimetry_annual_variability|demdiff_and_glaciological_gt|demdiff_and_glaciological_gt_errors|demdiff_and_glaciological_mwe|demdiff_and_glaciological_mwe_errors|demdiff_and_glaciological_annual_variability,6_iceland,results
results/hydrological_years/7_svalbard.csv,24,23,start_dates|end_dates|glacier_area|region|combined_gt|combined_gt_errors|combined_mwe|combined_mwe_errors|altimetry_gt|altimetry_gt_errors|altimetry_mwe|altimetry_mwe_errors|altimetry_annual_variability|gravimetry_gt|gravimetry_gt_errors|gravimetry_mwe|gravimetry_mwe_errors|gravimetry_annual_variability|demdiff_and_glaciological_gt|demdiff_and_glaciological_gt_errors|demdiff_and_glaciological_mwe|demdiff_and_glaciological_mwe_errors|demdiff_and_glaciological_annual_variability,7_svalbard,results
results/hydrological_years/8_scandinavia.csv,24,23,start_dates|end_dates|glacier_area|region|combined_gt|combined_gt_errors|combined_mwe|combined_mwe_errors|altimetry_gt|altimetry_gt_errors|altimetry_mwe|altimetry_mwe_errors|altimetry_annual_variability|gravimetry_gt|gravimetry_gt_errors|gravimetry_mwe|gravimetry_mwe_errors|gravimetry_annual_variability|demdiff_and_glaciological_gt|demdiff_and_glaciological_gt_errors|demdiff_and_glaciological_mwe|demdiff_and_glaciological_mwe_errors|demdiff_and_glaciological_annual_variability,8_scandinavia,results
results/hydrological_years/9_russian_arctic.csv,24,23,start_dates|end_dates|glacier_area|region|combined_gt|combined_gt_errors|combined_mwe|combined_mwe_errors|altimetry_gt|altimetry_gt_errors|altimetry_mwe|altimetry_mwe_errors|altimetry_annual_variability|gravimetry_gt|gravimetry_gt_errors|gravimetry_mwe|gravimetry_mwe_errors|gravimetry_annual_variability|demdiff_and_glaciological_gt|demdiff_and_glaciological_gt_errors|demdiff_and_glaciological_mwe|demdiff_and_glaciological_mwe_errors|demdiff_and_glaciological_annual_variability,9_russian_arctic,results
