file,region_code,region,dataset_name,method,author,unit,unit_type,n_records,start_min,end_max,median_duration_years
data/glambie/input/19_antarctic_and_subantarctic/antarctic_and_subantarctic_altimetry_Jakob_Gourmelen_Jakob_et_al.csv,19_antarctic_and_subantarctic,Antarctic & Subantarctic,antarctic_and_subantarctic_altimetry_Jakob_Gourmelen_Jakob_et_al,altimetry,Jakob et al.,m,m,120,2010.6666666666667,2020.6666666666667,0.08333333333325754
data/glambie/input/19_antarctic_and_subantarctic/antarctic_and_subantarctic_altimetry_Khan_Khan_et_al.csv,19_antarctic_and_subantarctic,Antarctic & Subantarctic,antarctic_and_subantarctic_altimetry_Khan_Khan_et_al,altimetry,Khan et al.,m,m,3,2003.0833333333333,2023.3333333333333,6.6666666666667425
data/glambie/input/19_antarctic_and_subantarctic/antarctic_and_subantarctic_combined_DUS-combined_Dussaillant_et_al.csv,19_antarctic_and_subantarctic,Antarctic & Subantarctic,antarctic_and_subantarctic_combined_DUS-combined_Dussaillant_et_al,combined,Dussaillant et al.,mwe,mwe,25,1999.25,2024.25,1.0
data/glambie/input/19_antarctic_and_subantarctic/antarctic_and_subantarctic_combined_Huss_Huss_et_al.csv,19_antarctic_and_subantarctic,Antarctic & Subantarctic,antarctic_and_subantarctic_combined_Huss_Huss_et_al,combined,Huss et al.,mwe,mwe,31,1990.25,2021.25,1.0
data/glambie/input/19_antarctic_and_subantarctic/antarctic_and_subantarctic_demdiff_ETH_Hugonnet_et_al.csv,19_antarctic_and_subantarctic,Antarctic & Subantarctic,antarctic_and_subantarctic_demdiff_ETH_Hugonnet_et_al,demdiff,Hugonnet et al.,m,m,4,2000.0,2020.0,5.0
data/glambie/input/19_antarctic_and_subantarctic/antarctic_and_subantarctic_glaciological_UZH_GlaciolSineWave_Zemp_et_al.csv,19_antarctic_and_subantarctic,Antarctic & Subantarctic,antarctic_and_subantarctic_glaciological_UZH_GlaciolSineWave_Zemp_et_al,glaciological,Zemp et al.,mwe,mwe,301,1999.1666666666667,2024.25,0.08333333333325754
data/glambie/input/19_antarctic_and_subantarctic/antarctic_and_subantarctic_glaciological_WGMS-beta_WGMS.csv,19_antarctic_and_subantarctic,Antarctic & Subantarctic,antarctic_and_subantarctic_glaciological_WGMS-beta_WGMS,glaciological,WGMS,mwe,mwe,25,1999.25,2024.25,1.0
data/glambie/input/1_alaska/alaska_altimetry_Jakob_Gourmelen_Jakob_et_al.csv,1_alaska,Alaska,alaska_altimetry_Jakob_Gourmelen_Jakob_et_al,altimetry,Jakob et al.,m,m,120,2010.6666666666667,2020.6666666666667,0.08333333333325754
data/glambie/input/1_alaska/alaska_combined_ArcticInSituvGRACE_Box_et_al.csv,1_alaska,Alaska,alaska_combined_ArcticInSituvGRACE_Box_et_al,combined,Box et al.,Gt,Gt,52,1970.75,2022.75,1.0
data/glambie/input/1_alaska/alaska_combined_Box2018_Box_et_al.csv,1_alaska,Alaska,alaska_combined_Box2018_Box_et_al,combined,Box et al.,Gt,Gt,13,2002.75,2015.75,1.0
data/glambie/input/1_alaska/alaska_combined_DUS-combined_Dussaillant_et_al.csv,1_alaska,Alaska,alaska_combined_DUS-combined_Dussaillant_et_al,combined,Dussaillant et al.,mwe,mwe,25,1999.75,2024.75,1.0
data/glambie/input/1_alaska/alaska_combined_Huss_Huss_et_al.csv,1_alaska,Alaska,alaska_combined_Huss_Huss_et_al,combined,Huss et al.,mwe,mwe,31,1990.75,2021.75,1.0
data/glambie/input/1_alaska/alaska_demdiff_ETH_Hugonnet_et_al.csv,1_alaska,Alaska,alaska_demdiff_ETH_Hugonnet_et_al,demdiff,Hugonnet et al.,m,m,4,2000.0,2020.0,5.0
data/glambie/input/1_alaska/alaska_glaciological_UZH_GlaciolSineWave_Zemp_et_al.csv,1_alaska,Alaska,alaska_glaciological_UZH_GlaciolSineWave_Zemp_et_al,glaciological,Zemp et al.,mwe,mwe,301,1999.6666666666667,2024.75,0.08333333333325754
data/glambie/input/1_alaska/alaska_glaciological_WGMS-beta_WGMS.csv,1_alaska,Alaska,alaska_glaciological_WGMS-beta_WGMS,glaciological,WGMS,mwe,mwe,25,1999.75,2024.75,1.0
data/glambie/input/1_alaska/alaska_gravimetry_Harig_Group_Harig_et_al.csv,1_alaska,Alaska,alaska_gravimetry_Harig_Group_Harig_et_al,gravimetry,Harig et al.,Gt,Gt,251,2002.25,2023.1666666666667,0.08333333333325754
data/glambie/input/1_alaska/alaska_gravimetry_Jacob_2012_dmdt_Jacob_et_al.csv,1_alaska,Alaska,alaska_gravimetry_Jacob_2012_dmdt_Jacob_et_al,gravimetry,Jacob et al.,Gt,Gt,1,2003.0,2010.9166666666667,7.9166666666667425
data/glambie/input/1_alaska/alaska_gravimetry_Sasgen_AWIarc_RL01_2_Sasgen_et_al.csv,1_alaska,Alaska,alaska_gravimetry_Sasgen_AWIarc_RL01_2_Sasgen_et_al,gravimetry,Sasgen et al.,Gt,Gt,248,2002.25,2022.9166666666667,0.08333333333325754
data/glambie/input/1_alaska/alaska_gravimetry_Velicogna_Sutterley_et_al.csv,1_alaska,Alaska,alaska_gravimetry_Velicogna_Sutterley_et_al,gravimetry,Sutterley et al.,gt,Gt,251,2002.25,2023.1666666666667,0.08333333333325754
data/glambie/input/1_alaska/alaska_gravimetry_Wouters_Wouters_et_al.csv,1_alaska,Alaska,alaska_gravimetry_Wouters_Wouters_et_al,gravimetry,Wouters et al.,Gt,Gt,236,2002.1666666666667,2021.8333333333333,0.08333333333325754
data/glambie/input/2_western_canada_us/western_canada_us_altimetry_Menounos_WNA_alt1_Menounos_et_al.csv,2_western_canada_us,Western Canada & US,western_canada_us_altimetry_Menounos_WNA_alt1_Menounos_et_al,altimetry,Menounos et al.,m,m,1,2013.0,2020.6666666666667,7.6666666666667425
data/glambie/input/2_western_canada_us/western_canada_us_altimetry_Menounos_WNA_is2gedi_Menounos_et_al.csv,2_western_canada_us,Western Canada & US,western_canada_us_altimetry_Menounos_WNA_is2gedi_Menounos_et_al,altimetry,Menounos et al.,m,m,1,2019.0,2023.0,4.0
data/glambie/input/2_western_canada_us/western_canada_us_combined_DUS-combined_Dussaillant_et_al.csv,2_western_canada_us,Western Canada & US,western_canada_us_combined_DUS-combined_Dussaillant_et_al,combined,Dussaillant et al.,mwe,mwe,25,1999.75,2024.75,1.0
data/glambie/input/2_western_canada_us/western_canada_us_combined_Huss_Huss_et_al.csv,2_western_canada_us,Western Canada & US,western_canada_us_combined_Huss_Huss_et_al,combined,Huss et al.,mwe,mwe,31,1990.75,2021.75,1.0
data/glambie/input/2_western_canada_us/western_canada_us_demdiff_ETH_Hugonnet_et_al.csv,2_western_canada_us,Western Canada & US,western_canada_us_demdiff_ETH_Hugonnet_et_al,demdiff,Hugonnet et al.,m,m,4,2000.0,2020.0,5.0
data/glambie/input/2_western_canada_us/western_canada_us_glaciological_Menounos_WNA_glac_Menounos_et_al.csv,2_western_canada_us,Western Canada & US,western_canada_us_glaciological_Menounos_WNA_glac_Menounos_et_al,glaciological,Menounos et al.,mwe,mwe,1,2015.75,2016.75,1.0
data/glambie/input/2_western_canada_us/western_canada_us_glaciological_UZH_GlaciolSineWave_Zemp_et_al.csv,2_western_canada_us,Western Canada & US,western_canada_us_glaciological_UZH_GlaciolSineWave_Zemp_et_al,glaciological,Zemp et al.,mwe,mwe,301,1999.6666666666667,2024.75,0.08333333333325754
data/glambie/input/2_western_canada_us/western_canada_us_glaciological_WGMS-beta_WGMS.csv,2_western_canada_us,Western Canada & US,western_canada_us_glaciological_WGMS-beta_WGMS,glaciological,WGMS,mwe,mwe,25,1999.75,2024.75,1.0
data/glambie/input/2_western_canada_us/western_canada_us_gravimetry_Harig_Group_Harig_et_al.csv,2_western_canada_us,Western Canada & US,western_canada_us_gravimetry_Harig_Group_Harig_et_al,gravimetry,Harig et al.,Gt,Gt,251,2002.25,2023.1666666666667,0.08333333333325754
data/glambie/input/2_western_canada_us/western_canada_us_gravimetry_Jacob_2012_dmdt_Jacob_et_al.csv,2_western_canada_us,Western Canada & US,western_canada_us_gravimetry_Jacob_2012_dmdt_Jacob_et_al,gravimetry,Jacob et al.,Gt,Gt,1,2003.0,2010.9166666666667,7.9166666666667425
data/glambie/input/2_western_canada_us/western_canada_us_gravimetry_Sasgen_AWIarc_RL01_2_Sasgen_et_al.csv,2_western_canada_us,Western Canada & US,western_canada_us_gravimetry_Sasgen_AWIarc_RL01_2_Sasgen_et_al,gravimetry,Sasgen et al.,Gt,Gt,248,2002.25,2022.9166666666667,0.08333333333325754
data/glambie/input/2_western_canada_us/western_canada_us_gravimetry_Wouters_Wouters_et_al.csv,2_western_canada_us,Western Canada & US,western_canada_us_gravimetry_Wouters_Wouters_et_al,gravimetry,Wouters et al.,Gt,Gt,236,2002.1666666666667,2021.8333333333333,0.08333333333325754
data/glambie/input/3_arctic_canada_north/arctic_canada_north_altimetry_Gardner2013_icesat_Gardner_et_al.csv,3_arctic_canada_north,Arctic Canada North,arctic_canada_north_altimetry_Gardner2013_icesat_Gardner_et_al,altimetry,Gardner et al.,m,m,1,2003.75,2009.75,6.0
data/glambie/input/3_arctic_canada_north/arctic_canada_north_altimetry_Jakob_Gourmelen_Jakob_et_al.csv,3_arctic_canada_north,Arctic Canada North,arctic_canada_north_altimetry_Jakob_Gourmelen_Jakob_et_al,altimetry,Jakob et al.,m,m,120,2010.6666666666667,2020.6666666666667,0.08333333333325754
data/glambie/input/3_arctic_canada_north/arctic_canada_north_altimetry_Khan_Khan_et_al.csv,3_arctic_canada_north,Arctic Canada North,arctic_canada_north_altimetry_Khan_Khan_et_al,altimetry,Khan et al.,m,m,3,2003.0833333333333,2023.3333333333333,6.6666666666667425
data/glambie/input/3_arctic_canada_north/arctic_canada_north_altimetry_Tepes_Tepes_et_al.csv,3_arctic_canada_north,Arctic Canada North,arctic_canada_north_altimetry_Tepes_Tepes_et_al,altimetry,Tepes et al.,m,m,1,2010.75,2017.6666666666667,6.9166666666667425
data/glambie/input/3_arctic_canada_north/arctic_canada_north_combined_ArcticInSituvGRACE_Box_et_al.csv,3_arctic_canada_north,Arctic Canada North,arctic_canada_north_combined_ArcticInSituvGRACE_Box_et_al,combined,Box et al.,Gt,Gt,52,1970.75,2022.75,1.0
data/glambie/input/3_arctic_canada_north/arctic_canada_north_combined_Box2018_Box_et_al.csv,3_arctic_canada_north,Arctic Canada North,arctic_canada_north_combined_Box2018_Box_et_al,combined,Box et al.,Gt,Gt,13,2002.75,2015.75,1.0
data/glambie/input/3_arctic_canada_north/arctic_canada_north_combined_Colgan2015_Colgan_et_al.csv,3_arctic_canada_north,Arctic Canada North,arctic_canada_north_combined_Colgan2015_Colgan_et_al,combined,Colgan et al.,m,m,1,2003.75,2009.75,6.0
data/glambie/input/3_arctic_canada_north/arctic_canada_north_combined_DUS-combined_Dussaillant_et_al.csv,3_arctic_canada_north,Arctic Canada North,arctic_canada_north_combined_DUS-combined_Dussaillant_et_al,combined,Dussaillant et al.,mwe,mwe,25,1999.75,2024.75,1.0
data/glambie/input/3_arctic_canada_north/arctic_canada_north_combined_Huss_Huss_et_al.csv,3_arctic_canada_north,Arctic Canada North,arctic_canada_north_combined_Huss_Huss_et_al,combined,Huss et al.,mwe,mwe,31,1990.75,2021.75,1.0
data/glambie/input/3_arctic_canada_north/arctic_canada_north_demdiff_ETH_Hugonnet_et_al.csv,3_arctic_canada_north,Arctic Canada North,arctic_canada_north_demdiff_ETH_Hugonnet_et_al,demdiff,Hugonnet et al.,m,m,4,2000.0,2020.0,5.0
data/glambie/input/3_arctic_canada_north/arctic_canada_north_demdiff_Zheng et al._Zheng_et_al.csv,3_arctic_canada_north,Arctic Canada North,arctic_canada_north_demdiff_Zheng et al._Zheng_et_al,demdiff,Zheng et al.,m,m,1,2012.25,2021.5,9.25
data/glambie/input/3_arctic_canada_north/arctic_canada_north_glaciological_UZH_GlaciolSineWave_Zemp_et_al.csv,3_arctic_canada_north,Arctic Canada North,arctic_canada_north_glaciological_UZH_GlaciolSineWave_Zemp_et_al,glaciological,Zemp et al.,mwe,mwe,301,1999.6666666666667,2024.75,0.08333333333325754
data/glambie/input/3_arctic_canada_north/arctic_canada_north_glaciological_WGMS-beta_WGMS.csv,3_arctic_canada_north,Arctic Canada North,arctic_canada_north_glaciological_WGMS-beta_WGMS,glaciological,WGMS,mwe,mwe,25,1999.75,2024.75,1.0
data/glambie/input/3_arctic_canada_north/arctic_canada_north_gravimetry_Harig_Group_Harig_et_al.csv,3_arctic_canada_north,Arctic Canada North,arctic_canada_north_gravimetry_Harig_Group_Harig_et_al,gravimetry,Harig et al.,Gt,Gt,251,2002.25,2023.1666666666667,0.08333333333325754
data/glambie/input/3_arctic_canada_north/arctic_canada_north_gravimetry_Jacob_2012_dmdt_Jacob_et_al.csv,3_arctic_canada_north,Arctic Canada North,arctic_canada_north_gravimetry_Jacob_2012_dmdt_Jacob_et_al,gravimetry,Jacob et al.,Gt,Gt,1,2003.0,2010.9166666666667,7.9166666666667425
data/glambie/input/3_arctic_canada_north/arctic_canada_north_gravimetry_LEGOS-MAGELLIUM-bis_Pfeffer_et_al.csv,3_arctic_canada_north,Arctic Canada North,arctic_canada_north_gravimetry_LEGOS-MAGELLIUM-bis_Pfeffer_et_al,gravimetry,Pfeffer et al.,Gt,Gt,245,2002.25,2022.6666666666667,0.08333333333325754
data/glambie/input/3_arctic_canada_north/arctic_canada_north_gravimetry_LEGOS-MAGELLIUM_Pfeffer_et_al.csv,3_arctic_canada_north,Arctic Canada North,arctic_canada_north_gravimetry_LEGOS-MAGELLIUM_Pfeffer_et_al,gravimetry,Pfeffer et al.,Gt,Gt,245,2002.25,2022.6666666666667,0.08333333333325754
data/glambie/input/3_arctic_canada_north/arctic_canada_north_gravimetry_Sasgen_AWIarc_RL01_2_Sasgen_et_al.csv,3_arctic_canada_north,Arctic Canada North,arctic_canada_north_gravimetry_Sasgen_AWIarc_RL01_2_Sasgen_et_al,gravimetry,Sasgen et al.,Gt,Gt,248,2002.25,2022.9166666666667,0.08333333333325754
data/glambie/input/3_arctic_canada_north/arctic_canada_north_gravimetry_Velicogna_Sutterley_et_al.csv,3_arctic_canada_north,Arctic Canada North,arctic_canada_north_gravimetry_Velicogna_Sutterley_et_al,gravimetry,Sutterley et al.,gt,Gt,251,2002.25,2023.1666666666667,0.08333333333325754
data/glambie/input/3_arctic_canada_north/arctic_canada_north_gravimetry_Wouters_Wouters_et_al.csv,3_arctic_canada_north,Arctic Canada North,arctic_canada_north_gravimetry_Wouters_Wouters_et_al,gravimetry,Wouters et al.,Gt,Gt,236,2002.1666666666667,2021.8333333333333,0.08333333333325754
data/glambie/input/4_arctic_canada_south/arctic_canada_south_altimetry_Gardner2013_icesat_Gardner_et_al.csv,4_arctic_canada_south,Arctic Canada South,arctic_canada_south_altimetry_Gardner2013_icesat_Gardner_et_al,altimetry,Gardner et al.,m,m,1,2003.75,2009.75,6.0
data/glambie/input/4_arctic_canada_south/arctic_canada_south_altimetry_Jakob_Gourmelen_Jakob_et_al.csv,4_arctic_canada_south,Arctic Canada South,arctic_canada_south_altimetry_Jakob_Gourmelen_Jakob_et_al,altimetry,Jakob et al.,m,m,120,2010.6666666666667,2020.6666666666667,0.08333333333325754
data/glambie/input/4_arctic_canada_south/arctic_canada_south_altimetry_Khan_Khan_et_al.csv,4_arctic_canada_south,Arctic Canada South,arctic_canada_south_altimetry_Khan_Khan_et_al,altimetry,Khan et al.,m,m,3,2003.0833333333333,2023.3333333333333,6.6666666666667425
data/glambie/input/4_arctic_canada_south/arctic_canada_south_altimetry_Tepes_Tepes_et_al.csv,4_arctic_canada_south,Arctic Canada South,arctic_canada_south_altimetry_Tepes_Tepes_et_al,altimetry,Tepes et al.,m,m,1,2010.75,2017.6666666666667,6.9166666666667425
data/glambie/input/4_arctic_canada_south/arctic_canada_south_combined_ArcticInSituvGRACE_Box_et_al.csv,4_arctic_canada_south,Arctic Canada South,arctic_canada_south_combined_ArcticInSituvGRACE_Box_et_al,combined,Box et al.,Gt,Gt,52,1970.75,2022.75,1.0
data/glambie/input/4_arctic_canada_south/arctic_canada_south_combined_Box2018_Box_et_al.csv,4_arctic_canada_south,Arctic Canada South,arctic_canada_south_combined_Box2018_Box_et_al,combined,Box et al.,Gt,Gt,13,2002.75,2015.75,1.0
data/glambie/input/4_arctic_canada_south/arctic_canada_south_combined_Colgan2015_Colgan_et_al.csv,4_arctic_canada_south,Arctic Canada South,arctic_canada_south_combined_Colgan2015_Colgan_et_al,combined,Colgan et al.,m,m,1,2003.75,2009.75,6.0
data/glambie/input/4_arctic_canada_south/arctic_canada_south_combined_DUS-combined_Dussaillant_et_al.csv,4_arctic_canada_south,Arctic Canada South,arctic_canada_south_combined_DUS-combined_Dussaillant_et_al,combined,Dussaillant et al.,mwe,mwe,25,1999.75,2024.75,1.0
data/glambie/input/4_arctic_canada_south/arctic_canada_south_combined_Huss_Huss_et_al.csv,4_arctic_canada_south,Arctic Canada South,arctic_canada_south_combined_Huss_Huss_et_al,combined,Huss et al.,mwe,mwe,31,1990.75,2021.75,1.0
data/glambie/input/4_arctic_canada_south/arctic_canada_south_demdiff_ETH_Hugonnet_et_al.csv,4_arctic_canada_south,Arctic Canada South,arctic_canada_south_demdiff_ETH_Hugonnet_et_al,demdiff,Hugonnet et al.,m,m,4,2000.0,2020.0,5.0
data/glambie/input/4_arctic_canada_south/arctic_canada_south_demdiff_Zheng et al._Zheng_et_al.csv,4_arctic_canada_south,Arctic Canada South,arctic_canada_south_demdiff_Zheng et al._Zheng_et_al,demdiff,Zheng et al.,m,m,1,2012.25,2021.5,9.25
data/glambie/input/4_arctic_canada_south/arctic_canada_south_glaciological_UZH_GlaciolSineWave_Zemp_et_al.csv,4_arctic_canada_south,Arctic Canada South,arctic_canada_south_glaciological_UZH_GlaciolSineWave_Zemp_et_al,glaciological,Zemp et al.,mwe,mwe,301,1999.6666666666667,2024.75,0.08333333333325754
data/glambie/input/4_arctic_canada_south/arctic_canada_south_glaciological_WGMS-beta_WGMS.csv,4_arctic_canada_south,Arctic Canada South,arctic_canada_south_glaciological_WGMS-beta_WGMS,glaciological,WGMS,mwe,mwe,25,1999.75,2024.75,1.0
data/glambie/input/4_arctic_canada_south/arctic_canada_south_gravimetry_Harig_Group_Harig_et_al.csv,4_arctic_canada_south,Arctic Canada South,arctic_canada_south_gravimetry_Harig_Group_Harig_et_al,gravimetry,Harig et al.,Gt,Gt,251,2002.25,2023.1666666666667,0.08333333333325754
data/glambie/input/4_arctic_canada_south/arctic_canada_south_gravimetry_Jacob_2012_dmdt_Jacob_et_al.csv,4_arctic_canada_south,Arctic Canada South,arctic_canada_south_gravimetry_Jacob_2012_dmdt_Jacob_et_al,gravimetry,Jacob et al.,Gt,Gt,1,2003.0,2010.9166666666667,7.9166666666667425
data/glambie/input/4_arctic_canada_south/arctic_canada_south_gravimetry_LEGOS-MAGELLIUM-bis_Pfeffer_et_al.csv,4_arctic_canada_south,Arctic Canada South,arctic_canada_south_gravimetry_LEGOS-MAGELLIUM-bis_Pfeffer_et_al,gravimetry,Pfeffer et al.,Gt,Gt,245,2002.25,2022.6666666666667,0.08333333333325754
data/glambie/input/4_arctic_canada_south/arctic_canada_south_gravimetry_LEGOS-MAGELLIUM_Pfeffer_et_al.csv,4_arctic_canada_south,Arctic Canada South,arctic_canada_south_gravimetry_LEGOS-MAGELLIUM_Pfeffer_et_al,gravimetry,Pfeffer et al.,Gt,Gt,245,2002.25,2022.6666666666667,0.08333333333325754
data/glambie/input/4_arctic_canada_south/arctic_canada_south_gravimetry_Sasgen_AWIarc_RL01_2_Sasgen_et_al.csv,4_arctic_canada_south,Arctic Canada South,arctic_canada_south_gravimetry_Sasgen_AWIarc_RL01_2_Sasgen_et_al,gravimetry,Sasgen et al.,Gt,Gt,248,2002.25,2022.9166666666667,0.08333333333325754
data/glambie/input/4_arctic_canada_south/arctic_canada_south_gravimetry_Velicogna_Sutterley_et_al.csv,4_arctic_canada_south,Arctic Canada South,arctic_canada_south_gravimetry_Velicogna_Sutterley_et_al,gravimetry,Sutterley et al.,gt,Gt,251,2002.25,2023.1666666666667,0.08333333333325754
data/glambie/input/4_arctic_canada_south/arctic_canada_south_gravimetry_Wouters_Wouters_et_al.csv,4_arctic_canada_south,Arctic Canada South,arctic_canada_south_gravimetry_Wouters_Wouters_et_al,gravimetry,Wouters et al.,Gt,Gt,236,2002.1666666666667,2021.8333333333333,0.08333333333325754
data/glambie/input/5_greenland_periphery/greenland_periphery_altimetry_Bolch_2013_Bolch_et_al.csv,5_greenland_periphery,Greenland Periphery,greenland_periphery_altimetry_Bolch_2013_Bolch_et_al,altimetry,Bolch et al.,m,m,1,2003.75,2008.1666666666667,4.4166666666667425
data/glambie/input/5_greenland_periphery/greenland_periphery_altimetry_Gardner2013_icesat_Gardner_et_al.csv,5_greenland_periphery,Greenland Periphery,greenland_periphery_altimetry_Gardner2013_icesat_Gardner_et_al,altimetry,Gardner et al.,m,m,1,2003.75,2009.75,6.0
data/glambie/input/5_greenland_periphery/greenland_periphery_altimetry_Jakob_Gourmelen_Jakob_et_al.csv,5_greenland_periphery,Greenland Periphery,greenland_periphery_altimetry_Jakob_Gourmelen_Jakob_et_al,altimetry,Jakob et al.,m,m,120,2010.6666666666667,2020.6666666666667,0.08333333333325754
data/glambie/input/5_greenland_periphery/greenland_periphery_altimetry_Khan_Khan_et_al.csv,5_greenland_periphery,Greenland Periphery,greenland_periphery_altimetry_Khan_Khan_et_al,altimetry,Khan et al.,m,m,3,2003.0833333333333,2021.9166666666667,6.6666666666667425
data/glambie/input/5_greenland_periphery/greenland_periphery_altimetry_Nilsson_Gardner_Nilsson_et_al.csv,5_greenland_periphery,Greenland Periphery,greenland_periphery_altimetry_Nilsson_Gardner_Nilsson_et_al,altimetry,Nilsson et al.,m,m,359,1992.0,2021.9166666666667,0.08333333333325754
data/glambie/input/5_greenland_periphery/greenland_periphery_combined_Colgan2015_Colgan_et_al.csv,5_greenland_periphery,Greenland Periphery,greenland_periphery_combined_Colgan2015_Colgan_et_al,combined,Colgan et al.,m,m,1,2003.75,2009.75,6.0
data/glambie/input/5_greenland_periphery/greenland_periphery_combined_DUS-combined_Dussaillant_et_al.csv,5_greenland_periphery,Greenland Periphery,greenland_periphery_combined_DUS-combined_Dussaillant_et_al,combined,Dussaillant et al.,mwe,mwe,25,1999.75,2024.75,1.0
data/glambie/input/5_greenland_periphery/greenland_periphery_combined_Huss_Huss_et_al.csv,5_greenland_periphery,Greenland Periphery,greenland_periphery_combined_Huss_Huss_et_al,combined,Huss et al.,mwe,mwe,31,1990.75,2021.75,1.0
data/glambie/input/5_greenland_periphery/greenland_periphery_demdiff_DLR_Abdullahi_et_al.csv,5_greenland_periphery,Greenland Periphery,greenland_periphery_demdiff_DLR_Abdullahi_et_al,demdiff,Abdullahi et al.,m,m,1,2010.9166666666667,2017.75,6.8333333333332575
data/glambie/input/5_greenland_periphery/greenland_periphery_demdiff_ETH_Hugonnet_et_al.csv,5_greenland_periphery,Greenland Periphery,greenland_periphery_demdiff_ETH_Hugonnet_et_al,demdiff,Hugonnet et al.,m,m,4,2000.0,2020.0,5.0
data/glambie/input/5_greenland_periphery/greenland_periphery_demdiff_Zheng et al._Zheng_et_al.csv,5_greenland_periphery,Greenland Periphery,greenland_periphery_demdiff_Zheng et al._Zheng_et_al,demdiff,Zheng et al.,m,m,1,2012.3333333333333,2021.5833333333333,9.25
data/glambie/input/5_greenland_periphery/greenland_periphery_glaciological_UZH_GlaciolSineWave_Zemp_et_al.csv,5_greenland_periphery,Greenland Periphery,greenland_periphery_glaciological_UZH_GlaciolSineWave_Zemp_et_al,glaciological,Zemp et al.,mwe,mwe,301,1999.6666666666667,2024.75,0.08333333333325754
data/glambie/input/5_greenland_periphery/greenland_periphery_glaciological_WGMS-beta_WGMS.csv,5_greenland_periphery,Greenland Periphery,greenland_periphery_glaciological_WGMS-beta_WGMS,glaciological,WGMS,mwe,mwe,25,1999.75,2024.75,1.0
data/glambie/input/6_iceland/iceland_altimetry_Foresta_Foresta_et_al.csv,6_iceland,Iceland,iceland_altimetry_Foresta_Foresta_et_al,altimetry,Foresta et al.,m,m,1,2010.75,2015.6666666666667,4.9166666666667425
data/glambie/input/6_iceland/iceland_altimetry_Jakob_Gourmelen_Jakob_et_al.csv,6_iceland,Iceland,iceland_altimetry_Jakob_Gourmelen_Jakob_et_al,altimetry,Jakob et al.,m,m,120,2010.6666666666667,2020.6666666666667,0.08333333333325754
data/glambie/input/6_iceland/iceland_altimetry_Tepes_Tepes_et_al.csv,6_iceland,Iceland,iceland_altimetry_Tepes_Tepes_et_al,altimetry,Tepes et al.,m,m,1,2010.75,2017.6666666666667,6.9166666666667425
data/glambie/input/6_iceland/iceland_combined_ArcticInSituvGRACE_Box_et_al.csv,6_iceland,Iceland,iceland_combined_ArcticInSituvGRACE_Box_et_al,combined,Box et al.,Gt,Gt,34,1988.75,2022.75,1.0
data/glambie/input/6_iceland/iceland_combined_Box2018_Box_et_al.csv,6_iceland,Iceland,iceland_combined_Box2018_Box_et_al,combined,Box et al.,Gt,Gt,13,2002.75,2015.75,1.0
data/glambie/input/6_iceland/iceland_combined_DUS-combined_Dussaillant_et_al.csv,6_iceland,Iceland,iceland_combined_DUS-combined_Dussaillant_et_al,combined,Dussaillant et al.,mwe,mwe,25,1999.75,2024.75,1.0
data/glambie/input/6_iceland/iceland_combined_Huss_Huss_et_al.csv,6_iceland,Iceland,iceland_combined_Huss_Huss_et_al,combined,Huss et al.,mwe,mwe,31,1990.75,2021.75,1.0
data/glambie/input/6_iceland/iceland_combined_Iceland-mb-group_smb_Palsson_et_al.csv,6_iceland,Iceland,iceland_combined_Iceland-mb-group_smb_Palsson_et_al,combined,Palsson et al.,mwe,mwe,26,1996.75,2022.75,1.0
data/glambie/input/6_iceland/iceland_combined_Iceland-mb-group_tot_Palsson_et_al.csv,6_iceland,Iceland,iceland_combined_Iceland-mb-group_tot_Palsson_et_al,combined,Palsson et al.,mwe,mwe,26,1996.75,2022.75,1.0
data/glambie/input/6_iceland/iceland_demdiff_ETH_Hugonnet_et_al.csv,6_iceland,Iceland,iceland_demdiff_ETH_Hugonnet_et_al,demdiff,Hugonnet et al.,m,m,4,2000.0,2020.0,5.0
data/glambie/input/6_iceland/iceland_demdiff_UIO_ASTER_Piermattei_et_al.csv,6_iceland,Iceland,iceland_demdiff_UIO_ASTER_Piermattei_et_al,demdiff,Piermattei et al.,m,m,2,2003.75,2019.75,8.0
data/glambie/input/6_iceland/iceland_demdiff_UIO_SPOT5ArticDEM_Piermattei_et_al.csv,6_iceland,Iceland,iceland_demdiff_UIO_SPOT5ArticDEM_Piermattei_et_al,demdiff,Piermattei et al.,m,m,2,2003.75,2021.75,9.0
data/glambie/input/6_iceland/iceland_demdiff_Zheng et al._Zheng_et_al.csv,6_iceland,Iceland,iceland_demdiff_Zheng et al._Zheng_et_al,demdiff,Zheng et al.,m,m,1,2012.5833333333333,2021.5833333333333,9.0
data/glambie/input/6_iceland/iceland_glaciological_UZH_GlaciolSineWave_Zemp_et_al.csv,6_iceland,Iceland,iceland_glaciological_UZH_GlaciolSineWave_Zemp_et_al,glaciological,Zemp et al.,mwe,mwe,301,1999.6666666666667,2024.75,0.08333333333325754
data/glambie/input/6_iceland/iceland_glaciological_WGMS-beta_WGMS.csv,6_iceland,Iceland,iceland_glaciological_WGMS-beta_WGMS,glaciological,WGMS,mwe,mwe,25,1999.75,2024.75,1.0
data/glambie/input/6_iceland/iceland_gravimetry_Harig_Group_Harig_et_al.csv,6_iceland,Iceland,iceland_gravimetry_Harig_Group_Harig_et_al,gravimetry,Harig et al.,Gt,Gt,251,2002.25,2023.1666666666667,0.08333333333325754
