year,region,region_code,method_group,gt,gt_error,mwe,mwe_error,annual_variability_native,combined_gt,combined_mwe,gt_diff_vs_combined,abs_gt_diff_vs_combined
2008,South Asia West,14_south_asia_west,demdiff_and_glaciological,17.464323137092922,4.937305795791409,0.5398081223414644,0.1452006590226665,1.0,15.822348791579795,0.4890560215342048,1.6419743455131268,1.6419743455131268
2009,South Asia West,14_south_asia_west,altimetry,9.882946292237936,7.605801597331719,0.3066157273851299,0.2267805650904974,,10.325027926555457,0.3203311901491371,-0.4420816343175211,0.4420816343175211
2009,South Asia West,14_south_asia_west,demdiff_and_glaciological,10.76710956087297,5.109043341528756,0.3340466529131443,0.1518079048598421,1.0,10.325027926555457,0.3203311901491371,0.442081634317514,0.442081634317514
2010,South Asia West,14_south_asia_west,altimetry,3.2829081750433824,7.59150710232494,0.1022334769884109,0.2267805650904974,,3.724989809360901,0.1160003995397557,-0.44208163431751846,0.44208163431751846
2010,South Asia West,14_south_asia_west,demdiff_and_glaciological,4.167071443678419,4.586697228274555,0.1297673220911006,0.1369086552209621,1.0,3.724989809360901,0.1160003995397557,0.44208163431751846,0.44208163431751846
2011,South Asia West,14_south_asia_west,altimetry,1.1644477834688232,5.346072375551899,0.0363987887771597,0.1597307211585321,1.0,-4.56554252757665,-0.1427116101499725,5.729990311045473,5.729990311045473
2011,South Asia West,14_south_asia_west,demdiff_and_glaciological,-10.29553283862212,4.653855865806237,-0.3218220090771047,0.1382035096734965,1.0,-4.56554252757665,-0.1427116101499725,-5.729990311045471,5.729990311045471
2012,South Asia West,14_south_asia_west,altimetry,-18.51400920646499,6.6769062010626055,-0.5809062728752797,0.1975786838707942,1.0,-13.385802025121812,-0.4200006750101746,-5.128207181343178,5.128207181343178
2012,South Asia West,14_south_asia_west,demdiff_and_glaciological,-8.25759484377863,4.764585748908844,-0.2590950771450694,0.1418298865169886,1.0,-13.385802025121812,-0.4200006750101746,5.128207181343182,5.128207181343182
2013,South Asia West,14_south_asia_west,altimetry,2.1615094713135066,5.315370818613218,0.0680781299393721,0.1587900013096001,1.0,-1.8653693990322708,-0.0587510080421149,4.026878870345778,4.026878870345778
2013,South Asia West,14_south_asia_west,demdiff_and_glaciological,-5.892248269378048,4.648911248843885,-0.1855801460236019,0.1386298647320386,1.0,-1.8653693990322708,-0.0587510080421149,-4.026878870345778,4.026878870345778
2014,South Asia West,14_south_asia_west,altimetry,1.6704963716824048,5.30342741367022,0.0528137674343855,0.1584463127142706,1.0,-1.0298054748840433,-0.032557931747201,2.700301846566448,2.700301846566448
2014,South Asia West,14_south_asia_west,demdiff_and_glaciological,-3.730107321450489,4.747940863261957,-0.1179296309287876,0.141758580107311,1.0,-1.0298054748840433,-0.032557931747201,-2.700301846566446,2.700301846566446
2015,South Asia West,14_south_asia_west,altimetry,-21.93295895227818,7.131910789828296,-0.6960753856231016,0.2105665378001599,1.0,-11.50718904858852,-0.3651979229916991,-10.42576990368966,10.42576990368966
2015,South Asia West,14_south_asia_west,demdiff_and_glaciological,-1.081419144898856,5.044204930522065,-0.0343204603602966,0.1507117610431971,1.0,-11.50718904858852,-0.3651979229916991,10.425769903689664,10.425769903689664
2016,South Asia West,14_south_asia_west,altimetry,4.328941348089828,5.410612655590237,0.1379127889176991,0.1615392390668789,1.0,-2.5142471767577974,-0.0800996854180348,6.8431885248476245,6.8431885248476245
2016,South Asia West,14_south_asia_west,demdiff_and_glaciological,-9.35743570160542,5.58898528500062,-0.2981121597537688,0.1664122292606807,1.0,-2.5142471767577974,-0.0800996854180348,-6.843188524847623,6.843188524847623
2017,South Asia West,14_south_asia_west,altimetry,-6.76759558642774,5.69570083293346,-0.2164349662999118,0.169886459615666,1.0,-4.83968449536793,-0.1547783015814146,-1.9279110910598103,1.9279110910598103
2017,South Asia West,14_south_asia_west,demdiff_and_glaciological,-2.911773404308116,5.437002506705856,-0.0931216368629174,0.1623989256781481,1.0,-4.83968449536793,-0.1547783015814146,1.9279110910598138,1.9279110910598138
2018,South Asia West,14_south_asia_west,altimetry,3.6422389575170993,7.591916828508775,0.1169332704841817,0.2267805650904974,,3.423873011989204,0.1099226804403164,0.21836594552789546,0.21836594552789546
2018,South Asia West,14_south_asia_west,demdiff_and_glaciological,3.205507066461308,5.958036155483743,0.1029120903964512,0.1779611954788721,1.0,3.423873011989204,0.1099226804403164,-0.2183659455278959,0.2183659455278959
2019,South Asia West,14_south_asia_west,altimetry,8.461849514543132,7.601515875958723,0.2727206929259369,0.2267805650904974,,9.057624071758845,0.291922174799641,-0.5957745572157123,0.5957745572157123
2019,South Asia West,14_south_asia_west,demdiff_and_glaciological,9.65339862897455,6.798306755852923,0.3111236566733451,0.2026202139398594,1.0,9.057624071758845,0.291922174799641,0.5957745572157052,0.5957745572157052
2020,South Asia West,14_south_asia_west,demdiff_and_glaciological,-11.966186896834143,7.322549445632984,-0.387166932040426,0.218065577942316,1.0,-12.066232221309956,-0.390403906498224,0.10004532447581305,0.10004532447581305
2021,South Asia West,14_south_asia_west,demdiff_and_glaciological,-30.537577145299675,11.510316394484208,-0.9919124319219952,0.3408878423968416,1.0,-30.637232471759127,-0.9951494063797932,0.09965532645945174,0.09965532645945174
2022,South Asia West,14_south_asia_west,demdiff_and_glaciological,-10.866834668843008,11.257013221132732,-0.3543600450617337,0.3359665761453618,1.0,-10.966099997286092,-0.3575970195195317,0.09926532844308333,0.09926532844308333
1999,South Asia East,15_south_asia_east,altimetry,-1.7036647388283273,1.9188066000991089,-0.1144961862139008,0.1304929353763579,,-1.13805405392391,-0.0764838561894347,-0.5656106849044173,0.5656106849044173
1999,South Asia East,15_south_asia_east,demdiff_and_glaciological,-0.5724433690194911,3.5811590629041685,-0.0384715261649686,0.2437776666988424,1.0,-1.13805405392391,-0.0764838561894347,0.5656106849044188,0.5656106849044188
2000,South Asia East,15_south_asia_east,altimetry,-8.685271612383808,1.9654891101657836,-0.5864218162928649,0.1304929353763579,,-8.597968183300948,-0.5805271663917188,-0.08730342908286026,0.08730342908286026
2000,South Asia East,15_south_asia_east,demdiff_and_glaciological,-8.510664754218087,2.266955045432646,-0.5746325164905726,0.1515785430127331,1.0,-8.597968183300948,-0.5805271663917188,0.08730342908286026,0.08730342908286026
2001,South Asia East,15_south_asia_east,altimetry,-6.848260364379868,1.9472568551102665,-0.4645540423093768,0.1304929353763579,,-6.760956935297009,-0.4586317848702666,-0.08730342908285937,0.08730342908285937
2001,South Asia East,15_south_asia_east,demdiff_and_glaciological,-6.6736535062141495,2.2783505334165586,-0.4527095274311564,0.1534250386340976,1.0,-6.760956935297009,-0.4586317848702666,0.08730342908285937,0.08730342908285937
2002,South Asia East,15_south_asia_east,altimetry,-7.796000612225513,1.9561458658782669,-0.5313328126744861,0.1304929353763579,,-7.708697183142653,-0.525382687881271,-0.08730342908286026,0.08730342908286026
2002,South Asia East,15_south_asia_east,demdiff_and_glaciological,-7.621393754059794,2.576359419405591,-0.5194325630880559,0.1734551786633774,1.0,-7.708697183142653,-0.525382687881271,0.08730342908285937,0.08730342908285937
2003,South Asia East,15_south_asia_east,altimetry,-10.7795445722383,2.410035203169777,-0.7381482480633609,0.1599064935029226,,-10.3122353167156,-0.7061484259970147,-0.4673092555227001,0.4673092555227001
2003,South Asia East,15_south_asia_east,demdiff_and_glaciological,-9.8449260611929,2.668234577763977,-0.6741486039306684,0.1785208867087587,1.0,-10.3122353167156,-0.7061484259970147,0.4673092555227001,0.4673092555227001
2004,South Asia East,15_south_asia_east,altimetry,-4.244329533224465,2.3585608028036744,-0.292018517687698,0.1599064935029226,,-3.9533909617017895,-0.272001351318035,-0.29093857152267555,0.29093857152267555
2004,South Asia East,15_south_asia_east,demdiff_and_glaciological,-3.662452390179113,2.2285973499604714,-0.251984184948372,0.1511975225938178,1.0,-3.9533909617017895,-0.272001351318035,0.29093857152267644,0.29093857152267644
2005,South Asia East,15_south_asia_east,altimetry,-12.046967057202668,2.424994178497904,-0.8328119247875243,0.1599064935029226,,-11.756028485679993,-0.812699218361564,-0.2909385715226751,0.2909385715226751
2005,South Asia East,15_south_asia_east,demdiff_and_glaciological,-11.465089914157314,2.174264248926517,-0.7925865119356036,0.1427747791299047,1.0,-11.756028485679993,-0.812699218361564,0.29093857152267866,0.29093857152267866
2006,South Asia East,15_south_asia_east,altimetry,-5.528780802200302,2.36520438238482,-0.3840399404022028,0.1599064935029226,,-5.237842230677625,-0.3638307775387005,-0.2909385715226769,0.2909385715226769
2006,South Asia East,15_south_asia_east,demdiff_and_glaciological,-4.946903659154948,2.2638348195786104,-0.3436216146751982,0.1531867123225231,1.0,-5.237842230677625,-0.3638307775387005,0.2909385715226769,0.2909385715226769
2007,South Asia East,15_south_asia_east,altimetry,-6.534697069839202,2.371608924768547,-0.456100217643676,0.1599064935029226,,-6.243758498316526,-0.4357936687135206,-0.290938571522676,0.290938571522676
2007,South Asia East,15_south_asia_east,demdiff_and_glaciological,-5.952819926793848,2.0612926762168824,-0.4154871197833651,0.1388508201161372,1.0,-6.243758498316526,-0.4357936687135206,0.29093857152267866,0.29093857152267866
2008,South Asia East,15_south_asia_east,altimetry,-5.3654526962271145,1.9355962366456256,-0.3763042067879283,0.1304929353763579,,-5.454519951144276,-0.3825509085314641,0.08906725491716116,0.08906725491716116
2008,South Asia East,15_south_asia_east,demdiff_and_glaciological,-5.543587206061438,2.0615485096514488,-0.3887976102749999,0.1390645307457441,1.0,-5.454519951144276,-0.3825509085314641,-0.08906725491716205,0.08906725491716205
2009,South Asia East,15_south_asia_east,altimetry,-5.849316471917793,1.9390974299141608,-0.4122359746061558,0.1304929353763579,,-6.180381708765954,-0.4355681025950476,0.33106523684816125,0.33106523684816125
2009,South Asia East,15_south_asia_east,demdiff_and_glaciological,-6.5114469456141135,2.015896500109973,-0.4589002305839394,0.1354295285757626,1.0,-6.180381708765954,-0.4355681025950476,-0.33106523684815947,0.33106523684815947
2010,South Asia East,15_south_asia_east,altimetry,2.5537749654390374,1.921162929364228,0.1808596740591066,0.1304929353763579,,2.2227097285908783,0.1574134614370147,0.33106523684815903,0.33106523684815903
2010,South Asia East,15_south_asia_east,demdiff_and_glaciological,1.8916444917427169,1.9784354376954167,0.1339672488149227,0.1345269225819153,1.0,2.2227097285908783,0.1574134614370147,-0.33106523684816147,0.33106523684816147
2011,South Asia East,15_south_asia_east,altimetry,-2.0027134818272407,1.9889505392855256,-0.1425301270360262,0.135225019796588,1.0,-6.881244800625748,-0.4897279139022581,4.878531318798506,4.878531318798506
2011,South Asia East,15_south_asia_east,demdiff_and_glaciological,-11.759776119424252,2.0478637003716087,-0.8369257007684899,0.1335372869884021,1.0,-6.881244800625748,-0.4897279139022581,-4.878531318798505,4.878531318798505
2012,South Asia East,15_south_asia_east,altimetry,-12.374962902913037,3.4297945820747446,-0.8850564560015726,0.229650581632391,1.0,-6.8396695064383,-0.4891726707451647,-5.535293396474737,5.535293396474737
2012,South Asia East,15_south_asia_east,demdiff_and_glaciological,-1.304376109963562,1.9889211147623929,-0.0932888854887568,0.1353219105336072,1.0,-6.8396695064383,-0.4891726707451647,5.535293396474738,5.535293396474738
2013,South Asia East,15_south_asia_east,altimetry,-6.476545616302391,2.4316176549075768,-0.4655006638387498,0.1640566174271981,1.0,-7.157727876074961,-0.5144605280789009,0.6811822597725703,0.6811822597725703
2013,South Asia East,15_south_asia_east,demdiff_and_glaciological,-7.838910135847527,2.028018660890743,-0.5634203923190518,0.1354534288340306,1.0,-7.157727876074961,-0.5144605280789009,-0.6811822597725659,0.6811822597725659
2014,South Asia East,15_south_asia_east,altimetry,-8.356116846189417,2.7560266862852014,-0.6035897861937812,0.1854466290964338,1.0,-6.894544938358632,-0.4980156431327349,-1.461571907830785,1.461571907830785
2014,South Asia East,15_south_asia_east,demdiff_and_glaciological,-5.432973030527847,2.008567010584895,-0.3924415000716886,0.1354758364763301,1.0,-6.894544938358632,-0.4980156431327349,1.461571907830785,1.461571907830785
2015,South Asia East,15_south_asia_east,altimetry,-1.7778348646567457,2.0614385182049872,-0.129062508037606,0.1402007751399434,1.0,-2.841941189515999,-0.2063116574582024,1.0641063248592535,1.0641063248592535
2015,South Asia East,15_south_asia_east,demdiff_and_glaciological,-3.906047514375251,2.253956303896452,-0.2835608068787987,0.1528597611696671,1.0,-2.841941189515999,-0.2063116574582024,-1.0641063248592517,1.0641063248592517
2016,South Asia East,15_south_asia_east,altimetry,-29.106764332097075,6.626760111478447,-2.12365920824103,0.4400998555298542,1.0,-19.62718600710296,-1.432019506540617,-9.479578324994115,9.479578324994115
2016,South Asia East,15_south_asia_east,demdiff_and_glaciological,-10.147607682108836,2.6350682522105684,-0.7403798048402039,0.1760241390086659,1.0,-19.62718600710296,-1.432019506540617,9.479578324994124,9.479578324994124
2017,South Asia East,15_south_asia_east,altimetry,7.189713947062231,2.515915755089424,0.5272246918075204,0.1695122577784361,1.0,-2.5673899739335453,-0.1882677666626665,9.757103920995776,9.757103920995776
2017,South Asia East,15_south_asia_east,demdiff_and_glaciological,-12.324493894929322,2.644940121097977,-0.9037602251328536,0.1750979719849622,1.0,-2.5673899739335453,-0.1882677666626665,-9.757103920995776,9.757103920995776
2018,South Asia East,15_south_asia_east,altimetry,-8.892852522648754,1.9678083366278416,-0.6554349364371376,0.1304929353763579,,-9.23564953479199,-0.6807002983997603,0.34279701214323666,0.34279701214323666
2018,South Asia East,15_south_asia_east,demdiff_and_glaciological,-9.57844654693523,2.6552437164138865,-0.7059656603623831,0.1777897387949536,1.0,-9.23564953479199,-0.6807002983997603,-0.34279701214323843,0.34279701214323843
2019,South Asia East,15_south_asia_east,altimetry,-5.7440780781869005,1.9383107767199896,-0.4255243762247763,0.1304929353763579,,-6.108447936626948,-0.4525170902194912,0.3643698584400479,0.3643698584400479
2019,South Asia East,15_south_asia_east,demdiff_and_glaciological,-6.472817795066994,3.1207092318394025,-0.4795098042142062,0.2112950684157507,1.0,-6.108447936626948,-0.4525170902194912,-0.3643698584400452,0.3643698584400452
2020,South Asia East,15_south_asia_east,demdiff_and_glaciological,-1.6577708003076788,3.4259679169076005,-0.1234399021531554,0.2331526314607943,1.0,-1.7008356437870171,-0.1266465698446987,0.043064843479338366,0.043064843479338366
2021,South Asia East,15_south_asia_east,demdiff_and_glaciological,-15.339029445933022,5.341973933996723,-1.1480674826575394,0.3598845499726119,1.0,-15.381872894499349,-1.1512741503490829,0.042843448566326714,0.042843448566326714
2022,South Asia East,15_south_asia_east,demdiff_and_glaciological,-18.608645911751683,5.399570168844899,-1.4000203771025153,0.3620745438035299,1.0,-18.651267965404987,-1.4032270447940585,0.04262205365330374,0.04262205365330374
2000,Low Latitudes,16_low_latitudes,demdiff_and_glaciological,0.3705258618555616,0.5346473022213152,0.1578140114198291,0.228933800352463,1.0,0.3705258618555614,0.157814011419829,1.6653345369377348e-16,1.6653345369377348e-16
2001,Low Latitudes,16_low_latitudes,demdiff_and_glaciological,-0.3070070498935513,0.5172510572472317,-0.1323255009428327,0.2215202773884822,1.0,-0.3070070498935514,-0.1323255009428327,5.551115123125783e-17,5.551115123125783e-17
2002,Low Latitudes,16_low_latitudes,demdiff_and_glaciological,-1.2859863528499784,0.5250969807283326,-0.5609988445881208,0.2232863959982013,1.0,-1.2859863528499784,-0.5609988445881208,0.0,0.0
2003,Low Latitudes,16_low_latitudes,demdiff_and_glaciological,-1.5816633780124076,0.4893433831894394,-0.6984476100558282,0.2069046767967312,1.0,-1.5816633780124076,-0.6984476100558282,0.0,0.0
2004,Low Latitudes,16_low_latitudes,demdiff_and_glaciological,-2.461902205178059,0.4967700282785205,-1.100652129401808,0.2062049127766357,1.0,-2.4619022051780592,-1.100652129401808,4.440892098500626e-16,4.440892098500626e-16
2005,Low Latitudes,16_low_latitudes,demdiff_and_glaciological,-2.769504894430206,0.4947088906345829,-1.253741176010918,0.2034866435691645,1.0,-2.769504894430206,-1.253741176010918,0.0,0.0
2006,Low Latitudes,16_low_latitudes,demdiff_and_glaciological,-0.6472329547886849,0.453868358783612,-0.2967300351707955,0.1939664213532102,1.0,-0.6472329547886849,-0.2967300351707955,0.0,0.0
2007,Low Latitudes,16_low_latitudes,demdiff_and_glaciological,0.2943631715954311,0.4533688289494152,0.1366941458094977,0.1941449555565516,1.0,0.2943631715954311,0.1366941458094977,0.0,0.0
2008,Low Latitudes,16_low_latitudes,demdiff_and_glaciological,1.0742074293211157,0.4546635712035953,0.5053501509354559,0.1934380523884974,1.0,1.0742074293211157,0.5053501509354559,0.0,0.0
2009,Low Latitudes,16_low_latitudes,demdiff_and_glaciological,-1.8409386137271275,0.4694606379390745,-0.8775169467553976,0.1972377637248387,1.0,-1.8409386137271275,-0.8775169467553976,0.0,0.0
2010,Low Latitudes,16_low_latitudes,demdiff_and_glaciological,-1.8410246444614369,0.4540162630694457,-0.8893319440077325,0.1904846125109849,1.0,-1.8410246444614369,-0.8893319440077325,0.0,0.0
2011,Low Latitudes,16_low_latitudes,demdiff_and_glaciological,-0.1241596044782535,0.4465345728623106,-0.0607926225979374,0.1913006929043157,1.0,-0.1241596044782535,-0.0607926225979373,0.0,0.0
2012,Low Latitudes,16_low_latitudes,demdiff_and_glaciological,-0.018401531255862,0.4444848617975117,-0.0091342126241642,0.1904405696905319,1.0,-0.0184015312558621,-0.0091342126241642,1.0061396160665481e-16,1.0061396160665481e-16
2013,Low Latitudes,16_low_latitudes,demdiff_and_glaciological,-0.5516197398382917,0.4911311260759707,-0.2776425996516236,0.2100946439094557,1.0,-0.5516197398382917,-0.2776425996516236,0.0,0.0
2014,Low Latitudes,16_low_latitudes,demdiff_and_glaciological,-0.239795478092252,0.4889898652342477,-0.1224056099734584,0.2094463020263459,1.0,-0.239795478092252,-0.1224056099734584,0.0,0.0
2015,Low Latitudes,16_low_latitudes,demdiff_and_glaciological,-1.6897583338338864,0.5005175085084739,-0.8749561029038354,0.2113710409333535,1.0,-1.6897583338338864,-0.8749561029038354,0.0,0.0
2016,Low Latitudes,16_low_latitudes,demdiff_and_glaciological,-2.36942463411635,0.5050237682774874,-1.244788981141562,0.2103411186413965,1.0,-2.36942463411635,-1.244788981141562,0.0,0.0
2017,Low Latitudes,16_low_latitudes,demdiff_and_glaciological,-0.6457522446867621,0.5558366147801133,-0.3442725556313132,0.2377478680751023,1.0,-0.6457522446867621,-0.3442725556313132,0.0,0.0
2018,Low Latitudes,16_low_latitudes,demdiff_and_glaciological,-0.1008118792306183,0.6414614071574475,-0.0545540586709532,0.2748277306916271,1.0,-0.1008118792306184,-0.0545540586709532,1.1102230246251565e-16,1.1102230246251565e-16
2019,Low Latitudes,16_low_latitudes,demdiff_and_glaciological,-0.9009579941945178,0.6712927059312396,-0.4949905350137911,0.2869691962872982,1.0,-0.900957994194518,-0.4949905350137911,2.220446049250313e-16,2.220446049250313e-16
2020,Low Latitudes,16_low_latitudes,demdiff_and_glaciological,-0.5626949301551217,0.948935574874308,-0.3139377096055741,0.4063957799277559,1.0,-0.562694930155122,-0.3139377096055741,2.220446049250313e-16,2.220446049250313e-16
2021,Low Latitudes,16_low_latitudes,demdiff_and_glaciological,0.0949249570660993,1.3349790454063797,0.053793935714863,0.5719724779712119,1.0,0.0949249570660994,0.053793935714863,-9.71445146547012e-17,9.71445146547012e-17
2022,Low Latitudes,16_low_latitudes,demdiff_and_glaciological,0.0057083128047794,1.4142485234769082,0.0032866291704928,0.6059393450220042,1.0,0.0057083128047794,0.0032866291704928,0.0,0.0
2023,Low Latitudes,16_low_latitudes,demdiff_and_glaciological,-2.3020962323277,1.9925253299197072,-1.3469997704373884,0.8522782557620759,1.0,-2.3020962323277,-1.3469997704373884,0.0,0.0
2000,Southern Andes,17_southern_andes,demdiff_and_glaciological,18.964645994058184,9.70880893736397,0.6472331765059937,0.3293168908035075,1.0,17.453056281100935,0.5956450260181001,1.5115897129572495,1.5115897129572495
2001,Southern Andes,17_southern_andes,demdiff_and_glaciological,-29.30353156351542,8.591258775435483,-1.0018887193039303,0.2885205713410237,1.0,-30.81239673686088,-1.053476869791824,1.508865173345459,1.508865173345459
2002,Southern Andes,17_southern_andes,demdiff_and_glaciological,-1.2328958287490095,9.526018620481102,-0.0422290018108946,0.3246621566572654,1.0,-1.359679993329048,-0.0465715979903915,0.1267841645800385,0.1267841645800385
2002,Southern Andes,17_southern_andes,gravimetry,-4.921168862037372,28.71194667872039,-0.1685592926350966,0.9785342405118036,1.0,-1.359679993329048,-0.0465715979903915,-3.5614888687083237,3.5614888687083237
2003,Southern Andes,17_southern_andes,demdiff_and_glaciological,-42.45362365919263,8.73522238995161,-1.4567516834825929,0.2887929071657776,1.0,-39.95156930460699,-1.3708963058011086,-2.5020543545856384,2.5020543545856384
2003,Southern Andes,17_southern_andes,gravimetry,-40.878006430223785,25.80084398578837,-1.4026860265848329,0.8765894464183608,1.0,-39.95156930460699,-1.3708963058011086,-0.9264371256167934,0.9264371256167934
2004,Southern Andes,17_southern_andes,demdiff_and_glaciological,-31.217684127274087,8.438736600559206,-1.073146964678648,0.2826490486679561,1.0,-43.01067829367914,-1.4785458995437009,11.792994166405055,11.792994166405055
2004,Southern Andes,17_southern_andes,gravimetry,-58.22595071636075,25.98617803650052,-2.001589932873962,0.8800939177730381,1.0,-43.01067829367914,-1.4785458995437009,-15.215272422681608,15.215272422681608
2005,Southern Andes,17_southern_andes,demdiff_and_glaciological,-19.094233783008285,8.534516878671706,-0.6575820402265405,0.2890505582390834,1.0,1.957161497532504,0.0674022464177397,-21.05139528054079,21.05139528054079
2005,Southern Andes,17_southern_andes,gravimetry,19.59249174572259,25.724994696375653,0.6747414345968117,0.8761319316791674,1.0,1.957161497532504,0.0674022464177397,17.635330248190087,17.635330248190087
2006,Southern Andes,17_southern_andes,demdiff_and_glaciological,-13.4616411519503,8.36148970497343,-0.4644471923711176,0.2840542710010115,1.0,-22.50695118411192,-0.7765242118922571,9.04531003216162,9.04531003216162
2006,Southern Andes,17_southern_andes,gravimetry,-34.962113024698375,25.760010955475718,-1.2062463298786048,0.8759374123944736,1.0,-22.50695118411192,-0.7765242118922571,-12.455161840586456,12.455161840586456
2007,Southern Andes,17_southern_andes,demdiff_and_glaciological,-19.921786099625503,8.175619694970987,-0.6885867665171806,0.2765683567222907,1.0,-42.17583998944267,-1.457787225414606,22.25405388981717,22.25405388981717
2007,Southern Andes,17_southern_andes,gravimetry,-67.83353246375883,25.894352004689715,-2.34463278277724,0.8749367439279999,1.0,-42.17583998944267,-1.457787225414606,-25.657692474316157,25.657692474316157
2008,Southern Andes,17_southern_andes,demdiff_and_glaciological,-15.680465494607878,8.529984619960478,-0.5429787887326124,0.2894911558342898,1.0,-24.482103987977823,-0.8477594733134219,8.801638493369945,8.801638493369945
2008,Southern Andes,17_southern_andes,gravimetry,-36.68116784192088,25.784379488231057,-1.2701852563594396,0.876565880804192,1.0,-24.482103987977823,-0.8477594733134219,-12.19906385394306,12.19906385394306
2009,Southern Andes,17_southern_andes,demdiff_and_glaciological,-7.400265799776138,8.111955747586487,-0.2567238390294597,0.2761866279475931,1.0,19.436700806847742,0.6742817871963325,-26.836966606623882,26.836966606623882
2009,Southern Andes,17_southern_andes,gravimetry,42.8824552768244,25.916139266828928,1.487642314956917,0.8802544096439715,1.0,19.436700806847742,0.6742817871963325,23.44575446997666,23.44575446997666
2010,Southern Andes,17_southern_andes,demdiff_and_glaciological,-26.814290242185027,8.192587356496675,-0.93192638968395,0.2754581691691258,1.0,-44.459186927124925,-1.5451719656594256,17.644896684939898,17.644896684939898
2010,Southern Andes,17_southern_andes,gravimetry,-65.48908252478618,25.925485345347457,-2.2760626401001094,0.8765249882858963,1.0,-44.459186927124925,-1.5451719656594256,-21.02989559766126,21.02989559766126
2011,Southern Andes,17_southern_andes,altimetry,-81.96626354775314,23.54007891600412,-2.853962942330973,0.7900481791160027,1.0,-71.54836887609063,-2.491224859086392,-10.41789467166251,10.41789467166251
2011,Southern Andes,17_southern_andes,demdiff_and_glaciological,-44.59085130757963,8.421560109443014,-1.5525977602319452,0.2767851026114539,1.0,-71.54836887609063,-2.491224859086392,26.957517568511008,26.957517568511008
2011,Southern Andes,17_southern_andes,gravimetry,-88.08799177293912,29.2327683805263,-3.0671138746962585,0.9849476366507804,1.0,-71.54836887609063,-2.491224859086392,-16.539622896848485,16.539622896848485
2012,Southern Andes,17_southern_andes,altimetry,-7.238239392273328,10.161168386843272,-0.252490760358401,0.3460966065503499,1.0,-9.759237227128205,-0.3404304685785894,2.520997834854877,2.520997834854877
2012,Southern Andes,17_southern_andes,demdiff_and_glaciological,-24.665662143751867,8.843440163236277,-0.8604097560060586,0.2984597786502261,1.0,-9.759237227128205,-0.3404304685785894,-14.906424916623662,14.906424916623662
2012,Southern Andes,17_southern_andes,gravimetry,2.6261898546405886,28.811890906460725,0.0916091106286916,0.9819663102595936,1.0,-9.759237227128205,-0.3404304685785894,12.385427081768793,12.385427081768793
2013,Southern Andes,17_southern_andes,altimetry,-12.311565348643349,10.308193131860564,-0.4302557196171147,0.3507002831060448,1.0,-2.02950128635302,-0.0709255494078906,-10.282064062290328,10.282064062290328
2013,Southern Andes,17_southern_andes,demdiff_and_glaciological,-9.213496196899778,8.816562138432676,-0.3219866299798739,0.3000785473941307,1.0,-2.02950128635302,-0.0709255494078906,-7.183994910546757,7.183994910546757
2013,Southern Andes,17_southern_andes,gravimetry,15.43655768648406,28.580096994485555,0.5394657013733164,0.9737211629992027,1.0,-2.02950128635302,-0.0709255494078906,17.46605897283708,17.46605897283708
2014,Southern Andes,17_southern_andes,altimetry,-14.254287218128784,10.47963692913931,-0.4990696876966033,0.3563435279675777,1.0,-2.839188831901799,-0.099405397265099,-11.415098386226985,11.415098386226985
2014,Southern Andes,17_southern_andes,demdiff_and_glaciological,-29.716763339080444,8.903315252620686,-1.0404403652065346,0.29919030963252,1.0,-2.839188831901799,-0.099405397265099,-26.877574507178643,26.877574507178643
2014,Southern Andes,17_southern_andes,gravimetry,35.45348406150383,28.866899506237704,1.2412938611078408,0.9819945216606696,1.0,-2.839188831901799,-0.099405397265099,38.29267289340563,38.29267289340563
2015,Southern Andes,17_southern_andes,altimetry,-32.87111689237291,12.449982239980152,-1.1530123058606074,0.4206107839510954,1.0,-58.59736119495517,-2.055405624638781,25.72624430258226,25.72624430258226
2015,Southern Andes,17_southern_andes,demdiff_and_glaciological,-29.637888629721424,8.94241236229658,-1.0396011313422728,0.3005643158328111,1.0,-58.59736119495517,-2.055405624638781,28.959472565233746,28.959472565233746
2015,Southern Andes,17_southern_andes,gravimetry,-113.28307806277115,29.00736440124687,-3.973603436713463,0.9696077095857588,1.0,-58.59736119495517,-2.055405624638781,-54.685716867815984,54.685716867815984
2016,Southern Andes,17_southern_andes,altimetry,-86.76625941796678,24.82588558232298,-3.0491278978982352,0.8331047540574977,1.0,-59.88708275747476,-2.1045435862335307,-26.87917666049202,26.87917666049202
2016,Southern Andes,17_southern_andes,demdiff_and_glaciological,-34.37872611918874,10.2682104217247,-1.2081324423502215,0.3450260358542334,1.0,-59.88708275747476,-2.1045435862335307,25.508356638286017,25.508356638286017
2016,Southern Andes,17_southern_andes,gravimetry,-58.51626273526874,28.980006169614757,-2.0563704184521345,0.9826595983728365,1.0,-59.88708275747476,-2.1045435862335307,1.3708200222060185,1.3708200222060185
2017,Southern Andes,17_southern_andes,altimetry,-19.58316921964963,10.844711327705456,-0.689468650684491,0.3681034348697315,1.0,-31.06411163875642,-1.0936805425137912,11.480942419106789,11.480942419106789
2017,Southern Andes,17_southern_andes,demdiff_and_glaciological,-36.02963098895488,10.097470509023742,-1.2685025995531531,0.3386240321712051,1.0,-31.06411163875642,-1.0936805425137912,-4.965519350198459,4.965519350198459
