channel,family,wavenumber,power
T300,T,106,36730.62635841602
T300,T,107,33787.64502147732
T300,T,108,34466.25054128419
T300,T,109,34020.96892627764
T300,T,110,34089.22262179201
T300,T,111,38127.13958678245
T300,T,112,36363.96211808875
T300,T,113,38244.360536919805
T300,T,114,34909.97052284487
T300,T,115,36917.985922364125
T300,T,116,35121.35136280012
T300,T,117,35908.63402280576
T300,T,118,33843.95309667339
T300,T,119,30947.8049314047
T300,T,120,35555.33014076694
T300,T,121,35017.62988195944
T300,T,122,37920.27332130675
T300,T,123,41488.782166017
T300,T,124,41021.315804206206
T300,T,125,35960.11534062006
T300,T,126,32838.40846920947
T300,T,127,34580.94283127286
T300,T,128,37529.78586655477
T300,T,129,32978.83395925429
T300,T,130,36169.126925187775
T300,T,131,37673.7667979069
T300,T,132,33568.06651608243
T300,T,133,33409.757986436765
T300,T,134,29609.327120530037
T300,T,135,36194.852658679454
T300,T,136,35743.35582004079
T300,T,137,30989.621758288617
T300,T,138,31679.691834775418
T300,T,139,33901.48636814505
T300,T,140,40250.15716442969
T300,T,141,34349.15845792239
T300,T,142,31929.392278776806
T300,T,143,34706.86115347621
T300,T,144,34636.626488179696
T300,T,145,32050.137660332523
T300,T,146,35551.14722817431
T300,T,147,37424.537446064925
T300,T,148,33448.016514690054
T300,T,149,33314.71801718274
T300,T,150,36904.09221015015
T300,T,151,37957.36413147089
T300,T,152,40998.7842151447
T300,T,153,33052.19190975077
T300,T,154,35305.764366790674
T300,T,155,39672.06164128656
T300,T,156,37399.60440289243
T300,T,157,40509.03655722378
T300,T,158,41234.065709032206
T300,T,159,37973.02561963481
T300,T,160,38348.99718972048
T300,T,161,36701.83636636722
T300,T,162,32511.837395972172
T300,T,163,37261.495368309355
T300,T,164,35786.630796309866
T300,T,165,36608.526361312644
T300,T,166,32312.472941637527
T300,T,167,33502.489561021655
T300,T,168,36155.0867198091
T300,T,169,32670.30274845132
T300,T,170,37652.980403103276
T300,T,171,33815.04319473504
T300,T,172,38703.032635149095
T300,T,173,40997.38756472497
T300,T,174,35093.62753366664
T300,T,175,38472.96225021891
T300,T,176,35939.63784797153
T300,T,177,36742.04058786521
T300,T,178,40230.51881069824
T300,T,179,32098.236942660165
T300,T,180,34221.60850489092
T400,T,0,9.925456626185856e-27
T400,T,1,39980.804520118836
T400,T,2,36651.087687035135
T400,T,3,38502.365446827396
T400,T,4,35812.62019944152
T400,T,5,36026.76248021009
T400,T,6,39064.302629178856
T400,T,7,39651.199697138756
T400,T,8,35354.17592889396
T400,T,9,39456.62210182028
T400,T,10,35547.43446906873
T400,T,11,31306.64167076447
T400,T,12,29206.742345317973
T400,T,13,35232.65133708759
T400,T,14,31300.15498775093
T400,T,15,30482.080276651744
T400,T,16,34083.58599237547
T400,T,17,36917.231903300344
T400,T,18,37704.05292155626
T400,T,19,37094.19351938447
T400,T,20,37073.133803378754
T400,T,21,38056.078091035204
T400,T,22,35914.00692126916
T400,T,23,32757.579707732515
T400,T,24,37848.673447018184
T400,T,25,34550.393083240066
T400,T,26,38375.740483980684
T400,T,27,35614.73215523255
T400,T,28,35869.891022578886
T400,T,29,41918.58383824537
T400,T,30,33460.8496661378
T400,T,31,38616.32398066186
T400,T,32,35051.01192034981
T400,T,33,37385.76309964969
T400,T,34,33600.41219645719
T400,T,35,35387.551391885136
T400,T,36,36101.87413171739
T400,T,37,35330.80112607986
T400,T,38,35472.78307387434
T400,T,39,29232.251098100758
T400,T,40,36556.159686508676
T400,T,41,39418.021906989
T400,T,42,35254.53176786514
T400,T,43,33699.87687806222
T400,T,44,33812.611472754696
T400,T,45,34314.58255379673
T400,T,46,31447.734420914872
T400,T,47,39893.11008932309
T400,T,48,36512.30177270633
T400,T,49,39088.05203258922
T400,T,50,35566.778402678465
T400,T,51,36224.34607488728
T400,T,52,44262.66852225904
T400,T,53,40506.83094303321
T400,T,54,35384.91201896909
T400,T,55,35859.82954988501
T400,T,56,41209.056205294975
T400,T,57,34044.84210743399
T400,T,58,36800.04159780417
T400,T,59,33408.3482255833
T400,T,60,34541.22859412936
T400,T,61,36525.930211468454
T400,T,62,37918.9471700653
T400,T,63,34548.81768921616
T400,T,64,34146.210586906236
T400,T,65,36254.449899170926
T400,T,66,34906.15970461372
T400,T,67,35028.79803281143
T400,T,68,37838.22171346849
T400,T,69,40419.69554966222
T400,T,70,35185.03771777893
T400,T,71,34485.22016803657
T400,T,72,36292.432873179794
T400,T,73,38236.14901583353
T400,T,74,31890.405130590894
T400,T,75,36248.43084159334
T400,T,76,38174.00726271613
T400,T,77,31606.24051133984
T400,T,78,39207.22640074443
T400,T,79,37500.919466543695
T400,T,80,39976.26779986777
T400,T,81,39351.01665569213
T400,T,82,36075.68380615307
T400,T,83,38567.14283380546
T400,T,84,36129.455512250424
T400,T,85,36851.307838018576
T400,T,86,36347.23704872752
T400,T,87,34768.573570039574
T400,T,88,33147.29708919276
T400,T,89,34713.34942061643
T400,T,90,38007.09149350162
T400,T,91,40304.66427107161
T400,T,92,37063.93593220633
T400,T,93,37100.374333926804
T400,T,94,34970.13307819356
T400,T,95,38647.67330478136
T400,T,96,39672.8287332292
T400,T,97,29915.995918490797
T400,T,98,33129.54443009429
T400,T,99,36183.99462217695
T400,T,100,34890.10738940526
T400,T,101,35399.726976875085
T400,T,102,36786.0671213322
T400,T,103,36983.58682829394
T400,T,104,36613.74532889639
T400,T,105,42866.23971246205
T400,T,106,33478.567940247995
T400,T,107,31519.833600175134
T400,T,108,33000.0822359597
T400,T,109,36867.44619868676
T400,T,110,40721.66483306366
T400,T,111,32673.22337384425
T400,T,112,36149.79418855523
T400,T,113,37371.414450257966
T400,T,114,33342.710415553
T400,T,115,38135.69509719309
T400,T,116,35094.81340701136
T400,T,117,36088.60054077821
T400,T,118,35158.15335749134
T400,T,119,33830.77067693125
T400,T,120,30912.03069907387
T400,T,121,37662.909688552376
T400,T,122,35370.61021680203
T400,T,123,34862.420218988176
T400,T,124,35896.436896495565
T400,T,125,35028.08187614562
T400,T,126,35483.90402074203
T400,T,127,39769.61007550425
T400,T,128,33741.14205027931
T400,T,129,38763.23135038643
T400,T,130,36432.23279096632
T400,T,131,41382.65293637743
T400,T,132,32549.13328985851
T400,T,133,36392.35868809839
T400,T,134,35086.714739381365
T400,T,135,37176.8905389847
T400,T,136,34651.64788832722
T400,T,137,40558.83314138422
T400,T,138,29274.566067651434
T400,T,139,39231.84833298325
T400,T,140,34554.89481587563
T400,T,141,37571.988687679885
T400,T,142,35667.66014383789
T400,T,143,34836.56920807226
T400,T,144,32158.52719106469
T400,T,145,42282.33790272891
T400,T,146,37149.48070798049
T400,T,147,30882.217248727993
T400,T,148,39287.178910742245
T400,T,149,37242.83896961061
T400,T,150,35655.41087977457
T400,T,151,33121.84105777284
T400,T,152,30756.07090074713
T400,T,153,35752.974002507835
T400,T,154,34546.64854507623
T400,T,155,32673.813890449874
T400,T,156,36423.38171250406
T400,T,157,39518.97245168098
T400,T,158,38719.476515418755
T400,T,159,34142.36419347708
T400,T,160,36184.12176393526
T400,T,161,27589.665193220833
T400,T,162,31884.980541887013
T400,T,163,38826.05941910604
T400,T,164,36975.02313720515
T400,T,165,32030.94443916479
T400,T,166,30013.921323846178
T400,T,167,38996.43638475451
T400,T,168,43461.64771209808
T400,T,169,27863.32148428598
T400,T,170,33747.49996054261
T400,T,171,36844.327478821484
T400,T,172,41667.833245079055
T400,T,173,33403.6989420556
T400,T,174,35237.86275882735
T400,T,175,39798.07517887521
T400,T,176,33698.82914058338
T400,T,177,38531.49533000756
T400,T,178,41090.29337496709
T400,T,179,36449.23700088345
T400,T,180,38076.372914150605
T500,T,0,9.110689703171288e-27
T500,T,1,38636.17901920528
T500,T,2,38059.6995942005
T500,T,3,36457.08550781308
T500,T,4,33745.33114897644
T500,T,5,35009.70086402716
T500,T,6,38789.338765758075
T500,T,7,32157.241286692122
T500,T,8,40520.41672702791
T500,T,9,35636.744247584225
T500,T,10,42200.98585694593
T500,T,11,35777.71973591737
T500,T,12,35733.229914798205
T500,T,13,41510.04411211546
T500,T,14,37796.87996219115
T500,T,15,34582.23414837217
T500,T,16,35304.824911872194
T500,T,17,36374.32451580648
T500,T,18,32409.510897785512
T500,T,19,38424.35443229133
T500,T,20,37494.11323232936
T500,T,21,37673.18722979711
T500,T,22,38017.15307842079
T500,T,23,34625.71535652108
T500,T,24,35016.12433130467
T500,T,25,40193.07958167936
T500,T,26,34869.04153282131
T500,T,27,38370.95887905545
T500,T,28,32212.437797692546
T500,T,29,37784.40074460867
T500,T,30,40009.14630892979
T500,T,31,37734.15783915021
T500,T,32,38358.52985817042
T500,T,33,33955.158341184564
T500,T,34,32861.17897545111
T500,T,35,33804.214867176124
T500,T,36,34698.739115648896
T500,T,37,38245.26243551431
T500,T,38,38984.577560772326
T500,T,39,39724.40234140252
T500,T,40,33422.62600882238
T500,T,41,34072.776411038016
T500,T,42,34371.633486439
T500,T,43,36249.07979905518
T500,T,44,39258.86038486757
T500,T,45,33771.77644433467
T500,T,46,38782.98118233021
T500,T,47,34825.684232398344
T500,T,48,37231.7029036318
T500,T,49,33060.197971194124
T500,T,50,37111.57705637871
T500,T,51,36885.34155292819
T500,T,52,34771.275443999955
T500,T,53,39683.38381330162
T500,T,54,34613.48815238526
T500,T,55,38713.956651347915
T500,T,56,39200.22102004865
T500,T,57,41865.664311745546
T500,T,58,36534.52433916079
T500,T,59,39995.16593299378
T500,T,60,36091.543097930946
T500,T,61,34644.73003051218
T500,T,62,37711.83106599918
T500,T,63,43683.984386596014
T500,T,64,33349.51422656422
T500,T,65,31796.2117470191
T500,T,66,33261.41105268828
T500,T,67,33178.51066074126
T500,T,68,33483.54261257388
T500,T,69,35768.7435460133
T500,T,70,37938.552932092454
T500,T,71,35470.32997902215
T500,T,72,33303.10394582376
T500,T,73,40816.373214309824
T500,T,74,36023.382227451104
T500,T,75,37355.33277505874
T500,T,76,35871.109297314055
T500,T,77,37713.16378766684
T500,T,78,35453.483998015836
T500,T,79,34463.64852753719
T500,T,80,36555.093004178074
T500,T,81,36700.92082347902
T500,T,82,39425.83308297716
T500,T,83,36895.097091088945
T500,T,84,37408.238789424235
T500,T,85,33721.37557061905
T500,T,86,35881.525132981886
T500,T,87,34220.663912134165
T500,T,88,30922.2801686796
T500,T,89,37449.0392901967
T500,T,90,37001.11256551268
T500,T,91,38695.28986632606
T500,T,92,35028.41918945171
T500,T,93,34372.47419338554
T500,T,94,35135.56064317614
T500,T,95,35838.401827318085
T500,T,96,34277.20134789022
T500,T,97,34104.20081951092
T500,T,98,37296.91083826345
T500,T,99,35584.35593881336
T500,T,100,39144.31648166378
T500,T,101,36544.66298541877
T500,T,102,33522.50524206617
T500,T,103,34961.68497685346
T500,T,104,38942.93734125921
T500,T,105,33873.677366522534
T500,T,106,38500.90461358541
T500,T,107,37598.42191267718
T500,T,108,33490.97134336974
T500,T,109,35306.341132995156
T500,T,110,39003.65065297345
T500,T,111,37939.80453964726
T500,T,112,34801.384412869294
T500,T,113,37027.41344260018
T500,T,114,38036.668826769055
T500,T,115,37950.66280641183
T500,T,116,32822.507048025276
T500,T,117,34786.714824213916
T500,T,118,35996.35189407312
T500,T,119,33176.96167049248
T500,T,120,35162.467235298755
T500,T,121,37594.23412554198
T500,T,122,31097.279450293678
T500,T,123,34584.70064505577
T500,T,124,36830.93673657242
T500,T,125,33644.432076170764
T500,T,126,35834.97833337984
T500,T,127,36022.93278134584
T500,T,128,33493.564250438765
T500,T,129,38798.006351853874
T500,T,130,36358.72389078005
T500,T,131,34598.42895501729
T500,T,132,39891.40748360812
T500,T,133,35275.55408205368
T500,T,134,36497.538204909426
T500,T,135,34088.81409267836
T500,T,136,34801.210170386235
T500,T,137,37761.82843915046
T500,T,138,36602.08763674402
T500,T,139,39465.28887117599
T500,T,140,31685.8013913209
T500,T,141,38416.30320318669
T500,T,142,38310.89633738314
T500,T,143,38851.34161043552
T500,T,144,32932.27671685098
T500,T,145,36815.94564777391
T500,T,146,34709.138281706255
T500,T,147,36610.49734836059
T500,T,148,38840.6012340928
T500,T,149,35316.049005158005
T500,T,150,36323.381942381646
T500,T,151,34687.45083591944
T500,T,152,35350.035310331434
T500,T,153,37945.01192446341
T500,T,154,31936.353205126055
T500,T,155,38365.57230975016
T500,T,156,32178.948365342112
T500,T,157,36841.9034568134
T500,T,158,33919.46104760734
T500,T,159,32450.432274056217
T500,T,160,33495.04709309018
T500,T,161,35764.826085448134
T500,T,162,38102.83785648123
T500,T,163,39023.27608618586
T500,T,164,34453.58886846846
T500,T,165,38220.501605922924
T500,T,166,32152.605471823368
T500,T,167,42151.91073126714
T500,T,168,33305.10662413353
T500,T,169,44679.610621466745
T500,T,170,35148.14999241631
T500,T,171,34995.59045797559
T500,T,172,33074.19293728896
T500,T,173,35932.937788608826
T500,T,174,37189.205934599726
T500,T,175,36087.080922987865
T500,T,176,41365.09802941776
T500,T,177,35944.31447162958
T500,T,178,37888.85967318981
T500,T,179,39486.1277480448
T500,T,180,37417.42023243181
T600,T,0,8.952080719398895e-27
T600,T,1,35635.71530934614
T600,T,2,35238.92435763804
T600,T,3,39125.78062105901
T600,T,4,37426.22307081822
T600,T,5,36052.66665181325
T600,T,6,38517.15951143167
T600,T,7,33803.639436328864
T600,T,8,36865.118127194626
T600,T,9,37964.95445050094
T600,T,10,38111.73987028967
T600,T,11,37493.54180549984
T600,T,12,37101.967958723275
T600,T,13,33484.34693428235
T600,T,14,41905.99974273603
T600,T,15,35608.899517484555
T600,T,16,37373.41182340839
T600,T,17,36904.61593477378
T600,T,18,35419.81715654783
T600,T,19,37352.81615202515
T600,T,20,32861.322916979734
T600,T,21,35517.766612908774
T600,T,22,33037.78876751114
T600,T,23,39356.57292259872
T600,T,24,34905.17991065904
T600,T,25,34454.35779004714
T600,T,26,32104.873629043017
T600,T,27,39481.63222137583
T600,T,28,39943.30957141263
T600,T,29,37176.18664625233
T600,T,30,32139.471606857627
T600,T,31,34012.050141522894
T600,T,32,33820.75094240052
T600,T,33,35283.34270783641
T600,T,34,36321.220676048295
T600,T,35,34157.69937585652
T600,T,36,35243.77041638951
T600,T,37,37781.4103834715
T600,T,38,34732.526487974916
T600,T,39,36124.085669405424
T600,T,40,33106.52517850912
T600,T,41,38062.91238153565
T600,T,42,32852.838618639216
T600,T,43,35691.42671185651
T600,T,44,37422.7368649841
T600,T,45,35763.578366126196
T600,T,46,40164.85044008579
T600,T,47,36814.17003428646
T600,T,48,37187.44413533567
T600,T,49,38144.00401994291
T600,T,50,31797.088125368427
T600,T,51,33426.96649757049
T600,T,52,33891.44660967501
T600,T,53,33973.674868097325
T600,T,54,40642.172845287554
T600,T,55,33014.14967429838
T600,T,56,34486.31297502821
T600,T,57,33648.29575155509
T600,T,58,38855.39310292687
T600,T,59,38059.429447665716
T600,T,60,35346.748863930035
T600,T,61,42052.50143386192
T600,T,62,40168.92615378797
T600,T,63,35321.429496972756
T600,T,64,32323.808229550632
T600,T,65,36013.70354979522
T600,T,66,41521.038351140836
T600,T,67,36430.456678628754
T600,T,68,31526.89298027163
T600,T,69,43605.620536371775
T600,T,70,41487.375559154156
T600,T,71,33025.309735278344
T600,T,72,35690.00379364109
T600,T,73,34729.04475130469
T600,T,74,39288.52909803975
T600,T,75,35906.381320536435
T600,T,76,36084.17632580926
T600,T,77,30891.945172966312
T600,T,78,34881.212922645114
T600,T,79,36157.18513958956
T600,T,80,34711.73206630076
T600,T,81,39253.61791927713
T600,T,82,43577.63098986522
T600,T,83,38877.03248841814
T600,T,84,32213.88882077483
T600,T,85,34193.359052936146
T600,T,86,37117.00885829118
T600,T,87,37806.326442394806
T600,T,88,38784.845287393226
T600,T,89,36126.375347967434
T600,T,90,36713.369893518
T600,T,91,33250.90899253664
T600,T,92,36516.68939834718
T600,T,93,35728.280426107274
T600,T,94,32117.215972945352
T600,T,95,35372.47702074223
T600,T,96,35515.306753255805
T600,T,97,31595.66291403944
T600,T,98,36013.57575689997
T600,T,99,40177.379284899245
T600,T,100,36764.82580782135
T600,T,101,37437.09342058261
T600,T,102,34306.57100708346
T600,T,103,33905.145122235175
T600,T,104,34445.726438349615
T600,T,105,38379.855207653
T600,T,106,36165.40649433324
T600,T,107,36726.69532106754
T600,T,108,34753.580056616025
T600,T,109,32165.639976295646
T600,T,110,37112.598129746526
T600,T,111,34321.23075226454
T600,T,112,36541.21019245877
T600,T,113,38404.3071574829
T600,T,114,33861.73304523193
T600,T,115,30324.156117089606
T600,T,116,33154.11855547632
T600,T,117,38894.619029111745
T600,T,118,29829.60333067088
T600,T,119,37133.07464597421
T600,T,120,33902.8352855
T600,T,121,42326.156918614666
T600,T,122,33256.3509963677
T600,T,123,38965.24639605031
T600,T,124,36165.83934105539
T600,T,125,36899.020341335265
T600,T,126,35021.24303697647
T600,T,127,36689.75380316673
T600,T,128,34318.01572721081
T600,T,129,32823.397463279696
T600,T,130,37997.157704885154
T600,T,131,33623.78146772831
T600,T,132,37600.87687408873
T600,T,133,29664.8620236868
T600,T,134,33948.53465651774
T600,T,135,36460.8765276403
T600,T,136,38182.62348869388
T600,T,137,34644.35151004349
T600,T,138,37620.767379010664
T600,T,139,35727.89800202842
T600,T,140,34891.29900944788
T600,T,141,33276.35146977449
T600,T,142,37032.17306720723
T600,T,143,38320.16125573868
T600,T,144,36012.395266891894
T600,T,145,34718.586715811594
T600,T,146,41316.089050510745
T600,T,147,33786.07164651467
T600,T,148,33044.023724404346
T600,T,149,36013.80571704354
T600,T,150,38129.76634167839
T600,T,151,37428.84790307248
T600,T,152,36176.636198748674
T600,T,153,37389.46090304718
T600,T,154,30614.037185158366
T600,T,155,36270.326229088
T600,T,156,33573.292099617116
T600,T,157,35944.96231042758
T600,T,158,37093.091537037486
T600,T,159,35810.38172741652
T600,T,160,33787.51025450369
T600,T,161,38783.45160934533
T600,T,162,35615.35174040378
T600,T,163,43063.80341167462
T600,T,164,41315.34733711045
T600,T,165,39855.192245134494
T600,T,166,36610.410657610075
T600,T,167,31673.451119704343
T600,T,168,38287.03635070964
T600,T,169,32474.59288007724
T600,T,170,35156.28750970296
T600,T,171,37958.95657884956
T600,T,172,35261.09087186731
T600,T,173,32947.35318316261
T600,T,174,30474.614383128857
T600,T,175,34781.95465083493
T600,T,176,36382.55031536879
T600,T,177,41321.20314619203
T600,T,178,34901.819871847176
T600,T,179,31873.223925916725
T600,T,180,34530.767378627745
T700,T,0,7.826515674769877e-27
T700,T,1,38186.03192347131
T700,T,2,41508.060946677644
T700,T,3,32749.40409001337
T700,T,4,35077.7376643185
T700,T,5,37825.07900754544
T700,T,6,33572.05777466064
T700,T,7,38596.98546788005
T700,T,8,36317.79274082771
T700,T,9,37116.55486257954
T700,T,10,36685.60307734642
T700,T,11,40960.275113229036
T700,T,12,37211.548835807705
T700,T,13,37338.783841279896
T700,T,14,32033.80795259769
T700,T,15,36526.874644763695
T700,T,16,35926.93217962365
T700,T,17,34476.091309475116
T700,T,18,33829.479773287756
T700,T,19,39680.81332741816
T700,T,20,36411.22717105984
T700,T,21,35313.11154856553
T700,T,22,38636.955546178106
T700,T,23,34633.8663687119
T700,T,24,32718.062308808378
T700,T,25,35202.458804101254
T700,T,26,37482.22163543451
T700,T,27,32032.077343607656
T700,T,28,36561.098046544015
T700,T,29,37612.14521620861
T700,T,30,37887.62103633732
T700,T,31,39164.80946966467
T700,T,32,34624.41270087184
T700,T,33,35790.75577560321
T700,T,34,38108.08657709942
T700,T,35,32462.635742332575
T700,T,36,35444.41496869649
T700,T,37,33704.920126105695
T700,T,38,36362.47074909039
T700,T,39,38533.662880938966
T700,T,40,33945.46816163427
T700,T,41,33287.61433744796
T700,T,42,34878.086706415845
T700,T,43,39868.959093905185
T700,T,44,32793.48428632527
T700,T,45,41098.72655501124
T700,T,46,37867.57730326487
T700,T,47,34125.540548606674
T700,T,48,35516.66177538325
T700,T,49,36131.180827504984
T700,T,50,37073.61693142369
T700,T,51,39920.684381895146
T700,T,52,43063.534300112486
T700,T,53,40892.960090169465
T700,T,54,32842.536837749256
T700,T,55,35627.02344213951
T700,T,56,29707.449873197827
T700,T,57,39874.11658111994
T700,T,58,35114.9549569931
T700,T,59,33547.19983649276
T700,T,60,41708.440063181355
T700,T,61,40508.839983097
T700,T,62,33566.85014918212
T700,T,63,28525.73773519792
T700,T,64,36560.15619243723
T700,T,65,32776.58520799289
T700,T,66,33878.61696016121
T700,T,67,36470.80596003132
T700,T,68,38246.03200431493
T700,T,69,35055.52048495513
T700,T,70,33778.705554870736
T700,T,71,38195.96979683129
T700,T,72,31504.25081732896
T700,T,73,36089.681647846926
T700,T,74,38580.29187888696
T700,T,75,37459.519653415984
T700,T,76,36402.788822063274
T700,T,77,35285.37253891725
T700,T,78,31791.629068006474
T700,T,79,37126.38651465952
T700,T,80,41739.02023829525
T700,T,81,32838.44453525132
T700,T,82,42221.95799605875
T700,T,83,41244.382973995016
T700,T,84,34136.479257709776
T700,T,85,39798.39150952542
T700,T,86,37537.11871800709
T700,T,87,38084.310727318836
T700,T,88,35509.398338607374
T700,T,89,32715.516030739374
T700,T,90,32281.061483147303
T700,T,91,37654.245153745345
T700,T,92,39397.934814156375
T700,T,93,28083.883671159256
T700,T,94,32739.658162096574
T700,T,95,33595.09169900325
T700,T,96,34515.942634501764
T700,T,97,37363.15485779953
T700,T,98,35020.768646771205
T700,T,99,33996.70983058575
T700,T,100,33891.69290714729
T700,T,101,29766.18030976212
T700,T,102,32104.273746258183
T700,T,103,33912.65924593735
T700,T,104,33606.54838883508
T700,T,105,37207.95701003402
T700,T,106,37471.05970706123
T700,T,107,35546.35159129633
T700,T,108,35391.95298081505
T700,T,109,39726.53849721803
T700,T,110,39624.49202177826
T700,T,111,34352.74123816572
T700,T,112,38248.82228714777
T700,T,113,36838.08220455744
T700,T,114,35174.73717311735
T700,T,115,37527.04578943752
T700,T,116,33658.333760179725
T700,T,117,40135.08922680117
T700,T,118,35339.06716402589
T700,T,119,38428.536884229725
T700,T,120,38070.86742748091
T700,T,121,37042.985530945094
T700,T,122,35748.757606214014
T700,T,123,33174.47825412373
T700,T,124,35388.26836696412
T700,T,125,35720.01773022841
T700,T,126,34800.19141682161
T700,T,127,37721.05072364226
T700,T,128,39668.669592612096
T700,T,129,36146.38931667546
T700,T,130,34720.599785075094
T700,T,131,32912.619322306025
T700,T,132,37296.701383661086
T700,T,133,33533.508962279935
T700,T,134,36369.24072103261
T700,T,135,36542.92087141262
T700,T,136,38407.42439592703
T700,T,137,30221.521444652277
T700,T,138,35405.016458087324
T700,T,139,36874.53302997038
T700,T,140,35821.46501413033
T700,T,141,35747.01552906963
T700,T,142,34932.839879305095
T700,T,143,32972.00232657577
T700,T,144,30048.727297777656
T700,T,145,37003.12225173014
T700,T,146,33347.43947792267
T700,T,147,43246.31165838527
T700,T,148,37789.06050481
T700,T,149,35483.01141908977
T700,T,150,41036.023038003055
T700,T,151,38052.4019306736
T700,T,152,40206.49240837912
T700,T,153,37839.139022345815
T700,T,154,32990.11266787185
T700,T,155,37629.77490952898
T700,T,156,38262.75054116483
T700,T,157,32714.842676070944
T700,T,158,33152.759160992835
T700,T,159,33319.09812550053
T700,T,160,36665.97358353085
T700,T,161,34641.947222474104
T700,T,162,34229.487568188546
T700,T,163,30917.29363670518
T700,T,164,32209.249231222868
T700,T,165,35879.52104333975
T700,T,166,33390.79612432179
T700,T,167,27640.000832906313
T700,T,168,34294.86267339875
T700,T,169,38483.59141341466
T700,T,170,34440.93734313181
T700,T,171,34202.71342754595
T700,T,172,34092.022988731485
T700,T,173,37504.28335411575
T700,T,174,31649.78667492576
T700,T,175,30477.999839737717
T700,T,176,37356.772206748916
T700,T,177,34015.22958138952
T700,T,178,36003.156793543676
T700,T,179,32845.62147094324
T700,T,180,34730.72522334343
T850,T,0,9.413263622972743e-27
T850,T,1,35447.170997587375
T850,T,2,33664.16675123165
T850,T,3,29254.3301332801
T850,T,4,35235.7772335827
T850,T,5,33918.4728114513
T850,T,6,33556.805758829156
T850,T,7,35210.91141053227
T850,T,8,38213.63778263742
T850,T,9,35886.14548512135
T850,T,10,35112.831604787265
T850,T,11,35506.185229372255
T850,T,12,34518.539003192214
T850,T,13,30324.554342620657
T850,T,14,34566.30654394054
T850,T,15,35375.577393933876
T850,T,16,31444.2795001293
T850,T,17,36498.096841551305
T850,T,18,38466.891551867295
T850,T,19,35416.792177883755
T850,T,20,33291.11206246558
T850,T,21,35638.46819745725
T850,T,22,37583.62508187376
T850,T,23,34226.776719080764
T850,T,24,37930.483004494694
T850,T,25,41038.90739005127
T850,T,26,34013.96674329656
T850,T,27,34029.19328692898
T850,T,28,36425.193201912
T850,T,29,39608.40257709056
T850,T,30,37808.93357155357
T850,T,31,32590.938059950666
T850,T,32,37175.70914598524
T850,T,33,40682.93993351879
T850,T,34,32591.14784325831
T850,T,35,37322.97097651251
T850,T,36,32338.98932095179
T850,T,37,35447.894455281465
T850,T,38,35696.19302460025
T850,T,39,37787.41980170032
T850,T,40,32646.49027399407
T850,T,41,36187.398603261194
T850,T,42,34584.374389859215
T850,T,43,37602.53199061492
T850,T,44,35173.29364222826
T850,T,45,37276.84563735042
T850,T,46,37897.430565536786
T850,T,47,37729.67187299063
T850,T,48,31479.963883642642
T850,T,49,32342.926282542234
T850,T,50,35516.79426831821
T850,T,51,36836.59578263864
T850,T,52,40349.87228138745
T850,T,53,37349.771452895395
T850,T,54,35032.21776997649
T850,T,55,41826.702070359745
T850,T,56,39830.9434716825
T850,T,57,32703.994603181527
T850,T,58,37507.149108188445
T850,T,59,40898.51596640176
T850,T,60,32959.61825912204
T850,T,61,39431.77000828944
T850,T,62,38412.52922211137
T850,T,63,33210.35657456853
T850,T,64,36901.1729821947
T850,T,65,33807.683666513905
T850,T,66,39466.16477436626
T850,T,67,35707.224193034956
T850,T,68,38090.074510798404
T850,T,69,36544.350566658075
T850,T,70,36020.35534383263
T850,T,71,38535.04313059913
T850,T,72,32974.46212757506
T850,T,73,36872.58551814773
T850,T,74,34916.15406454331
T850,T,75,31838.596713162602
T850,T,76,37823.31535792467
T850,T,77,37151.979123216246
T850,T,78,33547.28464012731
T850,T,79,35427.22932598801
T850,T,80,36214.517264466536
T850,T,81,36773.55708534728
T850,T,82,36908.53084146651
T850,T,83,40072.552702199624
T850,T,84,35009.62094413464
T850,T,85,33633.41798667998
T850,T,86,34250.95030327636
T850,T,87,38100.85199556838
T850,T,88,33488.666679971684
T850,T,89,38695.90704917271
T850,T,90,38591.82269236139
T850,T,91,41191.81217424001
T850,T,92,37296.41827308129
T850,T,93,36126.890273219375
T850,T,94,37706.668338620606
T850,T,95,38501.04609840934
T850,T,96,36260.71594523114
T850,T,97,36841.415565790965
T850,T,98,38993.077949396786
T850,T,99,34988.855337400746
T850,T,100,32356.137035749198
T850,T,101,37201.72233443422
T850,T,102,29870.001788935253
T850,T,103,36100.963034934255
T850,T,104,33122.92689769377
T850,T,105,37880.0622943284
T850,T,106,33886.061720868565
T850,T,107,37275.54907784506
T850,T,108,38641.90931979513
T850,T,109,36159.29875116376
T850,T,110,35956.543779119485
T850,T,111,36846.93775913162
T850,T,112,35175.495447436784
T850,T,113,35729.89138459824
T850,T,114,39807.64514162733
T850,T,115,34274.12073749336
T850,T,116,36497.636380142016
T850,T,117,32792.42195857882
T850,T,118,36111.85204985286
T850,T,119,35032.74248067252
T850,T,120,38895.26886846446
T850,T,121,35877.18725420272
T850,T,122,35551.971853774485
T850,T,123,35734.127852604004
T850,T,124,34690.56003406806
T850,T,125,37573.706133689266
T850,T,126,40442.085080473924
T850,T,127,33212.781488640765
T850,T,128,39105.488228735456
T850,T,129,38619.68936195347
T850,T,130,36416.50210503006
T850,T,131,34222.34448675992
T850,T,132,37462.437236886646
