step,alpha,beta,sqrt_alpha,sqrt_one_minus_alpha
2.320000000000000000e+02,8.665259480476379395e-01,1.219689846038818359e-03,9.308737516403198242e-01,3.653410077095031738e-01
2.330000000000000000e+02,8.654642105102539062e-01,1.225292682647705078e-03,9.303032755851745605e-01,3.667912185192108154e-01
2.340000000000000000e+02,8.643989562988281250e-01,1.230835914611816406e-03,9.297305941581726074e-01,3.682404756546020508e-01
2.350000000000000000e+02,8.633301258087158203e-01,1.236498355865478516e-03,9.291555881500244141e-01,3.696888983249664307e-01
2.360000000000000000e+02,8.622577786445617676e-01,1.242101192474365234e-03,9.285783767700195312e-01,3.711363971233367920e-01
2.370000000000000000e+02,8.611819744110107422e-01,1.247644424438476562e-03,9.279989004135131836e-01,3.725829124450683594e-01
2.380000000000000000e+02,8.601025938987731934e-01,1.253366470336914062e-03,9.274171590805053711e-01,3.740286231040954590e-01
2.390000000000000000e+02,8.590198159217834473e-01,1.258909702301025391e-03,9.268332123756408691e-01,3.754732906818389893e-01
2.400000000000000000e+02,8.579334020614624023e-01,1.264691352844238281e-03,9.262469410896301270e-01,3.769172430038452148e-01
2.410000000000000000e+02,8.568435907363891602e-01,1.270294189453125000e-03,9.256584644317626953e-01,3.783601522445678711e-01
2.420000000000000000e+02,8.557502627372741699e-01,1.276016235351562500e-03,9.250677227973937988e-01,3.798022270202636719e-01
2.430000000000000000e+02,8.546535968780517578e-01,1.281499862670898438e-03,9.244747757911682129e-01,3.812432289123535156e-01
2.440000000000000000e+02,8.535533547401428223e-01,1.287341117858886719e-03,9.238795042037963867e-01,3.826834857463836670e-01
2.450000000000000000e+02,8.524498343467712402e-01,1.292884349822998047e-03,9.232820868492126465e-01,3.841225802898406982e-01
2.460000000000000000e+02,8.513427376747131348e-01,1.298725605010986328e-03,9.226823449134826660e-01,3.855609595775604248e-01
2.470000000000000000e+02,8.502322435379028320e-01,1.304388046264648438e-03,9.220803976058959961e-01,3.869983851909637451e-01
2.480000000000000000e+02,8.491183519363403320e-01,1.310110092163085938e-03,9.214761853218078613e-01,3.884348571300506592e-01
2.490000000000000000e+02,8.480011224746704102e-01,1.315772533416748047e-03,9.208697676658630371e-01,3.898703455924987793e-01
2.500000000000000000e+02,8.468805551528930664e-01,1.321434974670410156e-03,9.202611446380615234e-01,3.913047909736633301e-01
2.510000000000000000e+02,8.457564711570739746e-01,1.327335834503173828e-03,9.196501970291137695e-01,3.927384912967681885e-01
2.520000000000000000e+02,8.446291685104370117e-01,1.332879066467285156e-03,9.190371036529541016e-01,3.941710591316223145e-01
2.530000000000000000e+02,8.434985280036926270e-01,1.338601112365722656e-03,9.184217453002929688e-01,3.956026732921600342e-01
2.540000000000000000e+02,8.423644304275512695e-01,1.344501972198486328e-03,9.178041219711303711e-01,3.970334529876708984e-01
2.550000000000000000e+02,8.412270545959472656e-01,1.350224018096923828e-03,9.171842932701110840e-01,3.984632194042205811e-01
2.560000000000000000e+02,8.400864005088806152e-01,1.355946063995361328e-03,9.165622591972351074e-01,3.998919725418090820e-01
2.570000000000000000e+02,8.389423489570617676e-01,1.361846923828125000e-03,9.159379601478576660e-01,4.013198912143707275e-01
2.580000000000000000e+02,8.377950787544250488e-01,1.367509365081787109e-03,9.153114557266235352e-01,4.027467072010040283e-01
2.590000000000000000e+02,8.366445302963256836e-01,1.373291015625000000e-03,9.146827459335327148e-01,4.041725695133209229e-01
2.600000000000000000e+02,8.354907631874084473e-01,1.379013061523437500e-03,9.140518307685852051e-01,4.055973887443542480e-01
2.610000000000000000e+02,8.343336582183837891e-01,1.384913921356201172e-03,9.134186506271362305e-01,4.070213139057159424e-01
2.620000000000000000e+02,8.331732749938964844e-01,1.390814781188964844e-03,9.127832651138305664e-01,4.084442853927612305e-01
2.630000000000000000e+02,8.320097327232360840e-01,1.396536827087402344e-03,9.121456742286682129e-01,4.098661541938781738e-01
2.640000000000000000e+02,8.308429718017578125e-01,1.402318477630615234e-03,9.115058779716491699e-01,4.112870395183563232e-01
2.650000000000000000e+02,8.296728730201721191e-01,1.408338546752929688e-03,9.108638167381286621e-01,4.127070605754852295e-01
2.660000000000000000e+02,8.284997344017028809e-01,1.414000988006591797e-03,9.102196097373962402e-01,4.141259193420410156e-01
2.670000000000000000e+02,8.273233175277709961e-01,1.419961452484130859e-03,9.095731377601623535e-01,4.155438542366027832e-01
2.680000000000000000e+02,8.261436820030212402e-01,1.425862312316894531e-03,9.089244604110717773e-01,4.169608056545257568e-01
2.690000000000000000e+02,8.249610066413879395e-01,1.431584358215332031e-03,9.082736372947692871e-01,4.183766245841979980e-01
2.700000000000000000e+02,8.237750530242919922e-01,1.437604427337646484e-03,9.076205492019653320e-01,4.197915494441986084e-01
2.710000000000000000e+02,8.225859999656677246e-01,1.443445682525634766e-03,9.069652557373046875e-01,4.212054014205932617e-01
2.720000000000000000e+02,8.213937282562255859e-01,1.449406147003173828e-03,9.063077569007873535e-01,4.226183593273162842e-01
2.730000000000000000e+02,8.201984763145446777e-01,1.455128192901611328e-03,9.056481122970581055e-01,4.240300953388214111e-01
2.740000000000000000e+02,8.190000057220458984e-01,1.461207866668701172e-03,9.049862027168273926e-01,4.254409372806549072e-01
2.750000000000000000e+02,8.177985548973083496e-01,1.466989517211914062e-03,9.043221473693847656e-01,4.268506169319152832e-01
2.760000000000000000e+02,8.165939450263977051e-01,1.473009586334228516e-03,9.036558866500854492e-01,4.282593429088592529e-01
2.770000000000000000e+02,8.153862953186035156e-01,1.478910446166992188e-03,9.029874205589294434e-01,4.296669661998748779e-01
2.780000000000000000e+02,8.141754865646362305e-01,1.484930515289306641e-03,9.023167490959167480e-01,4.310736656188964844e-01
2.790000000000000000e+02,8.129617571830749512e-01,1.490771770477294922e-03,9.016439318656921387e-01,4.324791729450225830e-01
2.800000000000000000e+02,8.117448687553405762e-01,1.496851444244384766e-03,9.009688496589660645e-01,4.338837862014770508e-01
2.810000000000000000e+02,8.105250000953674316e-01,1.502752304077148438e-03,9.002916216850280762e-01,4.352872669696807861e-01
2.820000000000000000e+02,8.093022108078002930e-01,1.508653163909912109e-03,8.996122479438781738e-01,4.366895854473114014e-01
2.830000000000000000e+02,8.080762624740600586e-01,1.514792442321777344e-03,8.989306092262268066e-01,4.380910098552703857e-01
2.840000000000000000e+02,8.068473339080810547e-01,1.520812511444091797e-03,8.982468247413635254e-01,4.394913613796234131e-01
2.850000000000000000e+02,8.056155443191528320e-01,1.526653766632080078e-03,8.975608944892883301e-01,4.408905208110809326e-01
2.860000000000000000e+02,8.043807744979858398e-01,1.532673835754394531e-03,8.968727588653564453e-01,4.422886371612548828e-01
2.870000000000000000e+02,8.031429052352905273e-01,1.538932323455810547e-03,8.961824178695678711e-01,4.436857998371124268e-01
2.880000000000000000e+02,8.019022345542907715e-01,1.544773578643798828e-03,8.954899311065673828e-01,4.450817406177520752e-01
2.890000000000000000e+02,8.006585240364074707e-01,1.550972461700439453e-03,8.947952389717102051e-01,4.464767277240753174e-01
2.900000000000000000e+02,7.994119524955749512e-01,1.556932926177978516e-03,8.940984010696411133e-01,4.478705823421478271e-01
2.910000000000000000e+02,7.981625199317932129e-01,1.562952995300292969e-03,8.933994174003601074e-01,4.492632746696472168e-01
2.920000000000000000e+02,7.969101071357727051e-01,1.569092273712158203e-03,8.926982283592224121e-01,4.506549537181854248e-01
2.930000000000000000e+02,7.956547737121582031e-01,1.575231552124023438e-03,8.919948339462280273e-01,4.520455896854400635e-01
2.940000000000000000e+02,7.943966984748840332e-01,1.581192016601562500e-03,8.912893533706665039e-01,4.534350037574768066e-01
2.950000000000000000e+02,7.931357026100158691e-01,1.587390899658203125e-03,8.905816674232482910e-01,4.548233747482299805e-01
2.960000000000000000e+02,7.918717861175537109e-01,1.593589782714843750e-03,8.898717761039733887e-01,4.562107026576995850e-01
2.970000000000000000e+02,7.906051278114318848e-01,1.599550247192382812e-03,8.891597986221313477e-01,4.575968384742736816e-01
2.980000000000000000e+02,7.893356084823608398e-01,1.605749130249023438e-03,8.884456157684326172e-01,4.589819014072418213e-01
2.990000000000000000e+02,7.880634069442749023e-01,1.611709594726562500e-03,8.877293467521667480e-01,4.603657126426696777e-01
3.000000000000000000e+02,7.867881655693054199e-01,1.618206501007080078e-03,8.870108127593994141e-01,4.617486596107482910e-01
3.010000000000000000e+02,7.855103015899658203e-01,1.624166965484619141e-03,8.862901926040649414e-01,4.631303250789642334e-01
3.020000000000000000e+02,7.842296957969665527e-01,1.630306243896484375e-03,8.855674266815185547e-01,4.645108282566070557e-01
3.030000000000000000e+02,7.829461693763732910e-01,1.636683940887451172e-03,8.848424553871154785e-01,4.658903777599334717e-01
3.040000000000000000e+02,7.816600203514099121e-01,1.642704010009765625e-03,8.841153979301452637e-01,4.672686457633972168e-01
3.050000000000000000e+02,7.803710699081420898e-01,1.648962497711181641e-03,8.833861351013183594e-01,4.686458408832550049e-01
3.060000000000000000e+02,7.790794968605041504e-01,1.655101776123046875e-03,8.826547861099243164e-01,4.700218141078948975e-01
3.070000000000000000e+02,7.777851819992065430e-01,1.661360263824462891e-03,8.819212913513183594e-01,4.713966548442840576e-01
3.080000000000000000e+02,7.764880657196044922e-01,1.667678356170654297e-03,8.811855912208557129e-01,4.727704823017120361e-01
3.090000000000000000e+02,7.751883268356323242e-01,1.673877239227294922e-03,8.804478049278259277e-01,4.741430878639221191e-01
3.100000000000000000e+02,7.738859653472900391e-01,1.680076122283935547e-03,8.797078728675842285e-01,4.755145013332366943e-01
3.110000000000000000e+02,7.725808620452880859e-01,1.686453819274902344e-03,8.789657950401306152e-01,4.768848121166229248e-01
3.120000000000000000e+02,7.712731361389160156e-01,1.692652702331542969e-03,8.782215714454650879e-01,4.782539606094360352e-01
3.130000000000000000e+02,7.699628472328186035e-01,1.698851585388183594e-03,8.774752616882324219e-01,4.796218872070312500e-01
3.140000000000000000e+02,7.686498165130615234e-01,1.705288887023925781e-03,8.767267465591430664e-01,4.809887707233428955e-01
3.150000000000000000e+02,7.673342227935791016e-01,1.711547374725341797e-03,8.759761452674865723e-01,4.823544025421142578e-01
3.160000000000000000e+02,7.660160064697265625e-01,1.717925071716308594e-03,8.752233982086181641e-01,4.837189316749572754e-01
3.170000000000000000e+02,7.646952867507934570e-01,1.724123954772949219e-03,8.744685649871826172e-01,4.850821793079376221e-01
3.180000000000000000e+02,7.633719444274902344e-01,1.730561256408691406e-03,8.737115859985351562e-01,4.864442944526672363e-01
3.190000000000000000e+02,7.620459794998168945e-01,1.736998558044433594e-03,8.729524612426757812e-01,4.878053069114685059e-01
3.200000000000000000e+02,7.607175707817077637e-01,1.743197441101074219e-03,8.721912503242492676e-01,4.891650378704071045e-01
3.210000000000000000e+02,7.593865990638732910e-01,1.749634742736816406e-03,8.714278936386108398e-01,4.905236065387725830e-01
3.220000000000000000e+02,7.580531239509582520e-01,1.756012439727783203e-03,8.706624507904052734e-01,4.918809533119201660e-01
3.230000000000000000e+02,7.567170858383178711e-01,1.762449741363525391e-03,8.698948621749877930e-01,4.932371675968170166e-01
3.240000000000000000e+02,7.553787231445312500e-01,1.768648624420166016e-03,8.691252470016479492e-01,4.945920407772064209e-01
3.250000000000000000e+02,7.540376782417297363e-01,1.775324344635009766e-03,8.683534264564514160e-01,4.959459006786346436e-01
3.260000000000000000e+02,7.526942491531372070e-01,1.781642436981201172e-03,8.675795197486877441e-01,4.972984492778778076e-01
3.270000000000000000e+02,7.513483762741088867e-01,1.788079738616943359e-03,8.668035268783569336e-01,4.986498057842254639e-01
3.280000000000000000e+02,7.500000000000000000e-01,1.794636249542236328e-03,8.660253882408142090e-01,5.000000000000000000e-01
3.290000000000000000e+02,7.486492991447448730e-01,1.800954341888427734e-03,8.652452230453491211e-01,5.013488531112670898e-01
3.300000000000000000e+02,7.472960352897644043e-01,1.807630062103271484e-03,8.644628524780273438e-01,5.026966929435729980e-01
3.310000000000000000e+02,7.459404468536376953e-01,1.814007759094238281e-03,8.636784553527832031e-01,5.040432214736938477e-01
3.320000000000000000e+02,7.445825338363647461e-01,1.820385456085205078e-03,8.628919720649719238e-01,5.053884387016296387e-01
3.330000000000000000e+02,7.432221770286560059e-01,1.827001571655273438e-03,8.621033430099487305e-01,5.067325234413146973e-01
3.340000000000000000e+02,7.418594360351562500e-01,1.833558082580566406e-03,8.613126277923583984e-01,5.080753564834594727e-01
3.350000000000000000e+02,7.404943704605102539e-01,1.840054988861083984e-03,8.605198264122009277e-01,5.094169378280639648e-01
3.360000000000000000e+02,7.391269803047180176e-01,1.846611499786376953e-03,8.597249388694763184e-01,5.107573270797729492e-01
3.370000000000000000e+02,7.377572655677795410e-01,1.853168010711669922e-03,8.589279651641845703e-01,5.120964050292968750e-01
3.380000000000000000e+02,7.363852262496948242e-01,1.859724521636962891e-03,8.581289052963256836e-01,5.134342908859252930e-01
3.390000000000000000e+02,7.350108623504638672e-01,1.866340637207031250e-03,8.573277592658996582e-01,5.147709846496582031e-01
3.400000000000000000e+02,7.336342930793762207e-01,1.872837543487548828e-03,8.565245270729064941e-01,5.161063075065612793e-01
3.410000000000000000e+02,7.322554588317871094e-01,1.879453659057617188e-03,8.557192683219909668e-01,5.174403786659240723e-01
3.420000000000000000e+02,7.308743000030517578e-01,1.886188983917236328e-03,8.549118638038635254e-01,5.187732577323913574e-01
3.430000000000000000e+02,7.294909358024597168e-01,1.892745494842529297e-03,8.541024327278137207e-01,5.201048851013183594e-01
3.440000000000000000e+02,7.281053066253662109e-01,1.899421215057373047e-03,8.532908558845520020e-01,5.214352011680603027e-01
3.450000000000000000e+02,7.267174720764160156e-01,1.906096935272216797e-03,8.524772524833679199e-01,5.227643251419067383e-01
3.460000000000000000e+02,7.253274321556091309e-01,1.912772655487060547e-03,8.516615629196166992e-01,5.240921378135681152e-01
3.470000000000000000e+02,7.239352464675903320e-01,1.919388771057128906e-03,8.508438467979431152e-01,5.254186391830444336e-01
3.480000000000000000e+02,7.225408554077148438e-01,1.926124095916748047e-03,8.500240445137023926e-01,5.267438888549804688e-01
3.490000000000000000e+02,7.211443185806274414e-01,1.932799816131591797e-03,8.492021560668945312e-01,5.280678868293762207e-01
3.500000000000000000e+02,7.197456359863281250e-01,1.939535140991210938e-03,8.483782410621643066e-01,5.293905735015869141e-01
3.510000000000000000e+02,7.183448076248168945e-01,1.946270465850830078e-03,8.475522398948669434e-01,5.307119488716125488e-01
3.520000000000000000e+02,7.169418931007385254e-01,1.953005790710449219e-03,8.467242121696472168e-01,5.320320725440979004e-01
3.530000000000000000e+02,7.155368328094482422e-01,1.959800720214843750e-03,8.458940982818603516e-01,5.333508849143981934e-01
3.540000000000000000e+02,7.141296267509460449e-01,1.966655254364013672e-03,8.450618982315063477e-01,5.346684455871582031e-01
3.550000000000000000e+02,7.127204537391662598e-01,1.973271369934082031e-03,8.442277312278747559e-01,5.359846353530883789e-01
3.560000000000000000e+02,7.113090753555297852e-01,1.980245113372802734e-03,8.433914184570312500e-01,5.372996330261230469e-01
3.570000000000000000e+02,7.098957896232604980e-01,1.986861228942871094e-03,8.425531387329101562e-01,5.386132001876831055e-01
3.580000000000000000e+02,7.084804177284240723e-01,1.993775367736816406e-03,8.417127728462219238e-01,5.399255156517028809e-01
3.590000000000000000e+02,7.070630192756652832e-01,2.000629901885986328e-03,8.408703804016113281e-01,5.412365198135375977e-01
3.600000000000000000e+02,7.056435346603393555e-01,2.007603645324707031e-03,8.400259017944335938e-01,5.425462722778320312e-01
3.610000000000000000e+02,7.042221426963806152e-01,2.014338970184326172e-03,8.391794562339782715e-01,5.438546538352966309e-01
3.620000000000000000e+02,7.027987241744995117e-01,2.021253108978271484e-03,8.383309245109558105e-01,5.451617240905761719e-01
3.630000000000000000e+02,7.013733386993408203e-01,2.028167247772216797e-03,8.374803662300109863e-01,5.464674234390258789e-01
3.640000000000000000e+02,6.999460458755493164e-01,2.035021781921386719e-03,8.366277813911437988e-01,5.477718114852905273e-01
3.650000000000000000e+02,6.985166668891906738e-01,2.042114734649658203e-03,8.357731103897094727e-01,5.490750074386596680e-01
3.660000000000000000e+02,6.970854997634887695e-01,2.048850059509277344e-03,8.349164724349975586e-01,5.503767132759094238e-01
3.670000000000000000e+02,6.956524252891540527e-01,2.055823802947998047e-03,8.340578079223632812e-01,5.516770482063293457e-01
3.680000000000000000e+02,6.942174434661865234e-01,2.062797546386718750e-03,8.331971168518066406e-01,5.529760718345642090e-01
3.690000000000000000e+02,6.927804350852966309e-01,2.069950103759765625e-03,8.323343396186828613e-01,5.542739033699035645e-01
3.700000000000000000e+02,6.913416981697082520e-01,2.076745033264160156e-03,8.314695954322814941e-01,5.555702447891235352e-01
3.710000000000000000e+02,6.899011731147766113e-01,2.083659172058105469e-03,8.306028842926025391e-01,5.568651556968688965e-01
3.720000000000000000e+02,6.884585618972778320e-01,2.091050148010253906e-03,8.297340273857116699e-01,5.581589937210083008e-01
3.730000000000000000e+02,6.870142817497253418e-01,2.097845077514648438e-03,8.288632631301879883e-01,5.594512820243835449e-01
3.740000000000000000e+02,6.855680942535400391e-01,2.105057239532470703e-03,8.279904127120971680e-01,5.607422590255737305e-01
3.750000000000000000e+02,6.841202378273010254e-01,2.111911773681640625e-03,8.271155953407287598e-01,5.620318055152893066e-01
3.760000000000000000e+02,6.826704740524291992e-01,2.119183540344238281e-03,8.262387514114379883e-01,5.633201003074645996e-01
3.770000000000000000e+02,6.812190413475036621e-01,2.126097679138183594e-03,8.253599405288696289e-01,5.646069049835205078e-01
3.780000000000000000e+02,6.797658205032348633e-01,2.133250236511230469e-03,8.244791030883789062e-01,5.658923983573913574e-01
3.790000000000000000e+02,6.783107519149780273e-01,2.140522003173828125e-03,8.235962390899658203e-01,5.671765804290771484e-01
3.800000000000000000e+02,6.768540740013122559e-01,2.147495746612548828e-03,8.227114081382751465e-01,5.684592723846435547e-01
3.810000000000000000e+02,6.753956079483032227e-01,2.154767513275146484e-03,8.218245506286621094e-01,5.697406530380249023e-01
3.820000000000000000e+02,6.739354729652404785e-01,2.161920070648193359e-03,8.209357261657714844e-01,5.710206031799316406e-01
3.830000000000000000e+02,6.724736094474792480e-01,2.169132232666015625e-03,8.200448751449584961e-01,5.722992420196533203e-01
3.840000000000000000e+02,6.710100769996643066e-01,2.176344394683837891e-03,8.191520571708679199e-01,5.735764503479003906e-01
3.850000000000000000e+02,6.695449352264404297e-01,2.183496952056884766e-03,8.182572722434997559e-01,5.748522281646728516e-01
3.860000000000000000e+02,6.680780053138732910e-01,2.190947532653808594e-03,8.173604011535644531e-01,5.761266946792602539e-01
3.870000000000000000e+02,6.666095852851867676e-01,2.197980880737304688e-03,8.164616227149963379e-01,5.773997306823730469e-01
3.880000000000000000e+02,6.651395559310913086e-01,2.205252647399902344e-03,8.155608773231506348e-01,5.786712765693664551e-01
3.890000000000000000e+02,6.636678576469421387e-01,2.212643623352050781e-03,8.146581053733825684e-01,5.799415111541748047e-01
3.900000000000000000e+02,6.621945500373840332e-01,2.219974994659423828e-03,8.137533664703369141e-01,5.812103152275085449e-01
3.910000000000000000e+02,6.607196927070617676e-01,2.227246761322021484e-03,8.128466606140136719e-01,5.824777483940124512e-01
3.920000000000000000e+02,6.592432856559753418e-01,2.234518527984619141e-03,8.119379878044128418e-01,5.837436914443969727e-01
3.930000000000000000e+02,6.577653884887695312e-01,2.241790294647216797e-03,8.110273480415344238e-01,5.850082039833068848e-01
3.940000000000000000e+02,6.562858819961547852e-01,2.249300479888916016e-03,8.101147413253784180e-01,5.862713456153869629e-01
3.950000000000000000e+02,6.548048853874206543e-01,2.256631851196289062e-03,8.092001676559448242e-01,5.875330567359924316e-01
3.960000000000000000e+02,6.533223986625671387e-01,2.264022827148437500e-03,8.082836270332336426e-01,5.887933373451232910e-01
3.970000000000000000e+02,6.518383622169494629e-01,2.271533012390136719e-03,8.073650598526000977e-01,5.900522470474243164e-01
3.980000000000000000e+02,6.503528952598571777e-01,2.278864383697509766e-03,8.064445853233337402e-01,5.913096666336059570e-01
3.990000000000000000e+02,6.488659381866455078e-01,2.286374568939208984e-03,8.055221438407897949e-01,5.925656557083129883e-01
4.000000000000000000e+02,6.473776102066040039e-01,2.293765544891357422e-03,8.045977950096130371e-01,5.938201546669006348e-01
4.010000000000000000e+02,6.458878517150878906e-01,2.301216125488281250e-03,8.036714792251586914e-01,5.950732231140136719e-01
4.020000000000000000e+02,6.443965435028076172e-01,2.308905124664306641e-03,8.027431368827819824e-01,5.963249802589416504e-01
4.030000000000000000e+02,6.429039239883422852e-01,2.316296100616455078e-03,8.018128871917724609e-01,5.975751876831054688e-01
4.040000000000000000e+02,6.414098739624023438e-01,2.323925495147705078e-03,8.008806705474853516e-01,5.988239645957946777e-01
4.050000000000000000e+02,6.399144530296325684e-01,2.331435680389404297e-03,7.999465465545654297e-01,6.000713109970092773e-01
4.060000000000000000e+02,6.384177207946777344e-01,2.338945865631103516e-03,7.990104556083679199e-01,6.013171076774597168e-01
4.070000000000000000e+02,6.369196176528930664e-01,2.346575260162353516e-03,7.980724573135375977e-01,6.025615334510803223e-01
4.080000000000000000e+02,6.354203224182128906e-01,2.353966236114501953e-03,7.971325516700744629e-01,6.038043498992919922e-01
4.090000000000000000e+02,6.339194774627685547e-01,2.361953258514404297e-03,7.961906194686889648e-01,6.050458550453186035e-01
4.100000000000000000e+02,6.324174404144287109e-01,2.369463443756103516e-03,7.952467799186706543e-01,6.062858700752258301e-01
4.110000000000000000e+02,6.309141516685485840e-01,2.377033233642578125e-03,7.943010330200195312e-01,6.075243353843688965e-01
4.120000000000000000e+02,6.294094920158386230e-01,2.384901046752929688e-03,7.933533191680908203e-01,6.087614297866821289e-01
4.130000000000000000e+02,6.279036402702331543e-01,2.392470836639404297e-03,7.924036979675292969e-01,6.099970340728759766e-01
4.140000000000000000e+02,6.263965368270874023e-01,2.400219440460205078e-03,7.914521694183349609e-01,6.112310886383056641e-01
4.150000000000000000e+02,6.248882412910461426e-01,2.407908439636230469e-03,7.904987335205078125e-01,6.124636530876159668e-01
4.160000000000000000e+02,6.233786940574645996e-01,2.415716648101806641e-03,7.895433306694030762e-01,6.136947870254516602e-01
4.170000000000000000e+02,6.218680143356323242e-01,2.423346042633056641e-03,7.885860800743103027e-01,6.149243712425231934e-01
4.180000000000000000e+02,6.203559637069702148e-01,2.431452274322509766e-03,7.876268029212951660e-01,6.161525845527648926e-01
4.190000000000000000e+02,6.188429594039916992e-01,2.438902854919433594e-03,7.866657376289367676e-01,6.173791885375976562e-01
4.200000000000000000e+02,6.173286437988281250e-01,2.447009086608886719e-03,7.857026457786560059e-01,6.186043620109558105e-01
4.210000000000000000e+02,6.158133745193481445e-01,2.454578876495361328e-03,7.847377657890319824e-01,6.198279261589050293e-01
4.220000000000000000e+02,6.142967343330383301e-01,2.462804317474365234e-03,7.837708592414855957e-01,6.210501194000244141e-01
4.230000000000000000e+02,6.127791404724121094e-01,2.470433712005615234e-03,7.828021049499511719e-01,6.222707033157348633e-01
4.240000000000000000e+02,6.112604737281799316e-01,2.478301525115966797e-03,7.818315029144287109e-01,6.234897971153259277e-01
4.250000000000000000e+02,6.097406744956970215e-01,2.486348152160644531e-03,7.808589339256286621e-01,6.247074007987976074e-01
4.260000000000000000e+02,6.082198619842529297e-01,2.494215965270996094e-03,7.798845171928405762e-01,6.259234547615051270e-01
4.270000000000000000e+02,6.066978573799133301e-01,2.502381801605224609e-03,7.789081335067749023e-01,6.271380782127380371e-01
4.280000000000000000e+02,6.051749587059020996e-01,2.510130405426025391e-03,7.779299020767211914e-01,6.283510327339172363e-01
4.290000000000000000e+02,6.036509275436401367e-01,2.518355846405029297e-03,7.769497632980346680e-01,6.295626163482666016e-01
4.300000000000000000e+02,6.021260023117065430e-01,2.526164054870605469e-03,7.759677767753601074e-01,6.307725310325622559e-01
4.310000000000000000e+02,6.006000041961669922e-01,2.534329891204833984e-03,7.749838829040527344e-01,6.319810152053833008e-01
4.320000000000000000e+02,5.990730524063110352e-01,2.542376518249511719e-03,7.739980816841125488e-01,6.331879496574401855e-01
4.330000000000000000e+02,5.975452065467834473e-01,2.550363540649414062e-03,7.730104923248291016e-01,6.343932747840881348e-01
4.340000000000000000e+02,5.960163474082946777e-01,2.558588981628417969e-03,7.720209360122680664e-01,6.355971097946166992e-01
4.350000000000000000e+02,5.944865345954895020e-01,2.566754817962646484e-03,7.710295319557189941e-01,6.367993950843811035e-01
4.360000000000000000e+02,5.929557681083679199e-01,2.574920654296875000e-03,7.700362205505371094e-01,6.380001902580261230e-01
4.370000000000000000e+02,5.914241671562194824e-01,2.582967281341552734e-03,7.690410614013671875e-01,6.391993761062622070e-01
4.380000000000000000e+02,5.898917317390441895e-01,2.591073513031005859e-03,7.680441141128540039e-01,6.403969526290893555e-01
4.390000000000000000e+02,5.883583426475524902e-01,2.599418163299560547e-03,7.670451998710632324e-01,6.415930390357971191e-01
4.400000000000000000e+02,5.868240594863891602e-01,2.607762813568115234e-03,7.660444378852844238e-01,6.427876353263854980e-01
4.410000000000000000e+02,5.852890014648437500e-01,2.615869045257568359e-03,7.650418281555175781e-01,6.439805626869201660e-01
4.420000000000000000e+02,5.837531089782714844e-01,2.624154090881347656e-03,7.640373706817626953e-01,6.451719999313354492e-01
4.430000000000000000e+02,5.822163820266723633e-01,2.632498741149902344e-03,7.630310654640197754e-01,6.463618278503417969e-01
4.440000000000000000e+02,5.806789398193359375e-01,2.640664577484130859e-03,7.620229125022888184e-01,6.475500464439392090e-01
4.450000000000000000e+02,5.791405439376831055e-01,2.649307250976562500e-03,7.610128521919250488e-01,6.487368345260620117e-01
4.460000000000000000e+02,5.776015520095825195e-01,2.657353878021240234e-03,7.600010037422180176e-01,6.499218940734863281e-01
4.470000000000000000e+02,5.760617256164550781e-01,2.665877342224121094e-03,7.589873075485229492e-01,6.511054039001464844e-01
4.480000000000000000e+02,5.745211243629455566e-01,2.674341201782226562e-03,7.579717040061950684e-01,6.522874236106872559e-01
4.490000000000000000e+02,5.729798078536987305e-01,2.682805061340332031e-03,7.569543123245239258e-01,6.534678339958190918e-01
4.500000000000000000e+02,5.714378356933593750e-01,2.691149711608886719e-03,7.559350728988647461e-01,6.546465754508972168e-01
4.510000000000000000e+02,5.698952078819274902e-01,2.699553966522216797e-03,7.549140453338623047e-01,6.558237671852111816e-01
4.520000000000000000e+02,5.683518052101135254e-01,2.708196640014648438e-03,7.538911104202270508e-01,6.569994091987609863e-01
4.530000000000000000e+02,5.668078064918518066e-01,2.716600894927978516e-03,7.528663873672485352e-01,6.581733822822570801e-01
4.540000000000000000e+02,5.652630925178527832e-01,2.725303173065185547e-03,7.518398165702819824e-01,6.593458056449890137e-01
4.550000000000000000e+02,5.637177824974060059e-01,2.733767032623291016e-03,7.508113980293273926e-01,6.605166196823120117e-01
4.560000000000000000e+02,5.621718168258666992e-01,2.742469310760498047e-03,7.497811913490295410e-01,6.616858839988708496e-01
4.570000000000000000e+02,5.606252551078796387e-01,2.751052379608154297e-03,7.487491369247436523e-01,6.628534793853759766e-01
4.580000000000000000e+02,5.590781569480895996e-01,2.759575843811035156e-03,7.477152943611145020e-01,6.640194654464721680e-01
4.590000000000000000e+02,5.575304031372070312e-01,2.768397331237792969e-03,7.466796040534973145e-01,6.651839017868041992e-01
4.600000000000000000e+02,5.559822916984558105e-01,2.776741981506347656e-03,7.456421852111816406e-01,6.663465499877929688e-01
4.610000000000000000e+02,5.544335246086120605e-01,2.785623073577880859e-03,7.446029186248779297e-01,6.675076484680175781e-01
4.620000000000000000e+02,5.528840422630310059e-01,2.794682979583740234e-03,7.435617446899414062e-01,6.686673164367675781e-01
4.630000000000000000e+02,5.513343214988708496e-01,2.802968025207519531e-03,7.425189018249511719e-01,6.698251366615295410e-01
