protocol,N,d,r,missing,counts_path,aux_path
XEB,56,14,49,amplitudes,data/results/N56_depths/N56_d14_XEB/N56_d14_r49_XEB_counts.json,
XEB,56,14,50,amplitudes,data/results/N56_depths/N56_d14_XEB/N56_d14_r50_XEB_counts.json,
XEB,56,16,1,amplitudes,data/results/N56_depths/N56_d16_XEB/N56_d16_r1_XEB_counts.json,
XEB,56,16,2,amplitudes,data/results/N56_depths/N56_d16_XEB/N56_d16_r2_XEB_counts.json,
XEB,56,16,3,amplitudes,data/results/N56_depths/N56_d16_XEB/N56_d16_r3_XEB_counts.json,
XEB,56,16,4,amplitudes,data/results/N56_depths/N56_d16_XEB/N56_d16_r4_XEB_counts.json,
XEB,56,16,5,amplitudes,data/results/N56_depths/N56_d16_XEB/N56_d16_r5_XEB_counts.json,
XEB,56,16,6,amplitudes,data/results/N56_depths/N56_d16_XEB/N56_d16_r6_XEB_counts.json,
XEB,56,16,7,amplitudes,data/results/N56_depths/N56_d16_XEB/N56_d16_r7_XEB_counts.json,
XEB,56,16,8,amplitudes,data/results/N56_depths/N56_d16_XEB/N56_d16_r8_XEB_counts.json,
XEB,56,16,9,amplitudes,data/results/N56_depths/N56_d16_XEB/N56_d16_r9_XEB_counts.json,
XEB,56,16,10,amplitudes,data/results/N56_depths/N56_d16_XEB/N56_d16_r10_XEB_counts.json,
XEB,56,16,11,amplitudes,data/results/N56_depths/N56_d16_XEB/N56_d16_r11_XEB_counts.json,
XEB,56,16,12,amplitudes,data/results/N56_depths/N56_d16_XEB/N56_d16_r12_XEB_counts.json,
XEB,56,16,13,amplitudes,data/results/N56_depths/N56_d16_XEB/N56_d16_r13_XEB_counts.json,
XEB,56,16,14,amplitudes,data/results/N56_depths/N56_d16_XEB/N56_d16_r14_XEB_counts.json,
XEB,56,16,15,amplitudes,data/results/N56_depths/N56_d16_XEB/N56_d16_r15_XEB_counts.json,
XEB,56,16,16,amplitudes,data/results/N56_depths/N56_d16_XEB/N56_d16_r16_XEB_counts.json,
XEB,56,16,17,amplitudes,data/results/N56_depths/N56_d16_XEB/N56_d16_r17_XEB_counts.json,
XEB,56,16,18,amplitudes,data/results/N56_depths/N56_d16_XEB/N56_d16_r18_XEB_counts.json,
XEB,56,16,19,amplitudes,data/results/N56_depths/N56_d16_XEB/N56_d16_r19_XEB_counts.json,
XEB,56,16,20,amplitudes,data/results/N56_depths/N56_d16_XEB/N56_d16_r20_XEB_counts.json,
XEB,56,16,21,amplitudes,data/results/N56_depths/N56_d16_XEB/N56_d16_r21_XEB_counts.json,
XEB,56,16,22,amplitudes,data/results/N56_depths/N56_d16_XEB/N56_d16_r22_XEB_counts.json,
XEB,56,16,23,amplitudes,data/results/N56_depths/N56_d16_XEB/N56_d16_r23_XEB_counts.json,
XEB,56,16,24,amplitudes,data/results/N56_depths/N56_d16_XEB/N56_d16_r24_XEB_counts.json,
XEB,56,16,25,amplitudes,data/results/N56_depths/N56_d16_XEB/N56_d16_r25_XEB_counts.json,
XEB,56,16,26,amplitudes,data/results/N56_depths/N56_d16_XEB/N56_d16_r26_XEB_counts.json,
XEB,56,16,27,amplitudes,data/results/N56_depths/N56_d16_XEB/N56_d16_r27_XEB_counts.json,
XEB,56,16,28,amplitudes,data/results/N56_depths/N56_d16_XEB/N56_d16_r28_XEB_counts.json,
XEB,56,16,29,amplitudes,data/results/N56_depths/N56_d16_XEB/N56_d16_r29_XEB_counts.json,
XEB,56,16,30,amplitudes,data/results/N56_depths/N56_d16_XEB/N56_d16_r30_XEB_counts.json,
XEB,56,16,31,amplitudes,data/results/N56_depths/N56_d16_XEB/N56_d16_r31_XEB_counts.json,
XEB,56,16,32,amplitudes,data/results/N56_depths/N56_d16_XEB/N56_d16_r32_XEB_counts.json,
XEB,56,16,33,amplitudes,data/results/N56_depths/N56_d16_XEB/N56_d16_r33_XEB_counts.json,
XEB,56,16,34,amplitudes,data/results/N56_depths/N56_d16_XEB/N56_d16_r34_XEB_counts.json,
XEB,56,16,35,amplitudes,data/results/N56_depths/N56_d16_XEB/N56_d16_r35_XEB_counts.json,
XEB,56,16,36,amplitudes,data/results/N56_depths/N56_d16_XEB/N56_d16_r36_XEB_counts.json,
XEB,56,16,37,amplitudes,data/results/N56_depths/N56_d16_XEB/N56_d16_r37_XEB_counts.json,
XEB,56,16,38,amplitudes,data/results/N56_depths/N56_d16_XEB/N56_d16_r38_XEB_counts.json,
XEB,56,16,39,amplitudes,data/results/N56_depths/N56_d16_XEB/N56_d16_r39_XEB_counts.json,
XEB,56,16,40,amplitudes,data/results/N56_depths/N56_d16_XEB/N56_d16_r40_XEB_counts.json,
XEB,56,16,41,amplitudes,data/results/N56_depths/N56_d16_XEB/N56_d16_r41_XEB_counts.json,
XEB,56,16,42,amplitudes,data/results/N56_depths/N56_d16_XEB/N56_d16_r42_XEB_counts.json,
XEB,56,16,43,amplitudes,data/results/N56_depths/N56_d16_XEB/N56_d16_r43_XEB_counts.json,
XEB,56,16,44,amplitudes,data/results/N56_depths/N56_d16_XEB/N56_d16_r44_XEB_counts.json,
XEB,56,16,45,amplitudes,data/results/N56_depths/N56_d16_XEB/N56_d16_r45_XEB_counts.json,
XEB,56,16,46,amplitudes,data/results/N56_depths/N56_d16_XEB/N56_d16_r46_XEB_counts.json,
XEB,56,16,47,amplitudes,data/results/N56_depths/N56_d16_XEB/N56_d16_r47_XEB_counts.json,
XEB,56,16,48,amplitudes,data/results/N56_depths/N56_d16_XEB/N56_d16_r48_XEB_counts.json,
XEB,56,16,49,amplitudes,data/results/N56_depths/N56_d16_XEB/N56_d16_r49_XEB_counts.json,
XEB,56,16,50,amplitudes,data/results/N56_depths/N56_d16_XEB/N56_d16_r50_XEB_counts.json,
XEB,56,18,1,amplitudes,data/results/N56_depths/N56_d18_XEB/N56_d18_r1_XEB_counts.json,
XEB,56,18,2,amplitudes,data/results/N56_depths/N56_d18_XEB/N56_d18_r2_XEB_counts.json,
XEB,56,18,3,amplitudes,data/results/N56_depths/N56_d18_XEB/N56_d18_r3_XEB_counts.json,
XEB,56,18,4,amplitudes,data/results/N56_depths/N56_d18_XEB/N56_d18_r4_XEB_counts.json,
XEB,56,18,5,amplitudes,data/results/N56_depths/N56_d18_XEB/N56_d18_r5_XEB_counts.json,
XEB,56,18,6,amplitudes,data/results/N56_depths/N56_d18_XEB/N56_d18_r6_XEB_counts.json,
XEB,56,18,7,amplitudes,data/results/N56_depths/N56_d18_XEB/N56_d18_r7_XEB_counts.json,
XEB,56,18,8,amplitudes,data/results/N56_depths/N56_d18_XEB/N56_d18_r8_XEB_counts.json,
XEB,56,18,9,amplitudes,data/results/N56_depths/N56_d18_XEB/N56_d18_r9_XEB_counts.json,
XEB,56,18,10,amplitudes,data/results/N56_depths/N56_d18_XEB/N56_d18_r10_XEB_counts.json,
XEB,56,18,11,amplitudes,data/results/N56_depths/N56_d18_XEB/N56_d18_r11_XEB_counts.json,
XEB,56,18,12,amplitudes,data/results/N56_depths/N56_d18_XEB/N56_d18_r12_XEB_counts.json,
XEB,56,18,13,amplitudes,data/results/N56_depths/N56_d18_XEB/N56_d18_r13_XEB_counts.json,
XEB,56,18,14,amplitudes,data/results/N56_depths/N56_d18_XEB/N56_d18_r14_XEB_counts.json,
XEB,56,18,15,amplitudes,data/results/N56_depths/N56_d18_XEB/N56_d18_r15_XEB_counts.json,
XEB,56,18,16,amplitudes,data/results/N56_depths/N56_d18_XEB/N56_d18_r16_XEB_counts.json,
XEB,56,18,17,amplitudes,data/results/N56_depths/N56_d18_XEB/N56_d18_r17_XEB_counts.json,
XEB,56,18,18,amplitudes,data/results/N56_depths/N56_d18_XEB/N56_d18_r18_XEB_counts.json,
XEB,56,18,19,amplitudes,data/results/N56_depths/N56_d18_XEB/N56_d18_r19_XEB_counts.json,
XEB,56,18,20,amplitudes,data/results/N56_depths/N56_d18_XEB/N56_d18_r20_XEB_counts.json,
XEB,56,18,21,amplitudes,data/results/N56_depths/N56_d18_XEB/N56_d18_r21_XEB_counts.json,
XEB,56,18,22,amplitudes,data/results/N56_depths/N56_d18_XEB/N56_d18_r22_XEB_counts.json,
XEB,56,18,23,amplitudes,data/results/N56_depths/N56_d18_XEB/N56_d18_r23_XEB_counts.json,
XEB,56,18,24,amplitudes,data/results/N56_depths/N56_d18_XEB/N56_d18_r24_XEB_counts.json,
XEB,56,18,25,amplitudes,data/results/N56_depths/N56_d18_XEB/N56_d18_r25_XEB_counts.json,
XEB,56,18,26,amplitudes,data/results/N56_depths/N56_d18_XEB/N56_d18_r26_XEB_counts.json,
XEB,56,18,27,amplitudes,data/results/N56_depths/N56_d18_XEB/N56_d18_r27_XEB_counts.json,
XEB,56,18,28,amplitudes,data/results/N56_depths/N56_d18_XEB/N56_d18_r28_XEB_counts.json,
XEB,56,18,29,amplitudes,data/results/N56_depths/N56_d18_XEB/N56_d18_r29_XEB_counts.json,
XEB,56,18,30,amplitudes,data/results/N56_depths/N56_d18_XEB/N56_d18_r30_XEB_counts.json,
XEB,56,18,31,amplitudes,data/results/N56_depths/N56_d18_XEB/N56_d18_r31_XEB_counts.json,
XEB,56,18,32,amplitudes,data/results/N56_depths/N56_d18_XEB/N56_d18_r32_XEB_counts.json,
XEB,56,18,33,amplitudes,data/results/N56_depths/N56_d18_XEB/N56_d18_r33_XEB_counts.json,
XEB,56,18,34,amplitudes,data/results/N56_depths/N56_d18_XEB/N56_d18_r34_XEB_counts.json,
XEB,56,18,35,amplitudes,data/results/N56_depths/N56_d18_XEB/N56_d18_r35_XEB_counts.json,
XEB,56,18,36,amplitudes,data/results/N56_depths/N56_d18_XEB/N56_d18_r36_XEB_counts.json,
XEB,56,18,37,amplitudes,data/results/N56_depths/N56_d18_XEB/N56_d18_r37_XEB_counts.json,
XEB,56,18,38,amplitudes,data/results/N56_depths/N56_d18_XEB/N56_d18_r38_XEB_counts.json,
XEB,56,18,39,amplitudes,data/results/N56_depths/N56_d18_XEB/N56_d18_r39_XEB_counts.json,
XEB,56,18,40,amplitudes,data/results/N56_depths/N56_d18_XEB/N56_d18_r40_XEB_counts.json,
XEB,56,18,41,amplitudes,data/results/N56_depths/N56_d18_XEB/N56_d18_r41_XEB_counts.json,
XEB,56,18,42,amplitudes,data/results/N56_depths/N56_d18_XEB/N56_d18_r42_XEB_counts.json,
XEB,56,18,43,amplitudes,data/results/N56_depths/N56_d18_XEB/N56_d18_r43_XEB_counts.json,
XEB,56,18,44,amplitudes,data/results/N56_depths/N56_d18_XEB/N56_d18_r44_XEB_counts.json,
XEB,56,18,45,amplitudes,data/results/N56_depths/N56_d18_XEB/N56_d18_r45_XEB_counts.json,
XEB,56,18,46,amplitudes,data/results/N56_depths/N56_d18_XEB/N56_d18_r46_XEB_counts.json,
XEB,56,18,47,amplitudes,data/results/N56_depths/N56_d18_XEB/N56_d18_r47_XEB_counts.json,
XEB,56,18,48,amplitudes,data/results/N56_depths/N56_d18_XEB/N56_d18_r48_XEB_counts.json,
XEB,56,18,49,amplitudes,data/results/N56_depths/N56_d18_XEB/N56_d18_r49_XEB_counts.json,
XEB,56,18,50,amplitudes,data/results/N56_depths/N56_d18_XEB/N56_d18_r50_XEB_counts.json,
XEB,56,20,1,amplitudes,data/results/N56_depths/N56_d20_XEB/N56_d20_r1_XEB_counts.json,
XEB,56,20,2,amplitudes,data/results/N56_depths/N56_d20_XEB/N56_d20_r2_XEB_counts.json,
XEB,56,20,3,amplitudes,data/results/N56_depths/N56_d20_XEB/N56_d20_r3_XEB_counts.json,
XEB,56,20,4,amplitudes,data/results/N56_depths/N56_d20_XEB/N56_d20_r4_XEB_counts.json,
XEB,56,20,5,amplitudes,data/results/N56_depths/N56_d20_XEB/N56_d20_r5_XEB_counts.json,
XEB,56,20,6,amplitudes,data/results/N56_depths/N56_d20_XEB/N56_d20_r6_XEB_counts.json,
XEB,56,20,7,amplitudes,data/results/N56_depths/N56_d20_XEB/N56_d20_r7_XEB_counts.json,
XEB,56,20,8,amplitudes,data/results/N56_depths/N56_d20_XEB/N56_d20_r8_XEB_counts.json,
XEB,56,20,9,amplitudes,data/results/N56_depths/N56_d20_XEB/N56_d20_r9_XEB_counts.json,
XEB,56,20,10,amplitudes,data/results/N56_depths/N56_d20_XEB/N56_d20_r10_XEB_counts.json,
XEB,56,20,11,amplitudes,data/results/N56_depths/N56_d20_XEB/N56_d20_r11_XEB_counts.json,
XEB,56,20,12,amplitudes,data/results/N56_depths/N56_d20_XEB/N56_d20_r12_XEB_counts.json,
XEB,56,20,13,amplitudes,data/results/N56_depths/N56_d20_XEB/N56_d20_r13_XEB_counts.json,
XEB,56,20,14,amplitudes,data/results/N56_depths/N56_d20_XEB/N56_d20_r14_XEB_counts.json,
XEB,56,20,15,amplitudes,data/results/N56_depths/N56_d20_XEB/N56_d20_r15_XEB_counts.json,
XEB,56,20,16,amplitudes,data/results/N56_depths/N56_d20_XEB/N56_d20_r16_XEB_counts.json,
XEB,56,20,17,amplitudes,data/results/N56_depths/N56_d20_XEB/N56_d20_r17_XEB_counts.json,
XEB,56,20,18,amplitudes,data/results/N56_depths/N56_d20_XEB/N56_d20_r18_XEB_counts.json,
XEB,56,20,19,amplitudes,data/results/N56_depths/N56_d20_XEB/N56_d20_r19_XEB_counts.json,
XEB,56,20,20,amplitudes,data/results/N56_depths/N56_d20_XEB/N56_d20_r20_XEB_counts.json,
XEB,56,20,21,amplitudes,data/results/N56_depths/N56_d20_XEB/N56_d20_r21_XEB_counts.json,
XEB,56,20,22,amplitudes,data/results/N56_depths/N56_d20_XEB/N56_d20_r22_XEB_counts.json,
XEB,56,20,23,amplitudes,data/results/N56_depths/N56_d20_XEB/N56_d20_r23_XEB_counts.json,
XEB,56,20,24,amplitudes,data/results/N56_depths/N56_d20_XEB/N56_d20_r24_XEB_counts.json,
XEB,56,20,25,amplitudes,data/results/N56_depths/N56_d20_XEB/N56_d20_r25_XEB_counts.json,
XEB,56,20,26,amplitudes,data/results/N56_depths/N56_d20_XEB/N56_d20_r26_XEB_counts.json,
XEB,56,20,27,amplitudes,data/results/N56_depths/N56_d20_XEB/N56_d20_r27_XEB_counts.json,
XEB,56,20,28,amplitudes,data/results/N56_depths/N56_d20_XEB/N56_d20_r28_XEB_counts.json,
XEB,56,20,29,amplitudes,data/results/N56_depths/N56_d20_XEB/N56_d20_r29_XEB_counts.json,
XEB,56,20,30,amplitudes,data/results/N56_depths/N56_d20_XEB/N56_d20_r30_XEB_counts.json,
XEB,56,20,31,amplitudes,data/results/N56_depths/N56_d20_XEB/N56_d20_r31_XEB_counts.json,
XEB,56,20,32,amplitudes,data/results/N56_depths/N56_d20_XEB/N56_d20_r32_XEB_counts.json,
XEB,56,20,33,amplitudes,data/results/N56_depths/N56_d20_XEB/N56_d20_r33_XEB_counts.json,
XEB,56,20,34,amplitudes,data/results/N56_depths/N56_d20_XEB/N56_d20_r34_XEB_counts.json,
XEB,56,20,35,amplitudes,data/results/N56_depths/N56_d20_XEB/N56_d20_r35_XEB_counts.json,
XEB,56,20,36,amplitudes,data/results/N56_depths/N56_d20_XEB/N56_d20_r36_XEB_counts.json,
XEB,56,20,37,amplitudes,data/results/N56_depths/N56_d20_XEB/N56_d20_r37_XEB_counts.json,
XEB,56,20,38,amplitudes,data/results/N56_depths/N56_d20_XEB/N56_d20_r38_XEB_counts.json,
XEB,56,20,39,amplitudes,data/results/N56_depths/N56_d20_XEB/N56_d20_r39_XEB_counts.json,
XEB,56,20,40,amplitudes,data/results/N56_depths/N56_d20_XEB/N56_d20_r40_XEB_counts.json,
XEB,56,20,41,amplitudes,data/results/N56_depths/N56_d20_XEB/N56_d20_r41_XEB_counts.json,
XEB,56,20,42,amplitudes,data/results/N56_depths/N56_d20_XEB/N56_d20_r42_XEB_counts.json,
XEB,56,20,43,amplitudes,data/results/N56_depths/N56_d20_XEB/N56_d20_r43_XEB_counts.json,
XEB,56,20,44,amplitudes,data/results/N56_depths/N56_d20_XEB/N56_d20_r44_XEB_counts.json,
XEB,56,20,45,amplitudes,data/results/N56_depths/N56_d20_XEB/N56_d20_r45_XEB_counts.json,
XEB,56,20,46,amplitudes,data/results/N56_depths/N56_d20_XEB/N56_d20_r46_XEB_counts.json,
XEB,56,20,47,amplitudes,data/results/N56_depths/N56_d20_XEB/N56_d20_r47_XEB_counts.json,
XEB,56,20,48,amplitudes,data/results/N56_depths/N56_d20_XEB/N56_d20_r48_XEB_counts.json,
XEB,56,20,49,amplitudes,data/results/N56_depths/N56_d20_XEB/N56_d20_r49_XEB_counts.json,
XEB,56,20,50,amplitudes,data/results/N56_depths/N56_d20_XEB/N56_d20_r50_XEB_counts.json,
