N,d,r,total_shots,matched_shots,unique_bitstrings,matched_unique_bitstrings,mean_ideal_prob,xeb_fidelity,xeb_std_error,xeb_sample_std,min_ideal_prob,max_ideal_prob,counts_path,amplitudes_path
24,12,35,20,20,20,20,9.958972489367397e-08,0.6708383259217453,0.3477515050777028,1.5551920092632137,2.5012777894032894e-09,4.029313146239827e-07,data/results/N_scan_depth12/N24_d12_XEB/N24_d12_r35_XEB_counts.json,data/amplitudes/N_scan_depth12/N24_d12_XEB/N24_d12_r35_XEB_amplitudes.json
24,12,36,20,20,20,20,9.557916887665563e-08,0.6035523613441288,0.2996753287244649,1.3401888124149977,2.6176849368965988e-09,2.902272743265594e-07,data/results/N_scan_depth12/N24_d12_XEB/N24_d12_r36_XEB_counts.json,data/amplitudes/N_scan_depth12/N24_d12_XEB/N24_d12_r36_XEB_amplitudes.json
24,12,37,20,20,20,20,1.0396754735247981e-07,0.7442859989227818,0.4509621993903272,2.016764266239172,1.6947375516894746e-09,5.048270939417755e-07,data/results/N_scan_depth12/N24_d12_XEB/N24_d12_r37_XEB_counts.json,data/amplitudes/N_scan_depth12/N24_d12_XEB/N24_d12_r37_XEB_amplitudes.json
24,12,38,20,20,20,20,8.28380663003576e-08,0.3897921313434202,0.221605540585789,0.9910501058808255,6.964331386392861e-09,2.2324213008364533e-07,data/results/N_scan_depth12/N24_d12_XEB/N24_d12_r38_XEB_counts.json,data/amplitudes/N_scan_depth12/N24_d12_XEB/N24_d12_r38_XEB_amplitudes.json
24,12,39,20,20,20,20,8.83711300906001e-08,0.48262153769409766,0.3035863632252961,1.3576794904274088,3.516962474951793e-10,3.518705055916003e-07,data/results/N_scan_depth12/N24_d12_XEB/N24_d12_r39_XEB_counts.json,data/amplitudes/N_scan_depth12/N24_d12_XEB/N24_d12_r39_XEB_amplitudes.json
24,12,40,20,20,20,20,1.0124899280452044e-07,0.6986762220638851,0.2660289627024029,1.1897176891726582,7.032434250686763e-09,2.451337030758045e-07,data/results/N_scan_depth12/N24_d12_XEB/N24_d12_r40_XEB_counts.json,data/amplitudes/N_scan_depth12/N24_d12_XEB/N24_d12_r40_XEB_amplitudes.json
24,12,41,20,20,20,20,8.597628722943368e-08,0.44244274172625025,0.3002657718511862,1.3428293543513905,6.766811553167302e-09,2.611320377487539e-07,data/results/N_scan_depth12/N24_d12_XEB/N24_d12_r41_XEB_counts.json,data/amplitudes/N_scan_depth12/N24_d12_XEB/N24_d12_r41_XEB_amplitudes.json
24,12,42,20,20,20,20,1.2426277111682445e-07,1.0847833517855252,0.32784143988824277,1.4661514908630437,3.0031877633681585e-08,3.255521193764879e-07,data/results/N_scan_depth12/N24_d12_XEB/N24_d12_r42_XEB_counts.json,data/amplitudes/N_scan_depth12/N24_d12_XEB/N24_d12_r42_XEB_amplitudes.json
24,12,43,20,20,20,20,1.002265241693302e-07,0.6815220449180737,0.24681757369266535,1.103801745636727,1.3687054771488518e-08,2.0336872341502275e-07,data/results/N_scan_depth12/N24_d12_XEB/N24_d12_r43_XEB_counts.json,data/amplitudes/N_scan_depth12/N24_d12_XEB/N24_d12_r43_XEB_amplitudes.json
24,12,44,20,20,20,20,1.644885800452124e-07,1.7596604369518178,0.560151103824483,2.505071891646173,5.869858888423848e-09,5.85476411456841e-07,data/results/N_scan_depth12/N24_d12_XEB/N24_d12_r44_XEB_counts.json,data/amplitudes/N_scan_depth12/N24_d12_XEB/N24_d12_r44_XEB_amplitudes.json
24,12,45,20,20,20,20,6.803245937828405e-08,0.14139526600069724,0.23940906583734423,1.0706698912840487,1.3503527951286467e-08,2.442617386130178e-07,data/results/N_scan_depth12/N24_d12_XEB/N24_d12_r45_XEB_counts.json,data/amplitudes/N_scan_depth12/N24_d12_XEB/N24_d12_r45_XEB_amplitudes.json
24,12,46,20,20,20,20,7.980442230475296e-08,0.33889603076205854,0.2552237087234711,1.141395124350575,1.0974819641342804e-08,1.9671836287830743e-07,data/results/N_scan_depth12/N24_d12_XEB/N24_d12_r46_XEB_counts.json,data/amplitudes/N_scan_depth12/N24_d12_XEB/N24_d12_r46_XEB_amplitudes.json
24,12,47,20,20,20,20,9.54550431269694e-08,0.6014698768304813,0.2748611404671132,1.2292163889151668,1.4381251336438686e-08,3.08900913061178e-07,data/results/N_scan_depth12/N24_d12_XEB/N24_d12_r47_XEB_counts.json,data/amplitudes/N_scan_depth12/N24_d12_XEB/N24_d12_r47_XEB_amplitudes.json
24,12,48,20,20,20,20,1.2006119418137405e-07,1.0142925879988556,0.37451191699367753,1.6748682095632434,1.9168304067558184e-08,3.7950458422614523e-07,data/results/N_scan_depth12/N24_d12_XEB/N24_d12_r48_XEB_counts.json,data/amplitudes/N_scan_depth12/N24_d12_XEB/N24_d12_r48_XEB_amplitudes.json
24,12,49,20,20,20,20,9.754631180576546e-08,0.6365555431686771,0.2830276018802731,1.2657379146260759,5.687172984775219e-09,2.7465278619305414e-07,data/results/N_scan_depth12/N24_d12_XEB/N24_d12_r49_XEB_counts.json,data/amplitudes/N_scan_depth12/N24_d12_XEB/N24_d12_r49_XEB_amplitudes.json
24,12,50,20,20,20,20,1.0339964564524145e-07,0.734758189313675,0.28727750757946424,1.2847440707087863,1.1571801488038095e-08,2.685815148823693e-07,data/results/N_scan_depth12/N24_d12_XEB/N24_d12_r50_XEB_counts.json,data/amplitudes/N_scan_depth12/N24_d12_XEB/N24_d12_r50_XEB_amplitudes.json
32,12,1,20,20,20,20,2.9272040707021516e-10,0.25722457523838127,0.205339163651365,0.9183046567348122,1.692486735559813e-11,7.329226513363168e-10,data/results/N_scan_depth12/N32_d12_XEB/N32_d12_r1_XEB_counts.json,data/amplitudes/N_scan_depth12/N32_d12_XEB/N32_d12_r1_XEB_amplitudes.json
32,12,2,20,20,20,20,2.9896356288862115e-10,0.28403872530226704,0.22984843981045883,1.0279134718769096,2.2733777338216922e-11,7.605097814737945e-10,data/results/N_scan_depth12/N32_d12_XEB/N32_d12_r2_XEB_counts.json,data/amplitudes/N_scan_depth12/N32_d12_XEB/N32_d12_r2_XEB_amplitudes.json
32,12,3,20,20,20,20,4.10987140013358e-10,0.7651763254339456,0.3463327722578723,1.5488472432091116,4.236367587932219e-12,1.1559233303350928e-09,data/results/N_scan_depth12/N32_d12_XEB/N32_d12_r3_XEB_counts.json,data/amplitudes/N_scan_depth12/N32_d12_XEB/N32_d12_r3_XEB_amplitudes.json
32,12,4,20,20,20,20,2.487426101910286e-10,0.06834137589214406,0.26658165033894365,1.192189383423916,2.680693210794344e-12,1.0774034780874836e-09,data/results/N_scan_depth12/N32_d12_XEB/N32_d12_r4_XEB_counts.json,data/amplitudes/N_scan_depth12/N32_d12_XEB/N32_d12_r4_XEB_amplitudes.json
32,12,5,20,20,20,20,3.7665735106968603e-10,0.6177310046422921,0.31347704269402926,1.4019119536989064,1.1917910054497875e-11,1.2514313846890555e-09,data/results/N_scan_depth12/N32_d12_XEB/N32_d12_r5_XEB_counts.json,data/amplitudes/N_scan_depth12/N32_d12_XEB/N32_d12_r5_XEB_amplitudes.json
32,12,6,20,20,20,20,4.921366529405048e-10,1.1137108295423706,0.317156463997223,1.4183668260025108,6.781195432325602e-11,1.4296011299279563e-09,data/results/N_scan_depth12/N32_d12_XEB/N32_d12_r6_XEB_counts.json,data/amplitudes/N_scan_depth12/N32_d12_XEB/N32_d12_r6_XEB_amplitudes.json
32,12,7,20,20,20,20,2.852246431650371e-10,0.2250305144071041,0.19958683012416642,0.8925794391426779,2.1443746717093216e-11,7.759249266354483e-10,data/results/N_scan_depth12/N32_d12_XEB/N32_d12_r7_XEB_counts.json,data/amplitudes/N_scan_depth12/N32_d12_XEB/N32_d12_r7_XEB_amplitudes.json
32,12,8,20,20,20,20,3.5213333868936767e-10,0.5124011735021254,0.25672165671447417,1.148094151419859,3.174999400245024e-11,1.133502861203394e-09,data/results/N_scan_depth12/N32_d12_XEB/N32_d12_r8_XEB_counts.json,data/amplitudes/N_scan_depth12/N32_d12_XEB/N32_d12_r8_XEB_amplitudes.json
32,12,9,20,20,20,20,4.25037609461042e-10,0.8255226322051958,0.31963692305370595,1.4294597761339123,7.087421416910448e-12,1.3860920221893668e-09,data/results/N_scan_depth12/N32_d12_XEB/N32_d12_r9_XEB_counts.json,data/amplitudes/N_scan_depth12/N32_d12_XEB/N32_d12_r9_XEB_amplitudes.json
32,12,10,20,20,20,20,3.033314343611106e-10,0.30279859042974083,0.27357325183500697,1.2234567758574895,1.5527458456288604e-11,1.0109187233832375e-09,data/results/N_scan_depth12/N32_d12_XEB/N32_d12_r10_XEB_counts.json,data/amplitudes/N_scan_depth12/N32_d12_XEB/N32_d12_r10_XEB_amplitudes.json
32,12,11,20,20,20,20,4.177005224709633e-10,0.7940100835349003,0.3522799559959763,1.5754438574352752,6.9064958422125285e-12,1.5041535816879638e-09,data/results/N_scan_depth12/N32_d12_XEB/N32_d12_r11_XEB_counts.json,data/amplitudes/N_scan_depth12/N32_d12_XEB/N32_d12_r11_XEB_amplitudes.json
32,12,12,20,20,20,20,3.7249432723867603e-10,0.5998509534356354,0.4877008545380325,2.181064526863555,3.823350539217468e-11,2.3514800478518445e-09,data/results/N_scan_depth12/N32_d12_XEB/N32_d12_r12_XEB_counts.json,data/amplitudes/N_scan_depth12/N32_d12_XEB/N32_d12_r12_XEB_amplitudes.json
32,12,13,20,20,20,20,3.9577947658021647e-10,0.6998599083400279,0.29679399018049407,1.3273030747139798,4.582472280796899e-11,9.995177678276323e-10,data/results/N_scan_depth12/N32_d12_XEB/N32_d12_r13_XEB_counts.json,data/amplitudes/N_scan_depth12/N32_d12_XEB/N32_d12_r13_XEB_amplitudes.json
32,12,14,20,20,20,20,5.16166329072248e-10,1.2169175026616792,0.3948302010546873,1.76573433825638,2.492969862638715e-11,1.7979018009541672e-09,data/results/N_scan_depth12/N32_d12_XEB/N32_d12_r14_XEB_counts.json,data/amplitudes/N_scan_depth12/N32_d12_XEB/N32_d12_r14_XEB_amplitudes.json
32,12,15,20,20,20,20,3.7864032029437525e-10,0.6262477926113068,0.3348275212781436,1.4973941966313726,5.488270300548793e-12,1.093478188099743e-09,data/results/N_scan_depth12/N32_d12_XEB/N32_d12_r15_XEB_counts.json,data/amplitudes/N_scan_depth12/N32_d12_XEB/N32_d12_r15_XEB_amplitudes.json
32,12,16,20,20,20,20,3.904425569795953e-10,0.6769380131939783,0.29345808701812093,1.3123844622391339,3.9059012083851234e-12,1.111065881862491e-09,data/results/N_scan_depth12/N32_d12_XEB/N32_d12_r16_XEB_counts.json,data/amplitudes/N_scan_depth12/N32_d12_XEB/N32_d12_r16_XEB_amplitudes.json
32,12,17,20,20,20,20,3.654283912148931e-10,0.5695029892978598,0.19057241094813748,0.8522657310321212,7.076779070169466e-11,8.44723309992774e-10,data/results/N_scan_depth12/N32_d12_XEB/N32_d12_r17_XEB_counts.json,data/amplitudes/N_scan_depth12/N32_d12_XEB/N32_d12_r17_XEB_amplitudes.json
32,12,18,20,20,20,20,3.6086619758064203e-10,0.5499085168407317,0.2810473306379328,1.2568818724025541,5.755237630878464e-12,1.0639906162697488e-09,data/results/N_scan_depth12/N32_d12_XEB/N32_d12_r18_XEB_counts.json,data/amplitudes/N_scan_depth12/N32_d12_XEB/N32_d12_r18_XEB_amplitudes.json
32,12,19,20,20,20,20,3.151288075336215e-10,0.35346792238438285,0.29308020464933554,1.3106945209109284,8.828002117750574e-12,1.000912654442699e-09,data/results/N_scan_depth12/N32_d12_XEB/N32_d12_r19_XEB_counts.json,data/amplitudes/N_scan_depth12/N32_d12_XEB/N32_d12_r19_XEB_amplitudes.json
32,12,20,20,20,20,20,2.935017203155055e-10,0.2605802900748346,0.2599813031183108,1.162671733303042,2.6176322277855732e-11,9.996139518963153e-10,data/results/N_scan_depth12/N32_d12_XEB/N32_d12_r20_XEB_counts.json,data/amplitudes/N_scan_depth12/N32_d12_XEB/N32_d12_r20_XEB_amplitudes.json
32,12,21,20,20,20,20,3.043188544180637e-10,0.30703952728176864,0.20582509312159816,0.9204777993902358,3.309513487656314e-11,6.449488372557548e-10,data/results/N_scan_depth12/N32_d12_XEB/N32_d12_r21_XEB_counts.json,data/amplitudes/N_scan_depth12/N32_d12_XEB/N32_d12_r21_XEB_amplitudes.json
32,12,22,20,20,20,20,4.638159317060388e-10,0.9920742580412056,0.5582441335865146,2.49654366147984,3.7006571958657806e-11,2.7682974854330906e-09,data/results/N_scan_depth12/N32_d12_XEB/N32_d12_r22_XEB_counts.json,data/amplitudes/N_scan_depth12/N32_d12_XEB/N32_d12_r22_XEB_amplitudes.json
32,12,23,20,20,20,20,3.23840578477608e-10,0.3908846936790479,0.22581095046306732,1.0098572705985123,6.227489667000584e-11,8.289048032240075e-10,data/results/N_scan_depth12/N32_d12_XEB/N32_d12_r23_XEB_counts.json,data/amplitudes/N_scan_depth12/N32_d12_XEB/N32_d12_r23_XEB_amplitudes.json
32,12,24,20,20,20,20,3.0427774182715954e-10,0.30686295004838166,0.18456402431705737,0.825395409147729,1.489195583019265e-11,6.981400997328081e-10,data/results/N_scan_depth12/N32_d12_XEB/N32_d12_r24_XEB_counts.json,data/amplitudes/N_scan_depth12/N32_d12_XEB/N32_d12_r24_XEB_amplitudes.json
32,12,25,20,20,20,20,4.647913284842195e-10,0.996263555304116,0.3257717603393777,1.456895602537237,1.5887159671169442e-11,1.2441923317383675e-09,data/results/N_scan_depth12/N32_d12_XEB/N32_d12_r25_XEB_counts.json,data/amplitudes/N_scan_depth12/N32_d12_XEB/N32_d12_r25_XEB_amplitudes.json
32,12,26,20,20,20,20,4.919944939691457e-10,1.1131002614095507,0.3637702320059746,1.6268299339124577,1.7469751293638862e-11,1.4133599850751516e-09,data/results/N_scan_depth12/N32_d12_XEB/N32_d12_r26_XEB_counts.json,data/amplitudes/N_scan_depth12/N32_d12_XEB/N32_d12_r26_XEB_amplitudes.json
32,12,27,20,20,20,20,4.3611325262183054e-10,0.8730921573629484,0.276616975647766,1.2370687225576174,4.460253125032853e-11,1.0779286357662441e-09,data/results/N_scan_depth12/N32_d12_XEB/N32_d12_r27_XEB_counts.json,data/amplitudes/N_scan_depth12/N32_d12_XEB/N32_d12_r27_XEB_amplitudes.json
32,12,28,20,20,20,20,3.360602769658898e-10,0.44336789905319884,0.3097326883686593,1.3851666920921613,3.8384527219742213e-11,1.4641481902607014e-09,data/results/N_scan_depth12/N32_d12_XEB/N32_d12_r28_XEB_counts.json,data/amplitudes/N_scan_depth12/N32_d12_XEB/N32_d12_r28_XEB_amplitudes.json
32,12,29,20,20,20,20,3.277980041619835e-10,0.40788170756979103,0.22573390842377974,1.009512728124568,4.5177033544923703e-11,8.899360777293683e-10,data/results/N_scan_depth12/N32_d12_XEB/N32_d12_r29_XEB_counts.json,data/amplitudes/N_scan_depth12/N32_d12_XEB/N32_d12_r29_XEB_amplitudes.json
32,12,30,20,20,20,20,3.0306145239748936e-10,0.3016390267254776,0.20992779412318327,0.9388256360520374,8.987603335887984e-11,7.621473108861477e-10,data/results/N_scan_depth12/N32_d12_XEB/N32_d12_r30_XEB_counts.json,data/amplitudes/N_scan_depth12/N32_d12_XEB/N32_d12_r30_XEB_amplitudes.json
32,12,31,20,20,20,20,4.171675617374813e-10,0.7917210346145428,0.3384022638923681,1.5133809316063154,2.291153814238958e-11,1.2007584020248043e-09,data/results/N_scan_depth12/N32_d12_XEB/N32_d12_r31_XEB_counts.json,data/amplitudes/N_scan_depth12/N32_d12_XEB/N32_d12_r31_XEB_amplitudes.json
32,12,32,20,20,20,20,3.65618735848119e-10,0.570320513272534,0.3050711908625221,1.3643198414908242,9.478873889551609e-12,1.0551853554393787e-09,data/results/N_scan_depth12/N32_d12_XEB/N32_d12_r32_XEB_counts.json,data/amplitudes/N_scan_depth12/N32_d12_XEB/N32_d12_r32_XEB_amplitudes.json
32,12,33,20,20,20,20,3.109454042107815e-10,0.33550034192680717,0.24887069155718958,1.1129835678585178,1.274138257762901e-11,1.1144959102244811e-09,data/results/N_scan_depth12/N32_d12_XEB/N32_d12_r33_XEB_counts.json,data/amplitudes/N_scan_depth12/N32_d12_XEB/N32_d12_r33_XEB_amplitudes.json
32,12,34,20,20,20,20,4.4091042150423145e-10,0.8936958408262493,0.2909251502403157,1.3010568246033702,8.718607452335983e-11,1.0648125376944004e-09,data/results/N_scan_depth12/N32_d12_XEB/N32_d12_r34_XEB_counts.json,data/amplitudes/N_scan_depth12/N32_d12_XEB/N32_d12_r34_XEB_amplitudes.json
32,12,35,20,20,20,20,4.0629768774142576e-10,0.7450352812898439,0.2738639938540846,1.2247570136946357,1.0751634920332336e-10,8.895161863646028e-10,data/results/N_scan_depth12/N32_d12_XEB/N32_d12_r35_XEB_counts.json,data/amplitudes/N_scan_depth12/N32_d12_XEB/N32_d12_r35_XEB_amplitudes.json
32,12,36,20,20,20,20,2.389901908322845e-10,0.026455053689461067,0.21347502674066673,0.9546893425814325,4.583482050949591e-12,8.843113628128658e-10,data/results/N_scan_depth12/N32_d12_XEB/N32_d12_r36_XEB_counts.json,data/amplitudes/N_scan_depth12/N32_d12_XEB/N32_d12_r36_XEB_amplitudes.json
32,12,37,20,20,20,20,3.391529827529698e-10,0.4566509692648573,0.2740672346583093,1.2256659342027318,9.799379950898165e-12,1.0350747896957854e-09,data/results/N_scan_depth12/N32_d12_XEB/N32_d12_r37_XEB_counts.json,data/amplitudes/N_scan_depth12/N32_d12_XEB/N32_d12_r37_XEB_amplitudes.json
32,12,38,20,20,20,20,4.1743201177421125e-10,0.7928568388737242,0.3632218988870867,1.6243777136561623,3.1037356714488003e-11,1.2754154843257365e-09,data/results/N_scan_depth12/N32_d12_XEB/N32_d12_r38_XEB_counts.json,data/amplitudes/N_scan_depth12/N32_d12_XEB/N32_d12_r38_XEB_amplitudes.json
32,12,39,20,20,20,20,3.677803643912534e-10,0.5796046371713961,0.24897587609168723,1.1134539673971546,6.833782653273352e-11,1.054280181867345e-09,data/results/N_scan_depth12/N32_d12_XEB/N32_d12_r39_XEB_counts.json,data/amplitudes/N_scan_depth12/N32_d12_XEB/N32_d12_r39_XEB_amplitudes.json
32,12,40,20,20,20,20,4.0226862213312044e-10,0.7277305762687344,0.3044460075799762,1.361523936854486,6.838632053778384e-12,1.0584174740291457e-09,data/results/N_scan_depth12/N32_d12_XEB/N32_d12_r40_XEB_counts.json,data/amplitudes/N_scan_depth12/N32_d12_XEB/N32_d12_r40_XEB_amplitudes.json
32,12,41,20,20,20,20,2.646336832178359e-10,0.1365930148406292,0.25953407482400975,1.1606716675680053,3.844647030320543e-12,9.508533153071837e-10,data/results/N_scan_depth12/N32_d12_XEB/N32_d12_r41_XEB_counts.json,data/amplitudes/N_scan_depth12/N32_d12_XEB/N32_d12_r41_XEB_amplitudes.json
32,12,42,20,20,20,20,3.0771865861792463e-10,0.321641575132975,0.2808124927377264,1.2558316453854446,2.5994979318431452e-11,1.0614803423591448e-09,data/results/N_scan_depth12/N32_d12_XEB/N32_d12_r42_XEB_counts.json,data/amplitudes/N_scan_depth12/N32_d12_XEB/N32_d12_r42_XEB_amplitudes.json
32,12,43,20,20,20,20,2.57249221889693e-10,0.10487699493767874,0.23201249735317067,1.0375914314223593,1.4267029655464459e-11,7.321140661627981e-10,data/results/N_scan_depth12/N32_d12_XEB/N32_d12_r43_XEB_counts.json,data/amplitudes/N_scan_depth12/N32_d12_XEB/N32_d12_r43_XEB_amplitudes.json
32,12,44,20,20,20,20,2.955439720342104e-10,0.26935169441687207,0.22833523819167792,1.021146228510396,1.889055490555189e-11,7.179214361813373e-10,data/results/N_scan_depth12/N32_d12_XEB/N32_d12_r44_XEB_counts.json,data/amplitudes/N_scan_depth12/N32_d12_XEB/N32_d12_r44_XEB_amplitudes.json
32,12,45,20,20,20,20,4.1576531360304127e-10,0.7856984247362464,0.32134615385272824,1.4371036886456126,2.0964820895995165e-11,1.1129505313135445e-09,data/results/N_scan_depth12/N32_d12_XEB/N32_d12_r45_XEB_counts.json,data/amplitudes/N_scan_depth12/N32_d12_XEB/N32_d12_r45_XEB_amplitudes.json
32,12,46,20,20,20,20,5.492090728314953e-10,1.3588350064777541,0.33231577468856655,1.4861613243982776,1.939582546981435e-11,1.4084599525827276e-09,data/results/N_scan_depth12/N32_d12_XEB/N32_d12_r46_XEB_counts.json,data/amplitudes/N_scan_depth12/N32_d12_XEB/N32_d12_r46_XEB_amplitudes.json
32,12,47,20,20,20,20,3.5690361025386145e-10,0.5328893338646652,0.2361924892126911,1.0562849233089262,2.9969555276918436e-11,8.580961518781843e-10,data/results/N_scan_depth12/N32_d12_XEB/N32_d12_r47_XEB_counts.json,data/amplitudes/N_scan_depth12/N32_d12_XEB/N32_d12_r47_XEB_amplitudes.json
32,12,48,20,20,20,20,3.3658927677292324e-10,0.4456399359239975,0.22754307497055215,1.0176035668869712,4.58296913578522e-12,7.34545589632453e-10,data/results/N_scan_depth12/N32_d12_XEB/N32_d12_r48_XEB_counts.json,data/amplitudes/N_scan_depth12/N32_d12_XEB/N32_d12_r48_XEB_amplitudes.json
32,12,49,20,20,20,20,4.173407371705376e-10,0.7924648174359904,0.37267338134600536,1.6666460281887403,6.763249538664514e-12,1.2334315432864535e-09,data/results/N_scan_depth12/N32_d12_XEB/N32_d12_r49_XEB_counts.json,data/amplitudes/N_scan_depth12/N32_d12_XEB/N32_d12_r49_XEB_amplitudes.json
32,12,50,20,20,20,20,2.571475612393103e-10,0.10444036576899482,0.2415938702187858,1.0804406335129342,5.517134373869726e-12,9.575468867375631e-10,data/results/N_scan_depth12/N32_d12_XEB/N32_d12_r50_XEB_counts.json,data/amplitudes/N_scan_depth12/N32_d12_XEB/N32_d12_r50_XEB_amplitudes.json
40,8,1,20,20,20,20,1.3684698537720444e-12,0.5046485164832851,0.3134258240842232,1.4016828971124278,2.955365829933778e-14,4.48026142587304e-12,data/results/N40_verification/N40_d8_XEB/N40_d8_r1_XEB_counts.json,data/amplitudes/N40_verification/N40_d8_XEB/N40_d8_r1_XEB_amplitudes.json
40,8,2,20,20,20,20,1.5197779583708762e-12,0.671013536866448,0.33968410402147814,1.5191134949362697,2.8861012348584555e-14,4.8053358639842765e-12,data/results/N40_verification/N40_d8_XEB/N40_d8_r2_XEB_counts.json,data/amplitudes/N40_verification/N40_d8_XEB/N40_d8_r2_XEB_amplitudes.json
40,8,3,20,20,20,20,1.17905169780349e-12,0.29638105148397165,0.24699424138982043,1.1045918275972613,1.7081679223393017e-13,4.045156033335233e-12,data/results/N40_verification/N40_d8_XEB/N40_d8_r3_XEB_counts.json,data/amplitudes/N40_verification/N40_d8_XEB/N40_d8_r3_XEB_amplitudes.json
40,8,4,20,20,20,20,1.3023750983846852e-12,0.4319765643998731,0.23593434456599052,1.055130465352826,1.242990181679276e-13,3.1722191730068283e-12,data/results/N40_verification/N40_d8_XEB/N40_d8_r4_XEB_counts.json,data/amplitudes/N40_verification/N40_d8_XEB/N40_d8_r4_XEB_amplitudes.json
40,8,5,20,20,20,20,1.7066058589123214e-12,0.876432985904745,0.47146490743630337,2.108455164066441,4.200014324231227e-14,8.297968081159669e-12,data/results/N40_verification/N40_d8_XEB/N40_d8_r5_XEB_counts.json,data/amplitudes/N40_verification/N40_d8_XEB/N40_d8_r5_XEB_amplitudes.json
40,8,6,20,20,20,20,1.6307918489664857e-12,0.7930746004209734,0.42379209673527474,1.8952558732544822,6.244009171053896e-15,6.666495514463935e-12,data/results/N40_verification/N40_d8_XEB/N40_d8_r6_XEB_counts.json,data/amplitudes/N40_verification/N40_d8_XEB/N40_d8_r6_XEB_amplitudes.json
40,8,7,20,20,20,20,1.243486599380232e-12,0.3672279750022015,0.3453075616157609,1.5442623618350773,7.599880882601443e-14,4.621759139675089e-12,data/results/N40_verification/N40_d8_XEB/N40_d8_r7_XEB_counts.json,data/amplitudes/N40_verification/N40_d8_XEB/N40_d8_r7_XEB_amplitudes.json
40,8,8,20,20,20,20,1.128111828930432e-12,0.24037207334065988,0.19661376276065598,0.8792834776896871,1.0673037801202307e-13,2.8007673126886833e-12,data/results/N40_verification/N40_d8_XEB/N40_d8_r8_XEB_counts.json,data/amplitudes/N40_verification/N40_d8_XEB/N40_d8_r8_XEB_amplitudes.json
40,8,9,20,20,20,20,1.3713232161296305e-12,0.5077858215737094,0.29762467686680066,1.3310180185111509,2.5373496904176594e-14,4.3468343689400034e-12,data/results/N40_verification/N40_d8_XEB/N40_d8_r9_XEB_counts.json,data/amplitudes/N40_verification/N40_d8_XEB/N40_d8_r9_XEB_amplitudes.json
40,8,10,20,20,20,20,1.532027734598387e-12,0.68448230826625,0.36810067600944624,1.6461962682414957,2.8999187880397495e-14,6.793615223542342e-12,data/results/N40_verification/N40_d8_XEB/N40_d8_r10_XEB_counts.json,data/amplitudes/N40_verification/N40_d8_XEB/N40_d8_r10_XEB_amplitudes.json
40,8,11,20,20,20,20,1.5116980277093346e-12,0.6621295591524594,0.3445756179383151,1.5409890101981372,1.8852941085442133e-13,4.889016928305328e-12,data/results/N40_verification/N40_d8_XEB/N40_d8_r11_XEB_counts.json,data/amplitudes/N40_verification/N40_d8_XEB/N40_d8_r11_XEB_amplitudes.json
40,8,12,20,20,20,20,1.85728393540457e-12,1.0421052830588935,0.46420720455761666,2.075997730071962,2.2966646703413524e-14,7.802102936551377e-12,data/results/N40_verification/N40_d8_XEB/N40_d8_r12_XEB_counts.json,data/amplitudes/N40_verification/N40_d8_XEB/N40_d8_r12_XEB_amplitudes.json
40,8,13,20,20,20,20,1.7733550843331409e-12,0.9498245353999776,0.30415116840019035,1.3602053759576231,5.398372799429105e-14,4.3499662078909764e-12,data/results/N40_verification/N40_d8_XEB/N40_d8_r13_XEB_counts.json,data/amplitudes/N40_verification/N40_d8_XEB/N40_d8_r13_XEB_amplitudes.json
40,8,14,20,20,20,20,1.4002030244645802e-12,0.5395395066459291,0.24371949507854324,1.0899467168750963,7.380566248065844e-14,3.960046556240023e-12,data/results/N40_verification/N40_d8_XEB/N40_d8_r14_XEB_counts.json,data/amplitudes/N40_verification/N40_d8_XEB/N40_d8_r14_XEB_amplitudes.json
40,8,15,20,20,20,20,1.5619186423306717e-12,0.7173477088826766,0.4692037397360209,2.098342914693724,1.5028311229085893e-14,8.548895292138042e-12,data/results/N40_verification/N40_d8_XEB/N40_d8_r15_XEB_counts.json,data/amplitudes/N40_verification/N40_d8_XEB/N40_d8_r15_XEB_amplitudes.json
40,8,16,20,20,20,20,1.4336654934244248e-12,0.5763318803613713,0.28574915279535196,1.2779090603267622,9.477627602593266e-15,3.692649649456016e-12,data/results/N40_verification/N40_d8_XEB/N40_d8_r16_XEB_counts.json,data/amplitudes/N40_verification/N40_d8_XEB/N40_d8_r16_XEB_amplitudes.json
40,8,17,20,20,20,20,1.5200285862939048e-12,0.6712891051820635,0.27757662687771906,1.2413604133273501,1.2033011230824762e-13,3.824335558286766e-12,data/results/N40_verification/N40_d8_XEB/N40_d8_r17_XEB_counts.json,data/amplitudes/N40_verification/N40_d8_XEB/N40_d8_r17_XEB_amplitudes.json
40,8,18,20,20,20,20,1.1312622131699335e-12,0.24383595744395392,0.2390283390739236,1.0689672294363246,6.255289332703892e-14,4.360661232956643e-12,data/results/N40_verification/N40_d8_XEB/N40_d8_r18_XEB_counts.json,data/amplitudes/N40_verification/N40_d8_XEB/N40_d8_r18_XEB_amplitudes.json
40,8,19,20,20,20,20,1.5691550990893947e-12,0.7253042772327911,0.333061053080186,1.4894943106899234,1.1683457183849506e-13,4.5712870733057006e-12,data/results/N40_verification/N40_d8_XEB/N40_d8_r19_XEB_counts.json,data/amplitudes/N40_verification/N40_d8_XEB/N40_d8_r19_XEB_amplitudes.json
