N,d,r,total_shots,unique_bitstrings,ideal_success_count,ideal_success_prob,ideal_success_std_error,wilson_low,wilson_high,counts_path,ideal_path,ideal_bitstring
40,10,2,20,9,12,0.6,0.10954451150103323,0.4882275949797894,0.7022485954964011,data/results/N40_verification/N40_d10_MB/N40_d10_r2_MB_counts.json,data/results/N40_verification/N40_d10_MB/N40_d10_r2_MB_ideal_bitstring.json,0000100010110101001000111000111111000000
40,10,3,20,10,11,0.55,0.11124297730643495,0.43903091189532023,0.6562071833427751,data/results/N40_verification/N40_d10_MB/N40_d10_r3_MB_counts.json,data/results/N40_verification/N40_d10_MB/N40_d10_r3_MB_ideal_bitstring.json,0111100101010001100011011000111101101011
40,10,4,20,9,12,0.6,0.10954451150103323,0.4882275949797894,0.7022485954964011,data/results/N40_verification/N40_d10_MB/N40_d10_r4_MB_counts.json,data/results/N40_verification/N40_d10_MB/N40_d10_r4_MB_ideal_bitstring.json,0110001100100000011110111001010111011000
40,10,5,20,12,9,0.45,0.11124297730643495,0.34379281665722494,0.5609690881046798,data/results/N40_verification/N40_d10_MB/N40_d10_r5_MB_counts.json,data/results/N40_verification/N40_d10_MB/N40_d10_r5_MB_ideal_bitstring.json,0001010101011101001100111010110000000001
40,10,6,20,9,12,0.6,0.10954451150103323,0.4882275949797894,0.7022485954964011,data/results/N40_verification/N40_d10_MB/N40_d10_r6_MB_counts.json,data/results/N40_verification/N40_d10_MB/N40_d10_r6_MB_ideal_bitstring.json,0111100100000100101001101011010011011000
40,10,7,20,12,9,0.45,0.11124297730643495,0.34379281665722494,0.5609690881046798,data/results/N40_verification/N40_d10_MB/N40_d10_r7_MB_counts.json,data/results/N40_verification/N40_d10_MB/N40_d10_r7_MB_ideal_bitstring.json,0111111000110101100001111011010100010010
40,10,8,20,13,8,0.4,0.10954451150103323,0.29775140450359894,0.5117724050202106,data/results/N40_verification/N40_d10_MB/N40_d10_r8_MB_counts.json,data/results/N40_verification/N40_d10_MB/N40_d10_r8_MB_ideal_bitstring.json,1110010101100011000100010000111110100111
40,10,9,20,13,8,0.4,0.10954451150103323,0.29775140450359894,0.5117724050202106,data/results/N40_verification/N40_d10_MB/N40_d10_r9_MB_counts.json,data/results/N40_verification/N40_d10_MB/N40_d10_r9_MB_ideal_bitstring.json,0001101101110011100100101010000100000011
40,10,10,20,11,10,0.5,0.11180339887498948,0.3908910548820038,0.6091089451179962,data/results/N40_verification/N40_d10_MB/N40_d10_r10_MB_counts.json,data/results/N40_verification/N40_d10_MB/N40_d10_r10_MB_ideal_bitstring.json,1111111001101101010010100011010111011001
40,10,11,20,12,9,0.45,0.11124297730643495,0.34379281665722494,0.5609690881046798,data/results/N40_verification/N40_d10_MB/N40_d10_r11_MB_counts.json,data/results/N40_verification/N40_d10_MB/N40_d10_r11_MB_ideal_bitstring.json,1110100001000000011000011101000011010110
40,10,12,20,13,8,0.4,0.10954451150103323,0.29775140450359894,0.5117724050202106,data/results/N40_verification/N40_d10_MB/N40_d10_r12_MB_counts.json,data/results/N40_verification/N40_d10_MB/N40_d10_r12_MB_ideal_bitstring.json,0110110110000011111110110010100011101101
40,10,13,20,8,13,0.65,0.1066536450385077,0.5385290366656827,0.7471852490486031,data/results/N40_verification/N40_d10_MB/N40_d10_r13_MB_counts.json,data/results/N40_verification/N40_d10_MB/N40_d10_r13_MB_ideal_bitstring.json,1111000000101011011101100110011100010100
40,10,14,20,13,8,0.4,0.10954451150103323,0.29775140450359894,0.5117724050202106,data/results/N40_verification/N40_d10_MB/N40_d10_r14_MB_counts.json,data/results/N40_verification/N40_d10_MB/N40_d10_r14_MB_ideal_bitstring.json,0110111001110011110000011010111101011111
40,10,15,20,8,12,0.6,0.10954451150103323,0.4882275949797894,0.7022485954964011,data/results/N40_verification/N40_d10_MB/N40_d10_r15_MB_counts.json,data/results/N40_verification/N40_d10_MB/N40_d10_r15_MB_ideal_bitstring.json,0010001111100101100010101000110011011010
40,10,16,20,9,12,0.6,0.10954451150103323,0.4882275949797894,0.7022485954964011,data/results/N40_verification/N40_d10_MB/N40_d10_r16_MB_counts.json,data/results/N40_verification/N40_d10_MB/N40_d10_r16_MB_ideal_bitstring.json,0001010110011000110000100110000111011011
40,10,17,20,13,8,0.4,0.10954451150103323,0.29775140450359894,0.5117724050202106,data/results/N40_verification/N40_d10_MB/N40_d10_r17_MB_counts.json,data/results/N40_verification/N40_d10_MB/N40_d10_r17_MB_ideal_bitstring.json,1000001000011011010010000000000000101101
40,10,18,20,10,11,0.55,0.11124297730643495,0.43903091189532023,0.6562071833427751,data/results/N40_verification/N40_d10_MB/N40_d10_r18_MB_counts.json,data/results/N40_verification/N40_d10_MB/N40_d10_r18_MB_ideal_bitstring.json,0100100001101001100001100111110001101010
40,10,19,20,12,9,0.45,0.11124297730643495,0.34379281665722494,0.5609690881046798,data/results/N40_verification/N40_d10_MB/N40_d10_r19_MB_counts.json,data/results/N40_verification/N40_d10_MB/N40_d10_r19_MB_ideal_bitstring.json,1001111101011011110110011011100111000110
40,10,20,20,12,9,0.45,0.11124297730643495,0.34379281665722494,0.5609690881046798,data/results/N40_verification/N40_d10_MB/N40_d10_r20_MB_counts.json,data/results/N40_verification/N40_d10_MB/N40_d10_r20_MB_ideal_bitstring.json,1101100100010100101000011011100111010001
40,10,21,20,13,8,0.4,0.10954451150103323,0.29775140450359894,0.5117724050202106,data/results/N40_verification/N40_d10_MB/N40_d10_r21_MB_counts.json,data/results/N40_verification/N40_d10_MB/N40_d10_r21_MB_ideal_bitstring.json,0100101110101001111011001110010110000110
40,10,22,20,11,10,0.5,0.11180339887498948,0.3908910548820038,0.6091089451179962,data/results/N40_verification/N40_d10_MB/N40_d10_r22_MB_counts.json,data/results/N40_verification/N40_d10_MB/N40_d10_r22_MB_ideal_bitstring.json,1000010100110100001010100011110001110100
40,10,23,20,8,12,0.6,0.10954451150103323,0.4882275949797894,0.7022485954964011,data/results/N40_verification/N40_d10_MB/N40_d10_r23_MB_counts.json,data/results/N40_verification/N40_d10_MB/N40_d10_r23_MB_ideal_bitstring.json,1110011011001110110100111000101001110001
40,10,24,20,8,13,0.65,0.1066536450385077,0.5385290366656827,0.7471852490486031,data/results/N40_verification/N40_d10_MB/N40_d10_r24_MB_counts.json,data/results/N40_verification/N40_d10_MB/N40_d10_r24_MB_ideal_bitstring.json,1101011011010010100000101001110101100101
40,10,25,20,11,10,0.5,0.11180339887498948,0.3908910548820038,0.6091089451179962,data/results/N40_verification/N40_d10_MB/N40_d10_r25_MB_counts.json,data/results/N40_verification/N40_d10_MB/N40_d10_r25_MB_ideal_bitstring.json,1011100011011100011000101000011111011001
40,10,26,20,8,13,0.65,0.1066536450385077,0.5385290366656827,0.7471852490486031,data/results/N40_verification/N40_d10_MB/N40_d10_r26_MB_counts.json,data/results/N40_verification/N40_d10_MB/N40_d10_r26_MB_ideal_bitstring.json,1111001111100000110110000110111000000110
40,10,27,20,11,10,0.5,0.11180339887498948,0.3908910548820038,0.6091089451179962,data/results/N40_verification/N40_d10_MB/N40_d10_r27_MB_counts.json,data/results/N40_verification/N40_d10_MB/N40_d10_r27_MB_ideal_bitstring.json,0110000100111100101100000011010101011011
40,10,28,20,9,12,0.6,0.10954451150103323,0.4882275949797894,0.7022485954964011,data/results/N40_verification/N40_d10_MB/N40_d10_r28_MB_counts.json,data/results/N40_verification/N40_d10_MB/N40_d10_r28_MB_ideal_bitstring.json,0010011011110110111110110100011010110111
40,10,29,20,13,8,0.4,0.10954451150103323,0.29775140450359894,0.5117724050202106,data/results/N40_verification/N40_d10_MB/N40_d10_r29_MB_counts.json,data/results/N40_verification/N40_d10_MB/N40_d10_r29_MB_ideal_bitstring.json,1011111110110001011001111011010011010110
40,10,30,20,11,10,0.5,0.11180339887498948,0.3908910548820038,0.6091089451179962,data/results/N40_verification/N40_d10_MB/N40_d10_r30_MB_counts.json,data/results/N40_verification/N40_d10_MB/N40_d10_r30_MB_ideal_bitstring.json,1111110101000010111000110111101101001000
40,10,31,20,5,16,0.8,0.08944271909999157,0.6972658303761585,0.8741627410524129,data/results/N40_verification/N40_d10_MB/N40_d10_r31_MB_counts.json,data/results/N40_verification/N40_d10_MB/N40_d10_r31_MB_ideal_bitstring.json,0010011111110000111010010110111011101011
40,10,32,20,13,8,0.4,0.10954451150103323,0.29775140450359894,0.5117724050202106,data/results/N40_verification/N40_d10_MB/N40_d10_r32_MB_counts.json,data/results/N40_verification/N40_d10_MB/N40_d10_r32_MB_ideal_bitstring.json,0101001100001111110101000011101111010011
40,10,33,20,11,10,0.5,0.11180339887498948,0.3908910548820038,0.6091089451179962,data/results/N40_verification/N40_d10_MB/N40_d10_r33_MB_counts.json,data/results/N40_verification/N40_d10_MB/N40_d10_r33_MB_ideal_bitstring.json,1001011000111001111100000000011101001011
40,10,34,20,9,12,0.6,0.10954451150103323,0.4882275949797894,0.7022485954964011,data/results/N40_verification/N40_d10_MB/N40_d10_r34_MB_counts.json,data/results/N40_verification/N40_d10_MB/N40_d10_r34_MB_ideal_bitstring.json,0000010010000111010001000111010001111101
40,10,35,20,9,12,0.6,0.10954451150103323,0.4882275949797894,0.7022485954964011,data/results/N40_verification/N40_d10_MB/N40_d10_r35_MB_counts.json,data/results/N40_verification/N40_d10_MB/N40_d10_r35_MB_ideal_bitstring.json,0010011110111010000101010101011110001100
40,10,36,20,12,9,0.45,0.11124297730643495,0.34379281665722494,0.5609690881046798,data/results/N40_verification/N40_d10_MB/N40_d10_r36_MB_counts.json,data/results/N40_verification/N40_d10_MB/N40_d10_r36_MB_ideal_bitstring.json,1000111100001110000001101010001011110000
40,10,37,20,10,11,0.55,0.11124297730643495,0.43903091189532023,0.6562071833427751,data/results/N40_verification/N40_d10_MB/N40_d10_r37_MB_counts.json,data/results/N40_verification/N40_d10_MB/N40_d10_r37_MB_ideal_bitstring.json,1011010101110000100111110010101111010000
40,10,38,20,8,13,0.65,0.1066536450385077,0.5385290366656827,0.7471852490486031,data/results/N40_verification/N40_d10_MB/N40_d10_r38_MB_counts.json,data/results/N40_verification/N40_d10_MB/N40_d10_r38_MB_ideal_bitstring.json,1111000000111100101000010001110000000010
40,10,39,20,9,12,0.6,0.10954451150103323,0.4882275949797894,0.7022485954964011,data/results/N40_verification/N40_d10_MB/N40_d10_r39_MB_counts.json,data/results/N40_verification/N40_d10_MB/N40_d10_r39_MB_ideal_bitstring.json,1001100011001110000000001000001000011101
40,10,40,20,11,10,0.5,0.11180339887498948,0.3908910548820038,0.6091089451179962,data/results/N40_verification/N40_d10_MB/N40_d10_r40_MB_counts.json,data/results/N40_verification/N40_d10_MB/N40_d10_r40_MB_ideal_bitstring.json,0111000110100100110000001101000100100110
40,10,41,20,10,11,0.55,0.11124297730643495,0.43903091189532023,0.6562071833427751,data/results/N40_verification/N40_d10_MB/N40_d10_r41_MB_counts.json,data/results/N40_verification/N40_d10_MB/N40_d10_r41_MB_ideal_bitstring.json,0001111100010100111000111110000110001000
40,10,42,20,11,10,0.5,0.11180339887498948,0.3908910548820038,0.6091089451179962,data/results/N40_verification/N40_d10_MB/N40_d10_r42_MB_counts.json,data/results/N40_verification/N40_d10_MB/N40_d10_r42_MB_ideal_bitstring.json,1101011110110011000000111010010110000100
40,10,43,20,14,7,0.35,0.1066536450385077,0.25281475095139694,0.46147096333431736,data/results/N40_verification/N40_d10_MB/N40_d10_r43_MB_counts.json,data/results/N40_verification/N40_d10_MB/N40_d10_r43_MB_ideal_bitstring.json,1011010111001100110010011010101011000000
40,10,44,20,13,8,0.4,0.10954451150103323,0.29775140450359894,0.5117724050202106,data/results/N40_verification/N40_d10_MB/N40_d10_r44_MB_counts.json,data/results/N40_verification/N40_d10_MB/N40_d10_r44_MB_ideal_bitstring.json,1110011101000010100101100101011101001011
40,10,45,20,11,9,0.45,0.11124297730643495,0.34379281665722494,0.5609690881046798,data/results/N40_verification/N40_d10_MB/N40_d10_r45_MB_counts.json,data/results/N40_verification/N40_d10_MB/N40_d10_r45_MB_ideal_bitstring.json,1000101101100000100100001001101110110100
40,10,46,20,13,8,0.4,0.10954451150103323,0.29775140450359894,0.5117724050202106,data/results/N40_verification/N40_d10_MB/N40_d10_r46_MB_counts.json,data/results/N40_verification/N40_d10_MB/N40_d10_r46_MB_ideal_bitstring.json,0100000111110110101011100010001100100001
40,10,47,20,10,11,0.55,0.11124297730643495,0.43903091189532023,0.6562071833427751,data/results/N40_verification/N40_d10_MB/N40_d10_r47_MB_counts.json,data/results/N40_verification/N40_d10_MB/N40_d10_r47_MB_ideal_bitstring.json,1101010101010000110101010111101111000110
40,10,48,20,9,12,0.6,0.10954451150103323,0.4882275949797894,0.7022485954964011,data/results/N40_verification/N40_d10_MB/N40_d10_r48_MB_counts.json,data/results/N40_verification/N40_d10_MB/N40_d10_r48_MB_ideal_bitstring.json,1001010100100111100111001001101101010101
40,10,49,20,13,8,0.4,0.10954451150103323,0.29775140450359894,0.5117724050202106,data/results/N40_verification/N40_d10_MB/N40_d10_r49_MB_counts.json,data/results/N40_verification/N40_d10_MB/N40_d10_r49_MB_ideal_bitstring.json,1110100011001001001001111110000100101100
40,10,50,20,8,13,0.65,0.1066536450385077,0.5385290366656827,0.7471852490486031,data/results/N40_verification/N40_d10_MB/N40_d10_r50_MB_counts.json,data/results/N40_verification/N40_d10_MB/N40_d10_r50_MB_ideal_bitstring.json,1000101100110010100000101100101101010000
40,12,1,20,11,10,0.5,0.11180339887498948,0.3908910548820038,0.6091089451179962,data/results/N_scan_depth12/N40_d12_MB/N40_d12_r1_MB_counts.json,data/results/N_scan_depth12/N40_d12_MB/N40_d12_r1_MB_ideal_bitstring.json,1010010000000001101101011011101000101000
40,12,2,20,9,12,0.6,0.10954451150103323,0.4882275949797894,0.7022485954964011,data/results/N_scan_depth12/N40_d12_MB/N40_d12_r2_MB_counts.json,data/results/N_scan_depth12/N40_d12_MB/N40_d12_r2_MB_ideal_bitstring.json,0010010100110111100110011000010000100010
40,12,3,20,9,12,0.6,0.10954451150103323,0.4882275949797894,0.7022485954964011,data/results/N_scan_depth12/N40_d12_MB/N40_d12_r3_MB_counts.json,data/results/N_scan_depth12/N40_d12_MB/N40_d12_r3_MB_ideal_bitstring.json,0000100001000000000100001111001110100001
40,12,4,20,15,6,0.3,0.10246950765959598,0.20907131852510008,0.409976300522519,data/results/N_scan_depth12/N40_d12_MB/N40_d12_r4_MB_counts.json,data/results/N_scan_depth12/N40_d12_MB/N40_d12_r4_MB_ideal_bitstring.json,0101011011101100110101001011001100010110
40,12,5,20,11,10,0.5,0.11180339887498948,0.3908910548820038,0.6091089451179962,data/results/N_scan_depth12/N40_d12_MB/N40_d12_r5_MB_counts.json,data/results/N_scan_depth12/N40_d12_MB/N40_d12_r5_MB_ideal_bitstring.json,1101100001011111011011111101000110000011
40,12,6,20,10,11,0.55,0.11124297730643495,0.43903091189532023,0.6562071833427751,data/results/N_scan_depth12/N40_d12_MB/N40_d12_r6_MB_counts.json,data/results/N_scan_depth12/N40_d12_MB/N40_d12_r6_MB_ideal_bitstring.json,1010101100111101000101101110111000100101
40,12,7,20,12,9,0.45,0.11124297730643495,0.34379281665722494,0.5609690881046798,data/results/N_scan_depth12/N40_d12_MB/N40_d12_r7_MB_counts.json,data/results/N_scan_depth12/N40_d12_MB/N40_d12_r7_MB_ideal_bitstring.json,0100100111011111101110111111110110011110
40,12,8,20,9,12,0.6,0.10954451150103323,0.4882275949797894,0.7022485954964011,data/results/N_scan_depth12/N40_d12_MB/N40_d12_r8_MB_counts.json,data/results/N_scan_depth12/N40_d12_MB/N40_d12_r8_MB_ideal_bitstring.json,0101001110011010011001110110100001111001
40,12,9,20,11,10,0.5,0.11180339887498948,0.3908910548820038,0.6091089451179962,data/results/N_scan_depth12/N40_d12_MB/N40_d12_r9_MB_counts.json,data/results/N_scan_depth12/N40_d12_MB/N40_d12_r9_MB_ideal_bitstring.json,0110101001011110101111100101010000100010
40,12,10,20,13,8,0.4,0.10954451150103323,0.29775140450359894,0.5117724050202106,data/results/N_scan_depth12/N40_d12_MB/N40_d12_r10_MB_counts.json,data/results/N_scan_depth12/N40_d12_MB/N40_d12_r10_MB_ideal_bitstring.json,1101000011001110110110111111100110000110
40,12,11,20,9,12,0.6,0.10954451150103323,0.4882275949797894,0.7022485954964011,data/results/N_scan_depth12/N40_d12_MB/N40_d12_r11_MB_counts.json,data/results/N_scan_depth12/N40_d12_MB/N40_d12_r11_MB_ideal_bitstring.json,1001000001011111011000011111100101001111
40,12,12,20,10,11,0.55,0.11124297730643495,0.43903091189532023,0.6562071833427751,data/results/N_scan_depth12/N40_d12_MB/N40_d12_r12_MB_counts.json,data/results/N_scan_depth12/N40_d12_MB/N40_d12_r12_MB_ideal_bitstring.json,1100110110010101001011111110001000010111
40,12,13,20,9,12,0.6,0.10954451150103323,0.4882275949797894,0.7022485954964011,data/results/N_scan_depth12/N40_d12_MB/N40_d12_r13_MB_counts.json,data/results/N_scan_depth12/N40_d12_MB/N40_d12_r13_MB_ideal_bitstring.json,0101000110111001100110110000000100000010
40,12,14,20,13,8,0.4,0.10954451150103323,0.29775140450359894,0.5117724050202106,data/results/N_scan_depth12/N40_d12_MB/N40_d12_r14_MB_counts.json,data/results/N_scan_depth12/N40_d12_MB/N40_d12_r14_MB_ideal_bitstring.json,1001010010111001101001111110100011101101
40,12,15,20,13,8,0.4,0.10954451150103323,0.29775140450359894,0.5117724050202106,data/results/N_scan_depth12/N40_d12_MB/N40_d12_r15_MB_counts.json,data/results/N_scan_depth12/N40_d12_MB/N40_d12_r15_MB_ideal_bitstring.json,1100101101001101100101011010100111101011
40,12,16,20,12,9,0.45,0.11124297730643495,0.34379281665722494,0.5609690881046798,data/results/N_scan_depth12/N40_d12_MB/N40_d12_r16_MB_counts.json,data/results/N_scan_depth12/N40_d12_MB/N40_d12_r16_MB_ideal_bitstring.json,0001000100010110111101010011101000001110
40,12,17,20,7,14,0.7,0.10246950765959599,0.590023699477481,0.7909286814748999,data/results/N_scan_depth12/N40_d12_MB/N40_d12_r17_MB_counts.json,data/results/N_scan_depth12/N40_d12_MB/N40_d12_r17_MB_ideal_bitstring.json,1011001000100001100010000010100001010101
40,12,18,20,12,9,0.45,0.11124297730643495,0.34379281665722494,0.5609690881046798,data/results/N_scan_depth12/N40_d12_MB/N40_d12_r18_MB_counts.json,data/results/N_scan_depth12/N40_d12_MB/N40_d12_r18_MB_ideal_bitstring.json,1110011100011111101000111101001101110001
40,12,19,20,9,12,0.6,0.10954451150103323,0.4882275949797894,0.7022485954964011,data/results/N_scan_depth12/N40_d12_MB/N40_d12_r19_MB_counts.json,data/results/N_scan_depth12/N40_d12_MB/N40_d12_r19_MB_ideal_bitstring.json,1010101010011100000010110101111011111000
40,12,20,20,11,10,0.5,0.11180339887498948,0.3908910548820038,0.6091089451179962,data/results/N_scan_depth12/N40_d12_MB/N40_d12_r20_MB_counts.json,data/results/N_scan_depth12/N40_d12_MB/N40_d12_r20_MB_ideal_bitstring.json,0110010100010000010001101101111001001000
40,12,21,20,11,10,0.5,0.11180339887498948,0.3908910548820038,0.6091089451179962,data/results/N_scan_depth12/N40_d12_MB/N40_d12_r21_MB_counts.json,data/results/N_scan_depth12/N40_d12_MB/N40_d12_r21_MB_ideal_bitstring.json,1101000110100101110010010101111101110000
40,12,22,20,11,10,0.5,0.11180339887498948,0.3908910548820038,0.6091089451179962,data/results/N_scan_depth12/N40_d12_MB/N40_d12_r22_MB_counts.json,data/results/N_scan_depth12/N40_d12_MB/N40_d12_r22_MB_ideal_bitstring.json,1001110100010100110000001011100001101101
40,12,23,20,11,10,0.5,0.11180339887498948,0.3908910548820038,0.6091089451179962,data/results/N_scan_depth12/N40_d12_MB/N40_d12_r23_MB_counts.json,data/results/N_scan_depth12/N40_d12_MB/N40_d12_r23_MB_ideal_bitstring.json,0000110011101111101101011001111100001101
40,12,24,20,9,12,0.6,0.10954451150103323,0.4882275949797894,0.7022485954964011,data/results/N_scan_depth12/N40_d12_MB/N40_d12_r24_MB_counts.json,data/results/N_scan_depth12/N40_d12_MB/N40_d12_r24_MB_ideal_bitstring.json,1101010100001010011111000100001111110000
40,12,25,20,13,8,0.4,0.10954451150103323,0.29775140450359894,0.5117724050202106,data/results/N_scan_depth12/N40_d12_MB/N40_d12_r25_MB_counts.json,data/results/N_scan_depth12/N40_d12_MB/N40_d12_r25_MB_ideal_bitstring.json,1000000111000110001110100001101011001101
40,12,26,20,13,8,0.4,0.10954451150103323,0.29775140450359894,0.5117724050202106,data/results/N_scan_depth12/N40_d12_MB/N40_d12_r26_MB_counts.json,data/results/N_scan_depth12/N40_d12_MB/N40_d12_r26_MB_ideal_bitstring.json,1000101110100001100100000111101011010100
40,12,27,20,13,7,0.35,0.1066536450385077,0.25281475095139694,0.46147096333431736,data/results/N_scan_depth12/N40_d12_MB/N40_d12_r27_MB_counts.json,data/results/N_scan_depth12/N40_d12_MB/N40_d12_r27_MB_ideal_bitstring.json,1010011011110111100101111111100111011110
40,12,28,20,9,12,0.6,0.10954451150103323,0.4882275949797894,0.7022485954964011,data/results/N_scan_depth12/N40_d12_MB/N40_d12_r28_MB_counts.json,data/results/N_scan_depth12/N40_d12_MB/N40_d12_r28_MB_ideal_bitstring.json,1001011000001110010011101000110101101110
40,12,29,20,8,13,0.65,0.1066536450385077,0.5385290366656827,0.7471852490486031,data/results/N_scan_depth12/N40_d12_MB/N40_d12_r29_MB_counts.json,data/results/N_scan_depth12/N40_d12_MB/N40_d12_r29_MB_ideal_bitstring.json,0010001100010110010011110010001000000110
40,12,30,20,13,8,0.4,0.10954451150103323,0.29775140450359894,0.5117724050202106,data/results/N_scan_depth12/N40_d12_MB/N40_d12_r30_MB_counts.json,data/results/N_scan_depth12/N40_d12_MB/N40_d12_r30_MB_ideal_bitstring.json,0000101101010111101011100100101000001001
40,12,31,20,12,8,0.4,0.10954451150103323,0.29775140450359894,0.5117724050202106,data/results/N_scan_depth12/N40_d12_MB/N40_d12_r31_MB_counts.json,data/results/N_scan_depth12/N40_d12_MB/N40_d12_r31_MB_ideal_bitstring.json,0111011010111100000101100111101001111000
40,12,32,20,10,11,0.55,0.11124297730643495,0.43903091189532023,0.6562071833427751,data/results/N_scan_depth12/N40_d12_MB/N40_d12_r32_MB_counts.json,data/results/N_scan_depth12/N40_d12_MB/N40_d12_r32_MB_ideal_bitstring.json,0100010111100110101001111100111111111110
40,12,33,20,14,7,0.35,0.1066536450385077,0.25281475095139694,0.46147096333431736,data/results/N_scan_depth12/N40_d12_MB/N40_d12_r33_MB_counts.json,data/results/N_scan_depth12/N40_d12_MB/N40_d12_r33_MB_ideal_bitstring.json,1011001011011111001001101100111001011101
40,12,34,20,11,10,0.5,0.11180339887498948,0.3908910548820038,0.6091089451179962,data/results/N_scan_depth12/N40_d12_MB/N40_d12_r34_MB_counts.json,data/results/N_scan_depth12/N40_d12_MB/N40_d12_r34_MB_ideal_bitstring.json,1011011011001011011000100000001001101000
40,12,35,20,10,11,0.55,0.11124297730643495,0.43903091189532023,0.6562071833427751,data/results/N_scan_depth12/N40_d12_MB/N40_d12_r35_MB_counts.json,data/results/N_scan_depth12/N40_d12_MB/N40_d12_r35_MB_ideal_bitstring.json,1111011111101001011101000101001100011011
40,12,36,20,12,9,0.45,0.11124297730643495,0.34379281665722494,0.5609690881046798,data/results/N_scan_depth12/N40_d12_MB/N40_d12_r36_MB_counts.json,data/results/N_scan_depth12/N40_d12_MB/N40_d12_r36_MB_ideal_bitstring.json,1100000000001110000010000110111111010101
40,12,37,20,10,11,0.55,0.11124297730643495,0.43903091189532023,0.6562071833427751,data/results/N_scan_depth12/N40_d12_MB/N40_d12_r37_MB_counts.json,data/results/N_scan_depth12/N40_d12_MB/N40_d12_r37_MB_ideal_bitstring.json,1000000100011111000110000011111111011110
40,12,38,20,11,10,0.5,0.11180339887498948,0.3908910548820038,0.6091089451179962,data/results/N_scan_depth12/N40_d12_MB/N40_d12_r38_MB_counts.json,data/results/N_scan_depth12/N40_d12_MB/N40_d12_r38_MB_ideal_bitstring.json,1110001101000001001011010001000000110111
40,12,39,20,9,12,0.6,0.10954451150103323,0.4882275949797894,0.7022485954964011,data/results/N_scan_depth12/N40_d12_MB/N40_d12_r39_MB_counts.json,data/results/N_scan_depth12/N40_d12_MB/N40_d12_r39_MB_ideal_bitstring.json,1000100010101111011100011000011111000001
40,12,40,20,11,10,0.5,0.11180339887498948,0.3908910548820038,0.6091089451179962,data/results/N_scan_depth12/N40_d12_MB/N40_d12_r40_MB_counts.json,data/results/N_scan_depth12/N40_d12_MB/N40_d12_r40_MB_ideal_bitstring.json,1011101010110110100001110101111010001000
40,12,41,20,11,10,0.5,0.11180339887498948,0.3908910548820038,0.6091089451179962,data/results/N_scan_depth12/N40_d12_MB/N40_d12_r41_MB_counts.json,data/results/N_scan_depth12/N40_d12_MB/N40_d12_r41_MB_ideal_bitstring.json,1110110100111001010001011010110110111111
40,12,42,20,11,10,0.5,0.11180339887498948,0.3908910548820038,0.6091089451179962,data/results/N_scan_depth12/N40_d12_MB/N40_d12_r42_MB_counts.json,data/results/N_scan_depth12/N40_d12_MB/N40_d12_r42_MB_ideal_bitstring.json,1011001101001110101000111111001100100111
40,12,43,20,14,7,0.35,0.1066536450385077,0.25281475095139694,0.46147096333431736,data/results/N_scan_depth12/N40_d12_MB/N40_d12_r43_MB_counts.json,data/results/N_scan_depth12/N40_d12_MB/N40_d12_r43_MB_ideal_bitstring.json,0111100010001101111110100001111011111011
40,12,44,20,7,14,0.7,0.10246950765959599,0.590023699477481,0.7909286814748999,data/results/N_scan_depth12/N40_d12_MB/N40_d12_r44_MB_counts.json,data/results/N_scan_depth12/N40_d12_MB/N40_d12_r44_MB_ideal_bitstring.json,1010111111000011100011000100110010000000
40,12,45,20,12,9,0.45,0.11124297730643495,0.34379281665722494,0.5609690881046798,data/results/N_scan_depth12/N40_d12_MB/N40_d12_r45_MB_counts.json,data/results/N_scan_depth12/N40_d12_MB/N40_d12_r45_MB_ideal_bitstring.json,1100001100111100001110010010111011010110
40,12,46,20,10,11,0.55,0.11124297730643495,0.43903091189532023,0.6562071833427751,data/results/N_scan_depth12/N40_d12_MB/N40_d12_r46_MB_counts.json,data/results/N_scan_depth12/N40_d12_MB/N40_d12_r46_MB_ideal_bitstring.json,1110000101111110100001010011010101010100
40,12,47,20,12,9,0.45,0.11124297730643495,0.34379281665722494,0.5609690881046798,data/results/N_scan_depth12/N40_d12_MB/N40_d12_r47_MB_counts.json,data/results/N_scan_depth12/N40_d12_MB/N40_d12_r47_MB_ideal_bitstring.json,1000110010110111010110000010000011000111
40,12,48,20,12,9,0.45,0.11124297730643495,0.34379281665722494,0.5609690881046798,data/results/N_scan_depth12/N40_d12_MB/N40_d12_r48_MB_counts.json,data/results/N_scan_depth12/N40_d12_MB/N40_d12_r48_MB_ideal_bitstring.json,1011111100001010011101011011010100000010
40,12,49,20,9,12,0.6,0.10954451150103323,0.4882275949797894,0.7022485954964011,data/results/N_scan_depth12/N40_d12_MB/N40_d12_r49_MB_counts.json,data/results/N_scan_depth12/N40_d12_MB/N40_d12_r49_MB_ideal_bitstring.json,1100100110110111110100001111001111101111
40,12,50,20,13,8,0.4,0.10954451150103323,0.29775140450359894,0.5117724050202106,data/results/N_scan_depth12/N40_d12_MB/N40_d12_r50_MB_counts.json,data/results/N_scan_depth12/N40_d12_MB/N40_d12_r50_MB_ideal_bitstring.json,1001011011110011100101001000110111001110
40,14,1,20,14,7,0.35,0.1066536450385077,0.25281475095139694,0.46147096333431736,data/results/N40_verification/N40_d14_MB/N40_d14_r1_MB_counts.json,data/results/N40_verification/N40_d14_MB/N40_d14_r1_MB_ideal_bitstring.json,1010101010010000101111110100111001011010
