z1,z2,z3,z4,z5,z6,z7,z8
-0.29411662,0.8251402,0.6997677,-0.17166469,-4.219957,0.3467834,-0.7789723,1.6896621
-1.5187134,-1.8855848,1.7380846,0.11502152,1.293605,-0.03934968,3.8391435,2.387683
0.015276834,5.260889,-1.7472614,1.3153292,0.91639644,4.0087624,-0.45579648,1.8148353
3.392435,-0.8437779,5.073553,8.046454,-6.0527196,1.170081,2.2506394,-0.15447865
1.2211932,3.9050071,0.30964357,-2.272562,-0.17509109,-0.08101787,2.016754,2.6017516
1.2221329,-1.0351977,-2.1404605,0.007965855,-2.4173865,0.21794829,2.6713324,-2.042321
-0.42048994,2.6050751,-1.0784782,-0.9954188,1.3521546,1.6336976,-1.3583829,3.3956032
-0.74041015,0.9317455,-3.8921435,-1.6235538,0.39889592,1.8393828,-0.6944925,5.0772433
2.6201634,2.1201196,-2.011508,-2.9811442,1.3089497,-2.4566407,-1.6486617,0.8427994
1.4111081,-1.0261226,-4.428567,-0.63439447,1.3878683,3.7611663,1.006492,6.0364537
3.2698257,0.96766514,3.5371976,-2.3738866,-1.2028584,1.9826112,-0.24002989,4.0016565
-1.2450598,-3.6493094,0.3447545,1.9570906,-0.18830746,0.06379623,-0.8250873,-0.80854774
-0.036981158,-0.13766733,-0.059713636,1.382418,-0.7771285,3.5563338,-2.7907746,4.9815207
3.3710985,-2.7742884,-1.3454213,0.7810469,-0.096295826,0.7073035,-0.6353941,0.56647915
3.208774,-1.5461218,3.179838,1.9178257,-0.57285625,-2.2102373,2.3034182,2.826331
-1.5335709,2.5056005,-1.6425085,-0.353695,2.9740436,1.6765393,-0.5228371,0.7513626
-3.0964873,-1.4162142,-0.8757208,-0.6004021,-1.3518592,-0.7095005,1.2201053,0.46362245
1.5543588,2.169294,1.5208329,-2.328995,-1.5333731,-5.7728853,-1.5568599,0.41177475
1.4518512,-3.7484019,-0.2017063,-1.3112178,0.0077173077,1.8150154,2.8125324,1.5426214
2.4092963,-0.3571735,-0.23383786,-0.48774782,-4.6463814,2.061188,0.42244685,1.9746505
-0.5486762,-1.4366502,1.33706,2.5589461,-2.1267588,-1.6648585,1.9011492,1.5260551
-1.6551467,1.3660934,-0.23270364,-1.6963457,0.04257597,-0.16492422,-0.08305594,-1.6480235
1.7332325,-1.3758914,-5.122828,6.696285,-0.98063046,1.0120348,-3.6581655,-0.81236273
-4.4115214,-3.1521602,0.83617294,0.07778359,-2.3269355,-2.214299,-0.9693084,-3.1343904
3.0196037,0.26724893,3.138587,-0.45532116,-1.3388656,1.6098633,-2.3638747,4.6621666
-1.8347437,-0.4697171,-3.0163069,-1.2847244,-6.0902147,-1.0314181,-2.6832078,0.25643432
1.6066725,3.973599,-0.33566496,0.5345711,-3.3821833,-0.8228773,0.7181142,-1.1613892
0.0004332438,0.5266732,-0.064834476,-2.1147466,-3.2590413,-0.22276202,-0.380004,0.7248234
-2.6012309,-1.9953105,0.24867031,0.31787482,-0.14414734,1.3771411,1.9111123,-1.575897
-2.9382308,-1.2680901,3.232841,-4.228208,3.0758693,-2.3636756,-0.19776244,-0.1528239
0.3658843,2.4282122,0.6135547,2.628369,-1.7293477,2.1083865,-1.3439703,0.026118178
3.2053895,2.8642507,-0.8293429,2.4104836,0.043322094,8.195906,-0.006619714,-0.5342826
-0.3084758,2.5430207,2.6462526,-0.14700049,-2.8868015,1.4396161,-0.53012145,-3.1280017
0.7347368,0.95035946,-0.67402047,5.3167763,1.3675998,-1.1910135,3.390809,1.1874901
3.9372365,0.8368647,-1.1417081,-1.6479602,-3.734131,-0.10684004,0.23245601,4.5420074
-0.46826681,2.2115054,-0.8462902,-3.139102,0.0041029938,1.9742131,-2.8717937,-0.16590706
-1.4897099,1.1473775,2.6738105,1.9426415,4.650388,-0.58288056,-2.0573335,1.8203824
3.5702832,-0.7403323,1.459895,1.4164704,0.61414737,-1.8944016,0.4955833,2.7952714
0.7440171,1.6251568,0.22051932,0.8238287,-5.1865625,-0.68310755,1.3928789,3.6512055
3.9671595,4.063357,0.8807947,-0.97588164,-1.197556,2.7728462,2.2356877,1.2812493
-4.503645,-6.5659175,1.4663746,1.6469896,0.39256585,-3.1979346,0.5245015,-1.3796244
-0.22027948,-1.4762205,1.1101011,1.5006799,-3.169503,1.5427978,0.8462522,3.6894786
-0.959636,1.0999271,2.8062756,2.4776518,1.0770966,-3.8937848,4.1589575,2.3374255
-0.06903536,2.519028,-1.368779,-0.52485806,-1.481815,-5.0810256,-0.014993265,1.8794808
0.49847993,-2.0363836,1.5099748,-2.5956738,-0.7535769,2.613163,-1.8022617,-0.9859068
-1.258927,-0.7855613,-1.5719033,1.0857108,-1.3557063,-1.2443804,4.128513,0.04510387
-2.022249,0.32349277,1.2039131,-2.001967,0.19167107,0.15150705,-0.39211726,0.6062584
0.076163135,-3.3906271,-0.3187116,3.7811162,-1.461361,-0.4048142,0.403458,1.6241187
-0.53462756,0.20371364,2.641529,-0.60689634,-5.8934402,-0.78210115,0.6133818,-6.2744255
0.05048675,-0.92873234,-1.3788869,4.439734,1.6491393,-0.41067016,-1.7151283,2.9766405
0.011368763,-1.7689526,2.1273131,0.33219028,-2.482435,-1.4413908,0.4110582,3.1240916
0.8230865,-0.50820166,0.507555,-0.89845663,-0.71074617,-0.426305,0.04419664,-0.5055285
-1.5055188,1.8494141,1.5382901,-3.551329,0.8625747,-0.6196306,0.7379726,2.794445
0.63994974,0.044961803,0.8527474,0.4170762,-0.32491586,-3.2951465,-0.5021528,0.758095
2.4091203,-1.3947101,0.6061096,-3.0592494,-2.3596072,1.5551995,2.3642628,1.7742828
0.1375989,-2.1987941,-3.1289043,-3.091077,-5.169921,-1.6597372,1.0610234,0.6470947
0.075705685,-0.3307819,-0.5066241,-1.1996719,0.4912968,4.3297873,-3.8300397,5.4542933
-3.4056718,-1.9720268,-0.06446694,-1.4374087,1.2463776,-0.91025436,1.0896425,1.5057992
-2.2121148,1.437265,0.05307135,1.8971459,1.6549407,-3.7610826,-0.39299268,-2.5792954
2.362556,-0.8096288,0.15532984,-0.71320146,-0.7355404,0.04116568,-0.656574,-0.43022782
0.96623504,1.7802281,-1.7967445,0.92047334,1.4455338,0.7633477,-2.3912885,2.5623705
3.588758,-1.3171103,0.43125919,2.4257627,-1.7386637,-2.8772411,-3.6970444,0.48935604
1.0932432,1.9096754,0.49303088,3.3916662,-1.8417099,2.5754037,1.1679922,1.8602551
-3.1463842,-1.344824,2.5938175,-2.1069999,0.6385124,-1.9573091,1.1950319,4.7716355
3.8258438,0.60855967,4.0325017,-2.9709842,-3.399356,2.0757308,0.6350384,-4.2131925
2.9699817,0.149685,-0.9777197,-1.6678982,-0.31175506,1.5807381,-3.3392005,-3.5806415
-1.05517,0.87279147,0.9007368,-0.24269682,-2.8046434,1.5104636,0.35243708,1.3712094
2.4457016,-2.8021038,-1.0073063,-3.5908916,-0.96465427,-1.8671794,-0.35285354,-3.22105
-3.778018,0.1659106,2.4477372,-3.65543,4.0030613,0.4219976,-0.3386644,-5.4050856
-2.7027118,1.0799644,3.1838942,-4.877066,0.9080854,-0.9661505,-0.6645562,3.1045463
1.1504986,-2.2708292,-3.9280572,-2.1773956,-0.41546738,-3.7746315,-0.89207643,-0.1173077
2.1904316,-1.9534098,2.815881,1.0787436,-2.9402363,-4.1652236,-3.484587,3.5242338
3.374253,-5.1449857,0.10912776,7.232388,-6.6825447,0.4986639,-1.7811958,2.274187
1.9914821,0.8400972,3.8025918,-0.3691487,-3.0043504,0.13705993,1.3727036,2.0659003
-4.440151,1.5034025,-4.640348,-0.48216394,-5.1809506,-3.0349414,0.105181456,2.3922002
-3.7676108,-2.8192852,2.4340675,0.1583527,0.70774484,0.49328524,1.6238003,3.7098298
-0.8730572,4.4354315,-3.1811323,4.425159,5.8883295,-2.2059608,5.549645,3.408337
1.1735739,2.0132194,0.40138108,-0.96775985,1.6636562,-4.1156197,-0.57392925,1.6906769
0.7234815,3.6497366,2.57493,-0.3002296,-3.4140208,3.233549,1.9515465,0.1146294
3.3283195,1.9077353,-1.1399935,-2.0253575,-2.6914434,2.8319354,2.755454,0.8674132
0.5898477,1.0891662,-0.7300087,1.1672043,-3.3223884,-0.13118984,0.3748234,0.92709404
-0.50675976,3.0488815,-0.082797945,0.25591233,4.3106813,-0.5334956,-1.3088217,-4.868417
-1.9332136,2.5201929,1.0545956,2.1578865,-2.0016837,0.4386823,-2.4683661,4.0330153
-0.9752944,4.177656,-1.0134639,-6.0099406,-2.3899112,2.9632628,-0.7294402,-0.61100364
-2.3800857,-0.64003867,-1.5723599,1.7036499,-4.0246415,-2.0751152,0.5032914,-1.1781788
1.4657961,-3.8290744,0.2035256,-0.39164695,1.0428666,0.38563684,-1.3424355,-1.8495812
-0.51322263,0.041262344,-1.9127649,0.370492,0.5869645,-1.0294181,-4.1990623,1.1730223
1.3528696,4.3540583,1.8318973,3.275527,-2.7045317,-1.6922863,-2.5683584,-0.28595245
-0.039730147,1.8412541,-1.8360454,-0.19550702,-2.4579258,-0.693151,1.8970169,2.6653745
4.511619,1.5152539,3.237236,3.2413886,1.1529741,-2.3056219,-1.5848997,-4.752402
1.6960545,0.44541523,-2.2491148,-4.7762156,2.3031402,-1.1342874,0.898906,-5.574674
1.9842929,-1.15606,1.1920264,-1.5337021,0.12804806,0.53358126,-3.282698,-3.0816922
-2.6895638,3.7074633,-0.6347988,1.1036235,-0.02367965,1.9014686,1.8016249,-1.0703185
3.1030214,1.2141409,0.020717133,0.47892,-3.471668,2.7450166,2.5036197,0.18338695
-1.1423026,0.51480734,-0.48013106,2.2023833,-1.6907898,2.5168571,-0.39747298,-0.07369249
-0.13585615,0.97721654,1.8583163,-0.026459962,5.4671016,-2.198999,-0.4648586,2.8986294
3.0051992,-1.6312776,-2.4880607,1.1436927,-0.9404159,-2.3625233,0.16157228,-2.497545
-2.2005894,-2.1946807,-0.2279116,-1.8217571,1.2690948,-0.58486843,0.24916914,-0.44398355
-1.2823262,0.7640809,1.377327,0.062202282,2.524708,-2.0944512,-0.31410313,1.2906293
-1.6340679,0.27133483,2.2453682,-2.9700613,2.3898995,-0.22902131,1.1126957,0.8621776
2.6525798,1.0381342,-1.2827446,0.8129992,-0.595138,0.42187274,-0.31506425,-1.0227209
-1.0961572,-2.0049987,-1.2103375,2.3598664,-1.3631904,-5.01823,-1.41005,1.008315
-1.2517627,-2.0220485,-1.7637383,-1.9649227,-0.7018457,-1.5949738,-0.82590586,-0.24929962
0.42567697,-2.0824661,0.8082114,-1.1881669,0.20564216,0.5076801,1.1904908,6.5872693
-2.3858883,-1.5710055,-1.9297704,-0.52788615,-1.3787332,1.4476204,-0.5474102,0.40700412
1.3271259,-0.021991476,0.09321486,-2.2820609,-3.6225638,3.0110369,2.3245306,-3.6907766
-0.1101596,-0.864529,-0.71427894,-2.7356458,0.6793863,-2.708794,3.397611,1.1151936
3.0754364,0.19953223,0.27959588,-1.8360215,-3.0104837,2.3261423,-3.4571974,-0.8622406
1.1354083,-0.65692604,-1.9543707,3.9098458,-1.2993754,-1.4117601,1.6162871,3.2356045
0.4729412,1.205913,-1.9229455,-1.5067296,-1.1671216,2.640493,-0.91623914,1.7454711
2.5781496,1.9945973,-3.8347647,-1.3412572,-0.78747433,-4.293694,-2.6369064,1.4305205
1.3668908,0.76147676,-1.4992155,-0.6492772,-0.22507611,0.21765798,0.06678868,0.9389019
-2.0603485,-1.6380916,-0.6422492,3.9357648,1.0656112,-1.677666,0.13400126,-3.3230536
1.7385808,-0.32469538,1.8854425,-0.85201174,-3.254441,0.21805018,1.6946366,-2.735381
-1.2576602,-0.14906135,-1.0825789,-0.02885376,0.7057352,-0.8732806,3.0894353,-1.7821947
-3.9470649,0.057313435,-4.475777,-1.723934,1.6677651,6.0365424,0.0979865,-2.1745677
-1.3187244,-0.9173827,2.3243642,1.7185763,1.1495067,-3.6318595,3.076021,2.877162
-0.14092654,-1.7557527,-2.6409497,1.675158,-3.309084,2.3837352,0.11705311,4.6370792
1.3707306,0.019610923,1.1977395,-0.74071324,1.10134,-2.4068508,1.25585,1.5606755
4.174065,0.77710235,-0.12869664,2.2012885,0.07257045,-1.4328111,-1.8359556,2.917146
3.491642,4.6029506,-1.2122136,0.96675897,-3.2992623,-0.43962926,1.1082445,-1.1429058
-1.9062982,-1.0481774,-1.2505937,1.2311236,2.5284133,-5.748538,4.051085,3.1425536
-0.680909,0.28174502,1.3684211,-0.90758765,-1.6731713,-1.6415989,0.76835406,-0.18522964
-0.82540524,-0.084787145,-1.174392,0.4006206,-2.7766228,0.9543336,2.9466996,0.7143295
-0.48730132,-5.0892677,-0.8515862,2.8469887,-3.6667783,-1.2869086,0.5171143,0.9803376
-4.4510145,2.4639966,-0.96547097,0.054076724,-3.6189446,0.55992657,-1.100996,0.043942116
-0.14464924,-1.9481438,-0.37451988,-0.7637114,-0.41984114,2.6342506,-2.2512429,-0.04040753
0.67455494,-0.69109666,2.9525347,-0.046429507,-4.5245914,-0.030219112,1.5816909,1.9157139
0.90583867,-0.54950744,0.3009562,-1.8216395,-0.57930577,1.1574404,-1.8980545,1.4373202
0.29055,-1.1065836,-0.6053338,3.0248234,0.92695147,0.22886729,1.1464963,-0.021626059
0.62299615,3.3576763,2.4031353,-3.1977167,0.050939053,0.6716062,-2.7682004,6.3219414
-3.4398189,1.2375361,0.22298141,0.2655468,-2.8280704,-0.5227848,1.078562,5.021263
1.001453,-3.1136572,-1.3207856,0.08281822,-0.74438006,-1.1404984,-0.2318319,0.06492043
-0.36075872,-6.350821,0.67802924,-0.5819137,3.1158605,1.1373162,1.0717529,-1.7249823
0.9332983,0.6140382,0.15730818,-0.81604487,-0.44161,-0.042099055,-0.99612784,-1.62214
-0.20470151,-3.46216,0.83116186,0.03945639,1.9272424,-1.8781608,-1.6798058,-2.261773
1.2791073,1.4656541,3.6051579,0.11755387,-2.873549,-0.4868253,-1.1618348,3.8961804
1.6065104,1.2735912,0.5565027,-0.49425054,-1.4163988,-3.0471702,-3.5341012,-0.7848654
0.11436071,1.0486896,1.3735584,1.6972383,-0.33316076,0.11879886,-1.3546073,1.2565492
-1.022767,-3.0041487,3.251342,-1.3849481,-2.20413,0.543722,1.7427064,1.4832692
2.4946833,1.7663634,0.6277554,-3.6820056,-1.1489589,1.1613777,0.79272556,4.698723
-0.13972332,1.0014129,-2.2710502,-2.4396665,1.1911111,-4.905752,0.66434246,-0.7051886
-0.75982285,-1.3424498,-2.9212773,-1.3854916,0.8278,-0.9273526,-0.55847883,-3.763738
-1.2409916,-6.0113,0.7066583,0.1835722,1.6974256,3.458628,-0.2303464,-0.014905639
3.5213425,0.85694385,3.432384,-2.4098713,-0.9693519,3.4192367,-0.07292387,3.4229045
1.480958,-1.5153071,2.2054915,0.25353456,-2.1844614,-0.47789472,1.1630145,-2.672521
-1.2251269,1.5377704,-0.74842143,-0.38488585,-0.59205914,-2.4821422,-1.1923428,0.110723615
0.298589,-0.5821644,-3.5828247,-0.9923294,1.5748414,1.0577685,-1.9652483,2.2728705
1.0685327,1.8537503,0.27078837,-1.9308703,-1.7809496,0.8667598,-1.1618214,3.081901
1.4111288,3.9243245,0.02551502,-1.2638569,-2.4137945,2.1646366,1.2483689,-1.3819731
-0.33467057,0.62754536,-4.4626064,-1.5355223,-0.7516522,1.3341765,-1.9025162,3.570546
4.9013715,1.4851805,2.5673418,-1.1863091,1.0699854,2.858517,-0.4942547,-5.151377
-4.6600995,1.4073217,-1.6344165,0.44230732,-3.1566901,-0.57612514,-3.0940952,2.7345073
4.1696286,1.6482117,-0.6173375,-1.8784701,0.28090802,-0.06108757,-1.3690659,-1.6571785
0.6370397,0.2166965,-1.6646013,0.018614717,-1.9354081,-0.8709541,-1.6161895,-0.11071941
1.2831314,-0.7326607,-2.3834045,1.9073725,-1.2110319,2.5486612,-3.3903558,5.1670957
0.59000903,2.23839,-0.347423,0.6212079,-3.1562383,0.40321684,-1.7516673,1.1174304
1.8546922,0.4169567,0.765285,4.5963993,-1.3880993,3.661721,0.36464077,5.0300856
-2.0204718,0.4964912,1.6210786,-2.0391502,-1.5669419,0.05704841,-0.61912936,1.2774198
-0.022736533,0.3624277,-1.2288245,-2.416146,0.11868752,2.6029723,-2.9784904,-0.78199583
0.008242577,1.67856,-0.5836553,-0.43399,-0.86625355,-4.8827677,-2.1225393,0.6059208
0.70786476,-2.109298,-2.3796887,-0.40312085,0.015765987,4.3391757,-2.9093542,1.5439203
0.70835036,-3.1513762,-0.46605018,-0.9815079,-1.0196738,-0.5719241,2.0586803,-2.432115
-5.206006,0.3201808,0.46198314,0.31565514,-3.7785954,-2.9688218,-1.7846208,-0.9703663
1.0864898,2.3340318,-0.43106365,2.137837,-0.37785664,4.4655976,-0.7130485,4.4762454
1.5860479,-1.9259379,-2.9701629,1.0625402,-0.08348939,1.0068035,-0.5507348,2.154489
3.2431664,-0.92939883,-0.5212576,-0.5618862,-3.5330558,0.9439992,-2.0065877,1.4517843
3.7354488,-0.14279503,-2.7331483,1.2492841,-2.8674932,0.3163945,-3.649211,-3.8608024
4.46719,-1.6226681,0.014852636,1.1700088,1.2253553,-1.077749,-3.176687,-3.704894
-2.5701973,-2.3277411,2.2447104,0.38445106,0.9710781,-2.5130095,2.3049786,0.8491017
2.425529,6.160273,0.8522983,-0.822849,0.84155333,-0.2535264,-0.54755396,0.07348657
-1.7705357,1.7623326,-2.03858,-1.9934107,-2.6851673,-0.3039483,-0.9541719,-0.85082996
2.358611,2.2294755,3.537098,1.10464,-5.870349,-1.4108784,-1.8848352,-5.054433
-1.6777331,0.7893085,0.7195955,0.30119908,-3.2847104,-0.4303963,0.1622394,-0.9090401
1.3836132,-3.10953,-1.7886648,-3.340773,0.23424146,0.579283,2.3021452,4.406982
0.12053732,-1.6261444,1.7134315,-2.152446,1.3049324,0.19030982,1.4273204,0.16814132
-0.8677557,-2.5858462,0.3595549,-3.7830973,2.177618,0.9806269,0.89145005,-3.0897825
-2.6206157,0.8196456,0.15633489,-2.9189422,1.7456472,0.09518164,1.8610651,3.3858097
-1.9006197,-4.599005,1.3824525,-3.5909152,0.06489836,2.0147834,1.5595206,1.5900573
3.1853943,-0.9697719,-0.31711918,-0.36746007,-2.368832,-1.1925966,0.1857221,0.9402537
0.13501525,-2.4295905,-2.495594,-0.7408986,0.87008774,0.8854822,0.68769854,-0.5717906
-4.8157887,1.4916328,1.336669,-3.3242006,-0.15001479,0.74941456,0.68004125,-4.9848533
3.1692448,-0.86133116,-3.184114,-3.1694338,-1.5396166,-0.9246177,-4.092137,-3.5190399
4.5338044,1.5189545,1.378662,1.8015411,-4.9667106,0.15922847,0.52111775,-2.6279383
-3.230586,-6.7340045,2.4909594,3.6502004,-1.5593232,-0.9795742,1.6263944,-3.382672
-1.5067583,-3.7839177,2.016078,0.29931062,1.9569318,-5.231069,-0.22090508,3.9923556
-3.0561802,2.8518968,0.22006877,-0.50127554,-2.1362925,0.4003423,1.897154,-0.68784904
1.4445411,-0.6916208,1.8860141,-2.5372772,-1.5764043,-1.722351,-1.434636,1.5467174
-0.37107533,1.9859456,2.5969954,0.84062874,-2.656642,-7.21392,0.2952422,0.45821166
-1.2819705,1.6369966,-2.1625655,2.33809,-0.7482216,-3.399698,-4.8065567,3.165998
0.77488816,-0.7368451,-3.2522707,-3.7611842,0.16094485,-0.81662893,0.1000038,-0.5561619
-6.4681363,-1.0406489,1.0081915,1.0510175,-1.6528656,-3.0417645,2.2608976,-4.0826316
-0.11855738,-2.026415,0.6832178,-0.96960753,1.0948359,0.9199223,0.86038506,-3.74385
0.18728891,-5.101499,-1.4559298,-1.1926855,3.7845526,-2.2060785,0.5121252,-1.8300687
0.37499672,1.3138361,-0.38079524,1.1843954,-0.49786934,3.280988,-3.2411613,3.393938
-3.8234644,-2.2537274,5.195251,2.6506119,0.098760255,3.8079016,0.86449337,-1.6008618
2.7019033,0.7466758,-3.5882573,-2.6995459,-3.6028287,-1.8078688,-2.3159938,-1.6854568
1.1942662,-1.2640865,-2.0614882,-0.8564694,-1.02413,-1.5819868,0.31285822,0.064382926
-0.8523384,-1.969914,5.051314,1.1582861,-1.8840127,1.9140939,-1.5193411,2.790914
2.4942336,-0.15888937,5.332402,-1.3504679,-1.6462885,2.6078997,4.586779,-1.111979
4.1332984,2.6721623,-1.3315331,1.0618746,-0.67427176,-3.1360428,-1.4295008,1.8030229
-1.4692,1.5429397,5.2146196,2.6063862,3.448046,-3.185652,0.14616348,-0.63043296
-2.8929148,-1.9782965,-0.16117717,-1.0277689,2.2553341,1.1643468,3.0041351,1.7338531
-0.91147625,0.22894248,-0.55545837,-3.1904173,-0.7738605,0.58510447,1.4542509,5.6869583
0.75566995,0.8479842,-2.4686859,0.5719799,-0.55889344,0.22705996,-1.174541,2.2197578
-0.9585559,-0.17793946,-2.6515796,0.1535815,-0.63591456,-0.71969444,1.0805779,0.8337451
0.5739682,-2.2232523,-0.4030568,-1.2352471,-0.4246138,0.3383408,-1.4657123,-2.3333688
1.2254463,1.7553927,-2.5212007,-5.322846,0.23491576,-0.06548706,-0.052098557,3.2763572
-0.70590574,-0.2204059,2.6623042,2.4706445,0.11484542,3.5728645,1.9472206,-2.2049599
1.410698,3.2798696,2.6951902,-0.74200684,-0.6054357,-0.80045766,0.3045292,-0.7301472
2.2732756,-3.1001997,-0.8455134,-1.5264839,1.0123926,-1.6272322,-2.9050183,-2.277965
-3.2323601,-0.38338938,1.250537,-1.246165,-0.9192756,-0.9485994,1.8204926,-1.0048045
4.951877,3.9350617,1.1610144,4.630249,-3.0788913,1.418534,-0.10763788,-8.0219345
0.13886917,-0.8948492,1.9131125,-1.2249548,-3.8751945,-0.7713813,0.2764174,-0.17371546
-3.0491166,-3.6321292,-2.1381166,1.5106257,-2.3253524,1.2566025,-0.10379024,-0.53778046
2.1275585,-1.8731921,3.2735202,-1.3753395,-5.082922,0.50235856,-2.5780482,1.9095122
-0.2935737,-3.284348,2.1872706,1.4648442,-2.6604435,0.21331233,4.139002,1.3368301
1.7734926,1.6654238,2.0316272,2.990847,-0.07739682,-2.5427203,1.9710711,3.0672848
-1.9664629,2.6766102,2.1146302,-5.021289,-0.97539485,-3.9848964,-1.441564,-1.7643317
0.43123838,-1.3459092,-2.5616028,4.6801295,1.3901958,-0.17893752,-2.6847947,4.1870813
2.3148272,-1.2342933,0.2661895,-2.1305552,-2.1558073,1.7122338,-0.5117257,3.5469723
0.9103114,0.0070928633,-2.0220003,-4.020975,0.8467906,2.9505343,-0.6553594,-0.5781088
-0.81462514,-1.824356,-0.30035216,-3.159038,0.8482649,-1.062128,0.5482774,-0.6960919
-3.1922417,0.1428846,-1.4016358,-0.83296704,-0.5679403,-0.285107,-2.8737354,3.1613383
0.00023875013,1.9098262,-2.935962,1.7023917,1.1384872,1.9443027,1.6721747,0.55592495
-0.84294486,-1.595106,0.9504573,-0.9673321,0.22957951,3.2575617,-4.073333,0.6778412
4.232176,2.6812708,0.4892879,-0.04492882,-1.1451235,-1.2752309,0.1525625,-0.10864802
1.8370967,-0.38860476,0.0094860755,-1.3761175,0.6562207,-0.38748848,-3.37727,-2.7704978
-0.625135,1.204391,1.426458,-2.3357646,-1.0133635,0.56703377,-0.29627728,3.6838756
-1.9788011,0.34165922,-1.1858404,0.87589693,-3.3210235,2.0891423,-1.6570038,-0.73891157
-1.1711464,-1.629893,-1.1835549,-3.1643999,-2.2550995,1.7384986,0.38384014,0.86153096
-3.3033493,1.8264275,-0.16491385,-0.63113654,-0.6082566,-1.0048671,0.91406554,-1.2411994
-0.99099267,-2.5757337,-2.1298175,-3.4055195,0.8485809,0.55519813,0.6180773,1.8414851
0.8494203,-1.3252118,-0.6418371,-2.7458572,-2.985614,-1.6517438,-1.0723474,-1.0569621
1.2983354,4.108921,0.27687797,6.7772756,-2.0252464,5.675366,0.96642023,2.4774094
-2.1419613,0.44827378,-0.6762361,-3.6166103,-0.3375856,1.6863064,4.266715,0.092343256
0.757406,-0.3335897,-0.858722,-0.9154673,0.4630421,1.4967704,-2.544752,4.8337674
-0.2313557,1.3001356,-1.2770681,0.3326014,-1.3673627,1.3878808,-0.8746039,0.46320176
0.86104757,-2.491943,-2.2779622,-3.4250278,1.782776,-2.0888305,0.060659464,-0.8655183
-0.8905808,6.2458234,2.3441062,-2.3044934,3.3348224,-6.982702,5.92192,1.0790881
-2.4510944,-5.834752,0.32150304,1.3648844,1.3803471,-0.054932922,2.83987,-1.4452485
-0.76306844,0.848792,-3.0804682,-2.7598727,0.84979314,-2.0870464,1.4799252,-0.5396959
-0.6248481,-3.3608818,-0.41485578,-1.682454,0.093252935,-2.163378,2.4492335,0.015548009
-0.45172828,-0.27739438,-3.0598707,-3.44368,-1.4399298,0.7680414,-0.2972315,0.7311259
1.5305822,-3.6785889,-1.5360161,-1.7531681,2.676016,-2.4231367,-0.81157154,-1.0952809
2.5147312,-1.5638086,0.05938294,0.33358604,1.998841,-2.0354512,-3.3653312,-1.5941496
1.6887759,-3.029868,-0.55555284,-3.4007523,0.10680952,1.4350691,0.8566718,1.6009926
0.4237114,-1.6741413,-0.13189551,-0.004014738,-0.228486,-2.7981453,-0.16145329,1.284089
-0.4106518,-3.2832031,0.087852836,-0.99354166,2.0972805,-2.4861205,0.13417414,-2.5608563
0.9219636,-3.69089,-2.893698,0.42361322,-1.7432561,0.8365396,2.1858962,-1.6127423
-1.4500878,1.5825632,-0.20773791,-0.3870234,-0.7088583,-0.6875786,-3.101659,0.66028
-1.6688017,0.2158289,-0.043684583,-1.3455343,0.26810798,-2.267815,-0.7459015,-1.0077887
0.6983065,-0.56039625,-2.4022129,-0.50136536,0.35605228,-3.3003519,-0.3231275,-0.09110675
0.6928472,-0.90685064,0.58622086,-0.9072618,0.5763002,-1.503206,-0.121980324,-1.1853275
3.0094154,2.2494633,2.5299206,1.0774008,1.7308351,-2.22475,1.006289,0.8361892
-3.3420813,2.294351,1.5274658,-0.57805103,-1.7283057,1.3594875,-0.93220985,-1.1339074
0.3556269,-4.6179657,-0.8492135,-0.19127317,-4.9770255,-1.3351485,-0.42913878,0.56167066
1.4858689,1.7935841,-0.9174361,2.1535828,0.31278503,0.48055398,-5.2325172,2.682882
5.96454,0.5915383,-1.6430253,0.86530143,-0.60727406,-2.5003033,-3.8399582,2.829283
1.276325,-3.474824,2.4375145,-1.3691995,-0.24552947,0.10029746,1.1163375,-0.9575913
0.6281489,-1.9625752,1.2376162,3.240334,-0.075913355,-1.3459438,0.6628217,2.2862449
-1.1592332,-3.227942,-4.1334796,6.0461116,-2.3270988,0.9454663,-2.0338721,1.1837326
-4.0582275,-1.8811599,1.0625764,0.9893575,-2.8337443,0.3448053,1.8705477,0.09175636
-4.531623,0.10456687,-1.4544349,-2.4377081,0.8595617,2.6575537,2.7368703,-0.60288054
5.848813,0.94275385,2.5373328,1.8972236,-0.8287147,-0.22487524,-1.6779674,-4.3617516
-1.7946818,1.6326741,3.896878,1.6243509,-5.151667,2.2422895,0.37854284,-2.7578695
-4.4187565,-0.5662028,1.5960827,0.11338151,-0.9896332,0.3117211,2.7054296,-0.1492602
-2.4175498,-0.69188315,-0.62100357,2.9172604,1.4113194,-4.411182,5.213145,0.92675966
-2.7357607,2.0460978,-2.1381361,0.5720368,-0.04137405,1.8604171,0.64375263,1.2962304
-3.4863377,1.3033104,0.801104,2.690043,0.56471306,-0.4694662,-3.0028486,0.7268687
1.4408473,1.6669042,0.29929203,-0.08913671,0.15850824,0.5410452,1.384541,1.2679142
-2.1663482,0.30094695,0.482967,0.28663456,3.1489165,-3.3882568,1.7697564,-1.2996773
-0.37150234,-1.2104334,-0.6103343,0.91342866,-9.025876,-2.0540912,-3.2542841,-1.4258555
-1.8575515,-3.1791613,3.5381331,-3.6421888,2.7803676,1.3693894,0.6398925,4.4944005
