hour,Bus1__Bus2,Bus2__Bus3,Bus3__Bus4,Bus4__Bus5,Bus6__Bus7,Bus7__Bus8,Bus8__Bus9,Bus9__Bus10,Bus10__Bus11,Bus11__Bus12,Bus12__Bus13,Bus13__Bus14,Bus14__Bus15,Bus15__Bus16,Bus16__Bus17,Bus17__Bus18,Bus18__Bus19,Bus19__Bus20,Bus1__Bus6,Bus2__Bus7,Bus3__Bus8,Bus4__Bus9,Bus5__Bus10
73,-1887.1871856492558,-3863.4441049396237,-5000.0,-3439.362829387535,-1562.7231864843125,429.8898342699945,3326.463988443856,1770.7165209621562,4187.786790906102,5000.0,2590.0816775348594,2970.2446951271677,5000.0,2116.320640933524,-1188.8631825689476,-1561.920133375871,-1006.9624680026241,-448.9969047756849,1500.0,1500.0,1500.0,1500.0,1500.0
74,-1986.3066740962636,-4084.4848344789757,-5000.0,-3119.6515388235784,2319.947673804657,4257.212402345219,3727.539795973943,1195.6348694887388,3529.0066151949777,4425.066503031199,5000.0,2940.3166662339368,5000.0,1176.9950803240308,-2326.403054873674,-1560.8414025709299,-1061.7388420505076,-495.3353316959947,1500.0,1500.0,1500.0,1500.0,1500.0
75,-2116.8621823310677,-4375.6292424833655,-5000.0,-2838.9516706374916,2237.261625280599,-1020.548415280914,2565.820365950178,4636.657740116919,3682.0008486658307,-2222.6753274072607,-1670.6578367672091,-1342.8967782054078,653.9413258204986,1575.3382323989654,2408.9880592357404,3238.8442791241787,-1091.988163354281,-469.47575202584903,1500.0,1500.0,1500.0,1500.0,1500.0
76,-2187.6476003065186,-4533.483774172224,-5000.0,-3010.5734583683247,2238.463569010636,-1703.1653827729865,1869.1975569365563,3867.7799575270424,5000.0,227.0526041852754,812.5776885969171,1198.7341364337371,-4154.24312660567,-3296.223723698623,-2556.771072723239,-1762.4391821491145,-1125.0963280622318,-452.5795644508353,1500.0,1500.0,1500.0,1500.0,1500.0
77,-2153.4410551403757,-4457.201704752673,-4586.137132584077,-2051.7770010222407,-3355.419923316892,-1403.6532378212387,2221.320786971646,4234.242389414589,1373.3996481184995,-5000.0,-5000.0,-4528.487206716406,-4050.072882049112,-3177.680748570783,-2371.433469399475,-1634.8593435593475,-1042.777183332998,-431.4672122126876,1500.0,1500.0,1500.0,1500.0,1500.0
78,-2049.3896718368724,-4225.162637205614,-5000.0,-3598.6965314342524,-3193.360347338805,-4477.562412982879,-814.2406181055699,1247.4362483506989,-764.430404835186,-12.112807990059082,-5000.0,-4615.57220489311,-2532.9021693681498,-3051.7785905030905,-2350.5251081482847,-1535.6037512979747,-971.266991941221,-415.6162257546348,1500.0,1500.0,1500.0,1500.0,1500.0
79,-1964.1955415150228,-4035.1760562228033,-5000.0,-1241.687924167419,2107.7913777296317,88.61308071983217,3719.075145494714,3167.687935344275,1914.1071532414098,2748.453115071253,3369.943770346521,-1285.9869623745972,-4145.799848354192,-3377.2805391309557,-2583.262898451121,-1669.399055253174,-1122.1822745003528,-522.1080676198003,1500.0,1500.0,1500.0,1500.0,1500.0
80,-1972.5205401425949,-4053.7411618229644,-4927.412010465072,-1649.5221146733509,-2515.243597045944,-4656.7861304352155,-3415.443509943996,-1324.3788461535914,1074.4605399789261,1943.8302098184713,2566.5709575454084,2894.3320161072097,5000.0,1315.7847774922338,-2491.6311614685883,-1589.3533059811875,-1083.6303142506658,-536.8282933169007,1500.0,1500.0,1500.0,1500.0,1500.0
81,-2078.0801654497054,-4289.143674016707,-2634.242075385768,-1006.0517827047802,2244.543307580562,4140.005420067943,2302.062354678002,4275.663550710742,5000.0,5000.0,2476.0939934730113,2823.1802337949885,5000.0,259.15317388610674,-2353.047211880914,-1505.0366037974072,-953.8506894167094,-425.0021003069387,1500.0,1500.0,1500.0,1500.0,1500.0
82,-2210.757493940302,-4585.019832604561,-4910.493553677949,-2493.7110533171344,2234.957433679897,4281.756838936973,3006.458816860303,5000.0,3577.134005315791,4466.576595234705,5000.0,2897.6683066694886,5000.0,-1015.4751723814006,-2559.630452997142,-1650.1194865455354,-1097.2899132818538,-593.057049009718,1500.0,1500.0,1500.0,1500.0,1500.0
83,-2279.935136713452,-4739.28895632552,-2938.902448178697,-939.8249805426633,2206.6656951012437,2428.993064882292,-1232.298974310448,785.473771588725,3151.3712319402057,4057.312476507501,4633.242509240913,5000.0,5000.0,-1593.6921802820516,-2380.7846439433188,-1526.9384157704235,-1057.650750263254,-553.417885991118,1500.0,1500.0,1500.0,1500.0,1500.0
84,-2243.436288851648,-4657.894953136812,-949.5662745237578,-1618.1353547588433,2127.582210931927,1404.5208483858114,5000.0,-114.04717063414682,2293.878864837169,3189.336457828671,2484.6680952821125,2936.1767896672645,5000.0,-1388.8087532980653,-2475.206948352844,-1678.8218200031506,-1140.3062164891553,-605.4639551969804,1500.0,1500.0,1500.0,1500.0,1500.0
85,-2139.5805399289648,-4426.2921586873745,-880.7194267815848,946.8720347859457,2165.1103561761984,-1408.5664940681618,2207.88940781173,2615.136654768986,5000.0,4008.789966072857,4578.428719452563,5000.0,256.27769716007515,-3085.8820600108347,-2388.428658396364,-1544.704728822975,-1041.0161534816853,-478.52494054343424,1500.0,1500.0,1500.0,1500.0,1500.0
86,-2057.9461157091882,-4244.243875672763,-2249.3188822785423,-774.0049654255433,-3335.002828773774,-1360.6629405396143,-2934.9588728371878,-4426.040356711406,-2008.3619423549112,-1088.8797876624835,-508.24947394193305,-162.53997720714915,-3973.5622835491477,-3191.7113939452584,-2418.715959662991,-1443.483558369725,-1038.3299139689225,-486.63504510862913,1500.0,1500.0,1500.0,1500.0,1500.0
87,-2071.1017688619845,-4273.581548980223,-3401.2833969707904,-1304.7526133138858,-832.0218205391202,1119.3138418489807,-557.4514146210468,1438.1801090250983,-691.8687453913617,240.9266806546202,787.4238643849194,-5000.0,-2825.983359661446,-3119.9742589785346,-2430.470674958041,-1541.3308443174155,-1095.0192517773903,-555.7104095614795,1500.0,1500.0,1500.0,1500.0,1500.0
88,-2179.290915401184,-4514.848006807532,-3166.146064476377,-346.9632644831828,-4464.915503607455,-2354.0552324684913,1257.844055615351,-1890.3045699266577,-5000.0,-4145.858465544414,-5000.0,-4555.321994537556,-2437.315580356706,-3271.946684437573,-2465.533772398421,-1570.6311966584753,-1113.2459961918876,-595.2823077919929,1500.0,1500.0,1500.0,1500.0,1500.0
89,-2310.1882164119907,-4806.75462742765,-2856.3189640856895,-1200.2789924733065,2191.2701797433165,-2646.4257463155527,453.5142516984174,2501.1997919177343,5000.0,5000.0,1843.6138230643382,2330.859185189015,-4216.152336644793,-3435.1392428402805,-2723.8767519240673,-1829.1795047942178,-1267.7925307125324,-665.5390419685746,1500.0,1500.0,1500.0,1500.0,1500.0
90,-2373.914282814055,-1295.8792989554413,446.3719997983112,394.6246073544894,2135.3111259200487,4151.3886099012,-390.792120233431,1496.6325446374503,4015.555004422511,4910.376899292631,3982.13303574992,-5000.0,-4212.751145143525,-3429.330731213083,-2619.00186842715,-1613.1625764916744,-1128.9426455080875,-615.0704686016043,1500.0,1500.0,1500.0,1500.0,1500.0
91,-2331.418274243407,-1485.3110098701854,-668.3030836198918,-1678.6775844745453,-2588.7970622812572,-415.72527375250866,3077.654454312954,5000.0,3267.080634698662,4161.102560898574,4598.295548109782,5000.0,-1794.7168274836276,-3393.008881120807,-2568.4696156119726,-1577.2913031174567,-1197.5909952221455,-570.0541351244829,1500.0,1500.0,1500.0,1500.0,1500.0
92,-2224.1592679493806,-4614.9063660249985,-5000.0,-2826.4675638302856,-4972.337492561062,-5000.0,-1464.6880802883961,524.6927468340018,-2959.286748171771,-2038.7560192083233,-5000.0,-4576.835792274783,-4053.3227486181313,-3329.7667174750086,-2560.323449068348,-1541.9345656418918,-1080.1596197343251,-531.6128237882949,1500.0,1500.0,1500.0,1500.0,1500.0
93,-2142.486036416813,-1360.033667789845,-617.6391247931801,-433.36910121866197,2096.3480415791237,1435.5049201509973,5000.0,5000.0,5000.0,-1169.764756042412,-731.9972435840773,-320.1685791030486,1822.4016498462488,-3317.232654102,-2472.5942519024047,-1577.150590707387,-1215.1282648403421,-643.4790088580339,1500.0,1500.0,1500.0,1500.0,1500.0
94,-2156.792515956402,-3821.620811019308,-605.1429881933595,-549.3430591569837,-459.32637224420796,1499.8302201810093,5000.0,5000.0,5000.0,2.072689810501288,442.68411644374555,916.1950288373673,-3986.0687181202466,-3307.6400461964377,-2467.849007910775,-1555.2576225924295,-1078.1139338821304,-531.1175437711427,1500.0,1500.0,1500.0,1500.0,1500.0
95,-2263.870417123771,-4464.900354736212,-2417.0882973898756,-2575.5053087567176,2131.6177324862865,-2196.4422071950394,-5000.0,-3019.7765452217764,-519.616538049363,350.17576980891226,818.3730522964142,1336.6736350275496,-3970.800838377424,-3283.1521740285452,-2472.3707627949834,-1657.384028371721,-1263.0668899575512,-656.5355839483163,1500.0,1500.0,1500.0,1500.0,1500.0
96,-2389.308658423457,-3541.139307674627,-2738.350992637199,-2832.787785592068,-5000.0,-4301.486136344334,-686.7774672393298,1289.9040519818172,3747.7429645044067,4561.473525909994,5000.0,5000.0,-2435.9993553826143,-3410.484109696895,-2612.7586743234833,-1656.331881790048,-1246.712892410058,-555.1336362370221,1500.0,1500.0,1500.0,1500.0,1500.0
97,-2444.1128379373263,-2542.6878464928895,-510.1040792023373,-955.7285398765534,-5000.0,-2987.22465071481,-5000.0,-3037.825018231202,-550.2140717799593,300.94381537448135,768.0272566811054,-5000.0,-4166.442457309494,-3374.478435226495,-2614.7875728500776,-1799.896514054978,-1321.2345000626965,-641.7342516274757,1500.0,1500.0,1500.0,1500.0,1500.0
98,-2050.75903306258,-1235.6674536105013,-727.9144313406377,-1410.4873777188395,2283.121988567993,4429.636640003869,-383.3132068278619,1596.4608833060747,4154.818236822603,-4883.536834327937,-4459.17899356085,-3957.374369474668,-4099.181898796235,-3420.753226872427,-2536.7588668333874,-1662.791093216505,-1300.7687673494602,-587.777141118785,1500.0,1500.0,1500.0,1500.0,1500.0
99,-1633.9614045949565,-1185.9916596411688,-1641.5612449835332,-1972.680760666603,-5000.0,-2783.979151495153,-790.7938156941282,1131.8596989531316,3677.3517865871154,4493.782402165117,5000.0,5000.0,5000.0,-1805.9016847448474,-2396.824099776717,-1599.332801593402,-1237.3104757263573,-537.5686970622801,1500.0,1500.0,1500.0,1500.0,1500.0
100,-2194.301914667237,-3719.911959814077,-1801.2625538475024,-1300.0347634666641,2186.5566188739313,1493.9581878665285,5000.0,378.89027381375945,2885.2391844970043,3684.269099882408,4188.324139014593,2933.217820994545,5000.0,-904.7981694722012,-2334.5010424583807,-1522.7385334920355,-1135.223322244463,-508.2117857804906,1500.0,1500.0,1500.0,1500.0,1500.0
101,-2206.9967206556657,-3074.5935883283346,-2198.28304131735,-2001.456864628085,2255.020861791976,4369.622441514008,1253.4159905530587,3224.4566601086008,1004.1887397326209,1784.964054834435,-5000.0,-5000.0,-4090.3380596433826,-3312.4122590791867,-2440.7069594250843,-1652.6407365897376,-1179.324669270325,-506.3059975895221,1500.0,1500.0,1500.0,1500.0,1500.0
102,-2310.270336856861,-1405.7473618601553,-2204.3297367751857,-2077.852943341235,2307.5216306162138,4417.563688195415,5000.0,1173.0902831474614,3667.036835551402,4443.296809869122,5000.0,5000.0,-1743.7333122741275,-3262.4738208868057,-2340.546443588253,-1552.1583812273211,-1190.1360553602763,-533.5884970102543,1500.0,1500.0,1500.0,1500.0,1500.0
103,-2427.7456434069836,-3465.5840418580615,-3484.334022678374,-2438.967270311502,-5000.0,-2884.4794681896474,580.8920335307048,2537.3795823499313,5000.0,4418.522682531288,5000.0,5000.0,-2867.8173670338747,-3288.723424860408,-2414.423732701888,-1633.3645718591833,-1271.3422459921385,-504.75595020298897,1500.0,1500.0,1500.0,1500.0,1500.0
104,-2471.452353160799,-3600.7884815450966,-4258.010673684617,-3349.4235524360047,-5000.0,-2897.8426870347575,560.2481533248829,-5000.0,-2416.7599468870976,-1674.7093245494052,-1209.29695820107,-5000.0,-3940.3916717186694,-3167.593543853056,-2294.9254027890875,-1524.4656963695143,-1103.2091634809967,-460.09208412168664,1500.0,1500.0,1500.0,1500.0,1500.0
105,-2408.8029750429137,-4025.119922863245,-5000.0,-3878.493556667483,2235.5329132491297,4304.175505504249,-682.8667001580234,1380.4170105243265,-3485.6730688518355,-2715.9512291577257,-5000.0,-4482.268744625692,-4261.1625856345745,-3454.7873893750693,-2531.002015806209,-1700.7506691923672,-1219.669705622554,-470.795957465577,1500.0,1500.0,1500.0,1500.0,1500.0
106,-2287.4024043838617,-4755.941284938126,-4385.010727400879,-5000.0,2311.0837409589794,4360.477611836026,504.98439725858907,2453.041400293314,5000.0,4470.296539882923,5000.0,2230.192623941437,-4176.232186027837,-3370.7419411328538,-2470.3890961688376,-1745.2724479723047,-1221.3280404837014,-472.95359912567073,1500.0,1500.0,1500.0,1500.0,1500.0
107,-2198.8000784356864,-4558.354280875463,-5000.0,-3144.0739498164703,-4579.443441934782,-2549.3247448118254,929.406154782926,-1904.81363479226,-5000.0,-4288.877615351671,-5000.0,-4514.667657315987,-2547.9971279924494,-3306.394201454942,-2412.1403587736177,-1627.7287981519567,-1175.9961506919526,-382.93452976256503,1500.0,1500.0,1500.0,1500.0,1500.0
108,-2208.7853541803856,-4580.621875975491,-5000.0,-5000.0,-488.43858326419104,1495.8870307486113,5000.0,5000.0,4175.005234980775,5000.0,-1645.6187679609966,-1160.3251774113787,876.336460135426,-3341.5658645048825,-2446.255832828356,-1617.5414351596519,-1151.9884051798563,-474.6737662191663,1500.0,1500.0,1500.0,1500.0,1500.0
109,-2307.3021627807834,-4800.318603492026,-4690.804403202803,-3910.3842332661657,2324.7672155236905,1452.9581259195002,5000.0,2566.6691342451777,5000.0,4411.737046251741,5000.0,-3224.956241187483,-1211.3731223264876,-3204.4136605419017,-2417.241314128548,-1679.1196199066035,-1124.046278528118,-395.96286101443184,1500.0,1500.0,1500.0,1500.0,1500.0
110,-2416.1200128568084,-5000.0,-5000.0,-3939.2164394823167,2347.994263130053,-1930.9811099139297,1610.6871587493515,-5000.0,-2536.143604105255,-5000.0,-4407.255972813291,-5000.0,-4068.6868414029777,-3215.886186312475,-2323.109314823949,-1597.634338660433,-1182.723283635767,-382.9345297625641,1500.0,1500.0,1500.0,1500.0,1500.0
111,-2448.420233789206,-5000.0,-5000.0,-4565.968832821178,-5000.0,-3015.7652876556685,412.1478474991118,-5000.0,-2568.786997512353,-1774.1756993174831,-1261.6633184308166,-5000.0,-4156.273211727659,-3153.9757624960293,-2278.3424548354196,-1529.2295270415207,-1029.7208156721545,-382.93452976256503,1500.0,1500.0,1500.0,1500.0,1500.0
112,-2374.925839968614,-4951.1223170092035,-4724.4459235754,-2742.216794066783,-2200.023301822225,-270.16511158819503,-5000.0,-2942.5036024943665,-566.2638858374876,181.5180136092904,831.2980963368527,-5000.0,-3996.418432693681,-3117.1368329763936,-2333.578321124389,-1512.9892908766606,-974.7181537256329,-382.93452976256503,1500.0,1500.0,1500.0,1500.0,1500.0
113,-2246.2207799899497,-4664.1044883377035,-5000.0,-4240.004030747352,2302.8237634687694,4217.998889721994,829.7585641869027,1136.092343898904,3563.2349020385564,4440.202000083734,5000.0,-2686.833005386503,-678.1725116477955,-3092.598395721653,-2281.476566764266,-1507.5312157315193,-947.4484459606247,-382.93452976256503,1500.0,1500.0,1500.0,1500.0,1500.0
114,-2154.2635891644377,-4459.035991063047,-5000.0,-3939.1779334264183,2392.5482691924217,1536.4862207061315,5000.0,5000.0,5000.0,3965.1203033907414,4591.99283691075,5000.0,-21.792277184242266,-3154.027667980652,-2343.93343303859,-1602.0030067257703,-1082.1434775520802,-398.6766203535308,1500.0,1500.0,1500.0,1500.0,1500.0
115,-2162.4004253800485,-4477.181486378051,-5000.0,-4038.2706096386514,2248.642780739332,4274.305734611856,1631.2090316898884,3721.2115844463324,5000.0,1895.3390103006932,2533.5141738147677,2981.9858756734075,5000.0,-465.2067976475255,-2429.1281551993698,-1630.6741408301805,-1077.1927583501065,-534.6226134796661,1500.0,1500.0,1500.0,1500.0,1500.0
116,-2257.168364855589,-4688.518074235986,-5000.0,-3485.5717045672277,-2495.5591818919083,-498.6160293723242,2997.0918943653287,5000.0,1242.117472277664,1268.299585066783,1959.3749483215252,2288.8496359531837,-3886.2619104142905,-2987.1711259984013,-2180.5318497698845,-1454.2297813759706,-1021.9408046608341,-415.1021310136166,1500.0,1500.0,1500.0,1500.0,1500.0
117,-2358.587777564783,-4914.687733966202,-5000.0,-5000.0,2277.6035612690357,-3004.7087015644165,470.60553878805877,2611.572048036447,5000.0,-3635.5134631040264,-3080.8416589597027,-2657.0345945824147,-4203.213167266072,-3294.554859515324,-2443.3874131919447,-1619.520595299101,-1092.3569249939937,-456.22425684842074,1500.0,1500.0,1500.0,1500.0,1500.0
118,-2381.106494372424,-4964.905442606943,-5000.0,-1868.05553968982,-5000.0,-4003.315537653023,-399.95305394382194,1702.1262735039563,4089.8055619172865,5000.0,5000.0,5000.0,-2445.370933671601,-3315.595524690466,-2491.4661953112927,-1671.818637317071,-1087.3478298456957,-474.6713410825423,1500.0,1500.0,1500.0,1500.0,1500.0
119,-2298.790018013697,-4781.336153938049,-4217.4944251173,-1767.0666068532046,2223.9511867433466,4216.6045875871605,2938.3168443575814,5000.0,4160.75663679409,5000.0,4672.238941438199,5000.0,5000.0,-1858.9960744964083,-2390.91792118171,-1596.849530936137,-1084.1399118491981,-469.7156719446539,1500.0,1500.0,1500.0,1500.0,1500.0
120,-2165.118894258888,-4483.243789095946,-4611.960818923001,-1519.1632558141337,2221.3228749677946,-1568.1442579523587,1999.130340197908,4010.9109074987414,4122.998296769894,5000.0,4608.153820177304,5000.0,-134.7725525587166,-3190.345318015935,-2405.1083174831074,-1626.7454252538591,-1063.633930809453,-468.817506431782,1500.0,1500.0,1500.0,1500.0,1500.0
121,-2072.318396006675,-4276.2946799280635,-5000.0,-1389.8366471400172,-3389.2688898998495,-1450.1025340785372,2024.9323097255256,3989.78165536701,1709.3181612152466,2595.1247958667473,876.8395673361192,-5000.0,-2869.7079833776997,-3243.3926502654413,-2428.802253592361,-1641.6639029843946,-1062.4734461090056,-423.2490090946403,1500.0,1500.0,1500.0,1500.0,1500.0
122,-2081.1883449840625,-4296.075048286066,-3104.528828780011,-1010.5089007020674,-2012.8849467995433,-5000.0,-1415.4475930185572,567.9024140719011,2981.922355618488,3857.3920556992553,920.3126527345958,-5000.0,-4137.279544548549,-3254.2192073051174,-2491.2246789679903,-1621.7370964344755,-1086.9116406156863,-566.4474569965478,1500.0,1500.0,1500.0,1500.0,1500.0
123,-2174.8633421265104,-4504.974327654658,-5000.0,-2463.860347045232,2175.082608660271,1965.903678596916,-687.7169358463816,-5000.0,-2681.5565316997418,-1750.4776887225862,-1201.415221703478,-5000.0,-2827.7556823689174,-3388.6158526161844,-2593.3007222309725,-1677.9914271108692,-1123.87707043497,-595.4655365910812,1500.0,1500.0,1500.0,1500.0,1500.0
124,-2271.712030500633,-4720.951075200026,-4602.252453170188,-2341.3115822875525,2191.8172793600697,-621.9447090986077,2926.275148967443,5000.0,3459.576816384937,4396.912835702269,5000.0,2921.950085053456,5000.0,-1599.9470192073995,-2274.030133059049,-1441.3336957142665,-951.5649206182243,-432.2413434280579,1500.0,1500.0,1500.0,1500.0,1500.0
125,-2287.553015986271,-4756.277155300204,-1923.839967893814,-111.94783899054062,2290.055976163526,4201.22170800721,2954.438293174626,5000.0,3273.1071613498852,4089.074134545578,4591.91230054105,5000.0,5000.0,-1756.502946455067,-2489.290912088609,-1591.76211822602,-1073.0233149645765,-476.25063195359417,1500.0,1500.0,1500.0,1500.0,1500.0
126,-2199.813250703226,-4560.613698681938,-2486.5345855411815,242.38081761125966,2260.095269029349,2649.0992186661297,-249.14881741082263,1684.1389458811964,4027.1781711241983,5000.0,2130.2407452281223,-5000.0,-4071.495977881692,-3207.2193463671238,-2452.5781486906553,-1673.1534661508213,-1123.3598489791939,-524.0981111605843,1500.0,1500.0,1500.0,1500.0,1500.0
127,-2064.775605617534,-4259.473932398989,-3419.7013443096416,-1057.2838057855224,-3374.976540295371,-1360.9044524845995,2293.5621625964905,4185.310130464607,5000.0,-376.7817787265385,177.6844040797405,563.6058799072871,2750.9781019749553,-1826.206632407815,-2456.5327411290555,-1593.909299731501,-1077.2936874078368,-499.8166367280819,1500.0,1500.0,1500.0,1500.0,1500.0
128,-1974.7822556334283,-4058.7848848075873,-1417.3992885132243,-21.427591091159798,-2515.45254916248,-586.0339437701418,3043.1908192140368,516.2140956349176,2953.7000210343176,3916.44813652658,4488.048697072622,2878.188938792651,5000.0,1168.168044176533,-2564.376229949678,-1667.2674538005772,-1198.8344603480687,-582.3899916619453,1500.0,1500.0,1500.0,1500.0,1500.0
129,-1987.9807144085394,-4088.218016496976,-3739.618473060795,-1125.686344816018,-2028.6433425006417,-4159.09696759355,-588.3919384897904,1273.8833833500953,3705.204884230139,-688.4067763308749,-41.740777417159734,-5000.0,-3933.130663164542,-3148.403433113752,-2389.1283004040224,-1530.5681423016981,-1032.8479001397313,-528.615035867595,1500.0,1500.0,1500.0,1500.0,1500.0
130,-2084.106559301969,-3048.1636261681965,-536.1567715105442,-569.5809391519678,-2644.377920461604,-613.8023628189258,3059.954323357487,5000.0,5000.0,4480.683770563466,5000.0,-976.6946519919475,1164.0321717512998,1900.0011415496492,2648.556157645965,3509.6113052193905,4020.6126765070403,251.74390092361045,1500.0,1500.0,1500.0,1500.0,1500.0
131,-2179.9714398958777,-1149.2110624110123,-51.83359824171589,1229.6876444955462,2096.3480415791237,-1648.0015168072614,1951.1494136803049,1647.6351738746462,4116.722420927647,5000.0,2386.5947968703713,2843.1598673692224,5000.0,-835.6499511701631,-2524.9842881769455,-1648.2898514851777,-1286.2675256181328,-636.4076560186904,1500.0,1500.0,1500.0,1500.0,1500.0
132,-2192.862810301175,-3885.3014284879705,-2917.4322410163504,-1887.613055930478,1417.7826505362814,3482.0273385014775,620.8554597678817,2512.406225385343,5000.0,1531.5346809072926,2015.522089776101,-5000.0,-4133.118100539526,-3391.195473209553,-2646.825376733025,-1721.6123669733634,-1209.8198421552324,-591.1556573439302,1500.0,1500.0,1500.0,1500.0,1500.0
133,-2103.5797952958083,-4346.008947158018,-2428.7222832539956,-2343.9714122638024,2096.3480415791237,-933.9283149180219,2609.171361508874,-1214.5211418086228,-214.94073603559355,665.5169486201657,1089.8747893872523,-5000.0,-4243.7160182267135,-3514.0864400433875,-2641.489734799353,-1741.4275971984853,-1314.1105358239756,-633.8819619815531,1500.0,1500.0,1500.0,1500.0,1500.0
134,-1971.106672493856,-3476.9347718979416,-1011.55589322174,-230.7553734447643,2170.146347049019,1442.473260239747,5000.0,2499.9927035837018,1190.2815019471655,-3117.1084364010976,-5000.0,-5000.0,-4099.976638060305,-3239.987224414981,-2407.910124746447,-1613.236068982053,-1156.5711616314156,-638.1469854980983,1500.0,1500.0,1500.0,1500.0,1500.0
135,-1887.750652560731,-1056.7942300107625,32.075067759214335,-735.2365085504881,-1631.9794936810545,425.80659282130455,335.98267171813086,2222.9524696809644,4697.774755051894,1351.0926640334665,-2175.0759471174406,-5000.0,-3926.6043604856723,-3171.238591831859,-2422.8467018555034,-1626.7429807362432,-1139.0624117872835,-553.28030930468,1500.0,1500.0,1500.0,1500.0,1500.0
136,-1908.9036835665393,-3911.872830893375,-2933.397576187789,-1607.8067089776769,2136.246120044303,731.3438674434651,3531.583907716141,1541.8197702029975,4071.008852163616,5000.0,5000.0,979.0580050874878,3061.892029931927,-189.14599524074674,-2351.8755047616114,-1486.0303140639667,-1124.0079881969214,-537.6300120867013,1500.0,1500.0,1500.0,1500.0,1500.0
137,-2010.9103737131122,-1537.1600941257657,-1854.9796223725252,-1795.6429996233405,2246.347720815802,4268.1982258892085,3137.7246781601143,5000.0,5000.0,310.31358309362713,793.880682196951,-4233.917780615765,-3977.1215923465725,-3276.7104958609316,-2541.3222353039228,-1629.5686130476233,-1248.2107601657399,-577.7173398676987,1500.0,1500.0,1500.0,1500.0,1500.0
138,-2109.1229406532966,-2855.425852635655,-1900.320578572567,-2285.3526372033366,2114.8169824517736,4210.941315516797,1999.5908156176133,3925.335784753682,1505.0493276243656,2318.483444734596,1634.703606409672,2184.6502537857386,4220.298639665701,5000.0,2262.2072723984957,3005.1787471799717,3404.4134873397616,-610.7721092459115,1500.0,1500.0,1500.0,1500.0,1500.0
139,-2122.395134411274,-4387.967963994917,-5000.0,-3910.8479360010533,1925.494285245442,4022.8133902187933,1664.8402523386335,-2175.2467712826738,289.89640829183554,1109.7013704747114,1649.5587534899169,2140.1301316546214,4165.2724052880185,5000.0,2228.4590493403375,3074.285924792901,3447.251087464625,-567.1725902648805,1500.0,1500.0,1500.0,1500.0,1500.0
140,-2034.9064770683308,-1949.4353992795702,-1869.5038373006107,-2116.382575272927,-648.0295942520615,1412.0769717540425,5000.0,2427.7056254494655,5000.0,1935.317886792809,2425.3385352116566,2920.9924752979605,5000.0,538.1052359301684,-2541.0432888949567,-1706.870874629682,-1207.7880312046677,-472.7170491741672,1500.0,1500.0,1500.0,1500.0,1500.0
141,-1908.2409930816402,-2112.7785231565986,-1335.6750480526712,-1933.062010542606,-1761.5928296651632,-3192.228247080408,302.2817677950379,2232.1185766417707,4744.449073226882,5000.0,1306.352968951367,-2595.6661169775207,-4063.110056501426,-3384.681384577617,-2502.8038900658676,-1583.792526204159,-1212.4235691313447,-501.7865939926328,1500.0,1500.0,1500.0,1500.0,1500.0
142,-1834.5229849356947,-1153.6426677176287,-1293.9078593022589,-1728.7245695908384,1444.2795494933903,3464.159749431591,3808.96128903761,2590.5680483230335,5000.0,2171.857686068789,-772.2605042821588,-2711.88509443375,-4252.921803814617,-3414.466541834469,-2435.249571906844,-1616.112085984681,-1226.1642533451645,-527.8216580064218,1500.0,1500.0,1500.0,1500.0,1500.0
143,-1866.2941192182768,-3816.8516666757123,-4541.87033584645,-2628.773910576626,-1401.299642586875,771.1947958142355,3002.5848873387176,5000.0,4598.118465571289,1444.2425981761485,-1792.1721959472575,-1267.7567506454138,-1095.065453022481,-322.9836762791674,537.5323374283744,1383.8022208379334,-1158.5943332380693,-516.7963220777528,1500.0,1500.0,1500.0,1500.0,1500.0
144,-1976.52627270482,-4062.6741180131803,-3597.4100652724323,-3476.0515573369603,-2398.982084095646,-2358.4803146051963,-3347.076793210073,-1411.8029342283066,1073.9116420341393,1792.939285165638,2360.6046966004546,2992.8280705751345,5000.0,1138.725892033729,-2454.8105136588556,-1631.7028792014557,-1262.4652682725578,-607.9801556198308,1500.0,1500.0,1500.0,1500.0,1500.0
145,-2079.2179539868334,-4291.68099147313,-5000.0,-5000.0,-607.0423371464699,1429.1062628151117,5000.0,1753.0553312978473,4255.83557799098,5000.0,-451.85872769514935,60.85885826428512,2024.1792052075216,-2743.9991411095352,-2320.247405631824,-1609.6122322888514,-1192.2115566280454,-428.7950269140629,1500.0,1500.0,1500.0,1500.0,1500.0
146,-2094.891212794727,-4326.6330338558755,-3041.096949723159,-3326.092746252039,-3606.6386058619037,-2645.7478359006886,865.1574526256395,-2693.1431952546154,-175.85505031734192,591.0639948049093,-5000.0,-4496.651152608597,-2450.6796007842713,-1772.2509288604624,-785.3111053704833,-1716.7513806865381,-1254.7277449196245,-512.3377104530591,1500.0,1500.0,1500.0,1500.0,1500.0
147,-2011.1168206564955,-4139.812530188219,-5000.0,-4341.734416741514,2314.2423348063157,40.40668940065734,418.23920078481933,2497.6977749552416,5000.0,5000.0,2470.037128760175,2953.57424659693,5000.0,881.2243965429307,-2489.8201189973825,-1692.6292823091612,-1253.2311237322278,-550.9496608090176,1500.0,1500.0,1500.0,1500.0,1500.0
