Country,ISO3,centroid_lon,centroid_lat,tc_basin,Mang_Ha_2020,Risk_Pop_2020,Risk_Stock_2020,Ben_Pop_2020,Ben_Stock_2020,mangrove_area_ha_2020,service_population_benefit_2020,service_property_benefit_2020,tc_baseline_exposure,ssp245_slr_mean_mm_yr,ssp245_tc_regime_multiplier,ssp245_tc_shifted_exposure,ssp245_risk_index,ssp245_mangrove_area_risk_ha_equiv,ssp245_service_population_exposure,ssp245_service_property_exposure,ssp245_priority_score,ssp370_slr_mean_mm_yr,ssp370_tc_regime_multiplier,ssp370_tc_shifted_exposure,ssp370_risk_index,ssp370_mangrove_area_risk_ha_equiv,ssp370_service_population_exposure,ssp370_service_property_exposure,ssp370_priority_score,ssp585_slr_mean_mm_yr,ssp585_tc_regime_multiplier,ssp585_tc_shifted_exposure,ssp585_risk_index,ssp585_mangrove_area_risk_ha_equiv,ssp585_service_population_exposure,ssp585_service_property_exposure,ssp585_priority_score
Madagascar,MDG,46.869106500000015,-18.766947000000016,indian,275833,103671,31719761.0,20020.0,13838664.0,275833,20020.0,13838664.0,0.16440771562325854,5.9,1.03,0.1693399470919563,0.2992070944769267,82531.19049085413,5990.1260314280735,4140626.446882445,0.140071986572076,7.155555555555556,1.07,0.17591625571688665,0.31592005718338173,87141.17713306373,6324.7195448113025,4371911.522221606,0.146757171654658,8.033333333333333,1.12,0.1841366414980496,0.31770295878824567,87632.96023143816,6360.413234940678,4396584.498476379,0.14747033229660356
Maldives,MDV,73.22068000000004,3.2027774999999963,indian,89,0,0.0,0.0,0.0,89,0.0,0.0,0.19626151550363832,6.6000000000000005,1.03,0.20214936096874747,0.33516894185637075,29.830035825216996,0.0,0.0,0.13407361814468907,8.011111111111111,1.07,0.20999982158889302,0.35418287455224784,31.522275835150058,0.0,0.0,0.14167919122303993,9.177777777777777,1.12,0.21981289736407494,0.3633295265956272,32.336327867010816,0.0,0.0,0.14533785204039165
Mexico,MEX,-102.55278399999997,23.634501500000056,atlantic_east_pacific,1004711,104691,1239455750.0,161141.0,1364288402.0,1004711,161141.0,1364288402.0,0.0009500694781809523,0.0,1.1,0.0010450764259990477,3.802080354231128e-05,38.19991954779911,6.126710303611582,51871.34130749579,0.11351375974983492,0.0,1.18,0.0011210819842535236,4.2073930350553834e-05,42.272140636435296,6.779835210618596,57400.97520381639,0.11351538100055822,0.0,1.25,0.0011875868477261905,4.602320586890446e-05,46.24002119175287,7.416225416921134,62788.92598980469,0.11351696071076556
Myanmar,MMR,96.68790450000009,19.167775000000034,indian,546707,469825,172667784.0,63024.0,65783025.0,546707,63024.0,65783025.0,0.027835633612749017,5.688888888888889,1.03,0.02867070262113149,0.28360377188928376,155048.16731827465,17873.84411955022,18656314.01628705,0.1561293409564817,6.5,1.07,0.02978412796564145,0.2820976180655366,154224.74247975534,17778.920280962382,18557234.661645647,0.15552687942698284,8.0,1.12,0.0311759096462789,0.3104865276778737,169745.1580871873,19568.102920370315,20424743.01239676,0.16688244327191767
Mozambique,MOZ,35.529562000000084,-18.665695,indian,304897,41997,23362062.0,28845.0,22122480.0,304897,28845.0,22122480.0,0.7287491631950096,6.555555555555556,1.03,0.75061163809086,0.35291497846147035,107602.71818796692,10179.832553721113,7807354.552714309,0.16424800964606626,7.888888888888889,1.07,0.7797616046186603,0.37028251237170384,112898.02717459538,10680.799069361798,8191567.474292771,0.17119502321015964,8.955555555555556,1.12,0.8161990627784108,0.3778505421764229,115205.49675796481,10899.098889078918,8358991.062287072,0.17422223513204727
Mauritania,MRT,-10.940834499999966,21.00789000000003,other,1563,16060,30413407.0,6652.0,21780944.0,1563,6652.0,21780944.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.001040154596303659,0.0,1.02,0.0,0.0,0.0,0.0,0.0,0.001040154596303659,0.0,1.03,0.0,0.0,0.0,0.0,0.0,0.001040154596303659
Mauritius,MUS,60.00291050000001,-15.418612499999966,indian,396,0,0.0,0.0,0.0,396,0.0,0.0,4.114830870497403,6.888888888888889,1.03,4.238275796612324,0.49635557275467934,196.55680681085303,0.0,0.0,0.19856934675920823,8.077777777777778,1.07,4.402869031432221,0.5144220661933813,203.711138212579,0.0,0.0,0.205795944134689,9.066666666666668,1.12,4.608610574957091,0.5291154826588607,209.5297311329088,0.0,0.0,0.21167331072088075
Malaysia,MYS,109.45832050000004,4.103194000000087,west_pacific,579537,106284,342518762.0,22448.0,106584340.0,579537,22448.0,106584340.0,0.7720270825113671,6.5,0.98,0.7565865408611397,0.35037296880370694,203054.0992215939,7865.172403705614,37344271.63378369,0.18395078231097686,7.777777777777778,0.95,0.7334257283857987,0.3637404643982385,210801.05751596193,8165.245944811658,38769037.32917975,0.18929778054878948,8.911111111111111,0.92,0.7102649159104577,0.3720270048975601,215603.41433731728,8351.26220594043,39652252.77918321,0.19261239674851813
Nigeria,NGA,8.675276999999966,9.08199900000011,other,887472,133742,192628973.0,94983.0,86226425.0,887472,94983.0,86226425.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.06835788914360393,0.0,1.02,0.0,0.0,0.0,0.0,0.0,0.06835788914360393,0.0,1.03,0.0,0.0,0.0,0.0,0.0,0.06835788914360393
Nicaragua,NIC,-85.20722949999995,12.86541600000001,atlantic_east_pacific,86057,5268,19362943.0,8175.0,16184777.0,86057,8175.0,16184777.0,1.0894386496512234,6.666666666666668,1.1,1.1983825146163458,0.3747240422831548,32247.626906761452,3063.3690456647905,6064825.060891432,0.15666676140591312,7.933333333333334,1.18,1.2855376065884436,0.39118539056128615,33664.2411555326,3197.940567838514,6331248.311892321,0.16325130071716565,9.011111111111111,1.25,1.3617983120640291,0.4011422160964947,34521.09569061604,3279.337616588844,6492397.312807577,0.16723403093124908
New Zealand,NZL,0.2348324999999818,-40.90055649999999,other,29676,23126,1361281995.0,1186.0,230904478.0,29676,1186.0,230904478.0,0.0,7.422222222222223,1.0,0.0,0.3686534216335541,10940.15894039735,437.22295805739515,85123725.88520971,0.15561373132765985,9.222222222222223,1.02,0.0,0.39865513928914503,11830.489913544669,472.80499519692603,92051256.83957733,0.16761441838989624,10.555555555555557,1.03,0.0,0.40807560137457044,12110.051546391753,483.9776632302405,94226483.71993127,0.1713826032240664
Oman,OMN,55.923255499999954,21.512583500000034,indian,387,38018,158500289.0,14581.0,36767113.0,387,14581.0,36767113.0,0.007253603673692852,5.4,1.03,0.007471211783903638,0.2684837298141675,103.90320343808283,3914.7612644203764,9871371.632738966,0.10917731205839448,6.7,1.07,0.007761355930851353,0.2899166420042689,112.19774045565207,4227.2745570642455,10659397.937151503,0.11775047693443505,8.0,1.12,0.008124036114535995,0.3095931857523997,119.81256288617868,4514.17824145574,11382847.644588469,0.12562109443368735
Pakistan,PAK,69.3451155000001,30.375320500000043,indian,82083,42299,23958274.0,21578.0,18389322.0,82083,21578.0,18389322.0,0.0,0.0,1.03,0.0,0.0,0.0,0.0,0.0,0.007291838061155711,0.0,1.07,0.0,0.0,0.0,0.0,0.0,0.007291838061155711,0.0,1.12,0.0,0.0,0.0,0.0,0.0,0.007291838061155711
Panama,PAN,-80.11431149999996,8.413194000000061,atlantic_east_pacific,152860,8837,29974273.0,4742.0,14958912.0,152860,4742.0,14958912.0,0.3535283086118924,6.188888888888889,1.1,0.38888113947308167,0.3215429828586318,49151.06035977046,1524.756824715632,4809933.184799782,0.13976147900412908,7.466666666666668,1.18,0.417163404162033,0.33842261026869164,51731.28020567221,1604.8000178941356,5062434.045819654,0.146513329968153,8.444444444444445,1.25,0.44191038576486547,0.343586077175938,52520.56775711388,1629.2851779682978,5139673.892900065,0.14857871673105152
Peru,PER,-75.015152,-9.189967000000001,atlantic_east_pacific,11845,8188,66437364.0,659.0,5598405.0,11845,659.0,5598405.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.000995696705811926,0.0,1.18,0.0,0.0,0.0,0.0,0.0,0.000995696705811926,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.000995696705811926
Philippines,PHL,121.77401750000007,12.87972049999999,west_pacific,274939,817650,1465017667.0,327137.0,545975346.0,274939,327137.0,545975346.0,3.899840668735629,9.88888888888889,0.98,3.821843855360916,0.6302120333948663,173269.86624955115,206165.67396869638,344080232.9861257,0.3030780357592433,10.933333333333334,0.95,3.7048486352988474,0.6116645338560887,168170.43527385916,200098.1006120793,333953755.5080067,0.2956590359437323,12.233333333333334,0.92,3.5878534152367787,0.6119801997998184,168257.22415276227,200201.3666219132,334126101.330855,0.2957853023212242
Qatar,QAT,51.1838835,25.354826000000003,indian,460,3051,53392981.0,6533.0,70418287.0,460,6533.0,70418287.0,0.49202630246349877,5.455555555555556,1.03,0.5067870915374038,0.28940866448692376,133.12798566398493,1890.706805093073,20379662.396126904,0.11799589190103345,6.855555555555556,1.07,0.5264681436359437,0.31610788336041656,145.40962634579162,2065.1328019936013,22259775.653436337,0.1286755794504306,8.255555555555556,1.12,0.5510694587591187,0.34051397323285804,156.6364276871147,2224.5777871302616,23978410.694621716,0.13843801539940717
Saudi Arabia,SAU,45.079162499999995,23.885942500000027,indian,6127,82993,535581663.0,17490.0,112569887.0,6127,17490.0,112569887.0,0.0,0.0,1.03,0.0,0.0,0.0,0.0,0.0,0.004322576757380217,0.0,1.07,0.0,0.0,0.0,0.0,0.0,0.004322576757380217,0.0,1.12,0.0,0.0,0.0,0.0,0.0,0.004322576757380217
Sudan,SDN,30.217636000000084,12.86280700000006,indian,684,6649,3065476.0,3564.0,1368072.0,684,3564.0,1368072.0,0.0,0.0,1.03,0.0,0.0,0.0,0.0,0.0,0.0002767864219687456,0.0,1.07,0.0,0.0,0.0,0.0,0.0,0.0002767864219687456,0.0,1.12,0.0,0.0,0.0,0.0,0.0,0.0002767864219687456
Senegal,SEN,-14.452361999999999,14.497401,other,232995,30551,34984208.0,32980.0,43091067.0,232995,32980.0,43091067.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.018920371167562955,1.5444444444444445,1.02,0.0,0.06676272814601344,15555.381844380403,2201.8347742555234,2876877.1916426513,0.04562546242596834,0.0,1.03,0.0,0.0,0.0,0.0,0.0,0.018920371167562955
Singapore,SGP,103.81983550000001,1.352083,west_pacific,15222,5046,8616777.0,1192.0,5106714.0,15222,1192.0,5106714.0,0.10669727068178428,6.177777777777778,0.98,0.10456332526814859,0.31064737324705666,4728.674315566696,370.2916689104915,1586387.2900239697,0.1255026208865224,7.377777777777777,0.95,0.10136240714769507,0.3227282175702049,4912.568927853659,384.69203534368427,1648080.7068608114,0.1303349586157817,8.6,0.92,0.09816148902724155,0.33627833294301257,5118.828784058537,400.84377286807097,1717277.2707367435,0.13575500476490476
Sierra Leone,SLE,-11.779888999999969,8.460555,other,172741,10778,6624940.0,6660.0,3760047.0,172741,6660.0,3760047.0,0.0,6.433333333333334,1.0,0.0,0.31953642384105957,55197.041390728475,2128.1125827814567,1201471.9718543044,0.14013470998228095,7.533333333333333,1.02,0.0,0.3256484149855907,56252.832853025924,2168.8184438040344,1224453.3458213254,0.14257950644009343,8.688888888888888,1.03,0.0,0.3359106529209621,58025.54209621992,2237.164948453608,1263039.8427835049,0.14668440161424195
El Salvador,SLV,-88.89652999999998,13.794184500000028,atlantic_east_pacific,51920,2324,15254762.0,1222.0,2186078.0,51920,1222.0,2186078.0,0.3768490811688904,6.433333333333334,1.1,0.41453398928577945,0.33461753654837034,17373.342497591388,408.90262966210855,731500.0350625883,0.13753519039041426,7.788888888888889,1.18,0.4446819157792906,0.3533842877274412,18347.712218808745,431.83559960293314,772525.6169466291,0.14504189086204258,8.633333333333333,1.25,0.47106135146111294,0.3520181860707204,18276.784220791804,430.1662233784203,769539.2121691083,0.14449545019935428
Sao Tome and Principe,STP,6.964305500000023,0.8601385000000619,other,48,0,0.0,0.0,0.0,48,0.0,0.0,0.0,7.066666666666667,1.0,0.0,0.35099337748344367,16.847682119205295,0.0,0.0,0.14040057765133904,8.566666666666668,1.02,0.0,0.3703170028818444,17.77521613832853,0.0,0.0,0.14813002781069934,9.733333333333334,1.03,0.0,0.37628865979381443,18.061855670103093,0.0,0.0,0.15051869057548736
Suriname,SUR,-56.0277825,3.9193055,atlantic_east_pacific,85438,4230,50073326.0,69710.0,595114322.0,85438,69710.0,595114322.0,0.006047307811611438,6.477777777777778,1.1,0.006652038592772582,0.3219859363998826,27509.83443413317,22445.639626435815,191618442.23415124,0.15404945482236293,7.555555555555556,1.18,0.007135823217701496,0.32687683546434515,27927.70306840272,22786.5842002195,194529086.3148693,0.15600581444814796,8.722222222222223,1.25,0.007559134764514298,0.3374922560191961,28834.663369768074,23526.585167098157,200846475.12111428,0.16025198267008833
Seychelles,SYC,51.24513650000006,-7.01750100000001,indian,227,5287,33278197.0,652.0,13548792.0,227,652.0,13548792.0,2.743571690656376,7.044444444444444,1.03,2.8258788413760674,0.452697593203136,102.76235365711187,295.15883076844466,6133505.529209903,0.18148507934479643,8.577777777777778,1.07,2.9356217090023224,0.48097046893688916,109.18029644867384,313.59274574685173,6516568.841768373,0.1927942296382977,9.488888888888889,1.12,3.072800293535141,0.4859204067173712,110.30393232484326,316.820105179726,6583634.519169065,0.1947742047504905
Turks and Caicos Islands,TCA,-71.79792749999996,21.694025000000067,atlantic_east_pacific,15037,827,44163526.0,1641.0,66776159.0,15037,1641.0,66776159.0,1.150635060289956,7.044444444444444,1.1,1.2656985663189517,0.39593685661697764,5953.702512949493,649.7323817084603,26439142.4914155,0.16124612251918174,7.866666666666667,1.18,1.357749371142148,0.391013635893319,5879.6720429278375,641.6533765009365,26110388.721580375,0.15927683422971828,9.155555555555557,1.25,1.4382938253624449,0.40969088120908953,6160.521780741079,672.302736064116,27357583.424468275,0.1667477323560265
Togo,TGO,0.8247825,8.619543,other,1455,4973,5962259.0,4786.0,2366905.0,1455,4786.0,2366905.0,0.0,6.333333333333334,1.0,0.0,0.31456953642384106,457.69867549668874,1505.5298013245033,744556.2086092716,0.12625023896304716,7.633333333333333,1.02,0.0,0.3299711815561959,480.1080691642651,1579.2420749279538,781010.4394812679,0.1324108970159891,8.766666666666667,1.03,0.0,0.33891752577319584,493.12499999999994,1622.0592783505153,802185.5863402061,0.13598943470278907
Thailand,THA,101.49234400000006,13.043191500000034,west_pacific,264930,124711,814801338.0,23646.0,204952563.0,264930,23646.0,204952563.0,0.2779191400770383,6.1000000000000005,0.98,0.2723607572754975,0.31288885738889965,82893.64498804118,7398.569921817922,64127373.25599647,0.15000147477030598,7.233333333333333,0.95,0.26402318307318634,0.3225888402123437,85463.46143745621,7627.935715661079,66115409.596717305,0.1538814678996836,8.522222222222224,0.92,0.2556856088708752,0.33937607889045857,89910.90458044919,8024.886761443783,69555997.18948968,0.16059636337092956
Trinidad and Tobago,TTO,-61.22250349999996,10.691803500000077,atlantic_east_pacific,11169,3000,16320282.0,567.0,6924440.0,11169,567.0,6924440.0,1.365920989769795,6.866666666666667,1.1,1.5025130887467746,0.3957223560570951,4419.822994801695,224.37457588437292,2740155.7111759917,0.15926796797763318,7.966666666666668,1.18,1.611786767928358,0.4048703633061688,4521.997087766599,229.56149599459772,2803500.538491768,0.16292717087726266,9.133333333333333,1.25,1.7074012372122438,0.4192606421266056,4682.722111912058,237.72078408578537,2903145.160767153,0.16868328240543737
"Taiwan, Province of China",TWN,120.10402299999998,24.07874500000011,west_pacific,167,389704,4891052614.0,70762.0,263254022.0,167,70762.0,263254022.0,1.9720721997964608,6.5,0.98,1.9326307558005316,0.39315849619758875,65.65746886499733,27820.681507933776,103500555.40748695,0.16802576754917117,7.7444444444444445,0.95,1.8734685898066377,0.40508506960191853,67.6492066235204,28664.62969517096,106640273.824855,0.1727963969109031,9.0,0.92,1.814306423812744,0.41824895840828036,69.84757605418282,29596.132794886733,110105720.49829052,0.17806195243344783
"Tanzania, United Republic of",TZA,34.88882250000006,-6.369028499999956,indian,120155,19894,27388931.0,10681.0,15160642.0,120155,10681.0,15160642.0,0.0,0.0,1.03,0.0,0.0,0.0,0.0,0.0,0.009227658214377817,0.0,1.07,0.0,0.0,0.0,0.0,0.0,0.009227658214377817,0.0,1.12,0.0,0.0,0.0,0.0,0.0,0.009227658214377817
United States,USA,0.3177340000000868,45.14484800000008,other,231525,329242,21150953450.0,64247.0,2352552635.0,231525,64247.0,2352552635.0,0.0,5.544444444444444,1.0,0.0,0.2753863134657836,63758.81622516555,17692.7444812362,647860797.3868653,0.19119260608842842,6.688888888888889,1.02,0.0,0.2891450528338136,66944.3083573487,18576.702209414023,680228955.9414023,0.1966961018356404,7.811111111111112,1.03,0.0,0.3019759450171821,69914.98067010309,19401.0485395189,710414305.1567869,0.20182845870898783
Saint Vincent and the Grenadines,VCT,-61.28722749999997,12.984304500000036,atlantic_east_pacific,106,1389,30341525.0,1836.0,21754775.0,106,1836.0,21754775.0,2.1040164600572155,6.5,1.1,2.3144181060629374,0.40704825725060456,43.147115268564086,747.3406003121099,8855243.25062902,0.16349652948427895,7.522222222222223,1.18,2.4827394228675144,0.41834470575340243,44.34453880986066,768.0808797632469,9100994.946106475,0.1680151088853981,8.5,1.25,2.6300205750715193,0.4305308803633564,45.63627331851578,790.4546963471223,9366102.432856737,0.1728895787293797
"Venezuela, Bolivarian Republic of",VEN,-66.5897295,6.4237500000000125,atlantic_east_pacific,300542,128871,578987661.0,19847.0,123343160.0,300542,19847.0,123343160.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.024945472641247617,0.0,1.18,0.0,0.0,0.0,0.0,0.0,0.024945472641247617,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.024945472641247617
"Virgin Islands, British",VGB,-64.48473349999995,18.56624800000006,atlantic_east_pacific,109,0,0.0,0.0,0.0,109,0.0,0.0,1.2220117209206067,6.822222222222223,1.1,1.3442128930126676,0.3877557495836214,42.26537670461473,0.0,0.0,0.15510971428153045,7.800000000000001,1.18,1.441973830686316,0.391292714705374,42.65090590288577,0.0,0.0,0.1565245003302315,8.922222222222222,1.25,1.5275146511507585,0.4041278863545296,44.049939612643726,0.0,0.0,0.16165856898989373
Viet Nam,VNM,105.80356200000003,15.946665000000053,west_pacific,186363,2467538,4746241695.0,3673309.0,7391633755.0,186363,3673309.0,7391633755.0,0.19861040696853696,6.166666666666667,0.98,0.19463819882916622,0.313372500334828,58401.03927989955,1151114.0258324267,2316334751.363663,0.5318306977842973,7.300000000000001,0.95,0.1886798866201101,0.3226430692605299,60128.73031660013,1185167.6901023278,2384859401.5629354,0.5355389253545781,8.422222222222222,0.92,0.18272157441105402,0.3326824841767979,61999.70579864059,1222045.5632689893,2459067079.738473,0.5395546913210854
Yemen,YEM,48.51638800000009,15.552727000000033,indian,1566,50926,369260678.0,6239.0,35634167.0,1566,6239.0,35634167.0,0.0024043249416187797,5.766666666666667,1.03,0.0024764546898673433,0.2865139366687872,448.6808248233208,1787.5604508765634,10209685.467082987,0.11598645319249194,7.166666666666668,1.07,0.0025726276875320943,0.30989482097593796,485.2952896483188,1933.433788068877,11042843.803091677,0.12533880691535224,8.355555555555556,1.12,0.0026928439346130336,0.3231284122439418,506.01909357401286,2015.998163989953,11514411.804345466,0.13063224342255375
South Africa,ZAF,27.232498500000105,-34.55305899999999,indian,2654,8866,86491602.0,1603.0,22566767.0,2654,1603.0,22566767.0,0.0,6.922222222222223,1.03,0.0,0.34381898454746135,912.4955849889624,551.1418322295806,7758882.9144591605,0.1383883374714674,8.333333333333334,1.07,0.0,0.36023054755043227,956.0518731988473,577.449567723343,8129238.832853026,0.14495296267265576,9.422222222222222,1.12,0.0,0.36426116838487965,966.7491408934706,583.9106529209621,8220196.914089345,0.14656521100643471
Somalia,SOM,46.1996155,5.152149,indian,5886,21804,11893090.909091,2039.0,1112181.818182,5886,2039.0,1112181.818182,0.004286140080917058,6.1000000000000005,1.03,0.004414724283344569,0.30314074401948987,1784.2864192987174,618.1039770557398,337147.6238486405,0.12180047662845164,7.511111111111112,1.07,0.004586169886581252,0.3248599180167728,1912.1254774467245,662.3893728361996,361303.2942743498,0.13048814622736482,8.622222222222224,1.12,0.004800476890627105,0.3335193688528654,1963.095005067966,680.0459930909926,370934.17804969294,0.13395192656180188
Puerto Rico,PRI,-66.590149,18.220833000000113,atlantic_east_pacific,8200,14668,753682843.679039,17258.0,886764283.897794,8200,17258.0,886764283.897794,1.4334454259649034,6.844444444444445,1.1,1.576789968561394,0.39732086179758114,3258.0310667401654,6856.963432902655,352329949.4895864,0.18366729721745906,7.822222222222223,1.18,1.691465602638586,0.4016166941622617,3293.256892130546,6931.100907852312,356139340.20019734,0.1853856301633313,8.877777777777778,1.25,1.7918067824561292,0.41265193152917146,3383.745838539206,7121.547034330441,365924994.5615072,0.18979972511009519
Cuba,CUB,-79.5420915,21.513053499999927,atlantic_east_pacific,342417,29447,287496675.522528,9227.0,90084960.269174,342417,9227.0,90084960.269174,3.1672949790128575,6.688888888888889,1.1,3.4840244769141435,0.4589814686444581,157163.0575488294,4235.022011182415,41347327.367123134,0.20996316476179877,7.644444444444445,1.18,3.7374080752351717,0.470715492172771,161180.98668332372,4343.291846278158,42404386.41046876,0.21465677417312393,8.677777777777777,1.25,3.959118723766072,0.488911003694273,167411.43915198187,4511.181831087057,44043528.34296056,0.22193497878172472
Kiribati,KIR,2.308456499999977,-3.3704164999999477,other,146,3919,20428878.52736,890.0,4639372.770949,146,890.0,4639372.770949,0.00926865036875433,7.055555555555556,1.0,0.00926865036875433,0.3507787027915966,51.213690607573106,312.193045484521,1627393.1623601452,0.1404914617046021,8.544444444444444,1.02,0.009454023376129418,0.36971119525381735,53.97783450705733,329.0429637758974,1715228.0523755692,0.1480644586894904,9.755555555555556,1.03,0.009546709879816961,0.37751773521836063,55.11758934188065,335.99078434434097,1751445.5013223966,0.1511870746753077
Solomon Islands,SLB,161.35871900000006,-8.569444500000003,west_pacific,51928,12568,15205621.486379,4837.0,5852131.693954,51928,4837.0,5852131.693954,6.495637403407244,6.155555555555556,0.98,6.365724655339099,0.5373302004497806,27902.482648956207,2599.066179575589,3144527.096170817,0.21891369428578927,7.233333333333333,0.95,6.170855533236882,0.54427080137477,28262.894173789056,2632.6378662497627,3185144.406819034,0.22168993465578501,8.455555555555556,0.92,5.975986411134665,0.558480720465256,29000.786852319812,2701.371244890443,3268302.724696989,0.2273739022919794
Papua New Guinea,PNG,150.1909485,-6.370416499999976,west_pacific,461059,22150,107732071.677141,8133.0,39556882.119647,461059,8133.0,39556882.119647,1.9161938703309194,6.088888888888889,0.98,1.877869992924301,0.37074682522286534,170936.16049042906,3015.283929537564,14665588.461574255,0.18143077013784192,7.188888888888889,0.95,1.8203841768143734,0.3790774548390648,174777.07225064439,3083.036940206114,14995122.195284696,0.1847630219843217,8.511111111111111,0.92,1.762898360704446,0.3973563698395104,183204.73052183483,3231.6993559047382,15718179.08123237,0.19207458798449994
New Caledonia,NCL,165.618042,-20.904304499999938,west_pacific,33481,5427,0.0,1384.0,0.0,33481,1384.0,0.0,0.9116675536925489,6.2444444444444445,0.98,0.8934342026186979,0.34265845088944025,11472.547594229349,474.2392960309853,0.0,0.13943721366232442,7.933333333333334,0.95,0.8660841760079214,0.3754434067711383,12570.220702104481,519.6136749712554,0.0,0.15255119601500364,9.033333333333333,0.92,0.8387341493971451,0.3817307296268381,12780.726558636166,528.3153298035439,0.0,0.15506612515728355
Guadeloupe,GLP,-61.930839499999934,16.90013700000003,atlantic_east_pacific,3415,2631,0.0,1016.0,0.0,3415,1016.0,0.0,1.4510261770896733,5.477777777777778,1.1,1.5961287947986407,0.3301436306769873,1127.4404987619116,335.42592876781913,0.0,0.1323471491837382,6.433333333333334,1.18,1.7122108889658143,0.3423568350494922,1169.148591694016,347.8345444102841,0.0,0.13723243093274015,7.544444444444444,1.25,1.8137827213620916,0.36195718541612615,1236.0837881960708,367.7485003827842,0.0,0.14507257107939373
French Guiana,GUF,-53.125782,3.9338885,atlantic_east_pacific,83100,3484,0.0,6074.0,0.0,83100,6074.0,0.0,0.005855500832437762,6.488888888888889,1.1,0.0064410509156815395,0.3225301368615057,26802.254373191125,1959.0480512967858,0.0,0.13504770197224478,7.555555555555556,1.18,0.0069094909822765595,0.3268683412713752,27162.75915965128,1985.398304882333,0.0,0.13678298373619258,8.700000000000001,1.25,0.0073193760405472034,0.3366238579883728,27973.44259883378,2044.6533134213764,0.0,0.14068519042299163
Timor-Leste,TLS,125.67737758308459,-8.893911778266698,west_pacific,1344,2188,0.0,3698.0,0.0,1344,3698.0,0.0,2.2841545464637667,6.555555555555556,0.98,2.238471455534491,0.40704463291563653,547.0679866386155,1505.2510525220239,0.0,0.16311139754767207,7.755555555555556,0.95,2.1699468191405784,0.41669213181824544,560.0342251637219,1540.9275034638715,0.0,0.1669703971087156,9.044444444444444,0.92,2.1014221827466653,0.43109392628629256,579.3902369287772,1594.18533940671,0.0,0.17273111489593446
"Micronesia, Federated States of",FSM,150.55081150000007,7.425553500000092,west_pacific,8711,2962,0.0,420.0,0.0,8711,420.0,0.0,5.805555974391508,6.655555555555556,0.98,5.689444854903678,0.5375609810067269,4682.693705549598,225.7756120228253,0.0,0.21564522157512866,7.966666666666668,0.95,5.5152781756719325,0.5513674330300615,4802.961709124866,231.57432187262583,0.0,0.22116780238446251,9.188888888888888,0.92,5.341111496440187,0.5622275794000269,4897.564444153634,236.1355833480113,0.0,0.22551186093244865
Vanuatu,VUT,168.3759460000001,-16.662361999999973,west_pacific,1532,5656,50318275.816529,1607.0,14296582.25551,1532,1607.0,14296582.25551,5.500594973640926,6.311111111111112,0.98,5.390583074168107,0.5095799576546787,780.6764951269678,818.8949919510686,7285251.780369417,0.20439920789500932,7.811111111111112,0.95,5.2255652249588795,0.5337702738941581,817.7360596058502,857.768830147912,7631090.626273934,0.21407533439080112,9.177777777777777,0.92,5.0605473757496515,0.5509251705537933,844.0173612884114,885.3367490799459,7876347.0174531825,0.2209372930546552
Marshall Islands,MHL,167.2070465000001,10.099303999999961,west_pacific,26,0,0.0,0.0,0.0,26,0.0,0.0,6.202835667579384,7.222222222222223,0.98,6.078778954227796,0.5798709948212396,15.07664586535223,0.0,0.0,0.2319501142359222,8.511111111111111,0.95,5.892693884200415,0.5890668139202974,15.315737161927732,0.0,0.0,0.2356284418755453,9.611111111111112,0.92,5.706608814173034,0.5927149219052841,15.410587969537385,0.0,0.0,0.23708768506953998
Eritrea,ERI,39.78233350000011,15.179384500000054,indian,7175,4570,4847504.23871,6838.0,7253224.066586,7175,6838.0,7253224.066586,0.45960468033499446,5.855555555555556,1.03,0.4733928207450443,0.3080613010856641,2210.3398352896397,2106.523176823771,2234437.6430183346,0.124279400064006,7.233333333333333,1.07,0.4917770079584441,0.33113638508407317,2375.903562978225,2264.3106012048925,2401806.397614089,0.13350943366336962,8.533333333333333,1.12,0.5147572419751939,0.34984557755188395,2510.1420189347673,2392.2440592997823,2537508.3626880036,0.14099311065049394
American Samoa,ASM,-170.13221749999994,-14.270971999999944,west_pacific,32,0,0.0,0.0,0.0,32,0.0,0.0,13.786339690894115,8.1,0.98,13.510612897076232,0.8938459125411768,28.60306920131766,0.0,0.0,0.35754049323767945,9.222222222222223,0.95,13.097022706349408,0.89018317103562,28.48586147313984,0.0,0.0,0.35607539663545673,10.444444444444445,0.92,12.683432515622586,0.8953081004749972,28.64985921519991,0.0,0.0,0.3581253684112076
