file,region_folder,region,method_group_raw,author,unit,n_rows,start_min,end_max,method_group
data/glambie/input/3_arctic_canada_north/arctic_canada_north_altimetry_Tepes_Tepes_et_al.csv,3_arctic_canada_north,arctic_canada_north,altimetry,Tepes et al.,m,1,2010.75,2017.6666666666667,altimetry
data/glambie/input/3_arctic_canada_north/arctic_canada_north_combined_ArcticInSituvGRACE_Box_et_al.csv,3_arctic_canada_north,arctic_canada_north,combined,Box et al.,Gt,52,1970.75,2022.75,combined
data/glambie/input/3_arctic_canada_north/arctic_canada_north_combined_Box2018_Box_et_al.csv,3_arctic_canada_north,arctic_canada_north,combined,Box et al.,Gt,13,2002.75,2015.75,combined
data/glambie/input/3_arctic_canada_north/arctic_canada_north_combined_Colgan2015_Colgan_et_al.csv,3_arctic_canada_north,arctic_canada_north,combined,Colgan et al.,m,1,2003.75,2009.75,combined
data/glambie/input/3_arctic_canada_north/arctic_canada_north_combined_DUS-combined_Dussaillant_et_al.csv,3_arctic_canada_north,arctic_canada_north,combined,Dussaillant et al.,mwe,25,1999.75,2024.75,combined
data/glambie/input/3_arctic_canada_north/arctic_canada_north_combined_Huss_Huss_et_al.csv,3_arctic_canada_north,arctic_canada_north,combined,Huss et al.,mwe,31,1990.75,2021.75,combined
data/glambie/input/3_arctic_canada_north/arctic_canada_north_demdiff_ETH_Hugonnet_et_al.csv,3_arctic_canada_north,arctic_canada_north,demdiff,Hugonnet et al.,m,4,2000.0,2020.0,dem_differencing
data/glambie/input/3_arctic_canada_north/arctic_canada_north_demdiff_Zheng et al._Zheng_et_al.csv,3_arctic_canada_north,arctic_canada_north,demdiff,Zheng et al.,m,1,2012.25,2021.5,dem_differencing
data/glambie/input/3_arctic_canada_north/arctic_canada_north_glaciological_UZH_GlaciolSineWave_Zemp_et_al.csv,3_arctic_canada_north,arctic_canada_north,glaciological,Zemp et al.,mwe,301,1999.6666666666667,2024.75,glaciological
data/glambie/input/3_arctic_canada_north/arctic_canada_north_glaciological_WGMS-beta_WGMS.csv,3_arctic_canada_north,arctic_canada_north,glaciological,WGMS,mwe,25,1999.75,2024.75,glaciological
data/glambie/input/3_arctic_canada_north/arctic_canada_north_gravimetry_Harig_Group_Harig_et_al.csv,3_arctic_canada_north,arctic_canada_north,gravimetry,Harig et al.,Gt,251,2002.25,2023.1666666666667,gravimetry
data/glambie/input/3_arctic_canada_north/arctic_canada_north_gravimetry_Jacob_2012_dmdt_Jacob_et_al.csv,3_arctic_canada_north,arctic_canada_north,gravimetry,Jacob et al.,Gt,1,2003.0,2010.9166666666667,gravimetry
data/glambie/input/3_arctic_canada_north/arctic_canada_north_gravimetry_LEGOS-MAGELLIUM-bis_Pfeffer_et_al.csv,3_arctic_canada_north,arctic_canada_north,gravimetry,Pfeffer et al.,Gt,245,2002.25,2022.6666666666667,gravimetry
data/glambie/input/3_arctic_canada_north/arctic_canada_north_gravimetry_LEGOS-MAGELLIUM_Pfeffer_et_al.csv,3_arctic_canada_north,arctic_canada_north,gravimetry,Pfeffer et al.,Gt,245,2002.25,2022.6666666666667,gravimetry
data/glambie/input/3_arctic_canada_north/arctic_canada_north_gravimetry_Sasgen_AWIarc_RL01_2_Sasgen_et_al.csv,3_arctic_canada_north,arctic_canada_north,gravimetry,Sasgen et al.,Gt,248,2002.25,2022.9166666666667,gravimetry
data/glambie/input/3_arctic_canada_north/arctic_canada_north_gravimetry_Velicogna_Sutterley_et_al.csv,3_arctic_canada_north,arctic_canada_north,gravimetry,Sutterley et al.,gt,251,2002.25,2023.1666666666667,gravimetry
data/glambie/input/3_arctic_canada_north/arctic_canada_north_gravimetry_Wouters_Wouters_et_al.csv,3_arctic_canada_north,arctic_canada_north,gravimetry,Wouters et al.,Gt,236,2002.1666666666667,2021.8333333333333,gravimetry
data/glambie/input/4_arctic_canada_south/arctic_canada_south_altimetry_Gardner2013_icesat_Gardner_et_al.csv,4_arctic_canada_south,arctic_canada_south,altimetry,Gardner et al.,m,1,2003.75,2009.75,altimetry
data/glambie/input/4_arctic_canada_south/arctic_canada_south_altimetry_Jakob_Gourmelen_Jakob_et_al.csv,4_arctic_canada_south,arctic_canada_south,altimetry,Jakob et al.,m,120,2010.6666666666667,2020.6666666666667,altimetry
data/glambie/input/4_arctic_canada_south/arctic_canada_south_altimetry_Khan_Khan_et_al.csv,4_arctic_canada_south,arctic_canada_south,altimetry,Khan et al.,m,3,2003.0833333333333,2023.3333333333333,altimetry
data/glambie/input/4_arctic_canada_south/arctic_canada_south_altimetry_Tepes_Tepes_et_al.csv,4_arctic_canada_south,arctic_canada_south,altimetry,Tepes et al.,m,1,2010.75,2017.6666666666667,altimetry
data/glambie/input/4_arctic_canada_south/arctic_canada_south_combined_ArcticInSituvGRACE_Box_et_al.csv,4_arctic_canada_south,arctic_canada_south,combined,Box et al.,Gt,52,1970.75,2022.75,combined
data/glambie/input/4_arctic_canada_south/arctic_canada_south_combined_Box2018_Box_et_al.csv,4_arctic_canada_south,arctic_canada_south,combined,Box et al.,Gt,13,2002.75,2015.75,combined
data/glambie/input/4_arctic_canada_south/arctic_canada_south_combined_Colgan2015_Colgan_et_al.csv,4_arctic_canada_south,arctic_canada_south,combined,Colgan et al.,m,1,2003.75,2009.75,combined
data/glambie/input/4_arctic_canada_south/arctic_canada_south_combined_DUS-combined_Dussaillant_et_al.csv,4_arctic_canada_south,arctic_canada_south,combined,Dussaillant et al.,mwe,25,1999.75,2024.75,combined
data/glambie/input/4_arctic_canada_south/arctic_canada_south_combined_Huss_Huss_et_al.csv,4_arctic_canada_south,arctic_canada_south,combined,Huss et al.,mwe,31,1990.75,2021.75,combined
data/glambie/input/4_arctic_canada_south/arctic_canada_south_demdiff_ETH_Hugonnet_et_al.csv,4_arctic_canada_south,arctic_canada_south,demdiff,Hugonnet et al.,m,4,2000.0,2020.0,dem_differencing
data/glambie/input/4_arctic_canada_south/arctic_canada_south_demdiff_Zheng et al._Zheng_et_al.csv,4_arctic_canada_south,arctic_canada_south,demdiff,Zheng et al.,m,1,2012.25,2021.5,dem_differencing
data/glambie/input/4_arctic_canada_south/arctic_canada_south_glaciological_UZH_GlaciolSineWave_Zemp_et_al.csv,4_arctic_canada_south,arctic_canada_south,glaciological,Zemp et al.,mwe,301,1999.6666666666667,2024.75,glaciological
data/glambie/input/4_arctic_canada_south/arctic_canada_south_glaciological_WGMS-beta_WGMS.csv,4_arctic_canada_south,arctic_canada_south,glaciological,WGMS,mwe,25,1999.75,2024.75,glaciological
data/glambie/input/4_arctic_canada_south/arctic_canada_south_gravimetry_Harig_Group_Harig_et_al.csv,4_arctic_canada_south,arctic_canada_south,gravimetry,Harig et al.,Gt,251,2002.25,2023.1666666666667,gravimetry
data/glambie/input/4_arctic_canada_south/arctic_canada_south_gravimetry_Jacob_2012_dmdt_Jacob_et_al.csv,4_arctic_canada_south,arctic_canada_south,gravimetry,Jacob et al.,Gt,1,2003.0,2010.9166666666667,gravimetry
data/glambie/input/4_arctic_canada_south/arctic_canada_south_gravimetry_LEGOS-MAGELLIUM-bis_Pfeffer_et_al.csv,4_arctic_canada_south,arctic_canada_south,gravimetry,Pfeffer et al.,Gt,245,2002.25,2022.6666666666667,gravimetry
data/glambie/input/4_arctic_canada_south/arctic_canada_south_gravimetry_LEGOS-MAGELLIUM_Pfeffer_et_al.csv,4_arctic_canada_south,arctic_canada_south,gravimetry,Pfeffer et al.,Gt,245,2002.25,2022.6666666666667,gravimetry
data/glambie/input/4_arctic_canada_south/arctic_canada_south_gravimetry_Sasgen_AWIarc_RL01_2_Sasgen_et_al.csv,4_arctic_canada_south,arctic_canada_south,gravimetry,Sasgen et al.,Gt,248,2002.25,2022.9166666666667,gravimetry
data/glambie/input/4_arctic_canada_south/arctic_canada_south_gravimetry_Velicogna_Sutterley_et_al.csv,4_arctic_canada_south,arctic_canada_south,gravimetry,Sutterley et al.,gt,251,2002.25,2023.1666666666667,gravimetry
data/glambie/input/4_arctic_canada_south/arctic_canada_south_gravimetry_Wouters_Wouters_et_al.csv,4_arctic_canada_south,arctic_canada_south,gravimetry,Wouters et al.,Gt,236,2002.1666666666667,2021.8333333333333,gravimetry
data/glambie/input/5_greenland_periphery/greenland_periphery_altimetry_Bolch_2013_Bolch_et_al.csv,5_greenland_periphery,greenland_periphery,altimetry,Bolch et al.,m,1,2003.75,2008.1666666666667,altimetry
data/glambie/input/5_greenland_periphery/greenland_periphery_altimetry_Gardner2013_icesat_Gardner_et_al.csv,5_greenland_periphery,greenland_periphery,altimetry,Gardner et al.,m,1,2003.75,2009.75,altimetry
data/glambie/input/5_greenland_periphery/greenland_periphery_altimetry_Jakob_Gourmelen_Jakob_et_al.csv,5_greenland_periphery,greenland_periphery,altimetry,Jakob et al.,m,120,2010.6666666666667,2020.6666666666667,altimetry
data/glambie/input/5_greenland_periphery/greenland_periphery_altimetry_Khan_Khan_et_al.csv,5_greenland_periphery,greenland_periphery,altimetry,Khan et al.,m,3,2003.0833333333333,2021.9166666666667,altimetry
data/glambie/input/5_greenland_periphery/greenland_periphery_altimetry_Nilsson_Gardner_Nilsson_et_al.csv,5_greenland_periphery,greenland_periphery,altimetry,Nilsson et al.,m,359,1992.0,2021.9166666666667,altimetry
data/glambie/input/5_greenland_periphery/greenland_periphery_combined_Colgan2015_Colgan_et_al.csv,5_greenland_periphery,greenland_periphery,combined,Colgan et al.,m,1,2003.75,2009.75,combined
data/glambie/input/5_greenland_periphery/greenland_periphery_combined_DUS-combined_Dussaillant_et_al.csv,5_greenland_periphery,greenland_periphery,combined,Dussaillant et al.,mwe,25,1999.75,2024.75,combined
data/glambie/input/5_greenland_periphery/greenland_periphery_combined_Huss_Huss_et_al.csv,5_greenland_periphery,greenland_periphery,combined,Huss et al.,mwe,31,1990.75,2021.75,combined
data/glambie/input/5_greenland_periphery/greenland_periphery_demdiff_DLR_Abdullahi_et_al.csv,5_greenland_periphery,greenland_periphery,demdiff,Abdullahi et al.,m,1,2010.9166666666667,2017.75,dem_differencing
data/glambie/input/5_greenland_periphery/greenland_periphery_demdiff_ETH_Hugonnet_et_al.csv,5_greenland_periphery,greenland_periphery,demdiff,Hugonnet et al.,m,4,2000.0,2020.0,dem_differencing
data/glambie/input/5_greenland_periphery/greenland_periphery_demdiff_Zheng et al._Zheng_et_al.csv,5_greenland_periphery,greenland_periphery,demdiff,Zheng et al.,m,1,2012.3333333333333,2021.5833333333333,dem_differencing
data/glambie/input/5_greenland_periphery/greenland_periphery_glaciological_UZH_GlaciolSineWave_Zemp_et_al.csv,5_greenland_periphery,greenland_periphery,glaciological,Zemp et al.,mwe,301,1999.6666666666667,2024.75,glaciological
data/glambie/input/5_greenland_periphery/greenland_periphery_glaciological_WGMS-beta_WGMS.csv,5_greenland_periphery,greenland_periphery,glaciological,WGMS,mwe,25,1999.75,2024.75,glaciological
data/glambie/input/6_iceland/iceland_altimetry_Foresta_Foresta_et_al.csv,6_iceland,iceland,altimetry,Foresta et al.,m,1,2010.75,2015.6666666666667,altimetry
data/glambie/input/6_iceland/iceland_altimetry_Jakob_Gourmelen_Jakob_et_al.csv,6_iceland,iceland,altimetry,Jakob et al.,m,120,2010.6666666666667,2020.6666666666667,altimetry
data/glambie/input/6_iceland/iceland_altimetry_Tepes_Tepes_et_al.csv,6_iceland,iceland,altimetry,Tepes et al.,m,1,2010.75,2017.6666666666667,altimetry
data/glambie/input/6_iceland/iceland_combined_ArcticInSituvGRACE_Box_et_al.csv,6_iceland,iceland,combined,Box et al.,Gt,34,1988.75,2022.75,combined
data/glambie/input/6_iceland/iceland_combined_Box2018_Box_et_al.csv,6_iceland,iceland,combined,Box et al.,Gt,13,2002.75,2015.75,combined
data/glambie/input/6_iceland/iceland_combined_DUS-combined_Dussaillant_et_al.csv,6_iceland,iceland,combined,Dussaillant et al.,mwe,25,1999.75,2024.75,combined
data/glambie/input/6_iceland/iceland_combined_Huss_Huss_et_al.csv,6_iceland,iceland,combined,Huss et al.,mwe,31,1990.75,2021.75,combined
data/glambie/input/6_iceland/iceland_combined_Iceland-mb-group_smb_Palsson_et_al.csv,6_iceland,iceland,combined,Palsson et al.,mwe,26,1996.75,2022.75,combined
data/glambie/input/6_iceland/iceland_combined_Iceland-mb-group_tot_Palsson_et_al.csv,6_iceland,iceland,combined,Palsson et al.,mwe,26,1996.75,2022.75,combined
data/glambie/input/6_iceland/iceland_demdiff_ETH_Hugonnet_et_al.csv,6_iceland,iceland,demdiff,Hugonnet et al.,m,4,2000.0,2020.0,dem_differencing
data/glambie/input/6_iceland/iceland_demdiff_UIO_ASTER_Piermattei_et_al.csv,6_iceland,iceland,demdiff,Piermattei et al.,m,2,2003.75,2019.75,dem_differencing
data/glambie/input/6_iceland/iceland_demdiff_UIO_SPOT5ArticDEM_Piermattei_et_al.csv,6_iceland,iceland,demdiff,Piermattei et al.,m,2,2003.75,2021.75,dem_differencing
data/glambie/input/6_iceland/iceland_demdiff_Zheng et al._Zheng_et_al.csv,6_iceland,iceland,demdiff,Zheng et al.,m,1,2012.5833333333333,2021.5833333333333,dem_differencing
data/glambie/input/6_iceland/iceland_glaciological_UZH_GlaciolSineWave_Zemp_et_al.csv,6_iceland,iceland,glaciological,Zemp et al.,mwe,301,1999.6666666666667,2024.75,glaciological
data/glambie/input/6_iceland/iceland_glaciological_WGMS-beta_WGMS.csv,6_iceland,iceland,glaciological,WGMS,mwe,25,1999.75,2024.75,glaciological
data/glambie/input/6_iceland/iceland_gravimetry_Harig_Group_Harig_et_al.csv,6_iceland,iceland,gravimetry,Harig et al.,Gt,251,2002.25,2023.1666666666667,gravimetry
data/glambie/input/6_iceland/iceland_gravimetry_Jacob_2012_dmdt_Jacob_et_al.csv,6_iceland,iceland,gravimetry,Jacob et al.,Gt,1,2003.0,2010.9166666666667,gravimetry
data/glambie/input/6_iceland/iceland_gravimetry_LEGOS-MAGELLIUM-bis_Pfeffer_et_al.csv,6_iceland,iceland,gravimetry,Pfeffer et al.,Gt,245,2002.25,2022.6666666666667,gravimetry
data/glambie/input/6_iceland/iceland_gravimetry_LEGOS-MAGELLIUM_Pfeffer_et_al.csv,6_iceland,iceland,gravimetry,Pfeffer et al.,Gt,245,2002.25,2022.6666666666667,gravimetry
data/glambie/input/6_iceland/iceland_gravimetry_Sasgen_AWIarc_RL01_2_Sasgen_et_al.csv,6_iceland,iceland,gravimetry,Sasgen et al.,Gt,248,2002.25,2022.9166666666667,gravimetry
data/glambie/input/6_iceland/iceland_gravimetry_Velicogna_Sutterley_et_al.csv,6_iceland,iceland,gravimetry,Sutterley et al.,gt,251,2002.25,2023.1666666666667,gravimetry
data/glambie/input/6_iceland/iceland_gravimetry_Wouters_Wouters_et_al.csv,6_iceland,iceland,gravimetry,Wouters et al.,Gt,236,2002.1666666666667,2021.8333333333333,gravimetry
data/glambie/input/7_svalbard/svalbard_altimetry_Gardner2013_icesat_Gardner_et_al.csv,7_svalbard,svalbard,altimetry,Gardner et al.,m,1,2003.75,2009.75,altimetry
data/glambie/input/7_svalbard/svalbard_altimetry_Jakob_Gourmelen_Jakob_et_al.csv,7_svalbard,svalbard,altimetry,Jakob et al.,m,120,2010.6666666666667,2020.6666666666667,altimetry
data/glambie/input/7_svalbard/svalbard_altimetry_Tepes_Tepes_et_al.csv,7_svalbard,svalbard,altimetry,Tepes et al.,m,1,2010.75,2017.6666666666667,altimetry
data/glambie/input/7_svalbard/svalbard_combined_ArcticInSituvGRACE_Box_et_al.csv,7_svalbard,svalbard,combined,Box et al.,Gt,52,1970.75,2022.75,combined
data/glambie/input/7_svalbard/svalbard_combined_Box2018_Box_et_al.csv,7_svalbard,svalbard,combined,Box et al.,Gt,13,2002.75,2015.75,combined
data/glambie/input/7_svalbard/svalbard_combined_DUS-combined_Dussaillant_et_al.csv,7_svalbard,svalbard,combined,Dussaillant et al.,mwe,25,1999.75,2024.75,combined
data/glambie/input/7_svalbard/svalbard_combined_Huss_Huss_et_al.csv,7_svalbard,svalbard,combined,Huss et al.,mwe,31,1990.75,2021.75,combined
data/glambie/input/7_svalbard/svalbard_demdiff_ETH_Hugonnet_et_al.csv,7_svalbard,svalbard,demdiff,Hugonnet et al.,m,4,2000.0,2020.0,dem_differencing
data/glambie/input/7_svalbard/svalbard_demdiff_Zheng et al._Zheng_et_al.csv,7_svalbard,svalbard,demdiff,Zheng et al.,m,1,2012.25,2021.5,dem_differencing
data/glambie/input/7_svalbard/svalbard_glaciological_UZH_GlaciolSineWave_Zemp_et_al.csv,7_svalbard,svalbard,glaciological,Zemp et al.,mwe,301,1999.6666666666667,2024.75,glaciological
data/glambie/input/7_svalbard/svalbard_glaciological_WGMS-beta_WGMS.csv,7_svalbard,svalbard,glaciological,WGMS,mwe,25,1999.75,2024.75,glaciological
data/glambie/input/7_svalbard/svalbard_gravimetry_Harig_Group_Harig_et_al.csv,7_svalbard,svalbard,gravimetry,Harig et al.,Gt,251,2002.25,2023.1666666666667,gravimetry
data/glambie/input/7_svalbard/svalbard_gravimetry_Jacob_2012_dmdt_Jacob_et_al.csv,7_svalbard,svalbard,gravimetry,Jacob et al.,Gt,1,2003.0,2010.9166666666667,gravimetry
data/glambie/input/7_svalbard/svalbard_gravimetry_LEGOS-MAGELLIUM-bis_Pfeffer_et_al.csv,7_svalbard,svalbard,gravimetry,Pfeffer et al.,Gt,245,2002.25,2022.6666666666667,gravimetry
data/glambie/input/7_svalbard/svalbard_gravimetry_LEGOS-MAGELLIUM_Pfeffer_et_al.csv,7_svalbard,svalbard,gravimetry,Pfeffer et al.,Gt,245,2002.25,2022.6666666666667,gravimetry
data/glambie/input/7_svalbard/svalbard_gravimetry_Sasgen_AWIarc_RL01_2_Sasgen_et_al.csv,7_svalbard,svalbard,gravimetry,Sasgen et al.,Gt,248,2002.25,2022.9166666666667,gravimetry
data/glambie/input/7_svalbard/svalbard_gravimetry_Velicogna_Sutterley_et_al.csv,7_svalbard,svalbard,gravimetry,Sutterley et al.,gt,251,2002.25,2023.1666666666667,gravimetry
data/glambie/input/7_svalbard/svalbard_gravimetry_Wouters_Wouters_et_al.csv,7_svalbard,svalbard,gravimetry,Wouters et al.,Gt,236,2002.1666666666667,2021.8333333333333,gravimetry
data/glambie/input/8_scandinavia/scandinavia_combined_DUS-combined_Dussaillant_et_al.csv,8_scandinavia,scandinavia,combined,Dussaillant et al.,mwe,25,1999.75,2024.75,combined
data/glambie/input/8_scandinavia/scandinavia_combined_Huss_Huss_et_al.csv,8_scandinavia,scandinavia,combined,Huss et al.,mwe,31,1990.75,2021.75,combined
data/glambie/input/8_scandinavia/scandinavia_demdiff_Andreassen_Andreassen_et_al.csv,8_scandinavia,scandinavia,demdiff,Andreassen et al.,m,1,2010.75,2019.75,dem_differencing
data/glambie/input/8_scandinavia/scandinavia_demdiff_ETH_Hugonnet_et_al.csv,8_scandinavia,scandinavia,demdiff,Hugonnet et al.,m,4,2000.0,2020.0,dem_differencing
data/glambie/input/8_scandinavia/scandinavia_demdiff_Zheng et al._Zheng_et_al.csv,8_scandinavia,scandinavia,demdiff,Zheng et al.,m,1,2013.4166666666667,2020.6666666666667,dem_differencing
data/glambie/input/8_scandinavia/scandinavia_glaciological_UZH_GlaciolSineWave_Zemp_et_al.csv,8_scandinavia,scandinavia,glaciological,Zemp et al.,mwe,301,1999.6666666666667,2024.75,glaciological
data/glambie/input/8_scandinavia/scandinavia_glaciological_WGMS-beta_WGMS.csv,8_scandinavia,scandinavia,glaciological,WGMS,mwe,25,1999.75,2024.75,glaciological
data/glambie/input/8_scandinavia/scandinavia_gravimetry_Jacob_2012_dmdt_Jacob_et_al.csv,8_scandinavia,scandinavia,gravimetry,Jacob et al.,Gt,1,2003.0,2010.9166666666667,gravimetry
data/glambie/input/8_scandinavia/scandinavia_gravimetry_Sasgen_AWIarc_RL01_2_Sasgen_et_al.csv,8_scandinavia,scandinavia,gravimetry,Sasgen et al.,Gt,248,2002.25,2022.9166666666667,gravimetry
data/glambie/input/8_scandinavia/scandinavia_gravimetry_Wouters_Wouters_et_al.csv,8_scandinavia,scandinavia,gravimetry,Wouters et al.,Gt,236,2002.1666666666667,2021.8333333333333,gravimetry
data/glambie/input/9_russian_arctic/russian_arctic_altimetry_Gardner2013_icesat_Gardner_et_al.csv,9_russian_arctic,russian_arctic,altimetry,Gardner et al.,m,1,2003.75,2009.75,altimetry
data/glambie/input/9_russian_arctic/russian_arctic_altimetry_Jakob_Gourmelen_Jakob_et_al.csv,9_russian_arctic,russian_arctic,altimetry,Jakob et al.,m,121,2010.5833333333333,2020.6666666666663,altimetry
data/glambie/input/9_russian_arctic/russian_arctic_altimetry_Tepes_Tepes_et_al.csv,9_russian_arctic,russian_arctic,altimetry,Tepes et al.,m,1,2010.75,2017.6666666666667,altimetry
data/glambie/input/9_russian_arctic/russian_arctic_combined_ArcticInSituvGRACE_Box_et_al.csv,9_russian_arctic,russian_arctic,combined,Box et al.,Gt,52,1970.75,2022.75,combined
data/glambie/input/9_russian_arctic/russian_arctic_combined_Box2018_Box_et_al.csv,9_russian_arctic,russian_arctic,combined,Box et al.,Gt,13,2002.75,2015.75,combined
data/glambie/input/9_russian_arctic/russian_arctic_combined_DUS-combined_Dussaillant_et_al.csv,9_russian_arctic,russian_arctic,combined,Dussaillant et al.,mwe,25,1999.75,2024.75,combined
data/glambie/input/9_russian_arctic/russian_arctic_combined_Huss_Huss_et_al.csv,9_russian_arctic,russian_arctic,combined,Huss et al.,mwe,31,1990.75,2021.75,combined
data/glambie/input/9_russian_arctic/russian_arctic_demdiff_ETH_Hugonnet_et_al.csv,9_russian_arctic,russian_arctic,demdiff,Hugonnet et al.,m,4,2000.0,2020.0,dem_differencing
data/glambie/input/9_russian_arctic/russian_arctic_demdiff_FAU-GLACIER_Braun_et_al.csv,9_russian_arctic,russian_arctic,demdiff,Braun et al.,m,1,2011.0,2016.9166666666667,dem_differencing
data/glambie/input/9_russian_arctic/russian_arctic_demdiff_Zheng et al._Zheng_et_al.csv,9_russian_arctic,russian_arctic,demdiff,Zheng et al.,m,1,2012.25,2021.5833333333333,dem_differencing
data/glambie/input/9_russian_arctic/russian_arctic_glaciological_UZH_GlaciolSineWave_Zemp_et_al.csv,9_russian_arctic,russian_arctic,glaciological,Zemp et al.,mwe,301,1999.6666666666667,2024.75,glaciological
data/glambie/input/9_russian_arctic/russian_arctic_glaciological_WGMS-beta_WGMS.csv,9_russian_arctic,russian_arctic,glaciological,WGMS,mwe,25,1999.75,2024.75,glaciological
data/glambie/input/9_russian_arctic/russian_arctic_gravimetry_Harig_Group_Harig_et_al.csv,9_russian_arctic,russian_arctic,gravimetry,Harig et al.,Gt,251,2002.25,2023.1666666666667,gravimetry
data/glambie/input/9_russian_arctic/russian_arctic_gravimetry_Jacob_2012_dmdt_Jacob_et_al.csv,9_russian_arctic,russian_arctic,gravimetry,Jacob et al.,Gt,1,2003.0,2010.9166666666667,gravimetry
data/glambie/input/9_russian_arctic/russian_arctic_gravimetry_LEGOS-MAGELLIUM-bis_Pfeffer_et_al.csv,9_russian_arctic,russian_arctic,gravimetry,Pfeffer et al.,Gt,245,2002.25,2022.6666666666667,gravimetry
data/glambie/input/9_russian_arctic/russian_arctic_gravimetry_LEGOS-MAGELLIUM_Pfeffer_et_al.csv,9_russian_arctic,russian_arctic,gravimetry,Pfeffer et al.,Gt,245,2002.25,2022.6666666666667,gravimetry
data/glambie/input/9_russian_arctic/russian_arctic_gravimetry_Sasgen_AWIarc_RL01_2_Sasgen_et_al.csv,9_russian_arctic,russian_arctic,gravimetry,Sasgen et al.,Gt,248,2002.25,2022.9166666666667,gravimetry
data/glambie/input/9_russian_arctic/russian_arctic_gravimetry_Velicogna_Sutterley_et_al.csv,9_russian_arctic,russian_arctic,gravimetry,Sutterley et al.,gt,251,2002.25,2023.1666666666667,gravimetry
data/glambie/input/9_russian_arctic/russian_arctic_gravimetry_Wouters_Wouters_et_al.csv,9_russian_arctic,russian_arctic,gravimetry,Wouters et al.,Gt,236,2002.1666666666667,2021.8333333333333,gravimetry
