cell_type,model_index,model_id,embed_x,embed_y,cluster
Lawf1,7,007,0.8513029923953364,0.1455727197157629,0
Lawf1,8,008,0.0,0.8935427338895339,1
Lawf1,9,009,0.02032336148466629,0.6114282875509723,1
Lawf1,10,010,0.8992370011679056,0.5077385341661068,2
Lawf1,11,011,0.0425430444102477,0.660283174087913,1
Lawf1,12,012,0.8249186920975005,0.06215175485207691,0
Lawf1,13,013,0.9906792092199639,0.29443472716681074,0
Lawf1,14,014,1.0,0.3439712606266092,0
Lawf1,15,015,0.7662772417742938,0.03569166901210241,0
Lawf1,16,016,0.07153265280866888,0.6007283261465313,1
Lawf1,17,017,0.8035395915478127,0.2006610186787927,0
Lawf1,18,018,0.0143807921723772,0.8618604584221177,1
Lawf1,19,019,0.8246313038679913,0.2410625880282214,0
Lawf1,20,020,0.7910327439055087,0.6676265946793913,2
Lawf1,21,021,0.8763615952948303,0.2465688704242432,0
Lawf1,22,022,0.9202126508852286,0.15784501409939133,0
Lawf1,23,023,0.8341821180133158,0.0,0
Lawf1,24,024,0.9112386125105438,0.08872177369688483,0
Lawf1,25,025,0.889189896360812,0.6428200108490041,2
Lawf1,26,026,0.03691208575672972,1.0,1
Lawf1,27,027,0.6308081925023354,0.19379344138800608,0
Lawf1,28,028,0.9904952725507741,0.3912057277921942,0
Lawf1,29,029,0.6851656562965962,0.17400386416743374,0
Lawf1,30,030,0.027932280136982623,0.6974336705306358,1
Lawf1,31,031,0.8420886265108516,0.08179041592460645,0
Lawf1,32,032,0.07793990827978514,0.9007811677176003,1
Lawf1,33,033,0.0030826565663494288,0.9726994622059553,1
Lawf1,34,034,0.7381942955640812,0.03501931488680321,0
Lawf1,35,035,0.06575912785720855,0.6656020222912596,1
Lawf1,36,036,0.9621825592972757,0.18947016605685335,0
Lawf1,37,037,0.6577764199546885,0.1744962197327215,0
Lawf1,38,038,0.040696193115867696,0.8641492107732559,1
Lawf1,39,039,0.022271895717546286,0.9456297985979748,1
Lawf1,40,040,0.049683611499097224,0.9456734594057131,1
Lawf1,41,041,0.8930589231994686,0.5888783473409899,2
Lawf1,42,042,0.9138985684621204,0.33005815292320634,0
Lawf1,43,043,0.8387353195417742,0.5818975782904481,2
Lawf1,44,044,0.0951160200534032,0.6147628410656598,1
Lawf1,45,045,0.8677059088475896,0.5699186973652971,2
Lawf1,46,046,0.7294543304423287,0.07139739576298265,0
Lawf1,47,047,0.04251310600032382,0.5854166477618592,1
Lawf1,48,048,0.057472160610956835,0.7712385749261113,1
Lawf1,49,049,0.864213367766606,0.6244836058873512,2
Lawf2,0,000,0.7510691913829233,0.580028618231441,0
Lawf2,1,001,0.7964717471419054,0.5507972457827864,0
Lawf2,2,002,1.0,0.6086193730646137,0
Lawf2,3,003,0.8779367564158412,0.9103797307464967,0
Lawf2,4,004,0.9110556760923988,0.6170363308045557,0
Lawf2,5,005,0.8387945075525445,0.9804116947689627,0
Lawf2,6,006,0.028924653708351344,0.0873861952978624,1
Lawf2,7,007,0.021971199795241758,0.0,1
Lawf2,8,008,0.9391492798926311,0.33359707258382343,0
Lawf2,9,009,0.9649832136529082,0.651958682428357,0
Lawf2,10,010,0.8952983670979255,0.42418993611365163,0
Lawf2,11,011,0.847052159555232,0.88077699993688,0
Lawf2,12,012,0.911009986510272,0.3689046826264876,0
Lawf2,13,013,0.8476546270133116,0.44129138547236546,0
Lawf2,14,014,0.0,0.02105599606154246,1
Lawf2,15,015,0.8099224587517655,0.9560496200794621,0
Lawf2,16,016,0.026953839772124677,0.039543137771105075,1
Lawf2,17,017,0.9534651336959781,0.5227938519688047,0
Lawf2,18,018,0.09950639375653206,0.5077506895392053,2
Lawf2,19,019,0.9509075395963598,0.5746481060335381,0
Lawf2,20,020,0.05695279063384018,0.4710861757579827,2
Lawf2,21,021,0.7309794444507379,0.513179224693807,0
Lawf2,22,022,0.7884382916046362,0.8911404690175007,0
Lawf2,23,023,0.8900577343569486,0.5401327992912157,0
Lawf2,24,024,0.8857092593220941,0.872382989693612,0
Lawf2,25,025,0.7893056940601364,0.9384636708489293,0
Lawf2,26,026,0.05447863787354762,0.02936506030835051,1
Lawf2,27,027,0.8743545640192711,0.3876405001731127,0
Lawf2,28,028,0.8384596120642346,0.921193005269441,0
Lawf2,29,029,0.7320530689070743,0.5589877767197071,0
Lawf2,30,030,0.08689997073229772,0.4495336165729236,2
Lawf2,31,031,0.0842939962624415,0.48278185054306916,2
Lawf2,32,032,0.7885293478743164,0.8498023941600634,0
Lawf2,33,033,0.9636571932717489,0.6187587445993943,0
Lawf2,34,034,0.9153161623560196,0.3259070875126366,0
Lawf2,35,035,0.04216002154567855,0.0660769715975843,1
Lawf2,36,036,0.8601214788582222,0.7303371801063607,0
Lawf2,37,037,0.9081874574132329,0.4842251201184988,0
Lawf2,38,038,0.8380221975488912,0.7743779984693042,0
Lawf2,39,039,0.7934797522096282,0.4466020091712345,0
Lawf2,40,040,0.8164384712416505,1.0,0
Lawf2,41,041,0.9307260906053474,0.4007426646012002,0
Lawf2,42,042,0.006189404628957396,0.0760388019738873,1
Lawf2,43,043,0.06767590415122143,0.42569731777408704,2
Lawf2,44,044,0.8696954105891069,0.6228685894924333,0
Lawf2,45,045,0.8488418027279372,0.691353524158926,0
Lawf2,46,046,0.7099728921933322,0.5347109212111505,0
Lawf2,47,047,0.054778364761245146,0.44310094511766845,2
Lawf2,48,048,0.8136737402732382,0.6732314144327964,0
Lawf2,49,049,0.7988791414491611,0.8183723754699312,0
Mi1,0,000,0.07488880242043511,0.32335982788442974,1
Mi1,1,001,0.0,0.21499243857741285,1
Mi1,2,002,0.28305467870881434,0.0,1
Mi1,3,003,0.2236230881326005,0.09253563036690308,1
Mi1,4,004,0.5838272053557889,0.9570586537267959,1
Mi1,5,005,0.05674543404099214,0.19685068741782402,1
Mi1,6,006,0.23275349721056782,0.018849170025732696,1
Mi1,7,007,0.4812197176604341,0.8221903129212429,1
Mi1,8,008,0.6863109910777254,0.6695657505860199,1
Mi1,9,009,0.3781531232908497,0.25973331085844303,1
Mi1,10,010,0.8631970828523079,0.3799572690498763,0
Mi1,11,011,0.45500969801703317,0.1489562341389293,1
Mi1,12,012,0.33359224396109516,0.10291893396321207,1
Mi1,13,013,0.2001070108957673,0.3892897081509812,1
Mi1,14,014,0.38020869227292775,0.4584554540252651,1
Mi1,15,015,0.4643145038105625,0.5463093906609378,1
Mi1,16,016,0.041108015452511915,0.28415261076291176,1
Mi1,17,017,0.9677155103215052,0.2601711604626527,0
Mi1,18,018,0.8426310283608558,0.5281799258501056,0
Mi1,19,019,0.3914792017669908,0.6326645381488821,1
Mi1,20,020,0.21893563490039403,0.32530015011765195,1
Mi1,21,021,0.573707032070369,1.0,1
Mi1,22,022,0.3741319588312313,0.14713135996384608,1
Mi1,23,023,0.28247585266731956,0.6078087941791148,1
Mi1,24,024,0.22955655288369134,0.17306901751036466,1
Mi1,25,025,0.47090896986799763,0.6974835337737147,1
Mi1,26,026,0.14343494586005617,0.4379709360687442,1
Mi1,27,027,1.0,0.3078719038228376,0
Mi1,28,028,0.6277036391867666,0.6614972787007866,1
Mi1,29,029,0.5269676919115248,0.9497830996548091,1
Mi1,30,030,0.25740993558814806,0.547407213484156,1
Mi1,31,031,0.9411915017616229,0.42883658102037403,0
Mi1,32,032,0.8872691418027947,0.1600579801612734,0
Mi1,33,033,0.44425637268003915,0.7365655125315758,1
Mi1,34,034,0.7812648806615776,0.33392221046638787,0
Mi1,35,035,0.40886430419788955,0.8339875341368133,1
Mi1,36,036,0.004217901493081544,0.16594767286700252,1
Mi1,37,037,0.9179919551355706,0.5646472629654717,0
Mi1,38,038,0.34827138814108516,0.5285711018690978,1
Mi1,39,039,0.9339502827279318,0.6369059699137255,0
Mi1,40,040,0.5095535053242002,0.16714703375982654,1
Mi1,41,041,0.9335383674629487,0.19438115555117644,0
Mi1,42,042,0.64630091335259,0.7567953371440495,1
Mi1,43,043,0.3968011293038429,0.40601290704791665,1
Mi1,44,044,0.5597272928989143,0.7937647909186598,1
Mi1,45,045,0.4026889301359355,0.3347071554813289,1
Mi1,46,046,0.9868987099571833,0.18195157510951301,0
Mi1,47,047,0.8874653037083505,0.4470101506728966,0
Mi1,48,048,0.39354796158590843,0.7410289709775,1
Mi1,49,049,0.728218174586075,0.6032466087414067,1
Mi10,0,000,0.2842433771392333,0.9643305680905895,3
Mi10,1,001,0.08796367109509368,0.5584286940368267,0
Mi10,2,002,0.15325157953526808,0.27018537085167765,2
Mi10,3,003,0.9174373909067438,0.34841813421263895,1
Mi10,4,004,0.7928850630117976,0.3517185546810562,1
Mi10,5,005,0.29928658241056666,0.8791680718938675,3
Mi10,6,006,0.015144220954558502,0.9724713242005785,3
Mi10,7,007,0.13257142491509694,0.9496778211157992,3
Mi10,8,008,0.12712153565116321,0.0,2
Mi10,9,009,0.08272614106493098,0.9419354010946108,3
Mi10,10,010,0.06621460442452692,0.6704226060427214,0
Mi10,11,011,0.7504262165478663,0.33727795500951274,1
Mi10,12,012,0.03613466228800641,0.9047219299756957,0
Mi10,13,013,0.03256854555393121,0.9500222239736649,0
Mi10,14,014,0.051841755185440014,0.814668028820599,0
Mi10,15,015,0.16097180318291796,0.8498025961267051,3
Mi10,16,016,0.7655120377609681,0.3815371016639112,1
Mi10,17,017,0.9821247024406217,0.40396960264451537,1
Mi10,18,018,0.14554266131582844,0.3096906033373535,2
Mi10,19,019,0.15450944014046814,0.42615786330010885,2
Mi10,20,020,0.17206013035431683,0.34367965081325996,2
Mi10,21,021,0.3075158042395978,0.9860063198565936,3
Mi10,22,022,0.8053045043771369,0.44479021943539193,1
Mi10,23,023,0.09096704284225346,0.17673308045353403,2
Mi10,24,024,1.0,0.449023708855864,1
Mi10,25,025,0.11369675543224239,0.04494379396680975,2
Mi10,26,026,0.15872996406435388,0.9284131899512813,3
Mi10,27,027,0.9495684208323965,0.38027708254671155,1
Mi10,28,028,0.0,0.9055527400097511,3
Mi10,29,029,0.2629280118638313,1.0,3
Mi10,30,030,0.8676779673721152,0.4633240597884461,1
Mi10,31,031,0.9019613578559434,0.4393539147185941,1
Mi10,32,032,0.20508376541524653,0.8354528970897134,3
Mi10,33,033,0.16534825441649315,0.11008446026445151,2
Mi10,34,034,0.1837058703623242,0.28678017236639036,2
Mi10,35,035,0.7683965787298594,0.30254789839107593,1
Mi10,36,036,0.8743842889867025,0.4224129519027387,1
Mi10,37,037,0.9289683944661827,0.4061680004105707,1
Mi10,38,038,0.14788430686210166,0.04244595679476226,2
Mi10,39,039,0.06952515881174912,0.7247611037387597,0
Mi10,40,040,0.10698285454686168,0.8133956261386923,3
Mi10,41,041,0.09137213391842766,0.48030109073888066,0
Mi10,42,042,0.327277578490776,0.8453855699051656,3
Mi10,43,043,0.1297011918828625,0.8149418877455634,3
Mi10,44,044,0.7964949287695815,0.4033086857246023,1
Mi10,45,045,0.08701303756454187,0.0786552250624104,2
Mi10,46,046,0.11553921649281826,0.11515402359315369,2
Mi10,47,047,0.9514949013470941,0.33648194725999026,1
Mi10,48,048,0.32550289921707787,0.9247725823066011,3
Mi10,49,049,0.10319964312171909,0.209212249487703,2
Mi11,0,000,0.935698693909907,0.2909583116616243,0
Mi11,1,001,0.5951429364557399,0.7519878536305009,0
Mi11,2,002,0.27214598245859195,0.7580744045296961,0
Mi11,3,003,0.37262265968442987,0.93288287927184,0
Mi11,4,004,0.8463899687995127,0.702960213242473,0
Mi11,5,005,0.2574008263351187,0.04287027429418752,1
Mi11,6,006,0.3066322943420825,0.9407661772280018,0
Mi11,7,007,0.8825168549634737,0.15992118733952582,0
Mi11,8,008,0.041640225602872616,0.4655569799200586,1
Mi11,9,009,0.8122048243047837,0.25561625951832173,0
Mi11,10,010,0.3689031932440906,0.5590530384536349,0
Mi11,11,011,0.7351260236679736,0.3466644352710467,0
Mi11,12,012,0.2594112644185018,0.4821751678368529,0
Mi11,13,013,0.9225256465650697,0.2175867456370117,0
Mi11,14,014,0.010507934358863658,0.4252570860634792,1
Mi11,15,015,0.0,0.232169292366349,1
Mi11,16,016,0.07230992250621143,0.03821421890054527,1
Mi11,17,017,0.3172297649516591,0.8761824022257019,0
Mi11,18,018,0.5783003075482658,0.45983826800098515,0
Mi11,19,019,0.6687540113798978,0.32940650564795226,0
Mi11,20,020,0.42336497916074073,0.35010878252075894,0
Mi11,21,021,0.8785987347775386,0.671565318206831,0
Mi11,22,022,0.13422484601900816,0.4164649058007899,1
Mi11,23,023,0.7086425746353827,0.6065483974073796,0
Mi11,24,024,0.3239288824317253,1.0,0
Mi11,25,025,0.10652279572161044,0.33497457851981954,1
Mi11,26,026,0.10143090974565044,0.006647024352981923,1
Mi11,27,027,0.33676993559355184,0.4811940892727044,0
Mi11,28,028,0.5292096864330047,0.38835474999545594,0
Mi11,29,029,0.90308525409726,0.5889324787992942,0
Mi11,30,030,0.5699074530375341,0.329236817456255,0
Mi11,31,031,0.5075251437535004,0.5113202001652354,0
Mi11,32,032,0.02555241057256674,0.14316859183406033,1
Mi11,33,033,0.1737416981730487,0.013404644864021265,1
Mi11,34,034,0.05627862326536265,0.3799147407915443,1
Mi11,35,035,0.9793113340347166,0.31550107861812104,0
Mi11,36,036,0.7968200603073697,0.36324205644721863,0
Mi11,37,037,0.5477122381488007,0.7677669902296143,0
Mi11,38,038,0.2226248157079181,0.0,1
Mi11,39,039,0.582292896956264,0.8384452215260729,0
Mi11,40,040,0.03957821710214354,0.2256528221188506,1
Mi11,41,041,0.33023443873240066,0.7895975638049109,0
Mi11,42,042,0.7889080806956957,0.6887754900372577,0
Mi11,43,043,0.4994842284771152,0.602738663754899,0
Mi11,44,044,1.0,0.24167145607136314,0
Mi11,45,045,0.9618302325721912,0.1721994880383675,0
Mi11,46,046,0.6408198557190573,0.4198597490862561,0
Mi11,47,047,0.46524006664283396,0.509755820922485,0
Mi11,48,048,0.5252081106873571,0.6420431445661006,0
Mi11,49,049,0.26100328938443357,0.5627476517762414,0
Mi12,0,000,0.9769032924543466,0.279921963445661,2
Mi12,1,001,0.3164351239114826,0.11531579914750215,1
Mi12,2,002,0.35267822931434767,0.11462543128005279,1
Mi12,3,003,0.9349590808779543,0.07295990626288443,2
Mi12,4,004,0.08455887955016689,0.5297088935501297,1
Mi12,5,005,0.8745929377553638,0.09636685824332591,2
Mi12,6,006,0.3856479886642098,0.09467769544900109,1
Mi12,7,007,0.6766716547952473,0.9304227073249419,0
Mi12,8,008,0.9464944874239005,0.23210382648691277,2
Mi12,9,009,0.8175202573997775,0.0,2
Mi12,10,010,0.9550630703321039,0.1297147913659465,2
Mi12,11,011,0.764087306554672,0.013402395799621325,2
Mi12,12,012,0.3944175398913763,0.14639544429885434,1
Mi12,13,013,0.05519838634925839,0.4984812306644851,1
Mi12,14,014,0.0506078468529475,0.46631611304357745,1
Mi12,15,015,0.9068574271417076,0.09470669395190798,2
Mi12,16,016,0.99022996533547,0.18834495841403914,2
Mi12,17,017,0.20448048488668935,0.2752723230375445,1
Mi12,18,018,0.7522543046586827,0.985057776428229,0
Mi12,19,019,0.948607112201209,0.1798024373423388,2
Mi12,20,020,0.06843805513819928,0.6576162387546314,1
Mi12,21,021,0.23200889776694694,0.2251673064627924,1
Mi12,22,022,0.6901690115727531,0.032322574404235194,2
Mi12,23,023,0.2613835152153615,0.19328448817751387,1
Mi12,24,024,0.3883421133239912,0.18107259357304506,1
Mi12,25,025,0.2518241195257447,0.2799293567239025,1
Mi12,26,026,0.7335019484304001,0.8832177233035531,0
Mi12,27,027,0.2923215341681294,0.3627975171903343,1
Mi12,28,028,0.7891325558401647,0.9346769112538975,0
Mi12,29,029,1.0,0.24008904393680186,2
Mi12,30,030,0.022957564620897764,0.6308464052503715,1
Mi12,31,031,0.0,0.6914722452712272,1
Mi12,32,032,0.8156617418321052,0.0753272088592098,2
Mi12,33,033,0.7003845326383524,0.8600688143922114,0
Mi12,34,034,0.3137042292864173,0.4019960254608309,1
Mi12,35,035,0.051660230537621976,0.6111352724925362,1
Mi12,36,036,0.019828312136835446,0.4903990426569431,1
Mi12,37,037,0.22151491588931083,0.18601255031948866,1
Mi12,38,038,0.6287804828857543,0.048706092614531904,2
Mi12,39,039,0.10328155577186582,0.40821686752066655,1
Mi12,40,040,0.6573505272082156,0.8950382834746835,0
Mi12,41,041,0.7022506352173542,0.9661240070465635,0
Mi12,42,042,0.13775629902469844,0.5686553728520667,1
Mi12,43,043,0.744298186023529,0.938846881436314,0
Mi12,44,044,0.09973118439481882,0.6187462529973295,1
Mi12,45,045,0.7674444556809266,0.8800233456117889,0
Mi12,46,046,0.77715128115673,0.05174028809976297,2
Mi12,47,047,0.033686298490585576,0.6823256159765326,1
Mi12,48,048,0.3223847007296224,0.3484687636702686,1
Mi12,49,049,0.7215686134789285,1.0,0
Mi13,0,000,0.9595472874340202,0.74759686565795,1
Mi13,1,001,0.2688925277162544,0.6503016151784828,3
Mi13,2,002,0.32456170933898115,0.5092728222805076,3
Mi13,3,003,0.023915496293370808,0.5924992313355313,0
Mi13,4,004,0.9725255231374403,0.9072624056034196,1
Mi13,5,005,0.9912934509866239,0.6445088690884017,1
Mi13,6,006,0.3757489482167332,0.5213461068193601,3
Mi13,7,007,0.9176894671579037,0.9326980891569931,1
Mi13,8,008,0.0,0.6548169255516075,0
Mi13,9,009,0.9459696414833979,0.8615673829577548,1
Mi13,10,010,0.9198300311643278,0.6594324854111986,1
Mi13,11,011,0.9257541199714576,0.7099779906438033,1
Mi13,12,012,0.3253598352591547,0.5708326426293444,3
Mi13,13,013,0.2033809661339751,0.3553641856606606,2
Mi13,14,014,0.29398329807245727,0.17675664306488856,4
Mi13,15,015,0.9630000815593789,0.6948376639239892,1
Mi13,16,016,1.0,0.6888807618519955,1
Mi13,17,017,0.3676416743713928,0.47992338652483973,3
Mi13,18,018,0.17969190518045383,0.6513771227037585,0
Mi13,19,019,0.3135534468733922,0.011131511053567578,4
Mi13,20,020,0.07926240746223956,0.7460040626155434,0
Mi13,21,021,0.3333139080012481,0.15348304590281064,4
Mi13,22,022,0.2887435132140413,0.0,4
Mi13,23,023,0.32566642231082404,0.20424757890854525,2
Mi13,24,024,0.3675985823398806,0.5558574315097449,3
Mi13,25,025,0.2320345134948922,0.6324707229133392,3
Mi13,26,026,0.9762193553715041,0.8424382700515767,1
Mi13,27,027,0.11463730930945143,0.6571488796956548,0
Mi13,28,028,0.2739433226016964,0.612933955985412,3
Mi13,29,029,0.31523068222884837,0.05955826074450413,4
Mi13,30,030,0.031113964615059664,0.5590930194159163,0
Mi13,31,031,0.040836081459733165,0.6667092505795533,0
Mi13,32,032,0.006931040009482303,0.7776670155934096,0
Mi13,33,033,0.938864306692385,0.5837486762116565,1
Mi13,34,034,0.10765306232717686,0.694733045111636,0
Mi13,35,035,0.9570401043505047,0.6483481998285469,1
Mi13,36,036,0.07434040700746353,0.5390620694797544,0
Mi13,37,037,0.23953617056079526,0.31161259425110643,2
Mi13,38,038,0.2884953727849434,0.053294954590351495,4
Mi13,39,039,0.1356133123106546,0.7429265054680787,0
Mi13,40,040,0.9095762427198016,0.5977126129799972,1
Mi13,41,041,0.9324926650590635,0.9787566642173261,1
Mi13,42,042,0.9613062172475677,1.0,1
Mi13,43,043,0.30792885701639866,0.1366954833237021,4
Mi13,44,044,0.03345271108721837,0.7193049496887438,0
Mi13,45,045,0.9895975960344624,0.9427750613660592,1
Mi13,46,046,0.005450458592348828,0.713413914183622,0
Mi13,47,047,0.03664999230475319,0.7782712484452398,0
Mi13,48,048,0.3309212649416043,0.4744769809722187,3
Mi13,49,049,0.9540767233741331,0.9460455222096817,1
Mi14,0,000,0.0411991369667552,0.2680230069099241,2
Mi14,1,001,1.0,0.44464367781671515,1
Mi14,2,002,0.6228178120178676,0.07038669940136194,3
Mi14,3,003,0.7236769301455509,0.5147297738687062,1
Mi14,4,004,0.980733227840732,0.4723307451962032,1
Mi14,5,005,0.00694355092453941,0.2711748849007507,2
Mi14,6,006,0.6467882357772063,0.47806457136134095,1
Mi14,7,007,0.950930490170428,0.3591673832571211,1
Mi14,8,008,0.39878657014814656,0.8986355373405476,0
Mi14,9,009,0.9765061119309991,0.3995557327419214,1
Mi14,10,010,0.8136617070617658,0.5699605851586007,1
Mi14,11,011,0.6638010919194628,0.07152839837644825,3
Mi14,12,012,0.8155004741305533,0.6317095083851731,1
Mi14,13,013,0.9206783900796476,0.35870258636017505,1
Mi14,14,014,0.37938278681027954,1.0,0
Mi14,15,015,0.4684735993843868,0.988379811355788,0
Mi14,16,016,0.10551839415340816,0.2910957580189989,2
Mi14,17,017,0.6924488222681155,0.47375289543095167,1
Mi14,18,018,0.8272851039543223,0.47190284001512517,1
Mi14,19,019,0.9268296156020823,0.415865453032207,1
Mi14,20,020,0.3459546298716329,0.9788919687291198,0
Mi14,21,021,0.6931604242636211,0.054524197383732764,3
Mi14,22,022,0.07551432580839756,0.3016422932600505,2
Mi14,23,023,0.8271907461286134,0.38116153369761774,1
Mi14,24,024,0.6520247765428611,0.4490342357059405,1
Mi14,25,025,0.5046548958093051,0.8752975135774099,0
Mi14,26,026,0.033156741059094275,0.3085723996656657,2
Mi14,27,027,0.7732974234165351,0.5940140161736897,1
Mi14,28,028,0.6355871144927727,0.037525062648958496,3
Mi14,29,029,0.6635624895850399,0.0,3
Mi14,30,030,0.8692194483010701,0.4064134211045849,1
Mi14,31,031,0.8257445738755036,0.5290994723282605,1
Mi14,32,032,0.43304466485976634,0.9876200017412438,0
Mi14,33,033,0.4679597920343327,0.9284036427749902,0
Mi14,34,034,0.395518761454465,0.9524909564068833,0
Mi14,35,035,0.08408749244970148,0.2690860215747724,2
Mi14,36,036,0.8641631494590687,0.35713652576101806,1
Mi14,37,037,0.7580067728021245,0.4073424179190381,1
Mi14,38,038,0.5099043701594427,0.9837682258629434,0
Mi14,39,039,0.0,0.3071882221636071,2
Mi14,40,040,0.7770745079272838,0.6325042009604463,1
Mi14,41,041,0.5928112111113635,0.08906049053897305,3
Mi14,42,042,0.3073896154402533,0.8770308837147945,0
Mi14,43,043,0.4387719889651676,0.9258223036810527,0
Mi14,44,044,0.3073259151474669,0.922687483974329,0
Mi14,45,045,0.35093030734616765,0.9278875298481652,0
Mi14,46,046,0.6838284926420168,0.019718166329572295,3
Mi14,47,047,0.7711103733941768,0.5358742692890994,1
Mi14,48,048,0.9018179108674061,0.4584925923886993,1
Mi14,49,049,0.6906285954608279,0.4411059857288999,1
Mi15,0,000,0.49617621102965664,0.6863201930879435,0
Mi15,1,001,0.8782273015410116,0.03864553160054593,1
Mi15,2,002,0.8220015123569635,0.783153716626916,1
Mi15,3,003,0.713237644044592,0.924771402021798,1
Mi15,4,004,0.0363555416356619,0.7222494873184716,0
Mi15,5,005,0.9226793324294945,0.05229851945972852,1
Mi15,6,006,0.7724498088048914,0.6246195903251114,1
Mi15,7,007,0.8665873914589497,0.3197524311406,1
Mi15,8,008,0.7520961603854985,0.8904866222461351,1
Mi15,9,009,0.8504850874961805,0.8448816849847445,1
Mi15,10,010,0.9666400948076761,0.08314395199759031,1
Mi15,11,011,0.850521803146223,0.8042510123249483,1
Mi15,12,012,0.7608529904388841,0.5653123032135638,1
Mi15,13,013,0.6138157942399898,0.6989386575362828,0
Mi15,14,014,0.857144683559122,0.4537041488204948,1
Mi15,15,015,0.03172281336422128,0.6560781315064252,0
Mi15,16,016,0.8220789758221871,0.41573442425193685,1
Mi15,17,017,0.6649864284861255,0.9869815206025789,1
Mi15,18,018,0.7440224381138869,0.8028838872415862,1
Mi15,19,019,0.702914743998655,0.849344855724234,1
Mi15,20,020,0.6987125231148783,1.0,1
Mi15,21,021,0.46525227396903357,0.7180488877309723,0
Mi15,22,022,0.6958340817152031,0.6372884752086763,1
Mi15,23,023,0.7840790647920748,0.7496818990137186,1
Mi15,24,024,0.727434831933948,0.67330540862318,1
Mi15,25,025,0.07145773554982654,0.7201426059259254,0
Mi15,26,026,0.4550007379190022,0.6643737556785054,0
Mi15,27,027,1.0,0.11638312356443692,1
Mi15,28,028,0.5641687693205863,0.7060484007696392,0
Mi15,29,029,0.42485382090099355,0.6744175063753947,0
Mi15,30,030,0.703906164895295,0.889357512408142,1
Mi15,31,031,0.9884315215263693,0.05041937678109709,1
Mi15,32,032,0.0,0.639383001670148,0
Mi15,33,033,0.8040027795058355,0.4808029196434129,1
Mi15,34,034,0.8806999694440558,0.3630036842712375,1
Mi15,35,035,0.8843824180160023,0.07455908387839688,1
Mi15,36,036,0.12296044973786502,0.6850758475376872,0
Mi15,37,037,0.7393819569395578,0.9640855624778666,1
Mi15,38,038,0.827094104145187,0.29643342607935047,1
Mi15,39,039,0.9722447060048413,0.0,1
Mi15,40,040,0.8421577158118865,0.1036037178566358,1
Mi15,41,041,0.011845616067791276,0.6872324950544675,0
Mi15,42,042,0.9489110252933786,0.0036950288799400544,1
Mi15,43,043,0.8309018776547341,0.3715268643350436,1
Mi15,44,044,0.9660904746392711,0.3154889166646043,1
Mi15,45,045,0.14686092829685965,0.6375187926776751,0
Mi15,46,046,0.0711511926538016,0.684215159161726,0
Mi15,47,047,0.9285008609983845,0.385861018803012,1
Mi15,48,048,0.6776824216252818,0.6722875316537376,0
Mi15,49,049,0.17033140758656135,0.7029285689845275,0
Mi2,0,000,0.029695318454788185,0.3388120159668663,2
Mi2,1,001,1.0,0.9358293742186761,3
Mi2,2,002,0.906236306061968,0.7968295276978064,3
Mi2,3,003,0.0,0.3625043448944485,2
Mi2,4,004,0.1985665646743392,0.2799830995073418,2
Mi2,5,005,0.9703521579621706,0.9462213444080281,3
Mi2,6,006,0.9588083720989098,0.7735391146230874,3
Mi2,7,007,0.42077436855791667,0.21367875292500263,0
Mi2,8,008,0.4877036407952654,0.019917030129458335,0
Mi2,9,009,0.8664858234861574,0.4612329684684632,1
Mi2,10,010,0.46370026275639364,0.048823812014268,0
Mi2,11,011,0.8944039894879083,0.5627447329066391,4
Mi2,12,012,0.9624378261401152,0.8777697321766189,3
Mi2,13,013,0.7491422850838836,0.47220363832482015,4
Mi2,14,014,0.06620506015324325,0.3595050660804706,2
Mi2,15,015,0.08374159609221872,0.39691330064055297,2
Mi2,16,016,0.14080838862385048,0.3252933606974824,2
Mi2,17,017,0.9116962251625471,0.6655696742986574,3
Mi2,18,018,0.6923844253351866,0.3868753377904973,1
Mi2,19,019,0.9102459648898127,0.4129950913660524,1
Mi2,20,020,0.7464041614259818,0.41059660769748907,1
Mi2,21,021,0.49960030299659147,0.09254999429275093,0
Mi2,22,022,0.9077146980790052,0.9080701781175375,3
Mi2,23,023,0.9271966851231239,0.35021669058661264,1
Mi2,24,024,0.43625277887042396,0.14513141173358046,0
Mi2,25,025,0.7505434295606206,0.36118591139531275,1
Mi2,26,026,0.8044971314637397,0.3294751823206752,1
Mi2,27,027,0.6208939907676075,0.38724111739282707,4
Mi2,28,028,0.9690403268554584,0.3479276449931576,1
Mi2,29,029,0.11563271522513938,0.34880540810968214,2
Mi2,30,030,0.46455223164897963,0.0,0
Mi2,31,031,0.5316522780007825,0.3393262080295588,4
Mi2,32,032,0.8995795091128655,0.7311572888066504,3
Mi2,33,033,0.3916097990668852,0.20135691795638072,0
Mi2,34,034,0.7041607079337061,0.4593708323015947,1
Mi2,35,035,0.8825656399989863,0.33422935778147883,1
Mi2,36,036,0.9336314445752343,0.9578301948393477,3
Mi2,37,037,0.44980083675873395,0.27620603187173326,4
Mi2,38,038,0.9579325502413119,0.39676469830497996,1
Mi2,39,039,0.2754382152129178,0.2386227211252221,2
Mi2,40,040,0.862640955039276,0.90867370146992,3
Mi2,41,041,0.928145164259714,0.7416302057961466,3
Mi2,42,042,0.32857037983723786,0.21231917958879065,4
Mi2,43,043,0.9344580850616735,1.0,3
